@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC

@DATA
normalized-rand-2-40-16-250-350-81_ext.xml.mzn_AND_NODATA,1,33.529412,0.029825,67.058824,2.084211,67.058824
normalized-rand-2-40-16-250-350-62_ext.xml.mzn_AND_NODATA,1,33.877941,0.029518,67.755882,2.083344,67.755882
normalized-rand-2-40-16-250-350-89_ext.xml.mzn_AND_NODATA,1,33.642647,0.029724,67.285294,2.083927,67.285294
normalized-rand-2-40-16-250-350-85_ext.xml.mzn_AND_NODATA,1,33.897059,0.029501,67.794118,2.083297,67.794118
normalized-rand-2-40-16-250-350-87_ext.xml.mzn_AND_NODATA,1,33.792647,0.029592,67.585294,2.083555,67.585294
normalized-rand-2-40-16-250-350-86_ext.xml.mzn_AND_NODATA,1,33.736765,0.029641,67.473529,2.083693,67.473529
normalized-rand-2-40-16-250-350-90_ext.xml.mzn_AND_NODATA,1,33.952941,0.029453,67.905882,2.08316,67.905882
normalized-rand-2-40-16-250-350-79_ext.xml.mzn_AND_NODATA,1,34.094118,0.029331,68.188235,2.082816,68.188235
normalized-rand-2-40-16-250-350-95_ext.xml.mzn_AND_NODATA,1,33.952941,0.029453,67.905882,2.08316,67.905882
normalized-rand-2-40-16-250-350-8_ext.xml.mzn_AND_NODATA,1,34.104412,0.029322,68.208824,2.082791,68.208824
normalized-rand-2-40-16-250-350-91_ext.xml.mzn_AND_NODATA,1,34.011765,0.029402,68.023529,2.083016,68.023529
normalized-fischer-8-13-fair.xml.mzn_AND_NODATA,1,0.950476,1.052104,2.690064,14.011501,5.001892
normalized-mps-red-usAbbrv-8-25-70.xml.mzn_AND_NODATA,1,0.190287,5.255227,8.765368,46.063998,210.391927
normalized-rand-2-40-16-250-350-94_ext.xml.mzn_AND_NODATA,1,34.135294,0.029295,68.270588,2.082716,68.270588
normalized-rand-2-40-16-250-350-98_ext.xml.mzn_AND_NODATA,1,33.979412,0.02943,67.958824,2.083095,67.958824
normalized-rand-2-40-16-250-350-97_ext.xml.mzn_AND_NODATA,1,33.967647,0.02944,67.935294,2.083124,67.935294
normalized-rand-2-40-16-250-350-99_ext.xml.mzn_AND_NODATA,1,34.089706,0.029334,68.179412,2.082826,68.179412
normalized-rand-2-40-16-250-350-93_ext.xml.mzn_AND_NODATA,1,33.7,0.029674,67.4,2.083784,67.4
normalized-rand-2-40-16-250-350-88_ext.xml.mzn_AND_NODATA,1,33.833824,0.029556,67.667647,2.083453,67.667647
normalized-rand-2-40-16-250-350-77_ext.xml.mzn_AND_NODATA,1,33.955882,0.02945,67.911765,2.083153,67.911765
normalized-rand-2-40-16-250-350-92_ext.xml.mzn_AND_NODATA,1,33.842647,0.029549,67.685294,2.083431,67.685294
normalized-rand-2-40-16-250-350-9_ext.xml.mzn_AND_NODATA,1,33.864706,0.029529,67.729412,2.083377,67.729412
normalized-rand-2-40-16-250-350-96_ext.xml.mzn_AND_NODATA,1,34.105882,0.02932,68.211765,2.082787,68.211765
normalized-patat-02-comp-18.xml.mzn_AND_NODATA,1,1.475594,0.677693,4.011817,6.171777,7.611099
normalized-rand-2-40-19-443-230-14_ext.xml.mzn_AND_NODATA,1,38.2075,0.026173,76.415,2.085645,76.415
normalized-rand-2-40-19-443-230-26_ext.xml.mzn_AND_NODATA,1,38.42375,0.026026,76.8475,2.08474,76.8475
normalized-rand-2-40-19-443-230-27_ext.xml.mzn_AND_NODATA,1,38.31875,0.026097,76.6375,2.085396,76.6375
normalized-rand-2-40-19-443-230-30_ext.xml.mzn_AND_NODATA,1,38.75375,0.025804,77.5075,2.084019,77.5075
normalized-rand-2-40-19-443-230-23_ext.xml.mzn_AND_NODATA,1,38.9975,0.025643,77.995,2.083077,77.995
normalized-rand-2-40-19-443-230-28_ext.xml.mzn_AND_NODATA,1,39.05625,0.025604,78.1125,2.082952,78.1125
normalized-rand-2-40-19-443-230-29_ext.xml.mzn_AND_NODATA,1,38.955,0.025671,77.91,2.083168,77.91
normalized-rand-2-40-19-443-230-10_ext.xml.mzn_AND_NODATA,1,39.24875,0.025479,78.4975,2.082752,78.4975
normalized-rand-2-40-19-443-230-19_ext.xml.mzn_AND_NODATA,1,39.9,0.025063,79.8,2.080588,79.8
normalized-rand-2-40-19-443-230-20_ext.xml.mzn_AND_NODATA,1,38.58375,0.025918,77.1675,2.084179,77.1675
normalized-haystacks-44.xml.mzn_AND_NODATA,1,1.346623,0.742598,3.662752,17.087775,5.865365
normalized-rand-2-40-19-443-230-21_ext.xml.mzn_AND_NODATA,1,39.89875,0.025063,79.7975,2.08059,79.7975
normalized-rand-2-40-19-443-230-42_ext.xml.mzn_AND_NODATA,1,40.02625,0.024984,80.0525,2.080131,80.0525
normalized-rand-2-40-19-443-230-18_ext.xml.mzn_AND_NODATA,1,39.92875,0.025045,79.8575,2.08053,79.8575
normalized-rand-2-40-19-443-230-12_ext.xml.mzn_AND_NODATA,1,39.8525,0.025093,79.705,2.080684,79.705
normalized-rand-2-40-19-443-230-11_ext.xml.mzn_AND_NODATA,1,40.59,0.024637,81.18,2.078818,81.18
normalized-rand-2-40-19-443-230-32_ext.xml.mzn_AND_NODATA,1,40.8575,0.024475,81.715,2.078103,81.715
normalized-rand-2-40-19-443-230-13_ext.xml.mzn_AND_NODATA,1,40.725,0.024555,81.45,2.078556,81.45
normalized-rand-2-40-19-443-230-38_ext.xml.mzn_AND_NODATA,1,40.6375,0.024608,81.275,2.078726,81.275
normalized-rand-2-40-19-443-230-40_ext.xml.mzn_AND_NODATA,1,40.66875,0.024589,81.3375,2.078865,81.3375
normalized-rand-2-40-19-443-230-15_ext.xml.mzn_AND_NODATA,1,40.3575,0.024779,80.715,2.079272,80.715
normalized-rand-2-40-19-443-230-31_ext.xml.mzn_AND_NODATA,1,40.35625,0.024779,80.7125,2.079274,80.7125
normalized-rand-2-40-19-443-230-2_ext.xml.mzn_AND_NODATA,1,40.02625,0.024984,80.0525,2.080131,80.0525
normalized-rand-2-40-19-443-230-1_ext.xml.mzn_AND_NODATA,1,41.33875,0.02419,82.6775,2.076997,82.6775
normalized-rand-2-40-19-443-230-34_ext.xml.mzn_AND_NODATA,1,39.9,0.025063,79.8,2.080384,79.8
normalized-rand-2-40-19-443-230-25_ext.xml.mzn_AND_NODATA,1,40.13875,0.024914,80.2775,2.080108,80.2775
normalized-rand-2-40-19-443-230-33_ext.xml.mzn_AND_NODATA,1,40.37,0.024771,80.74,2.079247,80.74
normalized-rand-2-40-19-443-230-45_ext.xml.mzn_AND_NODATA,1,40.795,0.024513,81.59,2.078422,81.59
normalized-rand-2-40-19-443-230-22_ext.xml.mzn_AND_NODATA,1,41.36875,0.024173,82.7375,2.076941,82.7375
normalized-rand-2-40-19-443-230-fcd-14_ext.xml.mzn_AND_NODATA,1,38.1025,0.026245,76.205,2.085881,76.205
normalized-rand-2-40-19-443-230-48_ext.xml.mzn_AND_NODATA,1,40.10375,0.024935,80.2075,2.079976,80.2075
normalized-rand-2-40-19-443-230-41_ext.xml.mzn_AND_NODATA,1,40.83625,0.024488,81.6725,2.078144,81.6725
normalized-rand-2-40-19-443-230-46_ext.xml.mzn_AND_NODATA,1,39.6025,0.025251,79.205,2.081398,79.205
normalized-rand-2-40-19-443-230-35_ext.xml.mzn_AND_NODATA,1,41.565,0.024059,83.13,2.076187,83.13
normalized-rand-2-40-19-443-230-fcd-10_ext.xml.mzn_AND_NODATA,1,39.2525,0.025476,78.505,2.082744,78.505
normalized-rand-2-40-19-443-230-6_ext.xml.mzn_AND_NODATA,1,39.3825,0.025392,78.765,2.082059,78.765
normalized-rand-2-40-19-443-230-7_ext.xml.mzn_AND_NODATA,1,40.18375,0.024886,80.3675,2.079817,80.3675
normalized-rand-2-40-19-443-230-44_ext.xml.mzn_AND_NODATA,1,40.82125,0.024497,81.6425,2.078371,81.6425
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,41.9275,0.023851,83.855,2.075529,83.855
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,40.87375,0.024466,81.7475,2.078072,81.7475
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,38.97625,0.025657,77.9525,2.083123,77.9525
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,38.59375,0.025911,77.1875,2.084157,77.1875
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,1.30303,0.767442,3.909091,4.5,7.818182
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,39.175,0.025526,78.35,2.082701,78.35
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,40.9475,0.024422,81.895,2.077931,81.895
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,40.975,0.024405,81.95,2.078077,81.95
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,41.1425,0.024306,82.285,2.077365,82.285
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1.346407,0.742718,3.662999,17.189793,5.868493
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,38.4,0.026042,76.8,2.084793,76.8
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,38.28125,0.026122,76.5625,2.08548,76.5625
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,24.630542,0.0406,49.261084,2.171553,49.261084
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,24.304808,0.041144,48.609615,2.172988,48.609615
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,25.223232,0.039646,50.446465,2.168104,50.446465
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,40.26625,0.024835,80.5325,2.079451,80.5325
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,38.76125,0.025799,77.5225,2.084003,77.5225
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,26.143842,0.03825,52.287685,2.160249,52.287685
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,41.1,0.024331,82.2,2.077642,82.2
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,39.9825,0.025011,79.965,2.080421,79.965
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,42.4225,0.023572,84.845,2.074265,84.845
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,41.27875,0.024226,82.5575,2.076912,82.5575
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,40.7325,0.02455,81.465,2.078542,81.465
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,1.486946,0.67252,4.061968,6.831645,7.522083
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,39.87625,0.025078,79.7525,2.080636,79.7525
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,9.156023,0.109218,18.312046,2.333164,18.312046
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,39.82125,0.025112,79.6425,2.080747,79.6425
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,38.8625,0.025732,77.725,2.083366,77.725
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,40.94,0.024426,81.88,2.077946,81.88
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,39.14375,0.025547,78.2875,2.082767,78.2875
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,25.650962,0.038985,51.301923,2.162544,51.301923
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,40.60375,0.024628,81.2075,2.078791,81.2075
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,56.867925,0.017585,113.735849,2.062136,113.735849
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,40.04125,0.024974,80.0825,2.080303,80.0825
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,27.097537,0.036904,54.195074,2.153815,54.195074
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,40.45375,0.02472,80.9075,2.079284,80.9075
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,39.9225,0.025049,79.845,2.080339,79.845
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,40.39875,0.024753,80.7975,2.079191,80.7975
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,27.587879,0.036248,55.175758,2.151561,55.175758
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,40.38875,0.024759,80.7775,2.07921,80.7775
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,40.04,0.024975,80.08,2.080103,80.08
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,41.37375,0.02417,82.7475,2.076932,82.7475
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,25.231731,0.039633,50.463462,2.1658,50.463462
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,22.308081,0.044827,44.616162,2.193371,44.616162
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,41.40625,0.024151,82.8125,2.076872,82.8125
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,26.6875,0.037471,53.375,2.155443,53.375
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,39.9725,0.025017,79.945,2.080442,79.945
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,40.88625,0.024458,81.7725,2.078048,81.7725
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,28.068269,0.035627,56.136538,2.146548,56.136538
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,40.4175,0.024742,80.835,2.079154,80.835
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,26.039423,0.038403,52.078846,2.15985,52.078846
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,22.195192,0.045055,44.390385,2.191641,44.390385
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,27.738462,0.036051,55.476923,2.148543,55.476923
