@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
Qq2k3k3v20v20m400s6,1,1.555,20,0.490833
Qq2k3k3v20v20m400s7,1,1.4825,20,0.500833
Qq2k3k3v20v20m400s8,1,1.515,20,0.504167
Qq2k3k3v20v20m400s9,1,1.5075,20,0.503333
Qq2k3k3v20v20m80s10,1,1.3875,20,0.54375
Qq2k3k3v20v20m80s1,1,1.475,20,0.485417
Qq2k3k3v20v20m80s2,1,1.475,20,0.5
Qq2k3k3v20v20m80s3,1,1.5125,20,0.502083
Qq2k3k3v20v20m80s4,1,1.3625,20,0.5375
Qq2k3k3v20v20m80s5,1,1.4125,20,0.520833
Qq2k3k3v20v20m80s6,1,1.45,20,0.525
Qq2k3k3v20v20m80s7,1,1.4875,20,0.497917
Qq2k3k3v20v20m80s8,1,1.675,20,0.485417
Qq2k3k3v20v20m80s9,1,1.575,20,0.491667
Qq2k3k3v50v50m1000s10,1,1.511,50,0.497167
Qq2k3k3v50v50m1000s1,1,1.48,50,0.498833
Qq2k3k3v50v50m1000s2,1,1.487,50,0.5025
Qq2k3k3v50v50m1000s3,1,1.488,50,0.496667
Qq2k3k3v50v50m1000s4,1,1.507,50,0.505167
Qq2k3k3v50v50m1000s5,1,1.482,50,0.505333
Qq2k3k3v50v50m1000s6,1,1.54,50,0.492333
Qq2k3k3v50v50m1000s7,1,1.474,50,0.504667
Qq2k3k3v50v50m1000s8,1,1.527,50,0.492333
Qq2k3k3v50v50m1000s9,1,1.467,50,0.505
Qq2k3k3v50v50m200s10,1,1.475,50,0.515833
Qq2k3k3v50v50m200s1,1,1.51,50,0.485
Qq2k3k3v50v50m200s2,1,1.44,50,0.506667
Qq2k3k3v50v50m200s3,1,1.475,50,0.5025
Qq2k3k3v50v50m200s4,1,1.51,50,0.5125
Qq2k3k3v50v50m200s5,1,1.465,50,0.513333
Qq2k3k3v50v50m200s6,1,1.48,50,0.511667
Qq2k3k3v50v50m200s7,1,1.48,50,0.4975
Qq2k3k3v50v50m200s8,1,1.54,50,0.510833
Qq2k3k3v50v50m200s9,1,1.495,50,0.504167
Qq2k3k3v50v50m300s10,1,1.48,50,0.508889
Qq2k3k3v50v50m300s1,1,1.486667,50,0.488889
Qq2k3k3v50v50m300s2,1,1.516667,50,0.495
Qq2k3k3v50v50m300s3,1,1.47,50,0.496111
Qq2k3k3v50v50m300s4,1,1.523333,50,0.507778
Qq2k3k3v50v50m300s5,1,1.46,50,0.507222
Qq2k3k3v50v50m300s6,1,1.496667,50,0.497778
Qq2k3k3v50v50m300s7,1,1.49,50,0.492222
Qq2k3k3v50v50m300s8,1,1.53,50,0.501111
Qq2k3k3v50v50m300s9,1,1.493333,50,0.5
Qq2k3k3v50v50m400s10,1,1.5,50,0.502083
Qq2k3k3v50v50m400s1,1,1.4825,50,0.4925
Qq2k3k3v50v50m400s2,1,1.505,50,0.495833
Qq2k3k3v50v50m400s3,1,1.4925,50,0.492917
Qq2k3k3v50v50m400s4,1,1.4975,50,0.514583
Qq2k3k3v50v50m400s5,1,1.4825,50,0.507917
Qq2k3k3v50v50m400s6,1,1.555,50,0.490833
Qq2k3k3v50v50m400s7,1,1.4825,50,0.500833
Qq2k3k3v50v50m400s8,1,1.515,50,0.504167
Qq2k3k3v50v50m400s9,1,1.5075,50,0.503333
Qq2k3k3v50v50m500s10,1,1.498,50,0.501333
Qq2k3k3v50v50m500s1,1,1.476,50,0.498667
Qq2k3k3v50v50m500s2,1,1.484,50,0.503333
Qq2k3k3v50v50m500s3,1,1.514,50,0.495
Qq2k3k3v50v50m500s4,1,1.504,50,0.509
Qq2k3k3v50v50m500s5,1,1.496,50,0.507667
Qq2k3k3v50v50m500s6,1,1.552,50,0.492667
Qq2k3k3v50v50m500s7,1,1.494,50,0.5
Qq2k3k3v50v50m500s8,1,1.53,50,0.501
Qq2k3k3v50v50m500s9,1,1.5,50,0.504333
Qq2k3k3v50v50m600s10,1,1.505,50,0.499444
Qq2k3k3v50v50m600s1,1,1.478333,50,0.501111
Qq2k3k3v50v50m600s2,1,1.468333,50,0.509167
Qq2k3k3v50v50m600s3,1,1.515,50,0.496389
Qq2k3k3v50v50m600s4,1,1.51,50,0.506389
Qq2k3k3v50v50m600s5,1,1.51,50,0.501111
Qq2k3k3v50v50m600s6,1,1.553333,50,0.4925
Qq2k3k3v50v50m600s7,1,1.485,50,0.501944
Qq2k3k3v50v50m600s8,1,1.535,50,0.494722
Qq2k3k3v50v50m600s9,1,1.503333,50,0.500278
Qq2k3k3v50v50m700s10,1,1.508571,50,0.500476
Qq2k3k3v50v50m700s1,1,1.494286,50,0.497619
Qq2k3k3v50v50m700s2,1,1.448571,50,0.511429
Qq2k3k3v50v50m700s3,1,1.517143,50,0.493571
Qq2k3k3v50v50m700s4,1,1.501429,50,0.506667
Qq2k3k3v50v50m700s5,1,1.502857,50,0.500952
Qq2k3k3v50v50m700s6,1,1.544286,50,0.495238
Qq2k3k3v50v50m700s7,1,1.477143,50,0.50381
Qq2k3k3v50v50m700s8,1,1.524286,50,0.494524
Qq2k3k3v50v50m700s9,1,1.477143,50,0.502381
Qq2k3k3v50v50m800s10,1,1.51875,50,0.497708
Qq2k3k3v50v50m800s1,1,1.47125,50,0.500625
Qq2k3k3v50v50m800s2,1,1.45875,50,0.509583
Qq2k3k3v50v50m800s3,1,1.5075,50,0.491042
Qq2k3k3v50v50m800s4,1,1.505,50,0.503125
Qq2k3k3v50v50m800s5,1,1.48875,50,0.503958
Qq2k3k3v50v50m800s6,1,1.54,50,0.492708
Qq2k3k3v50v50m800s7,1,1.47625,50,0.504583
Qq2k3k3v50v50m800s8,1,1.51875,50,0.495625
Qq2k3k3v50v50m800s9,1,1.4725,50,0.504583
Qq2k3k3v50v50m900s10,1,1.516667,50,0.496481
Qq2k3k3v50v50m900s1,1,1.486667,50,0.498889
Qq2k3k3v50v50m900s2,1,1.468889,50,0.507037
Qq2k3k3v50v50m900s3,1,1.498889,50,0.494815
Qq2k3k3v50v50m900s4,1,1.521111,50,0.500556
Qq2k3k3v50v50m900s5,1,1.48,50,0.505556
Qq2k3k3v50v50m900s6,1,1.547778,50,0.491481
Qq2k3k3v50v50m900s7,1,1.481111,50,0.503333
Qq2k3k3v50v50m900s8,1,1.517778,50,0.49463
Qq2k3k3v50v50m900s9,1,1.474444,50,0.504074
qshifter_3,1,2,8,0.5
qshifter_4,1,2.5,16,0.5
qshifter_5,1,3,32,0.5
qshifter_6,1,3.5,64,0.5
qshifter_7,1,4,128,0.5
qshifter_8,1,4.5,256,0.5
rankfunc10_unsigned_64,1,0.158612,2000,0.533576
rankfunc11_signed_32,1,0.16148,1653,0.525058
rankfunc12_unsigned_16,1,0.13545,676,0.521629
rankfunc14_signed_64,1,0.125521,2966,0.527483
rankfunc15_unsigned_32,1,0.161919,3672,0.521959
rankfunc16_signed_64,1,0.149321,8567,0.526457
rankfunc17_unsigned_16,1,0.186725,1420,0.527813
rankfunc18_signed_64,1,0.207727,7467,0.526108
rankfunc19_unsigned_16,1,0.148148,2050,0.519507
rankfunc1_signed_32,1,0.169178,2585,0.52168
rankfunc20_unsigned_32,1,0.164766,1843,0.521844
rankfunc21_signed_16,1,0.157369,2216,0.523278
rankfunc22_unsigned_32,1,0.170137,1518,0.526776
rankfunc23_signed_64,1,0.157619,3149,0.524989
rankfunc24_unsigned_64,1,0.157862,3150,0.521806
rankfunc25_signed_64,1,0.124741,2962,0.523272
rankfunc26_unsigned_32,1,0.133961,3184,0.522777
rankfunc27_signed_64,1,0.161412,2062,0.516949
rankfunc28_unsigned_16,1,0.183513,998,0.524965
rankfunc29_signed_16,1,0.102564,936,0.522181
rankfunc2_unsigned_64,1,0.148298,2314,0.521003
rankfunc30_signed_64,1,0.1321,8945,0.526676
rankfunc31_unsigned_16,1,0.118711,1546,0.523084
rankfunc32_signed_64,1,0.102588,5979,0.515488
rankfunc33_unsigned_32,1,0.093125,1911,0.518965
rankfunc34_signed_32,1,0.112989,1353,0.520841
rankfunc35_unsigned_32,1,0.136188,2390,0.5121
rankfunc36_signed_64,1,0.150458,1739,0.51902
rankfunc37_unsigned_32,1,0.397516,261,0.536529
rankfunc38_signed_32,1,0.398524,263,0.536125
rankfunc39_unsigned_64,1,0.17447,5084,0.526295
rankfunc3_signed_64,1,0.104554,12087,0.520768
rankfunc40_unsigned_64,1,0.150943,2249,0.524538
rankfunc41_signed_32,1,0.142028,3120,0.526911
rankfunc42_unsigned_16,1,0.155907,1731,0.526579
rankfunc43_signed_64,1,0.131076,5670,0.528884
rankfunc44_unsigned_32,1,0.176674,1686,0.530261
rankfunc45_signed_16,1,0.09974,1277,0.51875
rankfunc46_unsigned_32,1,0.172805,2450,0.524108
rankfunc47_signed_64,1,0.095212,3667,0.519892
rankfunc48_unsigned_16,1,0.158967,1318,0.521286
rankfunc49_signed_32,1,0.180282,1400,0.519613
rankfunc4_unsigned_16,1,0.329897,245,0.531845
rankfunc50_signed_64,1,0.096759,3517,0.522241
rankfunc51_signed_32,1,0.138829,1901,0.5208
rankfunc52_unsigned_32,1,0.14466,1773,0.524118
rankfunc53_signed_16,1,0.17819,782,0.531023
rankfunc54_signed_32,1,0.145827,2406,0.525126
rankfunc55_unsigned_32,1,0.165002,1033,0.524667
rankfunc56_signed_16,1,0.215126,404,0.524651
rankfunc57_unsigned_64,1,0.159089,3146,0.523285
rankfunc58_signed_32,1,0.188721,1822,0.523633
rankfunc59_unsigned_16,1,0.188902,1143,0.524388
rankfunc5_signed_64,1,0.155269,2251,0.519808
rankfunc60_unsigned_32,1,0.215225,1104,0.529043
rankfunc61_signed_32,1,0.125778,1974,0.52113
rankfunc6_unsigned_16,1,0.130214,629,0.51078
rankfunc7_signed_16,1,0.168754,1000,0.520781
rankfunc8_unsigned_32,1,0.18156,1907,0.526188
rankfunc9_signed_64,1,0.167027,1739,0.525457
ring_r4_ser--opt-11_-shuffled,1,3.654228,182,0.468079
ring_r6_ser---16_-shuffled,1,6.80109,377,0.468152
ring_r6_ser--opt-17_-shuffled,1,6.785086,400,0.468203
ring_r7_ser---19_-shuffled,1,7.05138,514,0.498462
robots_1_5_2_100.2,1,0.472222,1914,0.477065
robots_1_5_2_100.4,1,0.512949,3776,0.456946
robots_1_5_2_100.8,1,0.536066,7500,0.446246
robots_1_5_2_10.2,1,0.472222,1914,0.477065
robots_1_5_2_14.2,1,0.472222,1914,0.477065
robots_1_5_2_21.4,1,0.512949,3776,0.456946
robots_1_5_2_2.4,1,0.512949,3776,0.456946
robots_1_5_2_28.2,1,0.472222,1914,0.477065
robots_1_5_2_31.2,1,0.472222,1914,0.477065
robots_1_5_2_32.8,1,0.536066,7500,0.446246
robots_1_5_2_33.2,1,0.472222,1914,0.477065
robots_1_5_2_3.4,1,0.512949,3776,0.456946
robots_1_5_2_39.4,1,0.512949,3776,0.456946
robots_1_5_2_40.8,1,0.536066,7500,0.446246
robots_1_5_2_45.4,1,0.512949,3776,0.456946
robots_1_5_2_47.2,1,0.472222,1914,0.477065
robots_1_5_2_49.2,1,0.472222,1914,0.477065
robots_1_5_2_54.8,1,0.536066,7500,0.446246
robots_1_5_2_61.8,1,0.536066,7500,0.446246
robots_1_5_2_67.8,1,0.536066,7500,0.446246
robots_1_5_2_75.8,1,0.536066,7500,0.446246
robots_1_5_2_80.4,1,0.512949,3776,0.456946
robots_1_5_2_81.2,1,0.472222,1914,0.477065
robots_1_5_2_82.4,1,0.512949,3776,0.456946
robots_1_5_2_82.8,1,0.536066,7500,0.446246
robots_1_5_2_85.2,1,0.472222,1914,0.477065
robots_1_5_2_85.4,1,0.512949,3776,0.456946
robots_1_5_2_91.8,1,0.536066,7500,0.446246
robots_1_5_2_9.8,1,0.536066,7500,0.446246
robots_1_5_2_99.4,1,0.512949,3776,0.456946
robots_1_5_3_100.2,1,0.472168,1914,0.477051
robots_1_5_3_100.4,1,0.512917,3776,0.456939
robots_1_5_3_100.8,1,0.536049,7500,0.446243
robots_1_5_3_16.4,1,0.512917,3776,0.456939
robots_1_5_3_16.8,1,0.536049,7500,0.446243
robots_1_5_3_20.4,1,0.512917,3776,0.456939
robots_1_5_3_24.4,1,0.512917,3776,0.456939
robots_1_5_3_2.4,1,0.512917,3776,0.456939
robots_1_5_3_25.2,1,0.472168,1914,0.477051
robots_1_5_3_26.2,1,0.472168,1914,0.477051
robots_1_5_3_27.8,1,0.536049,7500,0.446243
robots_1_5_3_30.2,1,0.472168,1914,0.477051
robots_1_5_3_39.8,1,0.536049,7500,0.446243
robots_1_5_3_44.4,1,0.512917,3776,0.456939
robots_1_5_3_44.8,1,0.536049,7500,0.446243
robots_1_5_3_51.2,1,0.472168,1914,0.477051
robots_1_5_3_52.2,1,0.472168,1914,0.477051
robots_1_5_3_52.4,1,0.512917,3776,0.456939
robots_1_5_3_55.8,1,0.536049,7500,0.446243
robots_1_5_3_57.4,1,0.512917,3776,0.456939
robots_1_5_3_62.2,1,0.472168,1914,0.477051
robots_1_5_3_64.8,1,0.536049,7500,0.446243
robots_1_5_3_66.4,1,0.512917,3776,0.456939
robots_1_5_3_70.8,1,0.536049,7500,0.446243
robots_1_5_3_7.2,1,0.472168,1914,0.477051
robots_1_5_3_78.4,1,0.512917,3776,0.456939
robots_1_5_3_80.2,1,0.472168,1914,0.477051
robots_1_5_3_8.8,1,0.536049,7500,0.446243
robots_1_5_3_90.8,1,0.536049,7500,0.446243
robots_1_5_3_91.2,1,0.472168,1914,0.477051
robots_1_5_4_100.2,1,0.472113,1914,0.477038
robots_1_5_4_100.4,1,0.512885,3776,0.456933
robots_1_5_4_100.8,1,0.536031,7500,0.44624
robots_1_5_4_17.8,1,0.536031,7500,0.44624
robots_1_5_4_1.8,1,0.536031,7500,0.44624
robots_1_5_4_22.2,1,0.472113,1914,0.477038
robots_1_5_4_24.8,1,0.536031,7500,0.44624
robots_1_5_4_2.4,1,0.512885,3776,0.456933
robots_1_5_4_30.4,1,0.512885,3776,0.456933
robots_1_5_4_31.4,1,0.512885,3776,0.456933
robots_1_5_4_32.2,1,0.472113,1914,0.477038
robots_1_5_4_44.2,1,0.472113,1914,0.477038
robots_1_5_4_46.4,1,0.512885,3776,0.456933
robots_1_5_4_46.8,1,0.536031,7500,0.44624
robots_1_5_4_50.4,1,0.512885,3776,0.456933
robots_1_5_4_51.4,1,0.512885,3776,0.456933
robots_1_5_4_52.2,1,0.472113,1914,0.477038
robots_1_5_4_56.8,1,0.536031,7500,0.44624
robots_1_5_4_59.2,1,0.472113,1914,0.477038
robots_1_5_4_71.2,1,0.472113,1914,0.477038
robots_1_5_4_73.2,1,0.472113,1914,0.477038
robots_1_5_4_75.2,1,0.472113,1914,0.477038
robots_1_5_4_75.8,1,0.536031,7500,0.44624
robots_1_5_4_81.2,1,0.472113,1914,0.477038
robots_1_5_4_87.4,1,0.512885,3776,0.456933
robots_1_5_4_91.4,1,0.512885,3776,0.456933
robots_1_5_4_91.8,1,0.536031,7500,0.44624
robots_1_5_4_96.8,1,0.536031,7500,0.44624
robots_1_5_4_98.4,1,0.512885,3776,0.456933
robots_1_5_4_99.8,1,0.536031,7500,0.44624
robots_1_5_5_100.2,1,0.472058,1914,0.477025
robots_1_5_5_100.4,1,0.512853,3776,0.456926
robots_1_5_5_100.8,1,0.536013,7500,0.446236
robots_1_5_5_10.8,1,0.536013,7500,0.446236
robots_1_5_5_12.4,1,0.512853,3776,0.456926
robots_1_5_5_12.8,1,0.536013,7500,0.446236
robots_1_5_5_14.8,1,0.536013,7500,0.446236
robots_1_5_5_15.2,1,0.472058,1914,0.477025
robots_1_5_5_24.2,1,0.472058,1914,0.477025
robots_1_5_5_26.4,1,0.512853,3776,0.456926
robots_1_5_5_30.4,1,0.512853,3776,0.456926
robots_1_5_5_31.2,1,0.472058,1914,0.477025
robots_1_5_5_33.8,1,0.536013,7500,0.446236
robots_1_5_5_34.4,1,0.512853,3776,0.456926
robots_1_5_5_38.2,1,0.472058,1914,0.477025
robots_1_5_5_45.4,1,0.512853,3776,0.456926
robots_1_5_5_50.8,1,0.536013,7500,0.446236
robots_1_5_5_56.2,1,0.472058,1914,0.477025
robots_1_5_5_5.8,1,0.536013,7500,0.446236
robots_1_5_5_61.2,1,0.472058,1914,0.477025
robots_1_5_5_62.2,1,0.472058,1914,0.477025
robots_1_5_5_66.4,1,0.512853,3776,0.456926
robots_1_5_5_66.8,1,0.536013,7500,0.446236
robots_1_5_5_75.2,1,0.472058,1914,0.477025
robots_1_5_5_8.4,1,0.512853,3776,0.456926
robots_1_5_5_87.4,1,0.512853,3776,0.456926
robots_1_5_5_93.4,1,0.512853,3776,0.456926
robots_1_5_5_95.8,1,0.536013,7500,0.446236
robots_1_5_5_97.2,1,0.472058,1914,0.477025
robots_1_5_5_99.8,1,0.536013,7500,0.446236
s1196_d3_u-shuffled,1,0.471288,2296,0.486507
s1269_d3_s-shuffled,1,0.455972,2481.5,0.496462
s27_d5_u-shuffled,1,0.466527,86,0.492283
s298_d11_s-shuffled,1,0.514371,2400,0.487995
s298_d2_s-shuffled,1,0.3219,298.5,0.4933
s298_d5_s-shuffled,1,0.476859,999,0.489011
s298_d9_s-shuffled,1,0.507938,1933,0.488169
s3330_d10_u-shuffled,1,0.50655,28844,0.49483
s3330_d4_s-shuffled,1,0.468847,10244,0.49627
s386_d12_u-shuffled,1,0.528681,3663,0.49473
s499_d15_s-shuffled,1,0.52723,4595.5,0.473502
s499_d4_s-shuffled,1,0.472083,1053.5,0.472942
s510_d12_s-shuffled,1,0.521952,4696,0.485533
s510_d31_s-shuffled,1,0.532181,12609.5,0.485345
s510_d4_s-shuffled,1,0.481681,1364,0.486277
s713_d3_s-shuffled,1,0.457803,1549,0.497191
s713_d5_s-shuffled,1,0.489238,2886,0.495887
s820_d6_s-shuffled,1,0.511578,3301.5,0.480382
s820_d7_s-shuffled,1,0.517767,3932.5,0.480286
S-adeu-0,1,0.384036,2611,0.629541
S-adeu-1,1,0.376916,2611,0.628269
S-adeu-2,1,0.384036,2611,0.629541
S-adeu-3,1,0.376916,2611,0.628269
S-adeu-4,1,0.381681,2611,0.629121
S-adeu-5,1,0.381681,2611,0.629121
S-adeu-6,1,0.384036,2611,0.629541
S-adeu-7,1,0.376916,2611,0.628269
S-adeu-8,1,0.379308,2611,0.628697
S-adeu-9,1,0.376916,2611,0.628269
S-edau-0,1,0.384036,2611,0.629541
S-edau-1,1,0.376916,2611,0.628269
S-edau-2,1,0.384036,2611,0.629541
S-edau-3,1,0.376916,2611,0.628269
S-edau-4,1,0.381681,2611,0.629121
S-edau-5,1,0.381681,2611,0.629121
S-edau-6,1,0.384036,2611,0.629541
S-edau-7,1,0.376916,2611,0.628269
S-edau-8,1,0.379308,2611,0.628697
S-edau-9,1,0.376916,2611,0.628269
sortnetsort10.AE.stepl.005,1,0.473684,4176,0.555247
sortnetsort10.AE.stepl.012,1,0.474331,9993,0.555198
sortnetsort10.v.stepl.006,1,0.048178,872,0.627085
sortnetsort10.v.stepl.007,1,0.041314,1017,0.627129
sortnetsort10.v.stepl.012-shuffled,1,0.024126,1742,0.627239
sortnetsort5.AE.stepl.003,1,0.418744,494,0.564408
sortnetsort5.AE.stepl.005,1,0.42042,816,0.564321
sortnetsort5.AE.stepl.006,1,0.420842,977,0.564299
sortnetsort5.AE.stepl.007,1,0.421143,1138,0.564283
sortnetsort5.v.stepl.007-shuffled,1,0.049097,212,0.613015
sortnetsort6.AE.stepl.003,1,0.438931,772,0.56104
sortnetsort6.AE.stepl.006,1,0.440613,1531,0.560938
sortnetsort6.v.stepl.003-shuffled,1,0.106911,140,0.617354
sortnetsort7.AE.stepl.003,1,0.451982,1113,0.558848
sortnetsort7.AE.stepl.005,1,0.4531,1845,0.558774
sortnetsort7.AE.stepl.006,1,0.45338,2211,0.558755
sortnetsort7.AE.stepl.009,1,0.453848,3309,0.558724
sortnetsort7.v.stepl.004-shuffled,1,0.077317,264,0.621188
sortnetsort8.AE.stepl.005,1,0.462046,2517,0.557244
sortnetsort8.AE.stepl.007,1,0.462457,3517,0.557215
sortnetsort8.AE.stepl.009,1,0.462685,4517,0.557199
sortnetsort8.v.stepl.008-shuffled,1,0.037668,710,0.623989
sortnetsort9.AE.stepl.004,1,0.468322,2639,0.556137
sortnetsort9.AE.stepl.005,1,0.468634,3294,0.556114
sortnetsort9.AE.stepl.012,1,0.469365,7879,0.556061
sortnetsort9.v.stepl.006,1,0.049043,692,0.625687
sortnetsort9.v.stepl.012-shuffled,1,0.024566,1382,0.625868
ssa7552-159-00-shuffled,1,0.237586,3557.5,0.666608
ssa7552-159-50-shuffled,1,0.278263,2880.5,0.579085
ssa7552-159-90-shuffled,1,0.322936,2331.5,0.580289
ssa7552-160-50-shuffled,1,0.276057,2951.5,0.579029
stmt1_145_146,1,0.133065,90,0.509306
stmt11_643_645,1,0.124207,536,0.543226
stmt1_20_21,1,0.123656,67,0.519101
stmt124_966_965,1,0.15671,640,0.545926
stmt1_30_31,1,0.122449,36,0.51073
stmt137_903_911,1,0.159187,657,0.545778
stmt1_392_393,1,0.150633,464,0.537753
stmt16_0_1,1,0.308594,123,0.54616
stmt1_629_630,1,0.158796,1317,0.546038
stmt16_47_48,1,0.181362,1873,0.551146
stmt16_818_819,1,0.216875,382,0.547952
stmt17_143_144,1,0.263543,184,0.537102
stmt17_18_19,1,0.272873,161,0.543004
stmt17_63_70,1,0.166191,6450,0.554563
stmt17_63_78,1,0.179256,7262,0.554767
stmt17_82_94,1,0.159261,11061,0.555288
stmt1_787_788,1,0.14976,1678,0.54296
stmt17_99_98,1,0.175304,2084,0.549843
stmt1_811_812,1,0.172727,256,0.547647
stmt18_258_260,1,0.146597,460,0.538873
stmt19_125_302,1,0.176713,3161,0.570362
stmt19_133_257,1,0.163666,2795,0.567541
stmt19_137_313,1,0.176738,3174,0.570025
stmt19_142_261,1,0.162667,2818,0.568293
stmt19_177_302,1,0.163296,3440,0.570139
stmt1_919_920,1,0.159965,623,0.546384
stmt19_214_309,1,0.156398,3608,0.570468
stmt19_217_250,1,0.141868,3235,0.568153
stmt19_2_180,1,0.209854,1415,0.569438
stmt19_261_266,1,0.124953,3878,0.567139
stmt19_2_83,1,0.232775,913,0.570807
stmt19_313_318,1,0.12654,4640,0.570964
stmt19_313_412,1,0.143866,5207,0.572518
stmt19_3_177,1,0.190848,1563,0.570863
stmt19_3_309,1,0.209194,2634,0.570766
stmt19_3_78,1,0.201561,1061,0.572724
stmt19_3_83,1,0.201611,1063,0.57249
stmt19_66_318,1,0.19571,2921,0.572427
stmt19_66_90,1,0.162881,1339,0.57365
stmt19_67_83,1,0.195567,1094,0.574024
stmt19_79_87,1,0.156071,9814,0.555161
stmt19_83_302,1,0.191597,2890,0.570611
stmt19_83_90,1,0.16211,1344,0.573292
stmt19_90_133,1,0.163014,1590,0.572319
stmt21_127_258,1,0.163887,2792,0.567614
stmt21_134_418,1,0.197132,3795,0.575157
stmt21_143_258,1,0.162282,2813,0.568436
stmt21_252_310,1,0.136708,4202,0.568156
stmt21_267_310,1,0.134737,4245,0.569319
stmt21_310_360,1,0.137133,4973,0.571422
stmt21_4_5,1,0.25348,676,0.571596
stmt21_70_258,1,0.180491,2516,0.567815
stmt21_71_304,1,0.206437,2662,0.571483
stmt21_71_70,1,0.19486,1089,0.574461
stmt21_79_314,1,0.192121,2896,0.570484
stmt21_79_91,1,0.162425,1342,0.573482
stmt22_179_182,1,0.129171,2374,0.569708
stmt22_6_80,1,0.232804,911,0.571072
stmt22_92_259,1,0.178418,2540,0.568574
stmt23_66_76,1,0.17314,6856,0.554672
stmt24_148_149,1,0.162562,72,0.504149
stmt24_292_293,1,0.149301,473,0.538781
stmt24_765_766,1,0.160338,658,0.54547
stmt24_7_8,1,0.297297,12,0.5
stmt25_52_53,1,0.171162,1779,0.551175
stmt25_597_598,1,0.149828,850,0.541221
stmt2_649_723,1,0.201285,512,0.543604
stmt2_649_776,1,0.228546,599,0.545724
stmt27_149_224,1,0.137455,2403,0.570051
stmt27_296_297,1,0.145062,491,0.538694
stmt27_93_98,1,0.166255,1959,0.549927
stmt28_68_81,1,0.174783,8103,0.554926
stmt29_21_275,1,0.196935,2577,0.567931
stmt2_976_999,1,0.148917,10161,0.552552
stmt31_100_276,1,0.179479,2848,0.567847
stmt31_22_23,1,0.24093,811,0.570423
stmt32_122_129,1,0.139241,59,0.495979
stmt32_153_277,1,0.164593,3125,0.567767
stmt32_228_277,1,0.149531,3451,0.568839
stmt3_639_640,1,0.156477,392,0.539854
stmt37_941_942,1,0.164258,1789,0.549145
stmt38_943_942,1,0.165831,1766,0.549332
stmt39_34_107,1,0.215517,1119,0.570948
stmt3_969_973,1,0.163283,324,0.543164
stmt41_235_286,1,0.149682,3529,0.569733
stmt41_262_275,1,0.255519,941,0.546367
stmt41_336_385,1,0.133213,5308,0.57264
stmt41_36_37,1,0.227732,871,0.572174
stmt44_107_108,1,0.15,39,0.480851
stmt44_107_113,1,0.170543,48,0.490132
stmt44_252_301,1,0.149433,449,0.539194
stmt44_40_162,1,0.201314,1421,0.570533
stmt44_40_41,1,0.218827,921,0.57247
stmt44_554_604,1,0.152384,808,0.541594
stmt46_163_289,1,0.16408,3262,0.569253
stmt47_239_290,1,0.14962,3592,0.570114
stmt50_167_293,1,0.164067,3311,0.569873
stmt52_117_295,1,0.177977,3034,0.570045
stmt52_295_394,1,0.14445,5047,0.572349
stmt52_54_55,1,0.212552,958,0.573444
stmt53_208_245,1,0.125584,2715,0.571693
stmt5_731_730,1,0.159982,626,0.546094
stmt6_13_14,1,0.144737,29,0.497268
stmt70_191_213,1,0.147541,437,0.539961
stmt70_495_501,1,0.151416,796,0.542027
stmt72_696_721,1,0.1627,637,0.546146
stmt7_33_34,1,0.220057,876,0.55988
stmt82_224_225,1,0.14751,472,0.539223
stmt85_64_122,1,0.195164,1309,0.571541
stmt86_889_890,1,0.189053,742,0.547394
stmt9_350_351,1,0.153527,415,0.540172
stmt9_445_446,1,0.143074,604,0.534422
szymanski-10-s-shuffled,1,0.409074,7529.5,0.533411
szymanski-24-s-shuffled,1,0.417089,128279.5,0.531156
T-adeu-0,1,0.543297,2315,0.627156
T-adeu-1,1,0.537695,2315,0.625757
T-adeu-2,1,0.543297,2315,0.627156
T-adeu-3,1,0.537695,2315,0.625757
T-adeu-4,1,0.541445,2315,0.626694
T-adeu-5,1,0.541445,2315,0.626694
T-adeu-6,1,0.543297,2315,0.627156
T-adeu-7,1,0.537695,2315,0.625757
T-adeu-8,1,0.539578,2315,0.626228
T-adeu-9,1,0.537695,2315,0.625757
T-edau-0,1,0.543297,2315,0.627156
T-edau-1,1,0.537695,2315,0.625757
T-edau-2,1,0.543297,2315,0.627156
T-edau-3,1,0.537695,2315,0.625757
T-edau-4,1,0.541445,2315,0.626694
T-edau-5,1,0.541445,2315,0.626694
T-edau-6,1,0.543297,2315,0.627156
T-edau-7,1,0.537695,2315,0.625757
T-edau-8,1,0.539578,2315,0.626228
T-edau-9,1,0.537695,2315,0.625757
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006519,505,0.527428
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.006644,92.083333,0.526379
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.00155,555,0.527403
test1_quant2,1,0.319647,343.5,0.535206
test1_quant3,1,0.312146,441,0.533191
