@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
Qq2k3k3v20v20m200s10,1,1.475,20,0.515833,0.938611,0.095,3,20,0.518333,20,14.525,0.635556,25,0.50727,40,14.75,1200
Qq2k3k3v20v20m200s1,1,1.51,20,0.485,1.061856,0.115,3,20,0.481111,20,15.45,0.702222,18,0.487973,40,15.1,1200
Qq2k3k3v20v20m200s2,1,1.44,20,0.506667,0.973684,0.095,3,20,0.502222,20,14.8,0.675556,27,0.486842,40,14.4,1200
Qq2k3k3v20v20m200s3,1,1.475,20,0.5025,0.99005,0.125,3,20,0.500556,20,14.925,0.671111,28,0.494196,40,14.75,1200
Qq2k3k3v20v20m200s4,1,1.51,20,0.5125,0.95122,0.095,3,20,0.517778,20,14.625,0.628889,23,0.515447,40,15.1,1200
Qq2k3k3v20v20m200s5,1,1.465,20,0.513333,0.948052,0.08,3,20,0.513889,20,14.6,0.646667,21,0.501623,40,14.65,1200
Qq2k3k3v20v20m200s6,1,1.48,20,0.511667,0.954397,0.1,3,20,0.513333,20,14.65,0.644444,27,0.504886,40,14.8,1200
Qq2k3k3v20v20m200s7,1,1.48,20,0.4975,1.01005,0.135,3,20,0.494444,20,15.075,0.682222,19,0.490787,40,14.8,1200
Qq2k3k3v20v20m200s8,1,1.54,20,0.510833,0.957586,0.11,3,20,0.518889,20,14.675,0.62,24,0.523654,40,15.4,1200
Qq2k3k3v20v20m200s9,1,1.495,20,0.504167,0.983471,0.12,3,20,0.505,20,14.875,0.657778,25,0.502479,40,14.95,1200
Qq2k3k3v20v20m240s10,1,1.479167,20,0.513889,0.945946,0.0875,3,20,0.516204,20,17.5,0.638889,27,0.506757,40,17.75,1440
Qq2k3k3v20v20m240s1,1,1.520833,20,0.482639,1.071942,0.120833,3,20,0.479167,20,18.625,0.703704,22,0.489209,40,18.25,1440
Qq2k3k3v20v20m240s2,1,1.475,20,0.501389,0.99446,0.1,3,20,0.499074,20,17.95,0.674074,31,0.493075,40,17.7,1440
Qq2k3k3v20v20m240s3,1,1.483333,20,0.495139,1.019635,0.129167,3,20,0.491667,20,18.175,0.687037,33,0.489481,40,17.8,1440
Qq2k3k3v20v20m240s4,1,1.516667,20,0.514583,0.94332,0.108333,3,20,0.521296,20,17.475,0.62037,28,0.519568,40,18.2,1440
Qq2k3k3v20v20m240s5,1,1.466667,20,0.511806,0.953867,0.0875,3,20,0.512037,20,17.575,0.65,28,0.500678,40,17.6,1440
Qq2k3k3v20v20m240s6,1,1.516667,20,0.503472,0.986207,0.108333,3,20,0.506481,20,17.875,0.65,29,0.508966,40,18.2,1440
Qq2k3k3v20v20m240s7,1,1.516667,20,0.488889,1.045455,0.141667,3,20,0.487037,20,18.4,0.688889,24,0.494318,40,18.2,1440
Qq2k3k3v20v20m240s8,1,1.516667,20,0.511806,0.953867,0.1,3,20,0.517593,20,17.575,0.627778,27,0.516961,40,18.2,1440
Qq2k3k3v20v20m240s9,1,1.5,20,0.503472,0.986207,0.125,3,20,0.50463,20,17.875,0.657407,31,0.503448,40,18,1440
Qq2k3k3v20v20m280s10,1,1.485714,20,0.51369,0.946698,0.089286,3,20,0.516667,20,20.425,0.636508,32,0.508691,40,20.8,1680
Qq2k3k3v20v20m280s1,1,1.496429,20,0.485714,1.058824,0.117857,3,20,0.480556,20,21.6,0.706349,30,0.484069,40,20.95,1680
Qq2k3k3v20v20m280s2,1,1.517857,20,0.493452,1.026538,0.114286,3,20,0.493254,20,21.275,0.67619,33,0.499397,40,21.25,1680
Qq2k3k3v20v20m280s3,1,1.467857,20,0.496429,1.014388,0.121429,3,20,0.491667,20,21.15,0.690476,36,0.485612,40,20.55,1680
Qq2k3k3v20v20m280s4,1,1.535714,20,0.504762,0.981132,0.117857,3,20,0.510317,20,20.8,0.638095,29,0.516509,40,21.5,1680
Qq2k3k3v20v20m280s5,1,1.446429,20,0.509524,0.962617,0.089286,3,20,0.506746,20,20.6,0.665079,31,0.491822,40,20.25,1680
Qq2k3k3v20v20m280s6,1,1.510714,20,0.494643,1.021661,0.128571,3,20,0.494048,20,21.225,0.67619,32,0.498195,40,21.15,1680
Qq2k3k3v20v20m280s7,1,1.496429,20,0.494048,1.024096,0.128571,3,20,0.491667,20,21.25,0.684127,28,0.492771,40,20.95,1680
Qq2k3k3v20v20m280s8,1,1.532143,20,0.501786,0.992883,0.117857,3,20,0.505952,20,20.925,0.647619,27,0.512456,40,21.45,1680
Qq2k3k3v20v20m280s9,1,1.496429,20,0.502381,0.990521,0.121429,3,20,0.502778,20,20.9,0.661905,35,0.501185,40,20.95,1680
Qq2k3k3v20v20m320s10,1,1.49375,20,0.504167,0.983471,0.09375,3,20,0.504861,20,23.8,0.658333,34,0.502066,40,23.9,1920
Qq2k3k3v20v20m320s1,1,1.478125,20,0.491146,1.036055,0.11875,3,20,0.485764,20,24.425,0.7,34,0.483563,40,23.65,1920
Qq2k3k3v20v20m320s2,1,1.4875,20,0.495833,1.016807,0.109375,3,20,0.493056,20,24.2,0.683333,36,0.491597,40,23.8,1920
Qq2k3k3v20v20m320s3,1,1.48125,20,0.491146,1.036055,0.134375,3,20,0.486111,20,24.425,0.698611,40,0.484624,40,23.7,1920
Qq2k3k3v20v20m320s4,1,1.50625,20,0.513542,0.947262,0.1125,3,20,0.51875,20,23.35,0.627778,38,0.515213,40,24.1,1920
Qq2k3k3v20v20m320s5,1,1.478125,20,0.508333,0.967213,0.09375,3,20,0.508681,20,23.6,0.654167,37,0.501025,40,23.65,1920
Qq2k3k3v20v20m320s6,1,1.515625,20,0.497396,1.010471,0.128125,3,20,0.498264,20,24.125,0.666667,37,0.502618,40,24.25,1920
Qq2k3k3v20v20m320s7,1,1.50625,20,0.491146,1.036055,0.128125,3,20,0.488889,20,24.425,0.6875,33,0.493107,40,24.1,1920
Qq2k3k3v20v20m320s8,1,1.540625,20,0.498438,1.00627,0.13125,3,20,0.502431,20,24.075,0.652778,31,0.512017,40,24.65,1920
Qq2k3k3v20v20m320s9,1,1.475,20,0.504167,0.983471,0.1125,3,20,0.502778,20,23.8,0.666667,38,0.495868,40,23.6,1920
Qq2k3k3v20v20m360s10,1,1.491667,20,0.501389,0.99446,0.102778,3,20,0.500926,20,26.925,0.666667,40,0.498615,40,26.85,2160
Qq2k3k3v20v20m360s1,1,1.463889,20,0.496759,1.013048,0.111111,3,20,0.491667,20,27.175,0.691358,37,0.484623,40,26.35,2160
Qq2k3k3v20v20m360s2,1,1.513889,20,0.494444,1.022472,0.113889,3,20,0.494136,20,27.3,0.675309,42,0.499064,40,27.25,2160
Qq2k3k3v20v20m360s3,1,1.486111,20,0.493519,1.026266,0.130556,3,20,0.489815,20,27.35,0.690123,45,0.488743,40,26.75,2160
Qq2k3k3v20v20m360s4,1,1.5,20,0.515278,0.940701,0.105556,3,20,0.52037,20,26.175,0.625926,45,0.514825,40,27,2160
Qq2k3k3v20v20m360s5,1,1.480556,20,0.505556,0.978022,0.1,3,20,0.505247,20,26.7,0.660494,42,0.499084,40,26.65,2160
Qq2k3k3v20v20m360s6,1,1.536111,20,0.492593,1.030075,0.133333,3,20,0.494136,20,27.4,0.67037,40,0.504699,40,27.65,2160
Qq2k3k3v20v20m360s7,1,1.491667,20,0.496296,1.014925,0.125,3,20,0.494136,20,27.2,0.680247,40,0.49347,40,26.85,2160
Qq2k3k3v20v20m360s8,1,1.530556,20,0.499537,1.001854,0.127778,3,20,0.502778,20,27.025,0.654321,35,0.509731,40,27.55,2160
Qq2k3k3v20v20m360s9,1,1.502778,20,0.503704,0.985294,0.113889,3,20,0.505247,20,26.8,0.655556,41,0.504596,40,27.05,2160
Qq2k3k3v20v20m400s10,1,1.5,20,0.502083,0.991701,0.1025,3,20,0.502778,20,29.875,0.661111,45,0.502075,40,30,2400
Qq2k3k3v20v20m400s1,1,1.4825,20,0.4925,1.030457,0.11,3,20,0.488056,20,30.45,0.694444,42,0.486464,40,29.65,2400
Qq2k3k3v20v20m400s2,1,1.505,20,0.495833,1.016807,0.1175,3,20,0.495,20,30.25,0.675556,48,0.497479,40,30.1,2400
Qq2k3k3v20v20m400s3,1,1.4925,20,0.492917,1.02874,0.1325,3,20,0.489722,20,30.425,0.688889,49,0.490279,40,29.85,2400
Qq2k3k3v20v20m400s4,1,1.4975,20,0.514583,0.94332,0.1125,3,20,0.519167,20,29.125,0.628889,53,0.51336,40,29.95,2400
Qq2k3k3v20v20m400s5,1,1.4825,20,0.507917,0.968827,0.1,3,20,0.508611,20,29.525,0.653333,46,0.502051,40,29.65,2400
Qq2k3k3v20v20m400s6,1,1.555,20,0.490833,1.037351,0.135,3,20,0.493889,20,30.55,0.666667,45,0.509338,40,31.1,2400
Qq2k3k3v20v20m400s7,1,1.4825,20,0.500833,0.996672,0.12,3,20,0.499167,20,29.95,0.672222,47,0.495008,40,29.65,2400
Qq2k3k3v20v20m400s8,1,1.515,20,0.504167,0.983471,0.1275,3,20,0.507222,20,29.75,0.648889,39,0.509091,40,30.3,2400
Qq2k3k3v20v20m400s9,1,1.5075,20,0.503333,0.986755,0.11,3,20,0.505278,20,29.8,0.654444,46,0.505795,40,30.15,2400
Qq2k3k3v20v20m80s10,1,1.3875,20,0.54375,0.83908,0.0625,3,20,0.545833,20,5.475,0.6,12,0.505747,40,5.55,480
Qq2k3k3v20v20m80s1,1,1.475,20,0.485417,1.060086,0.15,3,20,0.477778,20,6.175,0.716667,8,0.476395,40,5.9,480
Qq2k3k3v20v20m80s2,1,1.475,20,0.5,1,0.0875,3,20,0.497222,20,6,0.677778,9,0.491667,40,5.9,480
Qq2k3k3v20v20m80s3,1,1.5125,20,0.502083,0.991701,0.15,3,20,0.504167,20,5.975,0.655556,12,0.506224,40,6.05,480
Qq2k3k3v20v20m80s4,1,1.3625,20,0.5375,0.860465,0.0625,3,20,0.534722,20,5.55,0.627778,9,0.492248,40,5.45,480
Qq2k3k3v20v20m80s5,1,1.4125,20,0.520833,0.92,0.0875,3,20,0.518056,20,5.75,0.65,7,0.492,40,5.65,480
Qq2k3k3v20v20m80s6,1,1.45,20,0.525,0.904762,0.0875,3,20,0.527778,20,5.7,0.622222,11,0.507937,40,5.8,480
Qq2k3k3v20v20m80s7,1,1.4875,20,0.497917,1.008368,0.125,3,20,0.495833,20,6.025,0.677778,7,0.493724,40,5.95,480
Qq2k3k3v20v20m80s8,1,1.675,20,0.485417,1.060086,0.1625,3,20,0.5,20,6.175,0.627778,11,0.545064,40,6.7,480
Qq2k3k3v20v20m80s9,1,1.575,20,0.491667,1.033898,0.125,3,20,0.497222,20,6.1,0.655556,8,0.516949,40,6.3,480
Qq2k3k3v50v50m1000s10,1,1.511,50,0.497167,1.011398,0.111,3,50,0.497444,50,30.17,0.669333,101,0.500838,100,30.22,6000
Qq2k3k3v50v50m1000s1,1,1.48,50,0.498833,1.004678,0.101,3,50,0.496222,50,30.07,0.678667,106,0.492148,100,29.6,6000
Qq2k3k3v50v50m1000s2,1,1.487,50,0.5025,0.99005,0.116,3,50,0.501889,50,29.85,0.665778,120,0.498176,100,29.74,6000
Qq2k3k3v50v50m1000s3,1,1.488,50,0.496667,1.013423,0.128,3,50,0.494222,50,30.2,0.680889,121,0.492617,100,29.76,6000
Qq2k3k3v50v50m1000s4,1,1.507,50,0.505167,0.979545,0.119,3,50,0.507667,50,29.69,0.649778,127,0.507423,100,30.14,6000
Qq2k3k3v50v50m1000s5,1,1.482,50,0.505333,0.978892,0.114,3,50,0.505111,50,29.68,0.660444,117,0.49934,100,29.64,6000
Qq2k3k3v50v50m1000s6,1,1.54,50,0.492333,1.031144,0.13,3,50,0.494222,50,30.46,0.669333,109,0.505755,100,30.8,6000
Qq2k3k3v50v50m1000s7,1,1.474,50,0.504667,0.981506,0.114,3,50,0.503333,50,29.72,0.665778,126,0.496037,100,29.48,6000
Qq2k3k3v50v50m1000s8,1,1.527,50,0.492333,1.031144,0.122,3,50,0.492778,50,30.46,0.675111,91,0.501354,100,30.54,6000
Qq2k3k3v50v50m1000s9,1,1.467,50,0.505,0.980198,0.11,3,50,0.503,50,29.7,0.668,110,0.494059,100,29.34,6000
Qq2k3k3v50v50m200s10,1,1.475,50,0.515833,0.938611,0.095,3,50,0.518333,50,5.81,0.635556,25,0.50727,100,5.9,1200
Qq2k3k3v50v50m200s1,1,1.51,50,0.485,1.061856,0.115,3,50,0.481111,50,6.18,0.702222,18,0.487973,100,6.04,1200
Qq2k3k3v50v50m200s2,1,1.44,50,0.506667,0.973684,0.095,3,50,0.502222,50,5.92,0.675556,27,0.486842,100,5.76,1200
Qq2k3k3v50v50m200s3,1,1.475,50,0.5025,0.99005,0.125,3,50,0.500556,50,5.97,0.671111,28,0.494196,100,5.9,1200
Qq2k3k3v50v50m200s4,1,1.51,50,0.5125,0.95122,0.095,3,50,0.517778,50,5.85,0.628889,23,0.515447,100,6.04,1200
Qq2k3k3v50v50m200s5,1,1.465,50,0.513333,0.948052,0.08,3,50,0.513889,50,5.84,0.646667,21,0.501623,100,5.86,1200
Qq2k3k3v50v50m200s6,1,1.48,50,0.511667,0.954397,0.1,3,50,0.513333,50,5.86,0.644444,27,0.504886,100,5.92,1200
Qq2k3k3v50v50m200s7,1,1.48,50,0.4975,1.01005,0.135,3,50,0.494444,50,6.03,0.682222,19,0.490787,100,5.92,1200
Qq2k3k3v50v50m200s8,1,1.54,50,0.510833,0.957586,0.11,3,50,0.518889,50,5.87,0.62,24,0.523654,100,6.16,1200
Qq2k3k3v50v50m200s9,1,1.495,50,0.504167,0.983471,0.12,3,50,0.505,50,5.95,0.657778,25,0.502479,100,5.98,1200
Qq2k3k3v50v50m300s10,1,1.48,50,0.508889,0.965066,0.096667,3,50,0.50963,50,8.84,0.651852,33,0.502183,100,8.88,1800
Qq2k3k3v50v50m300s1,1,1.486667,50,0.488889,1.045455,0.12,3,50,0.483704,50,9.2,0.702222,31,0.484091,100,8.92,1800
Qq2k3k3v50v50m300s2,1,1.516667,50,0.495,1.020202,0.116667,3,50,0.495185,50,9.09,0.672593,36,0.500561,100,9.1,1800
Qq2k3k3v50v50m300s3,1,1.47,50,0.496111,1.015677,0.12,3,50,0.491481,50,9.07,0.69037,39,0.486002,100,8.82,1800
Qq2k3k3v50v50m300s4,1,1.523333,50,0.507778,0.969365,0.116667,3,50,0.512963,50,8.86,0.635556,32,0.515317,100,9.14,1800
Qq2k3k3v50v50m300s5,1,1.46,50,0.507222,0.971522,0.096667,3,50,0.505185,50,8.87,0.665185,34,0.493976,100,8.76,1800
Qq2k3k3v50v50m300s6,1,1.496667,50,0.497778,1.008929,0.123333,3,50,0.496667,50,9.04,0.674074,35,0.496652,100,8.98,1800
Qq2k3k3v50v50m300s7,1,1.49,50,0.492222,1.031603,0.126667,3,50,0.488519,50,9.14,0.691852,31,0.488713,100,8.94,1800
Qq2k3k3v50v50m300s8,1,1.53,50,0.501111,0.995565,0.123333,3,50,0.504815,50,8.98,0.65037,29,0.511086,100,9.18,1800
Qq2k3k3v50v50m300s9,1,1.493333,50,0.5,1,0.116667,3,50,0.499259,50,9,0.66963,35,0.497778,100,8.96,1800
Qq2k3k3v50v50m400s10,1,1.5,50,0.502083,0.991701,0.1025,3,50,0.502778,50,11.95,0.661111,45,0.502075,100,12,2400
Qq2k3k3v50v50m400s1,1,1.4825,50,0.4925,1.030457,0.11,3,50,0.488056,50,12.18,0.694444,42,0.486464,100,11.86,2400
Qq2k3k3v50v50m400s2,1,1.505,50,0.495833,1.016807,0.1175,3,50,0.495,50,12.1,0.675556,48,0.497479,100,12.04,2400
Qq2k3k3v50v50m400s3,1,1.4925,50,0.492917,1.02874,0.1325,3,50,0.489722,50,12.17,0.688889,49,0.490279,100,11.94,2400
Qq2k3k3v50v50m400s4,1,1.4975,50,0.514583,0.94332,0.1125,3,50,0.519167,50,11.65,0.628889,53,0.51336,100,11.98,2400
Qq2k3k3v50v50m400s5,1,1.4825,50,0.507917,0.968827,0.1,3,50,0.508611,50,11.81,0.653333,46,0.502051,100,11.86,2400
Qq2k3k3v50v50m400s6,1,1.555,50,0.490833,1.037351,0.135,3,50,0.493889,50,12.22,0.666667,45,0.509338,100,12.44,2400
Qq2k3k3v50v50m400s7,1,1.4825,50,0.500833,0.996672,0.12,3,50,0.499167,50,11.98,0.672222,47,0.495008,100,11.86,2400
Qq2k3k3v50v50m400s8,1,1.515,50,0.504167,0.983471,0.1275,3,50,0.507222,50,11.9,0.648889,39,0.509091,100,12.12,2400
Qq2k3k3v50v50m400s9,1,1.5075,50,0.503333,0.986755,0.11,3,50,0.505278,50,11.92,0.654444,46,0.505795,100,12.06,2400
Qq2k3k3v50v50m500s10,1,1.498,50,0.501333,0.994681,0.108,3,50,0.501556,50,14.96,0.664,58,0.500665,100,14.98,3000
Qq2k3k3v50v50m500s1,1,1.476,50,0.498667,1.005348,0.1,3,50,0.495556,50,15.04,0.680889,53,0.490642,100,14.76,3000
Qq2k3k3v50v50m500s2,1,1.484,50,0.503333,0.986755,0.11,3,50,0.502667,50,14.9,0.664889,61,0.498013,100,14.84,3000
Qq2k3k3v50v50m500s3,1,1.514,50,0.495,1.020202,0.13,3,50,0.494889,50,15.15,0.673778,61,0.499663,100,15.14,3000
Qq2k3k3v50v50m500s4,1,1.504,50,0.509,0.964637,0.116,3,50,0.512444,50,14.73,0.640889,64,0.510151,100,15.04,3000
Qq2k3k3v50v50m500s5,1,1.496,50,0.507667,0.969796,0.104,3,50,0.509778,50,14.77,0.648,54,0.506238,100,14.96,3000
Qq2k3k3v50v50m500s6,1,1.552,50,0.492667,1.02977,0.132,3,50,0.496,50,15.22,0.663111,56,0.510149,100,15.52,3000
Qq2k3k3v50v50m500s7,1,1.494,50,0.5,1,0.116,3,50,0.499333,50,15,0.669333,60,0.498,100,14.94,3000
Qq2k3k3v50v50m500s8,1,1.53,50,0.501,0.996008,0.124,3,50,0.504667,50,14.97,0.650667,47,0.510978,100,15.3,3000
Qq2k3k3v50v50m500s9,1,1.5,50,0.504333,0.982816,0.112,3,50,0.505778,50,14.87,0.655111,55,0.504296,100,15,3000
Qq2k3k3v50v50m600s10,1,1.505,50,0.499444,1.002225,0.106667,3,50,0.499815,50,18.02,0.665926,68,0.501112,100,18.06,3600
Qq2k3k3v50v50m600s1,1,1.478333,50,0.501111,0.995565,0.1,3,50,0.499074,50,17.96,0.673333,68,0.493902,100,17.74,3600
Qq2k3k3v50v50m600s2,1,1.468333,50,0.509167,0.963993,0.11,3,50,0.508704,50,17.67,0.656296,79,0.498636,100,17.62,3600
Qq2k3k3v50v50m600s3,1,1.515,50,0.496389,1.01455,0.121667,3,50,0.496852,50,18.13,0.66963,69,0.501399,100,18.18,3600
Qq2k3k3v50v50m600s4,1,1.51,50,0.506389,0.974767,0.116667,3,50,0.50963,50,17.77,0.645185,74,0.5096,100,18.12,3600
Qq2k3k3v50v50m600s5,1,1.51,50,0.501111,0.995565,0.116667,3,50,0.502593,50,17.96,0.659259,63,0.504435,100,18.12,3600
Qq2k3k3v50v50m600s6,1,1.553333,50,0.4925,1.030457,0.125,3,50,0.495926,50,18.27,0.662963,65,0.510434,100,18.64,3600
Qq2k3k3v50v50m600s7,1,1.485,50,0.501944,0.992252,0.116667,3,50,0.500926,50,17.93,0.668148,73,0.496956,100,17.82,3600
Qq2k3k3v50v50m600s8,1,1.535,50,0.494722,1.021336,0.131667,3,50,0.496852,50,18.19,0.665185,51,0.506457,100,18.42,3600
Qq2k3k3v50v50m600s9,1,1.503333,50,0.500278,0.99889,0.121667,3,50,0.500741,50,17.99,0.664444,64,0.501388,100,18.04,3600
Qq2k3k3v50v50m700s10,1,1.508571,50,0.500476,0.998097,0.108571,3,50,0.501587,50,20.98,0.661587,79,0.50333,100,21.12,4200
Qq2k3k3v50v50m700s1,1,1.494286,50,0.497619,1.009569,0.097143,3,50,0.49619,50,21.1,0.675556,73,0.495694,100,20.92,4200
Qq2k3k3v50v50m700s2,1,1.448571,50,0.511429,0.955307,0.108571,3,50,0.509524,50,20.52,0.659048,94,0.494413,100,20.28,4200
Qq2k3k3v50v50m700s3,1,1.517143,50,0.493571,1.026049,0.127143,3,50,0.493333,50,21.27,0.67619,79,0.499276,100,21.24,4200
Qq2k3k3v50v50m700s4,1,1.501429,50,0.506667,0.973684,0.115714,3,50,0.509048,50,20.72,0.648254,87,0.507049,100,21.02,4200
Qq2k3k3v50v50m700s5,1,1.502857,50,0.500952,0.996198,0.121429,3,50,0.501587,50,20.96,0.662857,77,0.501901,100,21.04,4200
Qq2k3k3v50v50m700s6,1,1.544286,50,0.495238,1.019231,0.118571,3,50,0.498571,50,21.2,0.659683,77,0.510096,100,21.62,4200
Qq2k3k3v50v50m700s7,1,1.477143,50,0.50381,0.984877,0.121429,3,50,0.50254,50,20.84,0.666667,88,0.496219,100,20.68,4200
Qq2k3k3v50v50m700s8,1,1.524286,50,0.494524,1.022147,0.134286,3,50,0.495397,50,21.23,0.670476,65,0.502648,100,21.34,4200
Qq2k3k3v50v50m700s9,1,1.477143,50,0.502381,0.990521,0.117143,3,50,0.500635,50,20.9,0.670476,76,0.494787,100,20.68,4200
Qq2k3k3v50v50m800s10,1,1.51875,50,0.497708,1.009209,0.11,3,50,0.499028,50,24.11,0.664444,88,0.503977,100,24.3,4800
Qq2k3k3v50v50m800s1,1,1.47125,50,0.500625,0.997503,0.095,3,50,0.497639,50,23.97,0.677778,85,0.491053,100,23.54,4800
Qq2k3k3v50v50m800s2,1,1.45875,50,0.509583,0.962388,0.10875,3,50,0.508194,50,23.54,0.659444,103,0.495912,100,23.34,4800
Qq2k3k3v50v50m800s3,1,1.5075,50,0.491042,1.036487,0.13125,3,50,0.488889,50,24.43,0.687222,91,0.493424,100,24.12,4800
Qq2k3k3v50v50m800s4,1,1.505,50,0.503125,0.987578,0.125,3,50,0.504722,50,23.85,0.656111,103,0.504762,100,24.08,4800
Qq2k3k3v50v50m800s5,1,1.48875,50,0.503958,0.984291,0.1125,3,50,0.504028,50,23.81,0.661111,86,0.500207,100,23.82,4800
Qq2k3k3v50v50m800s6,1,1.54,50,0.492708,1.029598,0.1225,3,50,0.494722,50,24.35,0.668333,84,0.506131,100,24.64,4800
Qq2k3k3v50v50m800s7,1,1.47625,50,0.504583,0.981833,0.115,3,50,0.503472,50,23.78,0.665,99,0.496697,100,23.62,4800
Qq2k3k3v50v50m800s8,1,1.51875,50,0.495625,1.017654,0.125,3,50,0.49625,50,24.21,0.67,76,0.501892,100,24.3,4800
Qq2k3k3v50v50m800s9,1,1.4725,50,0.504583,0.981833,0.115,3,50,0.503056,50,23.78,0.666667,88,0.495458,100,23.56,4800
Qq2k3k3v50v50m900s10,1,1.516667,50,0.496481,1.014174,0.111111,3,50,0.49716,50,27.19,0.668642,94,0.502051,100,27.3,5400
Qq2k3k3v50v50m900s1,1,1.486667,50,0.498889,1.004454,0.1,3,50,0.497037,50,27.06,0.675556,94,0.494432,100,26.76,5400
Qq2k3k3v50v50m900s2,1,1.468889,50,0.507037,0.972243,0.111111,3,50,0.505926,50,26.62,0.661728,110,0.496713,100,26.44,5400
Qq2k3k3v50v50m900s3,1,1.498889,50,0.494815,1.020958,0.125556,3,50,0.492963,50,27.28,0.680988,104,0.494386,100,26.98,5400
Qq2k3k3v50v50m900s4,1,1.521111,50,0.500556,0.99778,0.125556,3,50,0.503086,50,26.97,0.655802,110,0.507584,100,27.38,5400
Qq2k3k3v50v50m900s5,1,1.48,50,0.505556,0.978022,0.112222,3,50,0.505185,50,26.7,0.660741,103,0.498901,100,26.64,5400
Qq2k3k3v50v50m900s6,1,1.547778,50,0.491481,1.034665,0.131111,3,50,0.493951,50,27.46,0.668148,100,0.507536,100,27.86,5400
Qq2k3k3v50v50m900s7,1,1.481111,50,0.503333,0.986755,0.114444,3,50,0.502346,50,26.82,0.666173,112,0.497057,100,26.66,5400
Qq2k3k3v50v50m900s8,1,1.517778,50,0.49463,1.021715,0.121111,3,50,0.494815,50,27.29,0.673086,82,0.500562,100,27.32,5400
Qq2k3k3v50v50m900s9,1,1.474444,50,0.504074,0.983835,0.111111,3,50,0.502593,50,26.78,0.66716,97,0.495591,100,26.54,5400
qshifter_3,1,2,8,0.5,1,0.125,1,8,0.5,11,16.842105,0.395833,16,0.2,19,23.272727,640
qshifter_4,1,2.5,16,0.5,1,0.0625,1,16,0.5,20,42.666667,0.321429,32,0.166667,36,64,3072
qshifter_5,1,3,32,0.5,1,0.03125,1,32,0.5,37,103.884058,0.269531,64,0.142857,69,166.054054,14336
qshifter_6,1,3.5,64,0.5,1,0.015625,1,64,0.5,70,244.537313,0.232639,128,0.125,134,409.6,65536
qshifter_7,1,4,128,0.5,1,0.007813,1,128,0.5,135,560.669202,0.205469,256,0.111111,263,970.903704,294912
qshifter_8,1,4.5,256,0.5,1,0.003906,1,256,0.5,264,1260.307692,0.184659,512,0.1,520,2234.181818,1310720
rankfunc10_unsigned_64,1,0.158612,2000,0.533576,0.874148,0.670207,2.361126,2000,0.535689,256,3.128103,0.48824,3332,0.889013,2256,3.5,15130
rankfunc11_signed_32,1,0.16148,1653,0.525058,0.904552,0.678722,2.404121,1653,0.526635,192,3.338753,0.493222,2716,0.887225,1845,4,12970
rankfunc12_unsigned_16,1,0.13545,676,0.521629,0.91707,0.686772,2.456614,676,0.52276,64,3.332432,0.493821,1079,0.904797,740,4,5155
rankfunc14_signed_64,1,0.125521,2966,0.527483,0.895796,0.668424,2.462981,2966,0.528816,256,3.247052,0.485514,4687,0.912321,3222,4,22141
rankfunc15_unsigned_32,1,0.161919,3672,0.521959,0.915858,0.664824,2.415667,3672,0.523339,448,3.392233,0.499575,6189,0.886763,4120,3.857143,29236
rankfunc16_signed_64,1,0.149321,8567,0.526457,0.899491,0.667694,2.420965,8567,0.527994,896,3.266512,0.489286,13789,0.895708,9463,4,65276
rankfunc17_unsigned_16,1,0.186725,1420,0.527813,0.894611,0.672745,2.318989,1420,0.529886,192,3.243797,0.491381,2398,0.868606,1612,4,11074
rankfunc18_signed_64,1,0.207727,7467,0.526108,0.90075,0.661723,2.327323,7467,0.528248,1152,3.345284,0.497242,12546,0.856045,8619,4,60843
rankfunc19_unsigned_16,1,0.148148,2050,0.519507,0.924903,0.653274,2.39914,2050,0.520641,224,3.444591,0.49948,3850,0.894202,2274,4,16302
rankfunc1_signed_32,1,0.169178,2585,0.52168,0.916884,0.677108,2.38673,2585,0.523115,320,3.394836,0.498727,4394,0.880997,2905,4,20618
rankfunc20_unsigned_32,1,0.164766,1843,0.521844,0.916281,0.664399,2.334866,1843,0.523284,256,3.300619,0.505398,3506,0.881497,2099,3.5,14489
