@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,0.005,176,43.6109,56.8889,20000,20000,0.0123,43.1765,63.7419,52.9091,56.9524,54.5239,0.0207,71,50.6579,1000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S116041094-082.UNKNOWN.cnf,1,0.0069,88,14.2783,25.2045,1905,1917,0.0052,3919,26.7487,24.5595,24.8857,17.4117,0.0278,26.7487,24.2619,450
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1300417189-038-UNKNOWN.cnf,1,0.0012,513,50.1327,33.7468,10438,10500,0.0006,111.9479,36.602,32.2137,33.5437,73.1025,0.0056,43.8699,31.019,2500
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,0.0333,24,10.708,31.8982,3195,3195,0.0401,4162.8571,33.9579,30.6828,31.9136,11.834,0.0463,33.9579,30.3291,150
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.0333,25,10.7708,31.7502,3195,3195,0.0401,4156.2857,33.511,30.6602,31.6861,11.9235,0.046,33.511,30.1301,150
SAT11/random/large/unif-k5-r20-v750-c15000-S656533785-100-UNKNOWN.cnf,1,0.0067,131,34.5199,51.8948,15000,15000,0.014,63.5682,56.68,49.5306,51.8214,41.2789,0.0247,62.1416,47.6125,750
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1354319962-100-UNKNOWN.cnf,1,0.0001,6280,669.2,81.4076,125188,126000,0,5.6304,117.6667,63.3333,76.75,941,0.0007,183.5,55.2222,30000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S396831120-092.UNKNOWN.cnf,1,0.04,20,9.9521,27.7751,2662,2662,0.0432,4221.7143,29.5745,26.53,28.147,11.0516,0.0466,29.5745,26.3638,125
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1007919187-045.UNKNOWN.cnf,1,0.1,8,4.9726,13.6845,1065,1065,0.046,4547,13.9339,13.6138,13.7396,5.732,0.046,13.9339,13.3102,50
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1960786523-069.SATISFIABLE.cnf,1,0.0077,78,10.749,24.5347,1690,1704,0.0065,3913.4286,27.5383,23.1629,24.3132,13.1458,0.0314,27.5383,22.3212,400
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S882087907-088-UNKNOWN.cnf,1,0.0012,509,51.3553,34.0645,10434,10500,0.0004,114.8298,37.0101,32.9125,34.0108,72.2686,0.0073,41.8952,31.0696,2500
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1886449473-022-UNKNOWN.cnf,1,0.0001,0,818,87.2262,145976,147000,0,4.8696,132.6667,65.5556,80.8,3280,0.0006,223.5,57.5,35000
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,0.0333,25,11.0732,31.626,3195,3195,0.0401,4137.4286,33.0965,30.7122,31.3767,12.0019,0.0463,33.0965,30.455,150
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0051,119,15.6197,32.9416,2542,2556,0.0039,3785.7143,38.9918,29.9754,31.3071,19.5925,0.0228,38.9918,29.0819,600
SAT11/random/large/unif-k5-r20-v2000-c40000-S61914820-087-UNKNOWN.cnf,1,0.0025,364,80.8171,75.3987,40000,40000,0.0063,18.05,89.75,67.85,74.5,107.045,0.013,112.1,61.85,2000
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,0.0044,140,18.9802,36.7121,2968,2982,0.002,3695.7143,41.6061,34.6199,35.9181,23.916,0.0206,41.6061,33.3379,700
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S520872997-084.SATISFIABLE.cnf,1,0.0286,29,12.0894,35.8678,3727,3727,0.0386,4102.5714,38.404,34.3564,35.26,13.2915,0.0451,38.404,34.2725,175
SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,0.0233,42,26.1168,52.255,25500,25500,0.0117,141.0571,55.3562,50.7515,51.7793,25.5496,0.0117,58.0568,49.6061,300
SAT11/random/medium/unif-k7-r89-v60-c5340-S388186442-035.SATISFIABLE.cnf,1,0.1167,8,7.5861,22.6486,5340,5340,0.011,4496.2,22.9358,22.4301,22.6462,7.9633,0.011,22.9358,22.4251,60
SAT11/random/large/unif-k7-r85-v400-c34000-S94779963-093-UNKNOWN.cnf,1,0.0175,57,33.4939,58.8277,34000,34000,0.0117,83.6667,63.7031,56.1364,59.2564,33.7606,0.0117,66.4125,54.6923,400
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf,1,0.0051,120,17.7145,32.4875,2548,2556,0.0039,3802.2857,35.8637,31.1318,31.4986,22.2202,0.0212,35.8637,30.0643,600
SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.035,27,18.258,57.6275,17000,17000,0.0117,3868.75,58.4407,57.5996,58.1947,17.7363,0.0117,58.4407,56.2751,200
SAT11/random/large/unif-k5-r20-v750-c15000-S976181807-056-UNKNOWN.cnf,1,0.0067,132,34.6474,51.3617,15000,15000,0.0143,63.6739,55.9,48.3793,51.463,41.7626,0.0249,64.6479,47.2344,750
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1990278523-047.UNKNOWN.cnf,1,0.1,8,4.8146,13.7436,1065,1065,0.046,4521.6667,13.9802,13.5443,13.8156,5.683,0.046,13.9802,13.5316,50
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S534787376-095.UNKNOWN.cnf,1,0.0124,48,7.695,16.7271,1054,1065,0.0095,4079.5,17.3148,16.4347,16.748,9.3368,0.0512,17.3148,16.2872,250
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1201761407-024-UNKNOWN.cnf,1,0.0012,515,51.6649,34.3372,10457,10500,0.0006,112.2021,37.1443,32.5283,34.2772,74.7037,0.0054,41.6111,31.1068,2500
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1431779634-058.UNKNOWN.cnf,1,0.0667,12,6.5993,18.6287,1597,1597,0.0451,4398.4286,19.2861,18.2332,18.5672,7.5329,0.0463,19.2861,18.1659,75
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,0.0002,0,244.727,63.8007,62631,63000,0.0001,11.0631,78.7778,53,62.6471,1077.75,0.0011,119.2,48.4545,15000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S862932513-073.UNKNOWN.cnf,1,0.0102,58,10.2981,18.5407,1271,1278,0.0079,4041.4286,19.1711,18.0173,18.5093,12.1019,0.0378,19.1711,17.873,300
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1554089933-067.UNKNOWN.cnf,1,0.0056,109,16.7497,30.2651,2330,2343,0.0009,3834.2857,34.3024,28.2184,29.4018,21.604,0.0258,34.3024,27.6311,550
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1969540674-065-UNKNOWN.cnf,1,0.0001,10713,2143,112.1312,208736,210000,0,2.9762,179,77,101.5,2545,0.0004,350,54,50000
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,0.0001,8557,1659.25,108.0263,166873,168000,0,3.6923,168,72.5,94.6667,1209,0.0005,344,58.6667,40000
SAT11/random/medium/unif-k7-r89-v90-c8010-S2039249975-038.SATISFIABLE.cnf,1,0.0778,12,10.6327,31.3117,8010,8010,0.0111,4366,32.1364,31.0702,31.3703,10.5873,0.0111,32.1364,30.4653,90
SAT11/random/medium/unif-k7-r89-v90-c8010-S818753762-096.UNKNOWN.cnf,1,0.0778,12,10.3133,31.1373,8010,8010,0.0111,4356.6,31.6884,30.9174,31.0901,10.4817,0.0111,31.6884,30.5864,90
SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,0.0778,12,10.6728,31.2291,8010,8010,0.0111,4385.25,31.7309,31.3398,31.3666,10.7352,0.0111,31.7309,30.4791,90
SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,0.035,27,18.5308,57.1574,17000,17000,0.0117,3851.25,59.3547,56.5191,57.2652,18.1456,0.0117,59.3547,55.4906,200
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1705279286-077.UNKNOWN.cnf,1,0.0088,68,10.8473,21.7233,1482,1491,0.0074,3985,23.5926,20.9809,21.5252,12.9207,0.0364,23.5926,20.0058,350
SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,0.0175,56,32.919,59.1539,34000,34000,0.0117,84.2105,64.1786,56.8861,59.3429,33.5882,0.0117,66.4595,53.6622,400
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,0.0047,130,18.6235,35.4339,2758,2769,0.0015,3707,40.4457,32.9057,34.2142,23.0445,0.0174,40.4457,32.1799,650
SAT11/random/medium/unif-k7-r89-v80-c7120-S839353433-100.UNKNOWN.cnf,1,0.0875,10,9.5423,28.4698,7120,7120,0.0111,4391.6,28.9,28.3871,28.4302,9.6808,0.0111,28.9,27.9378,80
SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,0.035,27,18.0768,57.6355,17000,17000,0.0117,3911.5,58.9557,57.2082,57.2265,17.8137,0.0117,58.9557,57.1517,200
SAT11/random/large/unif-k5-r20-v1000-c20000-S698025027-034-UNKNOWN.cnf,1,0.005,177,43.8547,56.8542,20000,20000,0.0122,44.4792,64.2333,53.2727,57.2,55.7736,0.0205,70.9677,50.3,1000
SAT11/random/large/unif-k5-r20-v1500-c30000-S715182559-083-UNKNOWN.cnf,1,0.0033,271,62.3175,67.2516,30000,30000,0.0088,25.0256,77.1739,61.5833,68.3333,79.8798,0.0148,93.4,54.5333,1500
SAT11/random/medium/unif-k7-r89-v80-c7120-S1637697223-097.UNKNOWN.cnf,1,0.0875,10,9.584,28.6991,7120,7120,0.0111,4387,29.1843,28.3688,28.6805,9.8045,0.0111,29.1843,28.3176,80
SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,0.005,176,43.0786,56.8166,20000,20000,0.0119,42.93,63.54,53.5581,56.6585,53.1085,0.0216,72.4333,50.5313,1000
SAT11/random/large/unif-k7-r85-v300-c25500-S966156467-066-UNKNOWN.cnf,1,0.0233,42,26,52.015,25500,25500,0.0117,144.875,54.7886,50.6385,51.9623,25.7787,0.0117,60.5339,48.7311,300
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1907658523-004-UNKNOWN.cnf,1,0.0012,506,50.045,34.3203,10396,10500,0.0006,113.1875,37.625,32.9,33.8817,72.3004,0.0064,42.0718,31.6604,2500
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S907804052-003-UNKNOWN.cnf,1,0.0001,0,1467.25,96.3732,166818,168000,0,3.8736,137.2,72.25,90.2,7104,0.0005,237,56.1667,40000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1061710238-001.UNKNOWN.cnf,1,0.04,20,9.8475,27.6843,2662,2662,0.0421,4241.5714,29.7433,26.922,27.2611,10.9694,0.0466,29.7433,26.57,125
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0087,68,10.9107,21.4885,1484,1491,0.0027,4010.1429,23.0412,20.5865,21.2707,13.0271,0.0418,23.0412,20.5205,350
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1366648725-024.SATISFIABLE.cnf,1,0.0667,12,6.6333,18.7958,1597,1597,0.0451,4402.8571,19.9305,18.3449,18.8091,7.5723,0.0463,19.9305,18.0614,75
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,0.0333,24,11.6795,31.5972,3195,3195,0.0407,4137.8571,33.464,30.3013,31.4988,12.8063,0.046,33.464,29.9544,150
SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf,1,0.0175,58,33.3347,58.4358,34000,34000,0.0117,80.7317,62.8621,56.4667,57.8929,33.3785,0.0117,69.3974,54.5244,400
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.0061,99,12.1907,29.0364,2114,2130,0.0028,3818.2857,32.6272,27.7465,28.2437,15.0419,0.0274,32.6272,26.7719,500
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1879031150-062.UNKNOWN.cnf,1,0.0068,89,14.1314,27.0555,1911,1917,0.0052,3894.1429,31.2031,25.1343,26.81,17.4759,0.0246,31.2031,24.1423,450
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,0.0041,150,20.1024,37.8903,3181,3195,0.0031,3452.875,40.1746,36.7254,38.5388,25.5112,0.0173,40.1746,36.241,750
SAT11/random/medium/unif-k7-r89-v70-c6230-S250627100-039.UNKNOWN.cnf,1,0.1,9,8.2836,25.7529,6230,6230,0.0111,4470.4,26.1174,25.6176,25.8155,8.5737,0.0111,26.1174,25.2834,70
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S433637520-048.UNKNOWN.cnf,1,0.1,8,4.6833,13.8277,1065,1065,0.046,4552.8333,13.9573,13.7306,13.898,5.5447,0.046,13.9573,13.7216,50
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.05,16,7.5933,23.3727,2130,2130,0.0427,4308.1429,24.9246,22.4897,23.5281,8.5078,0.0465,24.9246,22.3893,100
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S913455068-085.SATISFIABLE.cnf,1,0.0077,78,10.3895,24.4159,1691,1704,0.0059,3886.2857,26.5574,23.8928,24.2113,12.6211,0.0308,26.5574,22.2673,400
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0003,2096,166.526,53.5382,41691,42000,0,19.0702,64.4737,47.2222,53.3333,385.118,0.0018,78.65,42.5,10000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN.cnf,1,0.0051,118,16.8465,31.3772,2540,2556,0.0039,3838.4286,35.0284,29.1273,30.6905,20.9955,0.0224,35.0284,29.0922,600
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0121,48,8.0803,17.7178,1063,1065,0.0094,4094.8571,19.5284,17.2608,17.5002,9.7989,0.0423,19.5284,16.1388,250
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S146789605-022.SATISFIABLE.cnf,1,0.0087,69,10.2387,21.9619,1485,1491,0.0027,3940.5714,23.279,21.1207,21.6557,12.3161,0.0343,23.279,20.8942,350
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1636883934-028.SATISFIABLE.cnf,1,0.0667,12,6.2023,18.8577,1597,1597,0.0445,4430.4286,19.7641,18.4737,18.7867,7.2005,0.0463,19.7641,18.3045,75
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,0.0001,0,504.833,81.7542,104344,105000,0,6.4898,114,68.6364,81,1476.33,0.0007,147.25,50.9167,25000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1,0.0077,78,11.7781,25.0119,1695,1704,0.0059,3942.4286,28.9345,23.9381,24.3153,14.6622,0.0307,28.9345,21.6334,400
SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1,0.0875,10,9.4993,28.385,7120,7120,0.0111,4386.8,28.9784,28.185,28.2442,9.6756,0.0111,28.9784,28.123,80
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,0.05,16,6.9566,23.4401,2130,2130,0.0437,4287.7143,25.3549,22.6406,23.5055,7.9162,0.0465,25.3549,22.2676,100
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0062,97,12.9986,28.1771,2111,2130,0.0047,3878,30.6965,26.8496,28.0243,16.0746,0.0369,30.6965,25.6268,500
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,0.0048,127,19.0931,33.4392,2742,2769,0.0036,3728.2857,36.7992,31.7103,32.2231,24.0929,0.0212,36.7992,31.6993,650
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1,0.0041,151,19.3264,32.0603,3182,3195,0.0031,1638.5,42.3432,29.06,30.2593,24.6381,0.0195,45.0194,26.5667,750
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1,0.0047,129,16.5366,34.9412,2752,2769,0.0036,3787.2857,40.3241,32.6969,33.7166,20.8806,0.02,40.3241,31.3497,650
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,0.0044,139,21.6443,35.7234,2968,2982,0.0034,3660.8571,39.7428,33.4204,34.8265,27.9305,0.0179,39.7428,33.3335,700
SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1,0.0033,268,63.4,66.7184,30000,30000,0.0073,25.3017,78.32,60.2609,65.5,80.5742,0.016,107.3333,57.04,1500
SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf,1,0.14,6,6.4924,19.771,4450,4450,0.011,4579.2,20.218,19.6602,19.7066,6.9226,0.011,20.218,19.361,50
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1194590195-083.UNKNOWN.cnf,1,0.0102,58,10.4656,19.4101,1272,1278,0.0079,4020.8571,20.805,18.8334,19.2337,12.5933,0.0377,20.805,17.7927,300
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0124,47,9.1371,16.4968,1059,1065,0.0019,4097.5,16.8466,16.4292,16.4959,10.8104,0.0453,16.8466,16.1346,250
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1990987164-054.UNKNOWN.cnf,1,0.0103,57,10.207,19.6154,1267,1278,0.0079,4022.8571,20.0929,19.4465,19.6571,12.0077,0.0442,20.0929,18.8645,300
SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,0.14,6,6.3861,19.6844,4450,4450,0.011,4564.8,19.906,19.5626,19.7283,6.887,0.011,19.906,19.4877,50
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S16302531-099.UNKNOWN.cnf,1,0.0068,89,13.9752,25.9773,1912,1917,0.0052,3933.4286,29.8322,24.3266,24.808,17.1691,0.0267,29.8322,22.6823,450
SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,0.028,34,22.336,49.2665,21250,21250,0.0117,224.9655,51.6884,47.9149,48.5123,21.9085,0.0117,58.68,47.5667,250
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1854039067-041-UNKNOWN.cnf,1,0.0001,6384,726.6,82.7053,125175,126000,0,5.3441,131.5,61.25,75.3333,802,0.0006,191,51.2,30000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0667,12,6.4394,18.9309,1597,1597,0.0451,4389.8571,19.8891,18.5463,18.9122,7.3695,0.0463,19.8891,18.3825,75
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,0.0875,10,9.4217,28.6859,7120,7120,0.0111,4407.6,29.272,28.4539,28.7461,9.6261,0.0111,29.272,27.92,80
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,0.0875,10,9.5472,28.3579,7120,7120,0.0111,4430.4,28.704,28.2267,28.3466,9.7041,0.0111,28.704,28.065,80
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.1,9,8.6224,25.5665,6230,6230,0.0111,4451.8,25.7735,25.6189,25.6632,8.8458,0.0111,25.7735,25.1075,70
SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,0.0467,20,14.402,46.6295,12750,12750,0.0117,4160.5,47.6458,45.8837,47.4671,14.2168,0.0117,47.6458,45.5214,150
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,0.0044,140,18.6769,36.0624,2970,2982,0.003,3734.7143,41.2414,33.885,35.1636,24.0714,0.0178,41.2414,33.7056,700
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S671776549-007.UNKNOWN.cnf,1,0.0125,47,8.7788,16.9423,1049,1065,0.0105,4108.5,17.8591,16.6392,16.964,10.5867,0.0467,17.8591,15.7299,250
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0002,0,312,66.2212,62579,63000,0,10.972,89.875,55.3333,64.5714,576.125,0.0012,107,47.7917,15000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0667,12,6.1644,18.8794,1597,1597,0.0445,4384,20.1767,18.3511,18.9595,7.1388,0.0463,20.1767,18.1096,75
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,0.0047,130,17.528,34.8757,2757,2769,0.0022,3701.7143,39.3439,32.7772,33.3249,22.2563,0.017,39.3439,32.5008,650
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1569819208-064.UNKNOWN.cnf,1,0.0101,59,10.3757,19.4291,1276,1278,0.0078,4042,20.9887,18.8384,19.4608,12.563,0.04,20.9887,17.4011,300
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,0.0002,0,341,61.8875,62573,63000,0,11.4727,81.4444,51.6,60.875,789.875,0.0015,112.4,45.7778,15000
SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,0.035,27,18.4317,57.0618,17000,17000,0.0117,3892.25,57.6753,56.5709,57.5764,17.8799,0.0117,57.6753,56.4246,200
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,0.0002,3107,287.417,62.0086,62572,63000,0.0001,10.7895,83,53.1875,60,496.75,0.0015,108.25,46,15000
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1491756361-004.UNKNOWN.cnf,1,0.1,8,4.6001,13.899,1065,1065,0.046,4546.8333,14.1458,13.6395,14.0435,5.4193,0.046,14.1458,13.4923,50
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf,1,0.0124,47,8.3857,16.9231,1050,1065,0.0095,4111.4286,17.8782,16.3455,16.9151,9.9598,0.0457,17.8782,15.7972,250
SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,0.1167,8,7.4503,22.6799,5340,5340,0.011,4507.8,22.8034,22.6156,22.6569,7.7881,0.011,22.8034,22.5676,60
SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.1167,8,7.4282,22.8812,5340,5340,0.011,4521.2,23.1743,22.8055,22.8625,7.7947,0.011,23.1743,22.4906,60
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,0.0001,0,1554,102.9543,166883,168000,0,3.7065,158.5,67,91.4,9439,0.0005,284.5,57,40000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN.cnf,1,0.0102,58,11.1273,18.1341,1272,1278,0.0063,4066.2857,20.7992,17.3298,17.7844,13.1185,0.0377,20.7992,16.6916,300
SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,58,32.6761,58.7361,34000,34000,0.0117,80.55,65.2823,55.6344,58.519,33.7572,0.0117,67.6301,54.6479,400
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S107514131-038.SATISFIABLE.cnf,1,0.0056,111,13.5607,31.2912,2333,2343,0.0034,3858.8571,34.9125,29.5092,30.1616,16.6051,0.0231,34.9125,28.5678,550
SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,0.1167,8,7.498,22.8548,5340,5340,0.011,4493.6,23.2027,22.7589,22.8112,7.8784,0.011,23.2027,22.6772,60
SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,0.0233,42,26.1504,52.4036,25500,25500,0.0117,144.1515,55.5862,50.8392,53.2899,25.9979,0.0117,57.2759,48.5943,300
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,0.0002,4242,434.5,70.5679,83502,84000,0,8.901,90.625,57.5,66.4167,511,0.0009,130.75,49.2727,20000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.04,20,10.301,27.6453,2662,2662,0.0417,4215.5714,29.0392,26.9466,27.4345,11.3635,0.0466,29.0392,26.9448,125
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,0.0089,67,8.8975,21.8966,1478,1491,0.0068,3995.8571,23.02,21.3221,21.8014,10.7536,0.0318,23.02,20.3567,350
SAT11/random/medium/unif-k7-r89-v60-c5340-S1445862528-059.UNKNOWN.cnf,1,0.1167,8,7.4,22.8023,5340,5340,0.011,4498.4,23.0514,22.7933,22.8576,7.8786,0.011,23.0514,22.3876,60
SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,0.1167,8,7.4179,22.828,5340,5340,0.011,4517,23.1793,22.7381,22.7499,7.776,0.011,23.1793,22.4386,60
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,0.0051,118,20.55,31.0528,2545,2556,0.0024,3828.1429,35.387,29.0458,30.5273,26.1164,0.0232,35.387,26.8802,600
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,0.0044,137,18.3146,36.8412,2961,2982,0.0034,3666,41.6419,34.3883,35.7073,23.1112,0.0236,41.6419,34.2907,700
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,0.0002,0,487.167,61.1773,62642,63000,0.0001,11.6273,77.7143,52.2857,60.5294,1315,0.0014,98.1429,46.2,15000
