@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC

@DATA
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S549070267-05-SAT.cnf,1,0.1051,0.3188,0.1792,0.2397,1.4011,0.965,0.5855,0.4289,0.3901,0.4216,1.1484,479,0.3004,0.7611,383,648,442.68,359,0.2516,0.2262,0.4194,17354,2.62,0.2782,0.5815,0.4572,6500,14666,7,0.0934,0.8377,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1256544997-019.cnf,1,0.047,0.2338,0.0924,0.1235,0.7083,0.7887,0.5774,0.3925,0.025,0.2916,0.1561,13,0.1758,0.5873,10,17,11.25,9,0,0.2047,0.3832,58800,2.7183,0.0626,0.6638,0.2949,14000,58422,6,0.0867,0.8337,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,1,0.0018,0.0634,0.0227,0.0359,1.1417,0.094,0.2754,0.807,0.0024,0.4743,1.0233,2039,0.0629,0.4923,1590,2160,1700.6,1431,0.5632,0.7012,0.9374,26387,2.7474,0.5537,1.0621,0.3131,1677,26387,7,0.4434,0.9903,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2065964480-034.SATISFIABLE.cnf,1,0.0452,0.2299,0.0876,0.1187,0.7421,0.5576,0.5694,0.4009,0.0274,0.2913,0.1875,4023,0.1565,0.5865,3900,4039,3902.5,3851,0,0.212,0.3864,1917,2.7169,0.0718,0.6588,0.2901,450,1905,4,0.0957,0.8445,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S729526068-046.cnf,1,0.0425,0.229,0.0892,0.1253,0.7421,0.5587,0.5598,0.4027,0.036,0.3003,0.1907,3997,0.1728,0.5863,3913,4002,3898,3875,0,0.2258,0.4029,1955,2.7719,0.0702,0.7136,0.2947,460,1939,5,0.0745,0.8442,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.0421,0,0,0,0,0,4501,0.0421,0.5774,4484,4609,4460.8,4381,0,0,0,840,0,0,0.0007,0.0358,210,840,7,0,0.8751,0.3333
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4539,0.042,0.5774,4484,4644,4488.5,4431,0,0,0,920,0,0,0.0001,0.0155,230,920,7,0,0.8752,0.3333
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4414,0.042,0.5774,4376,4517,4367.3,4278,0,0,0,1080,0,0,0.0001,0.0143,270,1080,7,0,0.8729,0.3333
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.0006,0.1568,0.0155,0.0292,1.4102,0.2238,0.6352,0.4902,2.0111,0.628,1.0342,40,0.0433,0.9805,29,40,26.5,28,0.6007,0.1925,0.5617,528000,3.1054,0.4281,1.2262,0.5551,109000,230000,88,0.0404,1.0378,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-97-100.cnf,1,0.3131,0.4755,0.313,0.3215,0,0.3238,1.4277,0.0434,0,0.1446,0,4122,0.3228,0,4000,4602,4046.4,3851,0,0.0048,0.0148,204,0.3318,0,0.0551,0.0498,97,204,6,0.002,0.8047,1
SAT_Competition2007/crafted/spence/medium/s65-100.cnf,1,0.3089,0.4643,0.3054,0.317,0,0.3185,1.4258,0.0573,0,0.1863,0,4382,0.3182,0,4113,4454,4160.4,4051,0,0.0018,0.0122,140,0.4505,0,0.0737,0.0652,65,140,5,0.0004,0.8114,1
SAT_Competition2011/SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0,0.035,0,0,0.6221,0,0.0015,0.5268,0,0.0007,0.0975,3156,0,0.5877,2612,3230,2645.5,2452,0.0175,0.5268,0.5268,24824,0.023,0.3031,0.0142,0.0004,870,24824,3,0.5268,0.9997,0
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0001,0.0611,0.0037,0.0078,1.0565,0.015,0.0986,0.6199,0.3333,0.3858,0.4834,4614,0.0097,0.5946,4614,4614,4611.5,4609,0,0.575,0.6155,8767,3.2716,0.2498,1.1135,0.3308,700,8592,7,0.5387,0.9764,0.1429
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/aloul-chnl11-13.cnf,1,0.2033,0.1515,0.2033,0.2033,0,0.2033,0,0.8452,0.1,0,0.3046,4914,0.2033,0,4889,4914,4885.5,4884,0.9091,0.8452,0.8452,1742,0,1.423,0.0001,0,286,1716,2,0.8452,0.9966,1
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-17-s.cnf,1,0.0018,0.1638,0.0151,0.0258,1.3544,0.2025,0.5864,0.5253,2.0686,0.5616,1.0223,79,0.032,1.0209,79,79,77,75,0.5695,0.217,0.6321,864000,2.8559,0.4247,0.8831,0.5402,184000,365000,16,0.0535,1.0099,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S2032726331-082.cnf,1,0.0465,0.2321,0.0929,0.1174,0.6679,0.5801,0.5946,0.3982,0.0178,0.2969,0.131,4049,0.1764,0.5859,3957,4086,3962.6,3884,0,0.2034,0.3894,1700,2.701,0.0553,0.7188,0.2903,400,1693,5,0.0844,0.8489,0
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-48-5.cnf,1,0.0231,0.1696,0.0312,0.0407,1.0054,0.1579,1.7491,0.0817,1.502,0.6089,0.9021,336,0.0483,0.4122,225,407,264.1,186,0.072,0.0001,0.0103,279000,2.3602,0.1823,0.5775,0.4885,66892,158000,13,0,0.8572,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.0306,0.0869,0.0946,0.104,2.0364,0.4697,0.4738,0.6221,8.8561,2.0667,1.8766,448,0.2034,0.4998,341,604,355.8,213,0.3615,0.4325,0.8151,160000,2.7583,1.5447,0.8099,1.4935,54258,63354,8,0.0943,0.9725,0
SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.031,0.1906,0.1265,0.2401,1.749,0.2721,0.8623,0.2658,3.552,1.2868,1.3882,1652,0.2403,0.6574,1517,2034,1622.8,1351,0.1409,0.1524,0.1864,63664,3.2335,1.2677,0.8065,1.484,21317,24568,8,0.0837,0.9318,0
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.0037,0.1944,0.0197,0.0301,1.435,0.0935,0.6301,0.5132,0.8148,0.7737,1.0473,63,0.0406,1.0234,51,76,39.667,11,0.6431,0.1888,0.5688,676000,2.7001,0.4893,0.9001,0.7729,155000,440000,20,0.0511,0.9451,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,0.048,0.2336,0.0932,0.1263,0.7185,0.7741,0.5804,0.3945,0.0263,0.2919,0.1628,12,0.1772,0.5869,9,15,10.146,7,0,0.2055,0.3894,67200,2.7199,0.0656,0.6586,0.2959,16000,66744,6,0.0818,0.831,0
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,1,0.4824,0.1689,0.4455,0.4991,2.6402,0.4999,0.1908,0.7423,0.0172,1.2237,2.1532,1680,0.4997,0.8767,1614,1706,1579.9,1522,0.0707,0.6851,0.7821,18243,3.0285,0.381,0.2704,1.4204,2901,16886,5,0.6587,0.9102,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.0472,0.2335,0.0928,0.1255,0.7183,0.7705,0.5743,0.3952,0.0265,0.2917,0.1657,4,0.1757,0.5874,2,6,2.913,2,0,0.2073,0.3893,210000,2.7216,0.0662,0.6568,0.2954,49999,209000,6,0.0878,2.0114,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.0892,0.1403,0.1099,0.1213,1.6738,0.2363,1.4938,0.0369,0,0.2983,0.8555,3342,0.1482,0.8157,3310,3771,2575.2,2018,0,0.0031,0.0124,2216,1.3825,0.1432,0.2477,0.1214,311,2216,7,0.0004,0.9642,0
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.001,0.0469,0.0019,0.0027,0.8273,0.0058,0.7499,0.1672,0,0.0952,0,4286,0.0038,0.6477,4238,4359,4254.8,4218,0,0.0687,0.1438,2343,3.5351,0,0.6318,0.016,110,2343,3,0.0179,0.8582,0.2
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0404,0.2285,0.0862,0.1122,0.7143,0.628,0.6363,0.3767,0.0331,0.2793,0.1699,4131,0.1576,0.5964,4074,4162,4094.1,4069,0,0.1802,0.3476,1065,2.6751,0.0649,0.7883,0.2713,250,1059,5,0.0702,0.848,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,0.0249,0.21,0.0388,0.0426,1.1977,0.223,0.6491,0.2296,0.9078,0.7776,1.0763,2377,0.0622,0.6389,1422,3393,1779,1276,0.2002,0.0969,0.1809,28927,2.0528,0.2497,0.8191,1.5622,8564,21377,9,0.0575,0.8249,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.0445,0.2308,0.0865,0.1205,0.7009,0.2655,0.5616,0.3987,0.0256,0.2713,0.1424,3991,0.1693,0.5902,3973,4002,3951.4,3917,0,0.2199,0.391,1530,2.617,0.0582,0.6498,0.2656,360,1521,4,0.095,0.8421,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0,0.008,0,0,0,0,0.0955,0.7115,0,0.2491,0.2994,3292,0,0,3146,3292,3128.7,2948,0.0027,0.6662,0.6931,28738,5.1182,1.1401,2.454,0.0019,231,28738,3,0.6562,0.9976,1
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.0329,0.1456,0.1694,0.3283,0.753,0.799,0.3367,0.7981,0.6377,3.6006,0.0895,0,0.4329,1.2125,0,0,0,0,0.9874,0.5767,0.9375,3140000,1.4542,4.3411,0.998,0.7771,581000,2440000,43,0.4145,8.251,0
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,0.0002,0.025,0.1096,0.1381,0.9215,0.5,0.309,0.8307,0.1765,3.6838,0.9084,0,0.5,0.9257,0,0,0,0,0.4054,0.5907,0.9813,8080000,4.8317,1.4781,1.5183,3.4327,236000,8010000,4,0.489,2.9072,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.3222,0.2629,0.3561,0.373,1.1977,0.3797,0,0,0.4262,0.1231,0.3326,3975,0.3786,0.8477,3855,4015,3799.5,3635,0,0,0,232,0.6066,0.0782,0.068,0.0799,87,232,5,0,0.7787,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,0.0398,1.0579,0.2402,1.5886,0.0987,1.4365,0.585,0.8813,389,0.0571,0.4545,350,569,336.8,242,0.0617,0.0015,0.0145,227000,2.3502,0.1782,0.631,0.4547,69487,163000,24,0,2.8438,0
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0,0.0433,0.0216,0.0334,0.9606,0.099,0.2509,0.8375,0.0025,0.524,0.8609,3031,0.064,0.4072,2885,3569,2527.2,1766,0.6918,0.7431,0.9373,37237,2.5799,0.5166,1.158,0.363,1617,37237,7,0.6262,0.9948,0
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0009,0.0469,0.0017,0.0021,0.8577,0.0061,0.6492,0.1519,0,0.0932,0,4362,0.0032,0.6565,4297,4365,4303,4289,0,0.0833,0.1374,2130,3.3616,0,0.6777,0.0124,100,2130,3,0.0402,0.859,0.2
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0024,0.0003,0.7308,0.0693,0,0.0429,0,4287,0.0002,0.679,3864,4287,3854.8,3754,0,0.0271,0.0575,17000,4.3154,0,0.4111,0,200,17000,2,0.0131,0.8701,0.1429
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3186,0.2658,0.3501,0.3716,1.23,0.3804,0,0,0.4167,0.1315,0.3798,2800,0.3777,0.8484,2655,2979,2628.9,2446,0,0,0,634,0.6518,0.0858,0.0776,0.0857,238,632,7,0,0.7511,0
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.0461,0.2337,0.0919,0.1228,0.7093,0.6795,0.5823,0.391,0.0252,0.2918,0.1559,15,0.1762,0.5866,11,18,12.436,9,0,0.2021,0.3845,54600,2.7188,0.0638,0.665,0.2953,13000,54263,6,0.0842,0.7851,0
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.0206,0.0965,0.1115,0.2564,1.1159,0.3668,0.331,0.7466,0.001,1.5123,1.0494,390,0.3099,0.4991,345,456,354.97,313,0.1147,0.5654,0.7919,39932,2.64,0.7612,1.1336,0.275,3857,39932,7,0.3654,0.7794,0
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.0018,0.083,0.0137,0.0077,0.9247,0.1496,0.0546,0.839,0.2586,2.5291,2.0685,1888,0.0471,0.557,1572,2183,1585.7,1299,0.2109,0.8201,0.8251,69700,1.8012,0.5974,1.7636,1.1089,6664,63826,8,0.8061,0.9718,0
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.0028,0.178,0.0155,0.0259,1.3751,0.2053,0.5608,0.5407,2.1373,0.4451,1.0132,348,0.0322,1.0416,348,348,235.5,123,0.6153,0.2449,0.6568,627000,2.733,0.4464,0.8592,0.4511,139000,249000,15,0.0609,0.9665,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.4167,0.2295,0.2295,1.1161,0.2295,0.0001,0.5832,0,0,0.4506,4547,0.2295,0.9821,4466,4551,4487.4,4442,0.8333,0.5831,0.5832,528,0,0.4472,0.0001,0.0174,220,528,5,0.5831,0.9025,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0028,0.0002,0.7356,0.0679,0,0.0393,0,4496,0.0001,0.6918,4447,4607,4457.8,4400,0,0.0245,0.0565,6230,3.8449,0,0.4112,0,70,6230,2,0.0105,0.8771,0.1429
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4514,0.042,0.5774,4396,4586,4401.7,4303,0,0,0,840,0,0,0.0001,0.0229,210,840,7,0,0.8748,0.3333
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0188,0.2023,0.068,0.1112,1.3961,0.135,1.3317,0.0721,0.515,0.2828,0.8682,3760,0.1317,0.6051,3459,3775,3465.3,3120,0.0161,0.0027,0.0252,3488,2.6419,0.1635,0.6657,0.2773,912,2976,9,0.0001,0.7806,0
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.0668,0.2652,0.1225,0.1674,0.9482,0.4615,0.5808,0.4126,0.0588,0.3057,0.5417,3643,0.2286,0.6453,3363,3741,3141.7,3006,0.097,0.2103,0.4071,3582,2.5715,0.1358,0.5961,0.3136,990,3526,5,0.0862,0.8418,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.0462,0.2314,0.0865,0.1176,0.6768,0.345,0.5784,0.3944,0.0187,0.2717,0.1252,3849,0.1623,0.5876,3767,3886,3773.5,3754,0,0.2087,0.3985,2556,2.6447,0.0544,0.6381,0.2685,600,2545,4,0.081,0.84,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.0033,0.064,0.0259,0.0413,1.117,0.0809,0.3375,0.7921,0.0055,0.5431,0.9833,1130,0.053,0.4888,973,1185,946.74,699,0.5978,0.7421,0.9355,22887,2.8682,0.577,0.7872,0.2908,1473,22887,7,0.2758,0.9908,0
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0231,0.1696,0.0312,0.0407,1.0047,0.1579,1.7491,0.082,1.5064,0.6085,0.9018,461,0.0485,0.4117,310,546,334.15,210,0.0718,0.0001,0.0104,279000,2.3627,0.1822,0.5777,0.4883,66892,157000,13,0,0.8725,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0,0.0132,0,0,0.2361,0,0.0151,0.8165,0.0455,0.1278,0.2474,304,0,0.021,237,407,292.37,198,0.938,0.808,0.8164,84314,4.7376,1.5543,8.0335,0.1531,1150,83164,3,0.8005,0.9997,0.8571
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.0048,0.0001,0,0.0992,0.0063,0.1398,0.8765,0.0232,0.173,0.1502,612,0,0.0062,64,846,208.63,21,0.9787,0.863,0.9204,409000,5.5129,2.3189,5.8258,0,1985,407000,2,0.7108,1.0164,0.9259
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0,0.0112,0.0001,0.0001,1.0059,0.0001,0.6969,0.0619,0,0.033,0,4499,0.0001,0.6812,4487,4603,4495,4464,0,0.0294,0.0466,5340,3.5743,0,0.3249,0,60,5340,2,0.0143,0.8724,0.1429
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.0477,0.2337,0.0936,0.1258,0.7087,0.8505,0.5824,0.395,0.0245,0.2929,0.1581,30,0.1771,0.5858,23,34,24.908,19,0,0.2052,0.3888,33600,2.7205,0.0635,0.6569,0.2967,8000,33418,6,0.0859,0.8285,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,0.0256,1.3816,0.2008,0.547,0.5534,2.0536,0.4014,1.0074,278,0.0321,1.0436,72,278,105,44,0.635,0.2631,0.6812,697000,2.6714,0.46,0.8465,0.4245,157000,281000,15,0.0665,1.0083,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.1965,0.2417,0.2417,0,0.2417,0,0.8147,0,0,0.3581,4879,0.2417,0,4840,4879,4845.8,4832,0.8844,0.8147,0.8147,865,0,1.2845,0.0001,0.0356,170,865,3,0.8147,0.9823,1
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0169,0,0,0.2677,0,0.0247,0.7956,0.0556,0.1859,0.2807,2361,0,0.0274,1832,3963,2016.2,1174,0.9284,0.7818,0.7944,43649,4.8338,1.3765,6.6153,0.1822,760,42676,3,0.7709,0.9995,0.6
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.0402,0.0477,0.031,1.0185,0.4999,0.3936,0.7934,0.5216,2.1893,0.6874,266,0.1985,0.4716,183,274,300.17,117,0.8894,0.7268,0.9496,304000,4.6271,1.9549,1.9828,1.6158,17710,290000,5,0.1092,0.8548,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.0923,0.1398,0.1092,0.119,1.6431,0.1901,1.5117,0.0395,0,0.275,0.8437,3230,0.1384,0.7972,2695,3447,2439.7,2029,0,0.0032,0.0139,2332,1.365,0.1374,0.2068,0.114,326,2332,7,0.0004,0.9642,0
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0349,0.0244,0.0192,0.4399,0.2793,1.1245,0.1995,0.004,1.308,0.5907,0,0.1005,2.8639,0,0,0,0,0.0599,0.0271,0.1002,743000,5.1632,0.1466,2.0156,0.9599,26061,743000,7,0.0098,0.9574,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.0482,0.2305,0.0899,0.1186,0.7401,0.3442,0.5477,0.4079,0.0267,0.298,0.179,3889,0.1714,0.5949,3847,3933,3845,3806,0,0.2279,0.4028,2125,2.7281,0.067,0.6509,0.2937,500,2113,5,0.1073,0.8438,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.0319,0.006,0.006,0,0.006,0.0001,0.5077,0.3333,0,0.6857,3577,0.006,0,3577,3577,3501,3425,0.0319,0.5077,0.5077,10976,0,0.5926,0.0007,0,448,10528,2,0.5077,0.9987,1
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.0126,0,0,0.8872,0,0.0202,0.8797,0.0345,0.1973,0.187,822,0,1.0167,519,1229,847.64,423,0.9642,0.8659,0.8801,69990,4.8125,1.9953,3.2712,0,900,69090,2,0.8555,0.9997,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0,0.012,0,0,0.2195,0,0.016,0.8328,0.0417,0.1587,0.2296,243,0,0.0183,209,275,216.25,196,0.9446,0.8242,0.8333,112000,5.0442,1.6247,12.749,0.1779,1375,110000,3,0.8157,1.03,0.8
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.0147,0,0,0.0857,0.0004,0.018,0.9024,0.037,0.1409,0.1332,3823,0,0.0092,596,4502,1876.7,529,0.9769,0.8939,0.904,48442,3.9729,1.9073,2.3846,0,728,47714,2,0.8817,1.0014,0.9048
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.0463,0.2331,0.0868,0.1162,0.6404,0.3601,0.5854,0.3956,0.0142,0.2676,0.0784,3938,0.1658,0.581,3832,3951,3836.5,3782,0,0.2012,0.3745,2130,2.613,0.0405,0.6314,0.2663,500,2115,5,0.0838,0.8423,0
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.1031,0.3186,0.1819,0.242,1.3895,0.9807,0.5932,0.4306,0.3598,0.4184,1.1403,2169,0.3079,0.7541,2126,2918,1845,1281,0.2498,0.2253,0.4093,9344,2.6371,0.2736,0.6213,0.4475,3500,8079,6,0.0906,0.8347,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0042,0.0054,0.1139,0.1797,0.5004,0.5,0.644,0.5675,0.5067,1.1171,0.2867,27,0.3093,0.5374,27,27,27,27,0.0123,0.1641,0.6406,583000,3.8615,1.625,1.0897,1.0814,4692,581000,4,0.0739,1.0111,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.0219,0.0001,0.0001,0,0.0009,0.1774,0.6068,0,0.2614,0.3961,4671,0.0003,0,4635,4676,4631,4616,0,0.5437,0.5565,7308,4.2434,0.7857,1.9621,0.0721,160,7308,3,0.531,0.9904,1
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,0.0302,0.0821,0.0811,1.0469,0.5,0.2871,0.8623,0.1531,2.8108,0.7001,401,0.3483,0.5083,401,401,401,401,0.8385,0.8727,0.9967,711000,4.8616,2.0692,1.7337,2.1164,24415,700000,4,0.4553,1.0301,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.0409,0.2308,0.0833,0.1147,0.7227,0.3882,0.5744,0.3791,0.0256,0.2946,0.1586,3990,0.1621,0.5862,3947,4033,3928.6,3886,0,0.1935,0.3638,1700,2.7199,0.0639,0.6924,0.2909,400,1690,4,0.0917,0.8416,0
