@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0,0.1062,0.0915,0,1,0.6427,0,48.7235,0.0159,0.6469,20.9695,0,0,0.7044,?,1.0759,0.3059,23.4286,5.1607,?,0.6326,0,0,?,0,2.9948,0,1,47.9868,3,0.7077,41212,49.3248,4.4052,0.0714,0,2.4221,0.2245,0.0005,33.5903,?,?,?,?,?,0.0117,0.2314,1,0.0073,0.0094,?,0.0094,0.0515,388,41212,0,0.0077,0.0081,0.0052,2.9878,0.8122,0.1254,0.1594,0.2615
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2.cnf,1,0.8891,1.6214,0.4083,1,0,0.0011,0.2332,10.4898,0.0505,0.0043,38.4675,0.4782,0,0.509,?,0.4129,1.249,51.1186,4.4899,?,0,0.489,0.0101,?,2.002,3.7241,0.5949,0.4024,10.4898,4,0.1956,867173,10.4898,4.1515,0.7609,0.2603,0.7469,0.6132,0,20.0857,?,?,?,?,?,0.0054,0.1566,1,0.0001,0.0022,?,0.0024,0.0294,1088,459052,0.4274,0.0018,0.0007,0,1.3709,1,0,0.3193,1.1117
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.0053,0.0496,0.9819,0.5,0.9412,0.9515,0.0159,95.5521,0.0019,0.9705,96.5167,0.0409,0.0028,0.9979,?,2.5629,0.1198,84.8551,6.1822,?,0.2354,0.0645,0.9819,?,0.0895,2,0.0049,0.9994,91.0931,2,0.864,490309,99.3162,5.8565,0,0.027,1.2831,0.1649,0.0003,27.0625,?,?,?,?,?,0.0012,0.3131,1,0.0051,0.0051,?,0.0051,0.0406,2511,487748,0.0199,0.0008,0.0051,0.0004,3.3492,0.5465,0.122,0.079,0.2668
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.0143,0.0203,0.7269,0.0002,0,0.8816,0,60.9457,0.009,0.8895,35.7765,0,0,0.9146,?,1.8311,0.1431,30.4773,3.6208,?,0.8698,0,0.9723,?,0.8437,2,1.0134,0.4902,60.9457,2,0.9647,31962,82.1311,4.0122,0,0,1.7597,0.2347,0.0013,2.4614,?,?,?,?,?,0.0066,0.3715,1,0.0138,0.0138,?,0.0138,0.1333,435,31512,0.0345,0.0046,0.0138,0.0046,2.8225,0.5865,0.2308,0.0848,0.1313
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0,0.5059,0,0,0.4965,0,59.5035,0.0008,0.4965,21.1732,0,0,0.4965,?,0.3184,0.0518,12.8739,0,?,0.4965,0,0.0085,?,0.5956,3,0.5824,0.5011,59.5035,3,0.7199,207150,63.1201,3.5323,0,0,0,0.4138,0.0003,1.6364,?,?,?,?,?,0.0008,0.3295,1,0.0011,0.0011,?,0.0171,0.0167,3540,207150,0.0169,0.0006,0.0011,0.0008,0,0.3295,0.3295,0,0
SAT_Competition2007/crafted/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0,0.8345,0.5023,0.1008,0.3333,0.0105,0.0771,35.83,0.0069,0.0283,0.7587,0.0844,0.0689,0.1803,0.0432,0,0,0.2675,0.8809,0.1196,0.0002,0.0892,0,0.125,0.562,4,0.5774,0.4998,35.83,4,0.3817,1750,36.5862,1.7563,0.0604,0.0763,0.1342,0.3673,0.0006,16.0295,0.047,1.0635,0.1053,0.0103,0.009,0.006,0.0316,1,0.0114,0.0137,0.0086,0.2857,0.006,500,1750,0,0.006,0.012,0.0057,0.6462,0.0909,0,0.0433,0.0604
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0,0.8546,0.505,0.0995,0.3333,0.012,0.0775,31.4611,0.0086,0.028,0.7885,0.0844,0.0687,0.176,0.0429,0,0,0.3037,0.8799,0.1196,0.0003,0.0887,0,0.125,0.5461,4,0.5769,0.4905,31.4611,4,0.3941,1400,31.6223,1.7599,0.0602,0.0763,0.1344,0.3785,0.0007,13.2576,0.0467,1.0584,0.1053,0.0129,0.0113,0.0075,0.0318,1,0.0143,0.0171,0.0107,0.2857,0.0075,400,1400,0,0.0075,0.015,0.0071,0.6474,0.0909,0,0.0434,0.0602
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-018-017.sat05-1231.reshuffled-07.cnf,1,0.0643,0.0009,0.7083,0.0379,0,0.8952,0.037,49.3321,0.0103,0.8954,8.5602,0.0373,0.0365,0.8966,0.2523,1.2878,0.2422,8.6005,0,0.1054,0.8951,0.0377,0.938,0.1193,0.9762,3,1.037,0.4732,49.3321,3,0.998,5067,49.5766,2.4876,0.2357,0.0369,0.0178,0.0571,0.0019,1,1.9349,1.0225,0.0056,0.1613,0.0106,0.0103,0.3061,1,0.0103,0.025,0.0036,0.0605,0.1111,288,4761,0.0625,0.0069,0.0168,0.0103,0,0.3061,0.3061,0,0
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0.0586,0.4359,0.0274,0.4988,0,0.2114,0.4516,10.2692,0.2497,0.3504,4.9164,0.4811,0.416,0.7758,?,0.2227,1.886,4.5307,4.0549,?,0.0258,0.4922,0.0007,?,2.4294,4.1892,0.8052,0.2359,9.6729,5,0.6001,7375,11.8947,2.313,0.4211,0.4324,0.1545,0.9165,0,1.2202,?,?,?,?,?,0.0391,0.5541,1,0.0016,0.0116,?,0.032,0.0628,223,6967,0.1525,0.009,0.0055,0.0017,3.6041,0.9902,0,0.3233,1.269
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.4271,0.2205,0.3278,0.9773,0,0.4999,0.0597,33.6588,0.0279,0.734,5.0986,0.4976,0.0314,0.9062,1.257,0.4771,1.5261,2.1608,3.3877,0.1707,0,0.4995,0.2836,0.9635,1.73,4.1829,0.9298,0.387,33.6588,5,0.4333,17199,33.9968,3.1707,0.8505,0.2564,0.898,0.4742,0,15.1623,1.1485,3.6405,0.0062,0.0765,0.0082,0.007,0.6768,1,0.0002,0.0283,0.0007,0.0554,0.018,668,12052,0.0898,0.003,0.0085,0.0001,2.8893,1,0,0.2086,0.9067
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,0.024,2.4517,0.3863,0.2391,0,0,0.1307,26.1964,0.0321,0,0.4123,0.1378,0.0598,0,?,0.1693,0.7632,0.1362,1.5938,?,0,0.1391,0.0754,?,1.3329,11.4221,0.8329,0.4114,26.1964,14,0.2133,18603,26.5142,2.0122,2.1574,0.1038,0.4835,0.5302,0.0001,94.2215,?,?,?,?,?,0.0013,0.0336,1,0.0003,0.0092,?,0.1534,0.0018,2787,18167,0.6143,0.0007,0.0005,0.0004,0.818,0.6364,0,0.1026,2.8213
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0,0.5059,0,0,0.4965,0,62.7627,0.0008,0.4965,21.0341,0,0,0.4965,?,0.3184,0.0518,15.0542,0,?,0.4965,0,0.0085,?,0.5956,3,0.5824,0.5011,59.5035,3,0.7679,207150,70.5834,3.5323,0,0,0,0.442,0.0003,879.4,?,?,?,?,?,0.0008,0.3295,1,0.0011,0.0011,?,0.0171,0.0167,3540,207150,0.0169,0.0006,0.0011,0.0008,0,0.3295,0.3295,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.744,0.9193,0.5526,0.3874,0,0.0283,0.3076,14.9793,0.2471,0.0756,1.3682,0.3322,0.2631,0.3792,?,0.9928,1.7384,0.3874,2.0945,?,0.0003,0.3484,0.2415,?,1.8292,3.8874,0.7382,0.4874,14.9793,4,0.1204,10377,15.7147,1.6444,1.9272,0.2727,0.3527,0.3477,0.0002,16.0752,?,?,?,?,?,0.0044,0.2476,1,0.001,0.0595,?,0.1629,0.0289,969,5950,1.8421,0.0021,0.0046,0.0008,2.1954,0.9487,0,0.2429,3.5252
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.0117,0.0242,0.7483,0.0001,0,0.8732,0,61.888,0.0055,0.8884,39.9255,0,0,0.9226,?,1.9141,0.1175,31.0114,4.3094,?,0.8589,0,0.9797,?,0.8062,2,1.0135,0.4914,61.888,2,0.9295,72688,86.7222,4.6747,0,0,2.1544,0.2972,0.0006,8.985,?,?,?,?,?,0.0033,0.4433,1,0.0113,0.0113,?,0.0113,0.0714,812,71848,0.0345,0.0025,0.0113,0.0022,2.8978,0.6211,0.2574,0.1013,0.1862
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-025-024.sat05-1191.reshuffled-07.cnf,1,0.0035,0.0038,0.7182,0.1533,0,0.8981,0.1415,78.0625,0.0067,0.9014,5.7128,0.1452,0.1382,0.9073,0.2858,1.6317,0.2917,5.9559,0,0.0748,0.8944,0.1491,0.9189,0.085,1.0078,3,1.0389,0.4708,78.0625,3,0.9261,7225,95.8132,2.3843,0.2658,0.1417,0.0288,0.052,0.0013,1,1.6286,0.489,0.005,0.1501,0.0128,0.0067,0,1,0.0097,0.0272,0.0065,0.0799,0.08,575,7200,0.0435,0.0035,0.0163,0.0067,0,0,0,0,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf,1,0.1355,0.1923,0.1365,0.9999,0,0.6513,0.4964,15.0508,0.0126,0.6725,0.6104,0.4991,0.4796,0.8291,?,0.3772,2.0999,0.0684,3.3545,?,0,0.4997,0.0718,?,2.6103,4.891,0.8778,0.3088,13.6534,6,0.2391,17675,15.7785,1.7326,1.4587,0.4523,0.2811,0.4981,0,50.8705,?,?,?,?,?,0.0026,0.608,1,0.0001,0.0197,?,0.1806,0.0046,2811,15566,0.0377,0.0007,0.0031,0.0001,2.6965,1,0,0.1477,1.235
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0.0012,0.0502,0.4838,0.1752,0,0.8324,0.039,43.3939,0.0169,0.8382,16.1757,0.1521,0.0336,0.8488,?,1.009,0.6522,12.6083,1.4769,?,0.8169,0.1589,0.0519,?,1.1742,3.0204,0.6787,0.4545,42.6554,4,0.601,24646,44.2987,4.392,0.568,0.076,0.7434,0.387,0,8.2523,?,?,?,?,?,0.0096,0.2176,1,0.0019,0.0097,?,0.0199,0.0612,490,24616,0.0612,0.0041,0.0059,0.0012,0.5567,0.886,0,0.3807,0.7131
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n26-03-S540351185.sat05-490.reshuffled-07.cnf,1,0.1366,2.6563,0.3497,0.3187,0,0.0002,0.0288,19.5613,0.082,0.0006,1.3188,0.0493,0.0239,0.023,0.2611,0.2659,1.2227,1.0021,1.778,0.3582,0.0001,0.0993,0.0109,0.7229,1.7084,5.0579,0.7557,0.4119,19.5613,6,0.4885,832,21.6987,1.886,0.6677,0.0486,1.0765,0.3968,0.0041,3.9494,0.5043,3.3068,0.2353,0.1407,0.0521,0.0319,0.0136,1,0.0082,0.0492,0.0178,0.1667,0.0574,122,732,0.4098,0.0164,0.0158,0.0191,0.5213,0.4468,0,0.0598,0.4379
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf,1,0.2269,0.1784,0.611,0.4418,0,0.4403,0.2739,32.3015,0.0224,0.5177,0.9775,0.3304,0.2572,0.625,0.3844,0.5419,0.9596,0.6823,1.1876,0.2529,0.0466,0.3613,0.6758,0.5357,1.2829,4.8778,1.0023,0.4492,32.3015,5,0.7709,492,33.8551,1.7212,0.2964,0.2955,0.1577,0.2738,0,1.0471,0.6151,2.2058,0.0569,0.0948,0.0233,0.0162,0.1318,1,0.02,0.0599,0.0075,0.4514,0.0663,181,401,0.768,0.011,0.032,0.0125,1.3293,0.4286,0,0.1013,0.1259
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1,0.2051,0.2362,0.1211,1,0,0.5285,0.4996,13.4898,0.6278,0.6658,0.863,0.4999,0.4933,0.7999,?,0.4378,2.572,0.229,3.2692,?,0,0.5,0.0927,?,3.0201,4.2575,0.8378,0.3176,11.375,5,0.4377,7809,16.316,1.4221,1.5134,0.4428,0.3621,1.2214,0,15.0371,?,?,?,?,?,0.0065,0.5251,1,0.0002,0.1844,?,0.2117,0.0117,1372,6480,0.0765,0.0015,0.0072,0.0002,2.7982,1,0,0.2163,4.2179
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,0.0084,0.0051,0.6097,0.1562,0,0.8625,0.1467,54.8395,0.0159,0.8628,4.4414,0.1513,0.1424,0.8718,0.3364,1.1687,0.4213,4.5037,0,0.0998,0.8573,0.1513,0.8613,0.1176,1.159,3,1.0476,0.4527,54.8395,3,0.8816,2160,54.8509,2.1843,0.1711,0.1478,0.0295,0.068,0.0023,4,1.1641,0.6248,0.0125,0.2003,0.0294,0.0159,0,1,0.0215,0.042,0.0154,0.1092,0.1111,234,2142,0.0769,0.0085,0.0329,0.0159,0,0,0,0,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0.4027,0.0108,0.4955,0,0.0468,0.4938,17.8486,0.0972,0.0793,1.3928,0.4946,0.4931,0.1574,?,0.0155,0.0076,0.816,2.0951,?,0.0412,0.495,0,?,1.3553,2,0.8024,0.2485,17.7786,2,0.5338,58376,18.3231,3.1342,0,0.4938,0.0018,0.6117,0.0002,10.5949,?,?,?,?,?,0.0714,0.0606,1,0.0024,0.0024,?,0.0024,0.0714,140,58376,0,0.0357,0.0024,0.0472,1.7102,0.0938,0.0218,0.0257,0.1802
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.0118,0.0244,0.7131,0.0001,0,0.8584,0,59.0658,0.007,0.8749,41.1537,0,0,0.905,?,1.8073,0.1452,41.614,4.2935,?,0.8256,0,0.9718,?,0.8433,2.9278,1.0131,0.4902,59.0658,3,0.9179,56654,62.9431,4.6571,0.1915,0,3.9908,0.1829,0.0007,49.5077,?,?,?,?,?,0.0045,0.3685,1,0.0046,0.0114,?,0.0114,0.0909,638,55994,0.0345,0.0031,0.0091,0.0028,2.9916,0.59,0.1359,0.0939,0.1706
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-14-UNSAT.sat05-3942.reshuffled-07.cnf,1,0.001,0.0386,0.5021,0.1199,0.3333,0.258,0.1109,29.0293,0.0052,0.258,0.5979,0.1109,0.1109,0.258,0.1017,0.0076,0.0045,0.2119,0.0128,0.494,0.1084,0.1109,0.0005,0.5778,0.5554,10.8817,0.5773,0.4958,2,13,0.0604,1922,30.4088,1.5924,0,0.1108,0.0139,0.2941,0.001,3.6783,0.0879,0.9737,0.3846,0.0068,0.0058,0.0052,0.1998,1,0.0021,0.0021,0.0036,0.3,0.0052,576,1920,0.0017,0.0035,0.0021,0.0047,0.0128,0.2,0.1111,0.0037,0.0042
SAT_Competition2009/CRAFTED/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.1048,0.1726,0.6071,0.2997,0,0.6785,0,9.5012,0.0009,0.9525,11.7233,0.0042,0,0.9982,?,0.4054,0.7647,4.5642,3.6939,?,0.002,0.1559,0.672,?,1.1223,26.8571,0.9862,0.4605,9.0446,34,0.2905,316793,10.1895,4.4908,0.4721,0.0289,2.1557,0.2394,0,18.625,?,?,?,?,?,0.0004,0.5125,1,0,0.001,?,0.0244,0.0054,7008,286732,0.615,0.0003,0.0004,0,3.1921,1,0,0.3458,0.5681
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,1,0.0669,0.6477,0.3158,0.2946,0,0.0465,0.0517,2.9557,0.01,0.1181,0.6877,0.109,0.0236,0.3636,0.2275,0.0409,0.0907,0.2191,3.0971,0.1781,0.0001,0.1806,0.0028,0.4387,1.0229,5.1724,0.8823,0.3762,2.9322,6,0.1074,7545,3.0787,2.7516,0.3823,0.0748,0.8602,0.3938,0,40.8492,0.2144,3.9169,0.0608,0.0154,0.0081,0.004,0.1296,1,0.0007,0.0045,0.0024,0.1396,0.0061,987,7072,0.1145,0.002,0.0018,0.0014,3.1833,0.5714,0,0.0999,0.3844
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_8_cmp.cnf,1,0,0.3353,0.7681,0.1926,0,0.3963,0.0127,12.4743,0.0084,0.55,1.913,0.0563,0.0048,0.9486,1.0701,0.5576,1.1359,1.3229,2.5456,0.0646,0.0026,0.1026,0.21,0.3571,1.2275,5.7407,0.5991,0.4416,11.9961,7,0.1367,14513,16.3127,2.5268,0.3029,0.0361,1.1196,0.2704,0,35.34,0.5184,4.3375,0.0114,0.0345,0.0054,0.002,0.4476,1,0.0004,0.0052,0.0003,0.1111,0.0155,1613,14513,0.0025,0.0012,0.0035,0.0003,2.3827,0.8182,0.1111,0.2883,0.9411
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_10gates_u2_autoenc.cnf,1,0.5089,1.0261,0.3324,0.0635,0,0.0057,0.0006,11.2965,0.0545,0.0073,12.4636,0.002,0,0.834,?,0.4026,1.2847,9.0084,4.7033,?,0.0002,0.0051,0.019,?,2.0877,3.2467,0.6146,0.3982,10.8252,4,0.2767,123509,12.6482,4.0195,0.3525,0.0035,3.2295,0.4069,0.0003,10.4749,?,?,?,?,?,0.0165,0.2265,1,0.0002,0.0028,?,0.0047,0.055,382,81855,0.2539,0.0052,0.0019,0.0006,2.5769,0.9426,0,0.3381,0.6764
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0.1327,0.2068,0.1252,0.9996,0,0.6099,0.496,16.1562,0.0203,0.6665,0.6158,0.499,0.4771,0.8278,?,0.3771,2.1333,0.0704,3.4979,?,0,0.4997,0.0706,?,2.5879,4.8897,0.882,0.3067,14.2856,6,0.2413,18718,17.4286,1.6694,1.5111,0.4491,0.3178,0.5104,0,52.8078,?,?,?,?,?,0.0025,0.602,1,0.0001,0.0206,?,0.1737,0.0045,2870,16525,0.0345,0.0007,0.0031,0.0001,2.8415,1,0,0.1526,1.2737
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,1,0,0,0.4893,0.042,0.3333,0,0.042,32.469,0.0107,0,1.1697,0.042,0.042,0,0.0718,0,0,0.4191,0,0.3076,0,0.042,0,0.4,0.5623,6.1398,0.5774,0.5,32.469,7,0.5688,1120,33.8378,1.2316,0.0366,0.042,0.0001,0.4436,0.0027,14.7142,0.0146,0.1985,0.3,0.0134,0.0133,0.0107,0,1,0.0045,0.0054,0.0125,0.25,0.0107,280,1120,0,0.0107,0.0053,0.0107,0,0,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0,0,0.8831,0.2577,1,0.8006,0.2577,0,0.0245,0.8006,2.2821,0.2577,0.2577,0.8006,0.3077,1.284,0.3607,1.733,0,0.0947,0.8006,0.2577,0.8831,0.1053,0,3,0,1,0,3,0.9021,693,0,0,0.0242,0.2577,0,0.268,0.0115,0.8638,1.1925,0.3607,0.0146,0.1962,0.0459,0.0245,0.0588,1,0.1732,0.1847,0.026,0.2208,0.1111,153,693,0,0.0131,0.1759,0.0245,0,0.0588,0.0588,0,0
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i5_pp.cnf,1,0.1585,0.707,0.7124,0.3715,0,0.0509,0.0577,18.2998,0.0296,0.1392,1.2539,0.1249,0.0128,0.743,0.5942,0.2929,1.2867,0.695,3.0223,0.2044,0,0.2627,0.2185,0.5556,1.5938,5.9745,0.7247,0.4705,18.2998,7,0.1042,11270,18.2998,2.999,0.8828,0.0895,1.1831,0.4123,0.0002,91.4939,0.9123,4.0273,0.016,0.023,0.0057,0.0024,0.2503,1,0.0007,0.0249,0.0004,0.141,0.0087,1372,9728,0.4286,0.0015,0.0019,0.0005,3.093,0.8904,0,0.2385,0.9563
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0181,0.018,0.9399,0,0.7778,0.8012,0,43.3738,0.0043,0.8096,30.041,0,0,0.8302,?,1.5532,0.247,37.0328,5.0656,?,0.7785,0,0.9399,?,0.2333,3.0644,0.0207,0.9949,42.2826,4,0.777,84314,43.9093,4.5253,0.1824,0,5.8584,0.1075,0.001,89.2356,?,?,?,?,?,0.003,0.1853,1,0.0016,0.0054,?,0.0133,0.0391,1100,82815,0.0455,0.0018,0.0036,0.0017,2.7829,0.337,0.1011,0.0404,0.1761
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf,1,84.654,2.6481,0.3208,0.4665,0,0,0.4604,6.4754,0.0048,0,0.5566,0.4604,0.4604,0.0012,0.6824,0.0278,0.0465,0.1341,0.4333,0.1572,0,0.465,0.0019,0.7818,0.9815,27.9647,0.8647,0.3719,5.3563,32,0.3032,179702,7.583,1.8343,0.1396,0.4604,0.0113,0.6547,0,7.5586,0.0858,0.6325,0.1176,0.0086,0.0074,0.0037,0.0384,1,0.0029,0.0062,0.0038,0.5133,0.0046,1077,2098,82.844,0.0019,0.0058,0.0024,0.4126,0.3333,0,0.1051,0.0859
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-300-100.cnf,1,0,0.0001,0.8333,0.2296,1,0.5831,0.2295,43.7932,0.0083,0.5831,1.0146,0.2295,0.2295,0.5832,0.3252,0.4472,0.4506,0.4811,0,0.3492,0.583,0.2295,0.8333,0.4,0,4.9967,0,1,43.7932,5,0.6415,720,44.5275,0,0.0228,0.2295,0.0001,0.3362,0.0056,5.597,0.8944,0.4506,0.0952,0.0278,0.0093,0.0083,0.3333,1,0.0153,0.0167,0.0056,0.4167,0.0167,300,720,0,0.0067,0.0166,0.0083,0,0.3333,0.3333,0,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-109-100.cnf,1,0,1.5041,0.5,0.3238,1,0.0007,0.3214,17.1135,0.0395,0.0038,0.8602,0.322,0.3152,0.0605,0.0805,0,0,0.5071,0.3066,0.1939,0.0001,0.3231,0,0.2,0,5.7407,0,1,17.1135,6,0.8233,228,17.3339,0.1862,0.0474,0.3146,0.052,0.3692,0.0132,1.0761,0.1079,0.3894,0.1538,0.0526,0.0412,0.0275,0.0306,1,0.0263,0.0307,0.0395,0.4781,0.0275,109,228,0,0.0275,0.0267,0.0263,0.3066,0.3333,0,0.0962,0.138
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0,0.0001,0.8333,0.0469,1,0.6919,0.0467,41.8992,0.0289,0.6919,2.6578,0.0468,0.0467,0.692,0.3404,0.9583,0.4506,2.0861,0,0.0755,0.6918,0.0468,0.8333,0.087,0,2,0,1,41.8992,2,0.7903,726,47.0053,0,0,0.0467,0.0014,0.3021,0.0138,10.5336,0.8944,0.4506,0.018,0.1515,0.0505,0.0289,0.0476,1,0.1653,0.1653,0.0303,0.1667,0.0909,121,726,0,0.0165,0.1653,0.0289,0,0.0476,0.0476,0,0
