@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC

@DATA
Qq2k3k3v50v50m200s8,1,1.54,50,0.510833,0.957586,0.11,3,50,0.518889,50,5.87,0.62,24,0.523654,100,6.16,1200,22,0.535,0.535,3,0.465,0,8.66,0.2325,0.535,12,1.288684,73.88,0.243333,6.16,12,200
Qq2k3k3v50v50m200s9,1,1.495,50,0.504167,0.983471,0.12,3,50,0.505,50,5.95,0.657778,25,0.502479,100,5.98,1200,24,0.506667,0.506667,3,0.493333,0,8.91,0.246667,0.506667,12,1.328844,68.88,0.250833,5.98,12,200
Qq2k3k3v50v50m300s10,1,1.48,50,0.508889,0.965066,0.096667,3,50,0.50963,50,8.84,0.651852,33,0.502183,100,8.88,1800,29,0.511111,0.511111,3,0.488889,0,13.24,0.244444,0.511111,18,1.329305,158.64,0.253333,8.88,18,300
Qq2k3k3v50v50m300s1,1,1.486667,50,0.488889,1.045455,0.12,3,50,0.483704,50,9.2,0.702222,31,0.484091,100,8.92,1800,36,0.473333,0.473333,3,0.526667,0,13.94,0.263333,0.473333,18,1.360115,161.2,0.252222,8.92,18,300
Qq2k3k3v50v50m300s2,1,1.516667,50,0.495,1.020202,0.116667,3,50,0.495185,50,9.09,0.672593,36,0.500561,100,9.1,1800,35,0.495556,0.495556,3,0.504444,0,13.63,0.252222,0.495556,18,1.332355,170.48,0.247222,9.1,18,300
Qq2k3k3v50v50m300s3,1,1.47,50,0.496111,1.015677,0.12,3,50,0.491481,50,9.07,0.69037,39,0.486002,100,8.82,1800,36,0.482222,0.482222,3,0.517778,0,13.73,0.258889,0.482222,18,1.357611,161.2,0.255,8.82,18,300
Qq2k3k3v50v50m300s4,1,1.523333,50,0.507778,0.969365,0.116667,3,50,0.512963,50,8.86,0.635556,32,0.515317,100,9.14,1800,35,0.523333,0.523333,3,0.476667,0,13.15,0.238333,0.523333,18,1.304943,162,0.246111,9.14,18,300
Qq2k3k3v50v50m300s5,1,1.46,50,0.507222,0.971522,0.096667,3,50,0.505185,50,8.87,0.665185,34,0.493976,100,8.76,1800,29,0.501111,0.501111,3,0.498889,0,13.36,0.249444,0.501111,18,1.344311,164.16,0.256667,8.76,18,300
Qq2k3k3v50v50m300s6,1,1.496667,50,0.497778,1.008929,0.123333,3,50,0.496667,50,9.04,0.674074,35,0.496652,100,8.98,1800,37,0.494444,0.494444,3,0.505556,0,13.59,0.252778,0.494444,18,1.33922,163.64,0.250556,8.98,18,300
Qq2k3k3v50v50m300s7,1,1.49,50,0.492222,1.031603,0.126667,3,50,0.488519,50,9.14,0.691852,31,0.488713,100,8.94,1800,38,0.481111,0.481111,3,0.518889,0,13.81,0.259444,0.481111,18,1.352643,165,0.251667,8.94,18,300
Qq2k3k3v50v50m300s8,1,1.53,50,0.501111,0.995565,0.123333,3,50,0.504815,50,8.98,0.65037,29,0.511086,100,9.18,1800,37,0.512222,0.512222,3,0.487778,0,13.37,0.243889,0.512222,18,1.313388,160.44,0.245,9.18,18,300
Qq2k3k3v50v50m300s9,1,1.493333,50,0.5,1,0.116667,3,50,0.499259,50,9,0.66963,35,0.497778,100,8.96,1800,35,0.497778,0.497778,3,0.502222,0,13.52,0.251111,0.497778,18,1.337278,160.72,0.251111,8.96,18,300
Qq2k3k3v50v50m400s10,1,1.5,50,0.502083,0.991701,0.1025,3,50,0.502778,50,11.95,0.661111,45,0.502075,100,12,2400,41,0.504167,0.504167,3,0.495833,0,17.9,0.247917,0.504167,24,1.329609,284.04,0.25,12,24,400
Qq2k3k3v50v50m400s1,1,1.4825,50,0.4925,1.030457,0.11,3,50,0.488056,50,12.18,0.694444,42,0.486464,100,11.86,2400,44,0.479167,0.479167,3,0.520833,0,18.43,0.260417,0.479167,24,1.356484,288.92,0.252917,11.86,24,400
Qq2k3k3v50v50m400s2,1,1.505,50,0.495833,1.016807,0.1175,3,50,0.495,50,12.1,0.675556,48,0.497479,100,12.04,2400,47,0.493333,0.493333,3,0.506667,0,18.18,0.253333,0.493333,24,1.337734,292.92,0.249167,12.04,24,400
Qq2k3k3v50v50m400s3,1,1.4925,50,0.492917,1.02874,0.1325,3,50,0.489722,50,12.17,0.688889,49,0.490279,100,11.94,2400,53,0.483333,0.483333,3,0.516667,0,18.37,0.258333,0.483333,24,1.350027,289.12,0.25125,11.94,24,400
Qq2k3k3v50v50m400s4,1,1.4975,50,0.514583,0.94332,0.1125,3,50,0.519167,50,11.65,0.628889,53,0.51336,100,11.98,2400,45,0.528333,0.528333,3,0.471667,0,17.31,0.235833,0.528333,24,1.307915,285.08,0.250417,11.98,24,400
Qq2k3k3v50v50m400s5,1,1.4825,50,0.507917,0.968827,0.1,3,50,0.508611,50,11.81,0.653333,46,0.502051,100,11.86,2400,40,0.51,0.51,3,0.49,0,17.69,0.245,0.51,24,1.329565,289.36,0.252917,11.86,24,400
Qq2k3k3v50v50m400s6,1,1.555,50,0.490833,1.037351,0.135,3,50,0.493889,50,12.22,0.666667,45,0.509338,100,12.44,2400,54,0.5,0.5,3,0.5,0,18.22,0.25,0.5,24,1.317234,291.36,0.240833,12.44,24,400
Qq2k3k3v50v50m400s7,1,1.4825,50,0.500833,0.996672,0.12,3,50,0.499167,50,11.98,0.672222,47,0.495008,100,11.86,2400,48,0.495833,0.495833,3,0.504167,0,18.03,0.252083,0.495833,24,1.342207,289.88,0.252917,11.86,24,400
Qq2k3k3v50v50m400s8,1,1.515,50,0.504167,0.983471,0.1275,3,50,0.507222,50,11.9,0.648889,39,0.509091,100,12.12,2400,51,0.513333,0.513333,3,0.486667,0,17.74,0.243333,0.513333,24,1.316798,287.28,0.2475,12.12,24,400
Qq2k3k3v50v50m400s9,1,1.5075,50,0.503333,0.986755,0.11,3,50,0.505278,50,11.92,0.654444,46,0.505795,100,12.06,2400,44,0.509167,0.509167,3,0.490833,0,17.81,0.245417,0.509167,24,1.322852,285.48,0.24875,12.06,24,400
Qq2k3k3v50v50m500s10,1,1.498,50,0.501333,0.994681,0.108,3,50,0.501556,50,14.96,0.664,58,0.500665,100,14.98,3000,54,0.502,0.502,3,0.498,0,22.43,0.249,0.502,30,1.332144,445.92,0.250333,14.98,30,500
Qq2k3k3v50v50m500s1,1,1.476,50,0.498667,1.005348,0.1,3,50,0.495556,50,15.04,0.680889,53,0.490642,100,14.76,3000,50,0.489333,0.489333,3,0.510667,0,22.7,0.255333,0.489333,30,1.34978,453.32,0.254,14.76,30,500
Qq2k3k3v50v50m500s2,1,1.484,50,0.503333,0.986755,0.11,3,50,0.502667,50,14.9,0.664889,61,0.498013,100,14.84,3000,55,0.501333,0.501333,3,0.498667,0,22.38,0.249333,0.501333,30,1.336908,454.68,0.252667,14.84,30,500
Qq2k3k3v50v50m500s3,1,1.514,50,0.495,1.020202,0.13,3,50,0.494889,50,15.15,0.673778,61,0.499663,100,15.14,3000,65,0.494667,0.494667,3,0.505333,0,22.73,0.252667,0.494667,30,1.33392,454.6,0.247667,15.14,30,500
Qq2k3k3v50v50m500s4,1,1.504,50,0.509,0.964637,0.116,3,50,0.512444,50,14.73,0.640889,64,0.510151,100,15.04,3000,58,0.519333,0.519333,3,0.480667,0,21.94,0.240333,0.519333,30,1.314494,447.48,0.249333,15.04,30,500
Qq2k3k3v50v50m500s5,1,1.496,50,0.507667,0.969796,0.104,3,50,0.509778,50,14.77,0.648,54,0.506238,100,14.96,3000,52,0.514,0.514,3,0.486,0,22.06,0.243,0.514,30,1.32185,451.36,0.250667,14.96,30,500
Qq2k3k3v50v50m500s6,1,1.552,50,0.492667,1.02977,0.132,3,50,0.496,50,15.22,0.663111,56,0.510149,100,15.52,3000,66,0.502667,0.502667,3,0.497333,0,22.68,0.248667,0.502667,30,1.315697,449.8,0.241333,15.52,30,500
Qq2k3k3v50v50m500s7,1,1.494,50,0.5,1,0.116,3,50,0.499333,50,15,0.669333,60,0.498,100,14.94,3000,58,0.498,0.498,3,0.502,0,22.53,0.251,0.498,30,1.336884,452.64,0.251,14.94,30,500
Qq2k3k3v50v50m500s8,1,1.53,50,0.501,0.996008,0.124,3,50,0.504667,50,14.97,0.650667,47,0.510978,100,15.3,3000,62,0.512,0.512,3,0.488,0,22.29,0.244,0.512,30,1.313594,453.56,0.245,15.3,30,500
Qq2k3k3v50v50m500s9,1,1.5,50,0.504333,0.982816,0.112,3,50,0.505778,50,14.87,0.655111,55,0.504296,100,15,3000,56,0.508667,0.508667,3,0.491333,0,22.24,0.245667,0.508667,30,1.32554,444.64,0.25,15,30,500
Qq2k3k3v50v50m600s10,1,1.505,50,0.499444,1.002225,0.106667,3,50,0.499815,50,18.02,0.665926,68,0.501112,100,18.06,3600,64,0.500556,0.500556,3,0.499444,0,27.01,0.249722,0.500556,36,1.331359,643.08,0.249167,18.06,36,600
Qq2k3k3v50v50m600s1,1,1.478333,50,0.501111,0.995565,0.1,3,50,0.499074,50,17.96,0.673333,68,0.493902,100,17.74,3600,60,0.495,0.495,3,0.505,0,27.05,0.2525,0.495,36,1.344177,650.92,0.253611,17.74,36,600
Qq2k3k3v50v50m600s2,1,1.468333,50,0.509167,0.963993,0.11,3,50,0.508704,50,17.67,0.656296,79,0.498636,100,17.62,3600,66,0.507778,0.507778,3,0.492222,0,26.53,0.246111,0.507778,36,1.335846,647.84,0.255278,17.62,36,600
Qq2k3k3v50v50m600s3,1,1.515,50,0.496389,1.01455,0.121667,3,50,0.496852,50,18.13,0.66963,69,0.501399,100,18.18,3600,73,0.497778,0.497778,3,0.502222,0,27.17,0.251111,0.497778,36,1.33088,646.68,0.2475,18.18,36,600
Qq2k3k3v50v50m600s4,1,1.51,50,0.506389,0.974767,0.116667,3,50,0.50963,50,17.77,0.645185,74,0.5096,100,18.12,3600,70,0.516111,0.516111,3,0.483889,0,26.48,0.241944,0.516111,36,1.31571,646.64,0.248333,18.12,36,600
Qq2k3k3v50v50m600s5,1,1.51,50,0.501111,0.995565,0.116667,3,50,0.502593,50,17.96,0.659259,63,0.504435,100,18.12,3600,70,0.505556,0.505556,3,0.494444,0,26.86,0.247222,0.505556,36,1.325391,648.48,0.248333,18.12,36,600
Qq2k3k3v50v50m600s6,1,1.553333,50,0.4925,1.030457,0.125,3,50,0.495926,50,18.27,0.662963,65,0.510434,100,18.64,3600,75,0.502778,0.502778,3,0.497222,0,27.22,0.248611,0.502778,36,1.315209,653.76,0.241111,18.64,36,600
Qq2k3k3v50v50m600s7,1,1.485,50,0.501944,0.992252,0.116667,3,50,0.500926,50,17.93,0.668148,73,0.496956,100,17.82,3600,70,0.498889,0.498889,3,0.501111,0,26.95,0.250556,0.498889,36,1.338776,652.68,0.2525,17.82,36,600
Qq2k3k3v50v50m600s8,1,1.535,50,0.494722,1.021336,0.131667,3,50,0.496852,50,18.19,0.665185,51,0.506457,100,18.42,3600,79,0.501111,0.501111,3,0.498889,0,27.17,0.249444,0.501111,36,1.322046,651,0.244167,18.42,36,600
Qq2k3k3v50v50m600s9,1,1.503333,50,0.500278,0.99889,0.121667,3,50,0.500741,50,17.99,0.664444,64,0.501388,100,18.04,3600,73,0.501667,0.501667,3,0.498333,0,26.96,0.249167,0.501667,36,1.330861,645.8,0.249444,18.04,36,600
Qq2k3k3v50v50m700s10,1,1.508571,50,0.500476,0.998097,0.108571,3,50,0.501587,50,20.98,0.661587,79,0.50333,100,21.12,4200,76,0.50381,0.50381,3,0.49619,0,31.4,0.248095,0.50381,42,1.327389,878.24,0.248571,21.12,42,700
Qq2k3k3v50v50m700s1,1,1.494286,50,0.497619,1.009569,0.097143,3,50,0.49619,50,21.1,0.675556,73,0.495694,100,20.92,4200,68,0.493333,0.493333,3,0.506667,0,31.74,0.253333,0.493333,42,1.340895,885.12,0.250952,20.92,42,700
Qq2k3k3v50v50m700s2,1,1.448571,50,0.511429,0.955307,0.108571,3,50,0.509524,50,20.52,0.659048,94,0.494413,100,20.28,4200,76,0.505714,0.505714,3,0.494286,0,30.9,0.247143,0.505714,42,1.343689,879.32,0.258571,20.28,42,700
Qq2k3k3v50v50m700s3,1,1.517143,50,0.493571,1.026049,0.127143,3,50,0.493333,50,21.27,0.67619,79,0.499276,100,21.24,4200,89,0.492857,0.492857,3,0.507143,0,31.92,0.253571,0.492857,42,1.334586,883.8,0.247143,21.24,42,700
Qq2k3k3v50v50m700s4,1,1.501429,50,0.506667,0.973684,0.115714,3,50,0.509048,50,20.72,0.648254,87,0.507049,100,21.02,4200,81,0.51381,0.51381,3,0.48619,0,30.93,0.243095,0.51381,42,1.320401,882.96,0.249762,21.02,42,700
Qq2k3k3v50v50m700s5,1,1.502857,50,0.500952,0.996198,0.121429,3,50,0.501587,50,20.96,0.662857,77,0.501901,100,21.04,4200,85,0.502857,0.502857,3,0.497143,0,31.4,0.248571,0.502857,42,1.329936,883.2,0.249524,21.04,42,700
Qq2k3k3v50v50m700s6,1,1.544286,50,0.495238,1.019231,0.118571,3,50,0.498571,50,21.2,0.659683,77,0.510096,100,21.62,4200,83,0.505238,0.505238,3,0.494762,0,31.59,0.247381,0.505238,42,1.315606,888.48,0.242619,21.62,42,700
Qq2k3k3v50v50m700s7,1,1.477143,50,0.50381,0.984877,0.121429,3,50,0.50254,50,20.84,0.666667,88,0.496219,100,20.68,4200,85,0.5,0.5,3,0.5,0,31.34,0.25,0.5,42,1.34014,887.52,0.25381,20.68,42,700
Qq2k3k3v50v50m700s8,1,1.524286,50,0.494524,1.022147,0.134286,3,50,0.495397,50,21.23,0.670476,65,0.502648,100,21.34,4200,94,0.497143,0.497143,3,0.502857,0,31.79,0.251429,0.497143,42,1.32872,883.92,0.245952,21.34,42,700
Qq2k3k3v50v50m700s9,1,1.477143,50,0.502381,0.990521,0.117143,3,50,0.500635,50,20.9,0.670476,76,0.494787,100,20.68,4200,82,0.497143,0.497143,3,0.502857,0,31.46,0.251429,0.497143,42,1.342657,875.92,0.25381,20.68,42,700
Qq2k3k3v50v50m800s10,1,1.51875,50,0.497708,1.009209,0.11,3,50,0.499028,50,24.11,0.664444,88,0.503977,100,24.3,4800,88,0.501667,0.501667,3,0.498333,0,36.07,0.249167,0.501667,48,1.32631,1149,0.246875,24.3,48,800
Qq2k3k3v50v50m800s1,1,1.47125,50,0.500625,0.997503,0.095,3,50,0.497639,50,23.97,0.677778,85,0.491053,100,23.54,4800,76,0.491667,0.491667,3,0.508333,0,36.17,0.254167,0.491667,48,1.349184,1152.36,0.254792,23.54,48,800
Qq2k3k3v50v50m800s2,1,1.45875,50,0.509583,0.962388,0.10875,3,50,0.508194,50,23.54,0.659444,103,0.495912,100,23.34,4800,87,0.505417,0.505417,3,0.494583,0,35.41,0.247292,0.505417,48,1.340864,1145.32,0.256875,23.34,48,800
Qq2k3k3v50v50m800s3,1,1.5075,50,0.491042,1.036487,0.13125,3,50,0.488889,50,24.43,0.687222,91,0.493424,100,24.12,4800,105,0.484583,0.484583,3,0.515417,0,36.8,0.257708,0.484583,48,1.344565,1150.72,0.24875,24.12,48,800
Qq2k3k3v50v50m800s4,1,1.505,50,0.503125,0.987578,0.125,3,50,0.504722,50,23.85,0.656111,103,0.504762,100,24.08,4800,100,0.507917,0.507917,3,0.492083,0,35.66,0.246042,0.507917,48,1.324734,1155.4,0.249167,24.08,48,800
Qq2k3k3v50v50m800s5,1,1.48875,50,0.503958,0.984291,0.1125,3,50,0.504028,50,23.81,0.661111,86,0.500207,100,23.82,4800,90,0.504167,0.504167,3,0.495833,0,35.71,0.247917,0.504167,48,1.33296,1145.64,0.251875,23.82,48,800
Qq2k3k3v50v50m800s6,1,1.54,50,0.492708,1.029598,0.1225,3,50,0.494722,50,24.35,0.668333,84,0.506131,100,24.64,4800,98,0.49875,0.49875,3,0.50125,0,36.38,0.250625,0.49875,48,1.322705,1159.08,0.243333,24.64,48,800
Qq2k3k3v50v50m800s7,1,1.47625,50,0.504583,0.981833,0.115,3,50,0.503472,50,23.78,0.665,99,0.496697,100,23.62,4800,92,0.50125,0.50125,3,0.49875,0,35.75,0.249375,0.50125,48,1.339301,1162.44,0.253958,23.62,48,800
Qq2k3k3v50v50m800s8,1,1.51875,50,0.495625,1.017654,0.125,3,50,0.49625,50,24.21,0.67,76,0.501892,100,24.3,4800,100,0.4975,0.4975,3,0.5025,0,36.27,0.25125,0.4975,48,1.330025,1146.76,0.246875,24.3,48,800
Qq2k3k3v50v50m800s9,1,1.4725,50,0.504583,0.981833,0.115,3,50,0.503056,50,23.78,0.666667,88,0.495458,100,23.56,4800,92,0.5,0.5,3,0.5,0,35.78,0.25,0.5,48,1.341532,1148,0.254583,23.56,48,800
Qq2k3k3v50v50m900s10,1,1.516667,50,0.496481,1.014174,0.111111,3,50,0.49716,50,27.19,0.668642,94,0.502051,100,27.3,5400,100,0.498519,0.498519,3,0.501481,0,40.73,0.250741,0.498519,54,1.329732,1455.16,0.247222,27.3,54,900
Qq2k3k3v50v50m900s1,1,1.486667,50,0.498889,1.004454,0.1,3,50,0.497037,50,27.06,0.675556,94,0.494432,100,26.76,5400,90,0.493333,0.493333,3,0.506667,0,40.74,0.253333,0.493333,54,1.343152,1460,0.252222,26.76,54,900
Qq2k3k3v50v50m900s2,1,1.468889,50,0.507037,0.972243,0.111111,3,50,0.505926,50,26.62,0.661728,110,0.496713,100,26.44,5400,100,0.503704,0.503704,3,0.496296,0,40.02,0.248148,0.503704,54,1.33933,1449.4,0.255185,26.44,54,900
Qq2k3k3v50v50m900s3,1,1.498889,50,0.494815,1.020958,0.125556,3,50,0.492963,50,27.28,0.680988,104,0.494386,100,26.98,5400,113,0.489259,0.489259,3,0.510741,0,41.07,0.25537,0.489259,54,1.343073,1456.8,0.250185,26.98,54,900
Qq2k3k3v50v50m900s4,1,1.521111,50,0.500556,0.99778,0.125556,3,50,0.503086,50,26.97,0.655802,110,0.507584,100,27.38,5400,113,0.508148,0.508148,3,0.491852,0,40.25,0.245926,0.508148,54,1.319752,1457.2,0.246481,27.38,54,900
Qq2k3k3v50v50m900s5,1,1.48,50,0.505556,0.978022,0.112222,3,50,0.505185,50,26.7,0.660741,103,0.498901,100,26.64,5400,101,0.504444,0.504444,3,0.495556,0,40.08,0.247778,0.504444,54,1.335329,1453.08,0.253333,26.64,54,900
Qq2k3k3v50v50m900s6,1,1.547778,50,0.491481,1.034665,0.131111,3,50,0.493951,50,27.46,0.668148,100,0.507536,100,27.86,5400,118,0.498889,0.498889,3,0.501111,0,40.99,0.250556,0.498889,54,1.320322,1460.68,0.242037,27.86,54,900
Qq2k3k3v50v50m900s7,1,1.481111,50,0.503333,0.986755,0.114444,3,50,0.502346,50,26.82,0.666173,112,0.497057,100,26.66,5400,103,0.50037,0.50037,3,0.49963,0,40.31,0.249815,0.50037,54,1.338626,1468.36,0.253148,26.66,54,900
Qq2k3k3v50v50m900s8,1,1.517778,50,0.49463,1.021715,0.121111,3,50,0.494815,50,27.29,0.673086,82,0.500562,100,27.32,5400,109,0.495185,0.495185,3,0.504815,0,40.92,0.252407,0.495185,54,1.332356,1452.6,0.247037,27.32,54,900
Qq2k3k3v50v50m900s9,1,1.474444,50,0.504074,0.983835,0.111111,3,50,0.502593,50,26.78,0.66716,97,0.495591,100,26.54,5400,100,0.49963,0.49963,3,0.50037,0,40.29,0.250185,0.49963,54,1.341276,1452.76,0.254259,26.54,54,900
qshifter_3,1,2,8,0.5,1,0.125,1,8,0.5,11,16.842105,0.395833,16,0.2,19,23.272727,640,16,0.5,0.5,4,0.5,0,20.210526,0.1,0.2375,46.545455,0.791667,128,0.4,23.272727,46.545455,128
qshifter_4,1,2.5,16,0.5,1,0.0625,1,16,0.5,20,42.666667,0.321429,32,0.166667,36,64,3072,32,0.5,0.5,5,0.5,0,49.777778,0.083333,0.1875,128,0.642857,512,0.416667,64,128,512
qshifter_5,1,3,32,0.5,1,0.03125,1,32,0.5,37,103.884058,0.269531,64,0.142857,69,166.054054,14336,64,0.5,0.5,6,0.5,0,118.724638,0.071429,0.154018,332.108108,0.539063,2048,0.428571,166.054054,332.108108,2048
qshifter_6,1,3.5,64,0.5,1,0.015625,1,64,0.5,70,244.537313,0.232639,128,0.125,134,409.6,65536,128,0.5,0.5,7,0.5,0,275.104478,0.0625,0.130859,819.2,0.465278,8192,0.4375,409.6,819.2,8192
qshifter_7,1,4,128,0.5,1,0.007813,1,128,0.5,135,560.669202,0.205469,256,0.111111,263,970.903704,294912,256,0.5,0.5,8,0.5,0,622.965779,0.055556,0.114149,1941.807407,0.410938,32768,0.444444,970.903704,1941.807407,32768
qshifter_8,1,4.5,256,0.5,1,0.003906,1,256,0.5,264,1260.307692,0.184659,512,0.1,520,2234.181818,1310720,512,0.5,0.5,9,0.5,0,1386.338462,0.05,0.101563,4468.363636,0.369318,131072,0.45,2234.181818,4468.363636,131072
rankfunc10_unsigned_64,1,0.158612,2000,0.533576,0.874148,0.670207,2.361126,2000,0.535689,256,3.128103,0.48824,3332,0.889013,2256,3.5,15130,3786,0.538087,0.538087,0.317224,0.461913,2625,5.859043,0.407204,0.535073,7,1.051537,22.518,0.05922,3.5,7,3019
rankfunc11_signed_32,1,0.16148,1653,0.525058,0.904552,0.678722,2.404121,1653,0.526635,192,3.338753,0.493222,2716,0.887225,1845,4,12970,3228,0.528424,0.528424,0.32296,0.471576,1962,6.261247,0.415729,0.519953,8,1.041948,24.488808,0.059214,4,8,2788
rankfunc12_unsigned_16,1,0.13545,676,0.521629,0.91707,0.686772,2.456614,676,0.52276,64,3.332432,0.493821,1079,0.904797,740,4,5155,1298,0.524015,0.524015,0.270899,0.475985,762,6.318919,0.42871,0.516652,8,1.034744,26.014793,0.049661,4,8,1123
rankfunc14_signed_64,1,0.125521,2966,0.527483,0.895796,0.668424,2.462981,2966,0.528816,256,3.247052,0.485514,4687,0.912321,3222,4,22141,5453,0.530284,0.530284,0.251042,0.469716,3392,6.176288,0.426268,0.52277,8,1.030413,26.079568,0.046249,4,8,4760
rankfunc15_unsigned_32,1,0.161919,3672,0.521959,0.915858,0.664824,2.415667,3672,0.523339,448,3.392233,0.499575,6189,0.886763,4120,3.857143,29236,7095,0.524903,0.524903,0.323838,0.475097,4420,6.365049,0.418936,0.519324,7.714286,1.048071,27.904684,0.059105,3.857143,7.714286,6235
rankfunc16_signed_64,1,0.149321,8567,0.526457,0.899491,0.667694,2.420965,8567,0.527994,896,3.266512,0.489286,13789,0.895708,9463,4,65276,16026,0.529721,0.529721,0.298642,0.470279,9916,6.154285,0.418638,0.52087,8,1.03661,25.569044,0.054905,4,8,14070
rankfunc17_unsigned_16,1,0.186725,1420,0.527813,0.894611,0.672745,2.318989,1420,0.529886,192,3.243797,0.491381,2398,0.868606,1612,4,11074,2767,0.532292,0.532292,0.37345,0.467708,1803,6.011166,0.402835,0.52045,8,1.045238,24.095775,0.069352,4,8,2301
rankfunc18_signed_64,1,0.207727,7467,0.526108,0.90075,0.661723,2.327323,7467,0.528248,1152,3.345284,0.497242,12546,0.856045,8619,4,60843,14679,0.530769,0.530769,0.415453,0.469231,8958,6.155935,0.398156,0.519855,8,1.054032,25.193786,0.075736,4,8,13214
rankfunc19_unsigned_16,1,0.148148,2050,0.519507,0.924903,0.653274,2.39914,2050,0.520641,224,3.444591,0.49948,3850,0.894202,2274,4,16302,3951,0.521916,0.521916,0.296296,0.478084,2632,6.495163,0.425531,0.515304,8,1.041976,28.783415,0.054963,4,8,3406
rankfunc1_signed_32,1,0.169178,2585,0.52168,0.916884,0.677108,2.38673,2585,0.523115,320,3.394836,0.498727,4394,0.880997,2905,4,20618,5123,0.524754,0.524754,0.338356,0.475246,3050,6.349053,0.416238,0.516493,8,1.045801,28.601934,0.062082,4,8,4508
rankfunc20_unsigned_32,1,0.164766,1843,0.521844,0.916281,0.664399,2.334866,1843,0.523284,256,3.300619,0.505398,3506,0.881497,2099,3.5,14489,3613,0.524927,0.524927,0.329533,0.475073,2583,6.174369,0.416316,0.523901,7,1.060165,26.096582,0.06184,3.5,7,2847
rankfunc21_signed_16,1,0.157369,2216,0.523278,0.911031,0.657292,2.438297,2216,0.524689,256,3.454693,0.496405,3669,0.890762,2472,4,17914,4277,0.526283,0.526283,0.314738,0.473717,2495,6.495146,0.41956,0.519963,8,1.044379,28.786101,0.057162,4,8,4000
rankfunc22_unsigned_32,1,0.170137,1518,0.526776,0.898342,0.673239,2.398316,1518,0.528549,192,3.421053,0.493771,2555,0.882064,1710,4,12362,3039,0.530575,0.530575,0.340275,0.469425,1819,6.392982,0.411099,0.52342,8,1.047344,25.6917,0.062126,4,8,2691
rankfunc23_signed_64,1,0.157619,3149,0.524989,0.904801,0.671271,2.40786,3149,0.526524,384,3.41919,0.496748,5491,0.889746,3533,3.833333,25431,6269,0.528261,0.528261,0.315237,0.471739,3895,6.421738,0.417129,0.524068,7.666667,1.049152,26.302318,0.057882,3.833333,7.666667,5439
rankfunc24_unsigned_64,1,0.157862,3150,0.521806,0.916422,0.676773,2.366084,3150,0.52317,384,3.530843,0.499873,5816,0.887192,3534,4,26094,6585,0.524715,0.524715,0.315725,0.475285,4218,6.627051,0.41933,0.519376,8,1.048325,33.036825,0.058864,4,8,5506
rankfunc25_signed_64,1,0.124741,2962,0.523272,0.911053,0.671215,2.435863,2962,0.524405,256,3.265693,0.490236,4996,0.911227,3218,4,22044,5510,0.525655,0.525655,0.249482,0.474345,3579,6.213176,0.430276,0.51803,8,1.030786,24.994598,0.046453,4,8,4624
rankfunc26_unsigned_32,1,0.133961,3184,0.522777,0.912863,0.678388,2.433909,3184,0.523965,320,3.515982,0.495172,5619,0.905157,3504,4,25816,6482,0.525284,0.525284,0.267923,0.474716,3900,6.666667,0.427642,0.520752,8,1.040201,30.152638,0.049582,4,8,5646
