@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.932,0.7942,1.4728,0.8194,0.0193,0.932,0.9193,2.8704,0.0056,0.7848,56.6402,27.8905,0.05,14.8773,0.0433
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0,0.2633,0.0032,0.1374,0.2153,1.5117,0,0.5099,0.7809,0.0257,0.0004,25.4923,1.5766,0,25.2627,0.0184
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.1004,0.3465,0.518,0.3881,0.4989,0.5344,0.5309,3.9728,0.0114,0.1487,58.8889,7.3162,0.5753,56.1184,0.0114
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.935,0.799,1.4697,0.746,0.0194,0.935,0.9192,2.7927,0.0055,0.7895,27.7963,27.2878,0.05,17.2473,0.0433
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0.8678,0.7821,1.1841,0.9026,0,0.8678,0.9352,0,0.031,0.7821,0.4731,2.0881,0,1.314,0.125
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0.9235,0.8576,1.663,0.9133,0,0.9235,0.9309,0,0.0105,0.8576,2.0751,3.1342,0,3.0925,0.0714
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0,0.1911,0.0098,0.0431,0.5613,0.8221,0.0006,0.7223,0.8816,0.0227,0.0024,6.9131,1.1968,0,8.5144,0.0227
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.9534,0.85,1.8777,0.8431,0.1853,0.9534,0.8934,2.625,0.0021,0.6877,163.536,44.148,0.0323,30.05,0.0262
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.9787,0.863,2.3189,0.8938,0.1398,0.9787,0.9431,2.9191,0.002,0.7108,367.591,86.8379,0.0232,48.5625,0.0474
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.899,0.7183,1.0872,0.595,0.0442,0.899,0.8453,3.1317,0.006,0.7006,38.0049,13.9961,0.0833,21.908,0.0256
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0098,0.073,0.6805,1.1667,0.6712,0.0921,0.927,0.8191,3.5623,0.0234,0.6677,25.1441,27.8847,0,18.9212,0.0906
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.9474,0.8037,1.7418,0.8349,0.0421,0.9474,0.9416,2.6752,0.0027,0.7782,43.8333,40.591,0.037,258.667,0.0302
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0.0108,0.0793,0.0155,0.5359,0.4027,0,0.6233,1.7102,0.0972,0.0468,10.5,1.3847,0,11.2556,0.0714
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.0062,0.7515,0.3114,0.5803,0.5788,0.1558,0.0062,0.6277,0,0.0037,0.2999,342.6,22.0749,0.3333,346,0.0075
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0,0.5,0,0,0.3409,0,0,0.3462,0,0.0004,0,3073.5,0.9995,0,1968,0.0001
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0.3339,0,0.0858,0.9798,0,0.1266,0.9978,0,0.0253,0,1.0464,1.0815,0.4167,3.0502,0.0238
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0,0.5,0.0033,0,0.799,1.682,1,0.9613,0.2415,0.0285,0.0012,1.1066,0.7227,0,2.7662,0.0196
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.926,0.7805,1.3894,0.8242,0.0198,0.926,0.9343,2.8324,0.0069,0.7713,27.0925,24.2802,0.0556,14.9565,0.0486
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.9824,0.896,2.2384,0.9206,0.0341,0.9824,0.9807,3.3761,0.0023,0.8699,28.641,72.3544,0.0249,1554.67,0.051
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0,0.5376,0.0027,0,0.7838,1.8056,1,0.9624,0.2137,0.0242,0.0009,1.1284,0.6674,0,2.7727,0.0166
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9658,0.9647,0.8182,0.5154,0.0843,0.0916,0.968,0.3438,3.1617,0.0003,0.7566,811.4,6.5932,0,936.6,0.0015
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0.0107,0.0264,0.0172,0.6165,0.809,0,0.7248,1.4595,0.1442,0.0017,4.4525,1.946,0,5.3724,0.1333
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.9252,0.7788,1.3906,0.8202,0.0197,0.9252,0.9206,2.7815,0.0063,0.7698,25.0514,24.5001,0.0556,12.6667,0.0486
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0.5,0,0,0.344,0,0,0.4786,0,0.0138,0,18.2654,1.0373,0,21.7803,0.0079
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.9843,0.9797,2.677,0.9236,0.0537,0.9843,0.9629,3.3562,0.0012,0.9641,3650.67,141.382,0.0174,17107.2,0.0354
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.9258,0.7805,1.3926,0.8223,0.02,0.9258,0.9343,2.8374,0.0061,0.7702,22.1683,24.2421,0.0556,49.6294,0.0486
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0.8844,0.8147,1.2845,0.8884,0,0.8844,0.9121,0,0.022,0.8147,1.5387,2.4561,0,2.4871,0.1
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.6632,0.8846,1.4088,0.9142,0.0045,0.897,0.9396,0,0.0105,0.88,1,4.5762,0.0556,1.2808,0.1
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.9322,0.7945,1.4782,0.8191,0.0186,0.9322,0.937,2.8278,0.0051,0.7858,27.4315,26.9294,0.05,93.8012,0.0433
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.0053,0.4777,0.1848,0.1208,0.1082,0.6238,0.8925,0.3542,3.4575,0.0092,0.0775,23.8656,0.7752,0.1939,24.5913,0.0066
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0027,0.08,0.6662,1.1401,0.6992,0.0955,0.92,0.8216,3.3377,0.026,0.6562,20.1135,25.538,0,13.3454,0.0952
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.0047,0.7512,0.1834,0.5796,0.5435,0.5254,0.0047,0.5843,0,0.0029,0.1481,1803.81,27.4735,0.3333,721.308,0.0058
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.0064,0.7516,0.3164,0.5804,0.6037,0.1556,0.0064,0.6464,0,0.0039,0.3048,313.028,20.1738,0.3333,310.733,0.0078
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0.266,0.0033,0.1328,0.211,1.5449,0,0.5008,0.6363,0.0337,0.0006,26.639,1.5787,0,26.4392,0.0178
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.9747,0.8884,2.0143,0.8775,0.0201,0.9747,0.9546,3.2238,0.0045,0.8745,135.818,42.2892,0.0325,46.7153,0.0672
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0.8478,0.7592,1.0754,0.9008,0,0.8478,0.9324,0,0.0404,0.7592,0.291,1.8976,0,1.2777,0.1429
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0.5,0,0,0.9954,0,0,0.9983,0,0.2667,0,0,6.8622,0,0.0018,0.2667
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0,0.3074,0,0.0885,0.9868,0,0.1351,0.9978,0,0.0541,0,1.0246,1.4077,0.4937,2.403,0.0506
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.9533,0.8498,1.8814,0.8404,0.1897,0.9533,0.9042,2.5929,0.0022,0.6638,765.909,44.9314,0.0323,29.8182,0.0262
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.9549,0.8042,1.8737,0.7866,0.0808,0.9549,0.8878,2.6368,0.0023,0.7334,59.7429,46.5878,0.0323,31.0909,0.0262
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0,0.0094,0.1008,0.0158,0.5393,0.401,0,0.6874,1.899,0.1134,0.0857,8.04,1.5264,0,9.0305,0.0833
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.0968,0.7742,0.5946,0.6232,0.9999,0,0.0968,1,0,0.0468,0.5946,0,3.1003,0.3333,0,0.1
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0.9647,0.9062,2.575,0.9549,0.0001,0.9647,0.9664,0,0.0029,0.9062,0.0864,5.0102,0,0.439,0.0417
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0,0.2701,0.006,0.1386,0.2063,1.4518,0,0.5122,0.7654,0.0241,0.0005,27.5746,1.5742,0,27.4687,0.017
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0,0.0636,0.4881,0.4064,0.3468,0.4128,0.6819,0.5877,3.8062,0.0256,0.2054,14.5495,4.1236,0.2459,17.021,0.0284
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0761,0.5094,0,0.1556,0.2221,2.3708,0.1709,0.6262,0.7893,0.0343,0,91.1585,0.4278,0.7748,83.9466,0.002
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0.8462,0.7087,1.0197,0.8026,0.0001,0.8462,0.8411,0,0.0246,0.7086,7.7293,2.7313,0,8.2267,0.0833
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.6675,0.5831,0.5314,0.5727,0.7836,0.1806,0.6699,0.9528,1.3458,0.0217,0.4484,1.0314,0.9835,0.413,2.3419,0.0543
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.008,0.752,0.336,0.5812,0.6304,0.0562,0.008,0.7139,0,0.0048,0.3197,169.286,16.5006,0.3333,170.833,0.0096
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0,0.0646,0.4881,0.4074,0.3487,0.4123,0.6785,0.5548,3.8317,0.0258,0.2068,14.0146,4.0379,0.2524,17.0213,0.0286
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.9495,0.709,0.9339,2.1263,0.9484,0.0015,0.9495,0.9603,0,0.0026,0.9337,29.8486,9.2063,0.0263,12.5333,0.05
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.9399,0.8098,1.5532,0.7653,0.0181,0.9399,0.9017,2.7829,0.0043,0.8013,169.014,30.4136,0.0455,17.5804,0.0391
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.9856,0.8857,2.3114,0.932,0.0803,0.9856,0.9722,3.3315,0.002,0.8228,39.7419,73.4583,0.0232,112.958,0.0475
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,0.4889,0,0,0.591,0,1,0.8498,0,0.0111,0,14.1429,1.1498,0,21.0262,0.0111
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.9765,0.8908,2.0942,0.9091,0.0194,0.9765,0.9555,3.2677,0.0031,0.8773,23.61,55.2371,0.0289,595.746,0.0596
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0,0.4759,0.0031,0,0.7928,1.7165,1,0.9609,0.2327,0.0271,0.0014,1.1181,0.7042,0,2.7557,0.0186
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.1089,0.6159,0.5789,0.9943,0.0796,0.3092,0.7836,0.2582,2.7128,0.0037,0.4309,1189.03,3.3189,0.0005,271.312,0.0093
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0,0.0959,0.6353,1.039,0.704,0.1131,0.9041,0.8152,2.9848,0.0176,0.6303,28.4274,18.8954,0,26.4802,0.0544
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.9808,0.8857,2.3907,0.8525,0.1045,0.9808,0.9513,3.237,0.0021,0.7563,316.25,89.2754,0.022,1452.43,0.045
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.0361,0.759,0.5238,0.5946,0.9768,0,0.0361,0.9983,0,0.0197,0.5238,0.0029,6.0923,0.3333,0.176,0.0404
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.9349,0.7975,1.4622,0.7492,0.0243,0.9349,0.8756,2.9591,0.0055,0.7865,27.5841,26.8798,0.05,90.8413,0.0433
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0035,0.0913,0.6319,1.033,0.6897,0.1147,0.9087,0.8062,3.3596,0.0339,0.6164,15.2177,19.7836,0,11.0587,0.1092
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.9335,0.7964,1.4759,0.8207,0.018,0.9335,0.9492,2.8428,0.005,0.788,26.634,27.2324,0.05,26.3855,0.0433
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.277,0.3203,0.7126,0.4761,0.4274,0.2201,0.416,0.6883,3.1886,0.0278,0.5199,16.6934,4.8892,0.0824,11.9521,0.017
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.6948,0.8734,0.9343,0.599,0.3611,0.2756,0.9169,0.8369,2.011,0.0031,0.4601,36.9167,8.0759,0.0017,125.654,0.0149
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.15,0.4719,0.1766,0.2891,0.479,0.6068,0.75,0.8471,0.6317,0.025,0.1504,31.2137,1.2034,0.0204,28.9713,0.0128
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.6077,0.0884,1.1012,0.101,0.8697,0.5653,0.4645,2.1433,0.2023,0.0362,18.6697,1.3886,1.4746,15.8854,0.025
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.0038,0.751,0.5804,0.5792,0.4936,0.3413,0.0038,0.5592,0,0.0024,0.3387,1211.3,27.0221,0.3333,4843.88,0.0048
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.0168,0.2734,0.0014,0.0859,0.1245,2.1823,0.0702,0.2957,0.6672,0.0056,0.0002,31.424,0.2033,1.0539,18.125,0.001
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0,0.2632,0.0013,0.1346,0.2071,1.76,0,0.4684,0.6221,0.0364,0.0003,27.8031,1.5881,0,27.6702,0.0172
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.1352,0.5437,0.7857,0.6754,0.1774,0.8648,0.8018,2.8566,0.0368,0.531,10.9104,9.8199,0,9.0547,0.0813
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.8333,0.6592,0.5831,0.4472,0.6446,0.0001,0.8333,0.8242,0,0.0089,0.5831,5.3078,1.0231,0,9.3642,0.0179
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.9439,0.8114,1.6673,0.8286,0.0294,0.9439,0.9294,2.7606,0.0031,0.7972,40,36.1085,0.04,32.4,0.0327
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.9444,0.6868,0.903,1.3603,0.9984,0.0007,0.9444,0.9992,0,0.0082,0.9027,1.6938,9.5531,0.0556,1.5771,0.1
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.9256,0.7789,1.3923,0.8133,0.0218,0.9256,0.9178,2.8604,0.0064,0.7684,23.8801,24.0726,0.0556,13.2179,0.0486
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.8333,0.6389,0.5831,0.4472,0.7127,0.0001,0.8333,0.8495,0,0.0208,0.5831,2.6744,1.2365,0,4.6461,0.0417
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.9558,0.8568,1.9071,0.7922,0.1873,0.9558,0.8919,2.7072,0.0019,0.6729,62.9355,47.4667,0.0313,523.5,0.0246
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0,0.4879,0.0016,0,0.7796,1.9227,1,0.9637,0.1978,0.0218,0.0006,1.127,0.6401,0,2.7731,0.0149
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0.9395,0.8774,1.907,0.9257,0,0.9395,0.9402,0,0.0069,0.8774,5.0373,3.6752,0,5.1343,0.0588
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0,0.1801,0,0.1674,0.9963,0,0.0588,0.999,0,0.2353,0,1,1.5827,0,1.1502,0.1463
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.013,0.082,0.6524,1.0618,0.6505,0.1089,0.918,0.7833,3.5634,0.0305,0.6311,16.9921,21.73,0,12.9001,0.1047
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.9642,0.7307,0.8635,1.7708,0.9377,0.0216,0.9642,0.9693,3.0958,0.0083,0.8559,18.9142,35.5231,0.0345,4.1787,0.1111
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.9547,0.8028,1.8728,0.8025,0.0848,0.9547,0.9054,2.7519,0.0025,0.7269,60.4583,46.7519,0.0323,29.7778,0.0258
