@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0156,0.0003,0.7362,0.0688,0,0.0372,0,4150,0.0001,0.6846,3964,4150,3868.8,3857,0,0.0285,0.0587,17000,4.1646,0,0.3574,0,200,17000,2,0.0145,0.8709,0.1429,0.0958,0.1626,0.0117,0.1146,18.054,0.8686,0.6315,0.1471,0.0009,0,27,39,0,33,0.035,0,0.0338,56.275,56.275,0.7349,0.0001,2,18.195,4150,2,0.0608,0.035,0.035,33.116,39,33,57.6
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.056,0.9221,0.0699,0.4423,0.2872,2.2073,0.6817,0.5399,990,0.058,0.6854,580,1219,759.5,532,0.1932,0.2107,0.2618,31795,1.4843,0.2145,0.4454,1.6799,9638,13274,7,0.2005,0.7965,0,0.3773,0.9468,0.0007,0.8636,147.19,0.7932,0.2594,0.4497,0.0004,0,535,576,1.3953,557,0.0007,0.9916,0.0745,33.556,36.816,0.9912,0.0178,4,137.14,1560,6.5224,0.4261,0.0009,0.0009,556.8,579,555,41.67
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0.3046,0.4621,0.3042,0.3166,0,0.3174,1.2893,0.0572,0,0.1711,0,4199,0.317,0,4003,4464,4051.3,3872,0,0.0037,0.0079,132,0.4461,0,0.065,0.0601,61,132,5,0.0004,0.8148,1,0.0737,0.2535,0.0467,0.3333,1.037,0.8842,0.8591,0.2014,0.0001,0.2596,7,12,0,9,0.0492,1,0.0546,10.305,10.305,0.9553,0.2612,5,2.1224,4464,5,0.0495,0.0492,0.0492,9.4454,12,9,10.557
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S669431406-04.cnf,1,0.0471,0.2342,0.0936,0.1259,0.6999,0.7257,0.5739,0.3945,0.0225,0.289,0.1493,63,0.1763,0.5862,55,75,58.432,48,0,0.21,0.3877,16800,2.7016,0.0648,0.6579,0.2916,4000,16706,5,0.093,0.8238,0,0.5627,0.3959,0.0016,1,89.147,0.8577,0.2525,0.7093,0.0001,0.0027,826,884,0.0056,858.5,0.0008,0.9682,0.2311,30.022,35.545,0.3601,0.0283,4,120.08,168,4.9988,0.3167,0.0008,0.0008,845.02,882,852,37.567
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,0,0.0923,0.028,0.0454,1.8684,0.2731,0.4535,0.6387,5.4897,2.0669,1.7865,3550,0.0886,1.0154,3550,3550,3524,3498,0.4644,0.4175,0.737,95880,3.9769,0.8377,1.3757,1.312,27724,46272,13,0.1595,0.9748,0,0.8755,2.8388,0.0011,0.8823,269.61,0.9651,0.4508,0.9457,0.0002,0,1308,1366,1.0721,1340,0.0005,0.6334,0.2194,30.048,30.048,0.9062,0,8,196.57,3550,10.469,0.0074,0.0009,0.0009,1307.2,1359,1339,30.048
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.0143,0.1818,0.0438,0.0579,1.5682,0.2634,0.6623,0.3976,1.1404,3.1498,1.3734,1214,0.1064,0.8848,955,1342,968.92,666,0.312,0.1647,0.3926,29194,2.5751,0.3402,1.0173,2.7875,7729,19862,9,0.0379,0.8671,0,0.6173,4.4282,0.0005,0.6667,264.61,0.8306,0.14,0.7815,0.0001,0,725,776,0.4698,754,0.0006,0.6876,0.1289,17.216,21.171,0.9162,0.0035,5,156.56,1678,6.9747,0.3632,0.0009,0.0009,741.23,774,751.5,24.652
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S287307030-088.cnf,1,0.0452,0.2306,0.0872,0.1208,0.7315,0.7713,0.5748,0.3923,0.0267,0.2848,0.1687,3928,0.1668,0.5894,3832,3967,3853.4,3810,0,0.2113,0.3973,2125,2.7038,0.0646,0.7275,0.2831,500,2112,5,0.08,0.8405,0,0.5681,0.4017,0.0123,1,15.915,0.8552,0.3137,0.6981,0.0036,0.0049,97,117,0.0062,107,0.0062,0.9597,0.227,26.13,26.13,0.5251,0.0225,4,19.828,3967,4.0165,0.016,0.0062,0.0062,107.47,117,108,26.372
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,0.0164,0.1333,0.0671,0.1098,1.8027,0.4563,0.4731,0.5606,5.0471,1.5223,1.6595,445,0.1411,0.7385,377,457,394.81,345,0.1406,0.4205,0.6003,242000,3.188,0.4117,0.9055,1.3433,81569,101000,9,0.1082,0.8884,0,0.7649,1.7432,0.0002,0.9437,526.52,0.8751,0.053,0.8724,0,0,3585,3686,1.3956,3630,0.0001,0.526,0.1864,11.936,13.953,0.2498,0.0005,5,362.78,636,6.6657,0.1897,0.0003,0.0003,3663.6,3730,3663,17.073
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.4944,0.2064,0.4405,0.4999,2.9448,1,0.2292,0.6991,0.0672,4.1643,2.5765,2326,0.5,0.9046,1695,2673,1465.2,746,0.0868,0.6657,0.7492,7989,3.2183,0.435,0.3544,1.5053,1477,6704,5,0.543,0.9497,0,0.7999,2.4581,0.0073,1,15.734,0.9141,0.4368,0.8331,0,0.0062,59,76,0.1917,67,0.0014,0.1029,0.5215,13.855,15.293,0.8447,0.1144,4,8.5756,2678,4.5206,0.5252,0.0063,0.0063,67.659,77,68,17.057
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0.416,0.032,0.4324,0.4811,2.4294,0.4988,0.4359,0.5691,0.1525,1.269,1.886,2340,0.4922,0.8052,1406,2578,1591.6,1093,0.0007,0.3504,0.5956,7375,4.0549,0.2227,0.1545,0.4211,257,6967,5,0.2114,0.9894,0,0.7758,1.5104,0.0055,0.9902,1.2202,0.9909,0.6001,0.8537,0.0258,0.1593,6,12,0.0586,9,0.009,0.0053,0.5541,9.6729,10.269,0.9586,0.3382,4,1.2557,2977,4.1892,0.4511,0.0391,0.0391,8.7343,12,9,11.895
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,0.0468,0.2308,0.0917,0.1227,0.7236,0.478,0.567,0.4054,0.0279,0.2931,0.1697,3764,0.1685,0.5837,3707,3794,3701.9,3681,0,0.2132,0.4064,2982,2.7047,0.0714,0.6502,0.2932,700,2951,5,0.0895,0.8412,0,0.5892,0.4275,0.0089,1,16.716,0.8508,0.306,0.7112,0.0001,0.0042,140,163,0.0105,151,0.0044,0.9634,0.2354,33.336,33.336,0.5434,0.0265,4,20.72,3794,4.0176,0.0148,0.0045,0.0045,150.8,162,151,34.342
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,0.0598,0.1534,0.1038,0.1378,1.3329,0.2391,2.4517,0.0826,0.6143,2.8213,0.7632,2250,0.1391,0.8329,1125,2262,1343.9,883,0.0754,0,0,18603,1.5938,0.1693,0.4835,2.1574,4499,18167,14,0,0.7478,0,0,2.569,0.0005,0.6364,94.222,0.7453,0.2133,0.2383,0,0,435,467,0.024,451,0.0007,0.2778,0.0336,26.196,26.196,0.6315,0.0136,8,88.52,2262,11.422,0.4672,0.0013,0.0013,450.67,466,451,26.514
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0,0.0081,0,0,0.6766,0,0.003,0.6929,0,0.0054,0.6746,4079,0,0.5485,3170,4079,2790.3,2281,0.3917,0.6928,0.6928,76775,0.7452,0.2865,0,0.0846,625,76775,3,0.6892,0.9996,0,0.6928,0.0054,0.0023,0.5335,19.313,0.9958,0.7751,0.6977,0.6857,0,282,312,0,298,0.0032,0.9993,0.5235,33.813,33.813,0.9458,0,3,64.904,4079,3,0.3308,0.0042,0.0042,298.47,315,299,34.787
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.0034,0.8302,0.0201,0.6762,0.1689,0,0.1,0,19,0.0048,0.6477,16,22,16.876,14,0,0.0721,0.1552,40000,3.7021,0,0.6856,0.0922,2000,40000,3,0.0313,0.8403,0.2,0.2459,0.2317,0.0091,0.3256,82.523,0.8539,0.46,0.3313,0.0003,0.0002,364,407,0,385,0.0025,0,0.0805,47.65,63.182,0.5515,0.001,3,104.08,42,3,0.2732,0.0025,0.0025,382.53,402,384,69.138
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S566590366-099.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0094,0.0002,0.6741,0.0702,0,0.0386,0,4400,0.0002,0.6824,4259,4400,4183.5,4103,0,0.0304,0.0648,13600,4.1839,0,0.3652,0,160,13600,2,0.0134,0.8729,0.1429,0.1026,0.1625,0.0117,0.1044,15.228,0.8653,0.6382,0.1373,0.0011,0,21,32,0,27,0.0437,0,0.0345,47.011,47.011,0.7381,0.0001,2,15.01,4400,2,0.0385,0.0437,0.0437,26.351,31,26,49.5
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0.0171,0,0,0.5956,0,0,0.4965,0.0169,0,0.0518,950,0,0.5824,378,1142,486.91,62,0.0085,0.4965,0.4965,207000,0,0.3184,0,0,3600,207000,3,0.4965,1.2206,0,0.4965,0.1744,0.0011,0.3296,879.4,1.0152,0.7679,0.4965,0.4965,0,1208,1277,0,1243,0.0006,0.9997,0.3296,59.504,62.763,0.8584,0,3,294.12,1313,3,0.9329,0.0008,0.0008,1199.2,1284,1250,70.583
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1215030506-14.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0113,0.0002,0.7967,0.0574,0,0.0429,0,4264,0.0002,0.6773,4121,4439,4186,4066,0,0.0221,0.0515,11900,4.1999,0,0.4011,0,140,11900,2,0.0077,0.8701,0.1429,0.0792,0.1682,0.0117,0.1284,13.449,0.8662,0.6452,0.1185,0.0001,0,19,28,0,23,0.05,0,0.0282,42.588,42.588,0.7388,0.0001,2,13.379,4439,2,0.0354,0.05,0.05,23.183,28,23,43.669
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.0001,0.0808,0.0181,0.017,1.5953,0.2146,0.3302,0.7678,0.3709,2.2027,1.1497,3615,0.0692,0.8221,3375,3615,3206.3,2629,0.7426,0.7081,0.8718,67586,3.9501,1.1113,1.9005,1.5913,7000,63162,5,0.2903,0.9935,0,0.9416,1.8082,0.0009,0.8841,295.93,0.9796,0.2394,0.9703,0.0006,0,1998,2096,0.07,2045,0.0004,0.841,0.3446,70.543,70.543,0.9266,0,4,106,3615,4.3024,0.1309,0.0006,0.0006,1978.7,2091,2048,70.543
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1349608788-18-UNSAT.cnf,1,0.1018,0.3147,0.1816,0.2374,1.4043,0.9128,0.5828,0.4309,0.3945,0.429,1.1559,1798,0.3056,0.7572,1198,2484,1477.8,1009,0.2494,0.2282,0.4106,12014,2.6506,0.2798,0.6285,0.4663,4500,10253,7,0.1028,0.8372,0,0.6172,0.5144,0.0019,1,49.546,0.8499,0.2072,0.7759,0,0.0042,651,697,0.1718,673,0.0006,0.7973,0.2991,29.215,29.215,0.383,0.057,5,63.299,2484,5.649,0.3919,0.0009,0.0009,670.39,699,674,29.565
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v50-c1065-S827703138-064.UNKNOWN.cnf,1,0.001,0.0469,0.0018,0.0022,0.8147,0.0108,0.8631,0.1471,0,0.0993,0,4553,0.0028,0.6286,4521,4569,4533,4516,0,0.0395,0.1236,1065,3.132,0,0.8315,0.004,50,1065,3,0.009,0.8666,0.2,0.2114,0.2082,0.046,0.2871,4.7721,0.8933,0.6202,0.3706,0.0016,0.0003,8,13,0,10,0.1,0,0.0734,13.423,13.423,0.7367,0.0007,2,5.5733,4569,2.0408,0.0047,0.1,0.1,10.366,13,10,13.65
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.021,0.2273,0.0332,0.0365,1.2015,0.2091,1.2881,0.1154,1.5319,1.1141,0.9063,1414,0.0372,0.7424,692,1640,913.81,608,0.2396,0.0083,0.0975,14813,1.2303,0.5709,0.834,1.3821,5008,8702,7,0.0074,0.8422,0,0.159,1.0236,0.0013,0.5556,107.9,0.8346,0.1562,0.1946,0,0,372,412,0.7023,391,0.001,0.8762,0.1032,22.591,23.269,0.4929,0.0206,4,96.967,2412,6.1168,0.5707,0.0015,0.0015,391.62,413,391,25.692
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S315403000-060.cnf,1,0.0015,0.05,0.0028,0.0035,0.8276,0.0136,0.671,0.1744,0,0.0968,0,64,0.0051,0.6537,54,72,58.436,50,0,0.081,0.1589,16000,3.6465,0,0.6342,0.0761,800,16000,3,0.0329,0.8445,0.2,0.248,0.2325,0.0197,0.3513,35.683,0.8699,0.4821,0.3336,0.0003,0.0003,140,166,0,153,0.0063,0,0.0837,42.444,46.481,0.615,0.0011,3,44.021,131,3,0.2667,0.0063,0.0063,152.88,166,153,49.862
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,0.0154,0.1325,0.0747,0.1158,1.8569,0.4543,0.4946,0.5597,5.3538,1.2077,1.7227,441,0.1503,0.7417,374,451,373.24,325,0.1357,0.3871,0.6133,189000,3.3797,0.4098,0.9764,1.1044,63824,75809,9,0.0883,0.8795,0,0.7809,1.4224,0.0003,0.9551,549.17,0.9016,0.0708,0.8723,0,0,2658,2782,1.4911,2722,0.0002,0.4896,0.1956,8.7816,9.1111,0.2863,0.0005,6,294.53,544,7.6133,0.2216,0.0004,0.0004,2595.3,2820,2762,10.13
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S274764005-003.cnf,1,0.0477,0.2341,0.0934,0.1252,0.7018,0.8248,0.5804,0.3949,0.0237,0.2889,0.1501,27,0.1767,0.5863,23,34,24.104,18,0,0.2061,0.3874,33600,2.7101,0.0618,0.6636,0.2919,8000,33388,6,0.0861,0.8264,0,0.5744,0.4013,0.0008,1,126.78,0.8607,0.2396,0.7131,0.0005,0.0018,1669,1742,0.0063,1704,0.0004,0.9669,0.2299,33.25,41.417,0.3251,0.0287,5,238.78,57,5.0133,0.346,0.0004,0.0004,1642.7,1744,1702,45.056
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,0.0261,0.206,0.0546,0.0627,1.2706,0.2759,0.746,0.2341,1.4758,1.5026,1.0449,0,0.1173,0.7095,0,0,0,0,0.158,0.0836,0.184,124000,2.4868,0.231,0.7961,1.405,37821,74150,12,0.0488,0.8531,0,0.3731,1.9318,0.0001,0.7333,1117.1,0.8451,0.0412,0.4602,0,0,3112,3174,0.6788,3144.5,0.0001,0.7276,0.0784,0,0,0.2251,0.0188,7,1042.2,0,8.8006,0,0.0002,0.0002,3140.3,3166,3137.5,0
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,0.0224,0.1252,0.0768,0.1198,1.8016,0.4583,0.3826,0.6219,5.3838,1.8651,1.644,403,0.1508,0.7015,336,414,322.1,269,0.1254,0.5446,0.6551,1010000,2.765,0.398,0.7729,1.7004,339000,424000,8,0.2253,0.9032,0,0.782,2.2622,0.0001,0.9731,2112.3,1.1827,0.0168,0.8852,0,0,14517,14728,1.3792,14728,0,0.4497,0.1739,9.009,9.1852,0.0904,0.0012,7,6225,414,7.3,0.2591,0.0001,0.0001,0,0,0,9.5608
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf,1,0.4604,0.5133,0.4604,0.4604,0.9815,0.4665,2.6481,0.0533,82.844,0.0859,0.0465,588,0.4649,0.8647,358,973,456.13,222,0.0019,0,0,180000,0.4333,0.0278,0.0113,0.1396,90300,2098,32,0,0.9067,0,0.0012,0.6574,0.0058,0.3333,7.5586,0.9076,0.3032,0.4414,0,0.3839,60,75,84.654,67,0.0019,0.0029,0.0384,5.3563,6.4754,0.6271,0.4587,21,7.6118,1421,27.965,0.6718,0.0037,0.0037,67.117,75,67,7.583
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1890278326-03.cnf,1,0.0474,0.2341,0.0921,0.1236,0.7079,0.7897,0.5791,0.392,0.0231,0.2898,0.1538,15,0.175,0.5866,12,19,13.01,10,0,0.2066,0.3806,54600,2.7087,0.0636,0.651,0.2933,13000,54264,6,0.0884,0.8267,0,0.5696,0.4011,0.0005,1,226.85,0.9601,0.2294,0.7066,0,0.0017,2715,2786,0.0062,2760,0.0002,0.9663,0.227,24.842,44.5,0.2883,0.0282,5,677.13,25,5.0821,0.2989,0.0002,0.0002,2393.9,2768,2735.5,50.5
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.0037,0.8259,0.0143,0.6732,0.1739,0,0.1022,0,35,0.0052,0.6444,31,40,31.353,26,0,0.0757,0.1586,25000,3.7064,0,0.657,0.0896,1250,25000,3,0.0311,0.8433,0.2,0.2489,0.2329,0.0137,0.4038,53.396,0.8559,0.4707,0.3331,0,0.0003,225,254,0,238,0.004,0,0.0824,51.033,56.091,0.5617,0.001,3,65.827,75,3,0.2502,0.004,0.004,238.71,252,239,59.379
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.0009,0.1265,0.022,0.0301,1.7976,0.277,0.5129,0.5801,1.3152,1.0796,1.3638,1160,0.0634,1.0779,650,1160,644.33,123,0.6783,0.3081,0.662,976000,3.7291,0.8727,1.5311,0.9054,180000,615000,83,0.1105,1.0165,0,0.8239,1.0932,0,0.75,6115.3,1.4049,0.0302,0.9292,0,0,0,28593,0.5872,28593,0,0.7474,0.1896,14.488,14.488,0.3443,0.0001,81,32579,1160,82.404,0.6571,0,0,0,0,0,14.488
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.0467,0.1667,0.0467,0.0468,0,0.0469,0.0001,0.692,0,0,0.4506,4941,0.0468,0,4931,4941,4926.3,4917,0.8333,0.6919,0.6919,726,0,0.9583,0.0014,0,121,726,2,0.6919,0.9679,1,0.692,0,0.1653,0.0476,10.534,0.9718,0.7903,0.6921,0.6918,0.0466,33,47,0,40,0.0165,0.8333,0.0476,41.899,41.899,0.8271,0.0467,2,11.022,4941,2,0.0021,0.0289,0.0289,39.944,47,40,47.005
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0.0159,0.1338,0.0767,0.1171,1.8915,0.4462,0.5039,0.5401,5.511,1.1627,1.7139,516,0.1489,0.7427,456,672,457.6,362,0.1406,0.3649,0.6039,145000,3.3862,0.3967,0.9217,1.0431,48917,56173,9,0.0717,0.9081,0,0.7576,1.3981,0.0004,0.948,291.05,0.9366,0.0678,0.8457,0,0,1999,2097,1.5758,2048,0.0003,0.4884,0.2015,9.5874,10.214,0.3214,0.0004,6,285.24,921,7.6489,0.3289,0.0005,0.0005,1973.7,2096,2048,11.117
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0.0148,0.1415,0.07,0.1077,1.6656,0.4343,0.5592,0.545,4.7995,1.4024,1.5641,779,0.1517,0.7237,654,863,666.35,556,0.1224,0.2834,0.5979,110000,3.2579,0.4728,0.9791,1.244,37024,45120,7,0.0824,0.9007,0,0.7969,1.5522,0.0005,0.957,264.18,0.8832,0.069,0.9482,0,0,1682,1770,1.4345,1737.5,0.0003,0.5613,0.1876,9.591,13.725,0.3108,0.0027,5,181.26,978,6.4799,0.2082,0.0006,0.0006,1675.7,1761,1716,14.843
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-abp4-1-k31.cnf,1,0.008,0.2074,0.0564,0.0727,1.4888,0.2415,0.6732,0.3609,2.1691,0.6535,1.2677,2105,0.203,0.7834,1991,2181,1752.4,1416,0.3034,0.1516,0.3672,48483,3.0161,0.8116,1.174,0.8051,14809,22536,11,0.0298,0.8919,0,0.5558,0.7477,0.0008,0.6364,321.86,0.8474,0.1658,0.6767,0.0006,0,1186,1253,1.1514,1221,0.0004,0.8133,0.1741,9.8044,9.8044,0.7423,0.0013,6,169.99,2181,9.6611,0.2317,0.0007,0.0007,1219.6,1246,1217,15.463
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,1,0,0.0092,0,0,0,0,0.1015,0.7059,0,0.2483,0.3096,4749,0,0,4574,4749,4631.7,4572,0.003,0.6578,0.6842,22023,4.9607,1.105,2.3397,0.0022,202,22023,3,0.6446,0.9971,1,0.7239,0.3595,0.0091,0.8273,15.324,1.017,0.701,0.7737,0.6291,0,70,90,0,80,0.0099,0.9169,0.2552,40.548,40.548,0.8176,0,2,12.995,4749,2.1144,0.0179,0.0222,0.0222,79.95,91,80,40.548
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0,0.0149,0,0,0.2445,0,0.0188,0.8081,0.05,0.1616,0.2629,505,0,0.0238,378,802,453.09,302,0.9344,0.7974,0.8084,61409,4.8663,1.4653,6.7869,0.1495,945,60221,3,0.7881,0.9998,0.75,0.8188,0.1612,0.0041,0.3059,30.85,1.0134,0.7628,0.8279,0.7673,0,391,429,0.0197,409,0.0022,0.9344,0.1878,39.16,39.7,0.9175,0,3,60.386,1099,3,0.5248,0.0036,0.0036,406.9,428,408,41.259
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0.0178,0.2217,0.0338,0.0469,1.3744,0.3705,0.7537,0.238,1.0804,1.4899,1.1605,2799,0.0478,0.8167,2664,2799,2129.7,926,0.3324,0.0862,0.2205,33833,2.09,0.4379,0.7646,1.679,11309,24515,8,0.0258,0.8813,0,0.3399,1.7125,0.0005,0.9273,319.61,0.859,0.1577,0.5278,0,0,1100,1164,0.3801,1132,0.0004,0.8044,0.1333,109.05,109.05,0.95,0.0134,6,299.32,2799,7.1139,0.4005,0.0005,0.0005,1129.6,1161,1131.5,109.05
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0,0.0058,0,0,0.6744,0,0.0016,0.6919,0,0.0033,0.6732,2356,0,0.5472,1132,2356,1241.3,236,0.3938,0.6918,0.6918,212000,0.5905,0.2924,0,0.0738,1225,212000,3,0.6918,0.9839,0,0.6918,0.0033,0.0012,0.535,640.48,1.3263,0.7613,0.6918,0.6878,0,563,605,0,586,0.0016,0.9997,0.5277,50.626,50.626,0.9269,0,3,822.34,2356,3,0.7,0.0021,0.0021,577.61,611,588.5,50.626
