@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC

@DATA
cril-7.ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.409362,0,0.469697,0.512987,48.38961,226.558442
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.517084,0,0.375661,0.481481,29.259259,89.587302
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.501525,0,0.605128,0.646154,28.307692,109.774359
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.457273,0,0.668421,0.773684,42.842105,135.063158
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.431995,0,0.472313,0.52443,45.127036,161.283388
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.44986,0,0.483108,0.550676,56.27027,161.702703
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.413691,0,0.58445,0.589812,56.49866,204.504021
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.400035,0,0.579088,0.579088,64.820375,198.809651
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.39196,0,0.600522,0.600522,53.968668,219.765013
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.395567,0,0.535632,0.535632,83.544828,242.064368
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.408447,0,0.479545,0.584091,65.409091,248.145455
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.364666,0,0.680899,0.680899,97.739326,281.177528
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.786962,260,0.070423,0.084507,6.112676,6.112676
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.748506,309,0.083056,0.083056,26.943522,26.943522
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.744188,302,0.095588,0.091912,28.5,28.5
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.743866,341,0.105413,0.091168,35.173789,35.173789
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.743583,349,0.084615,0.072308,53.683077,53.683077
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.698816,263,0.064,0.096,11.776,11.776
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.698816,184,0.064,0.096,11.776,11.776
dubois-100_ext.xml.minion.converted.minion.gz,1,0.793763,501,0.01,0.013333,2,3.986667
dubois-20_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.05,0.066667,2,3.933333
dubois-21_ext.xml.minion.converted.minion.gz,1,0.795147,501,0.047619,0.063492,2,3.936508
dubois-22_ext.xml.minion.converted.minion.gz,1,0.795069,501,0.045455,0.060606,2,3.939394
dubois-23_ext.xml.minion.converted.minion.gz,1,0.794997,501,0.043478,0.057971,2,3.942029
dubois-24_ext.xml.minion.converted.minion.gz,1,0.794931,501,0.041667,0.055556,2,3.944444
dubois-25_ext.xml.minion.converted.minion.gz,1,0.79487,501,0.04,0.053333,2,3.946667
dubois-26_ext.xml.minion.converted.minion.gz,1,0.794814,501,0.038462,0.051282,2,3.948718
dubois-27_ext.xml.minion.converted.minion.gz,1,0.794761,501,0.037037,0.049383,2,3.950617
dubois-28_ext.xml.minion.converted.minion.gz,1,0.794713,501,0.035714,0.047619,2,3.952381
dubois-29_ext.xml.minion.converted.minion.gz,1,0.794668,501,0.034483,0.045977,2,3.954023
dubois-30_ext.xml.minion.converted.minion.gz,1,0.794626,501,0.033333,0.044444,2,3.955556
dubois-50_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.02,0.026667,2,3.973333
ehi-85-297-0_ext.xml.minion.gz,1,0.840488,515,0.077441,0.094276,27.569024,27.569024
ehi-85-297-10_ext.xml.minion.gz,1,0.840238,515,0.074074,0.094276,27.59596,27.59596
ehi-85-297-11_ext.xml.minion.gz,1,0.840263,515,0.070707,0.094276,27.609428,27.609428
ehi-85-297-12_ext.xml.minion.gz,1,0.840458,515,0.077441,0.094276,27.602694,27.602694
ehi-85-297-13_ext.xml.minion.gz,1,0.840188,515,0.070707,0.094276,27.622896,27.622896
ehi-85-297-14_ext.xml.minion.gz,1,0.840405,515,0.074074,0.094276,27.683502,27.683502
ehi-85-297-15_ext.xml.minion.gz,1,0.840504,515,0.077441,0.094276,27.83165,27.83165
ehi-85-297-16_ext.xml.minion.gz,1,0.840441,515,0.080808,0.094276,27.643098,27.643098
ehi-85-297-17_ext.xml.minion.gz,1,0.840396,515,0.077441,0.094276,27.622896,27.622896
ehi-85-297-18_ext.xml.minion.gz,1,0.840475,515,0.077441,0.094276,27.744108,27.744108
ehi-85-297-19_ext.xml.minion.gz,1,0.840481,515,0.080808,0.094276,27.73064,27.73064
ehi-85-297-1_ext.xml.minion.gz,1,0.839991,515,0.080808,0.094276,27.690236,27.690236
ehi-85-297-20_ext.xml.minion.gz,1,0.840528,515,0.074074,0.094276,27.649832,27.649832
ehi-85-297-21_ext.xml.minion.gz,1,0.840072,515,0.077441,0.094276,27.59596,27.59596
ehi-85-297-22_ext.xml.minion.gz,1,0.840499,515,0.077441,0.094276,27.656566,27.656566
ehi-85-297-23_ext.xml.minion.gz,1,0.840477,515,0.077441,0.094276,27.784512,27.784512
ehi-85-297-24_ext.xml.minion.gz,1,0.840358,515,0.074074,0.094276,27.643098,27.643098
ehi-85-297-25_ext.xml.minion.gz,1,0.84016,515,0.074074,0.094276,27.589226,27.589226
ehi-85-297-26_ext.xml.minion.gz,1,0.840157,515,0.070707,0.094276,27.622896,27.622896
ehi-85-297-27_ext.xml.minion.gz,1,0.840235,515,0.070707,0.094276,27.744108,27.744108
ehi-85-297-28_ext.xml.minion.gz,1,0.840351,515,0.070707,0.094276,27.609428,27.609428
ehi-85-297-29_ext.xml.minion.gz,1,0.840385,515,0.074074,0.094276,27.676768,27.676768
ehi-85-297-2_ext.xml.minion.gz,1,0.840481,515,0.070707,0.094276,27.744108,27.744108
ehi-85-297-30_ext.xml.minion.gz,1,0.840334,515,0.080808,0.094276,27.750842,27.750842
ehi-85-297-31_ext.xml.minion.gz,1,0.840356,515,0.070707,0.094276,27.609428,27.609428
ehi-85-297-32_ext.xml.minion.gz,1,0.840383,515,0.080808,0.094276,27.73064,27.73064
ehi-85-297-33_ext.xml.minion.gz,1,0.840495,515,0.074074,0.094276,27.569024,27.569024
ehi-85-297-34_ext.xml.minion.gz,1,0.840202,515,0.074074,0.094276,27.683502,27.683502
ehi-85-297-35_ext.xml.minion.gz,1,0.840228,515,0.074074,0.094276,27.676768,27.676768
ehi-85-297-36_ext.xml.minion.gz,1,0.840411,515,0.074074,0.094276,27.69697,27.69697
ehi-85-297-37_ext.xml.minion.gz,1,0.840453,515,0.077441,0.094276,27.589226,27.589226
ehi-85-297-38_ext.xml.minion.gz,1,0.840354,515,0.077441,0.094276,27.744108,27.744108
ehi-85-297-39_ext.xml.minion.gz,1,0.840372,515,0.077441,0.094276,27.791246,27.791246
ehi-85-297-3_ext.xml.minion.gz,1,0.840273,515,0.070707,0.094276,27.670034,27.670034
ehi-85-297-40_ext.xml.minion.gz,1,0.840389,515,0.077441,0.094276,27.858586,27.858586
ehi-85-297-41_ext.xml.minion.gz,1,0.840082,515,0.070707,0.094276,27.521886,27.521886
ehi-85-297-42_ext.xml.minion.gz,1,0.840437,515,0.077441,0.094276,27.818182,27.818182
ehi-85-297-43_ext.xml.minion.gz,1,0.840302,515,0.077441,0.094276,27.683502,27.683502
ehi-85-297-44_ext.xml.minion.gz,1,0.840296,515,0.077441,0.094276,27.811448,27.811448
ehi-85-297-45_ext.xml.minion.gz,1,0.840377,515,0.074074,0.094276,27.515152,27.515152
ehi-85-297-46_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.656566,27.656566
ehi-85-297-47_ext.xml.minion.gz,1,0.83984,515,0.074074,0.094276,27.62963,27.62963
ehi-85-297-48_ext.xml.minion.gz,1,0.840415,515,0.070707,0.094276,27.690236,27.690236
ehi-85-297-49_ext.xml.minion.gz,1,0.840442,515,0.070707,0.094276,27.771044,27.771044
ehi-85-297-4_ext.xml.minion.gz,1,0.840146,515,0.077441,0.094276,27.737374,27.737374
ehi-85-297-50_ext.xml.minion.gz,1,0.840413,515,0.077441,0.094276,27.710438,27.710438
ehi-85-297-51_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.670034,27.670034
ehi-85-297-52_ext.xml.minion.gz,1,0.840163,515,0.077441,0.094276,27.59596,27.59596
ehi-85-297-53_ext.xml.minion.gz,1,0.84035,515,0.074074,0.094276,27.690236,27.690236
ehi-85-297-54_ext.xml.minion.gz,1,0.84033,515,0.074074,0.094276,27.649832,27.649832
ehi-85-297-55_ext.xml.minion.gz,1,0.840404,515,0.077441,0.094276,27.750842,27.750842
ehi-85-297-56_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.622896,27.622896
ehi-85-297-57_ext.xml.minion.gz,1,0.84038,515,0.077441,0.094276,27.710438,27.710438
ehi-85-297-58_ext.xml.minion.gz,1,0.840353,515,0.077441,0.094276,27.76431,27.76431
ehi-85-297-59_ext.xml.minion.gz,1,0.840508,515,0.070707,0.094276,27.649832,27.649832
ehi-85-297-5_ext.xml.minion.gz,1,0.840454,515,0.077441,0.094276,27.59596,27.59596
ehi-85-297-60_ext.xml.minion.gz,1,0.840502,515,0.074074,0.094276,27.737374,27.737374
ehi-85-297-61_ext.xml.minion.gz,1,0.840327,515,0.077441,0.094276,27.744108,27.744108
ehi-85-297-62_ext.xml.minion.gz,1,0.840532,515,0.074074,0.094276,27.62963,27.62963
ehi-85-297-63_ext.xml.minion.gz,1,0.840193,515,0.077441,0.094276,27.744108,27.744108
ehi-85-297-64_ext.xml.minion.gz,1,0.84009,515,0.074074,0.094276,27.69697,27.69697
ehi-85-297-65_ext.xml.minion.gz,1,0.840365,515,0.077441,0.094276,27.717172,27.717172
ehi-85-297-66_ext.xml.minion.gz,1,0.840439,515,0.077441,0.094276,27.622896,27.622896
ehi-85-297-67_ext.xml.minion.gz,1,0.840302,515,0.074074,0.094276,27.582492,27.582492
ehi-85-297-68_ext.xml.minion.gz,1,0.840284,515,0.077441,0.094276,27.784512,27.784512
ehi-85-297-69_ext.xml.minion.gz,1,0.840534,515,0.074074,0.094276,27.703704,27.703704
ehi-85-297-6_ext.xml.minion.gz,1,0.840548,515,0.070707,0.094276,27.481481,27.481481
ehi-85-297-70_ext.xml.minion.gz,1,0.840286,515,0.074074,0.094276,27.548822,27.548822
ehi-85-297-71_ext.xml.minion.gz,1,0.840162,515,0.070707,0.094276,27.676768,27.676768
ehi-85-297-72_ext.xml.minion.gz,1,0.840295,515,0.074074,0.094276,27.703704,27.703704
ehi-85-297-73_ext.xml.minion.gz,1,0.840459,515,0.074074,0.094276,27.6633,27.6633
ehi-85-297-74_ext.xml.minion.gz,1,0.840024,515,0.077441,0.094276,27.683502,27.683502
ehi-85-297-75_ext.xml.minion.gz,1,0.840194,515,0.070707,0.094276,27.683502,27.683502
ehi-85-297-76_ext.xml.minion.gz,1,0.840264,515,0.074074,0.094276,27.636364,27.636364
ehi-85-297-77_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.723906,27.723906
ehi-85-297-78_ext.xml.minion.gz,1,0.840397,515,0.080808,0.094276,27.62963,27.62963
ehi-85-297-79_ext.xml.minion.gz,1,0.840106,515,0.070707,0.094276,27.656566,27.656566
ehi-85-297-7_ext.xml.minion.gz,1,0.840202,515,0.070707,0.094276,27.683502,27.683502
ehi-85-297-80_ext.xml.minion.gz,1,0.840409,515,0.077441,0.094276,27.676768,27.676768
ehi-85-297-81_ext.xml.minion.gz,1,0.840271,515,0.074074,0.094276,27.710438,27.710438
ehi-85-297-82_ext.xml.minion.gz,1,0.840303,515,0.077441,0.094276,27.6633,27.6633
ehi-85-297-83_ext.xml.minion.gz,1,0.840189,515,0.074074,0.094276,27.602694,27.602694
ehi-85-297-84_ext.xml.minion.gz,1,0.840375,515,0.074074,0.094276,27.683502,27.683502
ehi-85-297-85_ext.xml.minion.gz,1,0.840545,515,0.074074,0.094276,27.56229,27.56229
ehi-85-297-86_ext.xml.minion.gz,1,0.840411,515,0.070707,0.094276,27.555556,27.555556
ehi-85-297-87_ext.xml.minion.gz,1,0.840066,515,0.077441,0.094276,27.79798,27.79798
ehi-85-297-88_ext.xml.minion.gz,1,0.840402,515,0.080808,0.094276,27.737374,27.737374
ehi-85-297-89_ext.xml.minion.gz,1,0.840319,515,0.074074,0.094276,27.676768,27.676768
ehi-85-297-8_ext.xml.minion.gz,1,0.839947,515,0.077441,0.094276,27.676768,27.676768
ehi-85-297-90_ext.xml.minion.gz,1,0.840535,515,0.074074,0.094276,27.69697,27.69697
ehi-85-297-91_ext.xml.minion.gz,1,0.840177,515,0.077441,0.094276,27.69697,27.69697
ehi-85-297-92_ext.xml.minion.gz,1,0.840205,515,0.077441,0.094276,27.649832,27.649832
ehi-85-297-93_ext.xml.minion.gz,1,0.840404,515,0.074074,0.094276,27.643098,27.643098
ehi-85-297-94_ext.xml.minion.gz,1,0.840031,515,0.070707,0.094276,27.622896,27.622896
ehi-85-297-95_ext.xml.minion.gz,1,0.840101,515,0.074074,0.094276,27.622896,27.622896
ehi-85-297-96_ext.xml.minion.gz,1,0.840246,515,0.077441,0.094276,27.737374,27.737374
ehi-85-297-97_ext.xml.minion.gz,1,0.840246,515,0.074074,0.094276,27.575758,27.575758
ehi-85-297-98_ext.xml.minion.gz,1,0.840194,515,0.074074,0.094276,27.771044,27.771044
ehi-85-297-99_ext.xml.minion.gz,1,0.840278,515,0.077441,0.094276,27.710438,27.710438
ehi-85-297-9_ext.xml.minion.gz,1,0.840307,515,0.074074,0.094276,27.73064,27.73064
ehi-90-315-0_ext.xml.minion.gz,1,0.840157,515,0.066667,0.088889,27.574603,27.574603
ehi-90-315-10_ext.xml.minion.gz,1,0.840362,515,0.069841,0.088889,27.650794,27.650794
ehi-90-315-11_ext.xml.minion.gz,1,0.840453,515,0.069841,0.088889,27.752381,27.752381
ehi-90-315-12_ext.xml.minion.gz,1,0.839908,515,0.069841,0.088889,27.739683,27.739683
ehi-90-315-13_ext.xml.minion.gz,1,0.840385,515,0.069841,0.088889,27.879365,27.879365
ehi-90-315-14_ext.xml.minion.gz,1,0.840484,515,0.066667,0.088889,27.790476,27.790476
ehi-90-315-15_ext.xml.minion.gz,1,0.840391,515,0.073016,0.088889,27.815873,27.815873
ehi-90-315-16_ext.xml.minion.gz,1,0.840297,515,0.073016,0.088889,27.828571,27.828571
ehi-90-315-17_ext.xml.minion.gz,1,0.840367,515,0.073016,0.088889,27.771429,27.771429
ehi-90-315-18_ext.xml.minion.gz,1,0.840163,515,0.07619,0.088889,27.809524,27.809524
ehi-90-315-19_ext.xml.minion.gz,1,0.840192,515,0.07619,0.088889,27.752381,27.752381
ehi-90-315-1_ext.xml.minion.gz,1,0.84026,515,0.073016,0.088889,27.860317,27.860317
ehi-90-315-20_ext.xml.minion.gz,1,0.8405,515,0.066667,0.088889,27.803175,27.803175
ehi-90-315-21_ext.xml.minion.gz,1,0.840314,515,0.073016,0.088889,27.860317,27.860317
ehi-90-315-22_ext.xml.minion.gz,1,0.840298,515,0.066667,0.088889,27.733333,27.733333
ehi-90-315-23_ext.xml.minion.gz,1,0.840093,515,0.07619,0.088889,27.777778,27.777778
ehi-90-315-24_ext.xml.minion.gz,1,0.840244,515,0.073016,0.088889,27.796825,27.796825
ehi-90-315-25_ext.xml.minion.gz,1,0.840468,515,0.073016,0.088889,27.92381,27.92381
ehi-90-315-26_ext.xml.minion.gz,1,0.840148,515,0.069841,0.088889,27.746032,27.746032
ehi-90-315-27_ext.xml.minion.gz,1,0.840343,515,0.073016,0.088889,27.771429,27.771429
ehi-90-315-28_ext.xml.minion.gz,1,0.840488,515,0.069841,0.088889,27.739683,27.739683
ehi-90-315-29_ext.xml.minion.gz,1,0.839959,515,0.069841,0.088889,27.822222,27.822222
ehi-90-315-2_ext.xml.minion.gz,1,0.840418,515,0.069841,0.088889,27.822222,27.822222
ehi-90-315-30_ext.xml.minion.gz,1,0.840483,515,0.069841,0.088889,27.720635,27.720635
ehi-90-315-31_ext.xml.minion.gz,1,0.840246,515,0.073016,0.088889,27.898413,27.898413
ehi-90-315-32_ext.xml.minion.gz,1,0.84034,515,0.07619,0.088889,27.809524,27.809524
ehi-90-315-33_ext.xml.minion.gz,1,0.840335,515,0.07619,0.088889,27.701587,27.701587
ehi-90-315-34_ext.xml.minion.gz,1,0.840341,515,0.069841,0.088889,27.873016,27.873016
ehi-90-315-35_ext.xml.minion.gz,1,0.840171,515,0.069841,0.088889,27.834921,27.834921
ehi-90-315-36_ext.xml.minion.gz,1,0.84038,515,0.069841,0.088889,27.796825,27.796825
ehi-90-315-37_ext.xml.minion.gz,1,0.84048,515,0.069841,0.088889,27.771429,27.771429
ehi-90-315-38_ext.xml.minion.gz,1,0.840403,515,0.07619,0.088889,27.822222,27.822222
ehi-90-315-39_ext.xml.minion.gz,1,0.840434,515,0.07619,0.088889,27.930159,27.930159
ehi-90-315-3_ext.xml.minion.gz,1,0.840374,515,0.066667,0.088889,27.784127,27.784127
ehi-90-315-40_ext.xml.minion.gz,1,0.840151,515,0.073016,0.088889,27.815873,27.815873
ehi-90-315-41_ext.xml.minion.gz,1,0.840399,515,0.069841,0.088889,27.822222,27.822222
ehi-90-315-42_ext.xml.minion.gz,1,0.840447,515,0.069841,0.088889,27.765079,27.765079
ehi-90-315-43_ext.xml.minion.gz,1,0.840276,515,0.069841,0.088889,27.714286,27.714286
ehi-90-315-44_ext.xml.minion.gz,1,0.840298,515,0.073016,0.088889,27.936508,27.936508
ehi-90-315-45_ext.xml.minion.gz,1,0.840519,515,0.073016,0.088889,27.739683,27.739683
ehi-90-315-46_ext.xml.minion.gz,1,0.840403,515,0.073016,0.088889,27.669841,27.669841
ehi-90-315-47_ext.xml.minion.gz,1,0.840435,515,0.069841,0.088889,27.809524,27.809524
ehi-90-315-48_ext.xml.minion.gz,1,0.840338,515,0.069841,0.088889,27.828571,27.828571
ehi-90-315-49_ext.xml.minion.gz,1,0.840502,515,0.069841,0.088889,27.695238,27.695238
ehi-90-315-4_ext.xml.minion.gz,1,0.84037,515,0.069841,0.088889,27.790476,27.790476
ehi-90-315-50_ext.xml.minion.gz,1,0.840514,515,0.069841,0.088889,27.84127,27.84127
ehi-90-315-51_ext.xml.minion.gz,1,0.840307,515,0.069841,0.088889,27.771429,27.771429
ehi-90-315-52_ext.xml.minion.gz,1,0.840402,515,0.066667,0.088889,27.765079,27.765079
ehi-90-315-53_ext.xml.minion.gz,1,0.84036,515,0.069841,0.088889,27.879365,27.879365
ehi-90-315-54_ext.xml.minion.gz,1,0.840308,515,0.069841,0.088889,27.752381,27.752381
ehi-90-315-55_ext.xml.minion.gz,1,0.840407,515,0.07619,0.088889,27.815873,27.815873
ehi-90-315-56_ext.xml.minion.gz,1,0.840463,515,0.069841,0.088889,27.815873,27.815873
ehi-90-315-57_ext.xml.minion.gz,1,0.840174,515,0.073016,0.088889,27.822222,27.822222
ehi-90-315-58_ext.xml.minion.gz,1,0.840492,515,0.07619,0.088889,27.828571,27.828571
ehi-90-315-59_ext.xml.minion.gz,1,0.840036,515,0.066667,0.088889,27.809524,27.809524
ehi-90-315-5_ext.xml.minion.gz,1,0.84043,515,0.073016,0.088889,27.771429,27.771429
ehi-90-315-60_ext.xml.minion.gz,1,0.840457,515,0.069841,0.088889,27.777778,27.777778
ehi-90-315-61_ext.xml.minion.gz,1,0.840122,515,0.07619,0.088889,27.853968,27.853968
ehi-90-315-62_ext.xml.minion.gz,1,0.840382,515,0.069841,0.088889,27.777778,27.777778
ehi-90-315-63_ext.xml.minion.gz,1,0.840007,515,0.073016,0.088889,27.815873,27.815873
ehi-90-315-64_ext.xml.minion.gz,1,0.840322,515,0.073016,0.088889,27.739683,27.739683
ehi-90-315-65_ext.xml.minion.gz,1,0.840286,515,0.073016,0.088889,27.853968,27.853968
ehi-90-315-66_ext.xml.minion.gz,1,0.840137,515,0.07619,0.088889,27.6,27.6
ehi-90-315-67_ext.xml.minion.gz,1,0.840489,515,0.066667,0.088889,27.67619,27.67619
ehi-90-315-68_ext.xml.minion.gz,1,0.840489,515,0.079365,0.088889,27.777778,27.777778
ehi-90-315-69_ext.xml.minion.gz,1,0.840296,515,0.073016,0.088889,27.847619,27.847619
ehi-90-315-6_ext.xml.minion.gz,1,0.8404,515,0.066667,0.088889,27.714286,27.714286
ehi-90-315-70_ext.xml.minion.gz,1,0.84035,515,0.07619,0.088889,27.84127,27.84127
ehi-90-315-71_ext.xml.minion.gz,1,0.840352,515,0.066667,0.088889,27.796825,27.796825
ehi-90-315-72_ext.xml.minion.gz,1,0.840343,515,0.069841,0.088889,27.796825,27.796825
ehi-90-315-73_ext.xml.minion.gz,1,0.840249,515,0.069841,0.088889,27.619048,27.619048
ehi-90-315-74_ext.xml.minion.gz,1,0.840501,515,0.073016,0.088889,27.790476,27.790476
ehi-90-315-75_ext.xml.minion.gz,1,0.840276,515,0.066667,0.088889,27.809524,27.809524
ehi-90-315-76_ext.xml.minion.gz,1,0.840022,515,0.069841,0.088889,27.669841,27.669841
ehi-90-315-77_ext.xml.minion.gz,1,0.840427,515,0.073016,0.088889,27.784127,27.784127
ehi-90-315-78_ext.xml.minion.gz,1,0.840444,515,0.073016,0.088889,27.784127,27.784127
ehi-90-315-79_ext.xml.minion.gz,1,0.840052,515,0.069841,0.088889,27.771429,27.771429
ehi-90-315-7_ext.xml.minion.gz,1,0.840206,515,0.069841,0.088889,27.777778,27.777778
ehi-90-315-80_ext.xml.minion.gz,1,0.840388,515,0.073016,0.088889,27.91746,27.91746
ehi-90-315-81_ext.xml.minion.gz,1,0.8403,515,0.073016,0.088889,27.815873,27.815873
ehi-90-315-82_ext.xml.minion.gz,1,0.840434,515,0.069841,0.088889,27.777778,27.777778
ehi-90-315-83_ext.xml.minion.gz,1,0.839973,515,0.07619,0.088889,27.746032,27.746032
ehi-90-315-84_ext.xml.minion.gz,1,0.840321,515,0.069841,0.088889,27.84127,27.84127
ehi-90-315-85_ext.xml.minion.gz,1,0.840359,515,0.073016,0.088889,27.746032,27.746032
ehi-90-315-86_ext.xml.minion.gz,1,0.840173,515,0.066667,0.088889,27.75873,27.75873
ehi-90-315-87_ext.xml.minion.gz,1,0.839976,515,0.073016,0.088889,27.911111,27.911111
ehi-90-315-88_ext.xml.minion.gz,1,0.840285,515,0.069841,0.088889,27.92381,27.92381
ehi-90-315-89_ext.xml.minion.gz,1,0.840304,515,0.07619,0.088889,27.834921,27.834921
ehi-90-315-8_ext.xml.minion.gz,1,0.8398,515,0.069841,0.088889,27.701587,27.701587
ehi-90-315-90_ext.xml.minion.gz,1,0.840458,515,0.073016,0.088889,27.714286,27.714286
ehi-90-315-91_ext.xml.minion.gz,1,0.840142,515,0.066667,0.088889,27.790476,27.790476
ehi-90-315-92_ext.xml.minion.gz,1,0.840443,515,0.069841,0.088889,27.911111,27.911111
ehi-90-315-93_ext.xml.minion.gz,1,0.840516,515,0.069841,0.088889,27.790476,27.790476
ehi-90-315-94_ext.xml.minion.gz,1,0.840499,515,0.069841,0.088889,27.809524,27.809524
ehi-90-315-95_ext.xml.minion.gz,1,0.840336,515,0.069841,0.088889,27.75873,27.75873
ehi-90-315-96_ext.xml.minion.gz,1,0.840393,515,0.073016,0.088889,27.885714,27.885714
ehi-90-315-97_ext.xml.minion.gz,1,0.840175,515,0.066667,0.088889,27.784127,27.784127
ehi-90-315-98_ext.xml.minion.gz,1,0.840531,515,0.066667,0.088889,27.765079,27.765079
ehi-90-315-99_ext.xml.minion.gz,1,0.840459,515,0.073016,0.088889,27.726984,27.726984
ehi-90-315-9_ext.xml.minion.gz,1,0.839865,515,0.069841,0.088889,27.746032,27.746032
frb30-15-1-mgd_ext.xml.minion.gz,1,0.725678,422,0.366667,0.466667,13.866667,13.866667
frb30-15-2-mgd_ext.xml.minion.gz,1,0.728554,276,0.366667,0.466667,14.466667,14.466667
frb30-15-3-mgd_ext.xml.minion.gz,1,0.721925,407,0.366667,0.45,14.2,14.2
frb30-15-4-mgd_ext.xml.minion.gz,1,0.727274,415,0.366667,0.466667,14.133333,14.133333
frb30-15-5-mgd_ext.xml.minion.gz,1,0.722602,410,0.333333,0.466667,14,14
frb35-17-1-mgd_ext.xml.minion.gz,1,0.711454,416,0.314286,0.428571,14.971429,14.971429
frb35-17-2-mgd_ext.xml.minion.gz,1,0.728767,416,0.314286,0.428571,14.857143,14.857143
frb35-17-3-mgd_ext.xml.minion.gz,1,0.721431,289,0.314286,0.428571,15.2,15.2
frb35-17-4-mgd_ext.xml.minion.gz,1,0.72631,401,0.314286,0.428571,14.971429,14.971429
frb35-17-5-mgd_ext.xml.minion.gz,1,0.71197,282,0.314286,0.428571,15.6,15.6
frb40-19-1-mgd_ext.xml.minion.gz,1,0.72758,272,0.275,0.375,16.05,16.05
frb40-19-2-mgd_ext.xml.minion.gz,1,0.722508,278,0.3,0.4,16.05,16.05
frb40-19-3-mgd_ext.xml.minion.gz,1,0.715556,417,0.3,0.375,15.4,15.4
frb40-19-4-mgd_ext.xml.minion.gz,1,0.707894,278,0.3,0.4,16.3,16.3
frb40-19-5-mgd_ext.xml.minion.gz,1,0.704312,285,0.3,0.4,16.3,16.3
frb45-21-1-mgd_ext.xml.minion.gz,1,0.708067,268,0.288889,0.4,17.511111,17.511111
frb45-21-2-mgd_ext.xml.minion.gz,1,0.710933,270,0.288889,0.377778,16.888889,16.888889
frb45-21-3-mgd_ext.xml.minion.gz,1,0.7167,278,0.288889,0.355556,16.4,16.4
frb45-21-4-mgd_ext.xml.minion.gz,1,0.715652,272,0.266667,0.377778,16.8,16.8
frb45-21-5-mgd_ext.xml.minion.gz,1,0.714491,275,0.266667,0.377778,16.666667,16.666667
frb50-23-1-mgd_ext.xml.minion.gz,1,0.705526,279,0.24,0.34,17.2,17.2
frb50-23-2-mgd_ext.xml.minion.gz,1,0.700364,274,0.26,0.36,17.8,17.8
frb50-23-3-mgd_ext.xml.minion.gz,1,0.704831,269,0.28,0.36,18.24,18.24
frb50-23-4-mgd_ext.xml.minion.gz,1,0.706472,274,0.26,0.34,17.4,17.4
frb50-23-5-mgd_ext.xml.minion.gz,1,0.707051,280,0.26,0.34,17.12,17.12
frb53-24-1-mgd_ext.xml.minion.gz,1,0.709423,270,0.245283,0.339623,17.924528,17.924528
frb53-24-2-mgd_ext.xml.minion.gz,1,0.7021,270,0.264151,0.320755,17.886792,17.886792
frb53-24-3-mgd_ext.xml.minion.gz,1,0.707364,274,0.245283,0.339623,17.735849,17.735849
frb53-24-4-mgd_ext.xml.minion.gz,1,0.7059,271,0.245283,0.339623,17.849057,17.849057
frb53-24-5-mgd_ext.xml.minion.gz,1,0.710553,274,0.245283,0.339623,17.962264,17.962264
frb56-25-1-mgd_ext.xml.minion.gz,1,0.700431,266,0.232143,0.321429,18.464286,18.464286
