@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC

@DATA
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0.725824,184,0.166667,0.166667,5.4,5.4,81,184,0.2,5,30,184,30,30,0.662513,5
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0.725824,169,0.166667,0.166667,5.4,5.4,81,169,0.2,6,30,169,30,30,0.662513,6
geom-40-2-ext.xml.minion.converted.minion.gz,1,0.737481,513,0.125,0.1,3.9,3.9,78,513,0.125,2,40,513,40,40,0.569167,2
geom-40-3-ext.xml.minion.converted.minion.gz,1,0.737481,324,0.125,0.1,3.9,3.9,78,324,0.125,3,40,324,40,40,0.569167,3
geom-40-4-ext.xml.minion.converted.minion.gz,1,0.737481,263,0.125,0.1,3.9,3.9,78,263,0.125,4,40,263,40,40,0.569167,4
geom-40-5-ext.xml.minion.converted.minion.gz,1,0.737481,184,0.125,0.1,3.9,3.9,78,184,0.125,5,40,184,40,40,0.569167,5
geom-40-6-ext.xml.minion.converted.minion.gz,1,0.737481,169,0.125,0.1,3.9,3.9,78,169,0.125,6,40,169,40,40,0.569167,6
hanoi-3_ext.xml.minion.converted.minion.gz,1,0.805785,884,0.166667,0.333333,1.666667,1.666667,5,884.8,0.166667,27,6,880,6,6,0,2
hanoi-4_ext.xml.minion.converted.minion.gz,1,0.77572,961,0.071429,0.142857,1.857143,1.857143,13,962,0.071429,81,14,961,14,14,0,2
hanoi-5_ext.xml.minion.converted.minion.gz,1,0.762281,984,0.033333,0.066667,1.933333,1.933333,29,984.137931,0.033333,243,30,984,30,30,0,2
hanoi-6_ext.xml.minion.converted.minion.gz,1,0.755998,995,0.016129,0.032258,1.967742,1.967742,61,995.032787,0.016129,729,62,995,62,62,0,2
hanoi-7_ext.xml.minion.converted.minion.gz,1,0.752964,997,0.007937,0.015873,1.984127,1.984127,125,997.016,0.007937,2187,126,997,126,126,0,2
hole-06_ext.xml.minion.converted.minion.gz,1,0.750892,260,0.261905,0.261905,7,11,133,247.052632,0.261905,2,42,260,42,42,0.454545,2
hole-07_ext.xml.minion.converted.minion.gz,1,0.744759,260,0.232143,0.232143,8,13,204,249.960784,0.232143,2,56,260,56,56,0.461538,2
hole-08_ext.xml.minion.converted.minion.gz,1,0.739176,260,0.208333,0.208333,9,15,297,252.212121,0.208333,2,72,260,72,72,0.466667,2
hole-09_ext.xml.minion.converted.minion.gz,1,0.734183,260,0.188889,0.188889,10,17,415,253.759036,0.188889,2,90,260,90,90,0.470588,2
hole-10_ext.xml.minion.converted.minion.gz,1,0.729742,260,0.172727,0.172727,11,19,561,254.921569,0.172727,2,110,260,110,110,0.473684,2
jnh01_ext.xml.minion.converted.minion.gz,1,0.871708,71,0.79,0.88,43.92,87.82,850,58.096471,0.94,2,100,13,100,100,0.888071,2
jnh02_ext.xml.minion.converted.minion.gz,1,0.867225,114,0.71,0.86,41.9,85.2,849,65.375736,0.88,2,100,13,100,100,0.866534,2
jnh03_ext.xml.minion.converted.minion.gz,1,0.868378,114,0.74,0.87,41.64,86.08,848,68.599057,0.89,2,100,14,100,100,0.873993,2
jnh04_ext.xml.minion.converted.minion.gz,1,0.865625,114,0.72,0.86,41.6,84.98,850,64.205882,0.88,2,100,14,100,100,0.863249,2
jnh05_ext.xml.minion.converted.minion.gz,1,0.868629,114,0.73,0.86,41.54,85.42,845,68.777515,0.92,2,100,13,100,100,0.867362,2
jnh06_ext.xml.minion.converted.minion.gz,1,0.866284,114,0.73,0.865,41.55,85.8,850,65.863529,0.87,2,100,14,100,100,0.871497,2
jnh07_ext.xml.minion.converted.minion.gz,1,0.866394,114,0.72,0.86,41.56,85.06,848,65.338443,0.88,2,100,13,100,100,0.863382,2
jnh08_ext.xml.minion.converted.minion.gz,1,0.867655,114,0.75,0.865,41.45,86.2,849,69.546525,0.93,2,100,14,100,100,0.87498,2
jnh09_ext.xml.minion.converted.minion.gz,1,0.865448,114,0.73,0.85,41.54,84.96,849,63.636042,0.88,2,100,14,100,100,0.862041,2
jnh10_ext.xml.minion.converted.minion.gz,1,0.868288,114,0.74,0.87,41.58,85.88,847,68.625738,0.87,2,100,14,100,100,0.871799,2
jnh11_ext.xml.minion.converted.minion.gz,1,0.865784,114,0.72,0.86,41.3,85.44,849,66.342756,0.89,2,100,14,100,100,0.867678,2
jnh12_ext.xml.minion.converted.minion.gz,1,0.867253,114,0.72,0.86,41.67,85.28,848,66.208726,0.91,2,100,13,100,100,0.865456,2
jnh13_ext.xml.minion.converted.minion.gz,1,0.867013,114,0.74,0.86,41.3,85.9,849,69.272085,0.93,2,100,14,100,100,0.872802,2
jnh14_ext.xml.minion.converted.minion.gz,1,0.866161,114,0.71,0.85,41.61,85.04,849,64.617197,0.88,2,100,13,100,100,0.862944,2
jnh15_ext.xml.minion.converted.minion.gz,1,0.867306,114,0.74,0.855,41.2,85.42,847,69.766234,0.89,2,100,14,100,100,0.867554,2
jnh16_ext.xml.minion.converted.minion.gz,1,0.866279,114,0.73,0.865,41.7,85.54,849,63.413428,0.88,2,100,14,100,100,0.868121,2
jnh17_ext.xml.minion.converted.minion.gz,1,0.866245,114,0.71,0.85,41.27,84.66,847,67.547816,0.89,2,100,14,100,100,0.860347,2
jnh18_ext.xml.minion.converted.minion.gz,1,0.867871,114,0.74,0.86,41.67,85.96,849,67.540636,0.92,2,100,14,100,100,0.873231,2
jnh19_ext.xml.minion.converted.minion.gz,1,0.865383,114,0.7,0.855,41.48,84.7,850,64.424706,0.89,2,100,14,100,100,0.860595,2
jnh201_ext.xml.minion.converted.minion.gz,1,0.872395,71,0.78,0.87,41.54,86.46,800,57.04125,0.92,2,100,12,100,100,0.87476,2
jnh202_ext.xml.minion.converted.minion.gz,1,0.867685,114,0.7,0.845,39.6,83.54,799,64.406758,0.85,2,100,13,100,100,0.850174,2
jnh203_ext.xml.minion.converted.minion.gz,1,0.868572,114,0.72,0.845,39.02,84.32,798,69.87594,0.89,2,100,14,100,100,0.85704,2
jnh204_ext.xml.minion.converted.minion.gz,1,0.866004,114,0.69,0.84,39.14,83.46,800,64.62625,0.92,2,100,14,100,100,0.849111,2
jnh205_ext.xml.minion.converted.minion.gz,1,0.867611,114,0.71,0.84,39.05,83.6,797,67.337516,0.87,2,100,14,100,100,0.850043,2
jnh206_ext.xml.minion.converted.minion.gz,1,0.867552,114,0.71,0.86,39.03,84.26,799,68.503129,0.88,2,100,14,100,100,0.85743,2
jnh207_ext.xml.minion.converted.minion.gz,1,0.866343,114,0.69,0.845,39.36,83.58,800,63.22875,0.89,2,100,13,100,100,0.84949,2
jnh208_ext.xml.minion.converted.minion.gz,1,0.868395,114,0.72,0.84,39.02,83.9,797,69.331242,0.86,2,100,14,100,100,0.852951,2
jnh209_ext.xml.minion.converted.minion.gz,1,0.866022,114,0.69,0.845,39.02,83.68,800,65.50625,0.87,2,100,14,100,100,0.851972,2
jnh20_ext.xml.minion.converted.minion.gz,1,0.868054,114,0.73,0.86,41.46,85.22,846,68.660757,0.91,2,100,14,100,100,0.865731,2
jnh210_ext.xml.minion.converted.minion.gz,1,0.866395,114,0.71,0.84,39.13,83.52,799,65.003755,0.88,2,100,13,100,100,0.849151,2
jnh211_ext.xml.minion.converted.minion.gz,1,0.868227,114,0.71,0.86,38.84,84.14,798,71.234336,0.92,2,100,14,100,100,0.856507,2
jnh212_ext.xml.minion.converted.minion.gz,1,0.866464,114,0.7,0.845,39.32,83.72,800,63.21125,0.91,2,100,13,100,100,0.851695,2
jnh213_ext.xml.minion.converted.minion.gz,1,0.867298,114,0.7,0.84,38.94,83.42,797,67.735257,0.84,2,100,14,100,100,0.848091,2
jnh214_ext.xml.minion.converted.minion.gz,1,0.867218,114,0.7,0.85,38.94,83.96,799,68.272841,0.85,2,100,14,100,100,0.854652,2
jnh215_ext.xml.minion.converted.minion.gz,1,0.865605,114,0.7,0.84,38.98,83.08,800,65.41,0.85,2,100,14,100,100,0.844107,2
jnh216_ext.xml.minion.converted.minion.gz,1,0.868104,114,0.72,0.845,38.82,83.8,797,70.398996,0.9,2,100,14,100,100,0.852705,2
jnh217_ext.xml.minion.converted.minion.gz,1,0.866444,72,0.7,0.85,39.39,84.1,800,62.35625,0.88,2,100,14,100,100,0.855555,2
jnh218_ext.xml.minion.converted.minion.gz,1,0.86698,114,0.69,0.84,38.99,83.14,797,67.048934,0.87,2,100,14,100,100,0.845251,2
jnh219_ext.xml.minion.converted.minion.gz,1,0.867587,114,0.71,0.845,38.87,83.86,799,69.629537,0.92,2,100,14,100,100,0.853379,2
jnh220_ext.xml.minion.converted.minion.gz,1,0.865732,114,0.69,0.845,39.23,83.52,800,62.68125,0.91,2,100,14,100,100,0.849028,2
jnh301_ext.xml.minion.converted.minion.gz,1,0.871328,71,0.81,0.89,46.54,89,900,57.613333,0.94,2,100,13,100,100,0.899903,2
jnh302_ext.xml.minion.converted.minion.gz,1,0.86752,114,0.75,0.87,44.37,86.8,898,65.864143,0.9,2,100,13,100,100,0.880358,2
jnh303_ext.xml.minion.converted.minion.gz,1,0.866822,114,0.75,0.89,43.78,87.54,899,68.770857,0.9,2,100,14,100,100,0.888256,2
jnh304_ext.xml.minion.converted.minion.gz,1,0.865824,114,0.74,0.88,44.17,86.8,900,64.424444,0.91,2,100,14,100,100,0.880818,2
jnh305_ext.xml.minion.converted.minion.gz,1,0.868599,114,0.76,0.89,43.98,87.48,896,69.743304,0.9,2,100,14,100,100,0.886619,2
jnh306_ext.xml.minion.converted.minion.gz,1,0.865933,72,0.74,0.875,44.23,86.88,899,63.225806,0.93,2,100,13,100,100,0.88135,2
jnh307_ext.xml.minion.converted.minion.gz,1,0.866601,114,0.75,0.87,43.59,86.72,897,69.605351,0.9,2,100,14,100,100,0.879273,2
jnh308_ext.xml.minion.converted.minion.gz,1,0.866167,114,0.74,0.88,44.1,87.14,900,65.146667,0.88,2,100,14,100,100,0.884048,2
jnh309_ext.xml.minion.converted.minion.gz,1,0.866577,114,0.75,0.88,44.11,86.78,898,65.493318,0.9,2,100,13,100,100,0.879851,2
jnh310_ext.xml.minion.converted.minion.gz,1,0.866665,114,0.74,0.88,43.67,87.16,899,69.490545,0.92,2,100,14,100,100,0.885053,2
langford-2-10.xml.minion.conv.minion,1,0.717507,50,0.95,0.95,21,19,0,90.347619,0.95,20,20,50,20,20,1,20
langford-2-11.xml.minion.conv.minion,1,0.693308,48,0.954545,0.954545,23,21,0,86.300395,0.954545,22,22,48,22,22,1,22
langford-2-12.xml.minion.conv.minion,1,0.670291,50,0.958333,0.958333,25,23,0,84.406667,0.958333,24,24,50,24,24,1,24
langford-2-13.xml.minion.conv.minion,1,0.648447,57,0.961538,0.961538,27,25,0,88.649573,0.961538,26,26,57,26,26,1,26
langford-2-14.xml.minion.conv.minion,1,0.627744,39,0.964286,0.964286,29,27,0,71.76601,0.964286,28,28,39,28,28,1,28
langford-2-15.xml.minion.conv.minion,1,0.608135,35,0.966667,0.966667,31,29,0,63.025806,0.966667,30,30,35,30,30,1,30
langford-2-16.xml.minion.conv.minion,1,0.589565,35,0.96875,0.96875,33,31,0,61.625,0.96875,32,32,35,32,32,1,32
langford-2-17.xml.minion.conv.minion,1,0.571975,25,0.970588,0.970588,35,33,0,51.956303,0.970588,34,34,25,34,34,1,34
langford-2-18.xml.minion.conv.minion,1,0.555308,31,0.972222,0.972222,37,35,0,56.241742,0.972222,36,36,31,36,36,1,36
langford-2-19.xml.minion.conv.minion,1,0.539505,31,0.973684,0.973684,39,37,0,54.206478,0.973684,38,38,31,38,38,1,38
langford-2-20.xml.minion.conv.minion,1,0.52451,27,0.975,0.975,41,39,0,48.596341,0.975,40,40,27,40,40,1,40
langford-2-21.xml.minion.conv.minion,1,0.510273,20,0.97619,0.97619,43,41,0,43.037652,0.97619,42,42,20,42,42,1,42
langford-2-25.xml.minion.conv.minion,1,0.459944,25,0.98,0.98,51,49,0,43.958431,0.98,50,50,25,50,50,1,50
langford-2-2.xml.minion.conv.minion,1,0.917531,263,0.75,0.75,5,3,0,336.1,0.75,4,4,263,4,4,1,4
langford-2-30.xml.minion.conv.minion,1,0.409024,25,0.983333,0.983333,61,59,0,40.239344,0.983333,60,60,25,60,60,1,60
langford-2-3.xml.minion.conv.minion,1,0.900463,169,0.833333,0.833333,7,5,0,251.142857,0.833333,6,6,169,6,6,1,6
langford-2-40.xml.minion.conv.minion,1,0.334327,13,0.9875,0.9875,81,79,0,24.474691,0.9875,80,80,13,80,80,1,80
langford-2-4-ext.xml.minion.gz,1,0.776417,136,0.875,0.875,8,7,32,235.25,0.875,8,8,136,8,8,1,8
langford-2-4.xml.minion.conv.minion,1,0.877557,136,0.875,0.875,9,7,0,208.138889,0.875,8,8,136,8,8,1,8
langford-2-50.xml.minion.conv.minion,1,0.282422,7,0.99,0.99,101,99,0,16.947921,0.99,100,100,7,100,100,1,100
langford-2-5.xml.minion.conv.minion,1,0.851502,104,0.9,0.9,11,9,0,170.981818,0.9,10,10,104,10,10,1,10
langford-2-6.xml.minion.conv.minion,1,0.824093,97,0.916667,0.916667,13,11,0,154.974359,0.916667,12,12,97,12,12,1,12
langford-2-7.xml.minion.conv.minion,1,0.796446,88,0.928571,0.928571,15,13,0,140.495238,0.928571,14,14,88,14,14,1,14
langford-2-8.xml.minion.conv.minion,1,0.769235,69,0.9375,0.9375,17,15,0,115.882353,0.9375,16,16,69,16,16,1,16
langford-2-9.xml.minion.conv.minion,1,0.74285,50,0.944444,0.944444,19,17,0,96.654971,0.944444,18,18,50,18,18,1,18
langford-3-11-ext.xml.minion.gz,1,0.704183,35,0.969697,0.969697,33.333333,32,550,72.723636,0.969697,33,33,35,33,33,1,33
langford-3-9-ext.xml.minion.gz,1,0.71177,35,0.962963,0.962963,27.333333,26,369,80.620596,0.962963,27,27,35,27,27,1,27
lard-83-83.xml.minion.gz,1,0.67202,530,0.987952,0.987952,82,82,3403,529.855716,0.987952,84,83,530,83,83,1,84
large-80-sat_ext.xml.minion.gz,1,0.672221,505,0.9875,0.9875,79,79,3160,500.028165,0.9875,80,80,495,80,80,1,80
large-80-unsat_ext.xml.minion.gz,1,0.672221,513,0.9875,0.9875,79,79,3160,500.160443,0.9875,80,80,487,80,80,1,80
large-84-unsat_ext.xml.minion.gz,1,0.671956,513,0.988095,0.988095,83,83,3486,500.144291,0.988095,84,84,487,84,84,1,84
latinSquare-dg-10_all.xml.minion,1,0.597051,999,0.35,0.35,4,35,0,999,0.35,10,100,999,100,100,0.408403,10
latinSquare-dg-11_all.xml.minion,1,0.580181,1000,0.330579,0.330579,4,40,0,1000,0.330579,11,121,1000,121,121,0.384615,11
latinSquare-dg-12_all.xml.minion,1,0.563627,1000,0.298611,0.298611,4,43,0,1000,0.298611,12,144,1000,144,144,0.379845,12
latinSquare-dg-3_all.xml.minion,1,0.679931,784,0.888889,0.888889,4,8,0,784,0.888889,3,9,784,9,9,1,3
latinSquare-dg-4_all.xml.minion,1,0.679717,892,0.6875,0.6875,4,11,0,892,0.6875,4,16,892,16,16,0.709091,4
latinSquare-dg-5_all.xml.minion,1,0.672635,966,0.64,0.64,4,16,0,966,0.64,5,25,966,25,25,0.6,5
latinSquare-dg-6_all.xml.minion,1,0.661038,987,0.527778,0.527778,4,19,0,987,0.527778,6,36,987,36,36,0.532164,6
latinSquare-dg-7_all.xml.minion,1,0.646671,995,0.489796,0.489796,4,24,0,995,0.489796,7,49,995,49,49,0.478261,7
latinSquare-dg-8_all.xml.minion,1,0.630731,998,0.421875,0.421875,4,27,0,998,0.421875,8,64,998,64,64,0.452991,8
latinSquare-dg-9_all.xml.minion,1,0.614016,996,0.395062,0.395062,4,32,0,996,0.395062,9,81,996,81,81,0.419355,9
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.682883,513,0.037778,0.055556,25.395556,25.395556,5714,513,0.073333,2,450,513,450,450,0.1336,2
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.682883,324,0.037778,0.055556,25.395556,25.395556,5714,324,0.073333,3,450,324,450,450,0.1336,3
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.682883,263,0.037778,0.055556,25.395556,25.395556,5714,263,0.073333,4,450,263,450,450,0.1336,4
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.682883,184,0.037778,0.055556,25.395556,25.395556,5714,184,0.073333,5,450,184,450,450,0.1336,5
lemma-100-9-mod.xml.minion.conv.minion,1,0.026747,96,0.98,0.99,147,98.66,0,96,0.98,9,100,96,100,100,0.996543,9
lemma-12-9-mod.xml.minion.conv.minion,1,0.22283,96,0.833333,0.916667,15,10.666667,0,96,0.833333,9,12,96,12,12,0.96835,9
lemma-15-9-mod.xml.minion.conv.minion,1,0.178178,96,0.866667,0.933333,19.6,13.733333,0,96,0.933333,9,15,96,15,15,0.980464,9
lemma-20-9-mod.xml.minion.conv.minion,1,0.134387,96,0.9,0.95,27,18.6,0,96,0.9,9,20,96,20,20,0.978122,9
lemma-30-9-mod.xml.minion.conv.minion,1,0.089536,96,0.933333,0.966667,42,28.666667,0,96,0.933333,9,30,96,30,30,0.988262,9
lemma-50-9-mod.xml.minion.conv.minion,1,0.053616,96,0.96,0.98,72,48.64,0,96,0.96,9,50,96,50,50,0.992549,9
magicSquare-10_glb.xml.minion.conv.minion,1,0.768242,484,0.99,0.99,5.4,99,0,495.466667,0.99,100,100,484,100,100,1,100
magicSquare-11_glb.xml.minion.conv.minion,1,0.749851,490,0.991736,0.991736,5.363636,120,0,500.408163,0.991736,121,121,490,121,121,1,121
magicSquare-12_glb.xml.minion.conv.minion,1,0.731691,496,0.993056,0.993056,5.333333,143,0,505.509434,0.993056,144,144,496,144,144,1,144
magicSquare-13_glb.xml.minion.conv.minion,1,0.713891,530,0.994083,0.994083,5.307692,168,0,538.245614,0.994083,169,169,530,169,169,1,169
magicSquare-14_glb.xml.minion.conv.minion,1,0.696537,496,0.994898,0.994898,5.285714,195,0,504.262295,0.994898,196,196,496,196,196,1,196
magicSquare-15_glb.xml.minion.conv.minion,1,0.679685,492,0.995556,0.995556,5.266667,224,0,499.815385,0.995556,225,225,492,225,225,1,225
magicSquare-16_glb.xml.minion.conv.minion,1,0.663366,510,0.996094,0.996094,5.25,255,0,517.101449,0.996094,256,256,510,256,256,1,256
magicSquare-17_glb.xml.minion.conv.minion,1,0.647597,484,0.99654,0.99654,5.235294,288,0,491.068493,0.99654,289,289,484,289,289,1,289
magicSquare-18_glb.xml.minion.conv.minion,1,0.632382,514,0.996914,0.996914,5.222222,323,0,520.311688,0.996914,324,324,514,324,324,1,324
magicSquare-19_glb.xml.minion.conv.minion,1,0.617717,481,0.99723,0.99723,5.210526,360,0,487.407407,0.99723,361,361,481,361,361,1,361
magicSquare-3_glb.xml.minion.conv.minion,1,0.873959,452,0.888889,0.888889,6.333333,8,0,484,0.888889,9,9,452,9,9,1,9
magicSquare-4_glb.xml.minion.conv.minion,1,0.865625,473,0.9375,0.9375,6,15,0,498.095238,0.9375,16,16,473,16,16,1,16
magicSquare-5_glb.xml.minion.conv.minion,1,0.853642,522,0.96,0.96,5.8,24,0,541.12,0.96,25,25,522,25,25,1,25
magicSquare-6_glb.xml.minion.conv.minion,1,0.83897,504,0.972222,0.972222,5.666667,35,0,521.103448,0.972222,36,36,504,36,36,1,36
magicSquare-7_glb.xml.minion.conv.minion,1,0.822485,523,0.979592,0.979592,5.571429,48,0,537.454545,0.979592,49,49,523,49,49,1,49
magicSquare-8_glb.xml.minion.conv.minion,1,0.804881,507,0.984375,0.984375,5.5,63,0,520.324324,0.984375,64,64,507,64,64,1,64
magicSquare-9_glb.xml.minion.conv.minion,1,0.786675,517,0.987654,0.987654,5.444444,80,0,528.780488,0.987654,81,81,517,81,81,1,81
mug100-1-3.xml.watchless.minion.gz,1,0.473173,324,0.03,0.03,3.32,3.32,0,324,0.03,3,100,324,100,100,0.371667,3
mug100-1-4.xml.watchless.minion.gz,1,0.473173,263,0.03,0.03,3.32,3.32,0,263,0.03,4,100,263,100,100,0.371667,4
mug100-25-3.xml.watchless.minion.gz,1,0.473173,324,0.03,0.03,3.32,3.32,0,324,0.03,3,100,324,100,100,0.37,3
mug100-25-4.xml.watchless.minion.gz,1,0.473173,263,0.03,0.03,3.32,3.32,0,263,0.03,4,100,263,100,100,0.37,4
mug88-1-3.xml.watchless.minion.gz,1,0.473771,324,0.034091,0.034091,3.318182,3.318182,0,324,0.034091,3,88,324,88,88,0.348485,3
mug88-1-4.xml.watchless.minion.gz,1,0.473771,263,0.034091,0.034091,3.318182,3.318182,0,263,0.034091,4,88,263,88,88,0.348485,4
mug88-25-3.xml.watchless.minion.gz,1,0.473771,324,0.034091,0.034091,3.318182,3.318182,0,324,0.034091,3,88,324,88,88,0.367424,3
mug88-25-4.xml.watchless.minion.gz,1,0.473771,263,0.034091,0.034091,3.318182,3.318182,0,263,0.034091,4,88,263,88,88,0.367424,4
myciel3-3.xml.watchless.minion.gz,1,0.490234,324,0.272727,0.363636,3.636364,3.636364,0,324,0.454545,3,11,324,11,11,0,3
myciel3-4.xml.watchless.minion.gz,1,0.490234,263,0.272727,0.363636,3.636364,3.636364,0,263,0.454545,4,11,263,11,11,0,4
myciel4-4.xml.watchless.minion.gz,1,0.382715,263,0.217391,0.26087,6.173913,6.173913,0,263,0.478261,4,23,263,23,23,0,4
myciel4-5.xml.watchless.minion.gz,1,0.382715,184,0.217391,0.26087,6.173913,6.173913,0,184,0.478261,5,23,184,23,23,0,5
myciel5-4.xml.watchless.minion.gz,1,0.282062,263,0.170213,0.191489,10.042553,10.042553,0,263,0.489362,4,47,263,47,47,0,4
myciel5-5.xml.watchless.minion.gz,1,0.282062,184,0.170213,0.191489,10.042553,10.042553,0,184,0.489362,5,47,184,47,47,0,5
myciel5-6.xml.watchless.minion.gz,1,0.282062,169,0.170213,0.191489,10.042553,10.042553,0,169,0.489362,6,47,169,47,47,0,6
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.703784,324,0.170213,0.191489,10.042553,10.042553,236,324,0.489362,3,47,324,47,47,0,3
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.703784,263,0.170213,0.191489,10.042553,10.042553,236,263,0.489362,4,47,263,47,47,0,4
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.703784,184,0.170213,0.191489,10.042553,10.042553,236,184,0.489362,5,47,184,47,47,0,5
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.703784,169,0.170213,0.191489,10.042553,10.042553,236,169,0.489362,6,47,169,47,47,0,6
myciel6-4.xml.watchless.minion.gz,1,0.200428,263,0.126316,0.136842,15.894737,15.894737,0,263,0.494737,4,95,263,95,95,0,4
myciel6-5.xml.watchless.minion.gz,1,0.200428,184,0.126316,0.136842,15.894737,15.894737,0,184,0.494737,5,95,184,95,95,0,5
myciel6-6.xml.watchless.minion.gz,1,0.200428,169,0.126316,0.136842,15.894737,15.894737,0,169,0.494737,6,95,169,95,95,0,6
myciel6-7.xml.watchless.minion.gz,1,0.200428,154,0.126316,0.136842,15.894737,15.894737,0,154,0.494737,7,95,154,95,95,0,7
myciel7-4.xml.watchless.minion.gz,1,0.139208,263,0.094241,0.104712,24.712042,24.712042,0,263,0.497382,4,191,263,191,191,0,4
myciel7-5.xml.watchless.minion.gz,1,0.139208,184,0.094241,0.104712,24.712042,24.712042,0,184,0.497382,5,191,184,191,191,0,5
myciel7-6.xml.watchless.minion.gz,1,0.139208,169,0.094241,0.104712,24.712042,24.712042,0,169,0.497382,6,191,169,191,191,0,6
myciel7-7.xml.watchless.minion.gz,1,0.139208,154,0.094241,0.104712,24.712042,24.712042,0,154,0.497382,7,191,154,191,191,0,7
myciel7-8.xml.watchless.minion.gz,1,0.139208,136,0.094241,0.104712,24.712042,24.712042,0,136,0.497382,8,191,136,191,191,0,8
nmr_10_10_3.minion,1,0.442616,36,0.99,0.99,84.6,99,0,40.088106,0.99,3,100,36,100,100,1,3
nmr_10_10_4.minion,1,0.442616,20,0.99,0.99,84.6,99,0,24.281938,0.99,4,100,20,100,100,1,4
nmr_10_10_5.minion,1,0.442616,11,0.99,0.99,84.6,99,0,15.237885,0.99,5,100,11,100,100,1,5
nmr_10_11_3.minion,1,0.436506,36,0.990909,0.990909,93.618182,109,0,39.581796,0.990909,3,110,36,110,110,1,3
nmr_10_11_4.minion,1,0.436506,20,0.990909,0.990909,93.618182,109,0,23.69166,0.990909,4,110,20,110,110,1,4
nmr_10_11_5.minion,1,0.436506,11,0.990909,0.990909,93.618182,109,0,14.747394,0.990909,5,110,11,110,110,1,5
nmr_10_12_3.minion,1,0.431409,36,0.991667,0.991667,102.633333,119,0,39.115719,0.991667,3,120,36,120,120,1,3
nmr_10_12_4.minion,1,0.431409,20,0.991667,0.991667,102.633333,119,0,23.205686,0.991667,4,120,20,120,120,1,4
nmr_10_12_5.minion,1,0.431409,11,0.991667,0.991667,102.633333,119,0,14.256522,0.991667,5,120,11,120,120,1,5
nmr_10_5_3.minion,1,0.509441,36,0.98,0.98,39.4,49,0,49.339093,0.98,3,50,36,50,50,1,3
nmr_10_5_4.minion,1,0.509441,20,0.98,0.98,39.4,49,0,33.412527,0.98,4,50,20,50,50,1,4
nmr_10_5_5.minion,1,0.509441,11,0.98,0.98,39.4,49,0,24.544276,0.98,5,50,11,50,50,1,5
nmr_10_6_3.minion,1,0.48725,36,0.983333,0.983333,48.466667,59,0,45.441219,0.983333,3,60,36,60,60,1,3
nmr_10_6_4.minion,1,0.48725,20,0.983333,0.983333,48.466667,59,0,29.483309,0.983333,4,60,20,60,60,1,4
nmr_10_6_5.minion,1,0.48725,11,0.983333,0.983333,48.466667,59,0,21.139332,0.983333,5,60,11,60,60,1,5
nmr_10_7_3.minion,1,0.471348,36,0.985714,0.985714,57.514286,69,0,43.165625,0.985714,3,70,36,70,70,1,3
nmr_10_7_4.minion,1,0.471348,20,0.985714,0.985714,57.514286,69,0,27.453125,0.985714,4,70,20,70,70,1,4
nmr_10_7_5.minion,1,0.471348,11,0.985714,0.985714,57.514286,69,0,18.35625,0.985714,5,70,11,70,70,1,5
nmr_10_8_3.minion,1,0.459393,36,0.9875,0.9875,66.55,79,0,41.966301,0.9875,3,80,36,80,80,1,3
nmr_10_8_4.minion,1,0.459393,20,0.9875,0.9875,66.55,79,0,25.995298,0.9875,4,80,20,80,80,1,4
nmr_10_8_5.minion,1,0.459393,11,0.9875,0.9875,66.55,79,0,16.925549,0.9875,5,80,11,80,80,1,5
nmr_10_9_3.minion,1,0.450078,36,0.988889,0.988889,75.577778,89,0,40.807575,0.988889,3,90,36,90,90,1,3
nmr_10_9_4.minion,1,0.450078,20,0.988889,0.988889,75.577778,89,0,25.041539,0.988889,4,90,20,90,90,1,4
