@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
rankfunc42_unsigned_16,1,0.155907,1731
rankfunc43_signed_64,1,0.131076,5670
rankfunc44_unsigned_32,1,0.176674,1686
rankfunc45_signed_16,1,0.09974,1277
rankfunc46_unsigned_32,1,0.172805,2450
rankfunc47_signed_64,1,0.095212,3667
rankfunc48_unsigned_16,1,0.158967,1318
rankfunc49_signed_32,1,0.180282,1400
rankfunc4_unsigned_16,1,0.329897,245
rankfunc50_signed_64,1,0.096759,3517
rankfunc51_signed_32,1,0.138829,1901
rankfunc52_unsigned_32,1,0.14466,1773
rankfunc53_signed_16,1,0.17819,782
rankfunc54_signed_32,1,0.145827,2406
rankfunc55_unsigned_32,1,0.165002,1033
rankfunc56_signed_16,1,0.215126,404
rankfunc57_unsigned_64,1,0.159089,3146
rankfunc58_signed_32,1,0.188721,1822
rankfunc59_unsigned_16,1,0.188902,1143
rankfunc5_signed_64,1,0.155269,2251
rankfunc60_unsigned_32,1,0.215225,1104
rankfunc61_signed_32,1,0.125778,1974
rankfunc6_unsigned_16,1,0.130214,629
rankfunc7_signed_16,1,0.168754,1000
rankfunc8_unsigned_32,1,0.18156,1907
rankfunc9_signed_64,1,0.167027,1739
ring_r4_ser--opt-11_-shuffled,1,3.654228,182
ring_r6_ser---16_-shuffled,1,6.80109,377
ring_r6_ser--opt-17_-shuffled,1,6.785086,400
ring_r7_ser---19_-shuffled,1,7.05138,514
robots_1_5_2_100.2,1,0.472222,1914
robots_1_5_2_100.4,1,0.512949,3776
robots_1_5_2_100.8,1,0.536066,7500
robots_1_5_2_10.2,1,0.472222,1914
robots_1_5_2_14.2,1,0.472222,1914
robots_1_5_2_21.4,1,0.512949,3776
robots_1_5_2_2.4,1,0.512949,3776
robots_1_5_2_28.2,1,0.472222,1914
robots_1_5_2_31.2,1,0.472222,1914
robots_1_5_2_32.8,1,0.536066,7500
robots_1_5_2_33.2,1,0.472222,1914
robots_1_5_2_3.4,1,0.512949,3776
robots_1_5_2_39.4,1,0.512949,3776
robots_1_5_2_40.8,1,0.536066,7500
robots_1_5_2_45.4,1,0.512949,3776
robots_1_5_2_47.2,1,0.472222,1914
robots_1_5_2_49.2,1,0.472222,1914
robots_1_5_2_54.8,1,0.536066,7500
robots_1_5_2_61.8,1,0.536066,7500
robots_1_5_2_67.8,1,0.536066,7500
robots_1_5_2_75.8,1,0.536066,7500
robots_1_5_2_80.4,1,0.512949,3776
robots_1_5_2_81.2,1,0.472222,1914
robots_1_5_2_82.4,1,0.512949,3776
robots_1_5_2_82.8,1,0.536066,7500
robots_1_5_2_85.2,1,0.472222,1914
robots_1_5_2_85.4,1,0.512949,3776
robots_1_5_2_91.8,1,0.536066,7500
robots_1_5_2_9.8,1,0.536066,7500
robots_1_5_2_99.4,1,0.512949,3776
robots_1_5_3_100.2,1,0.472168,1914
robots_1_5_3_100.4,1,0.512917,3776
robots_1_5_3_100.8,1,0.536049,7500
robots_1_5_3_16.4,1,0.512917,3776
robots_1_5_3_16.8,1,0.536049,7500
robots_1_5_3_20.4,1,0.512917,3776
robots_1_5_3_24.4,1,0.512917,3776
robots_1_5_3_2.4,1,0.512917,3776
robots_1_5_3_25.2,1,0.472168,1914
robots_1_5_3_26.2,1,0.472168,1914
robots_1_5_3_27.8,1,0.536049,7500
robots_1_5_3_30.2,1,0.472168,1914
robots_1_5_3_39.8,1,0.536049,7500
robots_1_5_3_44.4,1,0.512917,3776
robots_1_5_3_44.8,1,0.536049,7500
robots_1_5_3_51.2,1,0.472168,1914
robots_1_5_3_52.2,1,0.472168,1914
robots_1_5_3_52.4,1,0.512917,3776
robots_1_5_3_55.8,1,0.536049,7500
robots_1_5_3_57.4,1,0.512917,3776
robots_1_5_3_62.2,1,0.472168,1914
robots_1_5_3_64.8,1,0.536049,7500
robots_1_5_3_66.4,1,0.512917,3776
robots_1_5_3_70.8,1,0.536049,7500
robots_1_5_3_7.2,1,0.472168,1914
robots_1_5_3_78.4,1,0.512917,3776
robots_1_5_3_80.2,1,0.472168,1914
robots_1_5_3_8.8,1,0.536049,7500
robots_1_5_3_90.8,1,0.536049,7500
robots_1_5_3_91.2,1,0.472168,1914
robots_1_5_4_100.2,1,0.472113,1914
robots_1_5_4_100.4,1,0.512885,3776
robots_1_5_4_100.8,1,0.536031,7500
robots_1_5_4_17.8,1,0.536031,7500
robots_1_5_4_1.8,1,0.536031,7500
robots_1_5_4_22.2,1,0.472113,1914
robots_1_5_4_24.8,1,0.536031,7500
robots_1_5_4_2.4,1,0.512885,3776
robots_1_5_4_30.4,1,0.512885,3776
robots_1_5_4_31.4,1,0.512885,3776
robots_1_5_4_32.2,1,0.472113,1914
robots_1_5_4_44.2,1,0.472113,1914
robots_1_5_4_46.4,1,0.512885,3776
robots_1_5_4_46.8,1,0.536031,7500
robots_1_5_4_50.4,1,0.512885,3776
robots_1_5_4_51.4,1,0.512885,3776
robots_1_5_4_52.2,1,0.472113,1914
robots_1_5_4_56.8,1,0.536031,7500
robots_1_5_4_59.2,1,0.472113,1914
robots_1_5_4_71.2,1,0.472113,1914
robots_1_5_4_73.2,1,0.472113,1914
robots_1_5_4_75.2,1,0.472113,1914
robots_1_5_4_75.8,1,0.536031,7500
robots_1_5_4_81.2,1,0.472113,1914
robots_1_5_4_87.4,1,0.512885,3776
robots_1_5_4_91.4,1,0.512885,3776
robots_1_5_4_91.8,1,0.536031,7500
robots_1_5_4_96.8,1,0.536031,7500
robots_1_5_4_98.4,1,0.512885,3776
robots_1_5_4_99.8,1,0.536031,7500
robots_1_5_5_100.2,1,0.472058,1914
robots_1_5_5_100.4,1,0.512853,3776
robots_1_5_5_100.8,1,0.536013,7500
robots_1_5_5_10.8,1,0.536013,7500
robots_1_5_5_12.4,1,0.512853,3776
robots_1_5_5_12.8,1,0.536013,7500
robots_1_5_5_14.8,1,0.536013,7500
robots_1_5_5_15.2,1,0.472058,1914
robots_1_5_5_24.2,1,0.472058,1914
robots_1_5_5_26.4,1,0.512853,3776
robots_1_5_5_30.4,1,0.512853,3776
robots_1_5_5_31.2,1,0.472058,1914
robots_1_5_5_33.8,1,0.536013,7500
robots_1_5_5_34.4,1,0.512853,3776
robots_1_5_5_38.2,1,0.472058,1914
robots_1_5_5_45.4,1,0.512853,3776
robots_1_5_5_50.8,1,0.536013,7500
robots_1_5_5_56.2,1,0.472058,1914
robots_1_5_5_5.8,1,0.536013,7500
robots_1_5_5_61.2,1,0.472058,1914
robots_1_5_5_62.2,1,0.472058,1914
robots_1_5_5_66.4,1,0.512853,3776
robots_1_5_5_66.8,1,0.536013,7500
robots_1_5_5_75.2,1,0.472058,1914
robots_1_5_5_8.4,1,0.512853,3776
robots_1_5_5_87.4,1,0.512853,3776
robots_1_5_5_93.4,1,0.512853,3776
robots_1_5_5_95.8,1,0.536013,7500
robots_1_5_5_97.2,1,0.472058,1914
robots_1_5_5_99.8,1,0.536013,7500
s1196_d3_u-shuffled,1,0.471288,2296
s1269_d3_s-shuffled,1,0.455972,2481.5
s27_d5_u-shuffled,1,0.466527,86
s298_d11_s-shuffled,1,0.514371,2400
s298_d2_s-shuffled,1,0.3219,298.5
s298_d5_s-shuffled,1,0.476859,999
s298_d9_s-shuffled,1,0.507938,1933
s3330_d10_u-shuffled,1,0.50655,28844
s3330_d4_s-shuffled,1,0.468847,10244
s386_d12_u-shuffled,1,0.528681,3663
s499_d15_s-shuffled,1,0.52723,4595.5
s499_d4_s-shuffled,1,0.472083,1053.5
s510_d12_s-shuffled,1,0.521952,4696
s510_d31_s-shuffled,1,0.532181,12609.5
s510_d4_s-shuffled,1,0.481681,1364
s713_d3_s-shuffled,1,0.457803,1549
s713_d5_s-shuffled,1,0.489238,2886
s820_d6_s-shuffled,1,0.511578,3301.5
s820_d7_s-shuffled,1,0.517767,3932.5
S-adeu-0,1,0.384036,2611
S-adeu-1,1,0.376916,2611
S-adeu-2,1,0.384036,2611
S-adeu-3,1,0.376916,2611
S-adeu-4,1,0.381681,2611
S-adeu-5,1,0.381681,2611
S-adeu-6,1,0.384036,2611
S-adeu-7,1,0.376916,2611
S-adeu-8,1,0.379308,2611
S-adeu-9,1,0.376916,2611
S-edau-0,1,0.384036,2611
S-edau-1,1,0.376916,2611
S-edau-2,1,0.384036,2611
S-edau-3,1,0.376916,2611
S-edau-4,1,0.381681,2611
S-edau-5,1,0.381681,2611
S-edau-6,1,0.384036,2611
S-edau-7,1,0.376916,2611
S-edau-8,1,0.379308,2611
S-edau-9,1,0.376916,2611
sortnetsort10.AE.stepl.005,1,0.473684,4176
sortnetsort10.AE.stepl.012,1,0.474331,9993
sortnetsort10.v.stepl.006,1,0.048178,872
sortnetsort10.v.stepl.007,1,0.041314,1017
sortnetsort10.v.stepl.012-shuffled,1,0.024126,1742
sortnetsort5.AE.stepl.003,1,0.418744,494
sortnetsort5.AE.stepl.005,1,0.42042,816
sortnetsort5.AE.stepl.006,1,0.420842,977
sortnetsort5.AE.stepl.007,1,0.421143,1138
sortnetsort5.v.stepl.007-shuffled,1,0.049097,212
sortnetsort6.AE.stepl.003,1,0.438931,772
sortnetsort6.AE.stepl.006,1,0.440613,1531
sortnetsort6.v.stepl.003-shuffled,1,0.106911,140
sortnetsort7.AE.stepl.003,1,0.451982,1113
sortnetsort7.AE.stepl.005,1,0.4531,1845
sortnetsort7.AE.stepl.006,1,0.45338,2211
sortnetsort7.AE.stepl.009,1,0.453848,3309
sortnetsort7.v.stepl.004-shuffled,1,0.077317,264
sortnetsort8.AE.stepl.005,1,0.462046,2517
sortnetsort8.AE.stepl.007,1,0.462457,3517
sortnetsort8.AE.stepl.009,1,0.462685,4517
sortnetsort8.v.stepl.008-shuffled,1,0.037668,710
sortnetsort9.AE.stepl.004,1,0.468322,2639
sortnetsort9.AE.stepl.005,1,0.468634,3294
sortnetsort9.AE.stepl.012,1,0.469365,7879
sortnetsort9.v.stepl.006,1,0.049043,692
sortnetsort9.v.stepl.012-shuffled,1,0.024566,1382
ssa7552-159-00-shuffled,1,0.237586,3557.5
ssa7552-159-50-shuffled,1,0.278263,2880.5
ssa7552-159-90-shuffled,1,0.322936,2331.5
ssa7552-160-50-shuffled,1,0.276057,2951.5
stmt1_145_146,1,0.133065,90
stmt11_643_645,1,0.124207,536
stmt1_20_21,1,0.123656,67
stmt124_966_965,1,0.15671,640
stmt1_30_31,1,0.122449,36
stmt137_903_911,1,0.159187,657
stmt1_392_393,1,0.150633,464
stmt16_0_1,1,0.308594,123
stmt1_629_630,1,0.158796,1317
stmt16_47_48,1,0.181362,1873
stmt16_818_819,1,0.216875,382
stmt17_143_144,1,0.263543,184
stmt17_18_19,1,0.272873,161
stmt17_63_70,1,0.166191,6450
stmt17_63_78,1,0.179256,7262
stmt17_82_94,1,0.159261,11061
stmt1_787_788,1,0.14976,1678
stmt17_99_98,1,0.175304,2084
stmt1_811_812,1,0.172727,256
stmt18_258_260,1,0.146597,460
stmt19_125_302,1,0.176713,3161
stmt19_133_257,1,0.163666,2795
stmt19_137_313,1,0.176738,3174
stmt19_142_261,1,0.162667,2818
stmt19_177_302,1,0.163296,3440
stmt1_919_920,1,0.159965,623
stmt19_214_309,1,0.156398,3608
stmt19_217_250,1,0.141868,3235
stmt19_2_180,1,0.209854,1415
stmt19_261_266,1,0.124953,3878
stmt19_2_83,1,0.232775,913
stmt19_313_318,1,0.12654,4640
stmt19_313_412,1,0.143866,5207
stmt19_3_177,1,0.190848,1563
stmt19_3_309,1,0.209194,2634
stmt19_3_78,1,0.201561,1061
stmt19_3_83,1,0.201611,1063
stmt19_66_318,1,0.19571,2921
stmt19_66_90,1,0.162881,1339
stmt19_67_83,1,0.195567,1094
stmt19_79_87,1,0.156071,9814
stmt19_83_302,1,0.191597,2890
stmt19_83_90,1,0.16211,1344
stmt19_90_133,1,0.163014,1590
stmt21_127_258,1,0.163887,2792
stmt21_134_418,1,0.197132,3795
stmt21_143_258,1,0.162282,2813
stmt21_252_310,1,0.136708,4202
stmt21_267_310,1,0.134737,4245
stmt21_310_360,1,0.137133,4973
stmt21_4_5,1,0.25348,676
stmt21_70_258,1,0.180491,2516
stmt21_71_304,1,0.206437,2662
stmt21_71_70,1,0.19486,1089
stmt21_79_314,1,0.192121,2896
stmt21_79_91,1,0.162425,1342
stmt22_179_182,1,0.129171,2374
stmt22_6_80,1,0.232804,911
stmt22_92_259,1,0.178418,2540
stmt23_66_76,1,0.17314,6856
stmt24_148_149,1,0.162562,72
stmt24_292_293,1,0.149301,473
stmt24_765_766,1,0.160338,658
stmt24_7_8,1,0.297297,12
stmt25_52_53,1,0.171162,1779
stmt25_597_598,1,0.149828,850
stmt2_649_723,1,0.201285,512
stmt2_649_776,1,0.228546,599
stmt27_149_224,1,0.137455,2403
stmt27_296_297,1,0.145062,491
stmt27_93_98,1,0.166255,1959
stmt28_68_81,1,0.174783,8103
stmt29_21_275,1,0.196935,2577
stmt2_976_999,1,0.148917,10161
stmt31_100_276,1,0.179479,2848
stmt31_22_23,1,0.24093,811
stmt32_122_129,1,0.139241,59
stmt32_153_277,1,0.164593,3125
stmt32_228_277,1,0.149531,3451
stmt3_639_640,1,0.156477,392
stmt37_941_942,1,0.164258,1789
stmt38_943_942,1,0.165831,1766
stmt39_34_107,1,0.215517,1119
stmt3_969_973,1,0.163283,324
stmt41_235_286,1,0.149682,3529
stmt41_262_275,1,0.255519,941
stmt41_336_385,1,0.133213,5308
stmt41_36_37,1,0.227732,871
stmt44_107_108,1,0.15,39
stmt44_107_113,1,0.170543,48
stmt44_252_301,1,0.149433,449
stmt44_40_162,1,0.201314,1421
stmt44_40_41,1,0.218827,921
stmt44_554_604,1,0.152384,808
stmt46_163_289,1,0.16408,3262
stmt47_239_290,1,0.14962,3592
stmt50_167_293,1,0.164067,3311
stmt52_117_295,1,0.177977,3034
stmt52_295_394,1,0.14445,5047
stmt52_54_55,1,0.212552,958
stmt53_208_245,1,0.125584,2715
stmt5_731_730,1,0.159982,626
stmt6_13_14,1,0.144737,29
stmt70_191_213,1,0.147541,437
stmt70_495_501,1,0.151416,796
stmt72_696_721,1,0.1627,637
stmt7_33_34,1,0.220057,876
stmt82_224_225,1,0.14751,472
stmt85_64_122,1,0.195164,1309
stmt86_889_890,1,0.189053,742
stmt9_350_351,1,0.153527,415
stmt9_445_446,1,0.143074,604
szymanski-10-s-shuffled,1,0.409074,7529.5
szymanski-24-s-shuffled,1,0.417089,128279.5
T-adeu-0,1,0.543297,2315
T-adeu-1,1,0.537695,2315
T-adeu-2,1,0.543297,2315
T-adeu-3,1,0.537695,2315
T-adeu-4,1,0.541445,2315
T-adeu-5,1,0.541445,2315
T-adeu-6,1,0.543297,2315
T-adeu-7,1,0.537695,2315
T-adeu-8,1,0.539578,2315
T-adeu-9,1,0.537695,2315
T-edau-0,1,0.543297,2315
T-edau-1,1,0.537695,2315
T-edau-2,1,0.543297,2315
T-edau-3,1,0.537695,2315
T-edau-4,1,0.541445,2315
T-edau-5,1,0.541445,2315
T-edau-6,1,0.543297,2315
T-edau-7,1,0.537695,2315
T-edau-8,1,0.539578,2315
T-edau-9,1,0.537695,2315
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006519,505
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.006644,92.083333
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.00155,555
test1_quant2,1,0.319647,343.5
test1_quant3,1,0.312146,441
test1_quant_squaring2,1,0.319647,343.5
test1_quant_squaring3,1,0.359085,346
test3_quant2-shuffled,1,0.292379,112
test3_quant4,1,0.290358,162
test3_quant_squaring4,1,0.355777,101
test4_quant2,1,0.260369,151
test4_quant4,1,0.267442,211
test4_quant_squaring2,1,0.260369,151
test4_quant_squaring4,1,0.333766,129.5
test5_quant5-shuffled,1,0.315622,168
test5_quant_squaring5-shuffled,1,0.399857,93.6
texas.ifetch1^4.E-f4-shuffled,1,0.071206,1473
texas.ifetch1^9.E-f4-shuffled,1,0.086593,1417.5
TOILET10.1.iv.20-shuffled,1,0.069677,425
TOILET16.1.iv.32-shuffled,1,0.047699,1064
TOILET7.1.iv.13-shuffled,1,0.056338,198
TOILET7.1.iv.14-shuffled,1,0.052239,213.5
toilet_a_02_01.2-shuffled,1,0.205128,8
toilet_a_02_10.2-shuffled,1,0.019608,44
toilet_a_04_10.2-shuffled,1,0.143177,68
toilet_a_06_01.4-shuffled,1,1.775039,40
toilet_a_06_10.2-shuffled,1,0.668213,92
toilet_a_08_01.4-shuffled,1,3.372581,52
toilet_a_08_10.2-shuffled,1,2.059326,116
toilet_a_10_01.11-shuffled,1,4.340454,176
toilet_a_10_01.5-shuffled,1,4.696386,80
toilet_a_10_10.2-shuffled,1,3.987539,140
toilet_c_02_01.2-shuffled,1,0.054054,8
toilet_c_04_01.4-shuffled,1,0.086486,28
toilet_c_04_10.2-shuffled,1,0.018824,68
toilet_c_06_01.5-shuffled,1,0.170984,50
toilet_c_06_10.2-shuffled,1,0.047757,92
toilet_c_08_01.13-shuffled,1,0.065708,169
toilet_c_08_01.16-shuffled,1,0.053422,208
toilet_c_08_01.4-shuffled,1,0.211921,52
toilet_c_08_05.10-shuffled,1,0.019382,330
toilet_c_08_05.6-shuffled,1,0.033046,198
toilet_c_08_05.7-shuffled,1,0.028095,231
toilet_c_08_05.8-shuffled,1,0.024434,264
toilet_c_08_05.9-shuffled,1,0.021617,297
toilet_c_08_10.2-shuffled,1,0.047952,116
toilet_c_10_01.11-shuffled,1,0.15006,176
toilet_c_10_01.15-shuffled,1,0.110522,240
toilet_c_10_01.20-shuffled,1,0.083139,320
toilet_c_10_01.4-shuffled,1,0.401284,64
toilet_c_10_05.11-shuffled,1,0.034014,440
toilet_c_10_05.12-shuffled,1,0.031114,480
toilet_c_10_05.7-shuffled,1,0.05423,280
toilet_c_10_05.9-shuffled,1,0.041806,360
toilet_c_10_10.2-shuffled,1,0.092251,140
toilet_g_02_01.2-shuffled,1,0.090909,5
toilet_g_04_01.2-shuffled,1,0.307692,10
toilet_g_08_01.2-shuffled,1,0.705882,20
toilet_g_20_01.2-shuffled,1,2.068966,50
uclid-pipe2,1,0.165181,678.5
uclid-pipe3a,1,0.153686,677
Umbrella_tbm_05.tex.module.000011,1,0.494922,167.6
Umbrella_tbm_05.tex.module.000015,1,0.494588,166.1
Umbrella_tbm_05.tex.module.000025,1,0.492424,157.1
Umbrella_tbm_05.tex.module.000030,1,0.490383,149.6
Umbrella_tbm_05.tex.module.000039,1,0.487583,140.6
Umbrella_tbm_05.tex.module.000043,1,0.48546,134.6
Umbrella_tbm_05.tex.module.000053,1,0.481802,125.6
Umbrella_tbm_05.tex.module.000064,1,0.473058,109.1
Umbrella_tbm_05.tex.module.000065,1,0.472089,107.6
Umbrella_tbm_05.tex.module.000079,1,0.468961,103.1
Umbrella_tbm_05.tex.module.000088,1,0.47561,101.1
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.230701,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.230701,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.231725,352.625
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.230912,351.625
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.229885,350.125
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.230097,350.625
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.230309,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.230701,351.125
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.230097,350.625
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.230097,350.625
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.230701,351.125
Umbrella_tbm_21.tex.module.000024,1,0.486627,124.8
Umbrella_tbm_21.tex.module.000029,1,0.484872,120.3
Umbrella_tbm_21.tex.module.000044,1,0.478533,106.8
Umbrella_tbm_21.tex.module.000049,1,0.478533,106.8
Umbrella_tbm_21.tex.module.000056,1,0.477707,105.3
Umbrella_tbm_21.tex.module.000069,1,0.481333,104.3
Umbrella_tbm_21.tex.module.000079,1,0.480253,101.4
Umbrella_tbm_21.tex.module.000129,1,0.479693,100.4
Umbrella_tbm_21.tex.module.000134,1,0.478532,98.4
Umbrella_tbm_21.tex.module.000139,1,0.477622,96.9
Umbrella_tbm_21.tex.module.000149,1,0.476677,95.4
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.22498,324.166667
Umbrella_tbm_24.tex.module.000066,1,0.46134,67.5
Umbrella_tbm_24.tex.module.000103,1,0.467173,62.25
Umbrella_tbm_24.tex.module.000131,1,0.463557,58
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.264967,264.875
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.264967,264.875
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.264967,264.875
Umbrella_tbm_25.tex.module.000003,1,0.500622,194.1
Umbrella_tbm_25.tex.module.000031,1,0.499067,194.1
Umbrella_tbm_25.tex.module.000041,1,0.498323,189.6
Umbrella_tbm_25.tex.module.000084,1,0.487805,144.6
Umbrella_tbm_25.tex.module.000087,1,0.487805,144.6
Umbrella_tbm_25.tex.module.000099,1,0.491081,144.6
Umbrella_tbm_25.tex.module.000106,1,0.49114,145.6
Umbrella_tbm_25.tex.module.000121,1,0.494456,139.8
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.269994,369.7
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.269338,368.7
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.269994,369.7
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.269063,368.7
Umbrella_tbm_26.tex.module.000004,1,0.481354,118.3
Umbrella_tbm_26.tex.module.000021,1,0.481403,118.3
Umbrella_tbm_26.tex.module.000041,1,0.472503,101.8
Umbrella_tbm_26.tex.module.000061,1,0.472951,98.3
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.298292,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.297918,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.298292,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.298292,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.298545,223.3
Umbrella_tbm_29.tex.module.000009,1,0.502055,120.125
Umbrella_tbm_29.tex.module.000010,1,0.501604,118.625
Umbrella_tbm_29.tex.module.000078,1,0.49348,79
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.292178,220.375
vis.arbiter.E-f4-shuffled,1,0.034671,1818.5
vis.coherence^1.E-d4-shuffled,1,0.007119,1838
vis.elevator^1.E-f2-shuffled,1,0.07685,1432.5
vis.emodel.E-f4-shuffled,1,0.034431,1454.5
vis.prodcell^01.E-d4-shuffled,1,0.009936,3010
vis.prodcell^04.E-f4-shuffled,1,0.028689,6653
vis.prodcell^05.E-f4-shuffled,1,0.027824,6847
vis.prodcell^08.E-f4-shuffled,1,0.021356,8911.5
vis.prodcell^09.E-f2-shuffled,1,0.070931,2709
vis.prodcell^23.E-f4-shuffled,1,0.021853,8702
vis.prodcell^24.E-f3-shuffled,1,0.034632,5507
vonNeumann-ripple-carry-13-c-shuffled,1,0.005014,382003
vonNeumann-ripple-carry-15-c-shuffled,1,0.004359,653071
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.446063,150.3
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.432288,214.2
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.422003,158
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.439642,237.1
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.420215,148.8
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.410128,223.5
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.417089,246.5
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.400042,156.2
x120.0,1,0.44488,3604
x120.1,1,0.444583,3604
x120.2,1,0.444583,3604
x120.3,1,0.44486,3604
x120.4,1,0.44494,3604
x120.5,1,0.444266,3604
x120.6,1,0.444197,3604
x120.7,1,0.444196,3604
x120.8,1,0.443899,3604
x120.9,1,0.44493,3604
x240.0,1,0.445383,7204
x240.1,1,0.445161,7204
x240.2,1,0.445877,7204
x240.3,1,0.445176,7204
x240.4,1,0.445709,7204
x240.5,1,0.445398,7204
x240.6,1,0.445457,7204
x240.7,1,0.445906,7204
x240.8,1,0.445675,7204
x240.9,1,0.445433,7204
x30.0,1,0.436456,904
x30.1,1,0.435431,904
x30.2,1,0.43875,904
x30.3,1,0.437387,904
x30.4,1,0.439184,904
x30.5,1,0.436681,904
x30.6,1,0.438321,904
x30.7,1,0.438321,902
x30.8,1,0.435148,904
x30.9,1,0.436661,904
x60.0,1,0.44229,1804
x60.1,1,0.442032,1804
x60.2,1,0.442588,1804
x60.3,1,0.441973,1804
x60.4,1,0.440849,1804
x60.5,1,0.440885,1804
x60.6,1,0.442893,1804
x60.7,1,0.442649,1804
x60.8,1,0.441848,1804
x60.9,1,0.441477,1804
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.015464,31
