@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC

@DATA
normalized-queen15-15-14.xml.mzn_AND_NODATA,1,23.022222,0.043436,46.044444,7.61471,46.044444,1,14,0.305771,3.807355,1,7.61471,0,0,3150,5180,0,5180,0,2.639531,856.654857,0,0,68.798407,0,3.807355,10360,0,2.639531,5180,0.076444,0,0
normalized-queen15-15-17.xml.mzn_AND_NODATA,1,23.022222,0.043436,46.044444,8.174926,46.044444,1,17,0.371293,4.087463,1,8.174926,0,0,3825,5180,0,5180,0,2.639531,919.679139,-1,0,83.540922,-1,4.087463,10360,0,2.639531,5180,0.076444,0,0
normalized-queen9-9-10.xml.mzn_AND_NODATA,1,13.037037,0.076705,26.074074,6.643856,26.074074,1,10,0.385896,3.321928,1,6.643856,0,0,810,1056,0,1056,0,1.919614,269.076176,-1,0,31.257555,-1,3.321928,2112,0,1.919614,1056,0.080353,0,0
normalized-queenAttacking-4.xml.mzn_AND_NODATA,1,1.477366,0.67688,3.345679,5.460327,4.427984,0.855153,4.37037,1.520967,2.516031,0.555556,8,0.444444,0.8094,1062,307,2.824751,414.1564,1.873288,1.458311,440.581308,0.383148,1.163495,369.594872,0.442917,4,872,1.809293,1.472776,359,0.78386,226,226
normalized-queenAttacking-10.xml.mzn_AND_NODATA,1,4.337875,0.230528,9.047003,11.689006,10.094005,0.949278,13.940736,3.121121,5.743321,0.544278,13.287712,0.455722,1.725807,20465,6045,1.492835,6686.389525,1.830827,1.392512,3875.216823,0.276888,1.84888,4581.805301,0.30346,6.643856,13657,1.318673,1.374083,6368,2.406311,1367,1367
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,7.604695,0.131498,15.20939,2.316545,15.20939,0.117607,2.683099,0.217668,1.158273,0.105634,4.906891,0.894366,1.124539,5715,1905,0.558637,16198,0.591899,1.911347,2373.826871,0.396882,0.486604,463.632703,0.396882,2.453445,34301,0.503299,1.911347,16198,0.218968,1905,1905
normalized-queensKnights-12-5-mul.xml.mzn_AND_NODATA,1,1.56231,0.640078,3.367781,6.636218,4.097264,0.854086,11.987842,5.025329,3.09143,0.544073,14.33985,0.455927,1.534404,3944,439,3.018825,533.404525,1.617213,0.725176,880.966659,0.479994,1.878268,1653.333333,0.37061,7.169925,1254,1.833083,1.845069,514,1.613843,312,312
normalized-queen16-16-17.xml.mzn_AND_NODATA,1,24.6875,0.040506,49.375,8.174926,49.375,1,17,0.34623,4.087463,1,8.174926,0,0,4352,6320,0,6320,0,2.72956,1046.390487,-1,0,88.634923,-1,4.087463,12640,0,2.72956,6320,0.076076,0,0
normalized-queen16-16-15.xml.mzn_AND_NODATA,1,24.6875,0.040506,49.375,7.813781,49.375,1,15,0.305497,3.906891,1,7.813781,0,0,3840,6320,0,6320,0,2.72956,1000.163992,-1,0,78.207285,-1,3.906891,12640,0,2.72956,6320,0.076076,0,0
normalized-queenAttacking-7.xml.mzn_AND_NODATA,1,2.57415,0.388478,5.530612,9.027777,6.598639,0.915433,8.522449,2.333665,4.358802,0.546939,11.22942,0.453061,1.35158,6264,1732,2.18897,2055.959425,1.853113,1.412341,1706.997226,0.345178,1.700873,1715.243728,0.385645,5.61471,4247,1.789609,1.421727,1892,1.733749,685,685
normalized-queen13-13-11.xml.mzn_AND_NODATA,1,19.692308,0.050781,39.384615,6.918863,39.384615,1,11,0.280909,3.459432,1,6.918863,0,0,1859,3328,0,3328,0,2.436415,584.643944,-1,0,47.473538,-1,3.459432,6656,0,2.436415,3328,0.07734,0,0
normalized-quasigroup6-10.xml.mzn_AND_NODATA,1,0.96988,1.031056,41.973896,128.78462,136.702811,0.372671,27.449799,11.224436,3.502622,1,302.615596,0,1.226479,13670,180,3.296827,1562.069004,1.28021,-0.008879,1958.85078,1.119163,3.542824,5589.769008,0.233423,6.507795,1325,0.821839,1.937919,483,0.967652,100,100
normalized-queen15-15-15.xml.mzn_AND_NODATA,1,23.022222,0.043436,46.044444,7.813781,46.044444,1,15,0.327611,3.906891,1,7.813781,0,0,3375,5180,0,5180,0,2.639531,879.050384,0,0,73.712579,0,3.906891,10360,0,2.639531,5180,0.076444,0,0
normalized-queens2.xml.mzn_AND_NODATA,1,0.674194,1.483254,2.335484,23.211093,104.993548,0.985646,104,46.184946,6.70044,1,696.845731,0,0,32240,206,0.10844,226.101319,0,-4.187372,2077.136313,3.50232,0.920431,14317.333333,0,6.70044,621,0,0.946677,209,0.110626,206,206
normalized-os-taillard-20-95-6.xml.mzn_AND_NODATA,1,1.461538,0.684211,3.897436,15.023077,5.846154,0.666667,33.558654,1.390279,5.118803,0.025641,21.651735,0.974359,5.798691,523515,15200,8.642384,31691.430011,0.337358,0.172037,19306.923105,0.612976,0.194789,21688.355263,0.568974,7.217245,76000,0.918296,0.172037,22800,3.001096,15200,15200
normalized-queens-50.xml.mzn_AND_NODATA,1,1.96,0.510204,3.92,11.780463,3.92,1,74.01,36.515204,5.849169,1,17.917069,0,0.33097,185025,4900,2,4391.579063,0.999711,0.141441,15316.878502,0.369527,1.121441,91288.010204,0.036478,6.136606,11025,0,1.121441,4900,3.437859,2450,2450
normalized-queen16-16-18.xml.mzn_AND_NODATA,1,24.6875,0.040506,49.375,8.33985,49.375,1,18,0.366597,4.169925,1,8.33985,0,0,4608,6320,0,6320,0,2.72956,1067.5008,-1,0,93.848742,-1,4.169925,12640,0,2.72956,6320,0.076076,0,0
normalized-queensKnights-20-5-add.xml.mzn_AND_NODATA,1,1.784946,0.560241,3.612903,9.076327,3.741935,0.981928,31.096774,13.922279,4.46741,0.935484,17.287712,0.064516,1.288605,14460,815,2.3353,762.842125,1.351301,0.59341,2124.343187,0.391628,1.662625,6473.859649,0.157377,8.643856,1890,1.378945,1.404756,830,1.96143,440,440
normalized-queensKnights-20-5-mul.xml.mzn_AND_NODATA,1,1.699248,0.588496,3.578947,8.16808,4.120301,0.89823,22.345865,9.946864,3.889831,0.654135,17.287712,0.345865,1.614044,14860,1015,2.876316,1121.338375,1.633893,0.481445,2324.343187,0.460738,1.864481,6614.664644,0.317068,8.643856,2690,1.949145,1.733423,1130,2.141415,640,640
normalized-patat-08-comp-3.xml.mzn_AND_NODATA,1,1.541737,0.648619,4.783557,9.154101,8.173798,0.630481,2.619337,0.977685,2.387622,0.027964,82.312953,0.972036,1.895795,37467,13904,4.742718,32446.993279,0.263245,0.380289,15309.02739,1.561768,0.181566,13984.80032,0.60879,5.491853,57092,1.794046,0.386494,22053,4.083734,13904,13904
normalized-queensKnights-25-5-add.xml.mzn_AND_NODATA,1,1.84058,0.543307,3.710145,9.735785,3.797101,0.988189,39.130435,17.87817,4.806176,0.956522,18.575425,0.043478,1.325644,27000,1255,2.244011,1157.188,1.266799,0.473672,3419.128999,0.385108,1.531515,12335.9375,0.130467,9.287712,2880,0.312091,1.332634,1270,2.273727,660,660
normalized-queenAttacking-8.xml.mzn_AND_NODATA,1,3.090431,0.323579,6.55836,10.009418,7.617245,0.929228,10.176656,2.592663,4.871078,0.545741,12,0.454259,1.492476,9678,2731,1.920642,3148.5865,1.843419,1.404414,2320.66937,0.32138,1.883968,2465.622737,0.356088,6,6476,1.572578,1.402016,2939,1.994698,886,886
normalized-queensKnights-25-5-mul.xml.mzn_AND_NODATA,1,1.75,0.571429,3.654255,8.878962,4.117021,0.914894,29.255319,13.308834,4.261544,0.702128,18.575425,0.297872,1.619337,27500,1505,2.798611,1605.308313,1.619162,0.393471,3669.128999,0.449961,1.826152,12510.304358,0.292241,9.287712,3880,1.120394,1.67025,1645,2.415299,910,910
normalized-queensKnights-10-5-mul.xml.mzn_AND_NODATA,1,1.509434,0.6625,3.283019,6.136687,4.075472,0.8375,9.641509,3.954239,2.833851,0.509434,13.287712,0.490566,1.470127,2555,335,3.050151,422.270688,1.598325,0.820678,645.999901,0.482758,1.85643,1047.873467,0.386253,6.643856,985,2.120402,1.866976,400,1.45503,250,250
normalized-queensKnights-8-5-mul.xml.mzn_AND_NODATA,1,1.444976,0.692053,3.177033,5.565972,4.038278,0.817881,7.454545,2.987119,2.543217,0.473684,12,0.526316,1.358677,1558,247,2.966476,325.4767,1.572468,0.937464,456.461843,0.481198,1.814139,624.307815,0.400652,6,752,1.758109,1.877388,302,1.279487,196,196
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,1.625,0.615385,3.465909,7.284498,4.113636,0.874126,15.727273,6.775913,3.428353,0.590909,15.627562,0.409091,1.584464,6920,625,2.96494,726.9925,1.632555,0.612737,1324.701404,0.473094,1.88606,2981.401515,0.348372,7.813781,1725,1.671741,1.803968,715,1.828512,420,420
normalized-queen14-14-15.xml.mzn_AND_NODATA,1,21.357143,0.046823,42.714286,7.813781,42.714286,1,15,0.353173,3.906891,1,7.813781,0,0,2940,4186,0,4186,0,2.539102,765.750557,0,0,69.221953,0,3.906891,8372,0,2.539102,4186,0.07685,0,0
normalized-queenAttacking-9.xml.mzn_AND_NODATA,1,3.669167,0.272541,7.714167,10.893819,8.77,0.940268,11.985,2.864053,5.329728,0.545,12.6797,0.455,1.613977,14382,4140,1.696148,4666.40305,1.837647,1.398398,3055.897717,0.298101,1.873082,3436.863611,0.328517,6.33985,9560,1.4761,1.39131,4403,2.218544,1118,1118
normalized-queens-80.xml.mzn_AND_NODATA,1,1.975,0.506329,3.95,13.139334,3.95,1,119.00625,59.009454,6.528377,1,19.956739,0,0.331889,761640,12640,2,11328.481502,0.999887,0.096945,43591.757166,0.367853,1.084445,377660.506329,0.032864,6.817406,28440,1,1.084445,12640,4.395049,6320,6320
normalized-queen14-14-13.xml.mzn_AND_NODATA,1,21.357143,0.046823,42.714286,7.400879,42.714286,1,13,0.306083,3.70044,1,7.400879,0,0,2548,4186,0,4186,0,2.539102,725.286185,0,0,59.992359,0,3.70044,8372,0,2.539102,4186,0.07685,0,0
normalized-geo50-20-d4-75-73_ext.xml.mzn_AND_NODATA,1,45.828571,0.02182,91.657143,2.069034,91.657143,0.020781,2.857143,0.070423,1.034517,0.047619,5.321928,0.952381,1.341641,3000,1000,0.145806,48120,0.276195,6.791989,1216.096405,0.229034,0.276195,73.944167,0.229034,2.660964,97240,0.145806,6.791989,48120,0.376923,1000,1000
normalized-queens-20.xml.mzn_AND_NODATA,1,1.9,0.526316,3.8,9.125593,3.8,1,29.025,14.038816,4.522652,1,13.929258,0,0.326895,11610,760,2,681.142875,0.998196,0.286397,1911.831322,0.374084,1.236397,5615.526316,0.046123,4.803665,1710,1,1.236397,760,2.080612,380,380
normalized-queens-30.xml.mzn_AND_NODATA,1,1.933333,0.517241,3.866667,10.301657,3.866667,1,44.016667,21.525575,5.110172,1,15.696424,0,0.329238,39615,1740,2,1559.458688,0.999198,0.210842,4840.653853,0.371808,1.177509,19373.017241,0.04134,5.394767,3915,0,1.177509,1740,2.61214,870,870
normalized-queensKnights-10-5-add.xml.mzn_AND_NODATA,1,1.515152,0.66,3.151515,7.025542,3.515152,0.94,14.272727,5.907407,3.392379,0.818182,13.287712,0.181818,1.142349,2355,235,2.740533,243.022563,1.645398,1.037987,545.999901,0.420249,2.057028,974.722222,0.267831,6.643856,585,1.885436,1.612881,250,1.092007,150,150
normalized-queensKnights-15-5-add.xml.mzn_AND_NODATA,1,1.689655,0.591837,3.448276,8.223195,3.655172,0.969388,22.827586,9.91133,4.024325,0.896552,15.627562,0.103448,1.234602,6620,475,2.486535,458.120313,1.475953,0.772676,1174.701404,0.402435,1.844017,2874.285714,0.199008,7.813781,1125,0.663844,1.503263,490,1.583529,270,270
normalized-queensKnights-50-5-add.xml.mzn_AND_NODATA,1,1.937622,0.516097,3.883041,11.766849,3.906433,0.996982,77.807018,37.142824,5.835926,0.988304,22.575425,0.011696,1.414369,199575,4955,2.082408,4473.278313,1.098117,0.224452,15582.487753,0.373233,1.24507,95271.343537,0.073723,11.287712,11205,0.099769,1.169958,4970,3.406009,2510,2510
normalized-queensKnights-50-5-mul.xml.mzn_AND_NODATA,1,1.866232,0.535839,3.820555,11.138834,4.084829,0.953671,65.440457,31.195064,5.438638,0.82708,22.575425,0.17292,1.596814,200575,5455,2.553493,5369.518939,1.506465,0.200735,16082.487753,0.418133,1.637443,95612.872474,0.220159,11.287712,13205,0.822484,1.467,5720,3.477153,3010,3010
normalized-qcp-15-120-13_ext.xml.mzn_AND_NODATA,1,7.598592,0.131603,15.197183,2.3168,15.197183,0.117702,2.683099,0.217711,1.1584,0.105634,4.906891,0.894366,1.124539,5715,1905,0.558941,16185,0.591899,1.740846,2373.826871,0.396979,0.486604,463.72451,0.396979,2.453445,34275,0.503567,1.740846,16185,0.217891,1905,1905
normalized-queens-100.xml.mzn_AND_NODATA,1,1.98,0.505051,3.96,13.784097,3.96,1,149.005,74.007551,6.850683,1,20.924337,0,0.332187,1490050,19800,2,17745.564379,0.999928,0.080793,71352.76563,0.367169,1.070793,740075.505051,0.031375,7.14024,44550,0,1.070793,19800,4.931091,9900,9900
normalized-queensKnights-12-5-add.xml.mzn_AND_NODATA,1,1.598086,0.625749,3.291866,7.562044,3.578947,0.95509,17.722488,7.495433,3.676789,0.856459,14.33985,0.143541,1.186881,3704,319,2.624299,318.306775,1.573864,0.920827,760.966659,0.412233,1.973876,1566.545455,0.235957,7.169925,774,0.885504,1.571932,334,1.306696,192,192
normalized-radar-8-24-3-2-10.xml.mzn_AND_NODATA,1,0.946092,1.05698,2.197439,2.561254,5.149596,0.284188,2.19407,1.145553,1.119302,0.548518,17,0.451482,0.269823,3256,399,1.190682,1538.02655,0.459526,1.825875,1628,0.634138,0.999668,1700,0.1904,1.5,3542,0.792711,3.140656,1404,1.381422,1340,1340
normalized-radar-8-24-3-2-0.xml.mzn_AND_NODATA,1,0.944134,1.059172,2.185056,2.552515,4.902235,0.285503,2.201117,1.14013,1.119083,0.550279,15,0.449721,0.273264,3152,386,1.194814,1481.492811,0.470764,1.847431,1576,0.605193,1.047802,1632.666667,0.190317,1.5,3412,0.791977,3.113207,1352,1.330851,1288,1288
normalized-radar-8-24-3-2-15.xml.mzn_AND_NODATA,1,0.94186,1.061728,2.179506,2.551698,4.768895,0.287037,2.209302,1.141594,1.118827,0.552326,14,0.447674,0.277104,3040,372,1.204283,1422.953587,0.483568,1.86758,1520,0.588905,1.091325,1570.833333,0.19022,1.5,3272,0.791118,3.112988,1296,1.315911,1232,1232
normalized-pigeon-clauses-61-60.xml.mzn_AND_NODATA,1,30.016667,0.033315,61,2.032204,119,1,2,0.032787,1,1,60,0,0,7320,109861,0.006806,110160.320326,0,0,3660,0.672331,0,120,0,1,329583,0,0,109861,0,0,0
normalized-radar-8-24-3-2-22.xml.mzn_AND_NODATA,1,0.942693,1.06079,2.173352,2.543313,4.631805,0.286474,2.206304,1.139565,1.118921,0.551576,13,0.448424,0.275716,3080,377,1.196997,1442.536925,0.478908,1.855392,1540,0.574601,1.077547,1590.833333,0.190256,1.5,3322,0.791433,3.08945,1316,1.276681,1252,1252
normalized-radar-8-24-3-2-24.xml.mzn_AND_NODATA,1,0.941643,1.061974,2.184438,2.557001,4.985591,0.286151,2.206052,1.139769,1.118592,0.551873,14,0.448127,0.275599,3062,374,1.202242,1433.690917,0.478515,1.860132,1531,0.616367,1.077651,1582,0.19013,1.5,3299,0.790327,3.130259,1307,1.353912,1244,1244
normalized-queensKnights-100-5-add.xml.mzn_AND_NODATA,1,1.974168,0.506543,3.950323,13.779679,3.956284,0.999245,153.412817,74.93961,6.846613,0.997019,26.575425,0.002981,1.467632,1544100,19855,2.025659,17827.263629,1.031904,0.107194,71658.447562,0.368197,1.110975,754267.171717,0.045361,13.287712,44730,0.029999,1.086411,19870,4.919796,9960,9960
normalized-queenAttacking-12.xml.mzn_AND_NODATA,1,5.859724,0.170656,12.08797,13.04696,13.129815,0.962347,18.25107,3.65145,6.444605,0.543509,14.33985,0.456491,1.913682,38382,11859,1.185942,12775.930901,1.824057,1.385076,5892.743007,0.240872,1.828894,7678.999898,0.262292,7.169925,25964,1.033464,1.3591,12323,2.698751,1958,1958
normalized-radar-8-24-3-2-37.xml.mzn_AND_NODATA,1,0.946667,1.056338,2.194667,2.557042,5.101333,0.283803,2.192,1.154556,1.119366,0.548,17,0.452,0.268788,3288,403,1.190829,1554.507078,0.456186,1.817795,1644,0.627371,0.986712,1731.833333,0.190424,1.5,3582,0.792926,3.132777,1420,1.37942,1356,1356
normalized-radar-8-24-3-2-40.xml.mzn_AND_NODATA,1,0.944672,1.058568,2.193989,2.560376,5.226776,0.284165,2.195355,1.155055,1.118944,0.54918,16,0.45082,0.27046,3214,393,1.179305,1513.00097,0.46159,1.831788,1607,0.644393,1.012229,1691,0.190264,1.5,3489,0.791512,3.11396,1383,1.393107,1320,1320
normalized-radar-8-24-3-2-26.xml.mzn_AND_NODATA,1,0.944823,1.058399,2.201635,2.568854,5.407357,0.284066,2.195504,1.150431,1.119322,0.549046,17,0.450954,0.270273,3223,394,1.193364,1518.340816,0.468784,1.83518,1611.584963,0.662743,1.016237,1688.833333,0.190408,1.5,3499,0.792779,3.13785,1387,1.400833,1324,1324
normalized-qcp-15-120-8_ext.xml.mzn_AND_NODATA,1,7.604695,0.131498,15.20939,2.316545,15.20939,0.117607,2.683099,0.217671,1.158273,0.105634,4.906891,0.894366,1.124539,5715,1905,0.558637,16198,0.591899,1.923684,2373.826871,0.396882,0.486604,463.639379,0.396882,2.453445,34301,0.503299,1.923684,16198,0.219033,1905,1905
normalized-radar-8-24-3-2-45.xml.mzn_AND_NODATA,1,0.94429,1.058997,2.179666,2.54646,4.841226,0.285398,2.200557,1.160515,1.1191,0.550139,15,0.449861,0.272995,3160,387,1.193004,1483.855711,0.469878,1.832748,1580,0.601384,1.039239,1666.5,0.190324,1.5,3422,0.792035,3.094008,1356,1.335477,1292,1292
normalized-qcp-15-120-6_ext.xml.mzn_AND_NODATA,1,7.604695,0.131498,15.20939,2.316545,15.20939,0.117607,2.683099,0.217666,1.158273,0.105634,4.906891,0.894366,1.124539,5715,1905,0.558637,16198,0.591899,1.903692,2373.826871,0.396882,0.486604,463.627708,0.396882,2.453445,34301,0.503299,1.903692,16198,0.218922,1905,1905
normalized-queensKnights-80-5-mul.xml.mzn_AND_NODATA,1,1.914659,0.522286,3.88713,12.660384,4.060564,0.970165,109.909153,53.346259,6.22453,0.885754,25.287712,0.114246,1.576243,798490,13495,2.411285,12844.165753,1.405635,0.125725,44684.543839,0.401403,1.496295,387560.569025,0.179054,12.643856,31820,1.49626,1.347385,13910,4.42709,7180,7180
normalized-radar-8-30-3-0-0.xml.mzn_AND_NODATA,1,0.934831,1.069712,2.184831,2.577524,5.7,0.278846,2.202247,1.136142,1.120192,0.550562,18,0.449438,0.273804,3920,464,1.145902,1814.655159,0.472547,1.849405,1960,0.699809,1.060315,2022.333333,0.190734,1.5,4192,0.795679,3.182,1664,1.438312,1600,1600
normalized-radar-8-30-3-0-13.xml.mzn_AND_NODATA,1,0.934685,1.06988,2.182995,2.575904,5.686937,0.278916,2.202703,1.142549,1.120181,0.550676,18,0.449324,0.274021,3912,463,1.153967,1810.373811,0.473265,1.85132,1956,0.697421,1.057795,2029.166667,0.190729,1.5,4182,0.795641,3.180493,1660,1.446588,1596,1596
normalized-fischer-9-10-fair.xml.mzn_AND_NODATA,1,0.950633,1.05193,2.690701,14.034556,5.00354,0.913725,6778.09185,3371.606976,4.779472,0.843757,42.863354,0.156243,1.328108,172312651,22082,2.516078,35906.612427,1.35228,-0.874231,153544.381882,0.960646,1.713237,85712992.534635,0.93341,14.287785,70416,1.80062,1.51713,24167,1.232986,5705,5705
normalized-queensKnights-8-5-add.xml.mzn_AND_NODATA,1,1.410853,0.708791,2.976744,6.378702,3.44186,0.917582,10.837209,4.379107,3.047902,0.767442,12,0.232558,1.077312,1398,167,2.695999,182.0782,1.713169,1.16468,376.461843,0.428105,2.115905,564.904762,0.306053,6,432,1.355427,1.633737,182,0.848343,116,116
normalized-queensKnights-80-5-add.xml.mzn_AND_NODATA,1,1.965971,0.508655,3.935035,13.132937,3.944316,0.99882,123.262181,59.863703,6.522396,0.99536,25.287712,0.00464,1.453708,796890,12695,2.037573,11410.180752,1.046199,0.135434,43884.543839,0.369415,1.142706,387018.839662,0.05231,12.643856,28620,1.040424,1.107151,12710,4.379265,6380,6380
normalized-radar-8-24-3-2-3.xml.mzn_AND_NODATA,1,0.945504,1.057637,2.196185,2.561239,5.279292,0.284582,2.196185,1.138056,1.119236,0.549046,16,0.450954,0.27087,3224,395,1.18042,1518.190441,0.46292,1.852374,1612,0.648041,1.02149,1670.666667,0.190375,1.5,3502,0.792491,3.14484,1388,1.389583,1324,1324
normalized-radar-8-24-3-2-27.xml.mzn_AND_NODATA,1,0.947368,1.055556,2.200658,2.561806,5.197368,0.283333,2.189474,1.157785,1.119444,0.547368,16,0.452632,0.267508,3328,408,1.191546,1576.448542,0.452086,1.813221,1664,0.638806,0.966233,1759.833333,0.190454,1.5,3632,0.793188,3.135362,1440,1.383733,1376,1376
normalized-radar-8-24-3-2-23.xml.mzn_AND_NODATA,1,0.944444,1.058824,2.184722,2.551471,4.895833,0.285294,2.2,1.151505,1.119118,0.55,14,0.45,0.272727,3168,388,1.190842,1489.604649,0.468996,1.833307,1584,0.60423,1.032707,1658.166667,0.19033,1.5,3432,0.792093,3.105498,1360,1.327991,1296,1296
normalized-queensKnights-100-5-mul.xml.mzn_AND_NODATA,1,1.931315,0.517782,3.909625,13.372392,4.05061,0.975901,139.728875,68.227953,6.590288,0.906914,26.575425,0.093086,1.567914,1546100,20855,2.353748,19619.744879,1.358681,0.100867,72658.447562,0.395015,1.434217,754942.303155,0.161973,13.287712,48730,0.495483,1.298768,21370,4.96014,10960,10960
normalized-radar-8-30-3-0-14.xml.mzn_AND_NODATA,1,0.933333,1.071429,2.181609,2.577586,5.82069,0.279557,2.206897,1.13295,1.120074,0.551724,18,0.448276,0.275993,3840,454,1.162823,1770.525924,0.479832,1.85338,1920,0.713067,1.084408,1971.333333,0.19069,1.5,4092,0.795286,3.214759,1624,1.45814,1560,1560
normalized-radar-8-30-3-0-15.xml.mzn_AND_NODATA,1,0.932558,1.072319,2.176744,2.57419,5.534884,0.279925,2.209302,1.142151,1.120012,0.552326,18,0.447674,0.277104,3800,449,1.162248,1751.228459,0.483568,1.864621,1900,0.683959,1.097441,1964.5,0.190667,1.5,4042,0.795082,3.192874,1604,1.43281,1540,1540
normalized-radar-8-24-3-2-38.xml.mzn_AND_NODATA,1,0.94657,1.056446,2.206464,2.570035,5.539578,0.282927,2.187995,1.147537,1.119512,0.547493,17,0.452507,0.267525,3317,406,1.189277,1569.272089,0.458577,1.828074,1658,0.676028,0.98513,1739.666667,0.190479,1.5,3619,0.793414,3.157058,1435,1.418629,1372,1372
normalized-radar-8-30-3-0-21.xml.mzn_AND_NODATA,1,0.936264,1.068075,2.196703,2.586854,6.097802,0.278169,2.197802,1.134615,1.120305,0.549451,19,0.450549,0.271662,4000,474,1.142229,1857.028581,0.465502,1.853745,2000,0.738751,1.031236,2065,0.190776,1.5,4292,0.796054,3.212111,1704,1.495261,1640,1640
normalized-radar-8-30-3-0-24.xml.mzn_AND_NODATA,1,0.934389,1.070218,2.188348,2.582324,5.868778,0.279056,2.20362,1.137538,1.120157,0.550905,17,0.449095,0.274456,3896,461,1.158804,1801.908238,0.474707,1.856231,1948,0.717411,1.068339,2011.166667,0.190721,1.5,4162,0.795563,3.213005,1652,1.468663,1588,1588
normalized-radar-8-30-3-0-10.xml.mzn_AND_NODATA,1,0.936681,1.067599,2.192686,2.581585,5.934498,0.277972,2.196507,1.149745,1.120338,0.549127,19,0.450873,0.271027,4024,477,1.143074,1869.178019,0.463434,1.826414,2012,0.725983,1.015896,2106.333333,0.190788,1.5,4322,0.796163,3.18436,1716,1.482594,1652,1652
normalized-radar-8-30-3-0-12.xml.mzn_AND_NODATA,1,0.936819,1.067442,2.195534,2.584302,6.007625,0.277907,2.196078,1.142792,1.120349,0.54902,19,0.45098,0.270817,4032,478,1.151106,1874.267573,0.462749,1.831538,2016,0.730014,1.016828,2098.166667,0.190792,1.5,4332,0.796199,3.213508,1720,1.479913,1656,1656
normalized-radar-8-30-3-0-27.xml.mzn_AND_NODATA,1,0.938429,1.065611,2.197983,2.583145,6.045648,0.277149,2.191083,1.154547,1.120475,0.547771,20,0.452229,0.268325,4128,490,1.142629,1924.246276,0.454701,1.820152,2064,0.737569,0.982961,2175.166667,0.190839,1.5,4452,0.796617,3.202174,1768,1.501632,1704,1704
normalized-radar-8-24-3-2-42.xml.mzn_AND_NODATA,1,0.94382,1.059524,2.183989,2.552083,4.984551,0.285714,2.202247,1.156835,1.119048,0.550562,15,0.449438,0.273804,3136,384,1.192924,1471.394767,0.472547,1.834521,1568,0.616253,1.047128,1647.333333,0.190304,1.5,3392,0.791858,3.121999,1344,1.359649,1280,1280
normalized-radar-8-30-3-0-29.xml.mzn_AND_NODATA,1,0.936123,1.068235,2.193282,2.583529,6.057269,0.278235,2.198238,1.139593,1.120294,0.549559,20,0.450441,0.271874,3992,473,1.155745,1851.990093,0.466196,1.844452,1996,0.735916,1.034668,2069.5,0.190772,1.5,4282,0.796017,3.231208,1700,1.495424,1636,1636
normalized-radar-8-30-3-0-34.xml.mzn_AND_NODATA,1,0.935841,1.068558,2.194137,2.585106,5.890487,0.278369,2.199115,1.145741,1.120272,0.549779,18,0.450221,0.2723,3976,471,1.149376,1845.875808,0.467591,1.84127,1988,0.719205,1.035085,2071.5,0.190763,1.5,4262,0.795943,3.182563,1692,1.448695,1628,1628
