@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC

@DATA
k_ph_p-11-shuffled,1,0.166919,693,0.573032,0.745103,0.396493,2.52019,2079,0.592708
k_ph_p-12-shuffled,1,0.166279,871.666667,0.578819,0.727656,0.364684,2.541457,2615,0.600606
k_ph_p-8-shuffled,1,0.200887,305,0.537729,0.859673,0.552012,2.373465,915,0.54671
k_ph_p-9-shuffled,1,0.182985,411.666667,0.552991,0.808348,0.489447,2.438425,1235,0.566235
k_poly_n-12-shuffled,1,0.130041,23.179487,0.489458,1.043077,0.769823,2.146806,904,0.48641
k_poly_n-13-shuffled,1,0.130151,23.348837,0.489492,1.042936,0.76989,2.146879,1004,0.486396
k_poly_n-20-shuffled,1,0.130482,23.873016,0.489593,1.042514,0.77009,2.147099,1504,0.48635
k_poly_n-21-shuffled,1,0.130524,23.940299,0.489605,1.042461,0.770115,2.147126,1604,0.486343
k_poly_p-19-shuffled,1,0.130447,23.816667,0.489582,1.042558,0.770069,2.147076,1429,0.486355
k_poly_p-21-shuffled,1,0.130514,23.924242,0.489602,1.042474,0.770109,2.14712,1579,0.486345
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.505427,0.978527,0.674758,2.215915,1663,0.506186
k_t4p_n-17-shuffled,1,0.16142,58.325,0.505889,0.976718,0.673274,2.218033,2333,0.506796
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.506102,0.975887,0.67259,2.21901,2869,0.507075
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.502399,0.990449,0.684433,2.202111,591,0.502093
k_t4p_p-12-shuffled,1,0.163158,49,0.50441,0.982515,0.678289,2.209868,931,0.504852
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.505379,0.978713,0.675083,2.214818,1467,0.506139
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.505452,0.978428,0.674842,2.21519,1534,0.506235
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.500635,0.997464,0.690705,2.190705,395,0.499684
k_t4p_p-8-shuffled,1,0.164179,44.2,0.503315,0.986828,0.681903,2.204291,663,0.503375
lognBWLARGEB1-shuffled,1,0.002909,935,0.966771,0.034371,0.037863,2.02428,1870,0.967771
lut4_2_f2-shuffled,1,1.11435,31.5,0.472371,1.116981,0.09417,4.060538,63,0.482547
lut4_AND_f1-shuffled,1,1.611852,33.5,0.515495,0.939884,0.075556,3.708148,67,0.526278
lut4_XOR_fOR-shuffled,1,0.625,19,0.481156,1.078329,0.184524,3.488095,38,0.470277
mutex-128-s,1,0.237546,11058,0.555067,0.801584,0.737312,1.982994,11058,0.560985
mutex-16-s,1,0.23946,1314,0.554286,0.804124,0.737493,1.982574,1314,0.560364
mutex-2-s,1,0.267717,96,0.542857,0.842105,0.740157,1.976378,96,0.551237
mutex-32-s,1,0.238342,2706,0.554742,0.802639,0.737388,1.98282,2706,0.560727
mutex-4-s,1,0.247934,270,0.550838,0.815416,0.738292,1.980716,270,0.557621
mutex-64-s,1,0.237807,5490,0.55496,0.80193,0.737337,1.982937,5490,0.5609
mutex-8-s,1,0.241916,618,0.553285,0.807388,0.737725,1.982036,618,0.559569
ncf_16_32_8_d.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.657352
ncf_16_32_8_d.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.657352
ncf_16_32_8_d.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.657408
ncf_16_32_8_d.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.657465
ncf_16_32_8_d.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.657465
ncf_16_32_8_d.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.657237
ncf_16_32_8_d.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.657179
ncf_16_32_8_d.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.657237
ncf_16_32_8_d.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.657179
ncf_16_32_8_d.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.657465
ncf_16_32_8_edau.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.661421
ncf_16_32_8_edau.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.663023
ncf_16_32_8_edau.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.66168
ncf_16_32_8_edau.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.659069
ncf_16_32_8_edau.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.660344
ncf_16_32_8_edau.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.66444
ncf_16_32_8_edau.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.662572
ncf_16_32_8_edau.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.659933
ncf_16_32_8_edau.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.659021
ncf_16_32_8_edau.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.663213
ncf_16_32_8_euad.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.67117
ncf_16_32_8_euad.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.669135
ncf_16_32_8_euad.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.671057
ncf_16_32_8_euad.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.67459
ncf_16_32_8_euad.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.67297
ncf_16_32_8_euad.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.666898
ncf_16_32_8_euad.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.669051
ncf_16_32_8_euad.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.672623
ncf_16_32_8_euad.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.67356
ncf_16_32_8_euad.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.669326
ncf_16_32_8_u.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.676129
ncf_16_32_8_u.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.675703
ncf_16_32_8_u.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.676228
ncf_16_32_8_u.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.67709
ncf_16_32_8_u.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.676751
ncf_16_32_8_u.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.674988
ncf_16_32_8_u.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.675314
ncf_16_32_8_u.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.676185
ncf_16_32_8_u.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.676256
ncf_16_32_8_u.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.675988
ncf_8_16_4_d.10,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.640803
ncf_8_16_4_d.1,1,0.318901,174.666667,0.615781,0.623954,0.645296,1.901749,524,0.641086
ncf_8_16_4_d.2,1,0.302403,174.666667,0.617233,0.620135,0.627175,1.901408,524,0.641365
ncf_8_16_4_d.3,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.641086
ncf_8_16_4_d.4,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.641086
ncf_8_16_4_d.5,1,0.300418,174.666667,0.61658,0.621849,0.628452,1.902092,524,0.640803
ncf_8_16_4_d.6,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.640803
ncf_8_16_4_d.7,1,0.348876,174.666667,0.613849,0.629066,0.675271,1.901749,524,0.641086
ncf_8_16_4_d.8,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.640803
ncf_8_16_4_d.9,1,0.327258,174.666667,0.615631,0.62435,0.65203,1.901408,524,0.641365
ncf_8_16_4_edau.10,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.643358
ncf_8_16_4_edau.1,1,0.318901,174.666667,0.615781,0.623954,0.645296,1.901749,524,0.643968
ncf_8_16_4_edau.2,1,0.302403,174.666667,0.617233,0.620135,0.627175,1.901408,524,0.642501
ncf_8_16_4_edau.3,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.64501
ncf_8_16_4_edau.4,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.64501
ncf_8_16_4_edau.5,1,0.300418,174.666667,0.61658,0.621849,0.628452,1.902092,524,0.641786
ncf_8_16_4_edau.6,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.643358
ncf_8_16_4_edau.7,1,0.348876,174.666667,0.613849,0.629066,0.675271,1.901749,524,0.647093
ncf_8_16_4_edau.8,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.643358
ncf_8_16_4_edau.9,1,0.327258,174.666667,0.615631,0.62435,0.65203,1.901408,524,0.64509
ncf_8_16_4_euad.10,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.653632
ncf_8_16_4_euad.1,1,0.318901,174.666667,0.615781,0.623954,0.645296,1.901749,524,0.653571
ncf_8_16_4_euad.2,1,0.302403,174.666667,0.617233,0.620135,0.627175,1.901408,524,0.656701
ncf_8_16_4_euad.3,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.651968
ncf_8_16_4_euad.4,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.651968
ncf_8_16_4_euad.5,1,0.300418,174.666667,0.61658,0.621849,0.628452,1.902092,524,0.656051
ncf_8_16_4_euad.6,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.653632
ncf_8_16_4_euad.7,1,0.348876,174.666667,0.613849,0.629066,0.675271,1.901749,524,0.648761
ncf_8_16_4_euad.8,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.653632
ncf_8_16_4_euad.9,1,0.327258,174.666667,0.615631,0.62435,0.65203,1.901408,524,0.652714
ncf_8_16_4_u.10,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.656764
ncf_8_16_4_u.1,1,0.318901,174.666667,0.615781,0.623954,0.645296,1.901749,524,0.657046
ncf_8_16_4_u.2,1,0.302403,174.666667,0.617233,0.620135,0.627175,1.901408,524,0.658424
ncf_8_16_4_u.3,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.656494
ncf_8_16_4_u.4,1,0.328893,174.666667,0.615137,0.625654,0.655287,1.901749,524,0.656494
ncf_8_16_4_u.5,1,0.300418,174.666667,0.61658,0.621849,0.628452,1.902092,524,0.657597
ncf_8_16_4_u.6,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.656764
ncf_8_16_4_u.7,1,0.348876,174.666667,0.613849,0.629066,0.675271,1.901749,524,0.655389
ncf_8_16_4_u.8,1,0.315481,174.666667,0.615609,0.624408,0.643515,1.902092,524,0.656764
ncf_8_16_4_u.9,1,0.327258,174.666667,0.615631,0.62435,0.65203,1.901408,524,0.657051
nusmv.dme1-16.B-d4-shuffled,1,0.058006,639.5,0.571355,0.750227,0.574622,2.216918,1279,0.576648
nusmv.queue.B-d4-shuffled,1,0.084549,5362,0.571421,0.750024,0.613261,2.164193,10724,0.578724
nusmv.reactor^1.C-d4-shuffled,1,0.096924,4773,0.57142,0.750027,0.555318,2.139437,9546,0.57865
nusmv.reactor^2.C-d4-shuffled,1,0.095914,4810,0.57142,0.750027,0.55568,2.141458,9620,0.578664
nusmv.reactor^5.C-f4-shuffled,1,0.095635,4692,0.57142,0.750028,0.554169,2.142013,9384,0.578623
nusmv.syncarb10^2.B-f2,1,0.057918,479.5,0.571339,0.750275,0.618768,2.217009,959,0.576226
nusmv.syncarb10^2.B-f3,1,0.057967,682.5,0.571366,0.750192,0.616956,2.217058,1365,0.576139
nusmv.syncarb10^2.B-f4,1,0.057994,885.5,0.571381,0.750147,0.615987,2.217085,1771,0.576092
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962,325.5,0.571296,0.750406,0.591671,2.174689,651,0.577868
nusmv.tcas^2.B-f2-shuffled,1,0.075651,4734,0.57142,0.750028,0.549012,2.181983,9468,0.578388
nusmv.tcas^4.B-f3-shuffled,1,0.079827,7602.5,0.571423,0.750017,0.544632,2.173649,15205,0.577973
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295,5018.5,0.57142,0.750026,0.548496,2.178698,10037,0.578425
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749,7947,0.571423,0.750016,0.547038,2.175807,15894,0.577939
par16-1-c-00-shuffled,1,0.317185,1106.5,0.593912,0.683752,0.577426,1.784804,2213,0.639229
par8-1-c-50-shuffled,1,0.354689,189,0.595265,0.679924,0.558032,1.762303,378,0.636478
par8-2-90-shuffled,1,0.361144,763,0.592299,0.688337,0.583548,1.728381,1526,0.631959
par8-2-c-50-shuffled,1,0.354895,200,0.595474,0.679335,0.560315,1.762238,400,0.636855
par8-3-c-00-shuffled,1,0.323466,260.5,0.593722,0.684289,0.573285,1.783394,521,0.637858
par8-3-c-90-shuffled,1,0.377422,194.5,0.597218,0.674432,0.557709,1.747262,389,0.637112
par8-4-90-shuffled,1,0.361463,765,0.5922,0.68862,0.583919,1.728786,1530,0.631668
par8-4-c-90-shuffled,1,0.379867,172.5,0.597015,0.675,0.562203,1.745489,345,0.63638
par8-5-c-90-shuffled,1,0.37934,192.5,0.597341,0.674087,0.558848,1.745978,385,0.637086
Qq2k3k3v100v100m1000s10,1,1.511,100,0.497167,1.011398,0.111,3,100,0.497444
Qq2k3k3v100v100m1000s1,1,1.48,100,0.498833,1.004678,0.101,3,100,0.496222
Qq2k3k3v100v100m1000s2,1,1.487,100,0.5025,0.99005,0.116,3,100,0.501889
Qq2k3k3v100v100m1000s3,1,1.488,100,0.496667,1.013423,0.128,3,100,0.494222
Qq2k3k3v100v100m1000s4,1,1.507,100,0.505167,0.979545,0.119,3,100,0.507667
Qq2k3k3v100v100m1000s5,1,1.482,100,0.505333,0.978892,0.114,3,100,0.505111
Qq2k3k3v100v100m1000s6,1,1.54,100,0.492333,1.031144,0.13,3,100,0.494222
Qq2k3k3v100v100m1000s7,1,1.474,100,0.504667,0.981506,0.114,3,100,0.503333
Qq2k3k3v100v100m1000s8,1,1.527,100,0.492333,1.031144,0.122,3,100,0.492778
Qq2k3k3v100v100m1000s9,1,1.467,100,0.505,0.980198,0.11,3,100,0.503
Qq2k3k3v100v100m1200s10,1,1.5025,100,0.501667,0.993355,0.109167,3,100,0.5025
Qq2k3k3v100v100m1200s1,1,1.4925,100,0.496667,1.013423,0.105,3,100,0.494722
Qq2k3k3v100v100m1200s2,1,1.476667,100,0.502917,0.988401,0.118333,3,100,0.501296
Qq2k3k3v100v100m1200s3,1,1.485,100,0.496944,1.012297,0.128333,3,100,0.494259
Qq2k3k3v100v100m1200s4,1,1.5075,100,0.50625,0.975309,0.115,3,100,0.509167
Qq2k3k3v100v100m1200s5,1,1.491667,100,0.505556,0.978022,0.114167,3,100,0.506481
Qq2k3k3v100v100m1200s6,1,1.5275,100,0.494167,1.023609,0.126667,3,100,0.495278
Qq2k3k3v100v100m1200s7,1,1.500833,100,0.499444,1.002225,0.115833,3,100,0.499352
Qq2k3k3v100v100m1200s8,1,1.536667,100,0.486528,1.055381,0.125,3,100,0.486111
Qq2k3k3v100v100m1200s9,1,1.459167,100,0.503889,0.984564,0.113333,3,100,0.500648
Qq2k3k3v100v100m1400s10,1,1.514286,100,0.500476,0.998097,0.112143,3,100,0.502222
Qq2k3k3v100v100m1400s1,1,1.468571,100,0.501667,0.993355,0.102857,3,100,0.49873
Qq2k3k3v100v100m1400s2,1,1.465714,100,0.504286,0.983003,0.11,3,100,0.501905
Qq2k3k3v100v100m1400s3,1,1.489286,100,0.497857,1.008608,0.127143,3,100,0.495952
Qq2k3k3v100v100m1400s4,1,1.493571,100,0.506667,0.973684,0.111429,3,100,0.508175
Qq2k3k3v100v100m1400s5,1,1.512857,100,0.500238,0.999048,0.120714,3,100,0.501746
Qq2k3k3v100v100m1400s6,1,1.524286,100,0.496071,1.015839,0.125714,3,100,0.49746
Qq2k3k3v100v100m1400s7,1,1.498571,100,0.497024,1.011976,0.118571,3,100,0.495873
Qq2k3k3v100v100m1400s8,1,1.516429,100,0.492381,1.030948,0.115,3,100,0.491667
Qq2k3k3v100v100m1400s9,1,1.451429,100,0.503929,0.984408,0.110714,3,100,0.499841
Qq2k3k3v100v100m1600s10,1,1.506875,100,0.5,1,0.11125,3,100,0.500764
Qq2k3k3v100v100m1600s1,1,1.47875,100,0.500625,0.997503,0.103125,3,100,0.498472
Qq2k3k3v100v100m1600s2,1,1.456875,100,0.50625,0.975309,0.1075,3,100,0.503542
Qq2k3k3v100v100m1600s3,1,1.49375,100,0.497604,1.009629,0.128125,3,100,0.496111
Qq2k3k3v100v100m1600s4,1,1.5,100,0.504792,0.981015,0.10875,3,100,0.506389
Qq2k3k3v100v100m1600s5,1,1.511875,100,0.498438,1.00627,0.12,3,100,0.499236
Qq2k3k3v100v100m1600s6,1,1.51875,100,0.494583,1.021904,0.126875,3,100,0.494861
Qq2k3k3v100v100m1600s7,1,1.50625,100,0.495833,1.016807,0.11875,3,100,0.495139
Qq2k3k3v100v100m1600s8,1,1.5175,100,0.490417,1.039082,0.120625,3,100,0.489167
Qq2k3k3v100v100m1600s9,1,1.461875,100,0.502604,0.989637,0.115625,3,100,0.499236
Qq2k3k3v100v100m1800s10,1,1.505556,100,0.501389,0.99446,0.109444,3,100,0.502469
Qq2k3k3v100v100m1800s1,1,1.491667,100,0.4975,1.01005,0.107222,3,100,0.495741
Qq2k3k3v100v100m1800s2,1,1.457778,100,0.505,0.980198,0.106667,3,100,0.501975
Qq2k3k3v100v100m1800s3,1,1.495,100,0.498333,1.006689,0.125,3,100,0.497222
Qq2k3k3v100v100m1800s4,1,1.508333,100,0.502778,0.98895,0.111111,3,100,0.50463
Qq2k3k3v100v100m1800s5,1,1.498889,100,0.503056,0.987852,0.115556,3,100,0.503951
Qq2k3k3v100v100m1800s6,1,1.529444,100,0.493981,1.024367,0.123889,3,100,0.495247
Qq2k3k3v100v100m1800s7,1,1.500556,100,0.495,1.020202,0.119444,3,100,0.493395
Qq2k3k3v100v100m1800s8,1,1.513889,100,0.491574,1.034281,0.117222,3,100,0.490309
Qq2k3k3v100v100m1800s9,1,1.462222,100,0.504074,0.983835,0.115,3,100,0.501235
Qq2k3k3v100v100m2000s10,1,1.496,100,0.502333,0.99071,0.1075,3,100,0.502667
Qq2k3k3v100v100m2000s1,1,1.4915,100,0.49825,1.007025,0.107,3,100,0.496722
Qq2k3k3v100v100m2000s2,1,1.461,100,0.504667,0.981506,0.1095,3,100,0.501889
Qq2k3k3v100v100m2000s3,1,1.483,100,0.500417,0.998335,0.12,3,100,0.498667
Qq2k3k3v100v100m2000s4,1,1.503,100,0.504333,0.982816,0.11,3,100,0.506111
Qq2k3k3v100v100m2000s5,1,1.5045,100,0.501083,0.995676,0.1155,3,100,0.501944
Qq2k3k3v100v100m2000s6,1,1.5275,100,0.492583,1.030113,0.1225,3,100,0.493167
Qq2k3k3v100v100m2000s7,1,1.4955,100,0.496583,1.013761,0.1195,3,100,0.494944
Qq2k3k3v100v100m2000s8,1,1.511,100,0.492083,1.032176,0.115,3,100,0.490667
Qq2k3k3v100v100m2000s9,1,1.4735,100,0.50175,0.993024,0.1165,3,100,0.499389
Qq2k3k3v100v100m400s10,1,1.5,100,0.502083,0.991701,0.1025,3,100,0.502778
Qq2k3k3v100v100m400s1,1,1.4825,100,0.4925,1.030457,0.11,3,100,0.488056
Qq2k3k3v100v100m400s2,1,1.505,100,0.495833,1.016807,0.1175,3,100,0.495
Qq2k3k3v100v100m400s3,1,1.4925,100,0.492917,1.02874,0.1325,3,100,0.489722
Qq2k3k3v100v100m400s4,1,1.4975,100,0.514583,0.94332,0.1125,3,100,0.519167
Qq2k3k3v100v100m400s5,1,1.4825,100,0.507917,0.968827,0.1,3,100,0.508611
Qq2k3k3v100v100m400s6,1,1.555,100,0.490833,1.037351,0.135,3,100,0.493889
Qq2k3k3v100v100m400s7,1,1.4825,100,0.500833,0.996672,0.12,3,100,0.499167
Qq2k3k3v100v100m400s8,1,1.515,100,0.504167,0.983471,0.1275,3,100,0.507222
Qq2k3k3v100v100m400s9,1,1.5075,100,0.503333,0.986755,0.11,3,100,0.505278
Qq2k3k3v100v100m600s10,1,1.505,100,0.499444,1.002225,0.106667,3,100,0.499815
Qq2k3k3v100v100m600s1,1,1.478333,100,0.501111,0.995565,0.1,3,100,0.499074
Qq2k3k3v100v100m600s2,1,1.468333,100,0.509167,0.963993,0.11,3,100,0.508704
Qq2k3k3v100v100m600s3,1,1.515,100,0.496389,1.01455,0.121667,3,100,0.496852
Qq2k3k3v100v100m600s4,1,1.51,100,0.506389,0.974767,0.116667,3,100,0.50963
Qq2k3k3v100v100m600s5,1,1.51,100,0.501111,0.995565,0.116667,3,100,0.502593
Qq2k3k3v100v100m600s6,1,1.553333,100,0.4925,1.030457,0.125,3,100,0.495926
Qq2k3k3v100v100m600s7,1,1.485,100,0.501944,0.992252,0.116667,3,100,0.500926
Qq2k3k3v100v100m600s8,1,1.535,100,0.494722,1.021336,0.131667,3,100,0.496852
Qq2k3k3v100v100m600s9,1,1.503333,100,0.500278,0.99889,0.121667,3,100,0.500741
Qq2k3k3v100v100m800s10,1,1.51875,100,0.497708,1.009209,0.11,3,100,0.499028
Qq2k3k3v100v100m800s1,1,1.47125,100,0.500625,0.997503,0.095,3,100,0.497639
Qq2k3k3v100v100m800s2,1,1.45875,100,0.509583,0.962388,0.10875,3,100,0.508194
Qq2k3k3v100v100m800s3,1,1.5075,100,0.491042,1.036487,0.13125,3,100,0.488889
Qq2k3k3v100v100m800s4,1,1.505,100,0.503125,0.987578,0.125,3,100,0.504722
Qq2k3k3v100v100m800s5,1,1.48875,100,0.503958,0.984291,0.1125,3,100,0.504028
Qq2k3k3v100v100m800s6,1,1.54,100,0.492708,1.029598,0.1225,3,100,0.494722
Qq2k3k3v100v100m800s7,1,1.47625,100,0.504583,0.981833,0.115,3,100,0.503472
Qq2k3k3v100v100m800s8,1,1.51875,100,0.495625,1.017654,0.125,3,100,0.49625
Qq2k3k3v100v100m800s9,1,1.4725,100,0.504583,0.981833,0.115,3,100,0.503056
Qq2k3k3v20v20m120s10,1,1.475,20,0.526389,0.899736,0.075,3,20,0.532407
Qq2k3k3v20v20m120s1,1,1.508333,20,0.477778,1.093023,0.133333,3,20,0.471296
Qq2k3k3v20v20m120s2,1,1.475,20,0.502778,0.98895,0.083333,3,20,0.500926
Qq2k3k3v20v20m120s3,1,1.516667,20,0.490278,1.03966,0.141667,3,20,0.488889
Qq2k3k3v20v20m120s4,1,1.383333,20,0.529167,0.889764,0.083333,3,20,0.525926
Qq2k3k3v20v20m120s5,1,1.408333,20,0.522222,0.914894,0.083333,3,20,0.519444
Qq2k3k3v20v20m120s6,1,1.458333,20,0.511111,0.956522,0.108333,3,20,0.510185
Qq2k3k3v20v20m120s7,1,1.416667,20,0.505556,0.978022,0.125,3,20,0.498148
Qq2k3k3v20v20m120s8,1,1.575,20,0.498611,1.005571,0.141667,3,20,0.506481
Qq2k3k3v20v20m120s9,1,1.508333,20,0.505556,0.978022,0.1,3,20,0.508333
Qq2k3k3v20v20m160s10,1,1.4625,20,0.519792,0.923848,0.08125,3,20,0.522222
Qq2k3k3v20v20m160s1,1,1.51875,20,0.471875,1.119205,0.125,3,20,0.464583
Qq2k3k3v20v20m160s2,1,1.45,20,0.505208,0.979381,0.1,3,20,0.501389
Qq2k3k3v20v20m160s3,1,1.50625,20,0.498958,1.004175,0.125,3,20,0.499306
Qq2k3k3v20v20m160s4,1,1.4375,20,0.523958,0.908549,0.08125,3,20,0.525
Qq2k3k3v20v20m160s5,1,1.45,20,0.522917,0.912351,0.06875,3,20,0.525
Qq2k3k3v20v20m160s6,1,1.44375,20,0.514583,0.94332,0.1,3,20,0.513194
Qq2k3k3v20v20m160s7,1,1.475,20,0.496875,1.012579,0.13125,3,20,0.493056
Qq2k3k3v20v20m160s8,1,1.5625,20,0.509375,0.96319,0.125,3,20,0.519444
Qq2k3k3v20v20m160s9,1,1.4875,20,0.505208,0.979381,0.10625,3,20,0.505556
Qq2k3k3v20v20m200s10,1,1.475,20,0.515833,0.938611,0.095,3,20,0.518333
Qq2k3k3v20v20m200s1,1,1.51,20,0.485,1.061856,0.115,3,20,0.481111
Qq2k3k3v20v20m200s2,1,1.44,20,0.506667,0.973684,0.095,3,20,0.502222
Qq2k3k3v20v20m200s3,1,1.475,20,0.5025,0.99005,0.125,3,20,0.500556
Qq2k3k3v20v20m200s4,1,1.51,20,0.5125,0.95122,0.095,3,20,0.517778
Qq2k3k3v20v20m200s5,1,1.465,20,0.513333,0.948052,0.08,3,20,0.513889
Qq2k3k3v20v20m200s6,1,1.48,20,0.511667,0.954397,0.1,3,20,0.513333
Qq2k3k3v20v20m200s7,1,1.48,20,0.4975,1.01005,0.135,3,20,0.494444
Qq2k3k3v20v20m200s8,1,1.54,20,0.510833,0.957586,0.11,3,20,0.518889
Qq2k3k3v20v20m200s9,1,1.495,20,0.504167,0.983471,0.12,3,20,0.505
Qq2k3k3v20v20m240s10,1,1.479167,20,0.513889,0.945946,0.0875,3,20,0.516204
Qq2k3k3v20v20m240s1,1,1.520833,20,0.482639,1.071942,0.120833,3,20,0.479167
Qq2k3k3v20v20m240s2,1,1.475,20,0.501389,0.99446,0.1,3,20,0.499074
Qq2k3k3v20v20m240s3,1,1.483333,20,0.495139,1.019635,0.129167,3,20,0.491667
Qq2k3k3v20v20m240s4,1,1.516667,20,0.514583,0.94332,0.108333,3,20,0.521296
Qq2k3k3v20v20m240s5,1,1.466667,20,0.511806,0.953867,0.0875,3,20,0.512037
Qq2k3k3v20v20m240s6,1,1.516667,20,0.503472,0.986207,0.108333,3,20,0.506481
Qq2k3k3v20v20m240s7,1,1.516667,20,0.488889,1.045455,0.141667,3,20,0.487037
Qq2k3k3v20v20m240s8,1,1.516667,20,0.511806,0.953867,0.1,3,20,0.517593
Qq2k3k3v20v20m240s9,1,1.5,20,0.503472,0.986207,0.125,3,20,0.50463
Qq2k3k3v20v20m280s10,1,1.485714,20,0.51369,0.946698,0.089286,3,20,0.516667
Qq2k3k3v20v20m280s1,1,1.496429,20,0.485714,1.058824,0.117857,3,20,0.480556
Qq2k3k3v20v20m280s2,1,1.517857,20,0.493452,1.026538,0.114286,3,20,0.493254
Qq2k3k3v20v20m280s3,1,1.467857,20,0.496429,1.014388,0.121429,3,20,0.491667
