@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.0477,0.2337,0.0936,0.1258,0.7087,0.8505,0.5824,0.395,0.0245,0.2929,0.1581,30,0.1771,0.5858,23,34
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,0.0256,1.3816,0.2008,0.547,0.5534,2.0536,0.4014,1.0074,278,0.0321,1.0436,72,278
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.1965,0.2417,0.2417,0,0.2417,0,0.8147,0,0,0.3581,4879,0.2417,0,4840,4879
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0169,0,0,0.2677,0,0.0247,0.7956,0.0556,0.1859,0.2807,2361,0,0.0274,1832,3963
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.0402,0.0477,0.031,1.0185,0.4999,0.3936,0.7934,0.5216,2.1893,0.6874,266,0.1985,0.4716,183,274
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.0923,0.1398,0.1092,0.119,1.6431,0.1901,1.5117,0.0395,0,0.275,0.8437,3230,0.1384,0.7972,2695,3447
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0349,0.0244,0.0192,0.4399,0.2793,1.1245,0.1995,0.004,1.308,0.5907,0,0.1005,2.8639,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.0482,0.2305,0.0899,0.1186,0.7401,0.3442,0.5477,0.4079,0.0267,0.298,0.179,3889,0.1714,0.5949,3847,3933
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.0319,0.006,0.006,0,0.006,0.0001,0.5077,0.3333,0,0.6857,3577,0.006,0,3577,3577
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.0126,0,0,0.8872,0,0.0202,0.8797,0.0345,0.1973,0.187,822,0,1.0167,519,1229
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0,0.012,0,0,0.2195,0,0.016,0.8328,0.0417,0.1587,0.2296,243,0,0.0183,209,275
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.0147,0,0,0.0857,0.0004,0.018,0.9024,0.037,0.1409,0.1332,3823,0,0.0092,596,4502
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.0463,0.2331,0.0868,0.1162,0.6404,0.3601,0.5854,0.3956,0.0142,0.2676,0.0784,3938,0.1658,0.581,3832,3951
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.1031,0.3186,0.1819,0.242,1.3895,0.9807,0.5932,0.4306,0.3598,0.4184,1.1403,2169,0.3079,0.7541,2126,2918
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0042,0.0054,0.1139,0.1797,0.5004,0.5,0.644,0.5675,0.5067,1.1171,0.2867,27,0.3093,0.5374,27,27
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.0219,0.0001,0.0001,0,0.0009,0.1774,0.6068,0,0.2614,0.3961,4671,0.0003,0,4635,4676
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,0.0302,0.0821,0.0811,1.0469,0.5,0.2871,0.8623,0.1531,2.8108,0.7001,401,0.3483,0.5083,401,401
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.0409,0.2308,0.0833,0.1147,0.7227,0.3882,0.5744,0.3791,0.0256,0.2946,0.1586,3990,0.1621,0.5862,3947,4033
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0015,0.05,0.0028,0.0036,0.8401,0.0141,0.687,0.167,0,0.1021,0,64,0.0051,0.6492,55,74
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0,0.058,0.0286,0.0493,1.0946,0.1819,0.2412,0.8259,0.0024,0.7553,0.9806,2298,0.0718,0.469,2147,2631
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0,0.012,0,0,0.222,0,0.0187,0.8324,0.0417,0.2318,0.2317,317,0,0.0185,265,601
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.0178,0.0967,0.2063,0.8953,0.5,0.4202,0.8044,0.7119,3.3795,0.74,0,0.3607,0.385,0,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0,0.0169,0,0,0.2611,0.0001,0.0257,0.799,0.0556,0.1906,0.2764,4302,0,0.027,4291,4302
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.008,0.0847,0.0695,0.0693,1.6226,0.3602,0.586,0.5572,0.4799,1.3182,1.3288,1494,0.2554,0.6558,1361,1978
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0095,0.2156,0.0208,0.0305,1.3614,0.2826,0.9308,0.3589,1.6646,0.3379,1.0784,785,0.0387,0.8913,737,890
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.0404,0.0401,0.0406,0.0408,0,0.0413,0.0001,0.9324,0.0385,0,0.0921,0,0.041,0,0,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,0.0407,1.0062,0.1579,1.7399,0.0824,1.5081,0.6042,0.9027,380,0.0486,0.413,261,483
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.001,0.0469,0.0017,0.0022,0.8472,0.0084,0.7007,0.1568,0,0.095,0,4385,0.0033,0.633,4303,4454
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,0.058,1.2679,0.3045,0.2727,0.6427,0.0349,5.0083,1.0556,139,0.0982,0.7281,104,234
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.0475,0.2339,0.093,0.1261,0.7078,0.6777,0.5774,0.3929,0.024,0.2908,0.1505,22,0.1766,0.5881,17,27
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0,0.0112,0.0001,0.0001,1.0017,0.0002,0.7311,0.063,0,0.0399,0,4512,0.0001,0.6804,4505,4633
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,0.1492,1.2069,0.3397,0.4244,0.71,0.0055,1.0956,1.1172,941,0.2345,0.6183,892,1037
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,0.995,0.0002,0.6998,0.0651,0,0.0401,0,4484,0.0001,0.6823,4403,4497
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.003,0.0286,0.003,0.003,0,0.003,0.0001,0.4948,0.3333,0,0.676,0,0.003,0,0,0
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,1.0064,0.0002,0.629,0.0658,0,0.037,0,4503,0.0001,0.677,4443,4579
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2295,0.4167,0.2295,0.2295,0,0.2296,0.0001,0.5832,0,0,0.4506,4549,0.2296,0,4513,4553
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.0308,0.077,0.3181,0.4982,1.7767,0.9987,0.2059,0.7721,0.0656,1.1569,1.5155,2958,0.4995,0.8975,2930,4109
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.0468,0.2337,0.0921,0.1243,0.714,0.7249,0.5725,0.3947,0.025,0.2894,0.1577,11,0.1742,0.5888,8,14
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.0482,0.2315,0.0927,0.1306,0.7011,0.4398,0.5581,0.4051,0.0204,0.289,0.1399,3544,0.1752,0.5837,3493,3596
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0095,0.2161,0.0207,0.0305,1.3615,0.2846,0.8951,0.3795,1.6853,0.3436,1.0765,933,0.0387,0.8865,72,1010
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.0232,0.0791,0.3353,0.4979,1.9614,0.4999,0.204,0.7738,0.0453,1.1161,1.7352,3125,0.4994,0.9243,2823,3207
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.0224,0.133,0.0786,0.1191,1.8061,0.4657,0.4416,0.5606,4.8736,2.1343,1.6396,328,0.1473,0.6846,288,431
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.0001,0.0112,0.0001,0.0001,0.9926,0.0001,0.7676,0.0655,0,0.0357,0,4552,0.0001,0.6899,4513,4619
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0476,0.2337,0.0924,0.1243,0.719,0.7425,0.5717,0.395,0.0265,0.2884,0.1665,22,0.1764,0.5894,18,28
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.0001,0.0155,0.0006,0.0005,0.7656,0.0058,0.0169,0.9345,0.0345,0.1525,0.0719,751,0.0021,1.0138,652,852
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.4167,0.2295,0.2295,1.0972,0.2295,0.0001,0.5832,0,0,0.4506,4428,0.2295,0.9873,4370,4432
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3114,0.4679,0.3081,0.3182,0,0.3209,1.3545,0.0512,0,0.1609,0,4417,0.3195,0,4349,4544
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.015,0.145,0.081,0.1186,1.7997,0.4567,0.5322,0.5321,4.529,1.0653,1.6791,438,0.1595,0.7563,349,504
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0259,0.2115,0.0515,0.0586,1.258,0.2927,0.8244,0.2247,0.9694,1.0031,1.0416,624,0.1092,0.7008,579,624
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,0.1492,1.2069,0.3397,0.4244,0.71,0.0055,1.0956,1.1172,973,0.2345,0.6183,895,1094
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.002,0.1248,0.0687,0.0654,0.9367,0.4302,0.6094,0.6327,0.0252,0.8485,0.2774,0,0.3083,1.1142,0,0
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.361,0.0232,0.4003,0.4675,2.402,0.4996,0.4894,0.5121,0.2101,1.3545,1.54,1592,0.4824,0.7077,1158,2258
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0006,0.0672,0.0479,0.0029,1.2343,0.4105,0.2755,0.8566,0.0005,2.0022,1.1278,93,0.2739,0.5644,77,125
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4589,0.042,0.5774,4582,4609
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.0112,0.0001,0.0001,0.9985,0.0002,0.7626,0.0635,0,0.039,0,4529,0.0001,0.6858,4486,4552
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0009,0.047,0.0019,0.0024,0.8443,0.0128,0.7273,0.161,0,0.1028,0,4420,0.0036,0.641,4367,4460
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.4729,0.1674,0.4491,0.499,2.5376,0.9999,0.1904,0.7366,0.0398,1.1941,2.0261,1979,0.4997,0.8806,1832,2052
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0.0066,0,0,0,0,0.0871,0.7269,0,0.2425,0.3102,4622,0,0,4538,4622
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,0.9994,0.0002,0.6806,0.0698,0,0.0387,0,4604,0.0001,0.68,4569,4637
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0014,0.05,0.0027,0.0034,0.8302,0.0146,0.6988,0.1669,0,0.1003,0,54,0.005,0.6567,49,58
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0094,0.0621,0.1252,0.0516,1.7266,0.9988,0.1739,0.8158,0.1256,0.8489,1.518,4467,0.4901,0.9186,4402,4467
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.011,0,0,0.1006,0.0013,0.0202,0.8991,0.0325,0.2345,0.1547,572,0,0.009,547,610
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,0.4976,1.73,0.9773,0.2205,0.7786,0.0898,0.9067,1.5261,4447,0.4995,0.9298,4388,4447
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.001,0.047,0.002,0.0025,0.8267,0.0066,0.7066,0.1741,0,0.1029,0,4425,0.0039,0.6436,4392,4437
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0296,0.2359,0.0344,0.0402,0.5717,0.0496,0.7854,0.0981,0,0.0666,0,603,0.043,0.5772,554,1436
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.4765,0.1681,0.4406,0.499,2.6066,0.9991,0.2011,0.7353,0.0309,1.2917,2.148,1910,0.4997,0.8811,1744,1984
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.0634,0.2647,0.1215,0.1669,0.9673,0.5904,0.574,0.4101,0.0636,0.3452,0.5803,1281,0.2263,0.6462,926,3238
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0.0168,0,0,0.2703,0,0.0218,0.7908,0.0556,0.1645,0.2874,403,0,0.0277,328,1461
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.4748,0.1612,0.4398,0.499,2.5844,0.9999,0.2029,0.7335,0.0375,1.2378,2.1322,2049,0.4997,0.8748,1950,2299
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,0.0089,0.0098,0.0077,0.4864,0.2159,0.6888,0.5137,0.4987,1.0662,0.3482,0,0.0335,0.5166,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,0.0351,1.4096,0.092,0.5156,0.6207,0.8793,0.7411,1.093,0,0.0476,0.9088,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.0403,0.2296,0.0813,0.1065,0.7,0.322,0.5929,0.369,0.0315,0.2896,0.1717,4092,0.1597,0.5872,4012,4119
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.056,0.9221,0.0699,0.4423,0.2872,2.2073,0.6817,0.5399,991,0.058,0.6854,580,1219
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2826,0.2892,0.2892,0,0.2892,0,0.7592,0,0,0.4265,0,0.2892,0,0,0
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0016,0.05,0.0027,0.0033,0.8363,0.0153,0.7173,0.162,0,0.0967,0,78,0.0049,0.651,67,88
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.0431,0.2295,0.0905,0.1226,0.7614,0.3177,0.5541,0.4003,0.0317,0.3047,0.1893,4041,0.1821,0.5865,3860,4080
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.0039,0.1804,0.0165,0.0278,1.3852,0.1348,0.5448,0.572,1.1247,0.4687,1.0227,274,0.032,1.0001,274,274
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0472,0.2339,0.0926,0.1245,0.7087,0.841,0.5755,0.3945,0.0249,0.2877,0.1555,9,0.1757,0.5865,7,12
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0434,0.2324,0.0897,0.1277,0.6352,0.2711,0.5756,0.3996,0.016,0.2785,0.0877,0,0.1807,0.5819,0,0
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0.0248,0,0,0.3284,0.0006,0.0434,0.7531,0.0769,0.2301,0.3513,966,0,0.0425,902,1779
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4719,0.1631,0.4382,0.499,2.5306,0.9999,0.1873,0.7356,0.0407,1.2324,2.039,2169,0.4997,0.8811,2052,2225
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.478,0.1721,0.448,0.499,2.605,0.9999,0.2056,0.7371,0.0331,1.265,2.1405,2073,0.4997,0.884,1978,2171
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.0045,0.1567,0.037,0.0585,1.4569,0.305,0.6148,0.564,6.4486,10.628,1.27,0,0.0867,1.091,0,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0059,0.1562,0.0331,0.0451,1.8346,0.3221,0.5044,0.561,2.6433,0.9423,1.5217,1070,0.0849,1.1117,1014,1117
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,0.0342,1.4142,0.0861,0.4739,0.6475,0.8771,0.7304,1.092,0,0.0461,0.9157,0,0
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0472,0.2332,0.0922,0.1244,0.7237,0.8807,0.5812,0.3926,0.0278,0.2912,0.1683,15,0.1741,0.5883,12,19
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,0.1226,1.639,0.1642,1.4264,0.0435,0,0.2685,0.8401,3728,0.1348,0.7998,3304,3919
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf,1,0.0015,0.05,0.0027,0.0034,0.8348,0.017,0.704,0.1588,0,0.1014,0,56,0.0049,0.6475,48,64
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4962,0.2035,0.4456,0.4999,2.9826,1,0.259,0.6891,0.4106,3.9971,2.6087,2304,0.5,0.8572,1519,2662
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.0157,0.1489,0.071,0.114,1.8041,0.434,0.5307,0.539,4.5996,1.1783,1.6868,1360,0.1511,0.7543,1257,1438
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3121,0.4709,0.3101,0.3201,0,0.3222,1.3879,0.0481,0,0.1549,0,4252,0.3207,0,4201,4553
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_25.cnf,1,0,0.0081,0,0,0.6766,0,0.003,0.6929,0,0.0054,0.6746,4079,0,0.5485,2281,4079
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0049,0.0003,0.6982,0.0696,0,0.0379,0,4337,0.0001,0.6786,4201,4337
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0.0425,0,0,0.6391,0,0.0001,0.5745,0.0417,0,0.1158,3908,0,0.5895,3661,3947
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0231,0.1696,0.0312,0.0407,1.0045,0.1579,1.7499,0.0819,1.5069,0.6084,0.9018,357,0.0485,0.4116,292,490
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.0478,0.23,0.0903,0.1245,0.6885,0.2984,0.5318,0.4158,0.0283,0.2777,0.1543,4026,0.174,0.5889,3978,4051
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0015,0.1112,0.0284,0.0419,0.3247,0.1168,0.1449,0.6848,0.4109,0.4925,0.5787,3825,0.088,0.1301,3742,4177
SAT_Competition2009/CRAFTED/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.0044,0.8941,0.0044,0.0001,0.9109,0.0357,0,0.1662,357,0.0044,1.019,289,615
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0471,0.2338,0.0918,0.1238,0.7138,0.959,0.5807,0.3909,0.0253,0.2909,0.1608,12,0.1748,0.5875,9,14
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.372,0.031,0.4067,0.4741,2.5647,0.4979,0.4412,0.5452,0.2151,1.2736,1.8677,1286,0.4919,0.7124,957,2087
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S406284248-03.cnf,1,0.0015,0.05,0.0027,0.0035,0.8343,0.0134,0.7091,0.1629,0,0.097,0,47,0.0047,0.6451,43,58
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0,0.08,0.0291,0.0447,1.9296,0.3243,0.4382,0.6695,6.3731,2.9581,1.8884,1760,0.0892,0.9638,1760,1760
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1262395962-18.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,1.0002,0.0002,0.6975,0.0603,0,0.0365,0,4565,0.0001,0.6791,4521,4587
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.0425,0.2312,0.0882,0.1208,0.6966,0.731,0.5875,0.3874,0.0238,0.2908,0.1454,3820,0.1715,0.588,3806,3964
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0,0.0215,0.2601,0.5,1.5704,0.5,0.2088,0.8489,0.0599,1.659,0.7151,1506,0.5,0.8393,1067,1866
