@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,0.0437,0.0437,15.0175,0.0437,0.0437
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,0.0233,0.0233,25.7749,0.0233,0.0233
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,0.0011,0.0011,42.3018,0.0008,0.0027
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,0.0006,0.0006,140.884,0.0006,0.0012
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,0.035,0.035,17.7513,0.035,0.035
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,0.0625,0.0625,7.1711,0.0625,0.0625
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,0.005,0.005,16.2033,0.0034,0.0101
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,0.0389,0.0389,16.3086,0.0389,0.0389
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,0.0056,0.0056,19.307,0.0055,0.0092
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,0.0455,0.0455,8.5792,0.0455,0.0455
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,0.0013,0.0013,71.8684,0.0012,0.0021
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1850138369-006.cnf,1,0.005,0.005,53.4005,0.005,0.005
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,0.005,0.005,55.5591,0.005,0.005
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0071,0.0071,38.3721,0.0071,0.0071
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1339275181-076.cnf,1,0.0002,0.0002,387.625,0.0002,0.0004
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,0.0077,0.0077,13.4755,0.0076,0.0102
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1419235015-056.cnf,1,0.0002,0.0002,571.125,0.0002,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S440979335-036-UNKNOWN.cnf,1,0.0067,0.0067,41.6059,0.0067,0.0067
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0089,0.0089,12.9251,0.0087,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,0.1,0.1,8.9884,0.1,0.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,0.0063,0.0063,16.7221,0.0062,0.0103
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,0.005,0.005,53.648,0.005,0.005
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,0.0087,0.0087,12.0935,0.0085,0.0142
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,0.0059,0.0059,17.312,0.0058,0.0078
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,0.0062,0.0062,19.3211,0.0062,0.0103
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,0.0175,33.5354,0.0175,0.0175
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.0008,0.0008,112.73,0.0008,0.0013
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0071,0.0071,39.8097,0.0071,0.0071
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,0.0071,0.0071,38.3386,0.0071,0.0071
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,0.0056,0.0056,50.3061,0.0056,0.0056
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.0008,0.0008,117.5,0.0008,0.0015
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,0.0003,0.0003,729.071,0.0003,0.0005
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0002,0.0002,1106,0.0002,0.0003
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,0.0007,0.0007,86.1871,0.0005,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,0.04,0.04,10.8801,0.04,0.04
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,0.14,0.14,6.8187,0.14,0.14
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,0.0933,0.0933,9.456,0.0933,0.0933
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,0.0063,0.0063,44.7977,0.0063,0.0063
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,0.0055,0.0055,19.7629,0.0055,0.0091
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,0.0933,0.0933,9.372,0.0933,0.0933
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0002,0.0002,1912,0.0002,0.0003
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,0.0389,0.0389,16.5562,0.0389,0.0389
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0081,0.0081,12.229,0.008,0.0107
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,0.0071,0.0071,38.2005,0.0071,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,0.0087,0.0087,13.8598,0.0086,0.0144
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,0.005,0.005,55.56,0.005,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,0.0057,0.0057,23.5251,0.0057,0.0094
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,0.0006,0.0006,70.4157,0.0004,0.0021
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,0.0333,12.5142,0.0333,0.0333
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.0065,0.0065,15.5814,0.0064,0.0107
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,0.0068,0.0068,13.9345,0.0068,0.009
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,0.0417,0.0417,10.5199,0.0417,0.0417
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,0.0001,0.0001,1444,0.0001,0.0002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,0.0318,0.0318,19.5783,0.0318,0.0318
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,0.1556,0.1556,6.4782,0.1556,0.1556
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,0.035,0.035,17.7524,0.035,0.035
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,0.0056,0.0056,48.5184,0.0056,0.0056
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,0.035,0.035,17.7781,0.035,0.035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,0.005,0.005,55.9748,0.005,0.005
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,0.1167,0.1167,7.9162,0.1167,0.1167
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,0.0003,0.0003,409,0.0003,0.0005
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,0.035,0.035,18.2865,0.035,0.035
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,0.0875,0.0875,9.5983,0.0875,0.0875
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0002,0.0002,619.818,0.0002,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,0.05,0.05,8.8061,0.05,0.05
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,0.0292,0.0292,20.9357,0.0292,0.0292
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,0.0002,0.0002,748,0.0002,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,0.0002,0.0002,1046.33,0.0002,0.0004
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,0.0015,0.0015,58.0323,0.0015,0.0026
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,0.028,21.7782,0.028,0.028
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,0.05,0.05,9.3978,0.05,0.05
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,0.0778,0.0778,10.4665,0.0778,0.0778
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,0.0045,0.0045,60.3136,0.0045,0.0045
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,0.0016,0.0016,56.1372,0.0015,0.0026
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0318,0.0318,19.3936,0.0318,0.0318
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0064,0.0064,16.0949,0.0062,0.0104
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,0.0437,0.0437,15.0618,0.0437,0.0437
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,0.0089,0.0089,9.6205,0.0087,0.0145
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0003,0.0003,291.778,0.0003,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,0.0047,0.0047,23.4612,0.0047,0.0078
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,0.1,0.1,8.6664,0.1,0.1
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,0.0455,0.0455,9.7757,0.0455,0.0455
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,0.005,0.005,17.5848,0.0034,0.0102
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,0.0556,0.0556,8.2522,0.0556,0.0556
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,0.0417,0.0417,10.3113,0.0417,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,0.0074,0.0074,12.6405,0.0073,0.0122
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,0.0933,0.0933,9.4526,0.0933,0.0933
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,0.0025,108.282,0.0025,0.0025
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,0.0087,0.0087,11.8219,0.0085,0.0142
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,0.0318,0.0318,19.6391,0.0318,0.0318
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,0.0061,0.0061,16.307,0.0061,0.0102
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,0.0048,0.0048,26.168,0.0048,0.0079
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,0.0417,0.0417,9.6671,0.0417,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,0.0067,0.0067,15.5485,0.0067,0.0089
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,0.0039,0.0039,25.9754,0.0039,0.0065
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,0.0002,0.0002,686.4,0.0002,0.0003
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,0.0437,0.0437,14.8002,0.0437,0.0437
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,0.0002,0.0002,1225,0.0002,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.007,0.007,15.6855,0.0069,0.0115
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,0.0875,0.0875,9.4538,0.0875,0.0875
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,0.0088,0.0088,13.4462,0.0087,0.0117
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,0.0078,0.0078,14.3128,0.0077,0.0128
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,0.0467,0.0467,14.1311,0.0467,0.0467
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,0.0437,0.0437,15.1239,0.0437,0.0437
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.008,0.008,13.5715,0.0078,0.0104
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,0.0017,0.0017,42.6024,0.0011,0.004
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,0.0002,0.0002,381.571,0.0002,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,0.1,0.1,8.7699,0.1,0.1
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.0058,0.0058,17.8072,0.0057,0.0096
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,0.0068,0.0068,13.3946,0.0067,0.009
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,0.0417,0.0417,10.2768,0.0417,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.0078,0.0078,13.1898,0.0077,0.0129
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,0.0065,0.0065,17.1854,0.0064,0.0107
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,0.0003,0.0003,395.65,0.0003,0.0006
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,0.0008,0.0008,115.339,0.0008,0.0013
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,0.0001,0.0001,1216,0.0001,0.0002
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.0086,0.0086,12.8332,0.0085,0.0114
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,0.05,0.05,13.2864,0.05,0.05
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf,1,0.0006,0.0006,70.5049,0.0004,0.0017
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,0.0047,0.0047,22.2297,0.0047,0.0063
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,0.0778,0.0778,10.5065,0.0778,0.0778
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1769448312-079.cnf,1,0.0005,0.0005,219.98,0.0005,0.0009
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1518709554-16.UNSAT.shuffled.cnf,1,0.0048,0.0048,24.048,0.0048,0.0064
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0048,0.0048,25.733,0.0048,0.0095
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0013,0.0013,71.0623,0.0012,0.0025
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf,1,0.0175,0.0175,32.9642,0.0175,0.0175
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S966455977-02-UNSAT.cnf,1,0.0033,0.0033,30.3146,0.0022,0.0066
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.0055,0.0055,20.2517,0.0055,0.0091
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1339293988-069.cnf,1,0.0071,0.0071,14.957,0.007,0.0093
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S120857050-04.cnf,1,0.05,0.05,13.3953,0.05,0.05
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,0.0079,0.0079,12.6197,0.0078,0.0104
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.0012,0.0012,75.1538,0.0012,0.002
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,0.0001,0.0001,1476.5,0.0001,0.0002
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0.0417,0.0417,10.2931,0.0417,0.0417
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1517604033-06.UNSAT.shuffled.cnf,1,0.0455,0.0455,9.7301,0.0455,0.0455
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S882603971-022.cnf,1,0.0045,0.0045,59.5417,0.0045,0.0045
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1245360321-088-UNKNOWN.cnf,1,0.004,0.004,66.53,0.004,0.004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.04,0.04,10.583,0.04,0.04
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,0.035,0.035,18.0757,0.035,0.035
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S446351158-079.SATISFIABLE.cnf,1,0.04,0.04,10.5823,0.04,0.04
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S852188518-088.SATISFIABLE.cnf,1,0.0039,0.0039,27.553,0.0038,0.0051
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S409751023-10.cnf,1,0.0318,0.0318,19.784,0.0318,0.0318
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S1736056721-032.cnf,1,0.0455,0.0455,9.3215,0.0455,0.0455
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf,1,0.028,0.028,21.6034,0.028,0.028
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.0001,0.0001,961.5,0.0001,0.0002
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S136987316-008.cnf,1,0.0016,0.0016,57.4116,0.0015,0.0026
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S900957093-043.cnf,1,0.0061,0.0061,18.965,0.0061,0.0101
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,0.0002,0.0002,1878.2,0.0002,0.0003
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1629945861-01-UNKNOWN.cnf,1,0.0027,0.0027,33.9017,0.0018,0.0046
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S834811574-084.cnf,1,0.1,0.1,8.7787,0.1,0.1
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1895787950-064.cnf,1,0.1077,0.1077,8.2009,0.1077,0.1077
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0003,0.0003,467.842,0.0003,0.0006
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S824721511-001.cnf,1,0.0556,0.0556,8.5351,0.0556,0.0556
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,0.0002,0.0002,458.5,0.0002,0.0004
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1970456972-046.cnf,1,0.0071,0.0071,38.0391,0.0071,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,0.0048,0.0048,22.5264,0.0048,0.0079
