@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
ehi-90-315-5_ext.xml.minion.gz,1,0.84043,515,0.073016
ehi-90-315-60_ext.xml.minion.gz,1,0.840457,515,0.069841
ehi-90-315-61_ext.xml.minion.gz,1,0.840122,515,0.07619
ehi-90-315-62_ext.xml.minion.gz,1,0.840382,515,0.069841
ehi-90-315-63_ext.xml.minion.gz,1,0.840007,515,0.073016
ehi-90-315-64_ext.xml.minion.gz,1,0.840322,515,0.073016
ehi-90-315-65_ext.xml.minion.gz,1,0.840286,515,0.073016
ehi-90-315-66_ext.xml.minion.gz,1,0.840137,515,0.07619
ehi-90-315-67_ext.xml.minion.gz,1,0.840489,515,0.066667
ehi-90-315-68_ext.xml.minion.gz,1,0.840489,515,0.079365
ehi-90-315-69_ext.xml.minion.gz,1,0.840296,515,0.073016
ehi-90-315-6_ext.xml.minion.gz,1,0.8404,515,0.066667
ehi-90-315-70_ext.xml.minion.gz,1,0.84035,515,0.07619
ehi-90-315-71_ext.xml.minion.gz,1,0.840352,515,0.066667
ehi-90-315-72_ext.xml.minion.gz,1,0.840343,515,0.069841
ehi-90-315-73_ext.xml.minion.gz,1,0.840249,515,0.069841
ehi-90-315-74_ext.xml.minion.gz,1,0.840501,515,0.073016
ehi-90-315-75_ext.xml.minion.gz,1,0.840276,515,0.066667
ehi-90-315-76_ext.xml.minion.gz,1,0.840022,515,0.069841
ehi-90-315-77_ext.xml.minion.gz,1,0.840427,515,0.073016
ehi-90-315-78_ext.xml.minion.gz,1,0.840444,515,0.073016
ehi-90-315-79_ext.xml.minion.gz,1,0.840052,515,0.069841
ehi-90-315-7_ext.xml.minion.gz,1,0.840206,515,0.069841
ehi-90-315-80_ext.xml.minion.gz,1,0.840388,515,0.073016
ehi-90-315-81_ext.xml.minion.gz,1,0.8403,515,0.073016
ehi-90-315-82_ext.xml.minion.gz,1,0.840434,515,0.069841
ehi-90-315-83_ext.xml.minion.gz,1,0.839973,515,0.07619
ehi-90-315-84_ext.xml.minion.gz,1,0.840321,515,0.069841
ehi-90-315-85_ext.xml.minion.gz,1,0.840359,515,0.073016
ehi-90-315-86_ext.xml.minion.gz,1,0.840173,515,0.066667
ehi-90-315-87_ext.xml.minion.gz,1,0.839976,515,0.073016
ehi-90-315-88_ext.xml.minion.gz,1,0.840285,515,0.069841
ehi-90-315-89_ext.xml.minion.gz,1,0.840304,515,0.07619
ehi-90-315-8_ext.xml.minion.gz,1,0.8398,515,0.069841
ehi-90-315-90_ext.xml.minion.gz,1,0.840458,515,0.073016
ehi-90-315-91_ext.xml.minion.gz,1,0.840142,515,0.066667
ehi-90-315-92_ext.xml.minion.gz,1,0.840443,515,0.069841
ehi-90-315-93_ext.xml.minion.gz,1,0.840516,515,0.069841
ehi-90-315-94_ext.xml.minion.gz,1,0.840499,515,0.069841
ehi-90-315-95_ext.xml.minion.gz,1,0.840336,515,0.069841
ehi-90-315-96_ext.xml.minion.gz,1,0.840393,515,0.073016
ehi-90-315-97_ext.xml.minion.gz,1,0.840175,515,0.066667
ehi-90-315-98_ext.xml.minion.gz,1,0.840531,515,0.066667
ehi-90-315-99_ext.xml.minion.gz,1,0.840459,515,0.073016
ehi-90-315-9_ext.xml.minion.gz,1,0.839865,515,0.069841
frb30-15-1-mgd_ext.xml.minion.gz,1,0.725678,422,0.366667
frb30-15-2-mgd_ext.xml.minion.gz,1,0.728554,276,0.366667
frb30-15-3-mgd_ext.xml.minion.gz,1,0.721925,407,0.366667
frb30-15-4-mgd_ext.xml.minion.gz,1,0.727274,415,0.366667
frb30-15-5-mgd_ext.xml.minion.gz,1,0.722602,410,0.333333
frb35-17-1-mgd_ext.xml.minion.gz,1,0.711454,416,0.314286
frb35-17-2-mgd_ext.xml.minion.gz,1,0.728767,416,0.314286
frb35-17-3-mgd_ext.xml.minion.gz,1,0.721431,289,0.314286
frb35-17-4-mgd_ext.xml.minion.gz,1,0.72631,401,0.314286
frb35-17-5-mgd_ext.xml.minion.gz,1,0.71197,282,0.314286
frb40-19-1-mgd_ext.xml.minion.gz,1,0.72758,272,0.275
frb40-19-2-mgd_ext.xml.minion.gz,1,0.722508,278,0.3
frb40-19-3-mgd_ext.xml.minion.gz,1,0.715556,417,0.3
frb40-19-4-mgd_ext.xml.minion.gz,1,0.707894,278,0.3
frb40-19-5-mgd_ext.xml.minion.gz,1,0.704312,285,0.3
frb45-21-1-mgd_ext.xml.minion.gz,1,0.708067,268,0.288889
frb45-21-2-mgd_ext.xml.minion.gz,1,0.710933,270,0.288889
frb45-21-3-mgd_ext.xml.minion.gz,1,0.7167,278,0.288889
frb45-21-4-mgd_ext.xml.minion.gz,1,0.715652,272,0.266667
frb45-21-5-mgd_ext.xml.minion.gz,1,0.714491,275,0.266667
frb50-23-1-mgd_ext.xml.minion.gz,1,0.705526,279,0.24
frb50-23-2-mgd_ext.xml.minion.gz,1,0.700364,274,0.26
frb50-23-3-mgd_ext.xml.minion.gz,1,0.704831,269,0.28
frb50-23-4-mgd_ext.xml.minion.gz,1,0.706472,274,0.26
frb50-23-5-mgd_ext.xml.minion.gz,1,0.707051,280,0.26
frb53-24-1-mgd_ext.xml.minion.gz,1,0.709423,270,0.245283
frb53-24-2-mgd_ext.xml.minion.gz,1,0.7021,270,0.264151
frb53-24-3-mgd_ext.xml.minion.gz,1,0.707364,274,0.245283
frb53-24-4-mgd_ext.xml.minion.gz,1,0.7059,271,0.245283
frb53-24-5-mgd_ext.xml.minion.gz,1,0.710553,274,0.245283
frb56-25-1-mgd_ext.xml.minion.gz,1,0.700431,266,0.232143
frb56-25-2-mgd_ext.xml.minion.gz,1,0.70195,270,0.232143
frb56-25-3-mgd_ext.xml.minion.gz,1,0.70541,269,0.232143
frb56-25-4-mgd_ext.xml.minion.gz,1,0.698828,270,0.25
frb56-25-5-mgd_ext.xml.minion.gz,1,0.701888,272,0.232143
frb59-26-1-mgd_ext.xml.minion.gz,1,0.702431,267,0.237288
frb59-26-2-mgd_ext.xml.minion.gz,1,0.707116,268,0.237288
frb59-26-3-mgd_ext.xml.minion.gz,1,0.710421,269,0.237288
frb59-26-4-mgd_ext.xml.minion.gz,1,0.697987,267,0.237288
frb59-26-5-mgd_ext.xml.minion.gz,1,0.704535,273,0.220339
geo50-20-d4-75-100_ext.xml.minion.gz,1,0.692083,265,0.2
geo50-20-d4-75-10_ext.xml.minion.gz,1,0.688825,267,0.24
geo50-20-d4-75-11_ext.xml.minion.gz,1,0.690196,266,0.26
geo50-20-d4-75-12_ext.xml.minion.gz,1,0.686474,268,0.26
geo50-20-d4-75-13_ext.xml.minion.gz,1,0.690245,265,0.26
geo50-20-d4-75-14_ext.xml.minion.gz,1,0.689354,268,0.3
geo50-20-d4-75-15_ext.xml.minion.gz,1,0.689814,266,0.24
geo50-20-d4-75-16_ext.xml.minion.gz,1,0.690591,270,0.24
geo50-20-d4-75-17_ext.xml.minion.gz,1,0.691156,267,0.26
geo50-20-d4-75-18_ext.xml.minion.gz,1,0.690692,269,0.24
geo50-20-d4-75-19_ext.xml.minion.gz,1,0.687262,265,0.28
geo50-20-d4-75-1_ext.xml.minion.gz,1,0.688278,268,0.28
geo50-20-d4-75-20_ext.xml.minion.gz,1,0.689814,270,0.3
geo50-20-d4-75-21_ext.xml.minion.gz,1,0.69296,266,0.24
geo50-20-d4-75-22_ext.xml.minion.gz,1,0.689909,265,0.24
geo50-20-d4-75-23_ext.xml.minion.gz,1,0.690196,268,0.24
geo50-20-d4-75-24_ext.xml.minion.gz,1,0.692083,270,0.24
geo50-20-d4-75-25_ext.xml.minion.gz,1,0.692254,265,0.22
geo50-20-d4-75-26_ext.xml.minion.gz,1,0.691748,269,0.24
geo50-20-d4-75-27_ext.xml.minion.gz,1,0.690641,265,0.24
geo50-20-d4-75-28_ext.xml.minion.gz,1,0.688696,267,0.28
geo50-20-d4-75-29_ext.xml.minion.gz,1,0.690196,265,0.28
geo50-20-d4-75-2_ext.xml.minion.gz,1,0.688527,268,0.26
geo50-20-d4-75-30_ext.xml.minion.gz,1,0.691638,268,0.24
geo50-20-d4-75-31_ext.xml.minion.gz,1,0.693021,264,0.22
geo50-20-d4-75-32_ext.xml.minion.gz,1,0.690845,266,0.24
geo50-20-d4-75-33_ext.xml.minion.gz,1,0.691104,267,0.26
geo50-20-d4-75-34_ext.xml.minion.gz,1,0.691803,265,0.22
geo50-20-d4-75-35_ext.xml.minion.gz,1,0.689086,268,0.28
geo50-20-d4-75-36_ext.xml.minion.gz,1,0.695549,267,0.26
geo50-20-d4-75-37_ext.xml.minion.gz,1,0.693204,265,0.22
geo50-20-d4-75-38_ext.xml.minion.gz,1,0.690245,268,0.26
geo50-20-d4-75-39_ext.xml.minion.gz,1,0.694361,267,0.2
geo50-20-d4-75-3_ext.xml.minion.gz,1,0.692026,265,0.24
geo50-20-d4-75-40_ext.xml.minion.gz,1,0.693021,267,0.24
geo50-20-d4-75-41_ext.xml.minion.gz,1,0.688402,267,0.32
geo50-20-d4-75-42_ext.xml.minion.gz,1,0.691584,266,0.26
geo50-20-d4-75-43_ext.xml.minion.gz,1,0.690052,265,0.3
geo50-20-d4-75-44_ext.xml.minion.gz,1,0.693021,266,0.22
geo50-20-d4-75-45_ext.xml.minion.gz,1,0.691693,266,0.28
geo50-20-d4-75-46_ext.xml.minion.gz,1,0.690004,267,0.26
geo50-20-d4-75-47_ext.xml.minion.gz,1,0.692661,266,0.2
geo50-20-d4-75-48_ext.xml.minion.gz,1,0.690999,267,0.22
geo50-20-d4-75-49_ext.xml.minion.gz,1,0.690392,267,0.26
geo50-20-d4-75-4_ext.xml.minion.gz,1,0.690743,265,0.22
geo50-20-d4-75-50_ext.xml.minion.gz,1,0.690491,265,0.24
geo50-20-d4-75-51_ext.xml.minion.gz,1,0.688868,265,0.24
geo50-20-d4-75-52_ext.xml.minion.gz,1,0.687836,266,0.32
geo50-20-d4-75-53_ext.xml.minion.gz,1,0.688739,265,0.26
geo50-20-d4-75-54_ext.xml.minion.gz,1,0.691051,268,0.22
geo50-20-d4-75-55_ext.xml.minion.gz,1,0.688485,263,0.26
geo50-20-d4-75-56_ext.xml.minion.gz,1,0.689264,267,0.26
geo50-20-d4-75-57_ext.xml.minion.gz,1,0.685336,267,0.34
geo50-20-d4-75-58_ext.xml.minion.gz,1,0.688955,271,0.24
geo50-20-d4-75-59_ext.xml.minion.gz,1,0.692485,266,0.26
geo50-20-d4-75-5_ext.xml.minion.gz,1,0.693579,264,0.22
geo50-20-d4-75-60_ext.xml.minion.gz,1,0.689219,271,0.24
geo50-20-d4-75-61_ext.xml.minion.gz,1,0.693328,268,0.24
geo50-20-d4-75-62_ext.xml.minion.gz,1,0.687488,265,0.28
geo50-20-d4-75-63_ext.xml.minion.gz,1,0.688361,268,0.26
geo50-20-d4-75-64_ext.xml.minion.gz,1,0.69403,264,0.24
geo50-20-d4-75-65_ext.xml.minion.gz,1,0.690948,267,0.26
geo50-20-d4-75-66_ext.xml.minion.gz,1,0.691368,270,0.22
geo50-20-d4-75-67_ext.xml.minion.gz,1,0.688696,267,0.24
geo50-20-d4-75-68_ext.xml.minion.gz,1,0.690641,265,0.24
geo50-20-d4-75-69_ext.xml.minion.gz,1,0.693266,268,0.24
geo50-20-d4-75-6_ext.xml.minion.gz,1,0.693082,270,0.24
geo50-20-d4-75-70_ext.xml.minion.gz,1,0.689175,269,0.3
geo50-20-d4-75-71_ext.xml.minion.gz,1,0.691693,270,0.24
geo50-20-d4-75-72_ext.xml.minion.gz,1,0.691368,263,0.24
geo50-20-d4-75-73_ext.xml.minion.gz,1,0.688361,268,0.26
geo50-20-d4-75-74_ext.xml.minion.gz,1,0.691051,269,0.24
geo50-20-d4-75-75_ext.xml.minion.gz,1,0.689399,266,0.24
geo50-20-d4-75-76_ext.xml.minion.gz,1,0.693771,265,0.2
geo50-20-d4-75-77_ext.xml.minion.gz,1,0.68949,267,0.28
geo50-20-d4-75-78_ext.xml.minion.gz,1,0.692369,268,0.24
geo50-20-d4-75-79_ext.xml.minion.gz,1,0.692661,268,0.26
geo50-20-d4-75-7_ext.xml.minion.gz,1,0.688319,266,0.28
geo50-20-d4-75-80_ext.xml.minion.gz,1,0.692485,269,0.26
geo50-20-d4-75-81_ext.xml.minion.gz,1,0.691638,266,0.2
geo50-20-d4-75-82_ext.xml.minion.gz,1,0.691803,265,0.22
geo50-20-d4-75-83_ext.xml.minion.gz,1,0.690148,267,0.26
geo50-20-d4-75-84_ext.xml.minion.gz,1,0.693643,268,0.24
geo50-20-d4-75-85_ext.xml.minion.gz,1,0.690743,267,0.28
geo50-20-d4-75-86_ext.xml.minion.gz,1,0.688527,267,0.26
geo50-20-d4-75-87_ext.xml.minion.gz,1,0.689628,266,0.28
geo50-20-d4-75-88_ext.xml.minion.gz,1,0.694496,267,0.22
geo50-20-d4-75-89_ext.xml.minion.gz,1,0.689582,267,0.3
geo50-20-d4-75-8_ext.xml.minion.gz,1,0.688075,266,0.26
geo50-20-d4-75-90_ext.xml.minion.gz,1,0.688197,267,0.26
geo50-20-d4-75-91_ext.xml.minion.gz,1,0.693143,265,0.2
geo50-20-d4-75-92_ext.xml.minion.gz,1,0.691104,266,0.28
geo50-20-d4-75-93_ext.xml.minion.gz,1,0.692369,264,0.22
geo50-20-d4-75-94_ext.xml.minion.gz,1,0.687337,266,0.3
geo50-20-d4-75-95_ext.xml.minion.gz,1,0.692602,268,0.24
geo50-20-d4-75-96_ext.xml.minion.gz,1,0.690196,267,0.28
geo50-20-d4-75-97_ext.xml.minion.gz,1,0.692661,266,0.26
geo50-20-d4-75-98_ext.xml.minion.gz,1,0.693021,270,0.22
geo50-20-d4-75-99_ext.xml.minion.gz,1,0.691914,265,0.26
geo50-20-d4-75-9_ext.xml.minion.gz,1,0.689175,266,0.24
geom-30a-3-ext.xml.minion.converted.minion.gz,1,0.725824,324,0.166667
geom-30a-4-ext.xml.minion.converted.minion.gz,1,0.725824,263,0.166667
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0.725824,184,0.166667
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0.725824,169,0.166667
geom-40-2-ext.xml.minion.converted.minion.gz,1,0.737481,513,0.125
geom-40-3-ext.xml.minion.converted.minion.gz,1,0.737481,324,0.125
geom-40-4-ext.xml.minion.converted.minion.gz,1,0.737481,263,0.125
geom-40-5-ext.xml.minion.converted.minion.gz,1,0.737481,184,0.125
geom-40-6-ext.xml.minion.converted.minion.gz,1,0.737481,169,0.125
hanoi-3_ext.xml.minion.converted.minion.gz,1,0.805785,884,0.166667
hanoi-4_ext.xml.minion.converted.minion.gz,1,0.77572,961,0.071429
hanoi-5_ext.xml.minion.converted.minion.gz,1,0.762281,984,0.033333
hanoi-6_ext.xml.minion.converted.minion.gz,1,0.755998,995,0.016129
hanoi-7_ext.xml.minion.converted.minion.gz,1,0.752964,997,0.007937
hole-06_ext.xml.minion.converted.minion.gz,1,0.750892,260,0.261905
hole-07_ext.xml.minion.converted.minion.gz,1,0.744759,260,0.232143
hole-08_ext.xml.minion.converted.minion.gz,1,0.739176,260,0.208333
hole-09_ext.xml.minion.converted.minion.gz,1,0.734183,260,0.188889
hole-10_ext.xml.minion.converted.minion.gz,1,0.729742,260,0.172727
jnh01_ext.xml.minion.converted.minion.gz,1,0.871708,71,0.79
jnh02_ext.xml.minion.converted.minion.gz,1,0.867225,114,0.71
jnh03_ext.xml.minion.converted.minion.gz,1,0.868378,114,0.74
jnh04_ext.xml.minion.converted.minion.gz,1,0.865625,114,0.72
jnh05_ext.xml.minion.converted.minion.gz,1,0.868629,114,0.73
jnh06_ext.xml.minion.converted.minion.gz,1,0.866284,114,0.73
jnh07_ext.xml.minion.converted.minion.gz,1,0.866394,114,0.72
jnh08_ext.xml.minion.converted.minion.gz,1,0.867655,114,0.75
jnh09_ext.xml.minion.converted.minion.gz,1,0.865448,114,0.73
jnh10_ext.xml.minion.converted.minion.gz,1,0.868288,114,0.74
jnh11_ext.xml.minion.converted.minion.gz,1,0.865784,114,0.72
jnh12_ext.xml.minion.converted.minion.gz,1,0.867253,114,0.72
jnh13_ext.xml.minion.converted.minion.gz,1,0.867013,114,0.74
jnh14_ext.xml.minion.converted.minion.gz,1,0.866161,114,0.71
jnh15_ext.xml.minion.converted.minion.gz,1,0.867306,114,0.74
jnh16_ext.xml.minion.converted.minion.gz,1,0.866279,114,0.73
jnh17_ext.xml.minion.converted.minion.gz,1,0.866245,114,0.71
jnh18_ext.xml.minion.converted.minion.gz,1,0.867871,114,0.74
jnh19_ext.xml.minion.converted.minion.gz,1,0.865383,114,0.7
jnh201_ext.xml.minion.converted.minion.gz,1,0.872395,71,0.78
jnh202_ext.xml.minion.converted.minion.gz,1,0.867685,114,0.7
jnh203_ext.xml.minion.converted.minion.gz,1,0.868572,114,0.72
jnh204_ext.xml.minion.converted.minion.gz,1,0.866004,114,0.69
jnh205_ext.xml.minion.converted.minion.gz,1,0.867611,114,0.71
jnh206_ext.xml.minion.converted.minion.gz,1,0.867552,114,0.71
jnh207_ext.xml.minion.converted.minion.gz,1,0.866343,114,0.69
jnh208_ext.xml.minion.converted.minion.gz,1,0.868395,114,0.72
jnh209_ext.xml.minion.converted.minion.gz,1,0.866022,114,0.69
jnh20_ext.xml.minion.converted.minion.gz,1,0.868054,114,0.73
jnh210_ext.xml.minion.converted.minion.gz,1,0.866395,114,0.71
jnh211_ext.xml.minion.converted.minion.gz,1,0.868227,114,0.71
jnh212_ext.xml.minion.converted.minion.gz,1,0.866464,114,0.7
jnh213_ext.xml.minion.converted.minion.gz,1,0.867298,114,0.7
jnh214_ext.xml.minion.converted.minion.gz,1,0.867218,114,0.7
jnh215_ext.xml.minion.converted.minion.gz,1,0.865605,114,0.7
jnh216_ext.xml.minion.converted.minion.gz,1,0.868104,114,0.72
jnh217_ext.xml.minion.converted.minion.gz,1,0.866444,72,0.7
jnh218_ext.xml.minion.converted.minion.gz,1,0.86698,114,0.69
jnh219_ext.xml.minion.converted.minion.gz,1,0.867587,114,0.71
jnh220_ext.xml.minion.converted.minion.gz,1,0.865732,114,0.69
jnh301_ext.xml.minion.converted.minion.gz,1,0.871328,71,0.81
jnh302_ext.xml.minion.converted.minion.gz,1,0.86752,114,0.75
jnh303_ext.xml.minion.converted.minion.gz,1,0.866822,114,0.75
jnh304_ext.xml.minion.converted.minion.gz,1,0.865824,114,0.74
jnh305_ext.xml.minion.converted.minion.gz,1,0.868599,114,0.76
jnh306_ext.xml.minion.converted.minion.gz,1,0.865933,72,0.74
jnh307_ext.xml.minion.converted.minion.gz,1,0.866601,114,0.75
jnh308_ext.xml.minion.converted.minion.gz,1,0.866167,114,0.74
jnh309_ext.xml.minion.converted.minion.gz,1,0.866577,114,0.75
jnh310_ext.xml.minion.converted.minion.gz,1,0.866665,114,0.74
langford-2-10.xml.minion.conv.minion,1,0.717507,50,0.95
langford-2-11.xml.minion.conv.minion,1,0.693308,48,0.954545
langford-2-12.xml.minion.conv.minion,1,0.670291,50,0.958333
langford-2-13.xml.minion.conv.minion,1,0.648447,57,0.961538
langford-2-14.xml.minion.conv.minion,1,0.627744,39,0.964286
langford-2-15.xml.minion.conv.minion,1,0.608135,35,0.966667
langford-2-16.xml.minion.conv.minion,1,0.589565,35,0.96875
langford-2-17.xml.minion.conv.minion,1,0.571975,25,0.970588
langford-2-18.xml.minion.conv.minion,1,0.555308,31,0.972222
langford-2-19.xml.minion.conv.minion,1,0.539505,31,0.973684
langford-2-20.xml.minion.conv.minion,1,0.52451,27,0.975
langford-2-21.xml.minion.conv.minion,1,0.510273,20,0.97619
langford-2-25.xml.minion.conv.minion,1,0.459944,25,0.98
langford-2-2.xml.minion.conv.minion,1,0.917531,263,0.75
langford-2-30.xml.minion.conv.minion,1,0.409024,25,0.983333
langford-2-3.xml.minion.conv.minion,1,0.900463,169,0.833333
langford-2-40.xml.minion.conv.minion,1,0.334327,13,0.9875
langford-2-4-ext.xml.minion.gz,1,0.776417,136,0.875
langford-2-4.xml.minion.conv.minion,1,0.877557,136,0.875
langford-2-50.xml.minion.conv.minion,1,0.282422,7,0.99
langford-2-5.xml.minion.conv.minion,1,0.851502,104,0.9
langford-2-6.xml.minion.conv.minion,1,0.824093,97,0.916667
langford-2-7.xml.minion.conv.minion,1,0.796446,88,0.928571
langford-2-8.xml.minion.conv.minion,1,0.769235,69,0.9375
langford-2-9.xml.minion.conv.minion,1,0.74285,50,0.944444
langford-3-11-ext.xml.minion.gz,1,0.704183,35,0.969697
langford-3-9-ext.xml.minion.gz,1,0.71177,35,0.962963
lard-83-83.xml.minion.gz,1,0.67202,530,0.987952
large-80-sat_ext.xml.minion.gz,1,0.672221,505,0.9875
large-80-unsat_ext.xml.minion.gz,1,0.672221,513,0.9875
large-84-unsat_ext.xml.minion.gz,1,0.671956,513,0.988095
latinSquare-dg-10_all.xml.minion,1,0.597051,999,0.35
latinSquare-dg-11_all.xml.minion,1,0.580181,1000,0.330579
latinSquare-dg-12_all.xml.minion,1,0.563627,1000,0.298611
latinSquare-dg-3_all.xml.minion,1,0.679931,784,0.888889
latinSquare-dg-4_all.xml.minion,1,0.679717,892,0.6875
latinSquare-dg-5_all.xml.minion,1,0.672635,966,0.64
latinSquare-dg-6_all.xml.minion,1,0.661038,987,0.527778
latinSquare-dg-7_all.xml.minion,1,0.646671,995,0.489796
latinSquare-dg-8_all.xml.minion,1,0.630731,998,0.421875
latinSquare-dg-9_all.xml.minion,1,0.614016,996,0.395062
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.682883,513,0.037778
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.682883,324,0.037778
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.682883,263,0.037778
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.682883,184,0.037778
lemma-100-9-mod.xml.minion.conv.minion,1,0.026747,96,0.98
lemma-12-9-mod.xml.minion.conv.minion,1,0.22283,96,0.833333
lemma-15-9-mod.xml.minion.conv.minion,1,0.178178,96,0.866667
lemma-20-9-mod.xml.minion.conv.minion,1,0.134387,96,0.9
lemma-30-9-mod.xml.minion.conv.minion,1,0.089536,96,0.933333
lemma-50-9-mod.xml.minion.conv.minion,1,0.053616,96,0.96
magicSquare-10_glb.xml.minion.conv.minion,1,0.768242,484,0.99
magicSquare-11_glb.xml.minion.conv.minion,1,0.749851,490,0.991736
magicSquare-12_glb.xml.minion.conv.minion,1,0.731691,496,0.993056
magicSquare-13_glb.xml.minion.conv.minion,1,0.713891,530,0.994083
magicSquare-14_glb.xml.minion.conv.minion,1,0.696537,496,0.994898
magicSquare-15_glb.xml.minion.conv.minion,1,0.679685,492,0.995556
magicSquare-16_glb.xml.minion.conv.minion,1,0.663366,510,0.996094
magicSquare-17_glb.xml.minion.conv.minion,1,0.647597,484,0.99654
magicSquare-18_glb.xml.minion.conv.minion,1,0.632382,514,0.996914
magicSquare-19_glb.xml.minion.conv.minion,1,0.617717,481,0.99723
magicSquare-3_glb.xml.minion.conv.minion,1,0.873959,452,0.888889
magicSquare-4_glb.xml.minion.conv.minion,1,0.865625,473,0.9375
magicSquare-5_glb.xml.minion.conv.minion,1,0.853642,522,0.96
magicSquare-6_glb.xml.minion.conv.minion,1,0.83897,504,0.972222
magicSquare-7_glb.xml.minion.conv.minion,1,0.822485,523,0.979592
magicSquare-8_glb.xml.minion.conv.minion,1,0.804881,507,0.984375
magicSquare-9_glb.xml.minion.conv.minion,1,0.786675,517,0.987654
mug100-1-3.xml.watchless.minion.gz,1,0.473173,324,0.03
mug100-1-4.xml.watchless.minion.gz,1,0.473173,263,0.03
mug100-25-3.xml.watchless.minion.gz,1,0.473173,324,0.03
mug100-25-4.xml.watchless.minion.gz,1,0.473173,263,0.03
mug88-1-3.xml.watchless.minion.gz,1,0.473771,324,0.034091
mug88-1-4.xml.watchless.minion.gz,1,0.473771,263,0.034091
mug88-25-3.xml.watchless.minion.gz,1,0.473771,324,0.034091
mug88-25-4.xml.watchless.minion.gz,1,0.473771,263,0.034091
myciel3-3.xml.watchless.minion.gz,1,0.490234,324,0.272727
myciel3-4.xml.watchless.minion.gz,1,0.490234,263,0.272727
myciel4-4.xml.watchless.minion.gz,1,0.382715,263,0.217391
myciel4-5.xml.watchless.minion.gz,1,0.382715,184,0.217391
myciel5-4.xml.watchless.minion.gz,1,0.282062,263,0.170213
myciel5-5.xml.watchless.minion.gz,1,0.282062,184,0.170213
myciel5-6.xml.watchless.minion.gz,1,0.282062,169,0.170213
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.703784,324,0.170213
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.703784,263,0.170213
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.703784,184,0.170213
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.703784,169,0.170213
myciel6-4.xml.watchless.minion.gz,1,0.200428,263,0.126316
myciel6-5.xml.watchless.minion.gz,1,0.200428,184,0.126316
myciel6-6.xml.watchless.minion.gz,1,0.200428,169,0.126316
myciel6-7.xml.watchless.minion.gz,1,0.200428,154,0.126316
myciel7-4.xml.watchless.minion.gz,1,0.139208,263,0.094241
myciel7-5.xml.watchless.minion.gz,1,0.139208,184,0.094241
myciel7-6.xml.watchless.minion.gz,1,0.139208,169,0.094241
myciel7-7.xml.watchless.minion.gz,1,0.139208,154,0.094241
myciel7-8.xml.watchless.minion.gz,1,0.139208,136,0.094241
nmr_10_10_3.minion,1,0.442616,36,0.99
nmr_10_10_4.minion,1,0.442616,20,0.99
nmr_10_10_5.minion,1,0.442616,11,0.99
nmr_10_11_3.minion,1,0.436506,36,0.990909
nmr_10_11_4.minion,1,0.436506,20,0.990909
nmr_10_11_5.minion,1,0.436506,11,0.990909
nmr_10_12_3.minion,1,0.431409,36,0.991667
nmr_10_12_4.minion,1,0.431409,20,0.991667
nmr_10_12_5.minion,1,0.431409,11,0.991667
nmr_10_5_3.minion,1,0.509441,36,0.98
nmr_10_5_4.minion,1,0.509441,20,0.98
nmr_10_5_5.minion,1,0.509441,11,0.98
nmr_10_6_3.minion,1,0.48725,36,0.983333
nmr_10_6_4.minion,1,0.48725,20,0.983333
nmr_10_6_5.minion,1,0.48725,11,0.983333
nmr_10_7_3.minion,1,0.471348,36,0.985714
nmr_10_7_4.minion,1,0.471348,20,0.985714
nmr_10_7_5.minion,1,0.471348,11,0.985714
nmr_10_8_3.minion,1,0.459393,36,0.9875
nmr_10_8_4.minion,1,0.459393,20,0.9875
nmr_10_8_5.minion,1,0.459393,11,0.9875
nmr_10_9_3.minion,1,0.450078,36,0.988889
nmr_10_9_4.minion,1,0.450078,20,0.988889
nmr_10_9_5.minion,1,0.450078,11,0.988889
nmr_11_10_3.minion,1,0.436506,36,0.990909
nmr_11_10_4.minion,1,0.436506,20,0.990909
nmr_11_10_5.minion,1,0.436506,11,0.990909
nmr_11_11_3.minion,1,0.4309,36,0.991736
nmr_11_11_4.minion,1,0.4309,20,0.991736
nmr_11_11_5.minion,1,0.4309,11,0.991736
nmr_11_12_3.minion,1,0.426233,36,0.992424
nmr_11_12_4.minion,1,0.426233,20,0.992424
nmr_11_12_5.minion,1,0.426233,11,0.992424
nmr_11_5_3.minion,1,0.498429,36,0.981818
nmr_11_5_4.minion,1,0.498429,20,0.981818
nmr_11_5_5.minion,1,0.498429,11,0.981818
