@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC

@DATA
normalized-rand-2-40-25-180-500-87_ext.xml.mzn_AND_NODATA,1,28.238424,0.035413,56.476847,2.146583,56.476847,0.034017,2.906404,0.089251,1.073292,0.039409,9.287712,0.960591,1.539707,2950,975,0.244341,28662,0.239575,-824.298256,1160.754248,0.359374,0.246222,90.589886,0.359374,4.643856,58299,0.244341,6.459886,28662,0.543171,975,975,0.962878,30762.683093,975,5614.525549,1015,57324,2.090255,25,30318.42797,40,27598,11.335961,2,61525.366187,0,3.125,40,4.5,0,0.543171,3.549675,119.32,0.537956,34,112.63,0.015873,126,-1,126,53668,-1,52.874877
normalized-rand-2-40-25-180-500-65_ext.xml.mzn_AND_NODATA,1,29.552885,0.033838,59.105769,2.138001,59.105769,0.032536,2.884615,0.073411,1.069,0.038462,9.287712,0.961538,1.533333,3000,1000,0.233483,30735,0.235193,-738.26977,1185.754248,0.348342,0.235193,76.347057,0.348342,4.643856,62470,0.233483,6.391104,30735,0.395939,1000,1000,0.964796,32855.724302,1000,5976.260259,1040,61470,2.194338,25,32413.337738,40,29653,26.303846,2,65711.448605,0,0.961538,40,4.51,0,0.395939,4.532012,138.63,0.25995,55,131.92,0.015152,132,-1,132,49646,-1,47.736538
normalized-rand-2-40-25-180-500-75_ext.xml.mzn_AND_NODATA,1,28.120192,0.035562,56.240385,2.146278,56.240385,0.034194,2.884615,0.071409,1.073139,0.038462,9.287712,0.961538,1.533333,3000,1000,0.24411,29245,0.235193,-785.929008,1185.754248,0.358069,0.235193,74.264986,0.358069,4.643856,59490,0.24411,6.170755,29245,0.393515,1000,1000,0.962831,31383.943583,1000,5935.68869,1040,58490,2.209708,25,30934.414354,40,28158,21.505769,2,62767.887167,0,0.961538,40,4.51,0,0.393515,4.530819,124.87,0.3435,48,118.17,0.015748,127,-1,127,52534,-1,50.513462
normalized-rand-2-40-25-180-500-52_ext.xml.mzn_AND_NODATA,1,30.35,0.032949,60.7,2.133683,60.7,0.031682,2.884615,0.070838,1.066842,0.038462,9.287712,0.961538,1.533333,3000,1000,0.227877,31564,0.235193,-711.402341,1185.754248,0.343034,0.235193,73.671534,0.343034,4.643856,64128,0.227877,6.455153,31564,0.404998,1000,1000,0.965815,33673.792734,1000,6023.030767,1040,63128,2.26854,25,33235.691768,40,30485,25.225,2,67347.585468,0,0.961538,40,4.55,0,0.404998,4.555167,148.66,0.310109,49,141.91,0.014706,136,-1,136,48008,-1,46.161538
normalized-rand-2-40-25-180-500-7_ext.xml.mzn_AND_NODATA,1,28.884615,0.034621,57.769231,2.141679,57.769231,0.033289,2.884615,0.074497,1.070839,0.038462,9.287712,0.961538,1.533333,3000,1000,0.238237,30040,0.235193,-754.68401,1185.754248,0.352655,0.235193,77.47652,0.352655,4.643856,61080,0.238237,6.44302,30040,0.422333,1000,1000,0.963915,32168.012015,1000,5929.611011,1040,60080,2.147037,25,31722.768384,40,28956,24.050962,2,64336.02403,0,0.961538,40,4.51,0,0.422333,4.193361,130.62,0.251112,48,123.91,0.015873,126,-1,126,50650,-1,48.701923
normalized-rand-2-40-25-180-500-89_ext.xml.mzn_AND_NODATA,1,29.754545,0.033608,59.509091,2.138792,59.509091,0.03225,2.929293,0.100933,1.069396,0.040404,9.287712,0.959596,1.546043,2900,950,0.234205,29457,0.244142,-817.12155,1135.754248,0.351134,0.257733,99.923529,0.351134,4.643856,59864,0.234205,6.372982,29457,0.38539,950,950,0.96483,31501.203322,950,5711.717675,990,58914,8.149419,25,31069.364969,40,28421,20.827273,2,63002.406645,0,25,40,4.5,0,0.38539,4.744694,124.18,0.546305,48,117.49,0.016129,124,-1,124,52036,-1,52.561616
normalized-rand-2-40-25-180-500-71_ext.xml.mzn_AND_NODATA,1,28.185577,0.035479,56.371154,2.145938,56.371154,0.034115,2.884615,0.076128,1.072969,0.038462,9.287712,0.961538,1.533333,3000,1000,0.243671,29313,0.235193,-786.092281,1185.754248,0.357725,0.235193,79.17355,0.357725,4.643856,59626,0.243671,6.468513,29313,0.444626,1000,1000,0.962917,31451.943583,1000,5877.061328,1040,58626,2.087794,25,31002.414354,40,28226,16.494231,2,62903.887167,0,1,40,4.51,0,0.444626,4.066979,120.73,0.388404,35,114.04,0.015873,126,-1,126,52562,-1,50.540385
normalized-rand-2-40-25-180-500-91_ext.xml.mzn_AND_NODATA,1,27.002885,0.037033,54.005769,2.153368,54.005769,0.035609,2.884615,0.079289,1.076684,0.038462,9.287712,0.961538,1.533333,3000,1000,0.253077,28083,0.235193,-827.860536,1185.754248,0.366067,0.235193,82.46088,0.366067,4.643856,57166,0.253077,6.474926,28083,0.456188,1000,1000,0.961151,30236.519008,1000,5798.045753,1040,56166,1.991392,25,29781.275647,40,26992,9.877885,2,60473.038016,0,0.961538,40,4.52,0,0.456188,3.149148,114.26,0.687131,37,107.56,0.016,125,-1,125,55094,-1,52.975
normalized-rand-2-40-25-180-500-92_ext.xml.mzn_AND_NODATA,1,30.225616,0.033085,60.451232,2.135283,60.451232,0.031781,2.906404,0.074859,1.067642,0.039409,9.287712,0.960591,1.539707,2950,975,0.229817,30679,0.239575,-757.491162,1160.754248,0.345934,0.246222,75.98209,0.345934,4.643856,62333,0.229817,6.317077,30679,0.352196,975,975,0.965546,32754.1761,975,5904.176479,1015,61358,3.356449,25,32319.920707,40,29622,18.776355,2,65508.3522,0,6.25,40,4.51,0,0.352196,4.594282,135.13,0.453636,46,128.43,0.016529,121,-1,121,49694,-1,48.959606
normalized-rand-2-40-25-180-500-9_ext.xml.mzn_AND_NODATA,1,29.385222,0.034031,58.770443,2.139885,58.770443,0.03269,2.906404,0.081948,1.069943,0.039409,9.287712,0.960591,1.539707,2950,975,0.23577,29826,0.239575,-786.493844,1160.754248,0.351523,0.246222,83.176786,0.351523,4.643856,60627,0.23577,6.305145,29826,0.357544,975,975,0.964461,31912.107669,975,5860.528401,1015,59652,5.135769,25,31473.566677,40,28766,25.20197,2,63824.215337,0,12.5,40,4.5,0,0.357544,4.277748,126.88,0.243187,45,120.17,0.015873,126,-1,126,51418,-1,50.658128
normalized-rand-2-40-25-180-500-44_ext.xml.mzn_AND_NODATA,1,30.694231,0.032579,61.388462,2.131956,61.388462,0.031326,2.884615,0.075896,1.065978,0.038462,9.287712,0.961538,1.533333,3000,1000,0.225611,31922,0.235193,-695.921138,1185.754248,0.340929,0.235193,78.931588,0.340929,4.643856,64844,0.225611,6.687409,31922,0.455749,1000,1000,0.96623,34028.148878,1000,5978.397226,1040,63844,2.14697,25,33591.476444,40,30844,13.591346,2,68056.297755,0,0.961538,40,4.52,0,0.455749,4.014344,155.43,0.342767,22,148.71,0.014286,140,-1,140,47074,-1,45.263462
normalized-rand-2-40-25-180-500-88_ext.xml.mzn_AND_NODATA,1,28.590385,0.034977,57.180769,2.143382,57.180769,0.033632,2.884615,0.074741,1.071691,0.038462,9.287712,0.961538,1.533333,3000,1000,0.240423,29734,0.235193,-766.04444,1185.754248,0.354647,0.235193,77.731004,0.354647,4.643856,60468,0.240423,6.480745,29734,0.440658,1000,1000,0.96351,31865.655871,1000,5910.600551,1040,59468,2.131341,25,31418.983707,40,28649,22.492308,2,63731.311742,0,0.961538,40,4.53,0,0.440658,4.36627,124.3,0.27313,53,117.58,0.015625,128,-1,128,51344,-1,49.369231
normalized-rand-2-40-25-180-500-5_ext.xml.mzn_AND_NODATA,1,30.967308,0.032292,61.934615,2.130566,61.934615,0.03105,2.884615,0.070181,1.065283,0.038462,9.287712,0.961538,1.533333,3000,1000,0.223788,32206,0.235193,-690.316331,1185.754248,0.339177,0.235193,72.987789,0.339177,4.643856,65412,0.223788,6.421513,32206,0.365956,1000,1000,0.966559,34308.505022,1000,6067.313201,1040,64412,2.310363,25,33873.261121,40,31129,24.479808,2,68617.010043,0,1,40,4.51,0,0.365956,4.297631,153.02,0.244541,43,146.31,0.016393,122,-1,122,46714,-1,44.917308
normalized-rand-2-40-25-180-500-93_ext.xml.mzn_AND_NODATA,1,30.248276,0.03306,60.496552,2.135182,60.496552,0.031757,2.906404,0.093203,1.067591,0.039409,9.287712,0.960591,1.539707,2950,975,0.229683,30702,0.239575,-757.644226,1160.754248,0.345825,0.246222,94.601386,0.345825,4.643856,62379,0.229683,6.33193,30702,0.373827,975,975,0.965572,32777.1761,975,5898.923084,1015,61404,8.563597,25,32342.920707,40,29645,7.95468,2,65554.3522,0,25,40,4.51,0,0.373827,3.451011,135.24,0.577744,21,128.53,0.015152,132,-1,132,49704,-1,48.969458
normalized-rand-2-40-25-180-500-72_ext.xml.mzn_AND_NODATA,1,31.335577,0.031913,62.671154,2.128808,62.671154,0.030685,2.884615,0.070566,1.064404,0.038462,9.287712,0.961538,1.533333,3000,1000,0.221464,32589,0.235193,-678.005028,1185.754248,0.337007,0.235193,73.388599,0.337007,4.643856,66178,0.221464,6.514581,32589,0.412054,1000,1000,0.966983,34687.861165,1000,6064.316756,1040,65178,2.298552,25,34254.045798,40,31513,25.0875,2,69375.722331,0,0.961538,40,4.52,0,0.412054,4.823542,162.9,0.375427,58,156.18,0.013423,149,-1,149,45964,-1,44.196154
normalized-rand-2-40-25-180-500-84_ext.xml.mzn_AND_NODATA,1,30.45,0.032841,60.9,2.133244,60.9,0.031578,2.884615,0.071463,1.066622,0.038462,9.287712,0.961538,1.533333,3000,1000,0.227293,31668,0.235193,-711.775289,1185.754248,0.34256,0.235193,74.321087,0.34256,4.643856,64336,0.227293,6.409013,31668,0.406993,1000,1000,0.965928,33777.792734,1000,6024.725585,1040,63336,2.26129,25,33339.691768,40,30589,22.2875,2,67555.585468,0,0.961538,40,4.52,0,0.406993,4.609669,152.42,0.496036,50,145.7,0.014925,134,-1,134,48028,-1,46.180769
normalized-qcp-25-264-12_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168488,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.309425,8186.978034,0.442131,0.41054,1278.152591,0.442131,2.821928,162607,0.418897,2.309425,77823,0.219825,6961,6961,0.910553,89667.225426,6961,31961.009315,7586,155646,1.478981,25,87340.0961,625,70862,2.673873,2,179334.450852,0,1,625,16.23,0,0.219825,1.423152,786.99,0.46273,11,768.32,0.086957,25,-1,25,0,-1,0
normalized-rand-2-40-25-180-500-83_ext.xml.mzn_AND_NODATA,1,32.179808,0.031075,64.359615,2.124775,64.359615,0.02988,2.884615,0.070655,1.062388,0.038462,9.287712,0.961538,1.533333,3000,1000,0.216122,33467,0.235193,-648.506933,1185.754248,0.331798,0.235193,73.480907,0.331798,4.643856,67934,0.216122,6.628925,33467,0.419265,1000,1000,0.967939,35554.929597,1000,6090.813536,1040,66934,2.31101,25,35125.399828,40,32394,23.036538,2,71109.859193,0,1,40,4.54,0,0.419265,4.485282,169.86,0.37193,42,163.11,0.014706,136,-1,136,44156,-1,42.457692
normalized-qcp-25-264-0_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168483,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.293423,8186.978034,0.442131,0.41054,1278.110278,0.442131,2.821928,162607,0.418897,2.293423,77823,0.219688,6961,6961,0.910553,89667.225426,6961,31961.327358,7586,155646,1.479033,25,87340.0961,625,70862,2.658582,2,179334.450852,0,1,625,16.06,0,0.219688,1.40219,786.14,0.453592,10,767.63,0.086957,25,-1,25,0,-1,0
normalized-qcp-25-264-10_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168491,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.318768,8186.978034,0.442131,0.41054,1278.169295,0.442131,2.821928,162607,0.418897,2.318768,77823,0.219886,6961,6961,0.910553,89667.225426,6961,31960.878588,7586,155646,1.47896,25,87340.0961,625,70862,2.628263,2,179334.450852,0,1,625,16.12,0,0.219886,1.370064,791.86,0.427831,9,773.3,0.086957,25,-1,25,0,-1,0
normalized-qcp-25-264-11_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168492,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.32151,8186.978034,0.442131,0.41054,1278.176926,0.442131,2.821928,162607,0.418897,2.32151,77823,0.219909,6961,6961,0.910553,89667.225426,6961,31960.822668,7586,155646,1.478951,25,87340.0961,625,70862,2.64764,2,179334.450852,0,1,625,16.26,0,0.219909,1.391317,798.02,0.439228,9,779.3,0.086957,25,-1,25,0,-1,0
normalized-rand-24-24-276-139-52021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054377,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.24222,686.0391,0.210798,0.242292,32.626389,0.210798,2.792481,78456,0.111103,5.24222,38940,0.180906,576,576,0.985208,39972.4692,576,4179.343552,600,77880,3.549775,24,39793.371414,24,38364,12.738333,2,79944.9384,0,1,24,4.42,0,0.180906,2.330704,244.26,0.13128,17,237.63,0.012422,161,-1,161,0,-1,0
normalized-rand-24-24-276-139-56021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054388,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.336813,686.0391,0.210798,0.242292,32.632524,0.210798,2.792481,78456,0.111103,5.336813,38940,0.182831,576,576,0.985208,39972.4692,576,4179.052454,600,77880,3.549077,24,39793.371414,24,38364,12.473333,2,79944.9384,0,1,24,4.41,0,0.182831,2.310845,239.24,0.135802,17,232.61,0.011976,167,-1,167,0,-1,0
normalized-rand-24-24-276-139-49021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054378,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.239341,686.0391,0.210798,0.242292,32.627063,0.210798,2.792481,78456,0.111103,5.239341,38940,0.181024,576,576,0.985208,39972.4692,576,4179.315769,600,77880,3.549699,24,39793.371414,24,38364,12.751667,2,79944.9384,0,1,24,4.41,0,0.181024,2.3925,242.95,0.136055,20,236.33,0.012422,161,-1,161,0,-1,0
normalized-qcp-25-264-14_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168492,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.322028,8186.978034,0.442131,0.41054,1278.180426,0.442131,2.821928,162607,0.418897,2.322028,77823,0.219918,6961,6961,0.910553,89667.225426,6961,31960.798357,7586,155646,1.478947,25,87340.0961,625,70862,2.628658,2,179334.450852,0,1,625,16.27,0,0.219918,1.366752,788.57,0.427125,8,769.84,0.086957,25,-1,25,0,-1,0
normalized-rand-24-24-276-139-51021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.05438,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.256718,686.0391,0.210798,0.242292,32.627715,0.210798,2.792481,78456,0.111103,5.256718,38940,0.181461,576,576,0.985208,39972.4692,576,4179.273491,600,77880,3.549624,24,39793.371414,24,38364,12.593333,2,79944.9384,0,1,24,4.41,0,0.181461,2.344157,243.96,0.139388,17,237.36,0.012048,166,-1,166,0,-1,0
normalized-rand-24-24-276-139-55021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054384,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.307854,686.0391,0.210798,0.242292,32.630485,0.210798,2.792481,78456,0.111103,5.307854,38940,0.182207,576,576,0.985208,39972.4692,576,4179.148596,600,77880,3.549309,24,39793.371414,24,38364,12.625,2,79944.9384,0,1,24,4.42,0,0.182207,2.37623,241.72,0.137596,17,235.1,0.012121,165,-1,165,0,-1,0
normalized-rand-24-24-276-139-50021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054383,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.289025,686.0391,0.210798,0.242292,32.630045,0.210798,2.792481,78456,0.111103,5.289025,38940,0.182057,576,576,0.985208,39972.4692,576,4179.170025,600,77880,3.549359,24,39793.371414,24,38364,12.705,2,79944.9384,0,1,24,4.41,0,0.182057,2.42164,244.26,0.136887,17,237.64,0.012048,166,-1,166,0,-1,0
normalized-rand-24-24-276-139-48021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054387,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.33617,686.0391,0.210798,0.242292,32.632242,0.210798,2.792481,78456,0.111103,5.33617,38940,0.182748,576,576,0.985208,39972.4692,576,4179.064903,600,77880,3.549109,24,39793.371414,24,38364,12.851667,2,79944.9384,0,1,24,4.42,0,0.182748,2.341935,243.71,0.133259,17,237.08,0.0125,160,-1,160,0,-1,0
normalized-rand-24-24-276-139-53021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054391,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.343815,686.0391,0.210798,0.242292,32.634436,0.210798,2.792481,78456,0.111103,5.343815,38940,0.183396,576,576,0.985208,39972.4692,576,4178.963991,600,77880,3.54886,24,39793.371414,24,38364,12.92,2,79944.9384,0,1,24,4.41,0,0.183396,2.411597,240.49,0.140253,19,233.85,0.011696,171,-1,171,0,-1,0
normalized-rand-24-24-276-139-57021_ext.xml.mzn_AND_NODATA,1,64.9,0.015408,129.8,2.053029,129.8,0.014792,2.88,0.054379,1.026514,0.04,5.584963,0.96,1.49691,1728,576,0.111103,38940,0.242292,5.271693,686.0391,0.210798,0.242292,32.627527,0.210798,2.792481,78456,0.111103,5.271693,38940,0.181402,576,576,0.985208,39972.4692,576,4179.282196,600,77880,3.549645,24,39793.371414,24,38364,12.788333,2,79944.9384,0,1,24,4.42,0,0.181402,2.495559,241.38,0.142913,17,234.76,0.011976,167,-1,167,0,-1,0
normalized-rcpsp25-21.xml.mzn_AND_NODATA,1,1.84,0.543478,6.44,15.561215,24,0.934783,21.88,3.593222,4.447009,1,111.119961,0,0.097013,547,43,4.218364,56.931569,2.835085,2.43908,111.119961,1.622042,1.903716,89.830556,0.017966,4.642701,141,0.615254,0,46,0,0,0,0,204.562403,0,66.129002,25,161,0.252269,26,155.951335,25,0,1,3.5,715.8159,1.622545,6,25,0,0.347817,0.24485,0,2.04,0,1,0.02,2.1,10,0.781296,24,0,3.286739,0
normalized-rcpsp25-22.xml.mzn_AND_NODATA,1,1.8,0.555556,6.36,16.251353,24,0.933333,24.72,4.273251,4.58419,1,115.483252,0,0.106428,618,42,4.491419,55.931569,3.15908,2.59908,115.483252,1.631951,2.343465,106.831277,0.018994,4.832668,138,0.764205,0,45,0,0,0,0,206.288551,0,65.253052,25,159,0.35,29,154.769911,25,0,1,3.533333,731.310879,1.623738,7.25,25,0,0.353359,0.2878,0,2.05,0,1,0.02,1.818182,11,0.744113,24,0,3.458877,0
normalized-qcp-25-264-13_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168484,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.295892,8186.978034,0.442131,0.41054,1278.116055,0.442131,2.821928,162607,0.418897,2.295892,77823,0.219705,6961,6961,0.910553,89667.225426,6961,31961.285232,7586,155646,1.479026,25,87340.0961,625,70862,2.609544,2,179334.450852,0,1,625,16.17,0,0.219705,1.336641,813.53,0.404526,7,794.91,0.086957,25,-1,25,0,-1,0
normalized-rcpsp20-05.xml.mzn_AND_NODATA,1,0.75,1.333333,4.2,21.785965,19,0.8,15.3,4.006548,3.830035,1,78.477193,0,0.125891,306,12,3.139572,24.965784,2.684184,2.041446,78.477193,1.301121,2.270951,80.130952,0.02639,3.947409,48,0,0,15,0,0,0,0,57.450531,0,40.26662,20,84,0.334601,18,54.018543,20,0,1,5.6,326.789482,1.285714,6,20,0,0.721928,0.287692,0,2.04,0,1,0.01,1.714286,7,0.458411,19,0,2.146466,0
normalized-rcpsp25-28.xml.mzn_AND_NODATA,1,1.8,0.555556,6.36,15.181706,24,0.933333,20.04,3.447365,4.284175,1,107.826471,0,0.127401,501,42,4.34131,55.931569,3.018689,2.648884,107.826471,1.631016,2.292097,86.184127,0.029038,4.48864,138,0,0,45,0,0,0,0,192.787864,0,65.402931,25,159,0.366727,24,150.359805,25,0,1,3.533333,683.176788,1.623738,6.666667,25,0,0.353359,0.258857,0,2.04,0,1,0.02,1.888889,9,0.757622,24,0,2.961313,0
normalized-rcpsp25-32.xml.mzn_AND_NODATA,1,1.84,0.543478,6.44,16.058664,24,0.934783,24.28,4.038063,4.583382,1,114.86499,0,0.099885,607,43,4.267596,56.931569,3.029275,2.517406,114.86499,1.625206,1.820533,100.951587,0.015871,4.725606,141,0.495969,0,46,0,0,0,0,210.835578,0,66.151392,25,161,0.338081,29,157.958215,25,0,1,3.5,738.698527,1.622545,9,25,0,0.347817,0.224292,0,2.04,0,1,0.01,2.555556,9,0.789319,24,0,2.974878,0
normalized-rcpsp25-33.xml.mzn_AND_NODATA,1,1.72,0.581395,6.2,13.269017,24,0.930233,13.08,2.298797,3.670196,1,92.366255,0,0.141666,327,40,4.001051,53.931569,2.584498,2.673411,92.366255,1.632595,1.842292,57.469913,0.031899,3.947409,132,0.365055,0,43,0,0,0,0,157.818444,0,64.359014,25,155,0.319367,17,134.561657,25,0,1,3.604651,570.567751,1.625499,3.5,25,0,0.365055,0.29565,0,2.04,0,1,0.01,1.181818,11,0.739669,24,0,3.507579,0
normalized-rcpsp25-34.xml.mzn_AND_NODATA,1,1.8,0.555556,6.36,16.162625,24,0.933333,24.28,4.197444,4.559014,1,114.857568,0,0.101902,607,42,4.242101,55.931569,3.048884,2.417797,114.857568,1.632037,1.977015,104.936111,0.020667,4.725606,138,0.918296,0,45,0,0,0,0,205.155621,0,65.407729,25,159,0.381272,29,154.410208,25,0,1,3.533333,727.318131,1.623738,8.666667,25,0,0.353359,0.255008,0,2.04,0,1,0.01,2.625,9,0.759056,24,0,2.856999,0
normalized-rcpsp20-16.xml.mzn_AND_NODATA,1,0.8,1.25,4.3,20.749647,19,0.8125,15,3.725833,3.813664,1,77.761882,0,0.154919,300,13,3.45282,25.965784,2.946439,1.857717,77.761882,1.320002,2.180482,74.516667,0.041934,4.077409,51,0,0,16,0,0,0,0,61.018632,0,41.38245,20,86,0.318661,19,56.844052,20,0,1,5.375,331.994345,1.307093,6,20,0,0.696212,0.221846,0,2.03,0,1,0.01,1.666667,6,0.583803,19,0,2.382856,0
normalized-rcpsp20-17.xml.mzn_AND_NODATA,1,0.9,1.111111,4.5,17.862298,19,0.833333,12.15,2.929444,3.553121,1,71.707034,0,0.150135,243,15,3.419382,27.965784,2.784184,1.960964,71.707034,1.348164,1.765957,58.588889,0.034107,3.745927,57,0.764205,0,18,0,0,0,0,63.956186,0,42.255125,20,90,0.310076,15,60.873834,20,0,1,5,321.521365,1.341641,4.333333,20,0,0.650022,0.302255,0,2.04,0,1,0.01,1.222222,9,0.527893,19,0,2.441069,0
normalized-qcp-25-264-4_ext.xml.mzn_AND_NODATA,1,10.258766,0.097478,20.517532,2.304389,20.517532,0.089447,2.752834,0.168489,1.152194,0.082389,5.643856,0.917611,1.536496,20883,6961,0.460939,77823,0.491491,2.314537,8186.978034,0.442131,0.41054,1278.160704,0.442131,2.821928,162607,0.418897,2.314537,77823,0.219855,6961,6961,0.910553,89667.225426,6961,31960.945712,7586,155646,1.478971,25,87340.0961,625,70862,2.694569,2,179334.450852,0,1,625,16.17,0,0.219855,1.423953,789.16,0.488417,9,770.54,0.086957,25,-1,25,0,-1,0
