@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC

@DATA
patt/register/zeroin/zeroin-i-3-15.xml,1,?,?,?,?,0.45,0.954693,0.937242
patt/register/zeroin/zeroin-i-1-25.xml,1,?,?,?,?,0.4,0.963657,0.961908
patt/register/zeroin/zeroin-i-1-20.xml,1,?,?,?,?,0.444444,0.967273,0.952277
patt/register/zeroin/zeroin-i-2-10.xml,1,?,?,?,?,0.583333,0.967682,0.904848
patt/register/zeroin/zeroin-i-3-05.xml,1,?,?,?,?,1.25,1,0.810106
patt/register/zeroin/zeroin-i-2-30.xml,1,?,?,?,?,0.404762,0.949909,0.968952
patt/register/zeroin/zeroin-i-1-47.xml,1,?,?,?,?,0.367647,0.960899,0.979824
patt/register/zeroin/zeroin-i-3-10.xml,1,?,?,?,?,0.583333,0.967674,0.904849
patt/register/zeroin/zeroin-i-1-35.xml,1,?,?,?,?,0.38,0.961971,0.972862
patt/register/zeroin/zeroin-i-3-27.xml,1,?,?,?,?,0.394737,0.948665,0.965462
patt/register/zeroin/zeroin-i-2-15.xml,1,?,?,?,?,0.45,0.954704,0.937241
patt/register/zeroin/zeroin-i-2-28.xml,1,?,?,?,?,0.410256,0.950531,0.966709
patt/register/zeroin/zeroin-i-3-25.xml,1,?,?,?,?,0.4,0.949262,0.962664
patt/register/zeroin/zeroin-i-2-29.xml,1,?,?,?,?,0.390244,0.948163,0.967869
patt/register/zeroin/zeroin-i-3-29.xml,1,?,?,?,?,0.390244,0.94815,0.96787
patt/register/zeroin/zeroin-i-1-15.xml,1,?,?,?,?,0.45,0.967625,0.936126
patt/register/zeroin/zeroin-i-1-45.xml,1,?,?,?,?,0.369231,0.961038,0.978923
patt/register/zeroin/zeroin-i-1-10.xml,1,?,?,?,?,0.583333,0.976972,0.903454
patt/register/fpsol/fpsol2-i-1-50.xml,1,?,?,?,?,0.375,0.970539,0.980797
patt/register/fpsol/fpsol2-i-2-30.xml,1,?,?,?,?,0.404762,0.952516,0.968833
patt/register/fpsol/fpsol2-i-2-20.xml,1,?,?,?,?,0.444444,0.956673,0.953014
patt/register/fpsol/fpsol2-i-1-05.xml,1,?,?,?,?,1.25,1,0.80539
patt/register/fpsol/fpsol2-i-2-27.xml,1,?,?,?,?,0.394737,0.951351,0.965331
patt/register/fpsol/fpsol2-i-1-40.xml,1,?,?,?,?,0.385965,0.971273,0.975976
patt/register/fpsol/fpsol2-i-2-10.xml,1,?,?,?,?,0.583333,0.969398,0.90459
patt/register/fpsol/fpsol2-i-1-55.xml,1,?,?,?,?,0.3625,0.969683,0.982548
patt/register/fpsol/fpsol2-i-3-26.xml,1,?,?,?,?,0.416667,0.953776,0.963983
patt/register/fpsol/fpsol2-i-3-25.xml,1,?,?,?,?,0.4,0.951905,0.962525
patt/register/fpsol/fpsol2-i-2-26.xml,1,?,?,?,?,0.416667,0.95379,0.963982
patt/register/fpsol/fpsol2-i-3-30.xml,1,?,?,?,?,0.404762,0.952501,0.968833
patt/register/fpsol/fpsol2-i-1-61.xml,1,?,?,?,?,0.359551,0.969479,0.98427
patt/register/fpsol/fpsol2-i-2-25.xml,1,?,?,?,?,0.4,0.95192,0.962524
patt/register/fpsol/fpsol2-i-2-28.xml,1,?,?,?,?,0.410256,0.953107,0.966583
patt/register/fpsol/fpsol2-i-1-10.xml,1,?,?,?,?,0.583333,0.982427,0.902636
patt/register/fpsol/fpsol2-i-1-60.xml,1,?,?,?,?,0.367816,0.970051,0.984007
patt/register/fpsol/fpsol2-i-2-05.xml,1,?,?,?,?,1.25,1,0.809546
patt/register/fpsol/fpsol2-i-1-15.xml,1,?,?,?,?,0.45,0.975249,0.935469
patt/register/fpsol/fpsol2-i-2-15.xml,1,?,?,?,?,0.45,0.957085,0.937036
patt/register/fpsol/fpsol2-i-3-27.xml,1,?,?,?,?,0.394737,0.951336,0.965332
patt/register/fpsol/fpsol2-i-1-20.xml,1,?,?,?,?,0.444444,0.974958,0.951742
patt/register/fpsol/fpsol2-i-2-29.xml,1,?,?,?,?,0.390244,0.950861,0.967747
patt/register/fpsol/fpsol2-i-3-28.xml,1,?,?,?,?,0.410256,0.953092,0.966583
patt/register/fpsol/fpsol2-i-1-63.xml,1,?,?,?,?,0.358696,0.96942,0.984771
patt/register/fpsol/fpsol2-i-3-29.xml,1,?,?,?,?,0.390244,0.950846,0.967747
patt/register/fpsol/fpsol2-i-1-35.xml,1,?,?,?,?,0.38,0.970868,0.972527
patt/register/fpsol/fpsol2-i-1-65.xml,1,?,?,?,?,0.357895,0.969364,0.98524
patt/register/fpsol/fpsol2-i-3-10.xml,1,?,?,?,?,0.583333,0.969388,0.904592
patt/register/fpsol/fpsol2-i-1-30.xml,1,?,?,?,?,0.404762,0.972498,0.967921
patt/register/fpsol/fpsol2-i-1-25.xml,1,?,?,?,?,0.4,0.972176,0.961461
patt/register/fpsol/fpsol2-i-1-64.xml,1,?,?,?,?,0.365591,0.969899,0.985009
patt/register/fpsol/fpsol2-i-1-45.xml,1,?,?,?,?,0.369231,0.970143,0.978655
patt/register/fpsol/fpsol2-i-3-05.xml,1,?,?,?,?,1.25,1,0.809549
patt/register/fpsol/fpsol2-i-1-62.xml,1,?,?,?,?,0.366667,0.969973,0.984524
patt/register/fpsol/fpsol2-i-3-20.xml,1,?,?,?,?,0.444444,0.956659,0.953015
patt/register/fpsol/fpsol2-i-3-15.xml,1,?,?,?,?,0.45,0.957072,0.937037
patt/register/inithx/inithx-i-1-10.xml,1,?,?,?,?,0.583333,0.979082,0.903138
patt/register/inithx/inithx-i-3-30.xml,1,?,?,?,?,0.404762,0.954309,0.968751
patt/register/inithx/inithx-i-1-52.xml,1,?,?,?,?,0.373333,0.964892,0.981682
patt/register/inithx/inithx-i-1-51.xml,1,?,?,?,?,0.364865,0.9642,0.981322
patt/register/inithx/inithx-i-1-30.xml,1,?,?,?,?,0.404762,0.967335,0.968157
patt/register/inithx/inithx-i-2-05.xml,1,?,?,?,?,1.25,1,0.809142
patt/register/inithx/inithx-i-3-15.xml,1,?,?,?,?,0.45,0.958722,0.936895
patt/register/inithx/inithx-i-1-53.xml,1,?,?,?,?,0.363636,0.964101,0.982029
patt/register/inithx/inithx-i-1-45.xml,1,?,?,?,?,0.369231,0.964551,0.97882
patt/register/inithx/inithx-i-3-10.xml,1,?,?,?,?,0.583333,0.970577,0.904414
patt/register/inithx/inithx-i-2-30.xml,1,?,?,?,?,0.404762,0.954412,0.968746
patt/register/inithx/inithx-i-3-25.xml,1,?,?,?,?,0.4,0.953739,0.962429
patt/register/inithx/inithx-i-1-40.xml,1,?,?,?,?,0.385965,0.965889,0.976158
patt/register/inithx/inithx-i-1-54.xml,1,?,?,?,?,0.371795,0.964768,0.982363
patt/register/inithx/inithx-i-3-31.xml,1,?,?,?,?,0.386364,0.952307,0.969768
patt/register/inithx/inithx-i-2-31.xml,1,?,?,?,?,0.386364,0.952415,0.969764
patt/register/inithx/inithx-i-3-05.xml,1,?,?,?,?,1.25,1,0.809164
patt/register/inithx/inithx-i-2-15.xml,1,?,?,?,?,0.45,0.958816,0.936886
patt/register/inithx/inithx-i-1-05.xml,1,?,?,?,?,1.25,1,0.806444
patt/register/inithx/inithx-i-1-20.xml,1,?,?,?,?,0.444444,0.970241,0.95207
patt/register/inithx/inithx-i-1-50.xml,1,?,?,?,?,0.375,0.965024,0.980946
patt/register/inithx/inithx-i-3-20.xml,1,?,?,?,?,0.444444,0.958317,0.9529
patt/register/inithx/inithx-i-2-28.xml,1,?,?,?,?,0.410256,0.954981,0.966491
patt/register/inithx/inithx-i-2-20.xml,1,?,?,?,?,0.444444,0.958412,0.952893
patt/register/inithx/inithx-i-1-15.xml,1,?,?,?,?,0.45,0.970571,0.935872
patt/register/inithx/inithx-i-1-35.xml,1,?,?,?,?,0.38,0.965404,0.972732
patt/register/inithx/inithx-i-1-25.xml,1,?,?,?,?,0.4,0.966946,0.961735
patt/register/inithx/inithx-i-2-29.xml,1,?,?,?,?,0.390244,0.952825,0.967658
patt/register/inithx/inithx-i-3-29.xml,1,?,?,?,?,0.390244,0.952718,0.967663
patt/register/inithx/inithx-i-3-28.xml,1,?,?,?,?,0.410256,0.954879,0.966496
patt/register/inithx/inithx-i-2-25.xml,1,?,?,?,?,0.4,0.953844,0.962423
patt/register/inithx/inithx-i-2-10.xml,1,?,?,?,?,0.583333,0.970644,0.904403
patt/sgb/miles/miles1000-25.xml,1,?,?,?,?,0.4,0.953965,0.962417
patt/sgb/miles/miles750-20.xml,1,?,?,?,?,0.444444,0.939815,0.954187
patt/sgb/miles/miles750-30.xml,1,?,?,?,?,0.404762,0.934169,0.969669
patt/sgb/miles/miles750-5.xml,1,?,?,?,?,1.25,1,0.813553
patt/sgb/miles/miles750-31.xml,1,?,?,?,?,0.386364,0.931294,0.970661
patt/sgb/miles/miles1500-20.xml,1,?,?,?,?,0.444444,0.973385,0.951851
patt/sgb/miles/miles1500-73.xml,1,?,?,?,?,0.35514,0.967249,0.986897
patt/sgb/miles/miles250-6.xml,1,?,?,?,?,1.944325,0.986899,0.852551
patt/sgb/miles/miles1500-40.xml,1,?,?,?,?,0.385965,0.969477,0.976037
patt/sgb/miles/miles500-19.xml,1,?,?,?,?,0.426076,0.89706,0.953828
patt/sgb/miles/miles1000-38.xml,1,?,?,?,?,0.388889,0.952864,0.975371
patt/sgb/miles/miles750-15.xml,1,?,?,?,?,0.45,0.940271,0.938486
patt/sgb/miles/miles500-20.xml,1,?,?,?,?,0.445699,0.901985,0.956215
patt/sgb/miles/miles500-15.xml,1,?,?,?,?,0.453976,0.902796,0.940949
patt/sgb/miles/miles1000-20.xml,1,?,?,?,?,0.444444,0.958521,0.952885
patt/sgb/miles/miles1500-50.xml,1,?,?,?,?,0.375,0.968699,0.980847
patt/sgb/miles/miles1000-42.xml,1,0,10,6.480741,6.480741,0.383333,0.952269,0.977733
patt/sgb/miles/miles500-18.xml,1,?,?,?,?,0.459759,0.904926,0.951165
patt/sgb/miles/miles250-7.xml,1,?,?,?,?,1.152318,0.870274,0.864631
patt/sgb/miles/miles1500-71.xml,1,?,?,?,?,0.355769,0.967296,0.986527
patt/sgb/miles/miles750-25.xml,1,?,?,?,?,0.4,0.933291,0.963502
patt/sgb/miles/miles750-28.xml,1,?,?,?,?,0.410256,0.934971,0.967471
patt/sgb/miles/miles1500-55.xml,1,?,?,?,?,0.3625,0.967789,0.982594
patt/sgb/miles/miles1500-30.xml,1,?,?,?,?,0.404762,0.970776,0.968
patt/sgb/miles/miles500-10.xml,1,?,?,?,?,0.586432,0.92925,0.909341
patt/sgb/miles/miles500-5.xml,1,?,?,?,?,1.272189,0.998417,0.820466
patt/sgb/miles/miles1000-41.xml,1,?,?,?,?,0.372881,0.951097,0.977186
patt/sgb/miles/miles750-29.xml,1,?,?,?,?,0.390244,0.931866,0.968609
patt/sgb/miles/miles250-8.xml,1,?,?,?,?,1.06044,0.883131,0.891173
patt/sgb/miles/miles1000-5.xml,1,?,?,?,?,1.25,1,0.809117
patt/sgb/miles/miles1000-30.xml,1,?,?,?,?,0.404762,0.954532,0.968741
patt/sgb/miles/miles1500-65.xml,1,?,?,?,?,0.357895,0.967452,0.985279
patt/sgb/miles/miles1000-35.xml,1,?,?,?,?,0.38,0.951863,0.973243
patt/sgb/miles/miles1000-40.xml,1,?,?,?,?,0.385965,0.952551,0.976611
patt/sgb/miles/miles750-10.xml,1,?,?,?,?,0.583333,0.957237,0.906414
patt/sgb/miles/miles1000-15.xml,1,?,?,?,?,0.45,0.958925,0.936877
patt/sgb/miles/miles1500-72.xml,1,?,?,?,?,0.361905,0.967751,0.986714
patt/sgb/miles/miles1500-10.xml,1,?,?,?,?,0.583333,0.981313,0.902803
patt/sgb/miles/miles1000-10.xml,1,?,?,?,?,0.583333,0.970723,0.904392
patt/sgb/miles/miles1000-39.xml,1,?,?,?,?,0.375,0.951326,0.976007
patt/sgb/miles/miles1500-70.xml,1,?,?,?,?,0.362745,0.967812,0.986334
patt/sgb/miles/miles1500-60.xml,1,?,?,?,?,0.367816,0.968182,0.984049
patt/sgb/queen/queen14-14-16.xml,1,0,10,4,4,0.47619,0.955464,0.94143
patt/sgb/queen/queen13-13-13.xml,1,0,10,3.605551,3.605551,0.470588,0.95122,0.927901
patt/sgb/queen/queen11-11-10.xml,1,?,?,?,?,0.583333,0.956905,0.906464
patt/sgb/queen/queen8-12-12.xml,1,0,10,3.464102,3.464102,0.533333,0.944724,0.923367
patt/sgb/queen/queen8-8-9.xml,1,0,10,3,3,0.545455,0.934089,0.898043
patt/sgb/queen/queen12-12-11.xml,1,?,?,?,?,0.5,0.95074,0.91479
patt/sgb/queen/queen10-10-12.xml,1,0,10,3.464102,3.464102,0.533333,0.946184,0.92319
patt/sgb/queen/queen10-10-9.xml,1,?,?,?,?,0.545455,0.947125,0.896233
patt/sgb/queen/queen12-12-13.xml,1,0,10,3.605551,3.605551,0.470588,0.947242,0.928295
patt/sgb/queen/queen11-11-12.xml,1,0,10,3.464102,3.464102,0.533333,0.950972,0.922609
patt/sgb/queen/queen16-16-18.xml,1,0,10,4.242641,4.242641,0.458333,0.959215,0.947617
patt/sgb/queen/queen14-14-14.xml,1,0,10,3.741657,3.741657,0.5,0.957958,0.932861
patt/sgb/queen/queen5-5-4.xml,1,?,?,?,?,1.333333,1,0.776224
patt/sgb/queen/queen13-13-12.xml,1,?,?,?,?,0.533333,0.958382,0.921711
patt/sgb/queen/queen13-13-14.xml,1,0,10,3.741657,3.741657,0.5,0.954794,0.933184
patt/sgb/queen/queen8-12-11.xml,1,?,?,?,?,0.5,0.939477,0.916094
patt/sgb/queen/queen11-11-9.xml,1,?,?,?,?,0.545455,0.951886,0.895571
patt/sgb/queen/queen12-12-14.xml,1,0,10,3.741657,3.741657,0.5,0.951115,0.93356
patt/sgb/queen/queen16-16-15.xml,1,?,?,?,?,0.45,0.958263,0.936934
patt/sgb/queen/queen13-13-11.xml,1,?,?,?,?,0.5,0.954473,0.914358
patt/sgb/queen/queen14-14-13.xml,1,?,?,?,?,0.470588,0.95464,0.927563
patt/sgb/queen/queen14-14-15.xml,1,0,10,3.872983,3.872983,0.45,0.952429,0.937438
patt/sgb/queen/queen14-14-12.xml,1,?,?,?,?,0.533333,0.961307,0.921357
patt/sgb/queen/queen10-10-10.xml,1,0,10,3.162278,3.162278,0.583333,0.952663,0.907101
patt/sgb/queen/queen9-9-10.xml,1,0,10,3.162278,3.162278,0.583333,0.947496,0.907876
patt/sgb/queen/queen15-15-17.xml,1,0,10,4.123106,4.123106,0.434783,0.953957,0.944697
patt/sgb/queen/queen7-7-6.xml,1,?,?,?,?,1.2,1,0.857741
patt/sgb/queen/queen8-8-8.xml,1,0,10,2.828427,2.828427,0.666667,0.953271,0.884346
patt/sgb/queen/queen9-9-8.xml,1,?,?,?,?,0.666667,0.958436,0.883313
patt/sgb/queen/queen13-13-10.xml,1,?,?,?,?,0.583333,0.963457,0.905481
patt/sgb/queen/queen16-16-17.xml,1,0,10,4.123106,4.123106,0.434783,0.956774,0.944482
patt/sgb/queen/queen6-6-6.xml,1,?,?,?,?,1.2,1,0.861905
patt/sgb/queen/queen12-12-12.xml,1,0,10,3.464102,3.464102,0.533333,0.95498,0.922124
patt/sgb/queen/queen15-15-13.xml,1,?,?,?,?,0.470588,0.957613,0.927269
patt/sgb/queen/queen8-12-8.xml,1,?,?,?,?,0.666667,0.961538,0.882692
patt/sgb/queen/queen15-15-15.xml,1,0,10,3.872983,3.872983,0.45,0.955536,0.937169
patt/sgb/queen/queen8-12-10.xml,1,?,?,?,?,0.583333,0.951368,0.907295
patt/sgb/queen/queen11-11-8.xml,1,?,?,?,?,0.666667,0.965965,0.881807
patt/sgb/queen/queen9-9-9.xml,1,0,10,3,3,0.545455,0.94132,0.897039
patt/sgb/queen/queen7-7-7.xml,1,?,?,?,?,0.625,0.938272,0.867725
patt/sgb/queen/queen16-16-16.xml,1,0,10,4,4,0.47619,0.96092,0.940948
patt/sgb/queen/queen15-15-14.xml,1,?,?,?,?,0.5,0.960708,0.932581
patt/sgb/queen/queen15-15-16.xml,1,0,10,4,4,0.47619,0.95837,0.941173
patt/sgb/queen/queen16-16-14.xml,1,?,?,?,?,0.5,0.963122,0.932335
patt/sgb/queen/queen12-12-10.xml,1,?,?,?,?,0.583333,0.96045,0.905932
patt/sgb/queen/queen5-5-5.xml,1,?,?,?,?,1.25,1,0.831579
patt/sgb/queen/queen11-11-11.xml,1,0,10,3.316625,3.316625,0.5,0.946341,0.915299
patt/sgb/queen/queen6-6-7.xml,1,?,?,?,?,0.625,0.927942,0.869496
patt/sgb/queen/queen10-10-8.xml,1,?,?,?,?,0.666667,0.962575,0.882485
patt/sgb/queen/queen10-10-11.xml,1,0,10,3.316625,3.316625,0.5,0.941082,0.915908
patt/sgb/book/huck-5.xml,1,?,?,?,?,1.973214,0.996491,0.831214
patt/sgb/book/jean-7.xml,1,?,?,?,?,1.72752,0.887996,0.859168
patt/sgb/book/homer-11.xml,1,?,?,?,?,2.682119,0.872237,0.917938
patt/sgb/book/david-10.xml,1,?,?,?,?,0.83871,0.890744,0.907255
patt/sgb/book/jean-10.xml,1,?,?,?,?,1.430233,0.875217,0.908816
patt/sgb/book/homer-8.xml,1,?,?,?,?,3.180451,0.912542,0.87918
patt/sgb/book/anna-9.xml,1,?,?,?,?,1.389002,0.876085,0.896626
patt/sgb/book/homer-5.xml,1,?,?,?,?,5.154982,0.987754,0.814924
patt/sgb/book/david-9.xml,1,?,?,?,?,0.898588,0.883364,0.89685
patt/sgb/book/huck-10.xml,1,?,?,?,?,1.067647,0.886509,0.913657
patt/sgb/book/anna-11.xml,1,?,?,?,?,1.280094,0.861685,0.917304
patt/sgb/book/anna-10.xml,1,?,?,?,?,1.387978,0.879368,0.90827
patt/sgb/book/anna-8.xml,1,?,?,?,?,1.539877,0.900706,0.879705
patt/sgb/book/huck-11.xml,1,?,?,?,?,0.967089,0.862575,0.922324
patt/sgb/book/huck-8.xml,1,?,?,?,?,1.180747,0.907688,0.884067
patt/sgb/book/homer-10.xml,1,?,?,?,?,2.902475,0.892469,0.909381
patt/sgb/book/anna-5.xml,1,?,?,?,?,2.674556,0.974251,0.798706
patt/sgb/book/huck-9.xml,1,?,?,?,?,1.03231,0.875,0.898559
patt/sgb/book/jean-9.xml,1,?,?,?,?,1.522158,0.867704,0.900457
patt/sgb/book/homer-13.xml,1,?,?,?,?,2.570511,0.863109,0.931862
patt/sgb/book/david-11.xml,1,?,?,?,?,0.787671,0.871261,0.917045
patt/sgb/book/homer-12.xml,1,?,?,?,?,2.747948,0.879492,0.925908
patt/sgb/book/david-8.xml,1,?,?,?,?,1.05836,0.91385,0.883286
patt/sgb/book/jean-8.xml,1,?,?,?,?,1.704918,0.899777,0.885048
patt/sgb/book/david-5.xml,1,?,?,?,?,1.816547,0.993028,0.82207
patt/sgb/book/jean-5.xml,1,?,?,?,?,2.85,0.993794,0.83003
patt/sgb/games/games120-7.xml,1,?,?,?,?,0.625,0.900431,0.874212
patt/sgb/games/games120-5.xml,1,?,?,?,?,1.25,1,0.836829
patt/sgb/games/games120-8.xml,1,?,?,?,?,0.666667,0.914579,0.892084
patt/sgb/games/games120-9.xml,1,?,?,?,?,0.545455,0.880329,0.90551
patt/school/school1-13.xml,1,?,?,?,?,0.504847,0.979742,0.924997
patt/school/school1-nsh-13.xml,1,?,?,?,?,0.508916,0.976078,0.925307
patt/school/school1-14.xml,1,?,?,?,?,0.534091,0.981164,0.930411
patt/school/school1-16.xml,1,?,?,?,?,0.509422,0.980013,0.939192
patt/school/school1-15.xml,1,?,?,?,?,0.483327,0.978706,0.935098
patt/school/school1-nsh-15.xml,1,0,10,3.872983,3.872983,0.487179,0.974857,0.935385
patt/school/school1-nsh-14.xml,1,?,?,?,?,0.537615,0.977728,0.930709
patt/school/school1-nsh-12.xml,1,?,?,?,?,0.572344,0.979538,0.918987
patt/mknap/mknap-1-4.xml,1,?,?,?,?,?,?,?
patt/mknap/mknap-1-3.xml,1,?,?,?,?,?,?,?
patt/mknap/mknap-1-5.xml,1,?,?,?,?,?,?,?
patt/mknap/mknap-1-2.xml,1,?,?,?,?,?,?,?
patt/mknap/mknap-1-6.xml,1,0,0,1.414214,1.414214,?,?,?
patt/mknap/mknap-1-0.xml,1,?,?,?,?,?,?,?
patt/cjss/ft06x2-55.xml,1,0,20,7.483315,7.432804,?,?,?
patt/cjss/ft06x2-54.xml,1,?,?,?,?,?,?,?
patt/cjss/ft06x3-55.xml,1,0,20,7.483315,7.449524,?,?,?
patt/cjss/la04x3-570.xml,1,0,20,23.895606,23.816489,?,?,?
patt/cjss/la04x2-572.xml,1,0,20,23.937418,23.818829,?,?,?
patt/cjss/la03x2-593.xml,1,0,20,24.372115,24.251365,?,?,?
patt/cjss/ft10x3-838.xml,1,0,20,28.965497,28.917399,?,?,?
patt/cjss/la03x3-590.xml,1,0,20,24.310492,24.229996,?,?,?
patt/cjss/ft10x2-837.xml,1,0,20,28.94823,28.876215,?,?,?
patt/cjss/ft06x3-54.xml,1,0,20,7.416198,7.382722,?,?,?
patt/myciel/myciel7-6.xml,1,0,10,2.44949,2.44949,1.2,1,0.853143
patt/myciel/myciel4-5.xml,1,?,?,?,?,1.25,1,0.855984
patt/myciel/myciel6-5.xml,1,0,10,2.236068,2.236068,1.25,1,0.826237
patt/myciel/myciel7-5.xml,1,0,10,2.236068,2.236068,1.25,1,0.817704
patt/myciel/myciel4-4.xml,1,?,?,?,?,1.333333,1,0.798867
patt/myciel/myciel3-3.xml,1,?,?,?,?,2.235294,0.772727,0.469697
patt/myciel/myciel7-8.xml,1,?,?,?,?,0.666667,0.956464,0.883707
patt/myciel/myciel3-4.xml,1,?,?,?,?,1.75,0.902913,0.660194
patt/myciel/myciel7-4.xml,1,?,?,?,?,1.333333,1,0.764306
patt/myciel/myciel5-6.xml,1,?,?,?,?,1.2,1,0.874867
patt/myciel/myciel7-7.xml,1,0,10,2.645751,2.645751,0.625,0.949745,0.865758
patt/myciel/myciel6-6.xml,1,0,10,2.44949,2.44949,1.2,1,0.862226
patt/myciel/myciel6-7.xml,1,?,?,?,?,0.625,0.927147,0.869632
patt/myciel/myciel5-4.xml,1,?,?,?,?,1.333333,1,0.782488
patt/myciel/myciel5-5.xml,1,0,10,2.236068,2.236068,1.25,1,0.838577
patt/myciel/myciel6-4.xml,1,?,?,?,?,1.333333,1,0.771558
patt/tdsp/C3-2-31.xml,1,0,5,7.81025,5.565746,?,?,?
patt/tdsp/C2-2-15.xml,1,25.714286,168.571429,6.403124,4.379705,?,?,?
patt/tdsp/C7-1-240.xml,1,0,0.80402,15.524175,11.585058,?,?,?
patt/tdsp/C1-1-20.xml,1,23.684211,158.421053,4.582576,3.757659,?,?,?
patt/tdsp/C1-2-21.xml,1,?,?,?,?,?,?,?
patt/tdsp/C1-1-21.xml,1,23.684211,158.421053,4.690416,3.8,?,?,?
patt/tdsp/C6-1-121.xml,1,0,1.6,11.045361,8.238551,?,?,?
patt/tdsp/C3-2-30.xml,1,0,5,7.81025,5.536396,?,?,?
patt/tdsp/C2-2-16.xml,1,25.714286,168.571429,6.403124,4.416616,?,?,?
patt/tdsp/C7-2-240.xml,1,0,0.8,15.524175,11.585157,?,?,?
patt/tdsp/C2-3-16.xml,1,25.714286,168.571429,6.403124,4.416616,?,?,?
patt/tdsp/C5-3-91.xml,1,0,2.105263,9.591663,7.155987,?,?,?
patt/tdsp/C3-1-31.xml,1,0,5.16129,7.81025,5.563586,?,?,?
patt/tdsp/C5-3-90.xml,1,0,2.105263,9.539392,7.13287,?,?,?
patt/tdsp/C4-3-60.xml,1,0,3.076923,7.81025,6.386857,?,?,?
patt/tdsp/C1-3-21.xml,1,?,?,?,?,?,?,?
patt/tdsp/C2-3-15.xml,1,25.714286,168.571429,6.403124,4.379705,?,?,?
patt/tdsp/C5-2-91.xml,1,0,2.105263,9.591663,7.155987,?,?,?
patt/tdsp/C7-1-241.xml,1,0,0.80402,15.556349,11.599386,?,?,?
patt/tdsp/C4-2-61.xml,1,0,3.076923,7.874008,6.412551,?,?,?
patt/tdsp/C3-3-31.xml,1,0,5.16129,7.81025,5.563586,?,?,?
patt/tdsp/C5-1-90.xml,1,0,2.105263,9.539392,7.13287,?,?,?
patt/tdsp/C6-1-120.xml,1,0,1.6,11,8.218434,?,?,?
patt/tdsp/C6-2-121.xml,1,0,1.6,11.045361,8.238551,?,?,?
patt/tdsp/C5-2-90.xml,1,0,2.105263,9.539392,7.13287,?,?,?
patt/tdsp/C1-2-20.xml,1,24,160,4.582576,3.761774,?,?,?
patt/tdsp/C7-3-240.xml,1,0,0.80402,15.524175,11.585058,?,?,?
patt/tdsp/C3-3-30.xml,1,0,5.16129,7.81025,5.534249,?,?,?
patt/tdsp/C4-3-61.xml,1,0,3.076923,7.874008,6.412551,?,?,?
patt/tdsp/C6-3-120.xml,1,0,1.6,11,8.218434,?,?,?
patt/tdsp/C7-2-241.xml,1,0,0.8,15.556349,11.599485,?,?,?
patt/tdsp/C4-1-61.xml,1,0,3.076923,7.874008,6.412551,?,?,?
patt/tdsp/C7-3-241.xml,1,0,0.80402,15.556349,11.599386,?,?,?
patt/tdsp/C4-2-60.xml,1,0,3.076923,7.81025,6.386857,?,?,?
patt/tdsp/C1-3-20.xml,1,23.684211,158.421053,4.582576,3.757659,?,?,?
patt/tdsp/C2-1-16.xml,1,25.714286,168.571429,6.403124,4.416616,?,?,?
patt/tdsp/C2-1-15.xml,1,25.714286,168.571429,6.403124,4.379705,?,?,?
patt/tdsp/C3-1-30.xml,1,0,5.16129,7.81025,5.534249,?,?,?
patt/tdsp/C6-2-120.xml,1,0,1.6,11,8.218434,?,?,?
patt/tdsp/C4-1-60.xml,1,0,3.076923,7.81025,6.386857,?,?,?
patt/tdsp/C5-1-91.xml,1,0,2.105263,9.591663,7.155987,?,?,?
patt/tdsp/C6-3-121.xml,1,0,1.6,11.045361,8.238551,?,?,?
patt/bqwh-18-141_glb/bqwh-18-141-97_glb.xml,1,?,?,?,?,1.34626,0.880946,0.784751
patt/bqwh-18-141_glb/bqwh-18-141-17_glb.xml,1,?,?,?,?,1.517751,0.86882,0.753927
patt/bqwh-18-141_glb/bqwh-18-141-38_glb.xml,1,?,?,?,?,1.349081,0.870897,0.765595
patt/bqwh-18-141_glb/bqwh-18-141-53_glb.xml,1,?,?,?,?,1.502564,0.912908,0.794918
patt/bqwh-18-141_glb/bqwh-18-141-54_glb.xml,1,?,?,?,?,1.334171,0.900418,0.78769
patt/bqwh-18-141_glb/bqwh-18-141-9_glb.xml,1,?,?,?,?,1.466851,0.886831,0.775174
patt/bqwh-18-141_glb/bqwh-18-141-29_glb.xml,1,?,?,?,?,1.489362,0.889587,0.768964
patt/bqwh-18-141_glb/bqwh-18-141-28_glb.xml,1,?,?,?,?,1.53719,0.87727,0.780996
patt/bqwh-18-141_glb/bqwh-18-141-4_glb.xml,1,?,?,?,?,1.426667,0.889189,0.783836
patt/bqwh-18-141_glb/bqwh-18-141-23_glb.xml,1,?,?,?,?,1.360104,0.892433,0.798412
