@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.9349,0.7982,1.4631,0.7691,0.0195,0.9349,0.9403,2.9075,0.0057,0.7887,27.0723,26.8379,0.05,14.6154,0.0433,0.2714,55.2168,60.5563,0.8092,50.6621,60.5159,0.7637,58.1453,31.7733,0.8088,60200,72.5273,44.1493,0.5934,43.7621,61409,3.0031,8.7813,0.0033,0.0011,3,0.0019,945,0.0451,0.1759,0.0041,4,0.9987,0.159,?,?,?,4.8,408.119,0.002,0.083,0.1933,0.1696,0.0005,0.0021,4.3346,0.3475,0.0036,0.8632,409,0.0959,0.015,0.0201
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.077,0.6772,1.1742,0.7047,0.0905,0.923,0.8067,3.343,0.0237,0.6664,22.3921,27.5149,0,13.9332,0.0906,0.2622,61.0966,66.8157,0.7189,63.1615,66.8157,0.6559,65.5817,31.9825,0.7006,34661,66.8157,48.8276,0.3349,48.8276,34661,2.0949,2.4937,0.01,0.0006,2,0.0072,254,0.1568,0.2498,0.0073,3,0.9957,0.2442,?,?,?,5.2336,102.048,0.0079,0.1254,0.252,0.3602,0.002,0.007,4.9551,0.84,0.0178,0.9837,102,0.2084,0.0073,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.5667,0.7767,0.8056,0.8549,0.0186,0.7667,0.8887,0,0.05,0.7475,2,2.5407,0.1429,2.0303,0.2,0.0847,21.4178,22.5212,0.7754,21.3014,22.5212,0.7474,21.9578,2.57,0.7787,360,22.5212,19.891,0.0143,19.891,370,3,0.0469,0.025,0.0056,3,0.0667,80,0,0,0.0988,3,0.9945,0,0.2281,0.3306,0.0862,0,25.8068,0.05,0,0,0.3923,0.0085,0.0162,1.6874,0,0.05,0.7905,26,0.1199,0.1944,0.0278
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.0707,0.6877,1.2004,0.6764,0.0871,0.9293,0.799,3.5107,0.0211,0.6777,27.7181,30.3236,0,30.3522,0.0845,8.0151,49.459,50.8598,0.7269,48.0582,50.8598,0.6535,50.8598,34.8292,0.7083,42826,50.8598,48.0582,0.0699,48.0582,42826,2.1802,2.5462,0.0089,0.0005,2,0.0066,284,0.1568,0.2426,0.0066,3,0.9939,0.2079,?,?,?,5.3432,115.899,0.0071,0.1276,0.274,0.3562,0.0468,0.0059,5.1021,0.8497,0.0157,0.9843,116,0.213,0.0066,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.7968,1.8071,0.7614,0.0842,0.9519,0.9161,2.7203,0.0025,0.7188,53.5417,42.2852,0.0345,84.3548,0.0281,3.8541,61.9266,70.3521,0.8302,57.2606,66.6143,0.59,60.5939,51.2404,0.8511,212532,72.0897,56.8601,0.3756,53.9396,215164,3,6.4664,0.0015,0.0006,3,0.001,2100,0.0376,0.1934,0.002,3,1.0006,0.1022,?,?,?,5.4935,947.229,0.001,0.0836,0.1659,0.181,0.0069,0.0009,4.9264,0.3068,0.0017,0.9236,947.5,0.0519,0.0096,0.0124
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.7571,0.4948,0.591,0.9854,0.0001,0.0286,0.9992,0,0.014,0.4948,0,7.5948,0.3333,0.1225,0.0286,41.6053,0,0,0.4948,0,0,0.4947,0,7.5611,0.4948,14700,0,0,0,0,15260,2,0.0002,0.0071,0.0071,2,0.0285,560,0,0,0.0285,2,0.9999,0,?,?,?,0,101.505,0.014,0.0097,0.0097,0,0.0097,0.0071,0,0.0097,0.014,0.4951,102,0.1302,0.0286,0.0381
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.853,2.2071,0.8734,0.1304,0.9757,0.9316,3.2939,0.0025,0.6901,38.5806,75.7992,0.0258,972.808,0.0529,4.9271,90.5923,109.6438,0.8717,77.9244,103,0.3773,88.75,74.1157,0.9182,270701,111.75,76.8407,1.2938,74.4813,272291,2,6.3269,0.0017,0.0005,2,0.0057,1590,0.0721,0.154,0.0057,2,1.022,0.0859,?,?,?,5.5258,737.742,0.0009,0.1498,0.3082,0.1771,0.1107,0.0013,5.3021,0.6061,0.0019,0.9996,737,0.165,0.0057,0.0059
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.6999,0.9385,2.0058,0.9385,0.0013,0.9438,0.9499,0,0.0025,0.9375,12.9289,10.9682,0.0294,45.5792,0.0444,11.6045,205.6862,205.6862,0.9392,205.6862,205.6862,0.9352,205.6862,11.1755,0.9394,34650,205.6862,205.6862,0,205.6862,34695,3,0.0188,0.0013,0.0004,3,0.0035,1575,0,0,0.006,3,0.9952,3.3981,?,?,?,0,718.338,0.0025,0,0,0.3552,0.0676,0.0009,2.6417,0,0.0025,0.9406,721,0.0322,0.0442,0.0013
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.7914,1.8073,0.7575,0.0836,0.9523,0.923,2.7466,0.0028,0.7212,53,43.9316,0.0345,738,0.0281,5.3709,65.2603,73.3939,0.8308,58.7018,67.4974,0.5791,62.3529,50.8915,0.8529,212438,89.9355,57.1667,0.2844,56.774,215164,3,12.4488,0.0016,0.0004,3,0.001,2100,0.0385,0.2156,0.002,3,1.0229,0.1248,?,?,?,5.5834,952.104,0.0008,0.0721,0.1696,0.2049,0.1283,0.0009,5.0572,0.3161,0.0016,0.9263,950,0.0828,0.0096,0.0128
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.0753,0.6759,1.1319,0.668,0.0966,0.9247,0.806,3.5633,0.0264,0.6592,23.0805,24.4192,0,16.0188,0.0987,6.6568,41.9248,43.3104,0.7167,40.9879,43.3104,0.6377,41.4762,27.0919,0.6973,26441,43.3104,40.9879,0.0146,40.9879,26441,2.1802,2.3258,0.0111,0.0008,2,0.0083,223,0.1567,0.2401,0.0084,3,0.9942,6.2778,?,?,?,5.0081,88.6491,0.0091,0.1269,0.2824,0.3562,0.0344,0.0074,4.7717,0.8347,0.0198,0.9823,89,0.2789,0.0084,0
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.6361,0.5832,0.4472,0.6433,0.0001,0.8333,0.8281,0,0.0083,0.5831,5.5777,1.0144,0,9.9142,0.0167,0.2404,45.4856,50.4795,0.5832,42.2841,49.8403,0.5831,44.4574,0.4867,0.5832,720,50.4795,42.2709,0.045,42.2709,720,5,0.0001,0.0069,0,5,0.0153,300,0,0,0.0165,5,0.9294,0.2379,0.4,0.0278,0.0093,0,77.3126,0.0083,0.3333,0.3333,0.3554,0.1074,0.0046,1.4065,0.3333,0.0083,0.5834,77,0.3442,0.4167,0
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.2105,0.0172,0.082,0.6115,0.7669,0.0075,0.7622,1.3482,0.0833,0.0082,4.1504,1.6243,0,5.0653,0.0833,0.3522,15.3845,15.6166,0.0445,15.2678,15.5566,0.0044,15.3743,1.249,0.0397,936,15.6166,15.2123,0.0052,15.2123,936,2.1695,0.2217,0.0246,0.0075,2,0.062,60,0.0138,0.0189,0.0629,3,0.882,0.3674,0.2011,0.2009,0.1824,1.7283,11.8999,0.0769,0,0.0174,0.2288,0.1028,0.0167,2.5943,0.0556,0.0805,0.1849,12,0.4342,0.0641,0
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.6758,0.0477,0.5805,0.2452,0.9356,0.9008,0.5435,1.6517,0.0005,0.0136,822,9.0277,2.2979,1202.67,0.0027,0.5642,59.011,71.4107,0.459,52.2176,66.3478,0,54.6047,2.3367,0.3443,433992,82.4865,50.0524,0.5845,48.1226,778800,9.875,1.0978,0.0003,0,8,0,58560,0.4232,0.9384,0.0001,12,0.9866,0.4228,?,?,?,1.7012,5550.4,0,0,0.4374,1.0281,0.0075,0.0001,2.9268,0.9388,0.0001,0.9795,5576,1.2735,0.0409,0.7945
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.8164,0.3463,0.3452,0.0977,0.5239,0.6133,0.4477,3.4537,0.0081,0.061,844.889,2.5805,0.4144,627.6,0.0037,0.1526,21.123,23.5292,0.6012,21.2835,23.5292,0,22.4502,0.8549,0.738,240404,23.5292,17.2293,0.1762,17.2293,257551,5.91,1.4898,0.004,0,5,0,21640,0.2686,1.7537,0.0002,7,0.9546,0.0655,?,?,?,3.6494,4329,0,0,0.3104,2.012,0.0049,0.0002,3.4229,0.9437,0.0002,0.9831,4340,0.6916,0.0636,0.0713
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.5709,0.2484,0.2941,0.1203,0.8423,0.7239,2.7132,0.0136,0.5231,49.8299,3.4226,0.3333,40.4504,0.0121,0.2905,31.5525,32.8864,0.6228,30.2186,32.8864,0.4603,32.8864,3.2985,0.6213,9408,32.8864,30.2186,0.0305,30.2186,9601,5.8962,1.1344,0.0105,0.0028,5,0.0012,772,0.0595,0.3878,0.0021,7,0.9673,0.1223,0.4074,0.0533,0.0091,3.4805,172.649,0.0034,0.2,0.3459,0.3915,0.0193,0.0044,2.3799,0.5,0.0058,0.8209,172,0.2521,0.0615,0.0205
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.8242,1.6617,0.759,0.02,0.9463,0.9022,2.7629,0.0037,0.813,276.616,36.3003,0.04,93.8727,0.0332,5.5876,56.7113,70.3558,0.8361,53.1291,58.5497,0.7751,55.095,43.1881,0.8374,130281,76.6182,48.1301,0.4145,47.447,132295,3.2222,4.4533,0.0022,0.0008,3,0.0013,1534,0.039,0.1853,0.0026,4,1.0019,7.2395,?,?,?,5.206,676.055,0.0014,0.0794,0.1809,0.1803,0.0204,0.0013,4.6945,0.2981,0.0022,0.8732,684,0.1645,0.0113,0.0155
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.7631,0.8262,0.6689,0.3103,0.3275,0.8446,0.8095,2.7836,0.0058,0.326,29.0846,3.5783,0.0017,25.651,0.0149,1.6403,42.1608,75.1238,0.8053,32.0173,44.065,0.0184,38.5,2.5768,0.9566,33572,87.2539,27.9477,0.72,27.6049,33572,5.7462,1.7941,0.0033,0.0001,5,0.0002,2420,0.3176,1.2277,0.0023,7,0.9853,0.1237,0.5,0.029,0.0039,2.7982,1019.36,0.0001,0.0327,0.5618,1.1771,0.0097,0.0008,2.5553,0.8621,0.0012,0.9652,1020,0.254,0.072,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.1384,0.6668,0.3791,0.2353,0.2024,0.0891,0.4971,2.7434,0.0203,0.6176,51.6197,0.6452,0.0327,41.0273,0.0045,0.2134,16.6726,20.1771,0.7354,16.0999,17.6421,0,16.6292,0.0708,0.7768,16559,21.8445,15.1995,0.3707,7.129,18473,4.8466,0.3066,0.0064,0,4,0.0001,2969,0.1514,1.3033,0.003,6,0.8808,0.136,?,?,?,3.4024,133.521,0.0001,0,0.6002,2.7475,0.0413,0.0002,1.6555,1,0.0025,1,134,0.4989,0.1736,0.1156
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,0.7156,0.8215,0.8619,0,0.7895,0.9023,0,0.0643,0.7155,1.0574,1.7588,0,1.6779,0.1667,0.3675,21.4455,21.8841,0.7156,21.5338,21.8841,0.7155,21.8597,1.4117,0.7156,171,21.8841,20.5043,0.0048,20.5043,171,3,0.0002,0.0292,0.0292,3,0.193,54,0,0,0.2086,3,0.9789,0.2212,0.1538,0.2632,0.1108,0,16.9353,0.0643,0.0909,0.0909,0,0.0313,0.0292,0,0.0909,0.0643,0.7157,17,0.2826,0.3158,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.2739,0.0014,0.085,0.1071,2.1952,0.0724,0.2927,0.696,0.0056,0.0002,31.6777,0.1959,1.0501,15.161,0.001,1.6872,11.8974,16.843,0.0461,8.1034,11.8779,0,9.6475,0.0464,0.0042,13521,72.0729,7.1508,0.732,6.1822,14991,130.7046,0.3142,0.0027,0.0001,91,0.0004,7942,0.0884,1.3881,0.0009,180,0.6758,0.372,0.8889,0.0072,0.0045,0.9802,518.256,0.0004,0,0.0364,1.3806,0.0414,0.0003,0.3774,0.8095,0.001,0.8666,518,0.4951,0.2865,0.1087
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.4111,0.0003,0.3801,0.2957,1.1369,0.0339,0.6972,2.2503,0.0733,0,12.1485,11.4962,0.3723,8.0167,0.0709,0.2628,20.2446,24.2917,0.3485,17.1846,23.1622,0,20.5718,13.1862,0.0499,34419,24.2917,13.0756,0.1765,13.0756,62656,3.4591,2.5323,0.0672,0,3,0.0005,387,0.3353,0.6349,0.0033,4,0.9951,0.108,?,?,?,3.9971,62.1548,0,0,0.2297,0.8238,0.0028,0.0069,3.656,1,0.0209,1,62,0.4354,0.0082,0.8204
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.2555,0.0062,0.1227,0.219,1.509,0,0.5213,0.6084,0.0237,0.0007,24.3157,1.5759,0,24.2858,0.0193,0.1451,24.7169,33.892,0.0403,18.8785,31.6487,0,29.4367,1.06,0.0135,2192,33.892,4.7211,0.5045,4.7211,2192,6.0355,0.1594,0.0055,0.0014,6,0.0032,311,0.0451,0.2208,0.0039,7,0.9641,0.1392,0.6373,0.0351,0.0218,1.2409,49.4118,0.0109,0,0.0203,0.2088,0.0457,0.0035,1.8528,0.2,0.0142,0.3035,49,0.4095,0.1419,0
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.729,0.9234,1.7386,0.9993,0.0003,0.9646,0.9996,0,0.0035,0.9233,1,14.5742,0.0357,6.822,0.0667,20.9217,84.1815,116.3704,0.9236,73.4946,81.5228,0.923,76.3977,14.5128,0.9236,23955,183.8824,71.957,0.5934,66.9688,24825,3,0.0164,0.0023,0.0008,3,0.0035,870,0,0,0.0062,3,1.0022,0,0.0701,0.0982,0.0036,0,391.128,0.0035,0.3176,0.3176,0.3318,0.0638,0.0017,2.6553,0.3176,0.0035,0.9246,391,0.0333,0.0351,0.0363
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0685,0.0095,0,0.8122,0.7744,0,0.8521,1.9831,0.3688,0.0078,1.9969,2.5884,0,2.5652,0.35,0.4769,0,0,0.0262,0,0,0.0022,0,2.159,0.0214,1532,0,0,0,0,1532,2,0.0047,0.0294,0.0196,2,0.0124,20,0.0232,0.0276,0.0124,2,0.9314,0.5272,?,?,?,2.7616,4.0605,0.3349,0.0037,0.0296,0.1189,0.1569,0.024,2.432,0.0811,0.35,0.0686,4,0.5171,0.0131,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.854,1.913,0.8452,0.1872,0.9545,0.9026,2.6088,0.002,0.6826,64,49.5251,0.0313,32.35,0.0246,0.3167,84.1681,110.8974,0.8501,72.2692,88.8842,0.1503,79.5476,58.0197,0.8996,302680,111.2703,71.3406,0.43,62.8933,305320,3,6.4525,0.0011,0.0005,3,0.0011,2640,0.0334,0.1579,0.0018,3,0.9995,0.1412,?,?,?,5.4566,1164.24,0.0008,0.0646,0.1435,0.1504,0.0004,0.0007,4.8773,0.2716,0.0013,0.9991,1206,0.0478,0.0085,0.0087
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.6839,0.8667,1.8499,0.8676,0.0201,0.9662,0.9407,3.0575,0.0057,0.8557,12.7917,38.5622,0.0345,51.3814,0.069,8.6927,62.8092,73.4231,0.8785,60.8797,62.3485,0.8232,61.7365,39.8818,0.8791,72530,75.1043,57.7585,0.3331,56.4427,73400,2.996,6.4478,0.0039,0.0005,2,0.0063,870,0.074,0.1868,0.0077,3,1.0025,0.1732,?,?,?,4.4708,395.944,0.0021,0.1061,0.2957,0.4467,0.0308,0.0016,4.835,0.4774,0.0036,0.9168,395,0.1371,0.0116,0.012
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8507,1.8787,0.8443,0.1901,0.9534,0.9244,2.6106,0.0021,0.6855,54.5294,45.0726,0.0323,117.045,0.0258,3.5914,81.3062,99.0857,0.8472,72.7869,89.8909,0.1573,78.7573,55.0073,0.8948,264031,101.325,71.6885,0.365,68.4091,266431,3,5.9345,0.0012,0.0005,3,0.001,2400,0.0334,0.1498,0.0019,3,1.0009,0.1443,?,?,?,5.3869,1092,0.0009,0.0681,0.1476,0.1416,0.0069,0.0008,4.7936,0.2756,0.0015,0.9994,1093,0.0717,0.0088,0.0091
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3472,0.0019,0.2758,0.4716,2.3058,0.3864,0.9305,0.4636,0.0808,0.0005,4.3166,1.294,0.3939,4.9113,0.053,0.4372,25.7912,27.2656,0.0355,25.3281,26.8132,0.0001,26.1146,0.9748,0.0042,792,27.2656,23.3496,0.0137,23.3496,896,5.2672,1.0624,0.0177,0.0025,4,0.0076,184,0.0855,0.4596,0.0147,7,0.8689,0.4147,0.7575,0.1275,0.049,1.7267,23.8516,0.0152,0,0.0162,0.33,0.063,0.0091,2.0302,0.7436,0.0296,0.4252,24,0.3915,0.1667,0.1313
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.7297,1.1406,0.6055,0.0434,0.9049,0.8301,3.1687,0.0054,0.7129,42.2937,15.5662,0.0769,25.4733,0.024,0.1961,37.0747,46.4036,0.7531,32.6467,41.0766,0.6634,36.4989,17.6076,0.7529,41934,50.2261,29.9594,0.5006,28.7762,43179,3.8595,5.5339,0.003,0.0008,3,0.0016,1120,0.0598,0.2301,0.0035,4,0.9971,0.1293,?,?,?,4.6661,450.51,0.0014,0.0653,0.2119,0.2122,0.001,0.0017,4.0906,0.425,0.003,0.8534,450,0.1612,0.0248,0.0297
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,0.8159,1.377,0.9062,0,0.8953,0.9304,0,0.0199,0.8159,0.3796,2.4202,0,1.4281,0.1,0.567,79.1672,80.9113,0.8159,77.4231,80.9113,0.8159,80.9113,1.8514,0.8159,955,80.9113,77.4231,0.0092,77.4231,955,3,0.0001,0.0094,0.0094,3,0.1298,190,0,0,0.1334,3,0.9886,1.3564,0.0952,0.1791,0.0375,0,73.2597,0.0199,0.0526,0.0526,0,0.0065,0.0094,0,0.0526,0.0199,0.8159,73,0.26,0.199,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.2615,0.0001,0.0581,0.0486,3.149,0.0338,0.1086,0.4093,0.0013,0.0001,455.2,0.2739,1.0245,524.5,0.0001,1.3576,221.2992,390.3691,0.0194,52.2293,390.3691,0,390.3691,0.0733,0.0002,117851,390.3691,52.2293,0.4661,52.2293,123981,749.525,0.2288,0.0007,0,744,0.0001,63882,0.0608,2.1,0.0001,760,0.6927,0.0574,0.8889,0.0017,0.001,0.5973,4354.8,0,0,0.0178,2.0927,0.0984,0,0.2135,0.9024,0.0001,0.9257,4317,0.0204,0.2677,0.052
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.7959,1.4728,0.8273,0.019,0.933,0.9285,2.9364,0.0055,0.7867,26.9686,26.9584,0.05,14.3492,0.0433,0.202,69.6119,96.9374,0.8062,54.7514,93.5978,0.7668,60.7071,32.2578,0.8057,60464,96.9374,54.2475,0.9961,54.2475,61409,3,3.7597,0.0032,0.0014,3,0.0024,945,0.0491,0.1514,0.0047,3,0.9988,0.1462,?,?,?,4.8047,406.682,0.0024,0.0752,0.1769,0.1433,0.0004,0.0021,4.2225,0.3737,0.0037,0.8572,406,0.0922,0.0149,0.0156
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.6406,0.5832,0.4472,0.6564,0.0001,0.8333,0.8159,0,0.0104,0.5831,4.663,1.0583,0,8.191,0.0208,0.2183,41.3812,48.069,0.5832,37.8544,45.4828,0.5831,40.7529,0.5353,0.5832,576,48.069,36.883,0.0116,36.883,576,4.9331,0.0001,0.0087,0,4,0.0191,240,0,0,0.0207,5,0.9293,0.2324,0.4,0.0347,0.0116,0,61.9555,0.0104,0.3333,0.3333,0.3806,0.027,0.0058,1.4902,0.3333,0.0104,0.5833,62,0.3431,0.4167,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0.0997,0.5467,0.0844,0.3247,0.2112,0,0.4046,3.2331,0.0018,0.4369,170.5,1.9432,0.0024,215.125,0.0031,0.284,33.5881,35.8417,0.593,31.615,34.7821,0.0008,32.6105,0.5048,0.6234,100330,48.2981,30.7762,0.2695,29.7191,100397,3.5784,1.8126,0.0004,0,3,0.0008,4229,0.0782,0.2565,0.0024,4,0.9465,0.4064,?,?,?,4.5576,973.731,0.0003,0.0108,0.7564,0.3885,0.0304,0.0001,2.9257,1,0.001,1,974.5,1.8856,0.0421,0.0007
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,0.5,0.0033,0,0.8203,1.6635,1,0.9596,0.2557,0.0508,0.0011,1.0868,0.8284,0,2.6353,0.0265,0.5236,17.8746,19.8879,0.0398,17.1418,18.9578,0.0001,17.6593,0.496,0.0143,236,19.8879,16.0966,0.051,16.0966,236,5.8661,0.0597,0.0254,0.0127,5,0.0254,113,0.0855,0.1502,0.0258,6,0.8526,0.2834,0.2,0.0508,0.0401,0.3057,16.4829,0.0254,0,0.0236,0.1969,0.0901,0.0133,0.1812,0.3333,0.0265,0.2624,16,0.3701,0.4788,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0.0997,0.547,0.083,0.3279,0.2103,0,0.3802,3.2291,0.0018,0.439,160.5,2.2986,0.0021,297.857,0.0031,1.7123,33.379,39.1429,0.5931,31.5249,33.7834,0.0008,32.1018,0.308,0.6231,100378,46.7451,30.2983,0.3535,29.2967,100443,3.5836,1.8127,0.0004,0,3,0.0008,4230,0.0764,0.2561,0.0024,4,0.9781,0.0826,?,?,?,4.5555,989.154,0.0003,0.0108,0.7568,0.3883,0.2156,0.0001,2.9257,1,0.001,1,991,0.329,0.0421,0.0006
