@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC

@DATA
nmr_6_11_4.minion,1,0.477733,20,0.984848,0.984848,53.484848,65,0,28.303571,0.984848,4,66,20,66,66,1,4,840,0.984848,0.984848,4,0.063672,0.063672,20,0,2.846154,2.322222,0.033695,20,4,0.984848,0,3.372093
nmr_6_11_5.minion,1,0.477733,11,0.984848,0.984848,53.484848,65,0,20.059524,0.984848,5,66,11,66,66,1,5,840,0.984848,0.984848,5,0.063672,0.063672,11,0,3.402439,2.754717,0.02388,11,5,0.984848,0,4.016667
nmr_6_12_3.minion,1,0.4697,36,0.986111,0.986111,58.5,71,0,43.410537,0.986111,3,72,36,72,72,1,3,1006,0.986111,0.986111,3,0.058151,0.058151,36,0,5.728972,4.25,0.043152,36,3,0.986111,0,6.460317
nmr_6_12_4.minion,1,0.4697,20,0.986111,0.986111,58.5,71,0,27.327038,0.986111,4,72,20,72,72,1,4,1006,0.986111,0.986111,4,0.058151,0.058151,20,0,2.586207,2.147727,0.027164,20,4,0.986111,0,3.074627
nmr_6_12_5.minion,1,0.4697,11,0.986111,0.986111,58.5,71,0,19.020875,0.986111,5,72,11,72,72,1,5,1006,0.986111,0.986111,5,0.058151,0.058151,11,0,3.076923,2.482759,0.018907,11,5,0.986111,0,3.671642
nmr_6_5_3.minion,1,0.583537,36,0.966667,0.966667,23.266667,29,0,62.792453,0.966667,3,30,36,30,30,1,3,159,0.966667,0.966667,3,0.146331,0.146331,36,0,9.033333,7.618182,0.394921,36,3,0.966667,0,10.304348
nmr_6_5_4.minion,1,0.583537,20,0.966667,0.966667,23.266667,29,0,46.377358,0.966667,4,30,20,30,30,1,4,159,0.966667,0.966667,4,0.146331,0.146331,20,0,5.583333,4.318182,0.291681,20,4,0.966667,0,6.26087
nmr_6_5_5.minion,1,0.583537,11,0.966667,0.966667,23.266667,29,0,38.993711,0.966667,5,30,11,30,30,1,5,159,0.966667,0.966667,5,0.146331,0.146331,11,0,6.1875,4.806452,0.245243,11,5,0.966667,0,6.75
nmr_6_6_3.minion,1,0.553051,36,0.972222,0.972222,28.333333,35,0,55.787234,0.972222,3,36,36,36,36,1,3,235,0.972222,0.972222,3,0.120567,0.120567,36,0,7.721311,6.585366,0.237392,36,3,0.972222,0,9.071429
nmr_6_6_4.minion,1,0.553051,20,0.972222,0.972222,28.333333,35,0,39.404255,0.972222,4,36,20,36,36,1,4,235,0.972222,0.972222,4,0.120567,0.120567,20,0,4.5,3.481481,0.167678,20,4,0.972222,0,5.178571
nmr_6_6_5.minion,1,0.553051,11,0.972222,0.972222,28.333333,35,0,32.659574,0.972222,5,36,11,36,36,1,5,235,0.972222,0.972222,5,0.120567,0.120567,11,0,5.135135,4.037037,0.138977,11,5,0.972222,0,5.857143
nmr_6_7_3.minion,1,0.530345,36,0.97619,0.97619,33.380952,41,0,51.53681,0.97619,3,42,36,42,42,1,3,326,0.97619,0.97619,3,0.102396,0.102396,36,0,7.283784,6.02381,0.158088,36,3,0.97619,0,8.424242
nmr_6_7_4.minion,1,0.530345,20,0.97619,0.97619,33.380952,41,0,35.616564,0.97619,4,42,20,42,42,1,4,326,0.97619,0.97619,4,0.102396,0.102396,20,0,4.046512,3.125,0.109253,20,4,0.97619,0,4.714286
nmr_6_7_5.minion,1,0.530345,11,0.97619,0.97619,33.380952,41,0,27.484663,0.97619,5,42,11,42,42,1,5,326,0.97619,0.97619,5,0.102396,0.102396,11,0,4.484848,3.637931,0.084309,11,5,0.97619,0,5.119048
nmr_6_8_3.minion,1,0.51274,36,0.979167,0.979167,38.416667,47,0,49.148148,0.979167,3,48,36,48,48,1,3,432,0.979167,0.979167,3,0.088927,0.088927,36,0,6.807692,5.594595,0.113769,36,3,0.979167,0,7.807018
nmr_6_8_4.minion,1,0.51274,20,0.979167,0.979167,38.416667,47,0,32.851852,0.979167,4,48,20,48,48,1,4,432,0.979167,0.979167,4,0.088927,0.088927,20,0,3.657895,2.898551,0.076046,20,4,0.979167,0,4.288889
nmr_6_8_5.minion,1,0.51274,11,0.979167,0.979167,38.416667,47,0,24.641204,0.979167,5,48,11,48,48,1,5,432,0.979167,0.979167,5,0.088927,0.088927,11,0,4.3375,3.539683,0.05704,11,5,0.979167,0,5.050633
nmr_6_9_3.minion,1,0.498702,36,0.981481,0.981481,43.444444,53,0,46.904159,0.981481,3,54,36,54,54,1,3,553,0.981481,0.981481,3,0.078561,0.078561,36,0,6.55814,5.372093,0.084818,36,3,0.981481,0,7.55814
nmr_6_9_4.minion,1,0.498702,20,0.981481,0.981481,43.444444,53,0,30.981917,0.981481,4,54,20,54,54,1,4,553,0.981481,0.981481,4,0.078561,0.078561,20,0,3.372093,2.708333,0.056025,20,4,0.981481,0,3.979167
nmr_6_9_5.minion,1,0.498702,11,0.981481,0.981481,43.444444,53,0,22.721519,0.981481,5,54,11,54,54,1,5,553,0.981481,0.981481,5,0.078561,0.078561,11,0,3.666667,2.984127,0.041088,11,5,0.981481,0,4.173077
nmr_7_10_3.minion,1,0.471348,36,0.985714,0.985714,57.514286,69,0,43.165625,0.985714,3,70,36,70,70,1,3,960,0.985714,0.985714,3,0.059911,0.059911,36,0,5.894737,4.4,0.044964,36,3,0.985714,0,6.597561
nmr_7_10_4.minion,1,0.471348,20,0.985714,0.985714,57.514286,69,0,27.453125,0.985714,4,70,20,70,70,1,4,960,0.985714,0.985714,4,0.059911,0.059911,20,0,2.77027,2.265306,0.028597,20,4,0.985714,0,3.284091
nmr_7_10_5.minion,1,0.471348,11,0.985714,0.985714,57.514286,69,0,18.35625,0.985714,5,70,11,70,70,1,5,960,0.985714,0.985714,5,0.059911,0.059911,11,0,3.061728,2.477778,0.019121,11,5,0.985714,0,3.632353
nmr_7_11_3.minion,1,0.462985,36,0.987013,0.987013,63.532468,76,0,42.329633,0.987013,3,77,36,77,77,1,3,1171,0.987013,0.987013,3,0.054255,0.054255,36,0,5.803571,4.263158,0.036148,36,3,0.987013,0,6.470588
nmr_7_11_4.minion,1,0.462985,20,0.987013,0.987013,63.532468,76,0,26.497011,0.987013,4,77,20,77,77,1,4,1171,0.987013,0.987013,4,0.054255,0.054255,20,0,2.556604,2.096154,0.022628,20,4,0.987013,0,3.057692
nmr_7_11_5.minion,1,0.462985,11,0.987013,0.987013,63.532468,76,0,17.544833,0.987013,5,77,11,77,77,1,5,1171,0.987013,0.987013,5,0.054255,0.054255,11,0,3,2.404412,0.014983,11,5,0.987013,0,3.603774
nmr_7_12_3.minion,1,0.455955,36,0.988095,0.988095,69.547619,83,0,41.568781,0.988095,3,84,36,84,84,1,3,1403,0.988095,0.988095,3,0.049571,0.049571,36,0,5.555556,3.898551,0.029628,36,3,0.988095,0,6.148936
nmr_7_12_4.minion,1,0.455955,20,0.988095,0.988095,69.547619,83,0,25.707056,0.988095,4,84,20,84,84,1,4,1403,0.988095,0.988095,4,0.049571,0.049571,20,0,2.353659,1.924528,0.018323,20,4,0.988095,0,2.797101
nmr_7_12_5.minion,1,0.455955,11,0.988095,0.988095,69.547619,83,0,16.750535,0.988095,5,84,11,84,84,1,5,1403,0.988095,0.988095,5,0.049571,0.049571,11,0,2.702128,2.154545,0.011939,11,5,0.988095,0,3.322222
nmr_7_5_3.minion,1,0.558378,36,0.971429,0.971429,27.314286,34,0,57.363636,0.971429,3,35,36,35,35,1,3,220,0.971429,0.971429,3,0.124156,0.124156,36,0,8.333333,6.960784,0.260744,36,3,0.971429,0,9.592593
nmr_7_5_4.minion,1,0.558378,20,0.971429,0.971429,27.314286,34,0,41.490909,0.971429,4,35,20,35,35,1,4,220,0.971429,0.971429,4,0.124156,0.124156,20,0,5.028571,3.75,0.188595,20,4,0.971429,0,5.676471
nmr_7_5_5.minion,1,0.558378,11,0.971429,0.971429,27.314286,34,0,32.609091,0.971429,5,35,11,35,35,1,5,220,0.971429,0.971429,5,0.124156,0.124156,11,0,5.44186,4.139535,0.148223,11,5,0.971429,0,6
nmr_7_6_3.minion,1,0.530345,36,0.97619,0.97619,33.380952,41,0,51.53681,0.97619,3,42,36,42,42,1,3,326,0.97619,0.97619,3,0.102396,0.102396,36,0,7.243243,6,0.158088,36,3,0.97619,0,8.386364
nmr_7_6_4.minion,1,0.530345,20,0.97619,0.97619,33.380952,41,0,35.616564,0.97619,4,42,20,42,42,1,4,326,0.97619,0.97619,4,0.102396,0.102396,20,0,4.030303,3.125,0.109253,20,4,0.97619,0,4.7
nmr_7_6_5.minion,1,0.530345,11,0.97619,0.97619,33.380952,41,0,27.484663,0.97619,5,42,11,42,42,1,5,326,0.97619,0.97619,5,0.102396,0.102396,11,0,4.515152,3.59375,0.084309,11,5,0.97619,0,5.15
nmr_7_7_3.minion,1,0.50972,36,0.979592,0.979592,39.428571,48,0,48.05298,0.979592,3,49,36,49,49,1,3,453,0.979592,0.979592,3,0.087039,0.087039,36,0,6.866667,5.607143,0.106077,36,3,0.979592,0,7.86
nmr_7_7_4.minion,1,0.50972,20,0.979592,0.979592,39.428571,48,0,32.476821,0.979592,4,49,20,49,49,1,4,453,0.979592,0.979592,4,0.087039,0.087039,20,0,3.607143,2.814286,0.071693,20,4,0.979592,0,4.25641
nmr_7_7_5.minion,1,0.50972,11,0.979592,0.979592,39.428571,48,0,23.291391,0.979592,5,49,11,49,49,1,5,453,0.979592,0.979592,5,0.087039,0.087039,11,0,3.942308,3.15,0.051416,11,5,0.979592,0,4.552632
nmr_7_8_3.minion,1,0.493942,36,0.982143,0.982143,45.464286,55,0,46.141431,0.982143,3,56,36,56,56,1,3,601,0.982143,0.982143,3,0.075648,0.075648,36,0,6.474576,5.211538,0.076774,36,3,0.982143,0,7.354839
nmr_7_8_4.minion,1,0.493942,20,0.982143,0.982143,45.464286,55,0,30.198003,0.982143,4,56,20,56,56,1,4,601,0.982143,0.982143,4,0.075648,0.075648,20,0,3.285714,2.57971,0.050246,20,4,0.982143,0,3.857143
nmr_7_8_5.minion,1,0.493942,11,0.982143,0.982143,45.464286,55,0,21.056572,0.982143,5,56,11,56,56,1,5,601,0.982143,0.982143,5,0.075648,0.075648,11,0,3.844828,3.093023,0.035036,11,5,0.982143,0,4.425926
nmr_7_9_3.minion,1,0.481463,36,0.984127,0.984127,51.492063,62,0,44.327273,0.984127,3,63,36,63,63,1,3,770,0.984127,0.984127,3,0.066873,0.066873,36,0,6.293478,4.948276,0.057568,36,3,0.984127,0,7.129032
nmr_7_9_4.minion,1,0.481463,20,0.984127,0.984127,51.492063,62,0,28.672727,0.984127,4,63,20,63,63,1,4,770,0.984127,0.984127,4,0.066873,0.066873,20,0,3.028571,2.443478,0.037237,20,4,0.984127,0,3.560976
nmr_7_9_5.minion,1,0.481463,11,0.984127,0.984127,51.492063,62,0,19.576623,0.984127,5,63,11,63,63,1,5,770,0.984127,0.984127,5,0.066873,0.066873,11,0,3.194444,2.586957,0.025424,11,5,0.984127,0,3.76
nmr_8_10_3.minion,1,0.459393,36,0.9875,0.9875,66.55,79,0,41.966301,0.9875,3,80,36,80,80,1,3,1276,0.9875,0.9875,3,0.052155,0.052155,36,0,5.622047,4.048193,0.032889,36,3,0.9875,0,6.257576
nmr_8_10_4.minion,1,0.459393,20,0.9875,0.9875,66.55,79,0,25.995298,0.9875,4,80,20,80,80,1,4,1276,0.9875,0.9875,4,0.052155,0.052155,20,0,2.515152,2.067416,0.020372,20,4,0.9875,0,3
nmr_8_10_5.minion,1,0.459393,11,0.9875,0.9875,66.55,79,0,16.925549,0.9875,5,80,11,80,80,1,5,1276,0.9875,0.9875,5,0.052155,0.052155,11,0,2.974684,2.393162,0.013265,11,5,0.9875,0,3.546667
nmr_8_11_3.minion,1,0.451942,36,0.988636,0.988636,73.568182,87,0,41.259473,0.988636,3,88,36,88,88,1,3,1557,0.988636,0.988636,3,0.04725,0.04725,36,0,5.548387,3.907895,0.026499,36,3,0.988636,0,6.153846
nmr_8_11_4.minion,1,0.451942,20,0.988636,0.988636,73.568182,87,0,25.202954,0.988636,4,88,20,88,88,1,4,1557,0.988636,0.988636,4,0.04725,0.04725,20,0,2.324176,1.913793,0.016187,20,4,0.988636,0,2.794521
nmr_8_11_5.minion,1,0.451942,11,0.988636,0.988636,73.568182,87,0,16.258831,0.988636,5,88,11,88,88,1,5,1557,0.988636,0.988636,5,0.04725,0.04725,11,0,2.910377,2.318182,0.010442,11,5,0.988636,0,3.488372
nmr_8_12_3.minion,1,0.445698,36,0.989583,0.989583,80.583333,95,0,40.614684,0.989583,3,96,36,96,96,1,3,1866,0.989583,0.989583,3,0.043185,0.043185,36,0,5.355556,3.587629,0.021766,36,3,0.989583,0,5.85
nmr_8_12_4.minion,1,0.445698,20,0.989583,0.989583,80.583333,95,0,24.549303,0.989583,4,96,20,96,96,1,4,1866,0.989583,0.989583,4,0.043185,0.043185,20,0,2.132743,1.727273,0.013156,20,4,0.989583,0,2.573034
nmr_8_12_5.minion,1,0.445698,11,0.989583,0.989583,80.583333,95,0,15.600214,0.989583,5,96,11,96,96,1,5,1866,0.989583,0.989583,5,0.043185,0.043185,11,0,2.63964,2.124088,0.00836,11,5,0.989583,0,3.202247
nmr_8_5_3.minion,1,0.538572,36,0.975,0.975,31.35,39,0,54.213058,0.975,3,40,36,40,40,1,3,291,0.975,0.975,3,0.107732,0.107732,36,0,7.583333,6.290323,0.186299,36,3,0.975,0,8.863636
nmr_8_5_4.minion,1,0.538572,20,0.975,0.975,31.35,39,0,37.890034,0.975,4,40,20,40,40,1,4,291,0.975,0.975,4,0.107732,0.107732,20,0,4.419355,3.52381,0.130206,20,4,0.975,0,5.129032
nmr_8_5_5.minion,1,0.538572,11,0.975,0.975,31.35,39,0,29.024055,0.975,5,40,11,40,40,1,5,291,0.975,0.975,5,0.107732,0.107732,11,0,5.322581,4.112903,0.099739,11,5,0.975,0,5.815789
nmr_8_6_3.minion,1,0.51274,36,0.979167,0.979167,38.416667,47,0,49.148148,0.979167,3,48,36,48,48,1,3,432,0.979167,0.979167,3,0.088927,0.088927,36,0,6.74359,5.581818,0.113769,36,3,0.979167,0,7.920635
nmr_8_6_4.minion,1,0.51274,20,0.979167,0.979167,38.416667,47,0,32.851852,0.979167,4,48,20,48,48,1,4,432,0.979167,0.979167,4,0.088927,0.088927,20,0,3.578947,2.916667,0.076046,20,4,0.979167,0,4.288889
nmr_8_6_5.minion,1,0.51274,11,0.979167,0.979167,38.416667,47,0,24.641204,0.979167,5,48,11,48,48,1,5,432,0.979167,0.979167,5,0.088927,0.088927,11,0,4.468085,3.540541,0.05704,11,5,0.979167,0,5.021277
nmr_8_7_3.minion,1,0.493942,36,0.982143,0.982143,45.464286,55,0,46.141431,0.982143,3,56,36,56,56,1,3,601,0.982143,0.982143,3,0.075648,0.075648,36,0,6.462264,5.209677,0.076774,36,3,0.982143,0,7.388889
nmr_8_7_4.minion,1,0.493942,20,0.982143,0.982143,45.464286,55,0,30.198003,0.982143,4,56,20,56,56,1,4,601,0.982143,0.982143,4,0.075648,0.075648,20,0,3.266667,2.628205,0.050246,20,4,0.982143,0,3.839286
nmr_8_7_5.minion,1,0.493942,11,0.982143,0.982143,45.464286,55,0,21.056572,0.982143,5,56,11,56,56,1,5,601,0.982143,0.982143,5,0.075648,0.075648,11,0,3.878788,3.076923,0.035036,11,5,0.982143,0,4.410714
nmr_8_8_3.minion,1,0.479654,36,0.984375,0.984375,52.5,63,0,44.508772,0.984375,3,64,36,64,64,1,3,798,0.984375,0.984375,3,0.065789,0.065789,36,0,6.090909,4.753247,0.055775,36,3,0.984375,0,6.873016
nmr_8_8_4.minion,1,0.479654,20,0.984375,0.984375,52.5,63,0,28.280702,0.984375,4,64,20,64,64,1,4,798,0.984375,0.984375,4,0.065789,0.065789,20,0,2.961538,2.386139,0.035439,20,4,0.984375,0,3.509091
nmr_8_8_5.minion,1,0.479654,11,0.984375,0.984375,52.5,63,0,19.175439,0.984375,5,64,11,64,64,1,5,798,0.984375,0.984375,5,0.065789,0.065789,11,0,3.723077,2.956989,0.024029,11,5,0.984375,0,4.327869
nmr_8_9_3.minion,1,0.46844,36,0.986111,0.986111,59.527778,71,0,42.954057,0.986111,3,72,36,72,72,1,3,1023,0.986111,0.986111,3,0.058189,0.058189,36,0,5.915254,4.506667,0.041988,36,3,0.986111,0,6.67
nmr_8_9_4.minion,1,0.46844,20,0.986111,0.986111,59.527778,71,0,27.009775,0.986111,4,72,20,72,72,1,4,1023,0.986111,0.986111,4,0.058189,0.058189,20,0,2.746154,2.24,0.026403,20,4,0.986111,0,3.271186
nmr_8_9_5.minion,1,0.46844,11,0.986111,0.986111,59.527778,71,0,17.942326,0.986111,5,72,11,72,72,1,5,1023,0.986111,0.986111,5,0.058189,0.058189,11,0,3.125,2.55,0.017539,11,5,0.986111,0,3.676471
nmr_9_10_3.minion,1,0.450078,36,0.988889,0.988889,75.577778,89,0,40.807575,0.988889,3,90,36,90,90,1,3,1637,0.988889,0.988889,3,0.046168,0.046168,36,0,5.485294,3.7875,0.024928,36,3,0.988889,0,6.09589
nmr_9_10_4.minion,1,0.450078,20,0.988889,0.988889,75.577778,89,0,25.041539,0.988889,4,90,20,90,90,1,4,1637,0.988889,0.988889,4,0.046168,0.046168,20,0,2.336957,1.906667,0.015297,20,4,0.988889,0,2.774194
nmr_9_10_5.minion,1,0.450078,11,0.988889,0.988889,75.577778,89,0,16.000611,0.988889,5,90,11,90,90,1,5,1637,0.988889,0.988889,5,0.046168,0.046168,11,0,2.517241,2.029412,0.009774,11,5,0.988889,0,3.022727
nmr_9_11_3.minion,1,0.443363,36,0.989899,0.989899,83.59596,98,0,40.222222,0.989899,3,99,36,99,99,1,3,1998,0.989899,0.989899,3,0.04184,0.04184,36,0,5.466019,3.706522,0.020131,36,3,0.989899,0,6
nmr_9_11_4.minion,1,0.443363,20,0.989899,0.989899,83.59596,98,0,24.361361,0.989899,4,99,20,99,99,1,4,1998,0.989899,0.989899,4,0.04184,0.04184,20,0,2.165644,1.759036,0.012193,20,4,0.989899,0,2.609756
nmr_9_11_5.minion,1,0.443363,11,0.989899,0.989899,83.59596,98,0,15.43043,0.989899,5,99,11,99,99,1,5,1998,0.989899,0.989899,5,0.04184,0.04184,11,0,2.482456,1.989583,0.007723,11,5,0.989899,0,3.011364
nmr_9_12_3.minion,1,0.43775,36,0.990741,0.990741,91.611111,107,0,39.685177,0.990741,3,108,36,108,108,1,3,2395,0.990741,0.990741,3,0.038251,0.038251,36,0,5.27439,3.422222,0.01657,36,3,0.990741,0,5.77095
nmr_9_12_4.minion,1,0.43775,20,0.990741,0.990741,91.611111,107,0,23.800835,0.990741,4,108,20,108,108,1,4,2395,0.990741,0.990741,4,0.038251,0.038251,20,0,2,1.584211,0.009938,20,4,0.990741,0,2.419643
nmr_9_12_5.minion,1,0.43775,11,0.990741,0.990741,91.611111,107,0,14.863883,0.990741,5,108,11,108,108,1,5,2395,0.990741,0.990741,5,0.038251,0.038251,11,0,2.252747,1.813187,0.006206,11,5,0.990741,0,2.75
nmr_9_5_3.minion,1,0.522594,36,0.977778,0.977778,35.377778,44,0,51.290323,0.977778,3,45,36,45,45,1,3,372,0.977778,0.977778,3,0.095102,0.095102,36,0,7.343284,5.981481,0.137877,36,3,0.977778,0,8.485714
nmr_9_5_4.minion,1,0.522594,20,0.977778,0.977778,35.377778,44,0,35.408602,0.977778,4,45,20,45,45,1,4,372,0.977778,0.977778,4,0.095102,0.095102,20,0,4.057143,3.226667,0.095184,20,4,0.977778,0,4.761905
nmr_9_5_5.minion,1,0.522594,11,0.977778,0.977778,35.377778,44,0,26.569892,0.977778,5,45,11,45,45,1,5,372,0.977778,0.977778,5,0.095102,0.095102,11,0,4.342857,3.453125,0.071424,11,5,0.977778,0,4.857143
nmr_9_6_3.minion,1,0.498702,36,0.981481,0.981481,43.444444,53,0,46.904159,0.981481,3,54,36,54,54,1,3,553,0.981481,0.981481,3,0.078561,0.078561,36,0,6.631579,5.357143,0.084818,36,3,0.981481,0,7.571429
nmr_9_6_4.minion,1,0.498702,20,0.981481,0.981481,43.444444,53,0,30.981917,0.981481,4,54,20,54,54,1,4,553,0.981481,0.981481,4,0.078561,0.078561,20,0,3.366667,2.694444,0.056025,20,4,0.981481,0,3.96
nmr_9_6_5.minion,1,0.498702,11,0.981481,0.981481,43.444444,53,0,22.721519,0.981481,5,54,11,54,54,1,5,553,0.981481,0.981481,5,0.078561,0.078561,11,0,3.696429,2.967391,0.041088,11,5,0.981481,0,4.214286
nmr_9_7_3.minion,1,0.481463,36,0.984127,0.984127,51.492063,62,0,44.327273,0.984127,3,63,36,63,63,1,3,770,0.984127,0.984127,3,0.066873,0.066873,36,0,6.271739,4.984127,0.057568,36,3,0.984127,0,7.125
nmr_9_7_4.minion,1,0.481463,20,0.984127,0.984127,51.492063,62,0,28.672727,0.984127,4,63,20,63,63,1,4,770,0.984127,0.984127,4,0.066873,0.066873,20,0,3.039216,2.419643,0.037237,20,4,0.984127,0,3.55
nmr_9_7_5.minion,1,0.481463,11,0.984127,0.984127,51.492063,62,0,19.576623,0.984127,5,63,11,63,63,1,5,770,0.984127,0.984127,5,0.066873,0.066873,11,0,3.24,2.573171,0.025424,11,5,0.984127,0,3.75
nmr_9_8_3.minion,1,0.46844,36,0.986111,0.986111,59.527778,71,0,42.954057,0.986111,3,72,36,72,72,1,3,1023,0.986111,0.986111,3,0.058189,0.058189,36,0,5.979167,4.5625,0.041988,36,3,0.986111,0,6.65625
nmr_9_8_4.minion,1,0.46844,20,0.986111,0.986111,59.527778,71,0,27.009775,0.986111,4,72,20,72,72,1,4,1023,0.986111,0.986111,4,0.058189,0.058189,20,0,2.74359,2.234783,0.026403,20,4,0.986111,0,3.235294
nmr_9_8_5.minion,1,0.46844,11,0.986111,0.986111,59.527778,71,0,17.942326,0.986111,5,72,11,72,72,1,5,1023,0.986111,0.986111,5,0.058189,0.058189,11,0,3.128571,2.481481,0.017539,11,5,0.986111,0,3.7
nmr_9_9_3.minion,1,0.458255,36,0.987654,0.987654,67.555556,80,0,41.634146,0.987654,3,81,36,81,81,1,3,1312,0.987654,0.987654,3,0.051491,0.051491,36,0,5.795181,4.216216,0.031733,36,3,0.987654,0,6.46988
nmr_9_9_4.minion,1,0.458255,20,0.987654,0.987654,67.555556,80,0,25.914634,0.987654,4,81,20,81,81,1,4,1312,0.987654,0.987654,4,0.051491,0.051491,20,0,2.547619,2.112069,0.019752,20,4,0.987654,0,3.026316
nmr_9_9_5.minion,1,0.458255,11,0.987654,0.987654,67.555556,80,0,16.878049,0.987654,5,81,11,81,81,1,5,1312,0.987654,0.987654,5,0.051491,0.051491,11,0,2.619048,2.118644,0.012864,11,5,0.987654,0,3.134328
ortholatin-10.xml.minion,1,0.847717,999,0.33,0.066667,2.666667,47,100,995.460993,0.336667,10,300,994,300,300,0.576404,10,141,0.156667,0.336667,10,0.018913,0.018913,994,0.127279,99.5,99.333333,7.060007,994,100,0.066667,38.183766,100
ortholatin-15.xml.conv.minion,1,0.839391,993,0.331852,0.044444,2.666667,95.333333,225,994.493007,0.334815,15,675,993,675,675,0.60792,15,286,0.141235,0.334815,15,0.009324,0.009324,993,0.136882,?,?,3.477248,993,225,0.044444,92.395286,?
ortholatin-20.xml.conv.minion,1,0.834484,998,0.3325,0.033333,2.666667,160.333333,400,998.336798,0.334167,20,1200,998,1200,1200,0.623179,20,481,0.133611,0.334167,20,0.005544,0.005544,998,0.141814,?,?,2.075544,998,400,0.033333,170.177032,?
ortholatin-2.xml.minion,1,0.861023,744,0.333333,0.333333,2.666667,4.333333,4,613.230769,0.416667,2,12,513,12,12,0.244444,2,13,0.361111,0.416667,2,0.205128,0.205128,513,0.039284,77.5,58.333333,47.171598,513,4,0.333333,0.471405,85.5
ortholatin-5.xml.minion,1,0.863059,966,0.32,0.133333,2.666667,15.333333,25,964.021739,0.346667,5,75,961,75,75,0.476695,5,46,0.204444,0.346667,5,0.057971,0.057971,961,0.100566,97.5,97,20.956994,961,25,0.133333,7.542472,98
ortholatin-6.xml.minion,1,0.859328,987,0.324074,0.111111,2.666667,20.333333,36,973.04918,0.342593,6,108,963,108,108,0.51042,6,61,0.188272,0.342593,6,0.043716,0.043716,963,0.109121,98.5,98,15.951626,963,36,0.111111,11.785113,99
ortholatin-7.xml.minion,1,0.85587,995,0.326531,0.095238,2.666667,26,49,986.269231,0.340136,7,147,981,147,147,0.534317,7,78,0.176871,0.340136,7,0.034188,0.034188,981,0.115446,99,98.666667,12.644477,981,49,0.095238,16.970563,99.5
ortholatin-8.xml.minion,1,0.852793,998,0.328125,0.083333,2.666667,32.333333,64,989.443299,0.338542,8,192,985,192,192,0.55203,8,97,0.168403,0.338542,8,0.027491,0.027491,985,0.120306,99.5,99,10.200446,985,64,0.083333,23.098822,99.666667
ortholatin-9.xml.minion,1,0.850089,996,0.329218,0.074074,2.666667,39.333333,81,989.855932,0.337449,9,243,987,243,243,0.56564,9,118,0.161866,0.337449,9,0.022599,0.022599,987,0.124156,99.5,99,8.38861,987,81,0.074074,30.169889,100
peg10.minion.converted.minion.gz,1,0.812118,558,0.00276,0.00368,2.793008,5.464581,990,545.227273,0.00276,2,1087,539,1087,1087,0.35461,2,1056,0.005027,0.060718,2,0.002645,0.002645,492,0.009413,?,?,0.516314,545,2,0,10.231739,?
peg11.minion.converted.minion.gz,1,0.812118,558,0.00276,0.00368,2.793008,5.464581,990,545.227273,0.00276,2,1087,539,1087,1087,0.35461,2,1056,0.005027,0.060718,2,0.002645,0.002645,492,0.009413,?,?,0.516314,545,2,0,10.231739,?
peg12.minion.converted.minion.gz,1,0.812118,558,0.00276,0.00368,2.793008,5.464581,990,545.227273,0.00276,2,1087,539,1087,1087,0.35461,2,1056,0.005027,0.060718,2,0.002645,0.002645,492,0.009413,?,?,0.516314,545,2,0,10.231739,?
