@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,40.04125,0.024974,80.0825,2.080303,80.0825,0.023726,2.85,0.071976
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.251263
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.764791
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.800469
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.439358
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.791667
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.810256
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.884235
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.756025
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.651299
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,27.097537,0.036904,54.195074,2.153815,54.195074,0.035449,2.906404,0.084508
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.783766
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.434163
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.721501
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,40.45375,0.02472,80.9075,2.079284,80.9075,0.023484,2.85,0.071942
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.652753
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,39.9225,0.025049,79.845,2.080339,79.845,0.023796,2.85,0.072628
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,40.39875,0.024753,80.7975,2.079191,80.7975,0.023516,2.85,0.0722
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.160029
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.834896
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.370274
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.755592
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.721104
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.833766
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.187807
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.073016
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.799711
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.700469
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.230988
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,27.587879,0.036248,55.175758,2.151561,55.175758,0.034783,2.929293,0.090407
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.051166
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.908838
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.786941
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.126659
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.628114
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,8.313961
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.673016
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,40.38875,0.024759,80.7775,2.07921,80.7775,0.023521,2.85,0.072099
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,40.04,0.024975,80.08,2.080103,80.08,0.023726,2.85,0.072044
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.659199
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.561508
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.812338
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,41.37375,0.02417,82.7475,2.076932,82.7475,0.022961,2.85,0.071591
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.895707
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.650397
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.798521
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.709235
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.325505
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,25.231731,0.039633,50.463462,2.1658,50.463462,0.038108,2.884615,0.082829
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,22.308081,0.044827,44.616162,2.193371,44.616162,0.043016,2.929293,0.100457
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.755098
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.809596
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.590152
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.669084
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.573521
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.405988
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.765873
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.633766
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.634993
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.489322
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,8.044084
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,41.40625,0.024151,82.8125,2.076872,82.8125,0.022943,2.85,0.071563
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.892075
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.257118
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.012673
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,26.6875,0.037471,53.375,2.155443,53.375,0.03603,2.884615,0.079325
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,39.9725,0.025017,79.945,2.080442,79.945,0.023766,2.85,0.072291
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.711977
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.659524
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.776984
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,40.88625,0.024458,81.7725,2.078048,81.7725,0.023235,2.85,0.071954
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.246825
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,22.489683
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.775072
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,28.068269,0.035627,56.136538,2.146548,56.136538,0.034257,2.884615,0.07528
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.828608
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.618254
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.28575
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,40.4175,0.024742,80.835,2.079154,80.835,0.023505,2.85,0.072057
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.522655
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,26.039423,0.038403,52.078846,2.15985,52.078846,0.036926,2.884615,0.078661
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.596465
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.654437
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.686147
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.912673
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.71039
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,22.195192,0.045055,44.390385,2.191641,44.390385,0.043322,2.884615,0.087113
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.811941
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.780231
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.40083
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.205556
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,27.738462,0.036051,55.476923,2.148543,55.476923,0.034664,2.884615,0.078825
normalized-haystacks-46.xml.mzn_AND_NODATA,1,1.346976,0.742404,3.664754,17.285681,5.872861,1,715.529917,684.758668
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.709524
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.115873
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.405231
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,26.5625,0.037647,53.125,2.156438,53.125,0.036199,2.884615,0.080446
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,26.35665,0.037941,52.7133,2.158683,52.7133,0.036446,2.906404,0.075533
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,21.446032
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.87381
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.980231
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.87233
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.599206
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.372222
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.574639
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,40.055,0.024966,80.11,2.080073,80.11,0.023717,2.85,0.07244
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.669841
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.719841
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,40.8375,0.024487,81.675,2.078141,81.675,0.023263,2.85,0.071619
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.87381
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.286508
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,41.385,0.024163,82.77,2.076911,82.77,0.022955,2.85,0.071681
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.257143
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.870635
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.726623
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,41.36875,0.024173,82.7375,2.076941,82.7375,0.022964,2.85,0.071585
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.663972
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.779798
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.43254
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.096032
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.926984
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.542063
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.640476
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.782612
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,40.705,0.024567,81.41,2.078595,81.41,0.023339,2.85,0.072021
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.299975
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.734127
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,40.61125,0.024624,81.2225,2.078976,81.2225,0.023393,2.85,0.071665
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,22.247619
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.873088
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.571501
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,41.08125,0.024342,82.1625,2.07748,82.1625,0.023125,2.85,0.071935
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.17619
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.848485
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.15
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,28.195192,0.035467,56.390385,2.145888,56.390385,0.034103,2.884615,0.074706
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,40.96375,0.024412,81.9275,2.0779,81.9275,0.023191,2.85,0.071804
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.026984
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,6.319877
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.742857
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,22.007937
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.081746
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.162698
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.363492
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,40.75,0.02454,81.5,2.078309,81.5,0.023313,2.85,0.072726
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.612771
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,41.58,0.02405,83.16,2.07616,83.16,0.022848,2.85,0.071409
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,3.375,0.296296,6.75,10.643856,6.75,0,40,7.053175
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.619048
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,27.657692,0.036156,55.315385,2.148977,55.315385,0.034766,2.884615,0.077768
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.606349
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.926984
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.699206
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.709524
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.957143
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,39.3475,0.025415,78.695,2.082132,78.695,0.024144,2.85,0.072293
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.661905
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,27.774038,0.036005,55.548077,2.148353,55.548077,0.03462,2.884615,0.074541
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.938167
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,1.48154,0.674973,4.008728,6.33442,7.501833,0.663191,2.386161,0.986909
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.986508
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.73254
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.568326
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,39.6,0.025253,79.2,2.081403,79.2,0.02399,2.85,0.072026
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,29.839409,0.033513,59.678818,2.137275,59.678818,0.032192,2.906404,0.079444
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,40.99375,0.024394,81.9875,2.077843,81.9875,0.023174,2.85,0.071821
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.950072
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.946032
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.247619
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.829365
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.479437
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.883405
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.187374
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.142857
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.344517
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,21.324675
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.003968
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,17.920635
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.542857
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.95404
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,18.656421
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.63254
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,42.36875,0.023602,84.7375,2.074359,84.7375,0.022422,2.85,0.07162
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,21.785786
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.959524
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,19.240476
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,20.811183
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,21.058802
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,2.575,0.38835,5.15,12.643856,5.15,0,80,21.775469
