@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S962875623-008.cnf,1,0.0071,0.0071,39.2304,0.0071,0.0071,135,147,32.8565,700,133,134.559,123,133.586,123,146,0.0217
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S715182559-083-UNKNOWN.cnf,1,0.0033,0.0033,79.4764,0.0033,0.0033,285,308,63.0329,1500,287,284.079,267,286.73,265,305,0.0117
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S994434255-18-UNKNOWN.cnf,1,0.0027,0.0027,35.3948,0.0018,0.0045,240,253,26.9851,1170,240,239.459,224,239.353,225,254,0.0053
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1481730841-18.SAT.shuffled.cnf,1,0.0048,0.0048,21.3029,0.0047,0.0079,141,152,17.0467,650,141,140.8,129,140.969,130,153,0.0094
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1879656894-046.cnf,1,0.0417,0.0417,9.7886,0.0417,0.0417,24,29,8.8615,120,24,23.9186,19,23.9585,19,29,0.0453
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0002,0.0002,862.556,0.0002,0.0004,3163,3217,264.412,15000,3187,3176.65,0,2837.78,3132,3225,0.0004
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1513299405-10.SAT.shuffled.cnf,1,0.0385,0.0385,10.8993,0.0385,0.0385,26,31,9.9924,130,26,25.9285,21,25.8907,21,31,0.0448
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0052,0.0052,20.8527,0.0051,0.0085,129,140,16.7465,600,130,129.331,118,129.567,118,140,0.0103
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.0002,0.0002,1116.43,0.0002,0.0003,3403,3429,348.692,16000,3398,3392.46,0,2903.71,3333,3434,0.0004
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S2092874799-044.cnf,1,0.0003,0.0003,283.167,0.0003,0.0006,2134,2170,152.692,10000,2134.5,2136.5,2069,2127.72,2095,2176,0.0006
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1455331099-09-SAT.cnf,1,0.0011,0.0011,43.6156,0.0008,0.003,554,572,35.8977,3500,551,552.875,528,549.814,531,575,0.0023
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1314186802-12.UNSAT.shuffled.cnf,1,0.1,0.1,8.798,0.1,0.1,12,15,8.5208,70,12,12.1381,9,12.1338,9,15,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,0.14,6.8672,0.14,0.14,9,12,6.3268,50,9,8.8386,6,8.9346,6,12,0.011
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1322153318-039.cnf,1,0.005,0.005,55.6,0.005,0.005,191,207,46.1333,1000,191,190.842,178,191.686,177,206,0.0165
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1924575376-025.cnf,1,0.0066,0.0066,14.9697,0.0065,0.0108,103,113,12.2981,480,103,102.954,94,102.95,93,112,0.013
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S883878972-08.cnf,1,0.0002,0.0002,491.1,0.0002,0.0005,2753,2792,245.294,13000,2758.5,2752.29,0,2490.5,2693,2806,0.0005
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1805843968-06.cnf,1,0.0389,0.0389,16.5992,0.0389,0.0389,29,35,16.8099,180,29,29.6253,24,29.6862,24,36,0.0117
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S142115187-18.UNSAT.shuffled.cnf,1,0.0417,0.0417,10.0527,0.0417,0.0417,24,29,9.1683,120,24,23.952,19,23.9765,19,29,0.0453
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S839983432-073.cnf,1,0.0933,0.0933,9.3467,0.0933,0.0933,13,16,8.8876,75,13,12.9145,10,12.8824,10,16,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.0083,0.0083,13.5078,0.0082,0.0136,82,90,11.1652,380,82,82.0337,73,81.8984,74,90,0.0161
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S678706275-057.cnf,1,0.0056,0.0056,50.4513,0.0056,0.0056,172,184,41.3494,900,172,171.58,159,172.089,158,186,0.018
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,0.0233,0.0233,25.7282,0.0233,0.0233,49,57,25.9683,300,50,49.1098,42,49.5932,42,57,0.0117
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1258122549-031.cnf,1,0.0062,0.0062,17.2444,0.0061,0.0081,110,119,13.9972,500,109,109.385,100,109.37,99,119,0.0121
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1138392605-05-UNKNOWN.cnf,1,0.0026,0.0026,30.9466,0.0018,0.0045,245,259,24.4825,1170,244,244.211,231,244.285,228,259,0.0052
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1344401737-18.SAT.shuffled.cnf,1,0.1556,0.1556,6.236,0.1556,0.1556,8,11,5.4843,45,8,8.1744,6,8.1217,6,11,0.011
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1243695187-06.cnf,1,0.0045,0.0045,59.4949,0.0045,0.0045,211,224,47.3878,1100,210,211.167,195,210.637,198,226,0.0153
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,0.0778,0.0778,10.7083,0.0778,0.0778,15,19,10.6713,90,15,15.1919,12,15.34,12,19,0.0111
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0.035,0.035,17.7833,0.035,0.035,33,39,17.9339,200,33,33.1474,27,33.1786,27,39,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,0.14,6.8908,0.14,0.14,9,11,6.446,50,9,8.8453,6,8.88,6,12,0.011
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1274869912-15.cnf,1,0.0003,0.0003,383.667,0.0003,0.0006,2125,2164,169.792,10000,2126.5,2125.38,2048,2013.78,2083,2166,0.0006
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,0.0002,0.0002,430.5,0.0002,0.0004,3413.5,3494,277.125,16000,3373,3418.81,3294,3375.38,3339,3421,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1,0.0033,0.0033,84.0995,0.0033,0.0033,286.5,302,62.8806,1500,288,286.896,271,286.711,270,304,0.0117
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1301714489-09.UNSAT.shuffled.cnf,1,0.0385,0.0385,11.2626,0.0385,0.0385,26,31,10.3191,130,26,25.713,21,25.7077,21,31,0.0449
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1631976568-086.UNKNOWN.cnf,1,0.0048,0.0048,26.298,0.0047,0.0079,138.5,150,20.6296,650,139,138.477,128,138.846,127,149,0.0094
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S969405384-096-UNKNOWN.cnf,1,0.0033,0.0033,81.9669,0.0033,0.0033,290,306,62.1567,1500,288,289.299,270,284.934,273,303,0.0117
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1540370200-13.SAT.shuffled.cnf,1,0.0052,0.0052,22.0501,0.0051,0.0085,129,140,17.4788,600,129,129.35,118,129.243,119,140,0.0103
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1551099861-042.cnf,1,0.1077,0.1077,8.4204,0.1077,0.1077,11,14,7.9007,65,11,11.3073,8,11.3371,8,15,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,0.0057,0.0057,21.6133,0.0056,0.0093,118,128,17.4239,550,117,117.596,107,117.515,108,128,0.0113
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1085378176-050.cnf,1,0.05,0.05,13.4316,0.05,0.05,23,28,13.3635,140,23,23.2223,19,23.4291,18,28,0.0117
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S167199451-11.UNSAT.shuffled.cnf,1,0.1,0.1,8.9385,0.1,0.1,12,15,8.721,70,12,12.0493,9,12.0792,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1555503917-029.cnf,1,0.0067,0.0067,16.1381,0.0066,0.0111,100,109,13.2092,460,100,99.8073,90,99.8872,90,109,0.0132
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S811174248-16.cnf,1,0.0045,0.0045,57.4235,0.0045,0.0045,209,226,47.5234,1100,212,208.987,197,211.913,195,227,0.0153
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,0.14,0.14,6.8544,0.14,0.14,9,12,6.3595,50,9,8.8802,6,8.839,6,12,0.011
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2034423571-08.cnf,1,0.0071,0.0071,39.9048,0.0071,0.0071,134,146,32.6226,700,135,133.764,122,134.386,122,147,0.0218
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,0.1,0.1,8.8507,0.1,0.1,12,15,8.5896,70,12,11.9611,9,12.0975,9,15,0.0111
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,0.0002,0.0002,1016,0.0002,0.0003,4235,4289,982,20000,4214,3921.31,0,3388.8,4186,4231,0.0003
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S975048338-088.cnf,1,0.0055,0.0055,21.0545,0.0054,0.0073,122,132,16.7637,560,122,121.599,111,121.652,111,132,0.0108
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S871621203-03.cnf,1,0.05,0.05,13.2194,0.05,0.05,23,28,13.2649,140,23,23.2997,18,23.2831,19,28,0.0117
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S809967194-078.cnf,1,0.0056,0.0056,17.3784,0.0055,0.0092,121,131,14.2083,560,120,120.635,110,120.386,110,131,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S142096783-019.cnf,1,0.0077,0.0077,14.9596,0.0077,0.0102,87,96,12.4437,400,87,86.7535,78,86.7205,78,96,0.0151
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1519323913-01.UNSAT.shuffled.cnf,1,0.0057,0.0057,24.8818,0.0056,0.0093,117,127,19.7764,550,117,117.284,107,117.316,107,127,0.0112
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1950672055-10.SAT.shuffled.cnf,1,0.0069,0.0069,15.9607,0.0068,0.0114,97,107,13.0604,450,97,97.3022,88,97.3219,88,106,0.0136
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S309048450-11.SAT.shuffled.cnf,1,0.0625,0.0625,7.3394,0.0625,0.0625,16,20,6.4474,80,16,16.2181,13,16.3005,13,20,0.0463
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S449511205-064.cnf,1,0.0058,0.0058,19.4149,0.0057,0.0076,116,127,15.3648,540,116,116.462,106,116.161,106,126,0.0114
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1804595013-08-SAT.cnf,1,0.0052,0.0052,17.7524,0.0035,0.0104,125,136,14.8033,630,125,125.324,114,124.872,115,135,0.0103
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1040456712-073.cnf,1,0.0556,0.0556,8.3307,0.0556,0.0556,18,22,7.4617,90,18,18.143,14,18.0719,14,22,0.0459
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1546827657-01.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.4892,0.0933,0.0933,13,16,9.0681,75,13,12.8645,10,12.8638,10,16,0.0111
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S619136916-059-UNKNOWN.cnf,1,0.0002,0.0002,617.333,0.0002,0.0004,3194,3235,252.882,15000,3175,3182.88,0,2828.89,3123,3228,0.0004
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2054549948-012.cnf,1,0.005,0.005,54.7778,0.005,0.005,191,207,44.8768,1000,191,191.681,176,191.444,178,207,0.0165
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1352949000-03-SAT.cnf,1,0.0009,0.0009,61.8446,0.0006,0.003,707,732,54.1699,4500,704,701.647,679,703.486,680,728,0.0018
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,0.0033,0.0033,84.3239,0.0033,0.0033,289,303,63.8228,1500,287,287.234,269,285.984,269,305,0.0117
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S102181364-052.cnf,1,0.0455,0.0455,9.8118,0.0455,0.0455,22,27,8.9381,110,22,21.9935,17,21.9639,18,27,0.0455
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,0.0001,0.0001,1961,0.0001,0.0001,10640,10640,1396.33,49999,10680,10672,10680,10680,10595,10680,0.0001
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S2060375179-19-SAT.cnf,1,0.0006,0.0006,63.3656,0.0004,0.0019,989.5,1023,56.8636,6500,993,991.291,971,993.667,962,1019,0.0013
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S640027679-08.cnf,1,0.0389,0.0389,16.6588,0.0389,0.0389,30,36,16.7727,180,29,30.0155,24,29.5633,24,35,0.0117
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S837858872-05.cnf,1,0.005,0.005,55.0033,0.005,0.005,192,207,45.1451,1000,192,191.731,178,191.414,176,205,0.0165
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1665384822-14-SAT.cnf,1,0.0027,0.0027,23.0748,0.0018,0.0073,237,252,19.8482,1295,236,236.933,221,235.785,222,250,0.0054
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,0.0875,0.0875,9.7027,0.0875,0.0875,14,17,9.5417,80,14,13.7769,10,13.723,10,17,0.0111
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1227285183-04.cnf,1,0.0045,0.0045,58.8464,0.0045,0.0045,213,225,50.4147,1100,209,210.82,196,210.47,195,225,0.0152
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.004,0.004,65.827,0.004,0.004,238,254,53.396,1250,239,237.748,223,238.708,225,252,0.0137
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1127319144-058.cnf,1,0.0318,0.0318,19.833,0.0318,0.0318,36,43,19.8646,220,36,36.3275,30,36.236,30,43,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S512486692-050.cnf,1,0.1,0.1,8.8344,0.1,0.1,12,15,8.4869,70,12,12.0808,9,12.1158,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S486178562-011.cnf,1,0.0059,0.0059,20.8379,0.0058,0.0078,113,123,16.8515,520,113,113.019,103,112.843,103,123,0.0116
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,0.0052,0.0052,24.2575,0.0051,0.0068,128,140,18.914,600,130,128.488,118,129.346,118,140,0.0103
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,0.0069,0.0069,14.206,0.0068,0.0114,98,107,11.8322,450,98,97.7246,88,97.5986,88,107,0.0136
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0.0063,0.0063,45.2019,0.0063,0.0063,152,166,39.0423,800,153,151.849,139,153.142,139,166,0.0196
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2083898043-071.SATISFIABLE.cnf,1,0.0069,0.0069,15.8926,0.0068,0.0114,98,107,13.0383,450,97,97.7606,88,97.6276,89,107,0.0135
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,0.1,0.1,8.827,0.1,0.1,12,15,8.5124,70,12,12.1455,9,12.1183,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1139247531-051.cnf,1,0.0075,0.0075,14.9805,0.0074,0.0123,89,98,12.4947,420,89,89.1347,80,89.2791,80,98,0.0149
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1839094140-055.cnf,1,0.0002,0.0002,338.111,0.0002,0.0004,2999,3037,247.059,14000,2956,2998.59,2934,2967.33,2955,3006,0.0004
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf,1,0.0437,0.0437,14.8776,0.0437,0.0437,26,32,15.1988,160,27,26.4483,22,26.5522,21,31,0.0117
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1695726805-003.cnf,1,0.035,0.035,18.0033,0.035,0.035,33,39,18.3162,200,33,32.9814,27,33.2126,27,39,0.0117
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S826724848-048.cnf,1,0.0003,0.0003,329.077,0.0003,0.0005,2564,2582,189.952,12000,2552,2552.71,2522,2559.92,2509,2578,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1897376969-026.cnf,1,0.006,0.006,20.208,0.0059,0.0098,112,122,16.095,520,112,111.946,103,112.297,102,122,0.0118
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S971732863-03.cnf,1,0.0003,0.0003,256.737,0.0003,0.0006,2131,2170,143.583,10000,2114,2127.29,2075,2117.74,2078,2148,0.0006
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S471833188-06.cnf,1,0.0071,0.0071,37.9454,0.0071,0.0071,134,146,31.5787,700,135,133.853,122,134.88,122,147,0.0217
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1940784272-089.cnf,1,0.0075,0.0075,14.4824,0.0074,0.0123,90,99,11.7393,420,90,89.8996,81,90.0305,81,99,0.0148
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1582455625-10.cnf,1,0.0056,0.0056,49.3205,0.0056,0.0056,171,184,40.4377,900,172,170.933,158,172.142,158,187,0.0179
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S216896591-15.SAT.shuffled.cnf,1,0.0069,0.0069,16.3238,0.0068,0.0114,97,106,13.4015,450,97,97.0279,88,97.0741,88,106,0.0136
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.005,0.005,56.628,0.005,0.005,190,203,44.2566,1000,190,190.453,176,190.539,178,206,0.0165
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0045,0.0045,61.0767,0.0045,0.0045,210,223,49.4498,1100,209.5,209.017,196,210.457,193,226,0.0152
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S285713182-059.cnf,1,0.0437,0.0437,15.143,0.0437,0.0437,26,32,15.174,160,26,26.5211,21,26.5623,21,32,0.0117
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S984347600-003.cnf,1,0.05,0.05,8.6433,0.05,0.05,20,25,7.7898,100,20,20.1803,16,20.17,16,25,0.0459
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,0.0001,0.0001,804,0.0001,0.0002,6387.5,6450,1262.12,30000,6336.5,5602,6316,6336.5,0,6316,0.0002
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S1312035429-13.cnf,1,0.0004,0.0004,278.976,0.0004,0.0007,1500,1526,123.077,7000,1485,1497.06,1441,1450.85,1454,1520,0.0009
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1281410666-045.cnf,1,0.0071,0.0071,38.5795,0.0071,0.0071,134,145,31.7532,700,134,133.805,123,134.286,121,146,0.0217
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1147406493-20.UNSAT.shuffled.cnf,1,0.0417,0.0417,10.9741,0.0417,0.0417,24,29,10.0508,120,24,23.7188,19,23.7524,19,29,0.0454
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S793713844-14.cnf,1,0.0389,0.0389,16.4943,0.0389,0.0389,29,35,16.7036,180,30,29.6449,24,29.7824,24,36,0.0117
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S822708255-070.cnf,1,0.0002,0.0002,864.727,0.0002,0.0004,2995,3025,226.789,14000,2962,2990,2923,2703.91,2948,3023,0.0005
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1292104917-07.SAT.shuffled.cnf,1,0.1273,0.1273,7.5539,0.1273,0.1273,10,13,6.9844,55,10,9.695,7,9.6882,7,13,0.011
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,0.1,0.1,8.8613,0.1,0.1,12,15,8.6092,70,12,12.0869,9,12.0673,9,15,0.0111
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled.cnf,1,0.0385,0.0385,11.0511,0.0385,0.0385,26,31,10.1356,130,26,25.8291,21,25.8151,21,31,0.0447
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S2081149830-10.SAT.shuffled.cnf,1,0.0714,0.0714,6.4709,0.0714,0.0714,14,18,5.5613,70,14,14.3963,11,14.3813,11,18,0.0461
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1946534526-16.cnf,1,0.0008,0.0008,117.424,0.0008,0.0013,851,876,73.6404,4000,855,850.079,826,852.542,822,881,0.0016
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf,1,0.05,0.05,8.3667,0.05,0.05,20,25,7.3895,100,20,20.241,16,20.1664,16,24,0.0458
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1225217164-02.UNSAT.shuffled.cnf,1,0.1,0.1,8.589,0.1,0.1,12,15,8.3654,70,12,12.0729,9,12.1338,9,15,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1741784682-076.cnf,1,0.0004,0.0004,214.774,0.0004,0.0009,1700.5,1740,134.475,8000,1691,1698.62,1641,1693.97,1653,1744,0.0008
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S51132115-023.cnf,1,0.0002,0.0002,448.143,0.0002,0.0004,3403.5,3423,451.5,16000,3393,3190,3352,3397,3326,3423,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,0.0047,0.0047,22.1162,0.0047,0.0063,141,152,17.7878,650,141,140.774,130,141.162,130,153,0.0093
