@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC

@DATA
SAT_RACE2008/grieu-vmpc-27.cnf,1,0.0208,0.0048,0.7049,0,0.0018,0.0821,0.0075,96849,0.5246,0,0.0036,0.0036,0,0.0049,0.0011,0.0036,0.5339,0.6859,0.0036,0.0036,0.701,0,100.773,0.692,0.9994,0.6742,0.0021,0.0027,729,0.0035,0.037,0.692
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,4.2103,4.2053,5.1632,0.1348,0.2832,2.8482,0.0187,4155136,0.5489,0.2939,0.0055,0.0113,0.5,3.4763,0,0,0.9869,0,0,0,1,0.0567,39889,1,0.9716,0.515,0.0076,0,77804,0,0.0044,1
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,3.0704,0.4429,2.7122,2.0753,0.158,0.4499,0.1761,330007,0.2519,0.0319,0.0001,0.0001,0.2002,0.4497,0,0,0.7647,0,0,0,0.9517,0.0152,3912,0.6654,0.896,1.0107,0.0001,0,58111,0,0.0002,0.8097
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,2.6728,1.4927,3.3081,7.2442,0.2634,1.0563,0.1,48581,0.1981,0.0949,0.0027,0.0071,0.4486,1.4463,0.0001,0.0002,0.9259,0.0016,0.0009,0.0009,1,0.0525,181.512,0.7195,0.5228,1.8101,0.0053,0.0004,4857,0,0.0266,0.8612
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,1.6763,0.6926,1.6375,0.7582,0.0669,0.8311,0.25,42760,0.0963,0.0487,0.0017,0.0047,0.2792,1.0703,0.0001,0.0001,0.6364,0,0.0003,0.0003,0.784,0.0339,581.643,0.106,0.9012,0.9337,0.0038,0.0002,10688,0,0.0034,0.3246
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-vliw-uns-4.0-9C1.cnf,1,4.0721,6.6383,4.3618,0.1323,0.2523,1.3191,0.0475,1789068,0.4428,0.3595,0.0099,0.0199,0.5,4.6846,0,0,1,0,0,0,1,0.0924,30006,0.9963,0.9501,0.9825,0.0171,0,84942,0,0.0261,0.9999
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.cnf,1,4.2629,6.4535,4.4716,0.2484,0.2634,4.3478,0.0476,3532144,0.3443,0.3412,0.008,0.015,1,5.9766,0,0,1,0,0,0,1,0.0877,261388,0.9918,0.9369,0.5897,0.0149,0,168000,0,0.001,0.9996
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,3.0151,1.1694,3.0613,2.7119,0.201,0.8056,0.2101,65560,0.2013,0.1399,0.001,0.0029,0.6976,0.8742,0,0.0001,1,0,0.0003,0.0003,1,0.0636,483.686,0.5328,0.7003,1.7291,0.0014,0.0001,13777,0,0.0036,0.7722
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,0.9811,0.604,2.3705,1.5106,0.0385,0.4858,0.1699,153779,0.0207,0.0485,0.0002,0.0005,0.1579,0.5862,0,0.0001,0.3333,0,0.0001,0.0001,0.6755,0.0312,2567.75,0.0107,0.5427,0.9025,0.0002,0.0001,26131,0,0.0002,0.0896
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,2.5145,1.2742,2.9345,2.9273,0.1635,1.4495,0.1815,1381688,0.1636,0.5,0.0001,0.0002,0.5,1.4007,0,0,0.8958,0,0,0,1,0.3707,44327,0.293,0.8307,1.1103,0.0005,0,250821,0,0.0024,0.5
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,4.9256,0.0026,0.2887,0.2878,0.013,479096,0.2747,0.5,0.0002,0.0028,1,1.9878,0,0,1,0.008,0.0013,0.0013,1,0.4528,730.955,0.1973,0.0098,0.1824,0.0013,0.0003,6212,0,0.0013,0.618
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,2.8848,0.7451,3.0256,0.8538,0.1489,0.659,0.1453,838748,0.2234,0.054,0.0001,0.0001,0.0893,0.8478,0,0,0.8462,0,0,0,0.9998,0.02,10038,0.772,0.8687,1.0915,0.0001,0,121873,0,0.0001,0.8723
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,2.3663,0.7968,2.4641,1.3993,0.1526,0.7548,0.2411,53990,0.1828,0.0559,0.0016,0.002,0.1708,0.9412,0.0001,0.0002,0.7838,0.0001,0.0002,0.0002,0.9696,0.0331,889.83,0.851,0.9395,0.9784,0.0023,0.0002,13016,0.0001,0.0025,0.9005
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,2.8377,0.5839,2.5934,0.9516,0.164,0.5395,0.1696,793828,0.2609,0.0299,0,0.0001,0.13,0.5698,0,0,0.8333,0,0,0,0.9459,0.0159,13134,0.7465,0.8749,1.0417,0.0001,0,134612,0,0.0001,0.8374
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,1.4789,0.8164,2.4922,0.9057,0.061,1.2044,0.2025,172897,0.0413,0.066,0.0025,0.0027,0.3026,1.1414,0,0,0.6667,0,0.0001,0.0001,0.9899,0.0434,2563.8,0.115,0.6685,1.0107,0.0025,0.0001,35008,0,0.0003,0.3699
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,2.2962,1.1443,4.0614,0.5535,0.3059,1.0323,0.0062,329509,0.2471,0.0397,0.0042,0.0083,0.1846,0.8832,0,0.0014,0.9164,0,0.0022,0.0022,0.9829,0.0091,240,0.4507,0.9379,0.3736,0.0033,0.001,2029,0,0.0222,0.7741
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,1.1015,3.9022,1.1386,0.5119,0.077,0.3345,0.1112,1676775,0.2944,0.0244,0.0014,0.0015,0.5,4.7426,0,0,0.9598,0,0,0,1,0.0102,111617,0.9994,0.9797,0.1306,0.002,0,186483,0,0.0041,1
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,2.3353,1.0847,4.0373,0.6418,0.2909,0.9207,0.0111,78593,0.2629,0.0216,0.0084,0.0166,0.1698,0.8495,0.0001,0.0031,0.9188,0.0009,0.0049,0.0049,0.9671,0.0055,92.6,0.5234,0.9016,0.5416,0.0064,0.0023,871,0.0001,0.031,0.6183
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,2.5292,1.9297,2.8737,4.9178,0.1742,1.7074,0.1991,139828,0.1465,0.1514,0.0047,0.0091,0.4999,2.1112,0,0.0001,0.9615,0,0.0001,0.0001,0.9999,0.0772,1558.38,0.3083,0.7369,1.4514,0.005,0.0001,27841,0,0.0024,0.5116
SAT_RACE2008/narain-vpn-clauses-10.cnf,1,1.7079,21.5128,1.2077,2.2213,0.1567,4.916,0.2054,3432388,0.3241,0.2313,0.0119,0.0119,0.5,27.8291,0,0,0.9996,0,0,0,1,0.1029,239353,0.9491,0.7926,1.2049,0.0083,0,704970,0,0.0007,0.981
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,3.1,0.5463,2.8343,2.4669,0.1606,0.5453,0.1587,534198,0.2415,0.0305,0.0001,0.0001,0.2029,0.4992,0,0,0.8095,0,0,0,0.9765,0.0138,16630.5,0.6216,0.9247,0.9804,0.0001,0,84762,0,0.0001,0.7928
SAT_Competition2007/industrial/industrial/palacios/medium/safe-30-h30-sat.cnf,1,4.1022,1.8208,5.1732,17.9275,0.2886,0.8275,0.0422,169803,0.3766,0.1625,0.0088,0.0094,0.2877,2.1941,0,0.0007,0.9063,0.0001,0.0009,0.0009,0.9999,0.0391,355.897,0.667,0.6394,2.2077,0.0043,0.0003,7174,0,0.0085,0.9035
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,1,2.8726,0.4359,2.5344,1.1266,0.1605,0.4528,0.1856,417100,0.2693,0.0326,0.0001,0.0001,0.134,0.4465,0,0,0.75,0,0,0,0.936,0.0168,4171.5,0.7454,0.8663,1.0139,0.0001,0,77396,0,0.0001,0.8338
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6nidw.cnf,1,2.8421,1.471,2.9926,5.111,0.1533,1.398,0.1291,213593,0.1796,0.1478,0.0018,0.0042,0.4617,1.8008,0,0.0001,0.9699,0,0.0001,0.0001,1,0.0777,1036.25,0.6433,0.4583,1.6408,0.0043,0.0001,27573,0,0.0012,0.7629
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-23-s100.cnf,1,2.3635,0.7986,2.4603,1.2565,0.1527,0.7595,0.2405,58435,0.1826,0.0558,0.0015,0.0018,0.1713,0.9354,0.0001,0.0001,0.7778,0,0.0002,0.0002,0.9722,0.0329,980.024,0.8519,0.9396,0.9873,0.0021,0.0001,14053,0.0001,0.0023,0.9009
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8n.cnf,1,3.047,1.4488,3.1903,5.2373,0.1543,1.3257,0.1334,64522,0.1981,0.15,0.0044,0.0101,0.4559,1.5811,0.0001,0.0002,0.957,0,0.0005,0.0005,1,0.0675,321.341,0.6239,0.5486,1.6056,0.006,0.0002,8609,0,0.0034,0.8234
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,2.5751,1.1404,0.1284,2.7875,0.1818,19862,0.1289,0.1064,0.1203,0.1557,0.2634,4.4282,0.0003,0.0005,0.6667,0.0001,0.0009,0.0009,0.9836,0.0438,263.901,0.3926,0.6876,1.3734,0.0746,0.0006,3611,0.0001,0.0022,0.6173
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,3.6848,1.1991,3.667,2.1144,0.1665,0.98,0.1378,445382,0.22,0.1015,0.0003,0.0008,0.4755,1.2185,0,0,1,0,0.0001,0.0001,1,0.0366,3070.5,0.6641,0.6816,1.6017,0.0007,0,61381,0,0.0005,0.8364
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf,1,3.0716,0.4986,2.7717,2.5299,0.1605,0.505,0.1643,464488,0.2436,0.0303,0.0001,0.0001,0.2013,0.4648,0,0,0.7895,0,0,0,0.9636,0.0138,5573,0.6275,0.9228,0.9755,0.0001,0,76323,0,0.0002,0.7929
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,1.6859,1.714,1.7269,1.7422,0.0528,1.3908,0.1964,139451,0.0767,0.0519,0.0018,0.0041,0.2852,1.8193,0,0,0.8438,0,0.0001,0.0001,1,0.0255,3105,0.1413,0.6713,1.2541,0.0032,0.0001,27388,0,0.0024,0.2217
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,3.0563,0.4883,2.7334,2.0124,0.1596,0.4815,0.1707,427478,0.249,0.0319,0.0001,0.0001,0.1996,0.4807,0,0,0.7895,0,0,0,0.9667,0.0149,3686,0.6584,0.8988,1.0171,0.0001,0,72951,0,0.0002,0.8106
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-03.cnf,1,4.251,6.9937,5.3961,0.1143,0.276,4.3846,0.0121,8758241,0.5811,0.2273,0.0043,0.0065,0.5,6.718,0,0,0.9852,0,0,0,1,0.0465,242174,1,0.9761,0.3937,0.0053,0,105929,0,0.0032,1
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,1.5295,1.9375,4.146,0.0808,0.0473,1.3475,0.0685,529211,0.0231,0.1892,0.0008,0.0014,0.3572,2.5676,0,0,1,0,0.0001,0.0001,1,0.0657,835,0.2169,0.2123,0.6749,0.0009,0.0001,36225,0,0.0004,0.3697
SAT-Race-2010-CNF/mixed/anbulagan/total-10-19-s.cnf,1,3.1155,0.6189,2.9215,2.5311,0.1603,0.6173,0.1489,630755,0.2379,0.0301,0,0.0001,0.2114,0.5481,0,0,0.8333,0,0,0,0.9563,0.0134,32166,0.6135,0.934,0.9652,0.0001,0,93918,0,0.0001,0.785
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-11-s.cnf,1,3.0524,0.4247,2.7018,2.5607,0.158,0.4448,0.1742,311808,0.2499,0.0306,0.0001,0.0001,0.2004,0.4235,0,0,0.7778,0,0,0,0.9761,0.0142,4736.67,0.6597,0.915,0.9733,0.0001,0,54315,0,0.0002,0.797
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,2.9996,0.8486,3.2225,1.9052,0.1535,0.7525,0.1664,142421,0.1575,0.1726,0.0005,0.0012,0.454,0.882,0,0.0001,0.9024,0.0024,0.0001,0.0001,0.9829,0.0616,1011.35,0.5967,0.6517,1.4856,0.0011,0.0001,23698,0,0.0008,0.8276
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,4.2501,8.0329,4.51,0.2245,0.2614,5.2993,0.0434,6994286,0.346,0.3162,0.006,0.0112,1,7.7153,0,0,1,0,0,0,1,0.0727,1098360,0.9978,0.9417,0.5463,0.0153,0,303312,0,0.0006,1
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,2.3542,0.7993,2.4609,1.2975,0.1523,0.7591,0.2408,56829,0.182,0.0557,0.0016,0.0019,0.1729,0.9398,0.0001,0.0001,0.7778,0.0001,0.0002,0.0002,0.9727,0.0329,954.426,0.8535,0.9401,0.9809,0.0022,0.0001,13682,0.0001,0.0024,0.9016
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,3.0563,0.4883,2.7334,2.0124,0.1596,0.4815,0.1707,427478,0.249,0.0319,0.0001,0.0001,0.1986,0.4807,0,0,0.7895,0,0,0,0.9668,0.0149,3248.5,0.6594,0.8988,1.0171,0.0001,0,72951,0,0.0002,0.8104
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,2.0616,2.138,2.0765,1.7103,0.1831,1.7341,0.1966,166613,0.1624,0.1749,0.0012,0.0034,0.2415,2.011,0,0,0.8966,0,0.0001,0.0001,0.9924,0.0846,1532.62,0.5521,0.8364,1.123,0.0032,0.0001,32750,0,0.0015,0.5714
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k50.cnf,1,3.4368,1.0048,3.521,1.9146,0.1559,0.8244,0.1486,171582,0.191,0.0838,0.0007,0.0014,0.3492,0.9343,0,0.0001,0.8846,0,0.0001,0.0001,0.9879,0.0329,1328.62,0.6625,0.7234,1.4999,0.0014,0.0001,25496,0,0.0007,0.8195
SAT_RACE2008/ibm-2002-25r-k10.cnf,1,3.5614,1.8206,3.8027,2.9072,0.1677,1.1873,0.1123,140044,0.1811,0.0825,0.0034,0.0067,0.4065,1.6619,0,0.0001,0.8222,0,0.0002,0.0002,1,0.028,1256,0.7539,0.7616,1.4135,0.0063,0.0001,15726,0,0.0017,0.8918
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-3.cnf,1,0.846,0.5098,2.5696,1.4489,0.0385,0.5183,0.172,115611,0.0194,0.0447,0.0002,0.0005,0.2106,0.4983,0,0.0001,0.2727,0,0.0002,0.0002,0.6536,0.0308,1921.71,0.0061,0.5335,0.9209,0.0002,0.0001,19882,0,0.0002,0.0669
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,2.0274,0.9312,2.0673,0.842,0.2521,0.4307,0.0737,487097,0.3234,0.0036,0.0004,0.0005,0.1675,1.1694,0,0.0001,0.9091,0.0032,0.0001,0.0001,0.9947,0.0017,55,0.9218,0.9637,0.2706,0.0006,0.0001,35876,0,0.0016,0.9305
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-10.cnf,1,1.0562,0.5847,2.3498,1.4382,0.0427,0.4548,0.1746,163265,0.0251,0.0569,0.0002,0.0003,0.2403,0.5337,0,0.0001,0.6667,0,0.0001,0.0001,0.7455,0.0313,2391.64,0.0145,0.5559,0.8811,0.0002,0.0001,28506,0,0.0005,0.1034
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.1101,0.7872,4.4833,0.133,0.0716,0.7554,0.044,130226,0.0064,0.0265,0.0014,0.0029,1,0.8918,0.0001,0.0002,1,0.3402,0.0006,0.0006,1,0.0178,220.864,0.5923,0.7903,0.5612,0.0052,0.0003,5735,0,0.0028,0.6665
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.1-03.cnf,1,3.7609,1.4201,4.0745,0.4312,0.2187,1.0754,0.074,23386,0.2636,0.1125,0.0092,0.0309,0.4656,1.1472,0.0004,0.001,0.8,0,0.0019,0.0019,0.9997,0.0352,116.865,0.8705,0.8747,0.9347,0.031,0.0012,1730,0,0.0266,0.9185
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-25.cnf,1,2.5841,1.5349,2.5898,1.329,0.127,1.6051,0.1736,22056,0.1275,0.1431,0.0087,0.0131,0.2413,1.5705,0.0002,0.0004,0.6667,0,0.0008,0.0008,0.9772,0.0525,263.747,0.3841,0.6403,1.3359,0.0088,0.0005,3830,0,0.0023,0.5615
SAT_RACE2008/schup-l2s-abp4-1-k31.cnf,1,2.8668,0.6535,3.0161,2.1691,0.1434,0.8051,0.2074,22536,0.1741,0.203,0.0025,0.0043,0.2415,0.7477,0.0002,0.0003,0.6364,0.0006,0.0007,0.0007,0.9181,0.0564,326.405,0.3672,0.8133,1.2677,0.0051,0.0004,4673,0,0.0075,0.5558
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-x1mul.cnf,1,1.7756,4.2715,1.4701,0.0178,0.0709,2.5109,0.156,55174,0.1664,0.1014,0.0081,0.0359,0.3023,4.0768,0.0001,0.0001,0.6667,0,0.0004,0.0004,0.9538,0.0566,343.4,0.7121,0.6934,1.0593,0.0101,0.0002,8607,0,0.0069,0.7423
SAT_Competition2007/industrial/industrial/grieu/vmpc_31.cnf,1,0.3038,0.004,0.6461,0,0.0015,0.0776,0.0065,146909,0.5264,0,0.0027,0.0027,0,0.004,0.0008,0.0027,0.5345,0.6868,0.0027,0.0027,0.6991,0,210.421,0.6915,0.9996,0.6736,0.0016,0.0021,961,0.0026,0.0323,0.6915
SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf,1,3.1177,1.9876,2.9846,11.0285,0.2184,4.1093,0.0896,573237,0.3765,0.0945,0.0023,0.0023,1,2.3173,0,0,1,0,0.0001,0.0001,1,0.0401,4805.5,0.6051,0.6124,1.6227,0.0057,0,51366,0,0.0004,0.8778
SAT_RACE2008/anbul-part-10-15-s.cnf,1,2.898,0.5067,2.5698,1.092,0.1634,0.4918,0.176,708950,0.2637,0.0309,0,0.0001,0.1437,0.5009,0,0,0.8,0,0,0,0.9453,0.0159,10047,0.7406,0.8754,1.0292,0.0001,0,124771,0,0.0001,0.837
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.0335,0.0054,0.7452,0,0.002,0.0846,0.0081,76775,0.5235,0,0.0033,0.0042,0,0.2186,0.0012,0.0025,0.5335,0.6857,0.0042,0.0042,0.7028,0,41.1237,0.6928,0.9993,0.6746,0.0024,0.0032,625,0.0016,0.04,0.6928
SAT_RACE2008/goldb-heqc-frg1mul.cnf,1,1.779,3.34,1.4396,0.0028,0.0603,1.8563,0.1566,20567,0.161,0.1004,0.0222,0.0885,0.3059,3.1668,0.0003,0.0003,0.4118,0,0.0011,0.0011,0.8822,0.0552,105.559,0.7088,0.6915,1.0652,0.0225,0.0006,3221,0,0.0028,0.7437
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_12_UNSAT.cnf,1,2.3232,1.1546,4.1527,0.5952,0.2945,0.9972,0.0065,242248,0.268,0.0165,0.0052,0.0104,0.1909,0.9058,0,0.0017,0.9334,0,0.0028,0.0028,0.9784,0.0057,266.5,0.5353,0.9237,0.4314,0.0037,0.0013,1581,0,0.0228,0.7013
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-4.0-b1.cnf,1,4.1266,13.3791,4.3563,0.078,0.2697,1.3043,0.0364,13292494,0.4834,0.2415,0.0083,0.0165,0.5,9.1961,0,0,1,0,0,0,1,0.0571,1474280,0.9987,0.9589,0.933,0.0089,0,483468,0,0.0138,1
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,4.1473,7.3823,0.249,2.3254,0.0718,600262,0.249,0.3398,0.0077,0.0079,0.5,5.6882,0,0.0001,0.9487,0,0.0001,0.0001,1,0.1684,4513,0.6386,0.5813,1.9839,0.0052,0,43082,0,0.0013,0.8785
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,3.0005,0.9512,0.1478,0.6325,0.1536,667154,0.2293,0.0503,0.0001,0.0001,0.0937,0.8427,0,0,0.8,0,0,0,1,0.0189,39526,0.7021,0.863,1.0832,0.0001,0,102501,0,0.0001,0.8354
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,2.4469,1.5582,2.6127,1.5726,0.2404,1.3957,0.1834,36664,0.1963,0.2401,0.0023,0.0064,0.2404,1.6963,0.0002,0.0002,0.875,0,0.0005,0.0005,0.9847,0.0984,218.286,0.1588,0.7304,1.392,0.0086,0.0003,6724,0,0.0045,0.5183
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_10_UNSAT.cnf,1,2.5484,1.1382,4.3409,0.6735,0.2836,0.944,0.0066,190510,0.302,0.0064,0.0064,0.0125,0.1576,0.8998,0,0.0021,0.945,0.002,0.0035,0.0035,0.9723,0.0036,181.833,0.5837,0.91,0.4824,0.004,0.0016,1262,0,0.0238,0.6497
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,4.6271,0.5216,0.2954,1.6158,0.0402,289635,0.3978,0.1985,0.0057,0.0162,0.4999,1.7912,0,0.0002,0.9612,0,0.0003,0.0003,1,0.0477,892.3,0.9496,0.9129,0.6874,0.0112,0.0002,11639,0,0.0113,0.985
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-06.cnf,1,2.1343,1.0505,2.1498,3.161,0.2139,1.053,0.2382,12960,0.4893,0.2397,0.0036,0.0092,0.4552,1.4984,0.0004,0.0006,0.8421,0.0003,0.0015,0.0015,1,0.1527,123.952,0.2046,0.8933,0.9593,0.034,0.0006,3087,0.0002,0.0123,0.375
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,4.9256,0.0026,0.2887,0.2878,0.013,479096,0.2747,0.5,0.0002,0.0028,1,1.9878,0,0,1,0.008,0.0013,0.0013,1,0.4528,721.909,0.1973,0.0098,0.1824,0.0013,0.0003,6212,0,0.0013,0.618
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c7idw.cnf,1,2.9399,1.5137,3.0906,4.6573,0.1522,1.4112,0.1368,145557,0.177,0.1493,0.0042,0.0084,0.4696,1.8104,0,0.0001,0.968,0,0.0002,0.0002,1,0.079,774,0.6203,0.4722,1.6173,0.007,0.0001,19907,0,0.0019,0.7559
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-8013.cnf,1,3.2814,2.6806,3.2306,4.2642,0.1894,2.7342,0.1507,1044157,0.2046,0.3032,0.003,0.0034,0.5,1.8445,0,0,0.9902,0,0,0,1,0.1151,14132,0.9857,0.8813,1.193,0.0061,0,157383,0,0.0053,0.9999
SAT_RACE2008/palac-uts-l06-ipc5-h34.cnf,1,4.2552,1.9658,5.6983,13.0859,0.3089,1.6941,0.0254,525202,0.4063,0.449,0.0059,0.0063,0.5,2.6706,0,0.0003,0.9909,0,0.0005,0.0005,1,0.1512,3669.17,0.8353,0.7317,1.7725,0.0041,0.0002,13323,0,0.0444,0.9478
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,4.0238,9.1027,4.077,0.0753,0.2372,1.8279,0.0439,4281700,0.5002,0.1988,0.0033,0.0068,0.5,7.206,0,0,0.9852,0,0,0,1,0.0485,122226,0.9971,0.9471,0.5717,0.0155,0,188087,0,0.0035,0.9996
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6id.cnf,1,3.0004,1.3487,3.176,4.7434,0.156,1.2747,0.1376,103811,0.1837,0.1501,0.0029,0.0076,0.4692,1.6339,0,0.0001,0.9658,0,0.0003,0.0003,1,0.0805,557.938,0.615,0.4683,1.6342,0.0081,0.0001,14281,0,0.0019,0.7552
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04-valves.cnf,1,2.4811,1.2466,2.9131,2.8417,0.1812,1.4186,0.1838,1394774,0.1772,0.4366,0.0001,0.0002,0.5,1.2926,0,0,0.8958,0,0,0,0.9988,0.3171,33556,0.4599,0.8296,1.144,0.0005,0,256406,0,0.0023,0.5561
