@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC

@DATA
jnh304_ext.xml.minion.converted.minion.gz,1,0.865824,114,0.74,0.88,44.17,86.8,900,64.424444
jnh305_ext.xml.minion.converted.minion.gz,1,0.868599,114,0.76,0.89,43.98,87.48,896,69.743304
jnh306_ext.xml.minion.converted.minion.gz,1,0.865933,72,0.74,0.875,44.23,86.88,899,63.225806
jnh307_ext.xml.minion.converted.minion.gz,1,0.866601,114,0.75,0.87,43.59,86.72,897,69.605351
jnh308_ext.xml.minion.converted.minion.gz,1,0.866167,114,0.74,0.88,44.1,87.14,900,65.146667
jnh309_ext.xml.minion.converted.minion.gz,1,0.866577,114,0.75,0.88,44.11,86.78,898,65.493318
jnh310_ext.xml.minion.converted.minion.gz,1,0.866665,114,0.74,0.88,43.67,87.16,899,69.490545
langford-2-10.xml.minion.conv.minion,1,0.717507,50,0.95,0.95,21,19,0,90.347619
langford-2-11.xml.minion.conv.minion,1,0.693308,48,0.954545,0.954545,23,21,0,86.300395
langford-2-12.xml.minion.conv.minion,1,0.670291,50,0.958333,0.958333,25,23,0,84.406667
langford-2-13.xml.minion.conv.minion,1,0.648447,57,0.961538,0.961538,27,25,0,88.649573
langford-2-14.xml.minion.conv.minion,1,0.627744,39,0.964286,0.964286,29,27,0,71.76601
langford-2-15.xml.minion.conv.minion,1,0.608135,35,0.966667,0.966667,31,29,0,63.025806
langford-2-16.xml.minion.conv.minion,1,0.589565,35,0.96875,0.96875,33,31,0,61.625
langford-2-17.xml.minion.conv.minion,1,0.571975,25,0.970588,0.970588,35,33,0,51.956303
langford-2-18.xml.minion.conv.minion,1,0.555308,31,0.972222,0.972222,37,35,0,56.241742
langford-2-19.xml.minion.conv.minion,1,0.539505,31,0.973684,0.973684,39,37,0,54.206478
langford-2-20.xml.minion.conv.minion,1,0.52451,27,0.975,0.975,41,39,0,48.596341
langford-2-21.xml.minion.conv.minion,1,0.510273,20,0.97619,0.97619,43,41,0,43.037652
langford-2-25.xml.minion.conv.minion,1,0.459944,25,0.98,0.98,51,49,0,43.958431
langford-2-2.xml.minion.conv.minion,1,0.917531,263,0.75,0.75,5,3,0,336.1
langford-2-30.xml.minion.conv.minion,1,0.409024,25,0.983333,0.983333,61,59,0,40.239344
langford-2-3.xml.minion.conv.minion,1,0.900463,169,0.833333,0.833333,7,5,0,251.142857
langford-2-40.xml.minion.conv.minion,1,0.334327,13,0.9875,0.9875,81,79,0,24.474691
langford-2-4-ext.xml.minion.gz,1,0.776417,136,0.875,0.875,8,7,32,235.25
langford-2-4.xml.minion.conv.minion,1,0.877557,136,0.875,0.875,9,7,0,208.138889
langford-2-50.xml.minion.conv.minion,1,0.282422,7,0.99,0.99,101,99,0,16.947921
langford-2-5.xml.minion.conv.minion,1,0.851502,104,0.9,0.9,11,9,0,170.981818
langford-2-6.xml.minion.conv.minion,1,0.824093,97,0.916667,0.916667,13,11,0,154.974359
langford-2-7.xml.minion.conv.minion,1,0.796446,88,0.928571,0.928571,15,13,0,140.495238
langford-2-8.xml.minion.conv.minion,1,0.769235,69,0.9375,0.9375,17,15,0,115.882353
langford-2-9.xml.minion.conv.minion,1,0.74285,50,0.944444,0.944444,19,17,0,96.654971
langford-3-11-ext.xml.minion.gz,1,0.704183,35,0.969697,0.969697,33.333333,32,550,72.723636
langford-3-9-ext.xml.minion.gz,1,0.71177,35,0.962963,0.962963,27.333333,26,369,80.620596
lard-83-83.xml.minion.gz,1,0.67202,530,0.987952,0.987952,82,82,3403,529.855716
large-80-sat_ext.xml.minion.gz,1,0.672221,505,0.9875,0.9875,79,79,3160,500.028165
large-80-unsat_ext.xml.minion.gz,1,0.672221,513,0.9875,0.9875,79,79,3160,500.160443
large-84-unsat_ext.xml.minion.gz,1,0.671956,513,0.988095,0.988095,83,83,3486,500.144291
latinSquare-dg-10_all.xml.minion,1,0.597051,999,0.35,0.35,4,35,0,999
latinSquare-dg-11_all.xml.minion,1,0.580181,1000,0.330579,0.330579,4,40,0,1000
latinSquare-dg-12_all.xml.minion,1,0.563627,1000,0.298611,0.298611,4,43,0,1000
latinSquare-dg-3_all.xml.minion,1,0.679931,784,0.888889,0.888889,4,8,0,784
latinSquare-dg-4_all.xml.minion,1,0.679717,892,0.6875,0.6875,4,11,0,892
latinSquare-dg-5_all.xml.minion,1,0.672635,966,0.64,0.64,4,16,0,966
latinSquare-dg-6_all.xml.minion,1,0.661038,987,0.527778,0.527778,4,19,0,987
latinSquare-dg-7_all.xml.minion,1,0.646671,995,0.489796,0.489796,4,24,0,995
latinSquare-dg-8_all.xml.minion,1,0.630731,998,0.421875,0.421875,4,27,0,998
latinSquare-dg-9_all.xml.minion,1,0.614016,996,0.395062,0.395062,4,32,0,996
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.682883,513,0.037778,0.055556,25.395556,25.395556,5714,513
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.682883,324,0.037778,0.055556,25.395556,25.395556,5714,324
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.682883,263,0.037778,0.055556,25.395556,25.395556,5714,263
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.682883,184,0.037778,0.055556,25.395556,25.395556,5714,184
lemma-100-9-mod.xml.minion.conv.minion,1,0.026747,96,0.98,0.99,147,98.66,0,96
lemma-12-9-mod.xml.minion.conv.minion,1,0.22283,96,0.833333,0.916667,15,10.666667,0,96
lemma-15-9-mod.xml.minion.conv.minion,1,0.178178,96,0.866667,0.933333,19.6,13.733333,0,96
lemma-20-9-mod.xml.minion.conv.minion,1,0.134387,96,0.9,0.95,27,18.6,0,96
lemma-30-9-mod.xml.minion.conv.minion,1,0.089536,96,0.933333,0.966667,42,28.666667,0,96
lemma-50-9-mod.xml.minion.conv.minion,1,0.053616,96,0.96,0.98,72,48.64,0,96
magicSquare-10_glb.xml.minion.conv.minion,1,0.768242,484,0.99,0.99,5.4,99,0,495.466667
magicSquare-11_glb.xml.minion.conv.minion,1,0.749851,490,0.991736,0.991736,5.363636,120,0,500.408163
magicSquare-12_glb.xml.minion.conv.minion,1,0.731691,496,0.993056,0.993056,5.333333,143,0,505.509434
magicSquare-13_glb.xml.minion.conv.minion,1,0.713891,530,0.994083,0.994083,5.307692,168,0,538.245614
magicSquare-14_glb.xml.minion.conv.minion,1,0.696537,496,0.994898,0.994898,5.285714,195,0,504.262295
magicSquare-15_glb.xml.minion.conv.minion,1,0.679685,492,0.995556,0.995556,5.266667,224,0,499.815385
magicSquare-16_glb.xml.minion.conv.minion,1,0.663366,510,0.996094,0.996094,5.25,255,0,517.101449
magicSquare-17_glb.xml.minion.conv.minion,1,0.647597,484,0.99654,0.99654,5.235294,288,0,491.068493
magicSquare-18_glb.xml.minion.conv.minion,1,0.632382,514,0.996914,0.996914,5.222222,323,0,520.311688
magicSquare-19_glb.xml.minion.conv.minion,1,0.617717,481,0.99723,0.99723,5.210526,360,0,487.407407
magicSquare-3_glb.xml.minion.conv.minion,1,0.873959,452,0.888889,0.888889,6.333333,8,0,484
magicSquare-4_glb.xml.minion.conv.minion,1,0.865625,473,0.9375,0.9375,6,15,0,498.095238
magicSquare-5_glb.xml.minion.conv.minion,1,0.853642,522,0.96,0.96,5.8,24,0,541.12
magicSquare-6_glb.xml.minion.conv.minion,1,0.83897,504,0.972222,0.972222,5.666667,35,0,521.103448
magicSquare-7_glb.xml.minion.conv.minion,1,0.822485,523,0.979592,0.979592,5.571429,48,0,537.454545
magicSquare-8_glb.xml.minion.conv.minion,1,0.804881,507,0.984375,0.984375,5.5,63,0,520.324324
magicSquare-9_glb.xml.minion.conv.minion,1,0.786675,517,0.987654,0.987654,5.444444,80,0,528.780488
mug100-1-3.xml.watchless.minion.gz,1,0.473173,324,0.03,0.03,3.32,3.32,0,324
mug100-1-4.xml.watchless.minion.gz,1,0.473173,263,0.03,0.03,3.32,3.32,0,263
mug100-25-3.xml.watchless.minion.gz,1,0.473173,324,0.03,0.03,3.32,3.32,0,324
mug100-25-4.xml.watchless.minion.gz,1,0.473173,263,0.03,0.03,3.32,3.32,0,263
mug88-1-3.xml.watchless.minion.gz,1,0.473771,324,0.034091,0.034091,3.318182,3.318182,0,324
mug88-1-4.xml.watchless.minion.gz,1,0.473771,263,0.034091,0.034091,3.318182,3.318182,0,263
mug88-25-3.xml.watchless.minion.gz,1,0.473771,324,0.034091,0.034091,3.318182,3.318182,0,324
mug88-25-4.xml.watchless.minion.gz,1,0.473771,263,0.034091,0.034091,3.318182,3.318182,0,263
myciel3-3.xml.watchless.minion.gz,1,0.490234,324,0.272727,0.363636,3.636364,3.636364,0,324
myciel3-4.xml.watchless.minion.gz,1,0.490234,263,0.272727,0.363636,3.636364,3.636364,0,263
myciel4-4.xml.watchless.minion.gz,1,0.382715,263,0.217391,0.26087,6.173913,6.173913,0,263
myciel4-5.xml.watchless.minion.gz,1,0.382715,184,0.217391,0.26087,6.173913,6.173913,0,184
myciel5-4.xml.watchless.minion.gz,1,0.282062,263,0.170213,0.191489,10.042553,10.042553,0,263
myciel5-5.xml.watchless.minion.gz,1,0.282062,184,0.170213,0.191489,10.042553,10.042553,0,184
myciel5-6.xml.watchless.minion.gz,1,0.282062,169,0.170213,0.191489,10.042553,10.042553,0,169
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.703784,324,0.170213,0.191489,10.042553,10.042553,236,324
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.703784,263,0.170213,0.191489,10.042553,10.042553,236,263
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.703784,184,0.170213,0.191489,10.042553,10.042553,236,184
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.703784,169,0.170213,0.191489,10.042553,10.042553,236,169
myciel6-4.xml.watchless.minion.gz,1,0.200428,263,0.126316,0.136842,15.894737,15.894737,0,263
myciel6-5.xml.watchless.minion.gz,1,0.200428,184,0.126316,0.136842,15.894737,15.894737,0,184
myciel6-6.xml.watchless.minion.gz,1,0.200428,169,0.126316,0.136842,15.894737,15.894737,0,169
myciel6-7.xml.watchless.minion.gz,1,0.200428,154,0.126316,0.136842,15.894737,15.894737,0,154
myciel7-4.xml.watchless.minion.gz,1,0.139208,263,0.094241,0.104712,24.712042,24.712042,0,263
myciel7-5.xml.watchless.minion.gz,1,0.139208,184,0.094241,0.104712,24.712042,24.712042,0,184
myciel7-6.xml.watchless.minion.gz,1,0.139208,169,0.094241,0.104712,24.712042,24.712042,0,169
myciel7-7.xml.watchless.minion.gz,1,0.139208,154,0.094241,0.104712,24.712042,24.712042,0,154
myciel7-8.xml.watchless.minion.gz,1,0.139208,136,0.094241,0.104712,24.712042,24.712042,0,136
nmr_10_10_3.minion,1,0.442616,36,0.99,0.99,84.6,99,0,40.088106
nmr_10_10_4.minion,1,0.442616,20,0.99,0.99,84.6,99,0,24.281938
nmr_10_10_5.minion,1,0.442616,11,0.99,0.99,84.6,99,0,15.237885
nmr_10_11_3.minion,1,0.436506,36,0.990909,0.990909,93.618182,109,0,39.581796
nmr_10_11_4.minion,1,0.436506,20,0.990909,0.990909,93.618182,109,0,23.69166
nmr_10_11_5.minion,1,0.436506,11,0.990909,0.990909,93.618182,109,0,14.747394
nmr_10_12_3.minion,1,0.431409,36,0.991667,0.991667,102.633333,119,0,39.115719
nmr_10_12_4.minion,1,0.431409,20,0.991667,0.991667,102.633333,119,0,23.205686
nmr_10_12_5.minion,1,0.431409,11,0.991667,0.991667,102.633333,119,0,14.256522
nmr_10_5_3.minion,1,0.509441,36,0.98,0.98,39.4,49,0,49.339093
nmr_10_5_4.minion,1,0.509441,20,0.98,0.98,39.4,49,0,33.412527
nmr_10_5_5.minion,1,0.509441,11,0.98,0.98,39.4,49,0,24.544276
nmr_10_6_3.minion,1,0.48725,36,0.983333,0.983333,48.466667,59,0,45.441219
nmr_10_6_4.minion,1,0.48725,20,0.983333,0.983333,48.466667,59,0,29.483309
nmr_10_6_5.minion,1,0.48725,11,0.983333,0.983333,48.466667,59,0,21.139332
nmr_10_7_3.minion,1,0.471348,36,0.985714,0.985714,57.514286,69,0,43.165625
nmr_10_7_4.minion,1,0.471348,20,0.985714,0.985714,57.514286,69,0,27.453125
nmr_10_7_5.minion,1,0.471348,11,0.985714,0.985714,57.514286,69,0,18.35625
nmr_10_8_3.minion,1,0.459393,36,0.9875,0.9875,66.55,79,0,41.966301
nmr_10_8_4.minion,1,0.459393,20,0.9875,0.9875,66.55,79,0,25.995298
nmr_10_8_5.minion,1,0.459393,11,0.9875,0.9875,66.55,79,0,16.925549
nmr_10_9_3.minion,1,0.450078,36,0.988889,0.988889,75.577778,89,0,40.807575
nmr_10_9_4.minion,1,0.450078,20,0.988889,0.988889,75.577778,89,0,25.041539
nmr_10_9_5.minion,1,0.450078,11,0.988889,0.988889,75.577778,89,0,16.000611
nmr_11_10_3.minion,1,0.436506,36,0.990909,0.990909,93.618182,109,0,39.581796
nmr_11_10_4.minion,1,0.436506,20,0.990909,0.990909,93.618182,109,0,23.69166
nmr_11_10_5.minion,1,0.436506,11,0.990909,0.990909,93.618182,109,0,14.747394
nmr_11_11_3.minion,1,0.4309,36,0.991736,0.991736,103.636364,120,0,39.133005
nmr_11_11_4.minion,1,0.4309,20,0.991736,0.991736,103.636364,120,0,23.172414
nmr_11_11_5.minion,1,0.4309,11,0.991736,0.991736,103.636364,120,0,14.310345
nmr_11_12_3.minion,1,0.426233,36,0.992424,0.992424,113.651515,131,0,38.718981
nmr_11_12_4.minion,1,0.426233,20,0.992424,0.992424,113.651515,131,0,22.745275
nmr_11_12_5.minion,1,0.426233,11,0.992424,0.992424,113.651515,131,0,13.871542
nmr_11_5_3.minion,1,0.498429,36,0.981818,0.981818,43.418182,54,0,47.893617
nmr_11_5_4.minion,1,0.498429,20,0.981818,0.981818,43.418182,54,0,31.829787
nmr_11_5_5.minion,1,0.498429,11,0.981818,0.981818,43.418182,54,0,23.138298
nmr_11_6_3.minion,1,0.477733,36,0.984848,0.984848,53.484848,65,0,44.375
nmr_11_6_4.minion,1,0.477733,20,0.984848,0.984848,53.484848,65,0,28.303571
nmr_11_6_5.minion,1,0.477733,11,0.984848,0.984848,53.484848,65,0,20.059524
nmr_11_7_3.minion,1,0.462985,36,0.987013,0.987013,63.532468,76,0,42.329633
nmr_11_7_4.minion,1,0.462985,20,0.987013,0.987013,63.532468,76,0,26.497011
nmr_11_7_5.minion,1,0.462985,11,0.987013,0.987013,63.532468,76,0,17.544833
nmr_11_8_3.minion,1,0.451942,36,0.988636,0.988636,73.568182,87,0,41.259473
nmr_11_8_4.minion,1,0.451942,20,0.988636,0.988636,73.568182,87,0,25.202954
nmr_11_8_5.minion,1,0.451942,11,0.988636,0.988636,73.568182,87,0,16.258831
nmr_11_9_3.minion,1,0.443363,36,0.989899,0.989899,83.59596,98,0,40.222222
nmr_11_9_4.minion,1,0.443363,20,0.989899,0.989899,83.59596,98,0,24.361361
nmr_11_9_5.minion,1,0.443363,11,0.989899,0.989899,83.59596,98,0,15.43043
nmr_12_10_3.minion,1,0.431409,36,0.991667,0.991667,102.633333,119,0,39.115719
nmr_12_10_4.minion,1,0.431409,20,0.991667,0.991667,102.633333,119,0,23.205686
nmr_12_10_5.minion,1,0.431409,11,0.991667,0.991667,102.633333,119,0,14.256522
nmr_12_11_3.minion,1,0.426233,36,0.992424,0.992424,113.651515,131,0,38.718981
nmr_12_11_4.minion,1,0.426233,20,0.992424,0.992424,113.651515,131,0,22.745275
nmr_12_11_5.minion,1,0.426233,11,0.992424,0.992424,113.651515,131,0,13.871542
nmr_12_12_3.minion,1,0.421927,36,0.993056,0.993056,124.666667,143,0,38.351759
nmr_12_12_4.minion,1,0.421927,20,0.993056,0.993056,124.666667,143,0,22.366834
nmr_12_12_5.minion,1,0.421927,11,0.993056,0.993056,124.666667,143,0,13.482412
nmr_12_5_3.minion,1,0.489077,36,0.983333,0.983333,47.433333,59,0,46.595556
nmr_12_5_4.minion,1,0.489077,20,0.983333,0.983333,47.433333,59,0,30.515556
nmr_12_5_5.minion,1,0.489077,11,0.983333,0.983333,47.433333,59,0,21.798519
nmr_12_6_3.minion,1,0.4697,36,0.986111,0.986111,58.5,71,0,43.410537
nmr_12_6_4.minion,1,0.4697,20,0.986111,0.986111,58.5,71,0,27.327038
nmr_12_6_5.minion,1,0.4697,11,0.986111,0.986111,58.5,71,0,19.020875
nmr_12_7_3.minion,1,0.455955,36,0.988095,0.988095,69.547619,83,0,41.568781
nmr_12_7_4.minion,1,0.455955,20,0.988095,0.988095,69.547619,83,0,25.707056
nmr_12_7_5.minion,1,0.455955,11,0.988095,0.988095,69.547619,83,0,16.750535
nmr_12_8_3.minion,1,0.445698,36,0.989583,0.989583,80.583333,95,0,40.614684
nmr_12_8_4.minion,1,0.445698,20,0.989583,0.989583,80.583333,95,0,24.549303
nmr_12_8_5.minion,1,0.445698,11,0.989583,0.989583,80.583333,95,0,15.600214
nmr_12_9_3.minion,1,0.43775,36,0.990741,0.990741,91.611111,107,0,39.685177
nmr_12_9_4.minion,1,0.43775,20,0.990741,0.990741,91.611111,107,0,23.800835
nmr_12_9_5.minion,1,0.43775,11,0.990741,0.990741,91.611111,107,0,14.863883
nmr_5_10_3.minion,1,0.509441,36,0.98,0.98,39.4,49,0,49.339093
nmr_5_10_4.minion,1,0.509441,20,0.98,0.98,39.4,49,0,33.412527
nmr_5_10_5.minion,1,0.509441,11,0.98,0.98,39.4,49,0,24.544276
nmr_5_11_3.minion,1,0.498429,36,0.981818,0.981818,43.418182,54,0,47.893617
nmr_5_11_4.minion,1,0.498429,20,0.981818,0.981818,43.418182,54,0,31.829787
nmr_5_11_5.minion,1,0.498429,11,0.981818,0.981818,43.418182,54,0,23.138298
nmr_5_12_3.minion,1,0.489077,36,0.983333,0.983333,47.433333,59,0,46.595556
nmr_5_12_4.minion,1,0.489077,20,0.983333,0.983333,47.433333,59,0,30.515556
nmr_5_12_5.minion,1,0.489077,11,0.983333,0.983333,47.433333,59,0,21.798519
nmr_5_5_3.minion,1,0.616459,36,0.96,0.96,19.2,24,0,71.555556
nmr_5_5_4.minion,1,0.616459,20,0.96,0.96,19.2,24,0,55.111111
nmr_5_5_5.minion,1,0.616459,11,0.96,0.96,19.2,24,0,46.777778
nmr_5_6_3.minion,1,0.583537,36,0.966667,0.966667,23.266667,29,0,62.792453
nmr_5_6_4.minion,1,0.583537,20,0.966667,0.966667,23.266667,29,0,46.377358
nmr_5_6_5.minion,1,0.583537,11,0.966667,0.966667,23.266667,29,0,38.993711
nmr_5_7_3.minion,1,0.558378,36,0.971429,0.971429,27.314286,34,0,57.363636
nmr_5_7_4.minion,1,0.558378,20,0.971429,0.971429,27.314286,34,0,41.490909
nmr_5_7_5.minion,1,0.558378,11,0.971429,0.971429,27.314286,34,0,32.609091
nmr_5_8_3.minion,1,0.538572,36,0.975,0.975,31.35,39,0,54.213058
nmr_5_8_4.minion,1,0.538572,20,0.975,0.975,31.35,39,0,37.890034
nmr_5_8_5.minion,1,0.538572,11,0.975,0.975,31.35,39,0,29.024055
nmr_5_9_3.minion,1,0.522594,36,0.977778,0.977778,35.377778,44,0,51.290323
nmr_5_9_4.minion,1,0.522594,20,0.977778,0.977778,35.377778,44,0,35.408602
nmr_5_9_5.minion,1,0.522594,11,0.977778,0.977778,35.377778,44,0,26.569892
nmr_6_10_3.minion,1,0.48725,36,0.983333,0.983333,48.466667,59,0,45.441219
nmr_6_10_4.minion,1,0.48725,20,0.983333,0.983333,48.466667,59,0,29.483309
nmr_6_10_5.minion,1,0.48725,11,0.983333,0.983333,48.466667,59,0,21.139332
nmr_6_11_3.minion,1,0.477733,36,0.984848,0.984848,53.484848,65,0,44.375
nmr_6_11_4.minion,1,0.477733,20,0.984848,0.984848,53.484848,65,0,28.303571
nmr_6_11_5.minion,1,0.477733,11,0.984848,0.984848,53.484848,65,0,20.059524
nmr_6_12_3.minion,1,0.4697,36,0.986111,0.986111,58.5,71,0,43.410537
nmr_6_12_4.minion,1,0.4697,20,0.986111,0.986111,58.5,71,0,27.327038
nmr_6_12_5.minion,1,0.4697,11,0.986111,0.986111,58.5,71,0,19.020875
nmr_6_5_3.minion,1,0.583537,36,0.966667,0.966667,23.266667,29,0,62.792453
nmr_6_5_4.minion,1,0.583537,20,0.966667,0.966667,23.266667,29,0,46.377358
nmr_6_5_5.minion,1,0.583537,11,0.966667,0.966667,23.266667,29,0,38.993711
nmr_6_6_3.minion,1,0.553051,36,0.972222,0.972222,28.333333,35,0,55.787234
nmr_6_6_4.minion,1,0.553051,20,0.972222,0.972222,28.333333,35,0,39.404255
nmr_6_6_5.minion,1,0.553051,11,0.972222,0.972222,28.333333,35,0,32.659574
nmr_6_7_3.minion,1,0.530345,36,0.97619,0.97619,33.380952,41,0,51.53681
nmr_6_7_4.minion,1,0.530345,20,0.97619,0.97619,33.380952,41,0,35.616564
nmr_6_7_5.minion,1,0.530345,11,0.97619,0.97619,33.380952,41,0,27.484663
nmr_6_8_3.minion,1,0.51274,36,0.979167,0.979167,38.416667,47,0,49.148148
nmr_6_8_4.minion,1,0.51274,20,0.979167,0.979167,38.416667,47,0,32.851852
nmr_6_8_5.minion,1,0.51274,11,0.979167,0.979167,38.416667,47,0,24.641204
nmr_6_9_3.minion,1,0.498702,36,0.981481,0.981481,43.444444,53,0,46.904159
nmr_6_9_4.minion,1,0.498702,20,0.981481,0.981481,43.444444,53,0,30.981917
nmr_6_9_5.minion,1,0.498702,11,0.981481,0.981481,43.444444,53,0,22.721519
nmr_7_10_3.minion,1,0.471348,36,0.985714,0.985714,57.514286,69,0,43.165625
nmr_7_10_4.minion,1,0.471348,20,0.985714,0.985714,57.514286,69,0,27.453125
nmr_7_10_5.minion,1,0.471348,11,0.985714,0.985714,57.514286,69,0,18.35625
nmr_7_11_3.minion,1,0.462985,36,0.987013,0.987013,63.532468,76,0,42.329633
nmr_7_11_4.minion,1,0.462985,20,0.987013,0.987013,63.532468,76,0,26.497011
nmr_7_11_5.minion,1,0.462985,11,0.987013,0.987013,63.532468,76,0,17.544833
nmr_7_12_3.minion,1,0.455955,36,0.988095,0.988095,69.547619,83,0,41.568781
nmr_7_12_4.minion,1,0.455955,20,0.988095,0.988095,69.547619,83,0,25.707056
nmr_7_12_5.minion,1,0.455955,11,0.988095,0.988095,69.547619,83,0,16.750535
nmr_7_5_3.minion,1,0.558378,36,0.971429,0.971429,27.314286,34,0,57.363636
nmr_7_5_4.minion,1,0.558378,20,0.971429,0.971429,27.314286,34,0,41.490909
nmr_7_5_5.minion,1,0.558378,11,0.971429,0.971429,27.314286,34,0,32.609091
nmr_7_6_3.minion,1,0.530345,36,0.97619,0.97619,33.380952,41,0,51.53681
nmr_7_6_4.minion,1,0.530345,20,0.97619,0.97619,33.380952,41,0,35.616564
nmr_7_6_5.minion,1,0.530345,11,0.97619,0.97619,33.380952,41,0,27.484663
nmr_7_7_3.minion,1,0.50972,36,0.979592,0.979592,39.428571,48,0,48.05298
nmr_7_7_4.minion,1,0.50972,20,0.979592,0.979592,39.428571,48,0,32.476821
nmr_7_7_5.minion,1,0.50972,11,0.979592,0.979592,39.428571,48,0,23.291391
nmr_7_8_3.minion,1,0.493942,36,0.982143,0.982143,45.464286,55,0,46.141431
nmr_7_8_4.minion,1,0.493942,20,0.982143,0.982143,45.464286,55,0,30.198003
nmr_7_8_5.minion,1,0.493942,11,0.982143,0.982143,45.464286,55,0,21.056572
nmr_7_9_3.minion,1,0.481463,36,0.984127,0.984127,51.492063,62,0,44.327273
nmr_7_9_4.minion,1,0.481463,20,0.984127,0.984127,51.492063,62,0,28.672727
nmr_7_9_5.minion,1,0.481463,11,0.984127,0.984127,51.492063,62,0,19.576623
nmr_8_10_3.minion,1,0.459393,36,0.9875,0.9875,66.55,79,0,41.966301
nmr_8_10_4.minion,1,0.459393,20,0.9875,0.9875,66.55,79,0,25.995298
nmr_8_10_5.minion,1,0.459393,11,0.9875,0.9875,66.55,79,0,16.925549
nmr_8_11_3.minion,1,0.451942,36,0.988636,0.988636,73.568182,87,0,41.259473
nmr_8_11_4.minion,1,0.451942,20,0.988636,0.988636,73.568182,87,0,25.202954
nmr_8_11_5.minion,1,0.451942,11,0.988636,0.988636,73.568182,87,0,16.258831
nmr_8_12_3.minion,1,0.445698,36,0.989583,0.989583,80.583333,95,0,40.614684
nmr_8_12_4.minion,1,0.445698,20,0.989583,0.989583,80.583333,95,0,24.549303
nmr_8_12_5.minion,1,0.445698,11,0.989583,0.989583,80.583333,95,0,15.600214
nmr_8_5_3.minion,1,0.538572,36,0.975,0.975,31.35,39,0,54.213058
nmr_8_5_4.minion,1,0.538572,20,0.975,0.975,31.35,39,0,37.890034
nmr_8_5_5.minion,1,0.538572,11,0.975,0.975,31.35,39,0,29.024055
nmr_8_6_3.minion,1,0.51274,36,0.979167,0.979167,38.416667,47,0,49.148148
nmr_8_6_4.minion,1,0.51274,20,0.979167,0.979167,38.416667,47,0,32.851852
nmr_8_6_5.minion,1,0.51274,11,0.979167,0.979167,38.416667,47,0,24.641204
nmr_8_7_3.minion,1,0.493942,36,0.982143,0.982143,45.464286,55,0,46.141431
nmr_8_7_4.minion,1,0.493942,20,0.982143,0.982143,45.464286,55,0,30.198003
nmr_8_7_5.minion,1,0.493942,11,0.982143,0.982143,45.464286,55,0,21.056572
nmr_8_8_3.minion,1,0.479654,36,0.984375,0.984375,52.5,63,0,44.508772
nmr_8_8_4.minion,1,0.479654,20,0.984375,0.984375,52.5,63,0,28.280702
nmr_8_8_5.minion,1,0.479654,11,0.984375,0.984375,52.5,63,0,19.175439
nmr_8_9_3.minion,1,0.46844,36,0.986111,0.986111,59.527778,71,0,42.954057
nmr_8_9_4.minion,1,0.46844,20,0.986111,0.986111,59.527778,71,0,27.009775
nmr_8_9_5.minion,1,0.46844,11,0.986111,0.986111,59.527778,71,0,17.942326
nmr_9_10_3.minion,1,0.450078,36,0.988889,0.988889,75.577778,89,0,40.807575
nmr_9_10_4.minion,1,0.450078,20,0.988889,0.988889,75.577778,89,0,25.041539
nmr_9_10_5.minion,1,0.450078,11,0.988889,0.988889,75.577778,89,0,16.000611
nmr_9_11_3.minion,1,0.443363,36,0.989899,0.989899,83.59596,98,0,40.222222
nmr_9_11_4.minion,1,0.443363,20,0.989899,0.989899,83.59596,98,0,24.361361
nmr_9_11_5.minion,1,0.443363,11,0.989899,0.989899,83.59596,98,0,15.43043
nmr_9_12_3.minion,1,0.43775,36,0.990741,0.990741,91.611111,107,0,39.685177
nmr_9_12_4.minion,1,0.43775,20,0.990741,0.990741,91.611111,107,0,23.800835
nmr_9_12_5.minion,1,0.43775,11,0.990741,0.990741,91.611111,107,0,14.863883
nmr_9_5_3.minion,1,0.522594,36,0.977778,0.977778,35.377778,44,0,51.290323
nmr_9_5_4.minion,1,0.522594,20,0.977778,0.977778,35.377778,44,0,35.408602
nmr_9_5_5.minion,1,0.522594,11,0.977778,0.977778,35.377778,44,0,26.569892
nmr_9_6_3.minion,1,0.498702,36,0.981481,0.981481,43.444444,53,0,46.904159
nmr_9_6_4.minion,1,0.498702,20,0.981481,0.981481,43.444444,53,0,30.981917
