@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC

@DATA
jnh17_ext.xml.minion.converted.minion.gz,1,0.866245,114,0.71,0.85,41.27,84.66,847,67.547816,0.89,2,100,14,100,100,0.860347,2,847,0.8466,0.97,2,0.048725,0.048725,0,0.056661,4.289474,3.295455,0.079749,38,2,0.68,5.666074,5.341463,85,510,97,0.855152,1.034483,2,10.333333,0.34354,71,89,4.376969,2,68,12,0.12,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh18_ext.xml.minion.converted.minion.gz,1,0.867871,114,0.74,0.86,41.67,85.96,849,67.540636,0.92,2,100,14,100,100,0.873231,2,849,0.8596,0.96,2,0.049081,0.049081,0,0.054404,4.25641,3.461538,0.079553,38,2,0.69,5.440441,5.333333,86,497,96,0.868283,0.785714,2,8.553191,0.316792,74,92,4.385258,2,69,2,0.02,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh19_ext.xml.minion.converted.minion.gz,1,0.865383,114,0.7,0.855,41.48,84.7,850,64.424706,0.89,2,100,14,100,100,0.860595,2,850,0.847,0.97,2,0.0488,0.0488,0,0.055182,4.229167,3.272727,0.075794,38,2,0.68,5.518152,5.26087,85.5,260,97,0.855556,1.297297,2,8.744681,0.318375,70,89,4.282937,2,68,1,0.01,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh201_ext.xml.minion.converted.minion.gz,1,0.872395,71,0.78,0.87,41.54,86.46,800,57.04125,0.92,2,100,12,100,100,0.87476,2,800,0.8646,0.95,2,0.051925,0.051925,0,0.040925,3.625,2.9,0.071302,32,2,0.74,4.092481,4.613636,87,260,95,0.873333,1.488372,2,7.446809,0.341765,78,92,3.72146,2,74,2,0.02,1,6,4,0,2,0,0,5,0,0,14,0,0,0,0,0,0
jnh202_ext.xml.minion.converted.minion.gz,1,0.867685,114,0.7,0.845,39.6,83.54,799,64.406758,0.85,2,100,13,100,100,0.850174,2,799,0.8354,0.96,2,0.049562,0.049562,0,0.05999,4,3.188679,0.080609,34,2,0.68,5.999033,5,84.5,510,96,0.843838,1.2,2,9.840909,0.350604,70,85,4.155296,2,68,61,0.61,1,6,3,0,2,0,0,5,0,0,10,0,0,0,0,0,0
jnh203_ext.xml.minion.converted.minion.gz,1,0.868572,114,0.72,0.845,39.02,84.32,798,69.87594,0.89,2,100,14,100,100,0.85704,2,798,0.8432,0.97,2,0.048897,0.048897,0,0.056087,4.333333,3.463415,0.087564,38,2,0.65,5.608708,5.464286,84.5,510,97,0.851717,0.674419,2,9.722222,0.32217,72,89,4.441464,2,65,44,0.44,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh204_ext.xml.minion.converted.minion.gz,1,0.866004,114,0.69,0.84,39.14,83.46,800,64.62625,0.92,2,100,14,100,100,0.849111,2,800,0.8346,0.94,2,0.048925,0.048925,0,0.058265,4.2,3.333333,0.080783,38,2,0.66,5.826526,5.25,84,260,94,0.84303,1.225,2,7.673913,0.308265,69,92,4.25592,2,66,0,0,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh205_ext.xml.minion.converted.minion.gz,1,0.867611,114,0.71,0.84,39.05,83.6,797,67.337516,0.87,2,100,14,100,100,0.850043,2,797,0.836,0.96,2,0.048996,0.048996,0,0.057044,4.3,3.289474,0.084489,38,2,0.68,5.704384,5.155556,84,513,96,0.844444,1.028571,2,8.615385,0.333513,71,87,4.314878,2,68,1,0.01,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh206_ext.xml.minion.converted.minion.gz,1,0.867552,114,0.71,0.86,39.03,84.26,799,68.503129,0.88,2,100,14,100,100,0.85743,2,799,0.8426,0.95,2,0.048849,0.048849,0,0.058934,4.212121,3.4,0.085736,40,2,0.66,5.89342,5.405405,86,497,95,0.851111,0.75,2,8.181818,0.333507,71,88,4.392055,2,66,7,0.07,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh207_ext.xml.minion.converted.minion.gz,1,0.866343,114,0.69,0.845,39.36,83.58,800,63.22875,0.89,2,100,13,100,100,0.84949,2,800,0.8358,0.97,2,0.0492,0.0492,0,0.05586,4.117647,3.172414,0.079036,38,2,0.68,5.586018,5.119048,84.5,260,97,0.844242,1.111111,2,7.886364,0.318587,69,89,4.164152,2,68,1,0.01,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh208_ext.xml.minion.converted.minion.gz,1,0.868395,114,0.72,0.84,39.02,83.9,797,69.331242,0.86,2,100,14,100,100,0.852951,2,797,0.839,0.99,2,0.048959,0.048959,0,0.05693,4.257143,3.512821,0.08699,38,2,0.61,5.692978,5.257143,84,510,99,0.847475,1.107143,2,8.675,0.327606,72,86,4.399035,2,61,9,0.09,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh209_ext.xml.minion.converted.minion.gz,1,0.866022,114,0.69,0.845,39.02,83.68,800,65.50625,0.87,2,100,14,100,100,0.851972,2,800,0.8368,0.95,2,0.048775,0.048775,0,0.060413,4.28,3.176471,0.081883,38,2,0.66,6.041324,5.347826,84.5,260,95,0.845253,1.321429,2,8.0625,0.338691,69,87,4.328112,2,66,1,0.01,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh20_ext.xml.minion.converted.minion.gz,1,0.868054,114,0.73,0.86,41.46,85.22,846,68.660757,0.91,2,100,14,100,100,0.865731,2,846,0.8522,0.99,2,0.049007,0.049007,0,0.054214,4.297872,3.351351,0.081159,38,2,0.72,5.421402,5.285714,86,513,99,0.860808,1.297297,2,8.5,0.313492,73,91,4.400298,2,72,57,0.57,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh210_ext.xml.minion.converted.minion.gz,1,0.866395,114,0.71,0.84,39.13,83.52,799,65.003755,0.88,2,100,13,100,100,0.849151,2,799,0.8352,0.95,2,0.048974,0.048974,0,0.057471,4.090909,3.292683,0.081356,37,2,0.68,5.747138,5.27027,84,510,95,0.843636,1.314286,2,8.911111,0.327972,71,88,4.282411,2,68,16,0.16,1,6,3,0,2,0,0,5,0,0,10,0,0,0,0,0,0
jnh211_ext.xml.minion.converted.minion.gz,1,0.868227,114,0.71,0.86,38.84,84.14,798,71.234336,0.92,2,100,14,100,100,0.856507,2,798,0.8414,0.95,2,0.048672,0.048672,0,0.059683,4.428571,3.305556,0.089266,38,2,0.65,5.968283,5.55,86,510,95,0.849899,0.435897,2,9.823529,0.342774,71,92,4.500735,2,65,42,0.42,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh212_ext.xml.minion.converted.minion.gz,1,0.866464,114,0.7,0.845,39.32,83.72,800,63.21125,0.91,2,100,13,100,100,0.851695,2,800,0.8372,0.97,2,0.04915,0.04915,0,0.058277,4.18,3.302326,0.079014,38,2,0.68,5.827658,5.093023,84.5,260,97,0.845657,0.931818,2,6.909091,0.295709,70,91,4.21321,2,68,2,0.02,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh213_ext.xml.minion.converted.minion.gz,1,0.867298,114,0.7,0.84,38.94,83.42,797,67.735257,0.84,2,100,14,100,100,0.848091,2,797,0.8342,0.99,2,0.048858,0.048858,0,0.057117,4.235294,3.194444,0.084988,38,2,0.64,5.711707,5.282609,84,510,99,0.842626,1.214286,2,8.456522,0.34247,70,84,4.381806,2,64,38,0.38,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh214_ext.xml.minion.converted.minion.gz,1,0.867218,114,0.7,0.85,38.94,83.96,799,68.272841,0.85,2,100,14,100,100,0.854652,2,799,0.8396,0.95,2,0.048736,0.048736,0,0.060099,4.235294,3.361111,0.085448,52,2,0.66,6.009859,5.405405,85,497,95,0.848081,1.065217,2,8.466667,0.33799,70,85,4.439371,2,66,7,0.07,1,6,3,0,2,0,0,4,0,0,11,0,0,0,0,0,0
jnh215_ext.xml.minion.converted.minion.gz,1,0.865605,114,0.7,0.84,38.98,83.08,800,65.41,0.85,2,100,14,100,100,0.844107,2,800,0.8308,0.95,2,0.048725,0.048725,0,0.055564,4.055556,3.348837,0.081763,38,2,0.65,5.556402,5.285714,84,260,95,0.839192,0.9375,2,8.731707,0.325184,70,85,4.29345,2,65,46,0.46,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh216_ext.xml.minion.converted.minion.gz,1,0.868104,114,0.72,0.845,38.82,83.8,797,70.398996,0.9,2,100,14,100,100,0.852705,2,797,0.838,0.99,2,0.048708,0.048708,0,0.058447,4.369565,3.428571,0.08833,38,2,0.68,5.844656,5.365854,84.5,510,99,0.846465,0.755556,2,9,0.340578,72,90,4.49768,2,68,4,0.04,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh217_ext.xml.minion.converted.minion.gz,1,0.866444,72,0.7,0.85,39.39,84.1,800,62.35625,0.88,2,100,14,100,100,0.855555,2,800,0.841,0.96,2,0.049237,0.049238,0,0.058198,4.25,3.263158,0.077945,38,2,0.69,5.819794,5.1,85,260,96,0.849495,1.227273,2,8.055556,0.313768,70,88,4.203878,2,69,0,0,1,6,4,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh218_ext.xml.minion.converted.minion.gz,1,0.86698,114,0.69,0.84,38.99,83.14,797,67.048934,0.87,2,100,14,100,100,0.845251,2,797,0.8314,0.97,2,0.048921,0.048921,0,0.057931,4.153846,3.25641,0.084127,37,2,0.64,5.793134,5.390244,84,510,97,0.839798,1.071429,2,9.413043,0.347457,69,87,4.33229,2,64,11,0.11,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh219_ext.xml.minion.converted.minion.gz,1,0.867587,114,0.71,0.845,38.87,83.86,799,69.629537,0.92,2,100,14,100,100,0.853379,2,799,0.8386,0.94,2,0.048648,0.048648,0,0.058737,4.393939,3.325,0.087146,40,2,0.66,5.873704,5.513514,84.5,497,94,0.847071,0.85,2,9.705882,0.33745,71,92,4.500717,2,66,2,0.02,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh220_ext.xml.minion.converted.minion.gz,1,0.865732,114,0.69,0.845,39.23,83.52,800,62.68125,0.91,2,100,14,100,100,0.849028,2,800,0.8352,0.95,2,0.049037,0.049037,0,0.056982,4.219512,3.25641,0.078352,38,2,0.68,5.69821,5.153846,84.5,260,95,0.843636,1.142857,2,8.136364,0.311129,69,91,4.191424,2,68,0,0,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh301_ext.xml.minion.converted.minion.gz,1,0.871328,71,0.81,0.89,46.54,89,900,57.613333,0.94,2,100,13,100,100,0.899903,2,900,0.89,0.96,2,0.051711,0.051711,0,0.035749,3.666667,2.901639,0.064015,32,2,0.79,3.574913,4.617021,89,260,96,0.89899,1.478261,2,6.608696,0.318297,81,94,3.7695,2,79,4,0.04,1,6,4,0,2,0,0,5,0,0,14,0,0,0,0,0,0
jnh302_ext.xml.minion.converted.minion.gz,1,0.86752,114,0.75,0.87,44.37,86.8,898,65.864143,0.9,2,100,13,100,100,0.880358,2,898,0.868,0.99,2,0.04941,0.04941,0,0.049295,4.159091,3.276596,0.073345,34,2,0.72,4.929503,5.040816,87,510,99,0.876768,1.186047,2,9.803922,0.325438,75,90,4.199017,2,72,0,0,1,6,3,0,2,0,0,5,0,0,10,0,0,0,0,0,0
jnh303_ext.xml.minion.converted.minion.gz,1,0.866822,114,0.75,0.89,43.78,87.54,899,68.770857,0.9,2,100,14,100,100,0.888256,2,899,0.8754,0.96,2,0.048699,0.048699,0,0.050347,4.357143,3.473684,0.076497,40,2,0.71,5.034719,5.288462,89,497,96,0.884242,0.933333,2,8.886364,0.313962,75,90,4.446333,2,71,7,0.07,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh304_ext.xml.minion.converted.minion.gz,1,0.865824,114,0.74,0.88,44.17,86.8,900,64.424444,0.91,2,100,14,100,100,0.880818,2,900,0.868,0.97,2,0.049078,0.049078,0,0.050794,4.104167,3.304348,0.071583,38,2,0.72,5.07937,5,88,260,97,0.876768,1.347826,2,8.212766,0.305486,74,91,4.207132,2,72,45,0.45,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh305_ext.xml.minion.converted.minion.gz,1,0.868599,114,0.76,0.89,43.98,87.48,896,69.743304,0.9,2,100,14,100,100,0.886619,2,896,0.8748,0.97,2,0.049085,0.049085,0,0.046206,4.222222,3.454545,0.077839,38,2,0.73,4.620563,5.404762,89,510,97,0.883636,0.854167,2,9.625,0.312442,76,90,4.388484,2,73,58,0.58,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh306_ext.xml.minion.converted.minion.gz,1,0.865933,72,0.74,0.875,44.23,86.88,899,63.225806,0.93,2,100,13,100,100,0.88135,2,899,0.8688,0.97,2,0.049199,0.049199,0,0.050265,4.139535,3.177778,0.070329,38,2,0.69,5.02649,5.022222,87.5,513,97,0.877576,0.97561,2,7.607843,0.302664,74,93,4.186693,2,69,2,0.02,1,6,4,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh307_ext.xml.minion.converted.minion.gz,1,0.866601,114,0.75,0.87,43.59,86.72,897,69.605351,0.9,2,100,14,100,100,0.879273,2,897,0.8672,0.99,2,0.048595,0.048595,0,0.047981,4.23913,3.479167,0.077598,38,2,0.73,4.798083,5.311111,87,510,99,0.87596,1.390244,2,8.608696,0.311883,75,90,4.454624,2,73,39,0.39,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh308_ext.xml.minion.converted.minion.gz,1,0.866167,114,0.74,0.88,44.1,87.14,900,65.146667,0.88,2,100,14,100,100,0.884048,2,900,0.8714,0.96,2,0.049,0.049,0,0.04998,4.229167,3.285714,0.072385,38,2,0.73,4.99804,5.214286,88,260,96,0.880202,1.425532,2,7.888889,0.313739,74,88,4.298289,2,73,53,0.53,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh309_ext.xml.minion.converted.minion.gz,1,0.866577,114,0.75,0.88,44.11,86.78,898,65.493318,0.9,2,100,13,100,100,0.879851,2,898,0.8678,0.98,2,0.04912,0.04912,0,0.048777,4.086957,3.314286,0.072932,35,2,0.74,4.877663,5.170213,88,510,98,0.876566,1.2,2,8.530612,0.310529,75,90,4.271825,2,74,52,0.52,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
jnh310_ext.xml.minion.converted.minion.gz,1,0.866665,114,0.74,0.88,43.67,87.16,899,69.490545,0.92,2,100,14,100,100,0.885053,2,899,0.8716,0.96,2,0.048576,0.048576,0,0.053042,4.367347,3.416667,0.077298,40,2,0.7,5.304187,5.545455,88,497,96,0.880404,0.930233,2,8.291667,0.316271,74,92,4.491073,2,70,35,0.35,1,6,3,0,2,0,0,5,0,0,11,0,0,0,0,0,0
langford-2-10.xml.minion.conv.minion,1,0.717507,50,0.95,0.95,21,19,0,90.347619,0.95,20,20,50,20,20,1,20,210,0.95,0.95,20,0.1,0.1,50,0,11.380952,9.47619,0.430227,50,20,0.95,0,13.428571,19,870,19,1,6.333333,20,43,0.327548,19,19,11.793844,20,19,0,0,0,2,2,0,2,0,0.095238,2,0,0,2,0,0,0,0.904762,20,0
langford-2-11.xml.minion.conv.minion,1,0.693308,48,0.954545,0.954545,23,21,0,86.300395,0.954545,22,22,48,22,22,1,22,253,0.954545,0.954545,22,0.090909,0.090909,48,0,10.26087,8.043478,0.341108,48,22,0.954545,0,12.695652,21,881,21,1,5.26087,22,45,0.360435,21,21,10.797892,22,21,0,0,0,2,2,0,2,0,0.086957,2,0,0,2,0,0,0,0.913043,22,0
langford-2-12.xml.minion.conv.minion,1,0.670291,50,0.958333,0.958333,25,23,0,84.406667,0.958333,24,24,50,24,24,1,24,300,0.958333,0.958333,24,0.083333,0.083333,50,0,9.68,7.84,0.281356,50,24,0.958333,0,11.16,23,876,23,1,4,24,37,0.303901,23,23,9.619796,24,23,0,0,0,2,2,0,2,0,0.08,2,0,0,2,0,0,0,0.92,24,0
langford-2-13.xml.minion.conv.minion,1,0.648447,57,0.961538,0.961538,27,25,0,88.649573,0.961538,26,26,57,26,26,1,26,351,0.961538,0.961538,26,0.076923,0.076923,57,0,9.259259,7.148148,0.252563,57,26,0.961538,0,11.111111,25,884,25,1,3.703704,26,46,0.412032,25,25,9.34989,26,25,0,0,0,2,2,0,2,0,0.074074,2,0,0,2,0,0,0,0.925926,26,0
langford-2-14.xml.minion.conv.minion,1,0.627744,39,0.964286,0.964286,29,27,0,71.76601,0.964286,28,28,39,28,28,1,28,406,0.964286,0.964286,28,0.071429,0.071429,39,0,8.103448,6.37931,0.176764,39,28,0.964286,0,10.310345,27,892,27,1,3.448276,28,39,0.391161,27,27,8.727422,28,27,0,0,0,2,2,0,2,0,0.068966,2,0,0,2,0,0,0,0.931034,28,0
langford-2-15.xml.minion.conv.minion,1,0.608135,35,0.966667,0.966667,31,29,0,63.025806,0.966667,30,30,35,30,30,1,30,465,0.966667,0.966667,30,0.066667,0.066667,35,0,7.903226,6.483871,0.135539,35,30,0.966667,0,8.83871,29,879,29,1,3.225806,30,30,0.281587,29,29,7.835713,30,29,0,0,0,2,2,0,2,0,0.064516,2,0,0,2,0,0,0,0.935484,30,0
langford-2-16.xml.minion.conv.minion,1,0.589565,35,0.96875,0.96875,33,31,0,61.625,0.96875,32,32,35,32,32,1,32,528,0.96875,0.96875,32,0.0625,0.0625,35,0,7.181818,5.69697,0.116714,35,32,0.96875,0,8.878788,31,871,31,1,3.969697,32,41,0.433228,31,31,7.562296,32,31,0,0,0,2,2,0,2,0,0.060606,2,0,0,2,0,0,0,0.939394,32,0
langford-2-17.xml.minion.conv.minion,1,0.571975,25,0.970588,0.970588,35,33,0,51.956303,0.970588,34,34,25,34,34,1,34,595,0.970588,0.970588,34,0.058824,0.058824,25,0,6.771429,5.657143,0.087322,25,34,0.970588,0,7.885714,33,872,33,1,3,34,43,0.453982,33,33,7.187456,34,33,0,0,0,2,2,0,2,0,0.057143,2,0,0,2,0,0,0,0.942857,34,0
langford-2-18.xml.minion.conv.minion,1,0.555308,31,0.972222,0.972222,37,35,0,56.241742,0.972222,36,36,31,36,36,1,36,666,0.972222,0.972222,36,0.055556,0.055556,31,0,6.486486,5.405405,0.084447,31,36,0.972222,0,7.783784,35,884,35,1,2.702703,36,40,0.386036,35,35,6.773253,36,35,0,0,0,2,2,0,2,0,0.054054,2,0,0,2,0,0,0,0.945946,36,0
langford-2-19.xml.minion.conv.minion,1,0.539505,31,0.973684,0.973684,39,37,0,54.206478,0.973684,38,38,31,38,38,1,38,741,0.973684,0.973684,38,0.052632,0.052632,31,0,6.205128,4.897436,0.073153,31,38,0.973684,0,7.358974,37,880,37,1,2.564103,38,38,0.432322,37,37,6.436283,38,37,0,0,0,2,2,0,2,0,0.051282,2,0,0,2,0,0,0,0.948718,38,0
langford-2-20.xml.minion.conv.minion,1,0.52451,27,0.975,0.975,41,39,0,48.596341,0.975,40,40,27,40,40,1,40,820,0.975,0.975,40,0.05,0.05,27,0,5.829268,4.341463,0.059264,27,40,0.975,0,7.195122,39,865,39,1,2.292683,40,34,0.418269,39,39,5.951385,40,39,0,0,0,2,2,0,2,0,0.04878,2,0,0,2,0,0,0,0.95122,40,0
langford-2-21.xml.minion.conv.minion,1,0.510273,20,0.97619,0.97619,43,41,0,43.037652,0.97619,42,42,20,42,42,1,42,903,0.97619,0.97619,42,0.047619,0.047619,20,0,5.55814,4.372093,0.047661,20,42,0.97619,0,7.186047,41,894,41,1,2.325581,42,53,0.588953,41,41,6.025458,42,41,0,0,0,2,2,0,2,0,0.046512,2,0,0,2,0,0,0,0.953488,42,0
langford-2-25.xml.minion.conv.minion,1,0.459944,25,0.98,0.98,51,49,0,43.958431,0.98,50,50,25,50,50,1,50,1275,0.98,0.98,50,0.04,0.04,25,0,4.843137,3.882353,0.034477,25,50,0.98,0,5.803922,49,884,49,1,1.960784,50,45,0.546482,49,49,4.991497,50,49,0,0,0,2,2,0,2,0,0.039216,2,0,0,2,0,0,0,0.960784,50,0
langford-2-2.xml.minion.conv.minion,1,0.917531,263,0.75,0.75,5,3,0,336.1,0.75,4,4,263,4,4,1,4,10,0.75,0.75,4,0.5,0.5,0,0,36.2,32,33.61,263,4,0.75,0,41.6,3,925,3,1,0,4,55.6,0.351309,3,3,35.588889,4,3,0,0,0,2,2,0,2,0,0.4,2,0,0,2,0,0,0,0.6,4,0
langford-2-30.xml.minion.conv.minion,1,0.409024,25,0.983333,0.983333,61,59,0,40.239344,0.983333,60,60,25,60,60,1,60,1830,0.983333,0.983333,60,0.033333,0.033333,25,0,3.852459,3.114754,0.021989,25,60,0.983333,0,4.934426,59,874,59,1,1.540984,60,47,0.657598,59,59,4.22851,60,59,0,0,0,2,2,0,2,0,0.032787,2,0,0,2,0,0,0,0.967213,60,0
langford-2-3.xml.minion.conv.minion,1,0.900463,169,0.833333,0.833333,7,5,0,251.142857,0.833333,6,6,169,6,6,1,6,21,0.833333,0.833333,6,0.333333,0.333333,28,0,28.714286,24.714286,11.959184,169,6,0.833333,0,37,5,919,5,1,4,6,42.857143,0.27368,5,5,29.860806,6,5,6,0.2,0,2,2,0,2,0,0.285714,2,0,0,2,0,0,0,0.714286,6,0
langford-2-40.xml.minion.conv.minion,1,0.334327,13,0.9875,0.9875,81,79,0,24.474691,0.9875,80,80,13,80,80,1,80,3240,0.9875,0.9875,80,0.025,0.025,13,0,2.888889,2.049383,0.007554,13,80,0.9875,0,4.049383,79,868,79,1,1.037037,80,35,0.649506,79,79,3.116509,80,79,0,0,0,2,2,0,2,0,0.024691,2,0,0,2,0,0,0,0.975309,80,0
langford-2-4-ext.xml.minion.gz,1,0.776417,136,0.875,0.875,8,7,32,235.25,0.875,8,8,136,8,8,1,8,32,0.875,0.875,8,0.25,0.25,136,0,22.125,18.625,7.351562,136,8,0.875,0,27.5,7,955,7,1,15.25,8,30,0.199702,7,7,22.558594,8,7,20,0.357143,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
langford-2-4.xml.minion.conv.minion,1,0.877557,136,0.875,0.875,9,7,0,208.138889,0.875,8,8,136,8,8,1,8,36,0.875,0.875,8,0.25,0.25,48,0,23.666667,19.777778,5.781636,136,8,0.875,0,26.888889,7,899,7,1,3,8,32.888889,0.250073,7,7,23.429739,8,7,20,0.357143,0,2,2,0,2,0,0.222222,2,0,0,2,0,0,0,0.777778,8,0
langford-2-50.xml.minion.conv.minion,1,0.282422,7,0.99,0.99,101,99,0,16.947921,0.99,100,100,7,100,100,1,100,5050,0.99,0.99,100,0.02,0.02,7,0,2.306931,1.653465,0.003356,7,100,0.99,0,2.960396,99,883,99,1,0.930693,100,53,0.893324,99,99,2.57118,100,99,0,0,0,2,2,0,2,0,0.019802,2,0,0,2,0,0,0,0.980198,100,0
langford-2-5.xml.minion.conv.minion,1,0.851502,104,0.9,0.9,11,9,0,170.981818,0.9,10,10,104,10,10,1,10,55,0.9,0.9,10,0.2,0.2,66,0,20,18.090909,3.10876,104,10,0.9,0,22.363636,9,895,9,1,5,10,28,0.213095,9,9,20.093506,10,9,0,0,0,2,2,0,2,0,0.181818,2,0,0,2,0,0,0,0.818182,10,0
langford-2-6.xml.minion.conv.minion,1,0.824093,97,0.916667,0.916667,13,11,0,154.974359,0.916667,12,12,97,12,12,1,12,78,0.916667,0.916667,12,0.166667,0.166667,81,0,18.461538,15.076923,1.986851,97,12,0.916667,0,20.846154,11,885,11,1,8,12,34,0.230056,11,11,18.014872,12,11,0,0,0,2,2,0,2,0,0.153846,2,0,0,2,0,0,0,0.846154,12,0
langford-2-7.xml.minion.conv.minion,1,0.796446,88,0.928571,0.928571,15,13,0,140.495238,0.928571,14,14,88,14,14,1,14,105,0.928571,0.928571,14,0.142857,0.142857,69,0,15.333333,12.733333,1.33805,88,14,0.928571,0,18.533333,13,907,13,1,4,14,32,0.234957,13,13,15.586535,14,13,0,0,0,2,2,0,2,0,0.133333,2,0,0,2,0,0,0,0.866667,14,0
