@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC

@DATA
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0,1.4938,0.2699,0.2363,0,0.0004,0.1022,16.1454,0.0289,0.0031,1.5794,0.1213,0.0892,0.0358,0.1587,0.1432
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.0087,0.1838,0.9546,0.0117,0.8824,0.6876,0,70.4737,0.0021,0.8496,43.6951,0,0,0.934,?,1.9116
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0,1.4264,0.252,0.1642,0,0.0008,0.1069,4.6202,0.0304,0.0094,1.5746,0.1226,0.0955,0.0407,0.1641,0.1322
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.1313,2.4373,0.3662,0.3135,0,0.0001,0.0293,16.9175,0.0808,0.0007,1.2941,0.0484,0.0239,0.0265,0.2662,0.2693
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,13.6993,1.4693,0.4223,1,0,0.0028,0.0026,18.1298,0.0431,0.0043,4.1109,0.0037,0,0.2038,?,0.4161
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,3.6549,0.3044,0.5443,0.9981,0,0.425,0.4894,0,0.0382,0.6636,2.6331,0.9381,0.0261,1,0.7718,0.7449
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0.0177,0.0188,0.94,0,0.7143,0.802,0,41.5943,0.0045,0.8096,30.5362,0,0,0.8291,?,1.5461
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.1768,0.1797,0.5666,0.466,0,0.4366,0.2746,34.8133,0.0218,0.5289,0.9885,0.3227,0.2608,0.6242,0.3829,0.5515
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.0107,0.0562,0.752,0,1,0.3197,0,25.3474,0.0048,0.336,16.6987,0,0,0.3609,?,0.5812
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0.0128,0.0146,0.6848,0.0001,0,0.8761,0,55,0.0058,0.8856,35.4737,0,0,0.9021,?,1.9851
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0,1.3879,0.5,0.3222,1,0.0006,0.3185,13.0931,0.0523,0.0021,0.9416,0.3201,0.3121,0.0715,0.0912,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0.0205,0.0227,0.935,0.0001,0.7778,0.7868,0,41.6364,0.0054,0.7978,26.5936,0,0,0.8213,?,1.4641
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.1409,1.4056,0.369,0.0835,0,0,0.0665,28.1283,0.0074,0.0013,0.4982,0.0697,0.0548,0.094,0.4182,0.1437
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0.2091,0.1543,0.6515,0.4136,0,0.4499,0.2849,28.9945,0.0273,0.5421,1.0896,0.331,0.2679,0.6497,0.3898,0.5768
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,0,0.0001,0.8333,0.2296,1,0.5831,0.2295,31.8744,0.0139,0.5832,1.1251,0.2295,0.2295,0.5832,0.3252,0.4472
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0,0,0.488,0.042,0.3333,0,0.042,28.7972,0.012,0,1.1856,0.042,0.042,0,0.0531,0
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.0006,0.3001,0.6253,0.4075,0,0.4192,0.0737,18.4808,0.003,0.6291,2.6339,0.1673,0.0442,0.9548,?,1.0846
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.2126,0.232,0.1419,1,0,0.5112,0.4997,18.064,0.7095,0.6105,1.0487,0.4999,0.4971,0.7998,?,0.4536
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,0,0.4889,0.042,0.3333,0,0.042,29.7531,0.0111,0,1.1662,0.042,0.042,0,0.0315,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.0177,0.02,0.9258,0,0.8,0.7702,0,44.7418,0.0061,0.7805,24.552,0,0,0.8024,?,1.3926
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0,0,0.8844,0.2417,1,0.8147,0.2417,66.1004,0.022,0.8147,2.4535,0.2417,0.2417,0.8147,0.3068,1.2845
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0,0,0.3017,0.3813,0,0,0.3741,16.8906,0.069,0,1.4665,0.3791,0.3677,0,0.038,0.0645
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0.0001,0.5105,0,0,0.5744,0,32.6667,0.005,0.5744,9.3674,0,0,0.5745,0.0755,0.2968
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0,0,0.8372,0.2851,1,0.7569,0.2851,33.9456,0.0432,0.7569,1.9213,0.2851,0.2851,0.757,0.3369,1.0176
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0274,0.0002,0.7551,0.0002,1,0.4584,0.0002,30.3044,0.0117,0.4585,7.639,0.0002,0.0002,0.4586,?,0.5872
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.0713,0.5241,0.8164,0.3587,0,0.061,0.0276,17.2293,0.0081,0.3469,5.824,0.0653,0.004,0.8569,?,0.3452
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0.1548,0.7063,0.7186,0.361,0,0.0543,0.0553,0,0.0292,0.1429,1.287,0.1194,0.0116,0.7391,0.5155,0.2963
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0.0045,0.0402,0.4361,0.2587,0,0.7226,0.1408,24.2338,0.0374,0.7424,7.7759,0.2094,0.0221,0.7805,?,0.8248
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.0903,0.4412,0.0744,0.4979,0,0.2114,0.4335,10.3527,0.2644,0.3487,5.2404,0.4741,0.372,0.7594,?,0.2214
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0.0137,0.4629,0.1621,0,0,0.0134,0,27.1791,0.0061,0.0167,6.3899,0,0,0.0293,?,0.2981
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.052,3.149,0.2615,0.3575,0,0.0001,0.3325,52.2293,0.0013,0.0001,0.254,0.3325,0.3316,0.0069,?,0.0581
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0,0.5,0.464,1,0,0.2357,58.1667,0.0004,0,0.8741,0.3109,0.1814,0,?,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0,1.7165,0.4759,0.3257,0.3333,0.0014,0.3233,20.7867,0.0271,0.0031,0.6983,0.3247,0.3207,0.0175,0.0676,0
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.1316,0.2088,0.1554,0.5,0,0.6667,0.4948,30.0728,0.0451,0.8,5.4436,0.5,0,0.9951,?,0.3599
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0.0125,0.0159,0.9418,0,0.8571,0.8103,0,53.4,0.0035,0.8205,34.4635,0,0,0.8381,?,1.6332
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0.0177,0.0209,0.9266,0,0.8333,0.7714,0,45.0423,0.006,0.781,24.5888,0,0,0.8028,?,1.3883
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0,0.0001,0.8571,0.0373,1,0.7233,0.0372,52.6828,0.0211,0.7233,3.012,0.0372,0.0372,0.7234,0.3286,1.0778
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,0.6125,1.0989,0.3407,0.0768,0,0.0059,0.0012,12.8253,0.0753,0.0081,10.2386,0.0025,0,0.8108,?,0.3616
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,0.0124,1.7068,0.2793,0.5,0,0,0.5,0,0.0035,0,14.6451,0.5,0.3798,0.1429,?,0.2273
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0.1013,0.0831,0,1,0.6449,0,40.9307,0.0295,0.657,22.6858,0,0,0.7242,?,1.105
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,0.0202,0.0245,0.97,0.0006,0.8462,0.8609,0,45.7447,0.0093,0.8756,24.27,0.0001,0,0.8982,?,1.654
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0127,0.0432,0.4556,0.0533,0,0.8377,0.0103,46.5956,0.0126,0.8384,22.4381,0.0359,0.0015,0.9183,?,1.1708
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0239,2.4393,0.3839,0.2511,0,0,0.1307,56.8207,0.0308,0,0.4148,0.1377,0.0608,0,?,0.1696
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.1261,0.6392,0.7549,0.3599,0,0.0592,0.0445,27.6679,0.0194,0.142,1.4359,0.077,0.0092,0.7844,0.6511,0.3064
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,0,0.0002,0.875,0.0304,1,0.7474,0.0302,72.2519,0.0161,0.7475,3.418,0.0303,0.0302,0.7477,0.3158,1.186
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.0052,0.1045,0.9808,0.0062,0.9286,0.7563,0,92.5366,0.0021,0.8857,91.6405,0,0,0.9527,?,2.3907
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.1629,0.1265,0.0005,1,0.5519,0,34.7772,0.0321,0.56,11.3059,0,0,0.6558,?,0.8326
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,0.156,0.8176,0.4263,0.314,0,0.0285,0.0491,34.1719,0.028,0.0581,0.8721,0.0744,0.0394,0.3163,0.3991,0.6201
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.1087,2.1952,0.2739,0.3576,0,0.0002,0.3375,7.1844,0.0056,0.0014,0.1941,0.3382,0.3358,0.0333,0.0955,0.085
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.1141,1.3532,0.3644,0.096,0,0,0.0665,30.1703,0.0071,0.0068,0.4469,0.0697,0.0548,0.1257,0.4223,0.141
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.1667,0.0001,0.7813,0.3611,1,0.5757,0.3611,0,0.0573,0.5758,2.6404,0.3611,0.3611,0.5758,0.6989,0.6364
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,0,0.1253,0.6378,0.2983,0,0.7626,0.0381,80,0.0019,0.9353,4.2168,0.0591,0.0046,0.9847,?,1.4019
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.0032,0.062,0.9834,0.5,0.9429,0.9625,0.0046,107,0.0012,0.9835,212.852,0.0229,0.0005,0.9996,?,2.7515
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.0399,0,0.9835,0.0585,1,0.9411,0.0583,0,0.0041,0.9411,13.531,0.0584,0.0583,0.9411,?,2.3802
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.0118,0.0851,0.9554,0,0.75,0.723,0,56.8425,0.0021,0.7976,48.8563,0,0,0.8911,?,1.8728
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.2158,1.3477,0.2961,0.3907,0,0.0047,0.3851,9.9523,0.0203,0.0153,0.3262,0.3887,0.3494,0.1856,0.1428,0.1205
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0.7993,0.4989,0.1004,0.0046,0.2,0.1487,0,28.5506,0.0114,0.3465,7.5658,0,0,0.7948,?,0.518
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.1306,0.6348,0.7506,0.3695,0,0.0592,0.0448,15.4495,0.0199,0.1598,1.5327,0.0769,0.0097,0.785,0.717,0.3012
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.5168,0.8697,0.6077,0.9077,0,0.0362,0.3092,12.772,0.2023,0.0884,1.4009,0.3468,0.2516,0.4237,?,1.1012
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,0.0205,0.1001,0.457,0.0169,0.1429,0.5396,0.0009,27.9803,0.0136,0.5707,3.4222,0.0079,0.0001,0.6582,0.3263,0.2487
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.0232,0.0236,0.9299,0,0.6,0.7728,0,37.4651,0.0069,0.7837,23.9624,0,0,0.8114,?,1.377
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.0278,0.0186,0.5667,0.2141,0,0.7475,0.1954,19.891,0.05,0.7767,2.5385,0.1955,0.1874,0.7886,0.3876,0.8056
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.1409,1.4056,0.369,0.0835,0,0,0.0665,28.1283,0.0074,0.0013,0.4481,0.0697,0.0548,0.094,0.4182,0.1437
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0,0.0966,0.0753,0,1,0.6595,0,41.0504,0.0266,0.6746,24.2287,0,0,0.733,?,1.1317
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0404,0.0001,0.7576,0.0044,1,0.5015,0.0044,33.9,0.0167,0.5015,6.8458,0.0044,0.0044,0.5016,?,0.5919
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0.023,0.0249,0.9286,0,0.6667,0.7708,0,37.1586,0.0079,0.7827,24.195,0,0,0.8094,?,1.379
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.2406,0.259,0.1363,1,0,0.5,0.4997,13.7379,0.557,0.6655,0.9039,0.4999,0.4962,0.7998,?,0.4457
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.0006,0.2103,0.0997,0.4521,0.1429,0.439,0.0047,30.2983,0.0018,0.547,2.1568,0.0187,0.0013,0.6749,?,0.083
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,0.5678,1.0624,0.3337,0.0705,0,0.0058,0.0008,12.4269,0.0641,0.0076,11.0576,0.0021,0,0.8237,?,0.3841
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0,0.8727,0.5,0.0977,0.3333,0.009,0.077,30.2277,0.0086,0.0244,0.79,0.0841,0.0687,0.1779,0.0428,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0.0012,0.0494,0.4838,0.1752,0,0.832,0.0411,43.3939,0.0169,0.8378,16.2899,0.1526,0.0327,0.8487,?,1.009
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,0,0.0001,0.8182,0.053,1,0.6721,0.0529,32.7716,0.0345,0.6721,2.537,0.0529,0.0528,0.6722,0.3449,0.8932
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,0,0.1015,0.714,0.0187,0,0.6919,0.0149,19.3889,0.0006,0.7563,2.3378,0.0161,0.0137,0.8402,0.2286,0.4517
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,0,0,0.5161,0.042,0.3333,0,0.042,31.3333,0.0107,0,1.1555,0.042,0.042,0,0.0632,0
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.068,0.6484,0.3081,0.3281,0,0.042,0.0534,2.929,0.0157,0.1122,0.6959,0.1127,0.0238,0.3514,0.2489,0.0323
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.0213,0.0974,0.4488,0.0149,0.1429,0.5468,0.0011,37.8938,0.0114,0.5836,3.1973,0.0086,0.0001,0.6612,0.3284,0.2492
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.1113,1.374,0.3679,0.0933,0,0,0.0665,25.0404,0.0069,0.001,0.5585,0.0697,0.0548,0.1707,0.4199,0.1416
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0,0,0.9356,0.1898,1,0.8716,0.1897,171.3169,0.0078,0.8716,3.4514,0.1898,0.1897,0.8716,0.2426,1.8405
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,0.0023,0.5707,0.5106,0.2235,0,0.0756,0.0389,28.8724,0.0089,0.2131,0.9806,0.0654,0.0197,0.5791,0.224,0.053
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.0083,0.0194,0.9765,0.0001,0.913,0.8773,0,65.3649,0.0031,0.8908,57.7535,0,0,0.9145,?,2.0942
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0,0.0932,0.7188,0.0186,0,0.7097,0.015,19.5804,0.0007,0.7644,2.6057,0.0162,0.0138,0.8437,0.2232,0.4568
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,1.2242,1.2961,0.4588,1,0,0.0001,0.1594,15.9327,0.0807,0.0003,15.5593,0.4602,0.0028,0.7681,?,0.3084
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0,0.5,0.2667,1,0,0.0101,27.9644,0.0138,0,1.0313,0.0303,0.0043,0,0.2063,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,0.002,0.0024,0.7145,0.1208,0,0.9232,0.1093,177.765,0.0039,0.9249,8.441,0.1114,0.1073,0.9279,?,1.822
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,0.211,0.6891,0.6656,0.4369,0,0.0669,0.0767,0,0.0487,0.1648,1.2841,0.1382,0.0234,0.603,0.4254,0.3147
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,0,0.0001,0.675,0.2295,0,0.5831,0.2295,32.4055,0.0125,0.5831,1.1025,0.2295,0.2295,0.5832,0.3252,0.4472
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,0,0.3318,0.7799,0.1832,0,0.3156,0.0145,14.3086,0.007,0.625,1.9679,0.0561,0.0049,0.9479,1.0554,0.5624
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,0.0475,0.6669,0.2732,0.1085,0,0.16,0.0494,25.0995,0.0218,0.1694,0.678,0.0906,0.0234,0.8971,?,0.2307
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0,0.8727,0.5,0.0977,0.3333,0.009,0.077,30.2277,0.0086,0.0244,0.7867,0.0841,0.0687,0.1779,0.0428,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,1.4426,0.2504,0.1791,0,0.0002,0.0997,16.2902,0.0277,0.0025,1.5689,0.1154,0.0901,0.057,0.1916,0.1608
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0,0.0916,0.073,0,1,0.668,0,43.3438,0.0235,0.6803,27.4759,0,0,0.7364,?,1.1668
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.0118,0.0061,0.6653,0.2008,0,0.834,0.1929,36.2866,0.022,0.8428,3.2578,0.1929,0.1928,0.8431,0.3315,1.0956
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0,0.6574,0.0107,0.4955,0,0.0375,0.4937,17.4799,0.1204,0.0647,1.7035,0.4943,0.4935,0.1784,?,0.016
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0,0.8345,0.5023,0.1008,0.3333,0.0105,0.0771,35.83,0.0069,0.0283,0.7567,0.0844,0.0689,0.1803,0.0432,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.9456,0.8439,0.5073,0.405,0,0.0369,0.3105,15.8471,0.2814,0.0977,1.4809,0.3428,0.2366,0.3949,?,0.3926
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.1917,0.2292,0.1244,1,0,0.543,0.4996,15.2925,0.6211,0.6657,0.8241,0.4999,0.4944,0.7999,?,0.435
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,0.1566,1.0803,0.4333,0.3125,0,0.0088,0.0676,20.4905,0.0157,0.0206,0.597,0.0709,0.0459,0.3223,0.5031,0.7111
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1334,0.1245,0.2739,0.4929,0,0.8955,0,0,0.0158,0.995,10.2237,0,0,0.9951,?,0.2387
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,0.0201,0.1009,0.4645,0.0153,0.1429,0.5386,0.0008,25.1101,0.015,0.5701,3.4808,0.0072,0.0001,0.6611,0.3292,0.2502
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.0091,0.0885,0.9536,0,0.8947,0.7175,0,67.2117,0.002,0.7981,45.8766,0,0,0.8877,?,1.8783
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0.0001,0.2283,0.9145,0.0501,0,0.9576,0.0087,13.4717,0.0007,0.9709,20.2813,0.0213,0.0058,0.9883,?,0.7941
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0,0.0001,0.8333,0.2296,1,0.5831,0.2295,34.453,0.0114,0.5831,1.0783,0.2295,0.2295,0.5832,0.3252,0.4472
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.0044,0.0601,0.9855,0.5,0.931,0.9493,0.0078,86.5327,0.0016,0.9743,101.879,0.0326,0.0009,0.9992,?,2.4659
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,1.3953,0.4423,0.5431,0.0699,0,0.2005,0.0314,36.8158,0.0063,0.2107,0.5677,0.056,0.0252,0.3773,0.5388,0.2145
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.0119,0.03,0.9682,0.0001,0.8571,0.8374,0,49.2151,0.0048,0.8619,37.4771,0,0,0.8944,?,1.7983
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0,1.2893,0.5,0.3174,1,0.0004,0.3122,10.3047,0.0682,0.0037,1.052,0.3166,0.3046,0.0737,0.1021,0
