@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,9.156023
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,9.156023
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,38.76125
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,26.143842
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,41.1
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,39.9825
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,42.4225
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,41.27875
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,40.7325
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,3.375
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,1.486946
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,9.156023
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,39.87625
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,3.375
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,9.156023
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,39.82125
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,38.8625
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,40.94
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,39.14375
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,25.650962
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,40.60375
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,56.867925
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,40.04125
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,27.097537
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,40.45375
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,39.9225
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,40.39875
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,27.587879
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,40.38875
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,40.04
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,41.37375
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,25.231731
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,22.308081
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,41.40625
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,26.6875
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,39.9725
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,40.88625
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,28.068269
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,40.4175
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,26.039423
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,22.195192
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,27.738462
normalized-haystacks-46.xml.mzn_AND_NODATA,1,1.346976
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,26.5625
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,26.35665
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,40.055
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,40.8375
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,41.385
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,41.36875
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,40.705
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,40.61125
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,41.08125
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,28.195192
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,40.96375
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,40.75
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,41.58
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,27.657692
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,39.3475
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,27.774038
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,2.575
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,1.48154
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,39.6
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,29.839409
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,40.99375
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,42.36875
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,42.0125
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,14.711111
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,26.697115
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,27.524038
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,29.009615
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,39.2375
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,14.127778
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,14.569444
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,14.236111
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,14.247222
normalized-rand-2-40-8-753-100-32_ext.xml.mzn_AND_NODATA,1,14.016667
normalized-rand-2-40-80-103-800-72_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-36_ext.xml.mzn_AND_NODATA,1,14.363889
normalized-rand-2-40-25-180-500-40_ext.xml.mzn_AND_NODATA,1,25.552885
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,14.1
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,14.297222
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,14.222222
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,14.375
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,14.152778
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,14.347222
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,14.505556
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,14.302778
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,14.497222
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,24.915385
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,14.475
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,14.430556
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,14.15
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,14.397222
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,14.408333
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,14.4
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,14.008333
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,14.247222
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,14.413889
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,14.291667
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,14.275
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,14.338889
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,14.455556
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,14.369444
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,14.3
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,14.413889
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,14.269444
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,14.266667
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,14.144444
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,13.961111
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,14.036111
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,40.145
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,14.155556
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,14.377778
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,40.835
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,14.352778
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,29.621154
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,29.566346
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,14.536111
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,14.466667
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,14.122222
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,14.361111
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,14.255556
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,30.317241
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,27.053846
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,14.369444
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,28.153846
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,2.575
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,14.583333
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,14.1
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,3.375
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,14.158333
