@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.9474,0.8037,1.7418,0.8349,0.0421,0.9416,0.9474,0.7782,0.0027,2.6752,43.8333,40.591,258.667,0.037,5.6891,0.0302,0.828,66.8732,59.8613,86.4242,0.7176,67.3953,46.979,169335,62.4348,171155,0.831,106.7667,58.1702,58,0.3189,9.0037,3,0.0007,0.0015,0.0015,3,0.0025,1820,0.0358,0.1417,3,1.0078,0.1366,?,?,?,0.0012,0.0011,0.0524,0.0019,819.444,0.1534,5.1504,0.2954,0.0288,0.1354,0.0725,0.917,4.5816,0.0691,0.0104,0.0107,0.9998,0.0159,1755,0.0001,0.9963,0.8824,0,0.0011,0.2171,789,849,1,0.0019,0.2063,821,0.1694,0.1694,0.1794,141,134,158,66,195,0,0,0,0,0.8535,0,0,0,0,207,802.487,842,?,?,?,0.004,797,0.8704,?,?,137,?,0,0.1662,0,824,?,30
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0.0108,0.0793,0.0155,0.5359,0.4027,0.6233,0,0.0468,0.0972,1.7102,10.5,1.3847,11.2556,0,0.2247,0.0714,0.1178,19.1973,18.6471,20.8818,0.0412,19.653,0.7819,58376,18.7282,58376,0.1324,20.8818,18.3231,18.3231,0.1258,0.0018,2,0.0002,0.0013,0.0024,2,0.0024,140,0.0257,0.1802,2,0.8938,0.1564,?,?,?,0.0472,0.0008,0.1599,0.0714,16.5152,0.0606,2.0951,0.0938,0.1814,0.3043,0.0218,0.1742,3.1342,0.5572,0.0024,0,0.8681,0.8024,140,0.0938,0.2485,0,0,0.0357,0.0076,13,20,1,0.0714,1.3553,16,0,0.4059,0.0459,1664,1652,1863,1439,2182,0.4931,0.4946,0.4938,0.4927,0.1574,0.4938,0.492,0.4955,0.495,2182,16.906,20,?,?,?,0.0024,13,0.1733,?,?,1780,?,0,0.1778,0,17,?,1439
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.0062,0.7515,0.3114,0.5803,0.5788,0.1558,0.6277,0.0062,0.2999,0.0037,0,342.6,22.0749,346,0.3333,0.0253,0.0075,0.3396,32.045,28.7243,37.5557,0.0043,36.4672,18.2245,257488,30.4337,259616,0.3405,37.5557,28.154,28.154,0.8693,0,2,0.0019,0.0019,0.0062,2,0.0062,2128,0,0,2,0.9987,0.0151,?,?,?,0.0037,0.0019,0.0061,0.0037,417.8,0.0021,0,0.0021,0.0408,0,0.0021,0.4573,0,0.2584,0.0062,0.0083,0.9975,0,1596,0.0007,1,1,0,0.0013,0.5965,401,431,1,0.0037,0,417,0,0.1435,0.1157,929,549,3387,515,3624,0,0,0,0,0.3734,0,0,0,0,3624,399.241,432,?,?,?,0.0062,392,0.3974,?,?,1410,?,0,0.1956,0,411,?,515
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0,0.5,0,0,0.3409,0,0.3462,0,0,0.0004,0,3073.5,0.9995,1968,0,0,0.0001,0,89.0583,64.6667,141.5,0,116,1.4417,708168,71.6,708168,0,155,54.375,47.8,0.6716,0.3436,4.4783,0,0.0002,0,4,0.0003,34306,0,0.3004,5,0.8686,0.7222,?,?,?,0,0.0001,0,0.0001,3189.5,0,4.1179,0,1.4142,0.3004,0,0,4.1179,1.2139,0.0484,0,1.057,0,34306,0.2795,1,1,0,0.0001,0,0,0,1,0.0001,0,3189.5,0.2795,0,0.3777,5,3,5,1,8,0.1814,0.3109,0.2358,0.1468,0,0.2499,0.0529,0.464,0.3833,14,6504,6504,?,?,?,0.0007,6504,0,?,?,4.8462,?,0.6922,0,0.1115,6504,?,1
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0.3339,0,0.0858,0.9798,0,0.9978,0.1266,0,0.0253,0,1.0464,1.0815,3.0502,0.4167,0.6593,0.0238,0,31.6565,28.9112,38.8774,0,36.0205,0.7377,632,30.6857,634,0,38.8774,26.6047,26.1054,0.1213,0.0776,6.8802,0.0032,0.0127,0.0079,6,0.0089,238,0,0.1315,7,0.789,0.2928,0.5325,0.0364,0.0323,0.019,0.0076,0.1016,0.0231,17.292,0,0.6518,0,0.156,0.4339,0,0,1.4492,0.3398,0.2658,0.0032,0.7489,0.8484,168,0.0912,0.3892,0,0,0.0179,0.3798,14,21,1,0.0231,1.23,17,0.0857,0.2601,0.1332,2743,2561,2822,2492,3373,0.3186,0.3717,0.3644,0.3121,0,0.3501,0.3037,0.3804,0.3777,3373,17.3718,21,0.4452,0.0237,0.1287,0.0095,14,0,1.4206,0.0681,2717.7,0.4,0.3664,0.1559,0.0472,17,1.6011,2017
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0,0.5,0.0033,0,0.799,1.682,0.9613,1,0.0012,0.0285,0.2415,1.1066,0.7227,2.7662,0,0.5482,0.0196,0.031,21.841,21.1119,25.0658,0.0001,21.7552,0.426,316,21.351,316,0.0121,25.0658,20.31,20.31,0.0507,0.0449,6.0132,0,0.019,0.019,6,0.0192,153,0.0824,0.1197,7,0.836,0.3165,0.2,0.038,0.0294,0.019,0.0098,0.077,0.0196,21.9214,0.0218,0.2415,0.3333,0.1496,0.4893,0,0.2138,1.6358,0.3453,0.4842,0,0.797,0.5773,153,0.0674,0.5021,0.3333,0,0.0196,0,18,26,1,0.0196,0.5658,22,0.0407,0.2914,0.0662,3925,3883,4111,3843,4501,0.317,0.3246,0.3231,0.3147,0.0314,0.3183,0.2649,0.3256,0.3251,4501,21.8971,26,0.1956,0.0285,0.0947,0.0222,18,0.0654,0.3138,0.0692,4020.6667,0.1538,0.0701,0.1487,0.019,22,0.3138,3843
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.926,0.7805,1.3894,0.8242,0.0198,0.9343,0.926,0.7713,0.0069,2.8324,27.0925,24.2802,14.9565,0.0556,3.0278,0.0486,0.7912,59.7482,48.8493,82.8567,0.7463,66.7435,28.427,42889,57.7045,43649,0.7908,82.8567,45.4611,45.4611,0.9599,3.6683,3,0.0018,0.0041,0.0032,3,0.0059,760,0.0423,0.1272,3,0.9988,2.858,?,?,?,0.0031,0.0026,0.0056,0.0046,321.762,0.1751,4.5026,0.3366,0.0731,0.1301,0.0769,0.8439,3.9957,0.107,0.0168,0.0177,1,0.0276,720,0.0075,0.9924,0.8333,0,0.0028,0.2854,306,340,1,0.0046,0.2696,322,0.1548,0.1342,0.2091,525,365,1871,204,3279,0,0,0,0,0.8022,0,0,0,0,3279,323.104,342,?,?,?,0.0092,307,0.812,?,?,1049.7778,?,0,0.0717,0,325,?,204
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.9824,0.896,2.2384,0.9206,0.0341,0.9807,0.9824,0.8699,0.0023,3.3761,28.641,72.3544,1554.67,0.0249,5.6544,0.051,0.9118,83.5271,74.5537,100.6957,0.8031,89.64,68.3338,254389,86.8261,256038,0.9152,100.6957,71.4644,68.9669,0.9432,10.5209,2,0.0004,0.0017,0.0063,2,0.0063,1649,0.0836,0.1781,2,1.1772,0.195,?,?,?,0.0007,0.0012,0.8657,0.0017,763.846,0.4041,5.4229,0.6008,0.0298,0.221,0.1386,0.9756,4.9009,0.17,0.0063,0.0065,0.9999,0.0058,1609,0,0.9993,0.9259,0,0.0012,0.1149,737,794,1,0.0017,0.0772,760,0,0.3358,0.119,324,50,483,46,828,0,0,0,0,0.9322,0,0,0.0001,0,828,745.455,793,?,?,?,0.0063,733,0.9495,?,?,300.9,?,0,0.1818,0,768,?,10
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0,0.5376,0.0027,0,0.7838,1.8056,0.9624,1,0.0009,0.0242,0.2137,1.1284,0.6674,2.7727,0,0.573,0.0166,0.0271,24.8743,22.5579,31.4966,0,24.5514,0.3967,372,23.7544,372,0.0098,31.4966,22.4748,22.1561,0.0726,0.0418,6.3556,0,0.0215,0.0161,6,0.0163,181,0.0762,0.1112,7,0.8279,0.3397,0.2,0.0323,0.0248,0.0161,0.0089,0.0693,0.0166,25.7937,0.0184,0.2137,0.3333,0.1389,0.4445,0,0.2129,1.6637,0.3304,0.4866,0,0.7968,0.5774,181,0.0621,0.5,0.3333,0,0.0166,0,21,30,1,0.0166,0.5623,26,0.0377,0.2773,0.1297,3831,3690,3899,3551,4541,0.3217,0.3253,0.3238,0.3162,0.0171,0.3198,0.2653,0.3262,0.3257,4541,25.7324,30,0.1963,0.0242,0.0884,0.0188,21,0.0642,0.2803,0.064,3858.2,0.1538,0.6508,0.1362,0.0753,26,0.2803,3549
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9658,0.9647,0.8182,0.5154,0.0843,0.0916,0.3438,0.968,0.7566,0.0003,3.1617,811.4,6.5932,936.6,0,0.0791,0.0015,0.8441,15.0276,12.1111,20.9548,0.028,18.2261,1.9607,284829,16.2948,284829,0.8629,30.8462,7.1429,4,1.225,0.1614,6.75,0,0.0003,0,6,0.0001,18217,0.0743,0.2671,7,0.982,0.0505,0.2857,0.0044,0,0,0.0001,0.001,0.0001,6591.53,0.7475,3.6096,0.8947,0.01,0.3026,0.2,0.9573,3.6096,0.4952,0.064,0,0.9804,0,18217,0.0009,1,1,0,0.0001,0.2315,6519,6667,1,0.0001,0,6599,0.302,0.1635,0.3518,20,9,440,3,556,0.0027,0.0034,0.0031,0.0024,0.8931,0.0031,0.001,0.0042,0.0037,700,6592.4,6620,0.2485,0,3.0231,0.0002,6502,0.9129,0.8395,0.1872,199.5263,0.0016,0.5623,0.012,0.0642,6613,0.6795,2
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0.0107,0.0264,0.0172,0.6165,0.809,0.7248,0,0.0017,0.1442,1.4595,4.4525,1.946,5.3724,0,0.2406,0.1333,0.1226,19.2905,18.3687,23.4867,0.0004,20.0795,1.172,25452,18.8656,25452,0.1475,23.4867,17.3901,17.3901,0.105,0.0006,2,0.0011,0.0022,0.0029,2,0.0029,75,0.0567,0.0715,2,0.9335,0.3088,?,?,?,0.1077,0.0014,0.0798,0.1333,8.2492,0.0679,1.252,0.1597,0.2144,0.2023,0.0051,0.2768,2.4308,0.6592,0.0029,0,0.8939,0.807,75,0.0936,0.2468,0,0,0.0667,0.0091,6,10,1,0.1333,1.3554,8,0,0.3813,0.0916,2818,2601,2968,2266,3234,0.4943,0.4947,0.4945,0.4941,0.1617,0.4945,0.4941,0.4954,0.4948,3234,8.1339,10,?,?,?,0.0029,6,0.276,?,?,2751.25,?,0,0.2225,0,8,?,2266
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.9252,0.7788,1.3906,0.8202,0.0197,0.9206,0.9252,0.7698,0.0063,2.7815,25.0514,24.5001,12.6667,0.0556,0.2013,0.0486,0.79,57.5772,48.464,71.827,0.7454,67.6874,28.6976,42889,52.6025,43649,0.7899,72.1275,46.4618,45.1425,0.7253,4.4328,3,0.0018,0.0037,0.0033,3,0.0059,760,0.0402,0.1143,3,0.9986,1.9499,?,?,?,0.0032,0.0026,0.0005,0.0046,323.229,0.1699,4.4471,0.2911,0.0695,0.1158,0.0717,0.839,3.9124,0.1038,0.0168,0.0177,0.9999,0.0278,720,0.005,0.9923,0.8182,0,0.0028,0.2884,308,338,1,0.0046,0.272,325,0.1433,0.1207,0.179,439,340,1366,317,1694,0,0,0,0,0.8021,0,0,0,0,1730,323.461,341,?,?,?,0.0089,306,0.8103,?,?,771,?,0,0.0421,0,322,?,177
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0.5,0,0,0.344,0,0.4786,0,0,0.0138,0,18.2654,1.0373,21.7803,0,0.2333,0.0079,0,29.9583,28.8949,32.7683,0,31.8975,0.3731,4478,29.1333,4478,0,32.7683,27.9644,27.9644,0.0169,1.5402,3.6929,0.0009,0.0069,0.0027,3,0.0103,509,0,0.3019,4,0.8533,0.2212,0.0714,0.0232,0.0162,0.0018,0.0039,0.0373,0.0079,98.6752,0,3.0433,0,0.0767,0.3019,0,0,3.0433,0.3884,0.1137,0,0.8412,0,509,0.0353,1,1,0,0.0079,0,89,108,1,0.0079,0,99,0.2774,0.2139,0.0538,4023,4014,4126,4003,4197,0.0043,0.0303,0.0101,0.002,0,0.0285,0.0003,0.2667,0.0812,4197,98.7534,108,0.0282,0.006,0.1669,0.0185,90,0,3.8711,0.2063,4057.7143,0.019,0.6167,0.0728,0.1249,99,0.7453,4003
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.9843,0.9797,2.677,0.9236,0.0537,0.9629,0.9843,0.9641,0.0012,3.3562,3650.67,141.382,17107.2,0.0174,2.8186,0.0354,0.9809,105.4726,87.8,135.2222,0.2064,118.1111,146.78,970955,106.4444,974465,0.9938,138.8571,83,75.375,0.7785,1.5773,3,0.0002,0.0009,0.0005,3,0.0033,3510,0.0866,0.1839,3,1.1866,2.9298,?,?,?,0.0004,0.0006,0.4453,0.0009,1496.44,0.3273,6.2505,0.5227,0.3757,0.2315,0.1043,1,6.0492,0.2178,0.0036,0.0036,1.0171,0.0041,3450,0.0508,0.9995,0.9444,0,0.0006,0.1132,0,1702,1,0.0009,0.0793,1685,0.1819,0.5427,0.169,12,7,18,6,22,0.0011,0.0278,0.0087,0,0.9991,0.0194,0,0.5,0.0485,55,1468.5,1703,?,?,?,0.0036,0,1,?,?,13.9091,?,0,0.4043,0,1674,?,2
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.9258,0.7805,1.3926,0.8223,0.02,0.9343,0.9258,0.7702,0.0061,2.8374,22.1683,24.2421,49.6294,0.0556,13.1308,0.0486,0.7908,49.3719,46.5436,54.6644,0.7434,50.7221,28.4488,42889,47.4171,43649,0.7903,67.1581,44.7418,42.3344,1.3824,3.9088,3,0.0017,0.0035,0.0034,3,0.006,760,0.0425,0.1338,3,0.9954,0.1672,?,?,?,0.0032,0.0026,0.0567,0.0046,324.785,0.1731,4.5612,0.3039,0.0399,0.1321,0.0802,0.8357,4.0211,0.1075,0.0168,0.0177,0.9995,0.0276,720,0.0004,0.9924,0.8,0,0.0028,0.2866,308,341,1,0.0046,0.2692,325,0.1627,0.1384,0.1116,298,257,428,244,538,0,0,0,0,0.8024,0,0,0,0,3383,322.173,343,?,?,?,0.0098,304,0.812,?,?,475.0476,?,0,0.072,0,322,?,228
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0.8844,0.8147,1.2845,0.8884,0,0.9121,0.8844,0.8147,0.022,0,1.5387,2.4561,2.4871,0,0.3175,0.1,0.8147,67.7621,67.1763,69.3069,0.8147,69.3069,1.9042,865,68.4646,865,0.8147,69.3069,66.1004,66.1004,0.004,0.0001,3,0.0104,0.0104,0.126,3,0.1328,170,0,0,3,0.9875,0.3632,0.0952,0.1769,0.0409,0.022,0.0104,0.0074,0.022,64.3116,0.0526,0,0.0526,0.1017,0,0.0526,0.8148,0,0.2632,0.1965,0,0.9824,0,170,0.0073,1,1,0,0.0118,0.3581,56,73,1,0.022,0,64,0.0356,0.1357,0.0181,4840,4832,4879,4832,4879,0.2417,0.2417,0.2417,0.2417,0.8147,0.2417,0.2417,0.2417,0.2417,4879,64.4446,73,0.0857,0.0231,1.2022,0.141,56,0.8148,0.3581,0.3068,4845.75,0.013,0,0.1028,0,64,0.3581,4832
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.6632,0.8846,1.4088,0.9142,0.0045,0.9396,0.897,0.88,0.0105,0,1,4.5762,1.2808,0.0556,9.9459,0.1,0.8845,78.2146,61.4895,89.0019,0.8749,89.0019,4.7498,3610,84.1525,3630,0.8847,89.0019,61.4895,61.4895,0.0132,0.0269,3,0.0017,0.0053,0.0152,3,0.0233,380,0,0,3,0.9968,0,0.1066,0.1845,0.0199,0.0105,0.0037,0.0172,0.0105,158.529,0,0,0,0.0603,0.3612,0,0.8891,2.1916,0.0651,0.0997,0.0055,0.997,1.0418,360,0.0013,0.4639,0,0,0.0056,0.3424,146,171,1,0.0105,1.1095,159,0.2279,0.0824,0.1533,4838,4715,4858,4715,4858,0.1562,0.1608,0.1608,0.1561,0.8888,0.161,0.1561,0.1712,0.1658,4858,158.575,171,0.0922,0.0102,1.4052,0.0374,146,0.889,0.5056,0.3027,4803.6667,0.0082,0,0.0624,0,159,0.5056,4715
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.9322,0.7945,1.4782,0.8191,0.0186,0.937,0.9322,0.7858,0.0051,2.8278,27.4315,26.9294,93.8012,0.05,11.0332,0.0433,0.8049,65.494,55.7685,81.5378,0.769,75.9308,31.9688,60464,59.0286,61409,0.8043,91.9697,54.0882,51.2383,0.9379,4.5109,3,0.0013,0.0029,0.0028,3,0.0048,945,0.042,0.1558,3,0.9928,0.1605,?,?,?,0.0025,0.0021,0.0769,0.0037,408.482,0.1689,4.8069,0.3089,0.0388,0.1515,0.0701,0.8545,4.2763,0.1029,0.0149,0.0156,0.9996,0.024,900,0.0003,0.9937,0.8,0,0.0022,0.267,388,429,1,0.0037,0.249,408,0.1753,0.1407,0.187,438,256,1205,245,1229,0,0,0,0,0.815,0,0,0,0,2540,405.345,425,?,?,?,0.0074,389,0.8248,?,?,718.5455,?,0,0.0839,0,408,?,146
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.0053,0.4777,0.1848,0.1208,0.1082,0.6238,0.3542,0.8925,0.0775,0.0092,3.4575,23.8656,0.7752,24.5913,0.1939,0.2982,0.0066,0.3887,29.0122,28.0805,32.6405,0.0004,31.011,0.2326,3795,29.318,4103,0.3799,32.6405,23.8517,23.8517,0.1729,0.8697,5.0044,0,0.0053,0.0005,4,0.0048,1090,0.2048,0.4029,6,0.8499,0.204,0.4667,0.0142,0.0055,0.0003,0.0016,0.0283,0.0034,193.204,0.2619,3.0136,1,0.0548,0.4895,0,1,2.4615,0.3523,0.2406,0.0812,0.8486,0.6025,913,0.0255,0.483,0,0,0.0022,0.4159,180,207,1,0.0034,0.9319,193,0.3972,0.2287,0.0942,3723,3590,3810,2138,3847,0.0541,0.1729,0.1071,0.0267,0.5581,0.1295,0.0017,0.9364,0.2451,3847,193.109,206,0.1567,0.0013,0.306,0.0121,180,0.712,3.2352,0.3406,3463.6667,0.0545,0.1202,0.0513,0.0296,193,2.9908,2138
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0027,0.08,0.6662,1.1401,0.6992,0.0955,0.8216,0.92,0.6562,0.026,3.3377,20.1135,25.538,13.3454,0,0.272,0.0952,0.7115,55.0988,47.6273,59.1153,0.646,59.1153,29.008,28738,58.5537,28738,0.693,59.1153,47.6273,47.6273,0.0451,2.454,2.1043,0.0007,0.011,0.0079,2,0.008,231,0.1565,0.2491,3,0.9954,0.2447,?,?,?,0.0087,0.0076,0.0023,0.0195,92.3405,0.2535,5.1182,0.8406,0.0881,0.3597,0.1278,0.9824,4.8279,0.2284,0.008,0,0.9976,0,231,0.0018,1,1,0,0.0087,0.2994,82,103,1,0.0195,0,92,0.0019,0.2126,0.096,3146,2948,3292,2948,3292,0,0,0,0,0.7278,0,0,0,0,3292,92.3144,103,?,?,?,0.008,82,0.7799,?,?,3128.6667,?,0.3345,0.0912,0.1453,92,?,2948
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.0047,0.7512,0.1834,0.5796,0.5435,0.5254,0.5843,0.0047,0.1481,0.0029,0,1803.81,27.4735,721.308,0.3333,0.0081,0.0058,0.2623,35.1401,30.1651,43.2071,0.0862,39.0376,34.6561,445599,33.2317,448371,0.2176,43.2071,30.059,30.059,0.7822,3.3285,2,0.0014,0.0014,0.0047,2,0.0047,2772,0,0,2,0.9972,2.3821,?,?,?,0.0029,0.0014,0.0008,0.0029,510.125,0.0016,0,0.0016,0.2693,0,0.0016,0.984,0,0.8979,0.0047,0.0062,8.4629,0,2079,3.5286,1,1,0,0.001,0.5894,516,570,1,0.0029,0,536.5,0,0.1342,0.1476,956,627,3588,533,3936,0,0,0,0,0.2985,0.0011,0,0.0272,0.0025,3936,549.308,559,?,?,?,0.0047,526,0.4156,?,?,1928,?,0,0.0413,0,546,?,533
