@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC

@DATA
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.0017,0.6493,0.1448,0.999,0.1268,20.7406,0.0159,0,0.5,0.9762,0,0.9705,0.228,0,0,0
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0,0.4281,0.9805,0.8692,0.0292,0.8503,0.6007,43.0345,0.2238,0.3987,31.2101,0.5616,0.1515,0.0252,0.0029,26.2143
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,1.2166,0.0365,0.7437,0,10.6272,0.8831,41.223,1,0.996,41.223,0.6236,0.0948,0.0059,0.288,41.223
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0144,0.4951,0.7275,0.627,0.0917,0.6667,0.2983,41.2874,0.3748,0.5022,35.0015,0.3114,0.1826,0.016,0.0367,28.2222
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0318,0.7162,0.677,0.5971,0.1709,0.1962,0.1209,28.1299,0.2404,0.4244,23.6705,0.1567,0.2453,0.0087,0.007,21.0724
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.0148,0.6169,0.7145,0.6329,0.105,0.369,0.2331,24.6909,0.4999,0.4894,9.1153,0.3083,0.1742,0.0235,0.0055,5.1923
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.1983,1.002,1.0441,0.8301,0.2162,2.8484,0.8258,35.423,0.2269,0.4517,31.2967,0.8199,0,0.0036,0.0842,30.3244
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0013,0.7966,1.3182,0.9363,0.0541,1.6599,0.6204,9.9467,0.3217,0.2687,9.9467,0.626,0.2054,0.0009,0.0035,9.9467
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.1557,2.8407,0.5459,0.064,0.8527,0.0691,0,0.3589,0.0551,0,0.1609,0.0511,0.0032,0.0037,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.0004,0.396,0.664,0.7856,0.0994,0.2883,0.1805,22.0322,0.2939,0.5297,19.9327,0.5329,0.104,0.0055,0.0212,17.8332
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.0001,2.2699,0.9777,0.9919,0.4475,11.4053,0.8552,124.2632,0.5,0.4877,112.0238,0.7346,0.2988,0.0034,0.5591,98.1912
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0004,0.1785,0.454,0.393,0.0399,0.443,0.0615,12.3916,0.2404,0.4092,8.175,0.0144,0.0428,0.0557,0.0133,6.5042
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,1.9549,0.4716,0.9965,0.031,8.2558,0.8894,54.8291,0.4999,0.7982,44.5412,0.9496,0.2954,0.0104,0.4411,39.9608
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0007,0.1863,0.434,0.3646,0.0417,0.3415,0.0806,11.8522,0.2106,0.4093,7.9491,0.0044,0.0382,0.1774,0.3006,6.9921
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.0036,1.9933,1.2614,0.9546,0.2382,1.6847,0.9758,1255.4444,0.5283,0.383,476.2821,0.9249,0.1616,0.064,0.559,295.0413
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.0004,0.3904,0.7092,0.8503,0.1206,0.3842,0.1273,15.2661,0.4419,0.3757,11.1738,0.6128,0.1541,0.0241,0.0096,10.2972
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.0109,0.2655,0.8989,0.5295,0.0487,2.4216,0.3052,0,0.1745,0.3506,0,0.2335,0.0905,0,0,0
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0127,5.9663,1.2063,0.9952,0.3128,8.2253,0.9911,0,0.6587,0.4062,0,0.9444,0.229,0,0,0
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.0013,0.4719,0.7865,0.6805,0.0676,0.7852,0.3337,52.9949,0.1994,0.4841,39.7317,0.4483,0.1031,0.0176,0.0519,35.014
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0187,0.2165,0.7422,0.3247,0.0468,2.2414,0.2762,10.4646,0.9999,0.3973,9.2627,0.1187,0.065,0,0,8.897
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.017,0.1654,0.6186,0.2242,0.1112,0.4198,0.0181,31.6459,0.135,0.4628,28.6541,0.0252,0.0691,0.045,0.0771,28.0907
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.0015,0.3789,0.721,0.6197,0.0781,0.529,0.2069,10.1061,1,0.507,8.0545,0.4828,0.1266,0.0278,0.0047,6.9847
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0207,0.2369,0.7008,0.4588,0.0586,0.56,0.1658,11.6062,0.2927,0.3588,11.1745,0.1654,0.086,0.0553,0.0035,10.943
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0278,0.2218,0.6256,0.506,0.0703,1.8427,0.143,0,0.4123,0.3706,0,0.1557,0.0603,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.0006,0.4532,0.6123,0.7696,0.0839,0.4407,0.1486,19.1841,0.3215,0.5491,16.2003,0.5357,0.1006,0.0194,0.0147,12.1776
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0001,0.1822,0.4117,0.3671,0.0407,0.1834,0.0718,11.8801,0.1579,0.4056,7.0779,0.0104,0.0385,0.0028,0.008,6.1107
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.8762,1.0295,0.7373,0.0011,1.9154,0.7903,0,1,0.4493,0,0.5921,0.0716,0.0058,0.1897,0
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.3785,1.0499,0.8473,0.0239,0.8846,0.5673,0,0.1923,0.3463,0,0.6145,0.1585,0.0035,0.0022,0
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,3.795,0.6954,1,0.0231,3418.74,0.6352,0,0.5,0.5832,0,0.9987,0.2697,0,0,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0,0.3362,0.959,0.8405,0.0209,2.0274,0.4945,117,0.2565,0.3621,36.7547,0.4122,0.164,0.0335,0.0006,16.5
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.0149,0.2314,0.7889,0.4649,0.0628,0.4085,0.1174,13.5385,0.438,0.4177,7.1312,0.1209,0.0712,0.01,0.0051,6.1366
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.0003,0.2134,1.9995,0.5937,0.0611,2.6286,0.1502,0,0.6579,0.0973,0,0.2868,0.0724,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.0226,0.7075,0.6792,0.5934,0.1702,0.162,0.1379,35.4611,0.2404,0.4341,29.2082,0.1573,0.2424,0.0078,0.0129,27.7891
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.0695,0.9353,1.0497,0.8016,0.073,3.8846,0.8086,34.1414,0.08,0.4431,33.8147,0.7975,0,0.0147,0.0796,33.763
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.0267,1.5604,0.7479,0.3373,0.0699,0.1581,0.1065,18.5185,0.3205,0.4539,5.9673,0.1253,0.2306,0.0023,0.0096,3.5238
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,1.1958,1.0137,0.9646,0.0362,1.506,0.9285,13.0794,0.4568,0.4784,12.3339,0.7383,0.3207,0.0202,0.375,11.6255
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.0293,0.567,0.6622,0.5886,0.0811,0.7283,0.1436,24.1161,0.2414,0.3834,17.9711,0.5504,0.1831,0.421,0.441,14.233
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0132,0.908,0.809,0.7509,0.1773,0.4567,0.2174,0,0.5,0.4474,0,0.2338,0.1844,0.048,0.1718,0
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.0002,1.1665,0.5022,0.8536,0.1015,1.2812,0.3719,38.5423,0.4642,0.6506,15.3728,0.8224,0.2553,0.0018,0.0076,4.9259
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.0011,0.4533,1.0739,0.8736,0.027,2.3088,0.6162,137.25,0.1602,0.3535,41.2231,0.4354,0.1592,0,0,8.6667
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.0114,0.2941,0.848,0.3909,0.0478,0.3095,0.3399,49.2367,0.2792,0.3649,38.188,0.1062,0.0733,0.0127,0.0308,33.9224
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.154,2.8706,0.513,0.062,1.5041,0.0669,0,0.3432,0.0539,0,0.1451,0.0395,0.0111,0.007,0
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0076,5.4899,1.228,0.9952,0.3149,4.1021,0.9899,0,0.616,0.3975,0,0.9466,0.2287,1.4142,0,0
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.0063,1.9172,0.71,0.4062,0.2527,0.5144,0.1331,47.7089,0.4496,0.4675,32.6128,0.1484,0.1379,0.0021,0.0038,17.5167
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0,0.2924,0.5472,0.6918,0,57.8583,0.3938,58.8771,0,0.5956,53.7862,0.6918,0.0012,0.0011,0.1363,50.6265
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0085,3.3885,0.4991,0.9946,0.0575,30.2163,0.9614,0,0.5,0.7923,0,0.9837,0.3269,0,0,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0033,0.2679,0.7612,0.152,0.1107,0.4246,0.0925,36.2291,0.1441,0.4078,34.5179,0.0096,0.0554,0.0541,0.0852,34.2391
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.001,0.9419,0.9713,0.9557,0.0696,0.7579,0.8949,33.4757,0.5,0.4914,28.3359,0.8308,0.2933,0.0009,0.0058,25.5311
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,1.2863,0.6835,0.9824,0,5.3382,0.9587,528.4,0.1855,0.6731,459.5667,0.9329,0.2542,0.0491,1.4142,382.3
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.0002,0.6176,0.3021,0.9548,0.0032,2.9324,0.07,26.8957,0.2779,0.9051,24.0096,0.8713,0.225,0,0,23.1528
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0145,0.5649,0.2473,0.9916,0.1747,3.6284,0.0489,23.704,0.5,0.934,23.704,0.9426,0.2174,0,0,23.704
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,3.7954,0.6954,1,0.0232,3342.19,0.6355,0,0.5,0.5833,0,0.9987,0.2698,0,0,0
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0031,0.6063,0.2487,0.9776,0.0611,3.6372,0.8604,0,0.2848,0.9124,0,0.9237,0.217,0.0027,0.0524,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.0015,0.3831,0.7219,0.6196,0.0786,0.3677,0.2076,8.2434,1,0.5069,7.0869,0.4774,0.1257,0.0077,0.0114,6.4921
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,2.0692,0.5083,1,0.0811,18.8748,0.8385,26.4913,0.5,0.7597,26.4913,0.9967,0.2722,0,0,26.4913
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.0114,0.257,0.6408,0.4741,0.0573,0.61,0.1594,10.5509,0.275,0.3613,10.5509,0.1435,0.0757,0.2773,0.4411,10.5509
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005,0.9959,1.1142,0.9482,0.0683,2.8808,0.9544,0,0.4454,0.4368,0,0.8792,0.3145,0.0068,0.0006,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.0016,0.3868,0.827,0.7264,0.0849,0.4487,0.2993,20.2853,0.3296,0.4925,6.4141,0.337,0.1211,0.1245,0.3319,4.5048
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0,3.2317,1.9768,0.9897,0.2866,12.9728,0.7799,0,0.5,0.1581,0,0.8382,0.3374,0.0046,0.4902,0
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0022,1.1195,0.7216,0.696,0.2038,2.1437,0.1886,0,0.4274,0.477,0,0.2003,0.1627,0.395,1.4142,0
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0024,0.266,0.7268,0.0906,0.1306,0.1945,0.0219,24.709,0.1504,0.3534,16.7079,0.0022,0.018,0.0231,0.0357,14.196
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0028,1.9304,1.2592,0.9428,0.218,0.552,0.9701,609.0857,0.5198,0.3827,392.0489,0.915,0.1617,0.0009,0.0044,272.922
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0,0.4279,0.9063,0.9733,0.0209,2.9194,0.5233,26.3333,0.0946,0.4062,12.6373,0.8109,0.1483,0,0,7
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0218,0.7758,0.7707,0.5103,0.0965,0.7669,0.2608,24.3692,0.447,0.4424,13.6933,0.2633,0.1798,0.1895,0.3318,9.4085
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0015,0.4279,0.1733,0.9988,0.1381,7.1638,0.0236,0,0.5,0.9664,0,0.962,0.2282,0,0,0
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.0131,1.0819,1.5489,0.9256,0.0424,0.6164,0.6614,0,0.1729,0.1899,0,0.8535,0.1523,0.0389,0.1625,0
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0004,0.3824,0.7139,0.8644,0.1188,0.8086,0.1291,21,0.4531,0.3733,13.3725,0.6643,0.1566,0.1467,0.667,11.5267
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0013,0.709,0.5859,0.5788,0.0963,0.6317,0.1305,54.5716,0.2659,0.3854,36.4395,0.1137,0.0986,0.0182,0.0425,32.3748
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.0072,0.6113,0.1487,0.9956,0.1213,22.0115,0.0168,0,0.5,0.975,0,0.9695,0.2308,0,0,0
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.0056,0.3995,0.7425,0.7014,0.0343,0.3345,0.2298,229.5278,0.3037,0.4632,27.7746,0.4867,0.0831,0.0059,0.0149,7.5597
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0001,13.8139,0.9598,0.9998,0.256,13.1607,0.9842,0,0.5,0.5178,0,0.9765,0.3198,0,0,0
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.0005,0.3969,0.7214,0.8747,0.1189,0.3763,0.1277,17.1117,0.4512,0.3682,14.6553,0.6556,0.1536,0.0056,0.0048,14.0652
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.0007,0.5775,0.4974,0.8945,0.0056,1.9984,0.1682,30.1427,0.1197,0.7744,25.8731,0.8227,0.2267,0.1286,0.5591,23.9798
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0026,0.2642,0.7225,0.0909,0.1309,0.1238,0.0148,18.9614,0.1508,0.3535,9.6923,0.0027,0.0186,0.0101,0.0165,9.0272
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.4804,0.9831,0.8866,0.022,2.7114,0.585,0,0.1345,0.3881,0,0.7644,0.1638,0,0,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.0155,0.5803,0.7358,0.6351,0.0652,0.5076,0.2605,9.5281,0.4996,0.487,5.2395,0.3059,0.1515,0.0234,0.004,3
