@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
Qq2k3k3v20v20m200s1,1,1,0.485,20,1.061856,200,3,40,30,0.263333,20,0.473333,200,1.51,0.248333,3,1200
Qq2k3k3v20v20m200s2,1,1,0.506667,20,0.973684,200,3,40,30,0.253333,20,0.493333,200,1.44,0.26,3,1200
Qq2k3k3v20v20m200s3,1,1,0.5025,20,0.99005,200,3,40,30,0.251667,20,0.496667,200,1.475,0.254167,3,1200
Qq2k3k3v20v20m200s4,1,1,0.5125,20,0.95122,200,3,40,30,0.235833,20,0.528333,200,1.51,0.248333,3,1200
Qq2k3k3v20v20m200s5,1,1,0.513333,20,0.948052,200,3,40,30,0.2425,20,0.515,200,1.465,0.255833,3,1200
Qq2k3k3v20v20m200s6,1,1,0.511667,20,0.954397,200,3,40,30,0.241667,20,0.516667,200,1.48,0.253333,3,1200
Qq2k3k3v20v20m200s7,1,1,0.4975,20,1.01005,200,3,40,30,0.255833,20,0.488333,200,1.48,0.253333,3,1200
Qq2k3k3v20v20m200s8,1,1,0.510833,20,0.957586,200,3,40,30,0.2325,20,0.535,200,1.54,0.243333,3,1200
Qq2k3k3v20v20m200s9,1,1,0.504167,20,0.983471,200,3,40,30,0.246667,20,0.506667,200,1.495,0.250833,3,1200
Qq2k3k3v20v20m240s10,1,1,0.513889,20,0.945946,240,3,40,36,0.239583,20,0.520833,240,1.479167,0.253472,3,1440
Qq2k3k3v20v20m240s1,1,1,0.482639,20,1.071942,240,3,40,36,0.263889,20,0.472222,240,1.520833,0.246528,3,1440
Qq2k3k3v20v20m240s2,1,1,0.501389,20,0.99446,240,3,40,36,0.252778,20,0.494444,240,1.475,0.254167,3,1440
Qq2k3k3v20v20m240s3,1,1,0.495139,20,1.019635,240,3,40,36,0.257639,20,0.484722,240,1.483333,0.252778,3,1440
Qq2k3k3v20v20m240s4,1,1,0.514583,20,0.94332,240,3,40,36,0.232639,20,0.534722,240,1.516667,0.247222,3,1440
Qq2k3k3v20v20m240s5,1,1,0.511806,20,0.953867,240,3,40,36,0.24375,20,0.5125,240,1.466667,0.255556,3,1440
Qq2k3k3v20v20m240s6,1,1,0.503472,20,0.986207,240,3,40,36,0.24375,20,0.5125,240,1.516667,0.247222,3,1440
Qq2k3k3v20v20m240s7,1,1,0.488889,20,1.045455,240,3,40,36,0.258333,20,0.483333,240,1.516667,0.247222,3,1440
Qq2k3k3v20v20m240s8,1,1,0.511806,20,0.953867,240,3,40,36,0.235417,20,0.529167,240,1.516667,0.247222,3,1440
Qq2k3k3v20v20m240s9,1,1,0.503472,20,0.986207,240,3,40,36,0.246528,20,0.506944,240,1.5,0.25,3,1440
Qq2k3k3v20v20m280s10,1,1,0.51369,20,0.946698,280,3,40,42,0.23869,20,0.522619,280,1.485714,0.252381,3,1680
Qq2k3k3v20v20m280s1,1,1,0.485714,20,1.058824,280,3,40,42,0.264881,20,0.470238,280,1.496429,0.250595,3,1680
Qq2k3k3v20v20m280s2,1,1,0.493452,20,1.026538,280,3,40,42,0.253571,20,0.492857,280,1.517857,0.247024,3,1680
Qq2k3k3v20v20m280s3,1,1,0.496429,20,1.014388,280,3,40,42,0.258929,20,0.482143,280,1.467857,0.255357,3,1680
Qq2k3k3v20v20m280s4,1,1,0.504762,20,0.981132,280,3,40,42,0.239286,20,0.521429,280,1.535714,0.244048,3,1680
Qq2k3k3v20v20m280s5,1,1,0.509524,20,0.962617,280,3,40,42,0.249405,20,0.50119,280,1.446429,0.258929,3,1680
Qq2k3k3v20v20m280s6,1,1,0.494643,20,1.021661,280,3,40,42,0.253571,20,0.492857,280,1.510714,0.248214,3,1680
Qq2k3k3v20v20m280s7,1,1,0.494048,20,1.024096,280,3,40,42,0.256548,20,0.486905,280,1.496429,0.250595,3,1680
Qq2k3k3v20v20m280s8,1,1,0.501786,20,0.992883,280,3,40,42,0.242857,20,0.514286,280,1.532143,0.244643,3,1680
Qq2k3k3v20v20m280s9,1,1,0.502381,20,0.990521,280,3,40,42,0.248214,20,0.503571,280,1.496429,0.250595,3,1680
Qq2k3k3v20v20m320s10,1,1,0.504167,20,0.983471,320,3,40,48,0.246875,20,0.50625,320,1.49375,0.251042,3,1920
Qq2k3k3v20v20m320s1,1,1,0.491146,20,1.036055,320,3,40,48,0.2625,20,0.475,320,1.478125,0.253646,3,1920
Qq2k3k3v20v20m320s2,1,1,0.495833,20,1.016807,320,3,40,48,0.25625,20,0.4875,320,1.4875,0.252083,3,1920
Qq2k3k3v20v20m320s3,1,1,0.491146,20,1.036055,320,3,40,48,0.261979,20,0.476042,320,1.48125,0.253125,3,1920
Qq2k3k3v20v20m320s4,1,1,0.513542,20,0.947262,320,3,40,48,0.235417,20,0.529167,320,1.50625,0.248958,3,1920
Qq2k3k3v20v20m320s5,1,1,0.508333,20,0.967213,320,3,40,48,0.245313,20,0.509375,320,1.478125,0.253646,3,1920
Qq2k3k3v20v20m320s6,1,1,0.497396,20,1.010471,320,3,40,48,0.25,20,0.5,320,1.515625,0.247396,3,1920
Qq2k3k3v20v20m320s7,1,1,0.491146,20,1.036055,320,3,40,48,0.257813,20,0.484375,320,1.50625,0.248958,3,1920
Qq2k3k3v20v20m320s8,1,1,0.498438,20,1.00627,320,3,40,48,0.244792,20,0.510417,320,1.540625,0.243229,3,1920
Qq2k3k3v20v20m320s9,1,1,0.504167,20,0.983471,320,3,40,48,0.25,20,0.5,320,1.475,0.254167,3,1920
Qq2k3k3v20v20m360s10,1,1,0.501389,20,0.99446,360,3,40,54,0.25,20,0.5,360,1.491667,0.251389,3,2160
Qq2k3k3v20v20m360s1,1,1,0.496759,20,1.013048,360,3,40,54,0.259259,20,0.481481,360,1.463889,0.256019,3,2160
Qq2k3k3v20v20m360s2,1,1,0.494444,20,1.022472,360,3,40,54,0.253241,20,0.493519,360,1.513889,0.247685,3,2160
Qq2k3k3v20v20m360s3,1,1,0.493519,20,1.026266,360,3,40,54,0.258796,20,0.482407,360,1.486111,0.252315,3,2160
Qq2k3k3v20v20m360s4,1,1,0.515278,20,0.940701,360,3,40,54,0.234722,20,0.530556,360,1.5,0.25,3,2160
Qq2k3k3v20v20m360s5,1,1,0.505556,20,0.978022,360,3,40,54,0.247685,20,0.50463,360,1.480556,0.253241,3,2160
Qq2k3k3v20v20m360s6,1,1,0.492593,20,1.030075,360,3,40,54,0.251389,20,0.497222,360,1.536111,0.243981,3,2160
Qq2k3k3v20v20m360s7,1,1,0.496296,20,1.014925,360,3,40,54,0.255093,20,0.489815,360,1.491667,0.251389,3,2160
Qq2k3k3v20v20m360s8,1,1,0.499537,20,1.001854,360,3,40,54,0.24537,20,0.509259,360,1.530556,0.244907,3,2160
Qq2k3k3v20v20m360s9,1,1,0.503704,20,0.985294,360,3,40,54,0.245833,20,0.508333,360,1.502778,0.249537,3,2160
Qq2k3k3v20v20m400s10,1,1,0.502083,20,0.991701,400,3,40,60,0.247917,20,0.504167,400,1.5,0.25,3,2400
Qq2k3k3v20v20m400s1,1,1,0.4925,20,1.030457,400,3,40,60,0.260417,20,0.479167,400,1.4825,0.252917,3,2400
Qq2k3k3v20v20m400s2,1,1,0.495833,20,1.016807,400,3,40,60,0.253333,20,0.493333,400,1.505,0.249167,3,2400
Qq2k3k3v20v20m400s3,1,1,0.492917,20,1.02874,400,3,40,60,0.258333,20,0.483333,400,1.4925,0.25125,3,2400
Qq2k3k3v20v20m400s4,1,1,0.514583,20,0.94332,400,3,40,60,0.235833,20,0.528333,400,1.4975,0.250417,3,2400
Qq2k3k3v20v20m400s5,1,1,0.507917,20,0.968827,400,3,40,60,0.245,20,0.51,400,1.4825,0.252917,3,2400
Qq2k3k3v20v20m400s6,1,1,0.490833,20,1.037351,400,3,40,60,0.25,20,0.5,400,1.555,0.240833,3,2400
Qq2k3k3v20v20m400s7,1,1,0.500833,20,0.996672,400,3,40,60,0.252083,20,0.495833,400,1.4825,0.252917,3,2400
Qq2k3k3v20v20m400s8,1,1,0.504167,20,0.983471,400,3,40,60,0.243333,20,0.513333,400,1.515,0.2475,3,2400
Qq2k3k3v20v20m400s9,1,1,0.503333,20,0.986755,400,3,40,60,0.245417,20,0.509167,400,1.5075,0.24875,3,2400
Qq2k3k3v20v20m80s10,1,1,0.54375,20,0.83908,80,3,40,12,0.225,20,0.55,80,1.3875,0.26875,3,480
Qq2k3k3v20v20m80s1,1,1,0.485417,20,1.060086,80,3,40,12,0.26875,20,0.4625,80,1.475,0.254167,3,480
Qq2k3k3v20v20m80s2,1,1,0.5,20,1,80,3,40,12,0.254167,20,0.491667,80,1.475,0.254167,3,480
Qq2k3k3v20v20m80s3,1,1,0.502083,20,0.991701,80,3,40,12,0.245833,20,0.508333,80,1.5125,0.247917,3,480
Qq2k3k3v20v20m80s4,1,1,0.5375,20,0.860465,80,3,40,12,0.235417,20,0.529167,80,1.3625,0.272917,3,480
Qq2k3k3v20v20m80s5,1,1,0.520833,20,0.92,80,3,40,12,0.24375,20,0.5125,80,1.4125,0.264583,3,480
Qq2k3k3v20v20m80s6,1,1,0.525,20,0.904762,80,3,40,12,0.233333,20,0.533333,80,1.45,0.258333,3,480
Qq2k3k3v20v20m80s7,1,1,0.497917,20,1.008368,80,3,40,12,0.254167,20,0.491667,80,1.4875,0.252083,3,480
Qq2k3k3v20v20m80s8,1,1,0.485417,20,1.060086,80,3,40,12,0.235417,20,0.529167,80,1.675,0.220833,3,480
Qq2k3k3v20v20m80s9,1,1,0.491667,20,1.033898,80,3,40,12,0.245833,20,0.508333,80,1.575,0.2375,3,480
Qq2k3k3v50v50m1000s10,1,1,0.497167,50,1.011398,1000,3,100,60,0.251,50,0.498,1000,1.511,0.248167,3,6000
Qq2k3k3v50v50m1000s1,1,1,0.498833,50,1.004678,1000,3,100,60,0.2545,50,0.491,1000,1.48,0.253333,3,6000
Qq2k3k3v50v50m1000s2,1,1,0.5025,50,0.99005,1000,3,100,60,0.249667,50,0.500667,1000,1.487,0.252167,3,6000
Qq2k3k3v50v50m1000s3,1,1,0.496667,50,1.013423,1000,3,100,60,0.255333,50,0.489333,1000,1.488,0.252,3,6000
Qq2k3k3v50v50m1000s4,1,1,0.505167,50,0.979545,1000,3,100,60,0.243667,50,0.512667,1000,1.507,0.248833,3,6000
Qq2k3k3v50v50m1000s5,1,1,0.505333,50,0.978892,1000,3,100,60,0.247667,50,0.504667,1000,1.482,0.253,3,6000
Qq2k3k3v50v50m1000s6,1,1,0.492333,50,1.031144,1000,3,100,60,0.251,50,0.498,1000,1.54,0.243333,3,6000
Qq2k3k3v50v50m1000s7,1,1,0.504667,50,0.981506,1000,3,100,60,0.249667,50,0.500667,1000,1.474,0.254333,3,6000
Qq2k3k3v50v50m1000s8,1,1,0.492333,50,1.031144,1000,3,100,60,0.253167,50,0.493667,1000,1.527,0.2455,3,6000
Qq2k3k3v50v50m1000s9,1,1,0.505,50,0.980198,1000,3,100,60,0.2505,50,0.499,1000,1.467,0.2555,3,6000
Qq2k3k3v50v50m200s10,1,1,0.515833,50,0.938611,200,3,100,12,0.238333,50,0.523333,200,1.475,0.254167,3,1200
Qq2k3k3v50v50m200s1,1,1,0.485,50,1.061856,200,3,100,12,0.263333,50,0.473333,200,1.51,0.248333,3,1200
Qq2k3k3v50v50m200s2,1,1,0.506667,50,0.973684,200,3,100,12,0.253333,50,0.493333,200,1.44,0.26,3,1200
Qq2k3k3v50v50m200s3,1,1,0.5025,50,0.99005,200,3,100,12,0.251667,50,0.496667,200,1.475,0.254167,3,1200
Qq2k3k3v50v50m200s4,1,1,0.5125,50,0.95122,200,3,100,12,0.235833,50,0.528333,200,1.51,0.248333,3,1200
Qq2k3k3v50v50m200s5,1,1,0.513333,50,0.948052,200,3,100,12,0.2425,50,0.515,200,1.465,0.255833,3,1200
Qq2k3k3v50v50m200s6,1,1,0.511667,50,0.954397,200,3,100,12,0.241667,50,0.516667,200,1.48,0.253333,3,1200
Qq2k3k3v50v50m200s7,1,1,0.4975,50,1.01005,200,3,100,12,0.255833,50,0.488333,200,1.48,0.253333,3,1200
Qq2k3k3v50v50m200s8,1,1,0.510833,50,0.957586,200,3,100,12,0.2325,50,0.535,200,1.54,0.243333,3,1200
Qq2k3k3v50v50m200s9,1,1,0.504167,50,0.983471,200,3,100,12,0.246667,50,0.506667,200,1.495,0.250833,3,1200
Qq2k3k3v50v50m300s10,1,1,0.508889,50,0.965066,300,3,100,18,0.244444,50,0.511111,300,1.48,0.253333,3,1800
Qq2k3k3v50v50m300s1,1,1,0.488889,50,1.045455,300,3,100,18,0.263333,50,0.473333,300,1.486667,0.252222,3,1800
Qq2k3k3v50v50m300s2,1,1,0.495,50,1.020202,300,3,100,18,0.252222,50,0.495556,300,1.516667,0.247222,3,1800
Qq2k3k3v50v50m300s3,1,1,0.496111,50,1.015677,300,3,100,18,0.258889,50,0.482222,300,1.47,0.255,3,1800
Qq2k3k3v50v50m300s4,1,1,0.507778,50,0.969365,300,3,100,18,0.238333,50,0.523333,300,1.523333,0.246111,3,1800
Qq2k3k3v50v50m300s5,1,1,0.507222,50,0.971522,300,3,100,18,0.249444,50,0.501111,300,1.46,0.256667,3,1800
Qq2k3k3v50v50m300s6,1,1,0.497778,50,1.008929,300,3,100,18,0.252778,50,0.494444,300,1.496667,0.250556,3,1800
Qq2k3k3v50v50m300s7,1,1,0.492222,50,1.031603,300,3,100,18,0.259444,50,0.481111,300,1.49,0.251667,3,1800
Qq2k3k3v50v50m300s8,1,1,0.501111,50,0.995565,300,3,100,18,0.243889,50,0.512222,300,1.53,0.245,3,1800
Qq2k3k3v50v50m300s9,1,1,0.5,50,1,300,3,100,18,0.251111,50,0.497778,300,1.493333,0.251111,3,1800
Qq2k3k3v50v50m400s10,1,1,0.502083,50,0.991701,400,3,100,24,0.247917,50,0.504167,400,1.5,0.25,3,2400
Qq2k3k3v50v50m400s1,1,1,0.4925,50,1.030457,400,3,100,24,0.260417,50,0.479167,400,1.4825,0.252917,3,2400
Qq2k3k3v50v50m400s2,1,1,0.495833,50,1.016807,400,3,100,24,0.253333,50,0.493333,400,1.505,0.249167,3,2400
Qq2k3k3v50v50m400s3,1,1,0.492917,50,1.02874,400,3,100,24,0.258333,50,0.483333,400,1.4925,0.25125,3,2400
Qq2k3k3v50v50m400s4,1,1,0.514583,50,0.94332,400,3,100,24,0.235833,50,0.528333,400,1.4975,0.250417,3,2400
Qq2k3k3v50v50m400s5,1,1,0.507917,50,0.968827,400,3,100,24,0.245,50,0.51,400,1.4825,0.252917,3,2400
Qq2k3k3v50v50m400s6,1,1,0.490833,50,1.037351,400,3,100,24,0.25,50,0.5,400,1.555,0.240833,3,2400
Qq2k3k3v50v50m400s7,1,1,0.500833,50,0.996672,400,3,100,24,0.252083,50,0.495833,400,1.4825,0.252917,3,2400
Qq2k3k3v50v50m400s8,1,1,0.504167,50,0.983471,400,3,100,24,0.243333,50,0.513333,400,1.515,0.2475,3,2400
Qq2k3k3v50v50m400s9,1,1,0.503333,50,0.986755,400,3,100,24,0.245417,50,0.509167,400,1.5075,0.24875,3,2400
Qq2k3k3v50v50m500s10,1,1,0.501333,50,0.994681,500,3,100,30,0.249,50,0.502,500,1.498,0.250333,3,3000
Qq2k3k3v50v50m500s1,1,1,0.498667,50,1.005348,500,3,100,30,0.255333,50,0.489333,500,1.476,0.254,3,3000
Qq2k3k3v50v50m500s2,1,1,0.503333,50,0.986755,500,3,100,30,0.249333,50,0.501333,500,1.484,0.252667,3,3000
Qq2k3k3v50v50m500s3,1,1,0.495,50,1.020202,500,3,100,30,0.252667,50,0.494667,500,1.514,0.247667,3,3000
Qq2k3k3v50v50m500s4,1,1,0.509,50,0.964637,500,3,100,30,0.240333,50,0.519333,500,1.504,0.249333,3,3000
Qq2k3k3v50v50m500s5,1,1,0.507667,50,0.969796,500,3,100,30,0.243,50,0.514,500,1.496,0.250667,3,3000
Qq2k3k3v50v50m500s6,1,1,0.492667,50,1.02977,500,3,100,30,0.248667,50,0.502667,500,1.552,0.241333,3,3000
Qq2k3k3v50v50m500s7,1,1,0.5,50,1,500,3,100,30,0.251,50,0.498,500,1.494,0.251,3,3000
Qq2k3k3v50v50m500s8,1,1,0.501,50,0.996008,500,3,100,30,0.244,50,0.512,500,1.53,0.245,3,3000
Qq2k3k3v50v50m500s9,1,1,0.504333,50,0.982816,500,3,100,30,0.245667,50,0.508667,500,1.5,0.25,3,3000
Qq2k3k3v50v50m600s10,1,1,0.499444,50,1.002225,600,3,100,36,0.249722,50,0.500556,600,1.505,0.249167,3,3600
Qq2k3k3v50v50m600s1,1,1,0.501111,50,0.995565,600,3,100,36,0.2525,50,0.495,600,1.478333,0.253611,3,3600
Qq2k3k3v50v50m600s2,1,1,0.509167,50,0.963993,600,3,100,36,0.246111,50,0.507778,600,1.468333,0.255278,3,3600
Qq2k3k3v50v50m600s3,1,1,0.496389,50,1.01455,600,3,100,36,0.251111,50,0.497778,600,1.515,0.2475,3,3600
Qq2k3k3v50v50m600s4,1,1,0.506389,50,0.974767,600,3,100,36,0.241944,50,0.516111,600,1.51,0.248333,3,3600
Qq2k3k3v50v50m600s5,1,1,0.501111,50,0.995565,600,3,100,36,0.247222,50,0.505556,600,1.51,0.248333,3,3600
Qq2k3k3v50v50m600s6,1,1,0.4925,50,1.030457,600,3,100,36,0.248611,50,0.502778,600,1.553333,0.241111,3,3600
Qq2k3k3v50v50m600s7,1,1,0.501944,50,0.992252,600,3,100,36,0.250556,50,0.498889,600,1.485,0.2525,3,3600
Qq2k3k3v50v50m600s8,1,1,0.494722,50,1.021336,600,3,100,36,0.249444,50,0.501111,600,1.535,0.244167,3,3600
Qq2k3k3v50v50m600s9,1,1,0.500278,50,0.99889,600,3,100,36,0.249167,50,0.501667,600,1.503333,0.249444,3,3600
Qq2k3k3v50v50m700s10,1,1,0.500476,50,0.998097,700,3,100,42,0.248095,50,0.50381,700,1.508571,0.248571,3,4200
Qq2k3k3v50v50m700s1,1,1,0.497619,50,1.009569,700,3,100,42,0.253333,50,0.493333,700,1.494286,0.250952,3,4200
Qq2k3k3v50v50m700s2,1,1,0.511429,50,0.955307,700,3,100,42,0.247143,50,0.505714,700,1.448571,0.258571,3,4200
Qq2k3k3v50v50m700s3,1,1,0.493571,50,1.026049,700,3,100,42,0.253571,50,0.492857,700,1.517143,0.247143,3,4200
Qq2k3k3v50v50m700s4,1,1,0.506667,50,0.973684,700,3,100,42,0.243095,50,0.51381,700,1.501429,0.249762,3,4200
Qq2k3k3v50v50m700s5,1,1,0.500952,50,0.996198,700,3,100,42,0.248571,50,0.502857,700,1.502857,0.249524,3,4200
Qq2k3k3v50v50m700s6,1,1,0.495238,50,1.019231,700,3,100,42,0.247381,50,0.505238,700,1.544286,0.242619,3,4200
Qq2k3k3v50v50m700s7,1,1,0.50381,50,0.984877,700,3,100,42,0.25,50,0.5,700,1.477143,0.25381,3,4200
Qq2k3k3v50v50m700s8,1,1,0.494524,50,1.022147,700,3,100,42,0.251429,50,0.497143,700,1.524286,0.245952,3,4200
Qq2k3k3v50v50m700s9,1,1,0.502381,50,0.990521,700,3,100,42,0.251429,50,0.497143,700,1.477143,0.25381,3,4200
Qq2k3k3v50v50m800s10,1,1,0.497708,50,1.009209,800,3,100,48,0.249167,50,0.501667,800,1.51875,0.246875,3,4800
Qq2k3k3v50v50m800s1,1,1,0.500625,50,0.997503,800,3,100,48,0.254167,50,0.491667,800,1.47125,0.254792,3,4800
Qq2k3k3v50v50m800s2,1,1,0.509583,50,0.962388,800,3,100,48,0.247292,50,0.505417,800,1.45875,0.256875,3,4800
Qq2k3k3v50v50m800s3,1,1,0.491042,50,1.036487,800,3,100,48,0.257708,50,0.484583,800,1.5075,0.24875,3,4800
Qq2k3k3v50v50m800s4,1,1,0.503125,50,0.987578,800,3,100,48,0.246042,50,0.507917,800,1.505,0.249167,3,4800
Qq2k3k3v50v50m800s5,1,1,0.503958,50,0.984291,800,3,100,48,0.247917,50,0.504167,800,1.48875,0.251875,3,4800
Qq2k3k3v50v50m800s6,1,1,0.492708,50,1.029598,800,3,100,48,0.250625,50,0.49875,800,1.54,0.243333,3,4800
Qq2k3k3v50v50m800s7,1,1,0.504583,50,0.981833,800,3,100,48,0.249375,50,0.50125,800,1.47625,0.253958,3,4800
Qq2k3k3v50v50m800s8,1,1,0.495625,50,1.017654,800,3,100,48,0.25125,50,0.4975,800,1.51875,0.246875,3,4800
Qq2k3k3v50v50m800s9,1,1,0.504583,50,0.981833,800,3,100,48,0.25,50,0.5,800,1.4725,0.254583,3,4800
Qq2k3k3v50v50m900s10,1,1,0.496481,50,1.014174,900,3,100,54,0.250741,50,0.498519,900,1.516667,0.247222,3,5400
Qq2k3k3v50v50m900s1,1,1,0.498889,50,1.004454,900,3,100,54,0.253333,50,0.493333,900,1.486667,0.252222,3,5400
Qq2k3k3v50v50m900s2,1,1,0.507037,50,0.972243,900,3,100,54,0.248148,50,0.503704,900,1.468889,0.255185,3,5400
Qq2k3k3v50v50m900s3,1,1,0.494815,50,1.020958,900,3,100,54,0.25537,50,0.489259,900,1.498889,0.250185,3,5400
Qq2k3k3v50v50m900s4,1,1,0.500556,50,0.99778,900,3,100,54,0.245926,50,0.508148,900,1.521111,0.246481,3,5400
Qq2k3k3v50v50m900s5,1,1,0.505556,50,0.978022,900,3,100,54,0.247778,50,0.504444,900,1.48,0.253333,3,5400
Qq2k3k3v50v50m900s6,1,1,0.491481,50,1.034665,900,3,100,54,0.250556,50,0.498889,900,1.547778,0.242037,3,5400
Qq2k3k3v50v50m900s7,1,1,0.503333,50,0.986755,900,3,100,54,0.249815,50,0.50037,900,1.481111,0.253148,3,5400
Qq2k3k3v50v50m900s8,1,1,0.49463,50,1.021715,900,3,100,54,0.252407,50,0.495185,900,1.517778,0.247037,3,5400
Qq2k3k3v50v50m900s9,1,1,0.504074,50,0.983835,900,3,100,54,0.250185,50,0.49963,900,1.474444,0.254259,3,5400
qshifter_3,1,1,0.5,8,1,128,1,19,46.545455,0.1,8,0.2375,128,2,0.4,4,640
qshifter_4,1,1,0.5,16,1,512,1,36,128,0.083333,16,0.1875,512,2.5,0.416667,5,3072
qshifter_5,1,1,0.5,32,1,2048,1,69,332.108108,0.071429,32,0.154018,2048,3,0.428571,6,14336
qshifter_6,1,1,0.5,64,1,8192,1,134,819.2,0.0625,64,0.130859,8192,3.5,0.4375,7,65536
qshifter_7,1,1,0.5,128,1,32768,1,263,1941.807407,0.055556,128,0.114149,32768,4,0.444444,8,294912
qshifter_8,1,1,0.5,256,1,131072,1,520,4468.363636,0.05,256,0.101563,131072,4.5,0.45,9,1310720
rankfunc10_unsigned_64,1,0.534431,0.533576,2000,0.874148,3019,2.361126,2256,7,0.407204,2000,0.535073,5649,0.158612,0.05922,0.317224,15130
rankfunc11_signed_32,1,0.586207,0.525058,1653,0.904552,2788,2.404121,1845,8,0.415729,1653,0.519953,4756,0.16148,0.059214,0.32296,12970
rankfunc12_unsigned_16,1,0.59418,0.521629,676,0.91707,1123,2.456614,740,8,0.42871,676,0.516652,1890,0.13545,0.049661,0.270899,5155
rankfunc14_signed_64,1,0.583476,0.527483,2966,0.895796,4760,2.462981,3222,8,0.426268,2966,0.52277,8158,0.125521,0.046249,0.251042,22141
rankfunc15_unsigned_32,1,0.584239,0.521959,3672,0.915858,6235,2.415667,4120,7.714286,0.418936,3672,0.519324,10672,0.161919,0.059105,0.323838,29236
rankfunc16_signed_64,1,0.586201,0.526457,8567,0.899491,14070,2.420965,9463,8,0.418638,8567,0.52087,24002,0.149321,0.054905,0.298642,65276
rankfunc17_unsigned_16,1,0.559446,0.527813,1420,0.894611,2301,2.318989,1612,8,0.402835,1420,0.52045,4113,0.186725,0.069352,0.37345,11074
rankfunc18_signed_64,1,0.595681,0.526108,7467,0.90075,13214,2.327323,8619,8,0.398156,7467,0.519855,22183,0.207727,0.075736,0.415453,60843
rankfunc19_unsigned_16,1,0.563161,0.519507,2050,0.924903,3406,2.39914,2274,8,0.425531,2050,0.515304,6048,0.148148,0.054963,0.296296,16302
rankfunc1_signed_32,1,0.595823,0.52168,2585,0.916884,4508,2.38673,2905,8,0.416238,2585,0.516493,7566,0.169178,0.062082,0.338356,20618
rankfunc20_unsigned_32,1,0.523538,0.521844,1843,0.916281,2847,2.334866,2099,7,0.416316,1843,0.523901,5438,0.164766,0.06184,0.329533,14489
rankfunc21_signed_16,1,0.614723,0.523278,2216,0.911031,4000,2.438297,2472,8,0.41956,2216,0.519963,6507,0.157369,0.057162,0.314738,17914
rankfunc22_unsigned_32,1,0.596145,0.526776,1518,0.898342,2691,2.398316,1710,8,0.411099,1518,0.52342,4514,0.170137,0.062126,0.340275,12362
rankfunc23_signed_64,1,0.582396,0.524989,3149,0.904801,5439,2.40786,3533,7.666667,0.417129,3149,0.524068,9339,0.157619,0.057882,0.315237,25431
rankfunc24_unsigned_64,1,0.565879,0.521806,3150,0.916422,5506,2.366084,3534,8,0.41933,3150,0.519376,9730,0.157862,0.058864,0.315725,26094
rankfunc25_signed_64,1,0.563284,0.523272,2962,0.911053,4624,2.435863,3218,8,0.430276,2962,0.51803,8209,0.124741,0.046453,0.249482,22044
rankfunc26_unsigned_32,1,0.590895,0.522777,3184,0.912863,5646,2.433909,3504,8,0.427642,3184,0.520752,9555,0.133961,0.049582,0.267923,25816
rankfunc27_signed_64,1,0.54587,0.516949,2062,0.934428,3463,2.35104,2318,8,0.422685,2062,0.513267,6344,0.161412,0.060367,0.322825,16963
rankfunc28_unsigned_16,1,0.635842,0.524965,998,0.904891,1774,2.411111,1126,8,0.408979,998,0.517767,2790,0.183513,0.066056,0.367025,7751
rankfunc29_signed_16,1,0.570513,0.522181,936,0.915046,1424,2.477163,1000,8,0.439582,936,0.517033,2496,0.102564,0.038237,0.205128,6695
rankfunc2_unsigned_64,1,0.518465,0.521003,2314,0.919374,3580,2.330485,2570,8,0.422547,2314,0.515947,6905,0.148298,0.05645,0.296597,18140
rankfunc30_signed_64,1,0.600768,0.526676,8945,0.898701,14553,2.49967,9841,7.142857,0.425529,8945,0.526849,24224,0.1321,0.047795,0.264201,66952
rankfunc31_unsigned_16,1,0.554602,0.523084,1546,0.91174,2392,2.45444,1674,8,0.432817,1546,0.518641,4313,0.118711,0.0441,0.237422,11610
rankfunc32_signed_64,1,0.567552,0.515488,5979,0.93991,9914,2.498683,6491,7,0.446571,5979,0.51844,17468,0.102588,0.037941,0.205175,47231
rankfunc33_unsigned_32,1,0.591488,0.518965,1911,0.926912,3252,2.513459,2039,8,0.44654,1911,0.516921,5498,0.093125,0.034494,0.18625,14843
