@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC

@DATA
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.064,0.698816,0.136,0.096,184
dubois-100_ext.xml.minion.converted.minion.gz,1,0.01,0.793763,0.013333,0.013333,500.99
dubois-20_ext.xml.minion.converted.minion.gz,1,0.05,0.795234,0.066667,0.066667,500.95
dubois-21_ext.xml.minion.converted.minion.gz,1,0.047619,0.795147,0.063492,0.063492,500.952381
dubois-22_ext.xml.minion.converted.minion.gz,1,0.045455,0.795069,0.060606,0.060606,500.954545
dubois-23_ext.xml.minion.converted.minion.gz,1,0.043478,0.794997,0.057971,0.057971,500.956522
dubois-24_ext.xml.minion.converted.minion.gz,1,0.041667,0.794931,0.055556,0.055556,500.958333
dubois-25_ext.xml.minion.converted.minion.gz,1,0.04,0.79487,0.053333,0.053333,500.96
dubois-26_ext.xml.minion.converted.minion.gz,1,0.038462,0.794814,0.051282,0.051282,500.961538
dubois-27_ext.xml.minion.converted.minion.gz,1,0.037037,0.794761,0.049383,0.049383,500.962963
dubois-28_ext.xml.minion.converted.minion.gz,1,0.035714,0.794713,0.047619,0.047619,500.964286
dubois-29_ext.xml.minion.converted.minion.gz,1,0.034483,0.794668,0.045977,0.045977,500.965517
dubois-30_ext.xml.minion.converted.minion.gz,1,0.033333,0.794626,0.044444,0.044444,500.966667
dubois-50_ext.xml.minion.converted.minion.gz,1,0.02,0.794134,0.026667,0.026667,500.98
ehi-85-297-0_ext.xml.minion.gz,1,0.077441,0.840488,0.097643,0.094276,508.325598
ehi-85-297-10_ext.xml.minion.gz,1,0.074074,0.840238,0.10101,0.094276,508.254758
ehi-85-297-11_ext.xml.minion.gz,1,0.070707,0.840263,0.10101,0.094276,508.336098
ehi-85-297-12_ext.xml.minion.gz,1,0.077441,0.840458,0.097643,0.094276,508.496463
ehi-85-297-13_ext.xml.minion.gz,1,0.070707,0.840188,0.097643,0.094276,508.506826
ehi-85-297-14_ext.xml.minion.gz,1,0.074074,0.840405,0.10101,0.094276,507.680126
ehi-85-297-15_ext.xml.minion.gz,1,0.077441,0.840504,0.097643,0.094276,505.544883
ehi-85-297-16_ext.xml.minion.gz,1,0.080808,0.840441,0.10101,0.094276,507.866748
ehi-85-297-17_ext.xml.minion.gz,1,0.077441,0.840396,0.097643,0.094276,507.86982
ehi-85-297-18_ext.xml.minion.gz,1,0.077441,0.840475,0.10101,0.094276,506.698544
ehi-85-297-19_ext.xml.minion.gz,1,0.080808,0.840481,0.10101,0.094276,507.163672
ehi-85-297-1_ext.xml.minion.gz,1,0.080808,0.839991,0.10101,0.094276,508.037938
ehi-85-297-20_ext.xml.minion.gz,1,0.074074,0.840528,0.10101,0.094276,507.918656
ehi-85-297-21_ext.xml.minion.gz,1,0.077441,0.840072,0.10101,0.094276,508.800634
ehi-85-297-22_ext.xml.minion.gz,1,0.077441,0.840499,0.10101,0.094276,507.996104
ehi-85-297-23_ext.xml.minion.gz,1,0.077441,0.840477,0.10101,0.094276,506.802957
ehi-85-297-24_ext.xml.minion.gz,1,0.074074,0.840358,0.097643,0.094276,507.849939
ehi-85-297-25_ext.xml.minion.gz,1,0.074074,0.84016,0.097643,0.094276,508.378326
ehi-85-297-26_ext.xml.minion.gz,1,0.070707,0.840157,0.097643,0.094276,508.265968
ehi-85-297-27_ext.xml.minion.gz,1,0.070707,0.840235,0.10101,0.094276,507.396602
ehi-85-297-28_ext.xml.minion.gz,1,0.070707,0.840351,0.097643,0.094276,508.008537
ehi-85-297-29_ext.xml.minion.gz,1,0.074074,0.840385,0.10101,0.094276,508.00219
ehi-85-297-2_ext.xml.minion.gz,1,0.070707,0.840481,0.10101,0.094276,506.698301
ehi-85-297-30_ext.xml.minion.gz,1,0.080808,0.840334,0.10101,0.094276,507.026935
ehi-85-297-31_ext.xml.minion.gz,1,0.070707,0.840356,0.10101,0.094276,508.042195
ehi-85-297-32_ext.xml.minion.gz,1,0.080808,0.840383,0.097643,0.094276,507.402623
ehi-85-297-33_ext.xml.minion.gz,1,0.074074,0.840495,0.10101,0.094276,508.470445
ehi-85-297-34_ext.xml.minion.gz,1,0.074074,0.840202,0.10101,0.094276,507.109706
ehi-85-297-35_ext.xml.minion.gz,1,0.074074,0.840228,0.10101,0.094276,507.759854
ehi-85-297-36_ext.xml.minion.gz,1,0.074074,0.840411,0.10101,0.094276,507.424508
ehi-85-297-37_ext.xml.minion.gz,1,0.077441,0.840453,0.097643,0.094276,508.177691
ehi-85-297-38_ext.xml.minion.gz,1,0.077441,0.840354,0.10101,0.094276,506.837136
ehi-85-297-39_ext.xml.minion.gz,1,0.077441,0.840372,0.097643,0.094276,506.412648
ehi-85-297-3_ext.xml.minion.gz,1,0.070707,0.840273,0.10101,0.094276,507.854953
ehi-85-297-40_ext.xml.minion.gz,1,0.077441,0.840389,0.10101,0.094276,506.094271
ehi-85-297-41_ext.xml.minion.gz,1,0.070707,0.840082,0.10101,0.094276,509.406411
ehi-85-297-42_ext.xml.minion.gz,1,0.077441,0.840437,0.10101,0.094276,506.288792
ehi-85-297-43_ext.xml.minion.gz,1,0.077441,0.840302,0.10101,0.094276,507.667477
ehi-85-297-44_ext.xml.minion.gz,1,0.077441,0.840296,0.10101,0.094276,506.31477
ehi-85-297-45_ext.xml.minion.gz,1,0.074074,0.840377,0.10101,0.094276,508.90651
ehi-85-297-46_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,507.668615
ehi-85-297-47_ext.xml.minion.gz,1,0.074074,0.83984,0.097643,0.094276,508.738728
ehi-85-297-48_ext.xml.minion.gz,1,0.070707,0.840415,0.097643,0.094276,507.850195
ehi-85-297-49_ext.xml.minion.gz,1,0.070707,0.840442,0.10101,0.094276,506.732299
ehi-85-297-4_ext.xml.minion.gz,1,0.077441,0.840146,0.10101,0.094276,507.379461
ehi-85-297-50_ext.xml.minion.gz,1,0.077441,0.840413,0.097643,0.094276,506.977157
ehi-85-297-51_ext.xml.minion.gz,1,0.074074,0.840323,0.097643,0.094276,507.78973
ehi-85-297-52_ext.xml.minion.gz,1,0.077441,0.840163,0.10101,0.094276,508.123231
ehi-85-297-53_ext.xml.minion.gz,1,0.074074,0.84035,0.10101,0.094276,507.30034
ehi-85-297-54_ext.xml.minion.gz,1,0.074074,0.84033,0.10101,0.094276,507.521432
ehi-85-297-55_ext.xml.minion.gz,1,0.077441,0.840404,0.097643,0.094276,506.71075
ehi-85-297-56_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276,508.568991
ehi-85-297-57_ext.xml.minion.gz,1,0.077441,0.84038,0.097643,0.094276,506.877764
ehi-85-297-58_ext.xml.minion.gz,1,0.077441,0.840353,0.10101,0.094276,506.693185
ehi-85-297-59_ext.xml.minion.gz,1,0.070707,0.840508,0.10101,0.094276,507.413785
ehi-85-297-5_ext.xml.minion.gz,1,0.077441,0.840454,0.10101,0.094276,508.583699
ehi-85-297-60_ext.xml.minion.gz,1,0.074074,0.840502,0.10101,0.094276,506.890507
ehi-85-297-61_ext.xml.minion.gz,1,0.077441,0.840327,0.097643,0.094276,507.22233
ehi-85-297-62_ext.xml.minion.gz,1,0.074074,0.840532,0.10101,0.094276,508.355837
ehi-85-297-63_ext.xml.minion.gz,1,0.077441,0.840193,0.10101,0.094276,506.960922
ehi-85-297-64_ext.xml.minion.gz,1,0.074074,0.84009,0.097643,0.094276,507.854364
ehi-85-297-65_ext.xml.minion.gz,1,0.077441,0.840365,0.10101,0.094276,507.376093
ehi-85-297-66_ext.xml.minion.gz,1,0.077441,0.840439,0.10101,0.094276,508.282301
ehi-85-297-67_ext.xml.minion.gz,1,0.074074,0.840302,0.097643,0.094276,508.95752
ehi-85-297-68_ext.xml.minion.gz,1,0.077441,0.840284,0.097643,0.094276,506.835676
ehi-85-297-69_ext.xml.minion.gz,1,0.074074,0.840534,0.10101,0.094276,507.257414
ehi-85-297-6_ext.xml.minion.gz,1,0.070707,0.840548,0.097643,0.094276,509.099485
ehi-85-297-70_ext.xml.minion.gz,1,0.074074,0.840286,0.097643,0.094276,508.709362
ehi-85-297-71_ext.xml.minion.gz,1,0.070707,0.840162,0.10101,0.094276,507.928224
ehi-85-297-72_ext.xml.minion.gz,1,0.074074,0.840295,0.10101,0.094276,507.615702
ehi-85-297-73_ext.xml.minion.gz,1,0.074074,0.840459,0.10101,0.094276,507.899708
ehi-85-297-74_ext.xml.minion.gz,1,0.077441,0.840024,0.10101,0.094276,507.836536
ehi-85-297-75_ext.xml.minion.gz,1,0.070707,0.840194,0.10101,0.094276,507.66845
ehi-85-297-76_ext.xml.minion.gz,1,0.074074,0.840264,0.10101,0.094276,508.142788
ehi-85-297-77_ext.xml.minion.gz,1,0.074074,0.840323,0.10101,0.094276,507.204275
ehi-85-297-78_ext.xml.minion.gz,1,0.080808,0.840397,0.10101,0.094276,507.661223
ehi-85-297-79_ext.xml.minion.gz,1,0.070707,0.840106,0.097643,0.094276,507.628439
ehi-85-297-7_ext.xml.minion.gz,1,0.070707,0.840202,0.10101,0.094276,507.572853
ehi-85-297-80_ext.xml.minion.gz,1,0.077441,0.840409,0.10101,0.094276,507.789294
ehi-85-297-81_ext.xml.minion.gz,1,0.074074,0.840271,0.10101,0.094276,507.07339
ehi-85-297-82_ext.xml.minion.gz,1,0.077441,0.840303,0.097643,0.094276,508.011441
ehi-85-297-83_ext.xml.minion.gz,1,0.074074,0.840189,0.10101,0.094276,508.17858
ehi-85-297-84_ext.xml.minion.gz,1,0.074074,0.840375,0.10101,0.094276,507.830941
ehi-85-297-85_ext.xml.minion.gz,1,0.074074,0.840545,0.10101,0.094276,508.561446
ehi-85-297-86_ext.xml.minion.gz,1,0.070707,0.840411,0.097643,0.094276,508.54521
ehi-85-297-87_ext.xml.minion.gz,1,0.077441,0.840066,0.10101,0.094276,506.821463
ehi-85-297-88_ext.xml.minion.gz,1,0.080808,0.840402,0.10101,0.094276,506.568342
ehi-85-297-89_ext.xml.minion.gz,1,0.074074,0.840319,0.097643,0.094276,508.072506
ehi-85-297-8_ext.xml.minion.gz,1,0.077441,0.839947,0.097643,0.094276,507.943796
ehi-85-297-90_ext.xml.minion.gz,1,0.074074,0.840535,0.10101,0.094276,507.592025
ehi-85-297-91_ext.xml.minion.gz,1,0.077441,0.840177,0.10101,0.094276,507.11257
ehi-85-297-92_ext.xml.minion.gz,1,0.077441,0.840205,0.10101,0.094276,507.874087
ehi-85-297-93_ext.xml.minion.gz,1,0.074074,0.840404,0.10101,0.094276,507.975639
ehi-85-297-94_ext.xml.minion.gz,1,0.070707,0.840031,0.10101,0.094276,508.454656
ehi-85-297-95_ext.xml.minion.gz,1,0.074074,0.840101,0.10101,0.094276,508.044369
ehi-85-297-96_ext.xml.minion.gz,1,0.077441,0.840246,0.10101,0.094276,506.911386
ehi-85-297-97_ext.xml.minion.gz,1,0.074074,0.840246,0.10101,0.094276,508.660806
ehi-85-297-98_ext.xml.minion.gz,1,0.074074,0.840194,0.10101,0.094276,507.199564
ehi-85-297-99_ext.xml.minion.gz,1,0.077441,0.840278,0.097643,0.094276,507.556015
ehi-85-297-9_ext.xml.minion.gz,1,0.074074,0.840307,0.10101,0.094276,507.11559
ehi-90-315-0_ext.xml.minion.gz,1,0.066667,0.840157,0.095238,0.088889,509.180981
ehi-90-315-10_ext.xml.minion.gz,1,0.069841,0.840362,0.092063,0.088889,508.131343
ehi-90-315-11_ext.xml.minion.gz,1,0.069841,0.840453,0.092063,0.088889,507.132235
ehi-90-315-12_ext.xml.minion.gz,1,0.069841,0.839908,0.095238,0.088889,508.206912
ehi-90-315-13_ext.xml.minion.gz,1,0.069841,0.840385,0.095238,0.088889,506.593031
ehi-90-315-14_ext.xml.minion.gz,1,0.066667,0.840484,0.095238,0.088889,507.00891
ehi-90-315-15_ext.xml.minion.gz,1,0.073016,0.840391,0.095238,0.088889,506.934946
ehi-90-315-16_ext.xml.minion.gz,1,0.073016,0.840297,0.095238,0.088889,506.913986
ehi-90-315-17_ext.xml.minion.gz,1,0.073016,0.840367,0.095238,0.088889,507.379058
ehi-90-315-18_ext.xml.minion.gz,1,0.07619,0.840163,0.095238,0.088889,507.057078
ehi-90-315-19_ext.xml.minion.gz,1,0.07619,0.840192,0.095238,0.088889,507.601922
ehi-90-315-1_ext.xml.minion.gz,1,0.073016,0.84026,0.095238,0.088889,506.563127
ehi-90-315-20_ext.xml.minion.gz,1,0.066667,0.8405,0.092063,0.088889,506.695593
ehi-90-315-21_ext.xml.minion.gz,1,0.073016,0.840314,0.095238,0.088889,505.828168
ehi-90-315-22_ext.xml.minion.gz,1,0.066667,0.840298,0.095238,0.088889,507.423306
ehi-90-315-23_ext.xml.minion.gz,1,0.07619,0.840093,0.095238,0.088889,507.028571
ehi-90-315-24_ext.xml.minion.gz,1,0.073016,0.840244,0.095238,0.088889,507.261763
ehi-90-315-25_ext.xml.minion.gz,1,0.073016,0.840468,0.095238,0.088889,505.796044
ehi-90-315-26_ext.xml.minion.gz,1,0.069841,0.840148,0.095238,0.088889,507.895423
ehi-90-315-27_ext.xml.minion.gz,1,0.073016,0.840343,0.095238,0.088889,507.390718
ehi-90-315-28_ext.xml.minion.gz,1,0.069841,0.840488,0.095238,0.088889,507.600824
ehi-90-315-29_ext.xml.minion.gz,1,0.069841,0.839959,0.095238,0.088889,506.935418
ehi-90-315-2_ext.xml.minion.gz,1,0.069841,0.840418,0.092063,0.088889,506.61456
ehi-90-315-30_ext.xml.minion.gz,1,0.069841,0.840483,0.095238,0.088889,507.729959
ehi-90-315-31_ext.xml.minion.gz,1,0.073016,0.840246,0.095238,0.088889,506.255348
ehi-90-315-32_ext.xml.minion.gz,1,0.07619,0.84034,0.095238,0.088889,507.251142
ehi-90-315-33_ext.xml.minion.gz,1,0.07619,0.840335,0.095238,0.088889,507.919322
ehi-90-315-34_ext.xml.minion.gz,1,0.069841,0.840341,0.092063,0.088889,505.847153
ehi-90-315-35_ext.xml.minion.gz,1,0.069841,0.840171,0.095238,0.088889,506.717381
ehi-90-315-36_ext.xml.minion.gz,1,0.069841,0.84038,0.092063,0.088889,506.778209
ehi-90-315-37_ext.xml.minion.gz,1,0.069841,0.84048,0.095238,0.088889,507
ehi-90-315-38_ext.xml.minion.gz,1,0.07619,0.840403,0.095238,0.088889,506.664993
ehi-90-315-39_ext.xml.minion.gz,1,0.07619,0.840434,0.095238,0.088889,505.728802
ehi-90-315-3_ext.xml.minion.gz,1,0.066667,0.840374,0.095238,0.088889,507.083638
ehi-90-315-40_ext.xml.minion.gz,1,0.073016,0.840151,0.095238,0.088889,507.052728
ehi-90-315-41_ext.xml.minion.gz,1,0.069841,0.840399,0.095238,0.088889,506.633957
ehi-90-315-42_ext.xml.minion.gz,1,0.069841,0.840447,0.095238,0.088889,507.471301
ehi-90-315-43_ext.xml.minion.gz,1,0.069841,0.840276,0.095238,0.088889,507.656816
ehi-90-315-44_ext.xml.minion.gz,1,0.073016,0.840298,0.095238,0.088889,505.948864
ehi-90-315-45_ext.xml.minion.gz,1,0.073016,0.840519,0.095238,0.088889,507.309224
ehi-90-315-46_ext.xml.minion.gz,1,0.073016,0.840403,0.095238,0.088889,507.968334
ehi-90-315-47_ext.xml.minion.gz,1,0.069841,0.840435,0.095238,0.088889,506.665753
ehi-90-315-48_ext.xml.minion.gz,1,0.069841,0.840338,0.095238,0.088889,506.740132
ehi-90-315-49_ext.xml.minion.gz,1,0.069841,0.840502,0.095238,0.088889,507.880789
ehi-90-315-4_ext.xml.minion.gz,1,0.069841,0.84037,0.095238,0.088889,507.15947
ehi-90-315-50_ext.xml.minion.gz,1,0.069841,0.840514,0.095238,0.088889,506.240821
ehi-90-315-51_ext.xml.minion.gz,1,0.069841,0.840307,0.095238,0.088889,507.294239
ehi-90-315-52_ext.xml.minion.gz,1,0.066667,0.840402,0.092063,0.088889,507.450949
ehi-90-315-53_ext.xml.minion.gz,1,0.069841,0.84036,0.095238,0.088889,506.023685
ehi-90-315-54_ext.xml.minion.gz,1,0.069841,0.840308,0.095238,0.088889,507.518874
ehi-90-315-55_ext.xml.minion.gz,1,0.07619,0.840407,0.095238,0.088889,506.721753
ehi-90-315-56_ext.xml.minion.gz,1,0.069841,0.840463,0.095238,0.088889,506.921936
ehi-90-315-57_ext.xml.minion.gz,1,0.073016,0.840174,0.095238,0.088889,507.175491
ehi-90-315-58_ext.xml.minion.gz,1,0.07619,0.840492,0.095238,0.088889,506.432352
ehi-90-315-59_ext.xml.minion.gz,1,0.066667,0.840036,0.095238,0.088889,506.832192
ehi-90-315-5_ext.xml.minion.gz,1,0.073016,0.84043,0.095238,0.088889,506.999543
ehi-90-315-60_ext.xml.minion.gz,1,0.069841,0.840457,0.095238,0.088889,507.007543
ehi-90-315-61_ext.xml.minion.gz,1,0.07619,0.840122,0.092063,0.088889,506.42398
ehi-90-315-62_ext.xml.minion.gz,1,0.069841,0.840382,0.095238,0.088889,507.1136
ehi-90-315-63_ext.xml.minion.gz,1,0.073016,0.840007,0.095238,0.088889,507.264323
ehi-90-315-64_ext.xml.minion.gz,1,0.073016,0.840322,0.095238,0.088889,507.247425
ehi-90-315-65_ext.xml.minion.gz,1,0.073016,0.840286,0.095238,0.088889,506.531115
ehi-90-315-66_ext.xml.minion.gz,1,0.07619,0.840137,0.092063,0.088889,508.991718
ehi-90-315-67_ext.xml.minion.gz,1,0.066667,0.840489,0.095238,0.088889,507.952512
ehi-90-315-68_ext.xml.minion.gz,1,0.079365,0.840489,0.095238,0.088889,506.982857
ehi-90-315-69_ext.xml.minion.gz,1,0.073016,0.840296,0.095238,0.088889,506.709758
ehi-90-315-6_ext.xml.minion.gz,1,0.066667,0.8404,0.095238,0.088889,507.406873
ehi-90-315-70_ext.xml.minion.gz,1,0.07619,0.84035,0.092063,0.088889,506.628962
ehi-90-315-71_ext.xml.minion.gz,1,0.066667,0.840352,0.092063,0.088889,506.958429
ehi-90-315-72_ext.xml.minion.gz,1,0.069841,0.840343,0.095238,0.088889,507.279351
ehi-90-315-73_ext.xml.minion.gz,1,0.069841,0.840249,0.092063,0.088889,508.811724
ehi-90-315-74_ext.xml.minion.gz,1,0.073016,0.840501,0.095238,0.088889,506.973955
ehi-90-315-75_ext.xml.minion.gz,1,0.066667,0.840276,0.095238,0.088889,506.923744
ehi-90-315-76_ext.xml.minion.gz,1,0.069841,0.840022,0.095238,0.088889,508.635154
ehi-90-315-77_ext.xml.minion.gz,1,0.073016,0.840427,0.095238,0.088889,506.897166
ehi-90-315-78_ext.xml.minion.gz,1,0.073016,0.840444,0.095238,0.088889,507.130941
ehi-90-315-79_ext.xml.minion.gz,1,0.069841,0.840052,0.095238,0.088889,507.266118
ehi-90-315-7_ext.xml.minion.gz,1,0.069841,0.840206,0.095238,0.088889,507.3152
ehi-90-315-80_ext.xml.minion.gz,1,0.073016,0.840388,0.095238,0.088889,505.554696
ehi-90-315-81_ext.xml.minion.gz,1,0.073016,0.8403,0.095238,0.088889,506.703721
ehi-90-315-82_ext.xml.minion.gz,1,0.069841,0.840434,0.095238,0.088889,507.112229
ehi-90-315-83_ext.xml.minion.gz,1,0.07619,0.839973,0.095238,0.088889,507.944394
ehi-90-315-84_ext.xml.minion.gz,1,0.069841,0.840321,0.095238,0.088889,506.428962
ehi-90-315-85_ext.xml.minion.gz,1,0.073016,0.840359,0.095238,0.088889,507.66476
ehi-90-315-86_ext.xml.minion.gz,1,0.066667,0.840173,0.095238,0.088889,507.200823
ehi-90-315-87_ext.xml.minion.gz,1,0.073016,0.839976,0.092063,0.088889,506.006824
ehi-90-315-88_ext.xml.minion.gz,1,0.069841,0.840285,0.095238,0.088889,505.985903
ehi-90-315-89_ext.xml.minion.gz,1,0.07619,0.840304,0.095238,0.088889,506.458714
ehi-90-315-8_ext.xml.minion.gz,1,0.069841,0.8398,0.095238,0.088889,507.867752
ehi-90-315-90_ext.xml.minion.gz,1,0.073016,0.840458,0.095238,0.088889,507.604582
ehi-90-315-91_ext.xml.minion.gz,1,0.066667,0.840142,0.095238,0.088889,506.967786
ehi-90-315-92_ext.xml.minion.gz,1,0.069841,0.840443,0.095238,0.088889,505.773658
ehi-90-315-93_ext.xml.minion.gz,1,0.069841,0.840516,0.095238,0.088889,506.573681
ehi-90-315-94_ext.xml.minion.gz,1,0.069841,0.840499,0.092063,0.088889,506.536758
ehi-90-315-95_ext.xml.minion.gz,1,0.069841,0.840336,0.095238,0.088889,507.129918
ehi-90-315-96_ext.xml.minion.gz,1,0.073016,0.840393,0.092063,0.088889,506.059654
ehi-90-315-97_ext.xml.minion.gz,1,0.066667,0.840175,0.095238,0.088889,507.242687
ehi-90-315-98_ext.xml.minion.gz,1,0.066667,0.840531,0.095238,0.088889,506.94649
ehi-90-315-99_ext.xml.minion.gz,1,0.073016,0.840459,0.095238,0.088889,507.186856
ehi-90-315-9_ext.xml.minion.gz,1,0.069841,0.839865,0.095238,0.088889,507.988787
frb30-15-1-mgd_ext.xml.minion.gz,1,0.366667,0.725678,0.433333,0.466667,314.721154
frb30-15-2-mgd_ext.xml.minion.gz,1,0.366667,0.728554,0.533333,0.466667,303.9447
frb30-15-3-mgd_ext.xml.minion.gz,1,0.366667,0.721925,0.666667,0.45,307.046948
frb30-15-4-mgd_ext.xml.minion.gz,1,0.366667,0.727274,0.566667,0.466667,308.207547
frb30-15-5-mgd_ext.xml.minion.gz,1,0.333333,0.722602,0.5,0.466667,309.6
frb35-17-1-mgd_ext.xml.minion.gz,1,0.314286,0.711454,0.485714,0.428571,305.938931
frb35-17-2-mgd_ext.xml.minion.gz,1,0.314286,0.728767,0.485714,0.428571,309.326923
frb35-17-3-mgd_ext.xml.minion.gz,1,0.314286,0.721431,0.571429,0.428571,300.045113
frb35-17-4-mgd_ext.xml.minion.gz,1,0.314286,0.72631,0.485714,0.428571,306.179389
frb35-17-5-mgd_ext.xml.minion.gz,1,0.314286,0.71197,0.571429,0.428571,299.300366
frb40-19-1-mgd_ext.xml.minion.gz,1,0.275,0.72758,0.55,0.375,298.82866
frb40-19-2-mgd_ext.xml.minion.gz,1,0.3,0.722508,0.45,0.4,299.202492
frb40-19-3-mgd_ext.xml.minion.gz,1,0.3,0.715556,0.4,0.375,309.415584
frb40-19-4-mgd_ext.xml.minion.gz,1,0.3,0.707894,0.45,0.4,297.398773
frb40-19-5-mgd_ext.xml.minion.gz,1,0.3,0.704312,0.575,0.4,296.291411
frb45-21-1-mgd_ext.xml.minion.gz,1,0.288889,0.708067,0.466667,0.4,287.525381
frb45-21-2-mgd_ext.xml.minion.gz,1,0.288889,0.710933,0.422222,0.377778,292.265789
frb45-21-3-mgd_ext.xml.minion.gz,1,0.288889,0.7167,0.377778,0.355556,301.498645
frb45-21-4-mgd_ext.xml.minion.gz,1,0.266667,0.715652,0.444444,0.377778,296.164021
frb45-21-5-mgd_ext.xml.minion.gz,1,0.266667,0.714491,0.488889,0.377778,297.594667
frb50-23-1-mgd_ext.xml.minion.gz,1,0.24,0.705526,0.4,0.34,296.904651
frb50-23-2-mgd_ext.xml.minion.gz,1,0.26,0.700364,0.4,0.36,291.107865
frb50-23-3-mgd_ext.xml.minion.gz,1,0.28,0.704831,0.38,0.36,284.245614
frb50-23-4-mgd_ext.xml.minion.gz,1,0.26,0.706472,0.38,0.34,294.096552
frb50-23-5-mgd_ext.xml.minion.gz,1,0.26,0.707051,0.4,0.34,298.983645
frb53-24-1-mgd_ext.xml.minion.gz,1,0.245283,0.709423,0.45283,0.339623,291.922105
frb53-24-2-mgd_ext.xml.minion.gz,1,0.264151,0.7021,0.415094,0.320755,291.088608
frb53-24-3-mgd_ext.xml.minion.gz,1,0.245283,0.707364,0.433962,0.339623,294.325532
frb53-24-4-mgd_ext.xml.minion.gz,1,0.245283,0.7059,0.45283,0.339623,292.344609
frb53-24-5-mgd_ext.xml.minion.gz,1,0.245283,0.710553,0.339623,0.339623,292.298319
frb56-25-1-mgd_ext.xml.minion.gz,1,0.232143,0.700431,0.339286,0.321429,288.357834
frb56-25-2-mgd_ext.xml.minion.gz,1,0.232143,0.70195,0.410714,0.321429,290.477495
frb56-25-3-mgd_ext.xml.minion.gz,1,0.232143,0.70541,0.375,0.321429,289.704501
frb56-25-4-mgd_ext.xml.minion.gz,1,0.25,0.698828,0.375,0.339286,283.855238
frb56-25-5-mgd_ext.xml.minion.gz,1,0.232143,0.701888,0.392857,0.321429,290.822266
frb59-26-1-mgd_ext.xml.minion.gz,1,0.237288,0.702431,0.355932,0.322034,285.408273
frb59-26-2-mgd_ext.xml.minion.gz,1,0.237288,0.707116,0.389831,0.305085,287.653916
frb59-26-3-mgd_ext.xml.minion.gz,1,0.237288,0.710421,0.355932,0.322034,289.184644
frb59-26-4-mgd_ext.xml.minion.gz,1,0.237288,0.697987,0.372881,0.322034,285.504472
frb59-26-5-mgd_ext.xml.minion.gz,1,0.220339,0.704535,0.355932,0.322034,293.567718
geo50-20-d4-75-100_ext.xml.minion.gz,1,0.2,0.692083,0.44,0.32,249.109415
geo50-20-d4-75-10_ext.xml.minion.gz,1,0.24,0.688825,0.42,0.36,249.477124
geo50-20-d4-75-11_ext.xml.minion.gz,1,0.26,0.690196,0.54,0.35,251.109557
geo50-20-d4-75-12_ext.xml.minion.gz,1,0.26,0.686474,0.58,0.42,249.496154
geo50-20-d4-75-13_ext.xml.minion.gz,1,0.26,0.690245,0.52,0.37,250.205607
geo50-20-d4-75-14_ext.xml.minion.gz,1,0.3,0.689354,0.58,0.33,250.548098
geo50-20-d4-75-15_ext.xml.minion.gz,1,0.24,0.689814,0.46,0.34,248.688787
geo50-20-d4-75-16_ext.xml.minion.gz,1,0.24,0.690591,0.5,0.32,252.788599
geo50-20-d4-75-17_ext.xml.minion.gz,1,0.26,0.691156,0.54,0.34,249.904878
geo50-20-d4-75-18_ext.xml.minion.gz,1,0.24,0.690692,0.52,0.33,252.009547
geo50-20-d4-75-19_ext.xml.minion.gz,1,0.28,0.687262,0.62,0.39,248.656627
geo50-20-d4-75-1_ext.xml.minion.gz,1,0.28,0.688278,0.54,0.4,249.495763
geo50-20-d4-75-20_ext.xml.minion.gz,1,0.3,0.689814,0.52,0.34,252.004577
geo50-20-d4-75-21_ext.xml.minion.gz,1,0.24,0.69296,0.42,0.3,247.981481
geo50-20-d4-75-22_ext.xml.minion.gz,1,0.24,0.689909,0.46,0.36,248.832184
geo50-20-d4-75-23_ext.xml.minion.gz,1,0.24,0.690196,0.44,0.35,250.482517
geo50-20-d4-75-24_ext.xml.minion.gz,1,0.24,0.692083,0.36,0.32,251.305344
geo50-20-d4-75-25_ext.xml.minion.gz,1,0.22,0.692254,0.44,0.29,249.712821
geo50-20-d4-75-26_ext.xml.minion.gz,1,0.24,0.691748,0.38,0.32,249.947368
geo50-20-d4-75-27_ext.xml.minion.gz,1,0.24,0.690641,0.48,0.34,249.371429
geo50-20-d4-75-28_ext.xml.minion.gz,1,0.28,0.688696,0.54,0.36,249.841991
geo50-20-d4-75-29_ext.xml.minion.gz,1,0.28,0.690196,0.5,0.36,248.648019
geo50-20-d4-75-2_ext.xml.minion.gz,1,0.26,0.688527,0.48,0.36,252.345494
geo50-20-d4-75-30_ext.xml.minion.gz,1,0.24,0.691638,0.42,0.33,250.745636
