@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
S-adeu-0,1,0.243196
S-adeu-1,1,0.246007
S-adeu-2,1,0.243196
S-adeu-3,1,0.246007
S-adeu-4,1,0.244126
S-adeu-5,1,0.244126
S-adeu-6,1,0.243196
S-adeu-7,1,0.246007
S-adeu-8,1,0.245063
S-adeu-9,1,0.246007
S-edau-0,1,0.243196
S-edau-1,1,0.246007
S-edau-2,1,0.243196
S-edau-3,1,0.246007
S-edau-4,1,0.244126
S-edau-5,1,0.244126
S-edau-6,1,0.243196
S-edau-7,1,0.246007
S-edau-8,1,0.245063
S-edau-9,1,0.246007
sortnetsort10.AE.stepl.005,1,0.171579
sortnetsort10.AE.stepl.012,1,0.171677
sortnetsort10.v.stepl.006,1,0.202758
sortnetsort10.v.stepl.007,1,0.202774
sortnetsort10.v.stepl.012-shuffled,1,0.202813
sortnetsort5.AE.stepl.003,1,0.220339
sortnetsort5.AE.stepl.005,1,0.22042
sortnetsort5.AE.stepl.006,1,0.220441
sortnetsort5.AE.stepl.007,1,0.220456
sortnetsort5.v.stepl.007-shuffled,1,0.244765
sortnetsort6.AE.stepl.003,1,0.201654
sortnetsort6.AE.stepl.006,1,0.201788
sortnetsort6.v.stepl.003-shuffled,1,0.230022
sortnetsort7.AE.stepl.003,1,0.189868
sortnetsort7.AE.stepl.005,1,0.189984
sortnetsort7.AE.stepl.006,1,0.190013
sortnetsort7.AE.stepl.009,1,0.190062
sortnetsort7.v.stepl.004-shuffled,1,0.220011
sortnetsort8.AE.stepl.005,1,0.181906
sortnetsort8.AE.stepl.007,1,0.181957
sortnetsort8.AE.stepl.009,1,0.181985
sortnetsort8.v.stepl.008-shuffled,1,0.212753
sortnetsort9.AE.stepl.004,1,0.175991
sortnetsort9.AE.stepl.005,1,0.176034
sortnetsort9.AE.stepl.012,1,0.176136
sortnetsort9.v.stepl.006,1,0.207141
sortnetsort9.v.stepl.012-shuffled,1,0.207198
ssa7552-159-00-shuffled,1,0.048866
ssa7552-159-50-shuffled,1,0.057282
ssa7552-159-90-shuffled,1,0.066478
ssa7552-160-50-shuffled,1,0.055914
stmt1_145_146,1,0.294355
stmt11_643_645,1,0.237844
stmt1_20_21,1,0.327957
stmt124_966_965,1,0.238528
stmt1_30_31,1,0.357143
stmt137_903_911,1,0.239204
stmt1_392_393,1,0.248734
stmt16_0_1,1,0.238281
stmt1_629_630,1,0.234643
stmt16_47_48,1,0.221758
stmt16_818_819,1,0.219512
stmt17_143_144,1,0.25183
stmt17_18_19,1,0.256822
stmt17_63_70,1,0.237013
stmt17_63_78,1,0.236143
stmt17_82_94,1,0.233907
stmt1_787_788,1,0.251028
stmt17_99_98,1,0.227767
stmt1_811_812,1,0.209091
stmt18_258_260,1,0.265052
stmt19_125_302,1,0.280858
stmt19_133_257,1,0.286261
stmt19_137_313,1,0.280639
stmt19_142_261,1,0.282256
stmt19_177_302,1,0.280587
stmt1_919_920,1,0.237296
stmt19_214_309,1,0.279854
stmt19_217_250,1,0.284545
stmt19_2_180,1,0.287852
stmt19_261_266,1,0.284808
stmt19_2_83,1,0.291124
stmt19_313_318,1,0.277415
stmt19_313_412,1,0.275007
stmt19_3_177,1,0.286
stmt19_3_309,1,0.280055
stmt19_3_78,1,0.287944
stmt19_3_83,1,0.287785
stmt19_66_318,1,0.275852
stmt19_66_90,1,0.279905
stmt19_67_83,1,0.277705
stmt19_79_87,1,0.234455
stmt19_83_302,1,0.280296
stmt19_83_90,1,0.279656
stmt19_90_133,1,0.280203
stmt21_127_258,1,0.286336
stmt21_134_418,1,0.270206
stmt21_143_258,1,0.282323
stmt21_252_310,1,0.284022
stmt21_267_310,1,0.280815
stmt21_310_360,1,0.277344
stmt21_4_5,1,0.295656
stmt21_70_258,1,0.286366
stmt21_71_304,1,0.276159
stmt21_71_70,1,0.277996
stmt21_79_314,1,0.280225
stmt21_79_91,1,0.279767
stmt22_179_182,1,0.284715
stmt22_6_80,1,0.291317
stmt22_92_259,1,0.282147
stmt23_66_76,1,0.23655
stmt24_148_149,1,0.295567
stmt24_292_293,1,0.265565
stmt24_765_766,1,0.238819
stmt24_7_8,1,0.297297
stmt25_52_53,1,0.221251
stmt25_597_598,1,0.252577
stmt2_649_723,1,0.238758
stmt2_649_776,1,0.230736
stmt27_149_224,1,0.284034
stmt27_296_297,1,0.266049
stmt27_93_98,1,0.227023
stmt28_68_81,1,0.23546
stmt29_21_275,1,0.284816
stmt2_976_999,1,0.236701
stmt31_100_276,1,0.284494
stmt31_22_23,1,0.294118
stmt32_122_129,1,0.297468
stmt32_153_277,1,0.284398
stmt32_228_277,1,0.282569
stmt3_639_640,1,0.237991
stmt37_941_942,1,0.233213
stmt38_943_942,1,0.232862
stmt39_34_107,1,0.2893
stmt3_969_973,1,0.225888
stmt41_235_286,1,0.281347
stmt41_262_275,1,0.244481
stmt41_336_385,1,0.274905
stmt41_36_37,1,0.291354
stmt44_107_108,1,0.31
stmt44_107_113,1,0.302326
stmt44_252_301,1,0.264843
stmt44_40_162,1,0.287336
stmt44_40_41,1,0.290123
stmt44_554_604,1,0.251345
stmt46_163_289,1,0.282206
stmt47_239_290,1,0.280688
stmt50_167_293,1,0.28143
stmt52_117_295,1,0.281454
stmt52_295_394,1,0.275966
stmt52_54_55,1,0.288928
stmt53_208_245,1,0.281635
stmt5_731_730,1,0.236668
stmt6_13_14,1,0.381579
stmt70_191_213,1,0.26571
stmt70_495_501,1,0.251634
stmt72_696_721,1,0.238425
stmt7_33_34,1,0.283615
stmt82_224_225,1,0.266284
stmt85_64_122,1,0.287737
stmt86_889_890,1,0.232265
stmt9_350_351,1,0.242739
stmt9_445_446,1,0.262386
szymanski-10-s-shuffled,1,0.599054
szymanski-24-s-shuffled,1,0.608318
T-adeu-0,1,0.216191
T-adeu-1,1,0.218843
T-adeu-2,1,0.216191
T-adeu-3,1,0.218843
T-adeu-4,1,0.217068
T-adeu-5,1,0.217068
T-adeu-6,1,0.216191
T-adeu-7,1,0.218843
T-adeu-8,1,0.217952
T-adeu-9,1,0.218843
T-edau-0,1,0.216191
T-edau-1,1,0.218843
T-edau-2,1,0.216191
T-edau-3,1,0.218843
T-edau-4,1,0.217068
T-edau-5,1,0.217068
T-edau-6,1,0.216191
T-edau-7,1,0.218843
T-edau-8,1,0.217952
T-edau-9,1,0.218843
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.253118
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.244486
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.251615
test1_quant2,1,0.628378
test1_quant3,1,0.647368
test1_quant_squaring2,1,0.628378
test1_quant_squaring3,1,0.659483
test3_quant2-shuffled,1,0.581649
test3_quant4,1,0.621885
test3_quant_squaring4,1,0.643392
test4_quant2,1,0.544931
test4_quant4,1,0.592193
test4_quant_squaring2,1,0.544931
test4_quant_squaring4,1,0.618831
test5_quant5-shuffled,1,0.701382
test5_quant_squaring5-shuffled,1,0.705631
texas.ifetch1^4.E-f4-shuffled,1,0.333295
texas.ifetch1^9.E-f4-shuffled,1,0.333293
TOILET10.1.iv.20-shuffled,1,0.20262
TOILET16.1.iv.32-shuffled,1,0.171138
TOILET7.1.iv.13-shuffled,1,0.226023
TOILET7.1.iv.14-shuffled,1,0.224502
toilet_a_02_01.2-shuffled,1,0.307692
toilet_a_02_10.2-shuffled,1,0.073529
toilet_a_04_10.2-shuffled,1,0.098434
toilet_a_06_01.4-shuffled,1,0.647149
toilet_a_06_10.2-shuffled,1,0.237819
toilet_a_08_01.4-shuffled,1,0.862083
toilet_a_08_10.2-shuffled,1,0.52187
toilet_a_10_01.11-shuffled,1,0.885894
toilet_a_10_01.5-shuffled,1,0.946432
toilet_a_10_10.2-shuffled,1,0.799844
toilet_c_02_01.2-shuffled,1,0.162162
toilet_c_04_01.4-shuffled,1,0.248649
toilet_c_04_10.2-shuffled,1,0.051765
toilet_c_06_01.5-shuffled,1,0.238342
toilet_c_06_10.2-shuffled,1,0.049204
toilet_c_08_01.13-shuffled,1,0.19165
toilet_c_08_01.16-shuffled,1,0.185865
toilet_c_08_01.4-shuffled,1,0.260486
toilet_c_08_05.10-shuffled,1,0.060166
toilet_c_08_05.6-shuffled,1,0.066781
toilet_c_08_05.7-shuffled,1,0.064384
toilet_c_08_05.8-shuffled,1,0.062611
toilet_c_08_05.9-shuffled,1,0.061247
toilet_c_08_10.2-shuffled,1,0.04995
toilet_c_10_01.11-shuffled,1,0.192077
toilet_c_10_01.15-shuffled,1,0.180371
toilet_c_10_01.20-shuffled,1,0.172265
toilet_c_10_01.4-shuffled,1,0.266453
toilet_c_10_05.11-shuffled,1,0.054422
toilet_c_10_05.12-shuffled,1,0.053516
toilet_c_10_05.7-shuffled,1,0.060738
toilet_c_10_05.9-shuffled,1,0.056856
toilet_c_10_10.2-shuffled,1,0.051661
toilet_g_02_01.2-shuffled,1,0.181818
toilet_g_04_01.2-shuffled,1,0.461538
toilet_g_08_01.2-shuffled,1,0.588235
toilet_g_20_01.2-shuffled,1,0.758621
uclid-pipe2,1,0.30388
uclid-pipe3a,1,0.307372
Umbrella_tbm_05.tex.module.000011,1,0.506556
Umbrella_tbm_05.tex.module.000015,1,0.506906
Umbrella_tbm_05.tex.module.000025,1,0.509171
Umbrella_tbm_05.tex.module.000030,1,0.511308
Umbrella_tbm_05.tex.module.000039,1,0.51424
Umbrella_tbm_05.tex.module.000043,1,0.516462
Umbrella_tbm_05.tex.module.000053,1,0.520293
Umbrella_tbm_05.tex.module.000064,1,0.529449
Umbrella_tbm_05.tex.module.000065,1,0.530463
Umbrella_tbm_05.tex.module.000079,1,0.533738
Umbrella_tbm_05.tex.module.000088,1,0.532404
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.757921
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.757921
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.756141
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.757326
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.759112
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.758516
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.757921
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.757921
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.758516
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.758516
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.757921
Umbrella_tbm_21.tex.module.000024,1,0.516592
Umbrella_tbm_21.tex.module.000029,1,0.51849
Umbrella_tbm_21.tex.module.000044,1,0.525343
Umbrella_tbm_21.tex.module.000049,1,0.525343
Umbrella_tbm_21.tex.module.000056,1,0.526236
Umbrella_tbm_21.tex.module.000069,1,0.524221
Umbrella_tbm_21.tex.module.000079,1,0.525434
Umbrella_tbm_21.tex.module.000129,1,0.526063
Umbrella_tbm_21.tex.module.000134,1,0.527368
Umbrella_tbm_21.tex.module.000139,1,0.52839
Umbrella_tbm_21.tex.module.000149,1,0.529452
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.758883
Umbrella_tbm_24.tex.module.000066,1,0.534794
Umbrella_tbm_24.tex.module.000103,1,0.539737
Umbrella_tbm_24.tex.module.000131,1,0.543732
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.73344
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.73344
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.73344
Umbrella_tbm_25.tex.module.000003,1,0.500622
Umbrella_tbm_25.tex.module.000031,1,0.500622
Umbrella_tbm_25.tex.module.000041,1,0.501358
Umbrella_tbm_25.tex.module.000084,1,0.511756
Umbrella_tbm_25.tex.module.000087,1,0.511756
Umbrella_tbm_25.tex.module.000099,1,0.512883
Umbrella_tbm_25.tex.module.000106,1,0.509517
Umbrella_tbm_25.tex.module.000121,1,0.510749
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.726052
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.727043
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.726052
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.726299
Umbrella_tbm_26.tex.module.000004,1,0.520762
Umbrella_tbm_26.tex.module.000021,1,0.519388
Umbrella_tbm_26.tex.module.000041,1,0.528445
Umbrella_tbm_26.tex.module.000061,1,0.528045
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.709621
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.708731
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.709621
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.709621
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.708731
Umbrella_tbm_29.tex.module.000009,1,0.503636
Umbrella_tbm_29.tex.module.000010,1,0.504169
Umbrella_tbm_29.tex.module.000078,1,0.521565
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.713737
vis.arbiter.E-f4-shuffled,1,0.333303
vis.coherence^1.E-d4-shuffled,1,0.333303
vis.elevator^1.E-f2-shuffled,1,0.333294
vis.emodel.E-f4-shuffled,1,0.333295
vis.prodcell^01.E-d4-shuffled,1,0.333315
vis.prodcell^04.E-f4-shuffled,1,0.333325
vis.prodcell^05.E-f4-shuffled,1,0.333325
vis.prodcell^08.E-f4-shuffled,1,0.333327
vis.prodcell^09.E-f2-shuffled,1,0.333313
vis.prodcell^23.E-f4-shuffled,1,0.333327
vis.prodcell^24.E-f3-shuffled,1,0.333323
vonNeumann-ripple-carry-13-c-shuffled,1,0.33492
vonNeumann-ripple-carry-15-c-shuffled,1,0.334724
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.514338
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.5342
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.546084
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.526622
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.544599
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.560628
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.553165
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.571904
x120.0,1,0.150196
x120.1,1,0.150277
x120.2,1,0.150156
x120.3,1,0.150009
x120.4,1,0.150156
x120.5,1,0.15029
x120.6,1,0.150116
x120.7,1,0.150357
x120.8,1,0.150317
x120.9,1,0.150183
x240.0,1,0.149618
x240.1,1,0.149677
x240.2,1,0.149544
x240.3,1,0.149637
x240.4,1,0.149518
x240.5,1,0.149578
x240.6,1,0.149598
x240.7,1,0.149465
x240.8,1,0.149611
x240.9,1,0.149604
x30.0,1,0.153958
x30.1,1,0.154238
x30.2,1,0.154126
x30.3,1,0.153902
x30.4,1,0.154406
x30.5,1,0.154294
x30.6,1,0.154745
x30.7,1,0.15438
x30.8,1,0.154914
x30.9,1,0.153902
x60.0,1,0.151499
x60.1,1,0.151472
x60.2,1,0.151662
x60.3,1,0.15139
x60.4,1,0.151744
x60.5,1,0.151881
x60.6,1,0.151092
x60.7,1,0.151499
x60.8,1,0.151717
x60.9,1,0.151282
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.350515
