@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC

@DATA
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0.024342,41.08125,82.1625,82.1625
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0.035467,28.195192,56.390385,56.390385
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0.024412,40.96375,81.9275,81.9275
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0.02454,40.75,81.5,81.5
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0.02405,41.58,83.16,83.16
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0.036156,27.657692,55.315385,55.315385
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.025415,39.3475,78.695,78.695
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0.036005,27.774038,55.548077,55.548077
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.674973,1.48154,4.008728,7.501833
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0.025253,39.6,79.2,79.2
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0.033513,29.839409,59.678818,59.678818
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0.024394,40.99375,81.9875,81.9875
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0.023602,42.36875,84.7375,84.7375
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,0.023802,42.0125,84.025,84.025
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,0.067976,14.711111,29.422222,29.422222
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,0.037457,26.697115,53.394231,53.394231
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,0.036332,27.524038,55.048077,55.048077
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,0.034471,29.009615,58.019231,58.019231
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0.025486,39.2375,78.475,78.475
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,0.070783,14.127778,28.255556,28.255556
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,0.068637,14.569444,29.138889,29.138889
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,0.070244,14.236111,28.472222,28.472222
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,0.070189,14.247222,28.494444,28.494444
normalized-rand-2-40-8-753-100-32_ext.xml.mzn_AND_NODATA,1,0.071344,14.016667,28.033333,28.033333
normalized-rand-2-40-80-103-800-72_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-36_ext.xml.mzn_AND_NODATA,1,0.069619,14.363889,28.727778,28.727778
normalized-rand-2-40-25-180-500-40_ext.xml.mzn_AND_NODATA,1,0.039135,25.552885,51.105769,51.105769
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,0.070922,14.1,28.2,28.2
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,0.069944,14.297222,28.594444,28.594444
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,0.070313,14.222222,28.444444,28.444444
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,0.069565,14.375,28.75,28.75
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,0.070658,14.152778,28.305556,28.305556
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,0.0697,14.347222,28.694444,28.694444
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,0.068939,14.505556,29.011111,29.011111
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,0.069916,14.302778,28.605556,28.605556
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,0.068979,14.497222,28.994444,28.994444
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,0.040136,24.915385,49.830769,49.830769
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,0.069085,14.475,28.95,28.95
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,0.069297,14.430556,28.861111,28.861111
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0.070671,14.15,28.3,28.3
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0.069458,14.397222,28.794444,28.794444
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0.069404,14.408333,28.816667,28.816667
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0.069444,14.4,28.8,28.8
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0.071386,14.008333,28.016667,28.016667
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0.070189,14.247222,28.494444,28.494444
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0.069378,14.413889,28.827778,28.827778
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0.069971,14.291667,28.583333,28.583333
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0.070053,14.275,28.55,28.55
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,0.06974,14.338889,28.677778,28.677778
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,0.069178,14.455556,28.911111,28.911111
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444,28.738889,28.738889
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,0.06993,14.3,28.6,28.6
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,0.069378,14.413889,28.827778,28.827778
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,0.07008,14.269444,28.538889,28.538889
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,0.070093,14.266667,28.533333,28.533333
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,0.070699,14.144444,28.288889,28.288889
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,0.071628,13.961111,27.922222,27.922222
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,0.071245,14.036111,28.072222,28.072222
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0.02491,40.145,80.29,80.29
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,0.070644,14.155556,28.311111,28.311111
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,0.069552,14.377778,28.755556,28.755556
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.024489,40.835,81.67,81.67
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,0.069673,14.352778,28.705556,28.705556
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,0.03376,29.621154,59.242308,59.242308
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,0.033822,29.566346,59.132692,59.132692
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,0.068794,14.536111,29.072222,29.072222
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,0.069124,14.466667,28.933333,28.933333
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,0.07081,14.122222,28.244444,28.244444
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,0.069632,14.361111,28.722222,28.722222
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,0.070148,14.255556,28.511111,28.511111
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,0.032985,30.317241,60.634483,60.634483
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,0.036963,27.053846,54.107692,54.107692
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444,28.738889,28.738889
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,0.035519,28.153846,56.307692,56.307692
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,0.068571,14.583333,29.166667,29.166667
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,0.070922,14.1,28.2,28.2
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,0.07063,14.158333,28.316667,28.316667
normalized-rand-2-40-8-753-100-20_ext.xml.mzn_AND_NODATA,1,0.069351,14.419444,28.838889,28.838889
normalized-rand-2-40-8-753-100-46_ext.xml.mzn_AND_NODATA,1,0.068742,14.547222,29.094444,29.094444
normalized-rand-2-40-8-753-100-69_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444,28.738889,28.738889
normalized-rand-2-40-8-753-100-3_ext.xml.mzn_AND_NODATA,1,0.069971,14.291667,28.583333,28.583333
normalized-rand-2-40-8-753-100-39_ext.xml.mzn_AND_NODATA,1,0.070671,14.15,28.3,28.3
normalized-rand-2-40-8-753-100-91_ext.xml.mzn_AND_NODATA,1,0.069619,14.363889,28.727778,28.727778
normalized-rand-2-40-8-753-100-83_ext.xml.mzn_AND_NODATA,1,0.069713,14.344444,28.688889,28.688889
normalized-rand-2-40-25-180-500-50_ext.xml.mzn_AND_NODATA,1,0.038102,26.245192,52.490385,52.490385
normalized-rand-2-40-8-753-100-51_ext.xml.mzn_AND_NODATA,1,0.070685,14.147222,28.294444,28.294444
normalized-rand-2-40-8-753-100-8_ext.xml.mzn_AND_NODATA,1,0.069862,14.313889,28.627778,28.627778
normalized-rand-2-40-8-753-100-54_ext.xml.mzn_AND_NODATA,1,0.069727,14.341667,28.683333,28.683333
normalized-rand-2-40-8-753-100-63_ext.xml.mzn_AND_NODATA,1,0.070175,14.25,28.5,28.5
normalized-rand-2-40-80-103-800-2_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-79_ext.xml.mzn_AND_NODATA,1,0.069822,14.322222,28.644444,28.644444
normalized-rand-2-40-8-753-100-95_ext.xml.mzn_AND_NODATA,1,0.069889,14.308333,28.616667,28.616667
normalized-rand-2-40-8-753-100-57_ext.xml.mzn_AND_NODATA,1,0.068389,14.622222,29.244444,29.244444
normalized-rand-2-40-8-753-100-78_ext.xml.mzn_AND_NODATA,1,0.069032,14.486111,28.972222,28.972222
normalized-rand-2-40-8-753-100-98_ext.xml.mzn_AND_NODATA,1,0.070299,14.225,28.45,28.45
normalized-rand-2-40-8-753-100-44_ext.xml.mzn_AND_NODATA,1,0.069471,14.394444,28.788889,28.788889
normalized-rand-2-40-8-753-100-99_ext.xml.mzn_AND_NODATA,1,0.069957,14.294444,28.588889,28.588889
normalized-rand-2-40-8-753-100-45_ext.xml.mzn_AND_NODATA,1,0.070367,14.211111,28.422222,28.422222
normalized-rand-2-40-8-753-100-86_ext.xml.mzn_AND_NODATA,1,0.068966,14.5,29,29
normalized-rand-2-40-8-753-100-90_ext.xml.mzn_AND_NODATA,1,0.070121,14.261111,28.522222,28.522222
normalized-rand-2-40-8-753-100-59_ext.xml.mzn_AND_NODATA,1,0.069458,14.397222,28.794444,28.794444
normalized-rand-2-40-8-753-100-97_ext.xml.mzn_AND_NODATA,1,0.069045,14.483333,28.966667,28.966667
normalized-rand-2-40-8-753-100-80_ext.xml.mzn_AND_NODATA,1,0.07133,14.019444,28.038889,28.038889
normalized-rand-2-40-8-753-100-4_ext.xml.mzn_AND_NODATA,1,0.070093,14.266667,28.533333,28.533333
normalized-rand-2-40-8-753-100-2_ext.xml.mzn_AND_NODATA,1,0.069849,14.316667,28.633333,28.633333
normalized-rand-2-40-8-753-100-73_ext.xml.mzn_AND_NODATA,1,0.069754,14.336111,28.672222,28.672222
normalized-rand-2-40-80-103-800-23_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-25-180-500-4_ext.xml.mzn_AND_NODATA,1,0.036145,27.666667,55.333333,55.333333
normalized-rand-2-40-80-103-800-50_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-9_ext.xml.mzn_AND_NODATA,1,0.06974,14.338889,28.677778,28.677778
normalized-rand-2-40-80-103-800-84_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15
normalized-rand-2-40-8-753-100-56_ext.xml.mzn_AND_NODATA,1,0.069337,14.422222,28.844444,28.844444
normalized-haystacks-47.xml.mzn_AND_NODATA,1,0.742667,1.346499,3.664435,5.875234
normalized-rand-2-40-25-180-500-41_ext.xml.mzn_AND_NODATA,1,0.035512,28.159615,56.319231,56.319231
normalized-rand-2-40-19-443-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.024424,40.94375,81.8875,81.8875
normalized-rand-2-40-19-443-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.02483,40.27375,80.5475,80.5475
normalized-rand-2-40-25-180-500-29_ext.xml.mzn_AND_NODATA,1,0.033754,29.625962,59.251923,59.251923
normalized-rand-2-40-25-180-500-38_ext.xml.mzn_AND_NODATA,1,0.034967,28.59803,57.196059,57.196059
normalized-rand-2-40-19-443-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0.024503,40.81125,81.6225,81.6225
normalized-rand-2-40-25-180-500-79_ext.xml.mzn_AND_NODATA,1,0.043577,22.948077,45.896154,45.896154
normalized-rand-2-40-19-443-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.024205,41.31375,82.6275,82.6275
normalized-rand-2-40-25-180-500-46_ext.xml.mzn_AND_NODATA,1,0.037695,26.528846,53.057692,53.057692
normalized-rand-2-40-19-443-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.024141,41.4225,82.845,82.845
normalized-rand-2-40-25-180-500-2_ext.xml.mzn_AND_NODATA,1,0.032515,30.75468,61.50936,61.50936
normalized-rand-2-40-19-443-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.024309,41.1375,82.275,82.275
normalized-rand-2-40-19-443-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.024834,40.2675,80.535,80.535
normalized-rand-2-40-25-180-500-68_ext.xml.mzn_AND_NODATA,1,0.039155,25.539423,51.078846,51.078846
normalized-rand-2-40-25-180-500-31_ext.xml.mzn_AND_NODATA,1,0.033981,29.427885,58.855769,58.855769
normalized-rand-2-40-25-180-500-43_ext.xml.mzn_AND_NODATA,1,0.035177,28.427885,56.855769,56.855769
normalized-rand-2-40-25-180-500-76_ext.xml.mzn_AND_NODATA,1,0.040668,24.589423,49.178846,49.178846
normalized-rand-2-40-25-180-500-63_ext.xml.mzn_AND_NODATA,1,0.037545,26.634615,53.269231,53.269231
normalized-rand-2-40-25-180-500-51_ext.xml.mzn_AND_NODATA,1,0.036767,27.198077,54.396154,54.396154
normalized-rand-2-40-25-180-500-67_ext.xml.mzn_AND_NODATA,1,0.037703,26.523153,53.046305,53.046305
normalized-rand-2-40-25-180-500-66_ext.xml.mzn_AND_NODATA,1,0.037934,26.361538,52.723077,52.723077
normalized-rand-2-40-25-180-500-58_ext.xml.mzn_AND_NODATA,1,0.036336,27.521182,55.042365,55.042365
normalized-rand-2-40-25-180-500-61_ext.xml.mzn_AND_NODATA,1,0.037587,26.604808,53.209615,53.209615
normalized-rand-2-40-25-180-500-55_ext.xml.mzn_AND_NODATA,1,0.035859,27.8867,55.773399,55.773399
normalized-rand-2-40-25-180-500-42_ext.xml.mzn_AND_NODATA,1,0.034518,28.970192,57.940385,57.940385
normalized-rand-2-40-25-180-500-64_ext.xml.mzn_AND_NODATA,1,0.037102,26.952709,53.905419,53.905419
normalized-rand-2-40-25-180-500-48_ext.xml.mzn_AND_NODATA,1,0.036353,27.507692,55.015385,55.015385
normalized-rand-2-40-25-180-500-34_ext.xml.mzn_AND_NODATA,1,0.033785,29.599038,59.198077,59.198077
normalized-rand-2-40-25-180-500-39_ext.xml.mzn_AND_NODATA,1,0.033407,29.93399,59.86798,59.86798
normalized-rand-2-40-25-180-500-47_ext.xml.mzn_AND_NODATA,1,0.033687,29.684729,59.369458,59.369458
normalized-patat-08-comp-13.xml.mzn_AND_NODATA,1,0.669348,1.493992,4.073788,7.838697
normalized-rand-2-40-25-180-500-96_ext.xml.mzn_AND_NODATA,1,0.043753,22.855769,45.711538,45.711538
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0.036574,27.341872,54.683744,54.683744
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0.035398,28.250505,56.50101,56.50101
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0.037069,26.976923,53.953846,53.953846
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0.031932,31.316346,62.632692,62.632692
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0.034436,29.039423,58.078846,58.078846
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0.036642,27.291346,54.582692,54.582692
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.024239,41.255,82.51,82.51
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0.037056,26.986207,53.972414,53.972414
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0.037928,26.365517,52.731034,52.731034
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0.040057,24.964423,49.928846,49.928846
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0.038264,26.13399,52.26798,52.26798
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0.034904,28.65,57.3,57.3
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0.035595,28.093596,56.187192,56.187192
normalized-rand-2-40-25-180-500-54_ext.xml.mzn_AND_NODATA,1,0.034835,28.706731,57.413462,57.413462
normalized-rand-2-40-25-180-500-74_ext.xml.mzn_AND_NODATA,1,0.035664,28.039423,56.078846,56.078846
normalized-rand-2-40-25-180-500-59_ext.xml.mzn_AND_NODATA,1,0.036872,27.121154,54.242308,54.242308
normalized-rand-2-40-25-180-500-80_ext.xml.mzn_AND_NODATA,1,0.037102,26.952885,53.905769,53.905769
normalized-rand-2-40-25-180-500-86_ext.xml.mzn_AND_NODATA,1,0.038372,26.060577,52.121154,52.121154
normalized-rand-2-40-25-180-500-57_ext.xml.mzn_AND_NODATA,1,0.034431,29.043269,58.086538,58.086538
normalized-patat-08-comp-16.xml.mzn_AND_NODATA,1,0.66853,1.49582,4.158122,7.898177
normalized-rand-2-40-25-180-500-99_ext.xml.mzn_AND_NODATA,1,0.038307,26.104808,52.209615,52.209615
normalized-rand-2-40-25-180-500-97_ext.xml.mzn_AND_NODATA,1,0.037358,26.768269,53.536538,53.536538
