@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
jnh04_ext.xml.minion.converted.minion.gz,1,0.72,0.865625,0.88,0.86,64.205882,41.6,14,850,0.8498,0.863249,114,0,100,0.048941,0.048941,0.858384
jnh05_ext.xml.minion.converted.minion.gz,1,0.73,0.868629,0.92,0.86,68.777515,41.54,13,845,0.8542,0.867362,114,0,100,0.04916,0.04916,0.862828
jnh06_ext.xml.minion.converted.minion.gz,1,0.73,0.866284,0.87,0.865,65.863529,41.55,14,850,0.858,0.871497,114,0,100,0.048882,0.048882,0.866667
jnh07_ext.xml.minion.converted.minion.gz,1,0.72,0.866394,0.88,0.86,65.338443,41.56,13,848,0.8506,0.863382,114,0,100,0.049009,0.049009,0.859192
jnh08_ext.xml.minion.converted.minion.gz,1,0.75,0.867655,0.93,0.865,69.546525,41.45,14,849,0.862,0.87498,114,0,100,0.048822,0.048822,0.870707
jnh09_ext.xml.minion.converted.minion.gz,1,0.73,0.865448,0.88,0.85,63.636042,41.54,14,849,0.8496,0.862041,114,0,100,0.048928,0.048928,0.858182
jnh10_ext.xml.minion.converted.minion.gz,1,0.74,0.868288,0.87,0.87,68.625738,41.58,14,847,0.8588,0.871799,114,0,100,0.049091,0.049091,0.867475
jnh11_ext.xml.minion.converted.minion.gz,1,0.72,0.865784,0.89,0.86,66.342756,41.3,14,849,0.8544,0.867678,114,0,100,0.048645,0.048645,0.86303
jnh12_ext.xml.minion.converted.minion.gz,1,0.72,0.867253,0.91,0.86,66.208726,41.67,13,848,0.8528,0.865456,114,0,100,0.049139,0.049139,0.861414
jnh13_ext.xml.minion.converted.minion.gz,1,0.74,0.867013,0.93,0.86,69.272085,41.3,14,849,0.859,0.872802,114,0,100,0.048645,0.048645,0.867677
jnh14_ext.xml.minion.converted.minion.gz,1,0.71,0.866161,0.88,0.85,64.617197,41.61,13,849,0.8504,0.862944,114,0,100,0.049011,0.049011,0.85899
jnh15_ext.xml.minion.converted.minion.gz,1,0.74,0.867306,0.89,0.855,69.766234,41.2,14,847,0.8542,0.867554,114,0,100,0.048642,0.048642,0.862828
jnh16_ext.xml.minion.converted.minion.gz,1,0.73,0.866279,0.88,0.865,63.413428,41.7,14,849,0.8554,0.868121,114,0,100,0.049117,0.049117,0.86404
jnh17_ext.xml.minion.converted.minion.gz,1,0.71,0.866245,0.89,0.85,67.547816,41.27,14,847,0.8466,0.860347,114,0,100,0.048725,0.048725,0.855152
jnh18_ext.xml.minion.converted.minion.gz,1,0.74,0.867871,0.92,0.86,67.540636,41.67,14,849,0.8596,0.873231,114,0,100,0.049081,0.049081,0.868283
jnh19_ext.xml.minion.converted.minion.gz,1,0.7,0.865383,0.89,0.855,64.424706,41.48,14,850,0.847,0.860595,114,0,100,0.0488,0.0488,0.855556
jnh201_ext.xml.minion.converted.minion.gz,1,0.78,0.872395,0.92,0.87,57.04125,41.54,12,800,0.8646,0.87476,71,0,100,0.051925,0.051925,0.873333
jnh202_ext.xml.minion.converted.minion.gz,1,0.7,0.867685,0.85,0.845,64.406758,39.6,13,799,0.8354,0.850174,114,0,100,0.049562,0.049562,0.843838
jnh203_ext.xml.minion.converted.minion.gz,1,0.72,0.868572,0.89,0.845,69.87594,39.02,14,798,0.8432,0.85704,114,0,100,0.048897,0.048897,0.851717
jnh204_ext.xml.minion.converted.minion.gz,1,0.69,0.866004,0.92,0.84,64.62625,39.14,14,800,0.8346,0.849111,114,0,100,0.048925,0.048925,0.84303
jnh205_ext.xml.minion.converted.minion.gz,1,0.71,0.867611,0.87,0.84,67.337516,39.05,14,797,0.836,0.850043,114,0,100,0.048996,0.048996,0.844444
jnh206_ext.xml.minion.converted.minion.gz,1,0.71,0.867552,0.88,0.86,68.503129,39.03,14,799,0.8426,0.85743,114,0,100,0.048849,0.048849,0.851111
jnh207_ext.xml.minion.converted.minion.gz,1,0.69,0.866343,0.89,0.845,63.22875,39.36,13,800,0.8358,0.84949,114,0,100,0.0492,0.0492,0.844242
jnh208_ext.xml.minion.converted.minion.gz,1,0.72,0.868395,0.86,0.84,69.331242,39.02,14,797,0.839,0.852951,114,0,100,0.048959,0.048959,0.847475
jnh209_ext.xml.minion.converted.minion.gz,1,0.69,0.866022,0.87,0.845,65.50625,39.02,14,800,0.8368,0.851972,114,0,100,0.048775,0.048775,0.845253
jnh20_ext.xml.minion.converted.minion.gz,1,0.73,0.868054,0.91,0.86,68.660757,41.46,14,846,0.8522,0.865731,114,0,100,0.049007,0.049007,0.860808
jnh210_ext.xml.minion.converted.minion.gz,1,0.71,0.866395,0.88,0.84,65.003755,39.13,13,799,0.8352,0.849151,114,0,100,0.048974,0.048974,0.843636
jnh211_ext.xml.minion.converted.minion.gz,1,0.71,0.868227,0.92,0.86,71.234336,38.84,14,798,0.8414,0.856507,114,0,100,0.048672,0.048672,0.849899
jnh212_ext.xml.minion.converted.minion.gz,1,0.7,0.866464,0.91,0.845,63.21125,39.32,13,800,0.8372,0.851695,114,0,100,0.04915,0.04915,0.845657
jnh213_ext.xml.minion.converted.minion.gz,1,0.7,0.867298,0.84,0.84,67.735257,38.94,14,797,0.8342,0.848091,114,0,100,0.048858,0.048858,0.842626
jnh214_ext.xml.minion.converted.minion.gz,1,0.7,0.867218,0.85,0.85,68.272841,38.94,14,799,0.8396,0.854652,114,0,100,0.048736,0.048736,0.848081
jnh215_ext.xml.minion.converted.minion.gz,1,0.7,0.865605,0.85,0.84,65.41,38.98,14,800,0.8308,0.844107,114,0,100,0.048725,0.048725,0.839192
jnh216_ext.xml.minion.converted.minion.gz,1,0.72,0.868104,0.9,0.845,70.398996,38.82,14,797,0.838,0.852705,114,0,100,0.048708,0.048708,0.846465
jnh217_ext.xml.minion.converted.minion.gz,1,0.7,0.866444,0.88,0.85,62.35625,39.39,14,800,0.841,0.855555,72,0,100,0.049238,0.049237,0.849495
jnh218_ext.xml.minion.converted.minion.gz,1,0.69,0.86698,0.87,0.84,67.048934,38.99,14,797,0.8314,0.845251,114,0,100,0.048921,0.048921,0.839798
jnh219_ext.xml.minion.converted.minion.gz,1,0.71,0.867587,0.92,0.845,69.629537,38.87,14,799,0.8386,0.853379,114,0,100,0.048648,0.048648,0.847071
jnh220_ext.xml.minion.converted.minion.gz,1,0.69,0.865732,0.91,0.845,62.68125,39.23,14,800,0.8352,0.849028,114,0,100,0.049037,0.049037,0.843636
jnh301_ext.xml.minion.converted.minion.gz,1,0.81,0.871328,0.94,0.89,57.613333,46.54,13,900,0.89,0.899903,71,0,100,0.051711,0.051711,0.89899
jnh302_ext.xml.minion.converted.minion.gz,1,0.75,0.86752,0.9,0.87,65.864143,44.37,13,898,0.868,0.880358,114,0,100,0.04941,0.04941,0.876768
jnh303_ext.xml.minion.converted.minion.gz,1,0.75,0.866822,0.9,0.89,68.770857,43.78,14,899,0.8754,0.888256,114,0,100,0.048699,0.048699,0.884242
jnh304_ext.xml.minion.converted.minion.gz,1,0.74,0.865824,0.91,0.88,64.424444,44.17,14,900,0.868,0.880818,114,0,100,0.049078,0.049078,0.876768
jnh305_ext.xml.minion.converted.minion.gz,1,0.76,0.868599,0.9,0.89,69.743304,43.98,14,896,0.8748,0.886619,114,0,100,0.049085,0.049085,0.883636
jnh306_ext.xml.minion.converted.minion.gz,1,0.74,0.865933,0.93,0.875,63.225806,44.23,13,899,0.8688,0.88135,72,0,100,0.049199,0.049199,0.877576
jnh307_ext.xml.minion.converted.minion.gz,1,0.75,0.866601,0.9,0.87,69.605351,43.59,14,897,0.8672,0.879273,114,0,100,0.048595,0.048595,0.87596
jnh308_ext.xml.minion.converted.minion.gz,1,0.74,0.866167,0.88,0.88,65.146667,44.1,14,900,0.8714,0.884048,114,0,100,0.049,0.049,0.880202
jnh309_ext.xml.minion.converted.minion.gz,1,0.75,0.866577,0.9,0.88,65.493318,44.11,13,898,0.8678,0.879851,114,0,100,0.04912,0.04912,0.876566
jnh310_ext.xml.minion.converted.minion.gz,1,0.74,0.866665,0.92,0.88,69.490545,43.67,14,899,0.8716,0.885053,114,0,100,0.048576,0.048576,0.880404
langford-2-10.xml.minion.conv.minion,1,0.95,0.717507,0.95,0.95,90.347619,21,50,0,0.95,1,50,50,20,0.1,0.1,1
langford-2-11.xml.minion.conv.minion,1,0.954545,0.693308,0.954545,0.954545,86.300395,23,48,0,0.954545,1,48,48,22,0.090909,0.090909,1
langford-2-12.xml.minion.conv.minion,1,0.958333,0.670291,0.958333,0.958333,84.406667,25,50,0,0.958333,1,50,50,24,0.083333,0.083333,1
langford-2-13.xml.minion.conv.minion,1,0.961538,0.648447,0.961538,0.961538,88.649573,27,57,0,0.961538,1,57,57,26,0.076923,0.076923,1
langford-2-14.xml.minion.conv.minion,1,0.964286,0.627744,0.964286,0.964286,71.76601,29,39,0,0.964286,1,39,39,28,0.071429,0.071429,1
langford-2-15.xml.minion.conv.minion,1,0.966667,0.608135,0.966667,0.966667,63.025806,31,35,0,0.966667,1,35,35,30,0.066667,0.066667,1
langford-2-16.xml.minion.conv.minion,1,0.96875,0.589565,0.96875,0.96875,61.625,33,35,0,0.96875,1,35,35,32,0.0625,0.0625,1
langford-2-17.xml.minion.conv.minion,1,0.970588,0.571975,0.970588,0.970588,51.956303,35,25,0,0.970588,1,25,25,34,0.058824,0.058824,1
langford-2-18.xml.minion.conv.minion,1,0.972222,0.555308,0.972222,0.972222,56.241742,37,31,0,0.972222,1,31,31,36,0.055556,0.055556,1
langford-2-19.xml.minion.conv.minion,1,0.973684,0.539505,0.973684,0.973684,54.206478,39,31,0,0.973684,1,31,31,38,0.052632,0.052632,1
langford-2-20.xml.minion.conv.minion,1,0.975,0.52451,0.975,0.975,48.596341,41,27,0,0.975,1,27,27,40,0.05,0.05,1
langford-2-21.xml.minion.conv.minion,1,0.97619,0.510273,0.97619,0.97619,43.037652,43,20,0,0.97619,1,20,20,42,0.047619,0.047619,1
langford-2-25.xml.minion.conv.minion,1,0.98,0.459944,0.98,0.98,43.958431,51,25,0,0.98,1,25,25,50,0.04,0.04,1
langford-2-2.xml.minion.conv.minion,1,0.75,0.917531,0.75,0.75,336.1,5,263,0,0.75,1,263,0,4,0.5,0.5,1
langford-2-30.xml.minion.conv.minion,1,0.983333,0.409024,0.983333,0.983333,40.239344,61,25,0,0.983333,1,25,25,60,0.033333,0.033333,1
langford-2-3.xml.minion.conv.minion,1,0.833333,0.900463,0.833333,0.833333,251.142857,7,169,0,0.833333,1,169,28,6,0.333333,0.333333,1
langford-2-40.xml.minion.conv.minion,1,0.9875,0.334327,0.9875,0.9875,24.474691,81,13,0,0.9875,1,13,13,80,0.025,0.025,1
langford-2-4-ext.xml.minion.gz,1,0.875,0.776417,0.875,0.875,235.25,8,136,32,0.875,1,136,136,8,0.25,0.25,1
langford-2-4.xml.minion.conv.minion,1,0.875,0.877557,0.875,0.875,208.138889,9,136,0,0.875,1,136,48,8,0.25,0.25,1
langford-2-50.xml.minion.conv.minion,1,0.99,0.282422,0.99,0.99,16.947921,101,7,0,0.99,1,7,7,100,0.02,0.02,1
langford-2-5.xml.minion.conv.minion,1,0.9,0.851502,0.9,0.9,170.981818,11,104,0,0.9,1,104,66,10,0.2,0.2,1
langford-2-6.xml.minion.conv.minion,1,0.916667,0.824093,0.916667,0.916667,154.974359,13,97,0,0.916667,1,97,81,12,0.166667,0.166667,1
langford-2-7.xml.minion.conv.minion,1,0.928571,0.796446,0.928571,0.928571,140.495238,15,88,0,0.928571,1,88,69,14,0.142857,0.142857,1
langford-2-8.xml.minion.conv.minion,1,0.9375,0.769235,0.9375,0.9375,115.882353,17,69,0,0.9375,1,69,69,16,0.125,0.125,1
langford-2-9.xml.minion.conv.minion,1,0.944444,0.74285,0.944444,0.944444,96.654971,19,50,0,0.944444,1,50,50,18,0.111111,0.111111,1
langford-3-11-ext.xml.minion.gz,1,0.969697,0.704183,0.969697,0.969697,72.723636,33.333333,35,550,0.969697,1,35,35,33,0.060606,0.060606,1
langford-3-9-ext.xml.minion.gz,1,0.962963,0.71177,0.962963,0.962963,80.620596,27.333333,35,369,0.962963,1,35,35,27,0.074074,0.074074,1
lard-83-83.xml.minion.gz,1,0.987952,0.67202,0.987952,0.987952,529.855716,82,530,3403,0.987952,1,530,527,83,0.024096,0.024096,1
large-80-sat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.028165,79,495,3160,0.9875,1,505,479,80,0.025,0.025,1
large-80-unsat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.160443,79,487,3160,0.9875,1,513,487,80,0.025,0.025,1
large-84-unsat_ext.xml.minion.gz,1,0.988095,0.671956,0.988095,0.988095,500.144291,83,487,3486,0.988095,1,513,487,84,0.02381,0.02381,1
latinSquare-dg-10_all.xml.minion,1,0.35,0.597051,0.35,0.35,999,4,999,0,0.35,0.408403,999,999,100,0.1,0.1,0.353535
latinSquare-dg-11_all.xml.minion,1,0.330579,0.580181,0.330579,0.330579,1000,4,1000,0,0.330579,0.384615,1000,1000,121,0.090909,0.090909,0.333333
latinSquare-dg-12_all.xml.minion,1,0.298611,0.563627,0.298611,0.298611,1000,4,1000,0,0.298611,0.379845,1000,1000,144,0.083333,0.083333,0.300699
latinSquare-dg-3_all.xml.minion,1,0.888889,0.679931,0.888889,0.888889,784,4,784,0,0.888889,1,784,784,9,0.333333,0.333333,1
latinSquare-dg-4_all.xml.minion,1,0.6875,0.679717,0.6875,0.6875,892,4,892,0,0.6875,0.709091,892,892,16,0.25,0.25,0.733333
latinSquare-dg-5_all.xml.minion,1,0.64,0.672635,0.64,0.64,966,4,966,0,0.64,0.6,966,966,25,0.2,0.2,0.666667
latinSquare-dg-6_all.xml.minion,1,0.527778,0.661038,0.527778,0.527778,987,4,987,0,0.527778,0.532164,987,987,36,0.166667,0.166667,0.542857
latinSquare-dg-7_all.xml.minion,1,0.489796,0.646671,0.489796,0.489796,995,4,995,0,0.489796,0.478261,995,995,49,0.142857,0.142857,0.5
latinSquare-dg-8_all.xml.minion,1,0.421875,0.630731,0.421875,0.421875,998,4,998,0,0.421875,0.452991,998,998,64,0.125,0.125,0.428571
latinSquare-dg-9_all.xml.minion,1,0.395062,0.614016,0.395062,0.395062,996,4,996,0,0.395062,0.419355,996,996,81,0.111111,0.111111,0.4
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,513,25.395556,513,5714,0.056435,0.1336,513,513,450,0.004444,0.004444,0.05656
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,324,25.395556,324,5714,0.056435,0.1336,324,324,450,0.004444,0.004444,0.05656
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,263,25.395556,263,5714,0.056435,0.1336,263,263,450,0.004444,0.004444,0.05656
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,184,25.395556,184,5714,0.056435,0.1336,184,184,450,0.004444,0.004444,0.05656
lemma-100-9-mod.xml.minion.conv.minion,1,0.98,0.026747,0.98,0.99,96,147,96,0,0.9866,0.996543,96,96,100,0.02,0.02,0.996566
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333,0.22283,0.833333,0.916667,96,15,96,0,0.888889,0.96835,96,96,12,0.166667,0.166667,0.969697
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667,0.178178,0.933333,0.933333,96,19.6,96,0,0.915556,0.980464,96,96,15,0.133333,0.133333,0.980952
lemma-20-9-mod.xml.minion.conv.minion,1,0.9,0.134387,0.9,0.95,96,27,96,0,0.93,0.978122,96,96,20,0.1,0.1,0.978947
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333,0.089536,0.933333,0.966667,96,42,96,0,0.955556,0.988262,96,96,30,0.066667,0.066667,0.988506
lemma-50-9-mod.xml.minion.conv.minion,1,0.96,0.053616,0.96,0.98,96,72,96,0,0.9728,0.992549,96,96,50,0.04,0.04,0.992653
magicSquare-10_glb.xml.minion.conv.minion,1,0.99,0.768242,0.99,0.99,495.466667,5.4,484,0,0.99,1,484,484,100,0.12,0.12,1
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736,0.749851,0.991736,0.991736,500.408163,5.363636,490,0,0.991736,1,490,490,121,0.109462,0.109462,1
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056,0.731691,0.993056,0.993056,505.509434,5.333333,496,0,0.993056,1,496,496,144,0.100629,0.100629,1
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083,0.713891,0.994083,0.994083,538.245614,5.307692,530,0,0.994083,1,530,530,169,0.093117,0.093117,1
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898,0.696537,0.994898,0.994898,504.262295,5.285714,496,0,0.994898,1,496,496,196,0.086651,0.086651,1
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556,0.679685,0.995556,0.995556,499.815385,5.266667,492,0,0.995556,1,492,492,225,0.081026,0.081026,1
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094,0.663366,0.996094,0.996094,517.101449,5.25,510,0,0.996094,1,510,510,256,0.076087,0.076087,1
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654,0.647597,0.99654,0.99654,491.068493,5.235294,484,0,0.99654,1,484,484,289,0.071716,0.071716,1
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914,0.632382,0.996914,0.996914,520.311688,5.222222,514,0,0.996914,1,514,514,324,0.067821,0.067821,1
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723,0.617717,0.99723,0.99723,487.407407,5.210526,481,0,0.99723,1,481,481,361,0.064327,0.064327,1
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889,0.873959,0.888889,0.888889,484,6.333333,452,0,0.888889,1,452,452,9,0.372549,0.372549,1
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375,0.865625,0.9375,0.9375,498.095238,6,473,0,0.9375,1,473,473,16,0.285714,0.285714,1
magicSquare-5_glb.xml.minion.conv.minion,1,0.96,0.853642,0.96,0.96,541.12,5.8,522,0,0.96,1,522,522,25,0.232,0.232,1
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222,0.83897,0.972222,0.972222,521.103448,5.666667,504,0,0.972222,1,504,504,36,0.195402,0.195402,1
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592,0.822485,0.979592,0.979592,537.454545,5.571429,523,0,0.979592,1,523,523,49,0.168831,0.168831,1
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375,0.804881,0.984375,0.984375,520.324324,5.5,507,0,0.984375,1,507,507,64,0.148649,0.148649,1
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654,0.786675,0.987654,0.987654,528.780488,5.444444,517,0,0.987654,1,517,517,81,0.132791,0.132791,1
mug100-1-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324,0,0.0332,0.371667,324,324,100,0.02,0.02,0.033535
mug100-1-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263,0,0.0332,0.371667,263,263,100,0.02,0.02,0.033535
mug100-25-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324,0,0.0332,0.37,324,324,100,0.02,0.02,0.033535
mug100-25-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263,0,0.0332,0.37,263,263,100,0.02,0.02,0.033535
mug88-1-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324,0,0.037707,0.348485,324,324,88,0.022727,0.022727,0.03814
mug88-1-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263,0,0.037707,0.348485,263,263,88,0.022727,0.022727,0.03814
mug88-25-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324,0,0.037707,0.367424,324,324,88,0.022727,0.022727,0.03814
mug88-25-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263,0,0.037707,0.367424,263,263,88,0.022727,0.022727,0.03814
myciel3-3.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,324,3.636364,324,0,0.330579,0,324,324,11,0.181818,0.181818,0.363636
myciel3-4.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,263,3.636364,263,0,0.330579,0,263,263,11,0.181818,0.181818,0.363636
myciel4-4.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,263,6.173913,263,0,0.268431,0,263,263,23,0.086957,0.086957,0.280632
myciel4-5.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,184,6.173913,184,0,0.268431,0,184,184,23,0.086957,0.086957,0.280632
myciel5-4.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,263,10.042553,263,0,0.213671,0,263,263,47,0.042553,0.042553,0.218316
myciel5-5.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,184,10.042553,184,0,0.213671,0,184,184,47,0.042553,0.042553,0.218316
myciel5-6.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,169,10.042553,169,0,0.213671,0,169,169,47,0.042553,0.042553,0.218316
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,324,10.042553,324,236,0.213671,0,324,324,47,0.042553,0.042553,0.218316
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,263,10.042553,263,236,0.213671,0,263,263,47,0.042553,0.042553,0.218316
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,184,10.042553,184,236,0.213671,0,184,184,47,0.042553,0.042553,0.218316
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,169,10.042553,169,236,0.213671,0,169,169,47,0.042553,0.042553,0.218316
myciel6-4.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,263,15.894737,263,0,0.167313,0,263,263,95,0.021053,0.021053,0.169093
myciel6-5.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,184,15.894737,184,0,0.167313,0,184,184,95,0.021053,0.021053,0.169093
myciel6-6.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,169,15.894737,169,0,0.167313,0,169,169,95,0.021053,0.021053,0.169093
myciel6-7.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,154,15.894737,154,0,0.167313,0,154,154,95,0.021053,0.021053,0.169093
myciel7-4.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,263,24.712042,263,0,0.129382,0,263,263,191,0.010471,0.010471,0.130063
myciel7-5.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,184,24.712042,184,0,0.129382,0,184,184,191,0.010471,0.010471,0.130063
myciel7-6.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,169,24.712042,169,0,0.129382,0,169,169,191,0.010471,0.010471,0.130063
myciel7-7.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,154,24.712042,154,0,0.129382,0,154,154,191,0.010471,0.010471,0.130063
myciel7-8.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,136,24.712042,136,0,0.129382,0,136,136,191,0.010471,0.010471,0.130063
nmr_10_10_3.minion,1,0.99,0.442616,0.99,0.99,40.088106,84.6,36,0,0.99,1,36,36,100,0.04141,0.04141,1
nmr_10_10_4.minion,1,0.99,0.442616,0.99,0.99,24.281938,84.6,20,0,0.99,1,20,20,100,0.04141,0.04141,1
nmr_10_10_5.minion,1,0.99,0.442616,0.99,0.99,15.237885,84.6,11,0,0.99,1,11,11,100,0.04141,0.04141,1
nmr_10_11_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796,93.618182,36,0,0.990909,1,36,36,110,0.037537,0.037537,1
nmr_10_11_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166,93.618182,20,0,0.990909,1,20,20,110,0.037537,0.037537,1
nmr_10_11_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394,93.618182,11,0,0.990909,1,11,11,110,0.037537,0.037537,1
nmr_10_12_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719,102.633333,36,0,0.991667,1,36,36,120,0.034326,0.034326,1
nmr_10_12_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686,102.633333,20,0,0.991667,1,20,20,120,0.034326,0.034326,1
nmr_10_12_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522,102.633333,11,0,0.991667,1,11,11,120,0.034326,0.034326,1
nmr_10_5_3.minion,1,0.98,0.509441,0.98,0.98,49.339093,39.4,36,0,0.98,1,36,36,50,0.085097,0.085097,1
nmr_10_5_4.minion,1,0.98,0.509441,0.98,0.98,33.412527,39.4,20,0,0.98,1,20,20,50,0.085097,0.085097,1
nmr_10_5_5.minion,1,0.98,0.509441,0.98,0.98,24.544276,39.4,11,0,0.98,1,11,11,50,0.085097,0.085097,1
nmr_10_6_3.minion,1,0.983333,0.48725,0.983333,0.983333,45.441219,48.466667,36,0,0.983333,1,36,36,60,0.070343,0.070343,1
nmr_10_6_4.minion,1,0.983333,0.48725,0.983333,0.983333,29.483309,48.466667,20,0,0.983333,1,20,20,60,0.070343,0.070343,1
nmr_10_6_5.minion,1,0.983333,0.48725,0.983333,0.983333,21.139332,48.466667,11,0,0.983333,1,11,11,60,0.070343,0.070343,1
nmr_10_7_3.minion,1,0.985714,0.471348,0.985714,0.985714,43.165625,57.514286,36,0,0.985714,1,36,36,70,0.059911,0.059911,1
nmr_10_7_4.minion,1,0.985714,0.471348,0.985714,0.985714,27.453125,57.514286,20,0,0.985714,1,20,20,70,0.059911,0.059911,1
nmr_10_7_5.minion,1,0.985714,0.471348,0.985714,0.985714,18.35625,57.514286,11,0,0.985714,1,11,11,70,0.059911,0.059911,1
nmr_10_8_3.minion,1,0.9875,0.459393,0.9875,0.9875,41.966301,66.55,36,0,0.9875,1,36,36,80,0.052155,0.052155,1
nmr_10_8_4.minion,1,0.9875,0.459393,0.9875,0.9875,25.995298,66.55,20,0,0.9875,1,20,20,80,0.052155,0.052155,1
nmr_10_8_5.minion,1,0.9875,0.459393,0.9875,0.9875,16.925549,66.55,11,0,0.9875,1,11,11,80,0.052155,0.052155,1
nmr_10_9_3.minion,1,0.988889,0.450078,0.988889,0.988889,40.807575,75.577778,36,0,0.988889,1,36,36,90,0.046168,0.046168,1
nmr_10_9_4.minion,1,0.988889,0.450078,0.988889,0.988889,25.041539,75.577778,20,0,0.988889,1,20,20,90,0.046168,0.046168,1
