@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC

@DATA
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,3.8528,0.7358,0.579,0.4996,0.7861
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.8559,0.9043,0.691,0.0822,0.87
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,1.2951,1.5492,0.8942,0.1715,0.9409
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218,0.7406,0.2021,0.9015
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.9581,0.9243,0.7119,0.095,0.8596
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.9922,0.5305,0.6044,0.2371,0.5703
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,2.2681,1.0819,0.8946,0.5,0.7837
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.1543,1.0047,0.6126,0.0951,0.8199
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5968,0.7345,0.5009,0.3944,0.743
SAT_RACE2008/marijn-philips.cnf,1,3.8418,0.7297,0.5046,0.3251,0.7674
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,1.072,1.3182,0.7078,0.3217,0.7904
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,6.7635,0.7128,0.4437,0.5,0.6828
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,4.8954,0.734,0.4771,0.4595,0.475
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0,0.5484,0.9994,0,0.9994
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.8148,1.0234,0.7535,0.0935,0.8544
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,1.4356,0.4339,0.5291,0.2106,0.5284
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.0297,0.8801,0.9422,0.5,0.932
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,2.8866,0.5339,0.5961,0.2819,0.5654
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,12.0039,1.581,0.8062,0.5,0.7614
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.3709,0.8221,0.8232,0.2146,0.841
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.5503,0.4187,0.9143,0.5,0.9161
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.0779,0.6954,0.9569,0.5,0.9589
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.4312,0.5025,0.961,0.5,0.9978
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,4.7941,0.7092,0.4607,0.4419,0.4693
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083,0.955,0.5,0.9559
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516,0.9126,0.5,0.9094
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,1.1505,1.0307,0.603,0.2649,0.7262
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,3.2348,0.8364,0.4816,0.7685,0.6213
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,3.0806,0.6301,0.1582,1,0.5976
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,1.0083,0.9326,0.7241,0.0909,0.8484
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516,0.9126,0.5,0.9094
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0,0.548,0.9995,0,0.9995
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.1,0,0.9091,0.2033,0.9091
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0067,0.7327,0.2522,0.3031,0.6928
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,1.4843,0.9217,0.5748,0.4551,0.7666
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2.2389,0.7192,0.5362,0.453,0.7788
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,3.5638,0.6079,0.4132,1,0.8503
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,1.329,0.8781,0.5197,0.2413,0.6403
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.7863,1.3919,0.7996,0.4571,0.7857
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025,0.7486,0.1349,0.8695
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,1.6927,0.7205,0.514,0.2275,0.5794
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,5.3427,0.7461,0.5312,0.4587,0.5157
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.5414,1.2277,0.9899,0.616,0.9899
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,1.4155,0.8989,0.4767,0.1745,0.751
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,2.2213,1.0796,0.8975,0.5,0.7926
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,5.3935,0.6381,0.4962,0.2089,0.5677
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,29.2682,0.9449,0.656,0.5,0.6368
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,4.8029,0.6954,0.4541,0.4716,0.468
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,4.8736,0.6846,0.4429,0.4657,0.4807
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0133,0.7315,0.2545,0.3026,0.6936
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,17.8331,0.937,0.6622,0.2889,0.6413
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,2.2683,1.0673,0.883,0.5,0.7814
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,4.6818,0.664,0.4323,0.2939,0.5318
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,4.9468,0.7261,0.5452,0.434,0.5858
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.012,3.1488,0.0879,0.5,0.1416
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,1.9922,0.5305,0.6044,0.2371,0.5703
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.2206,0.5109,0.9389,1,0.9438
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1567,1.0326,0.5948,1,0.7657
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.2122,0.7466,0.4518,0.3924,0.6173
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,1.2457,1.5339,0.8897,0.1722,0.939
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,1.9157,1.0559,0.6114,0.2809,0.6673
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,5.3427,0.7461,0.5312,0.4587,0.5157
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,1.2951,1.5492,0.8942,0.1715,0.9409
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,2.429,1.0022,0.6196,0.4896,0.6327
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1,1.0802,0.6375,0.2149,0.8293
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,4.6487,0.7402,0.5949,0.4998,0.7876
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.8774,0.9082,0.6907,0.0811,0.8693
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,1.2985,0.7739,0.6284,0.2783,0.6343
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,1.2054,1.0305,0.6031,0.2645,0.7261
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.1435,0.3128,0.9564,1,0.9566
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,2.811,0.8043,0.5349,0.2415,0.7239
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,4.529,0.7563,0.5003,0.4567,0.5003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.6418,0.5611,0.9016,0.1698,0.9016
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.0711,0.7308,0.2501,0.3087,0.6985
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,7.6403,0.7847,0.4955,0.4803,0.7079
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.4568,0.5863,0.9028,0.4629,0.9168
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0835,1.0071,0.7119,0.3191,0.9275
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,4.7892,0.7987,0.5486,1,0.6968
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,10.0823,0.5022,0.4298,0.4592,0.4899
SAT_RACE2008/een-pico-prop00-75.cnf,1,2.0393,0.8607,0.5377,0.3942,0.6853
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.078,0.6954,0.9568,0.5,0.9588
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.1143,0.2668,0.976,0.5,0.9761
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.0238,0.7271,0.564,0.3288,0.9742
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,5.0919,0.7239,0.4708,0.4632,0.4528
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.6988,0.8668,0.582,0.2921,0.8412
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,1.4356,0.4339,0.5291,0.2106,0.5284
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.8442,0.7076,0.5111,0.2965,0.7392
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.1352,0.3541,0.942,0.1517,0.1793
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,1.7495,0.9283,0.5396,0.2894,0.6642
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,1.0217,0.5296,0.5595,0.2831,0.6138
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,2.3973,1.0443,0.609,0.4517,0.7025
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,4.9156,0.7179,0.4607,0.4582,0.4469
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5407
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.902,0.9167,0.7034,0.1509,0.8542
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,7.3461,0.9328,0.6547,0.3646,0.5859
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,1.2804,1.5399,0.8909,0.1713,0.9386
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.1906,0.0365,0.8831,1,0.8831
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,55.2223,0.7297,0.0627,0.5,0.0352
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,2.4538,1.0367,0.7412,0.2029,0.9264
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.8985,0.6256,0.5315,0.4123,0.6863
SAT_RACE2008/maris-s03-gripper11.cnf,1,0.0948,0.6893,0.9164,0.3144,0.9225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,1.2273,1.5261,0.8869,0.172,0.9386
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,2.5456,1.0366,0.8352,0.2351,0.7464
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,4.6204,0.7451,0.4707,0.4593,0.4688
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,3.2129,0.6621,0.5434,1,0.7569
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,1.4339,0.434,0.529,0.2106,0.5286
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,10.5597,1.7701,0.8372,0.5,0.7969
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,4.7944,0.7078,0.4583,0.439,0.4697
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,5.4295,0.5997,0.4848,0.3234,0.5855
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.6638,0.8781,0.5972,0.2866,0.8528
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.532,0.5472,0.9503,0.5,0.9503
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,4.5128,0.7521,0.5415,0.4342,0.5652
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/een-pico-sr06-pr02-02.cnf,1,3.5801,0.729,0.4633,0.7112,0.572
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,7.4571,0.7658,0.456,0.5,0.7789
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-2.cnf,1,1.4495,0.4372,0.5303,0.2106,0.5335
SAT_RACE2008/ibm-2004-23-k80.cnf,1,1.9579,1.0564,0.6122,0.2818,0.6679
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p0.cnf,1,0.8533,0.9154,0.698,0.088,0.867
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,1.3455,1.0769,0.6241,0.6708,0.7211
SAT_Competition2011/SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,0.0107,0.7802,0.9408,0.5,0.9399
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.2206,0.5109,0.9389,1,0.9438
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,1.7657,0.7707,0.5142,0.447,0.8199
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-i8mul.cnf,1,0.0227,0.7291,0.2603,0.3017,0.6944
SAT_RACE2008/velev-vliw-uns-2.0-iq2.cnf,1,0.3455,0.5724,0.9118,0.4806,0.923
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-4.cnf,1,1.4471,0.4374,0.5303,0.2106,0.5337
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,1.5255,0.6773,0.3808,0.2404,0.7204
SAT_Competition2011/SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,0.7895,0.4806,0.7802,0.2823,0.8544
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f7idw.cnf,1,5.3701,0.7139,0.4753,0.4548,0.4442
SAT-Race-2010-CNF/software-verification/fuhs/AProVE09-20.cnf,1,1.4905,0.681,0.5439,0.2521,0.7546
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-19-u.cnf,1,2.5426,1.0345,0.7382,0.2143,0.9325
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,5.4897,1.0154,0.6868,0.2731,0.6335
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-143.cnf,1,5.4037,0.7365,0.4802,0.4672,0.4527
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.0779,0.6954,0.9569,0.5,0.9589
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,1.744,0.9449,0.5414,0.2894,0.6687
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11935.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,8.0676,0.5895,0.3972,0.2556,0.543
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,1.5569,0.6785,0.382,0.2404,0.7237
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.0492,0.9598,0.9842,0.5,0.9853
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,1.4706,0.9239,0.5739,0.4507,0.7669
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_13_UNKNOWN.cnf,1,0.5855,0.5415,0.9298,0.2011,0.9298
SAT-Race-2010-CNF/hardware-verification/manolios/f7nidw.cnf,1,5.7814,0.7214,0.4827,0.4512,0.4591
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,5.0471,0.7385,0.5046,0.4563,0.526
SAT-Race-2010-CNF/mixed/grieu/vmpc_28.cnf,1,0,0.548,0.9995,0,0.9995
SAT-Race-2010-CNF/software-verification/bitverif/countbitsarray02_32.cnf,1,1.0142,0.9124,0.4943,0.286,0.6795
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,1.44,0.4539,0.5122,0.2183,0.5546
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,5.7293,0.6123,0.4672,0.3215,0.5402
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,0.195,0.7168,0.5545,0.2072,0.9665
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.9993,1.2613,0.9759,0.5294,0.9841
SAT-Race-2010-CNF/hardware-verification/velev/16pipe_16_ooo.cnf,1,0.1126,0.4271,0.9812,0.5,0.9813
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.4541,0.8349,0.5004,0.3218,0.8775
SAT_RACE2008/ibm-2004-23-k100.cnf,1,1.9157,1.0559,0.6114,0.2809,0.6673
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.8771,0.9157,0.6977,0.0861,0.8684
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0,0.5485,0.9993,0,0.9993
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,3.0835,0.7079,0.4486,0.2115,0.6662
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-11-u.cnf,1,1.1396,1.0072,0.7556,0.138,0.8639
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.1991,0.6316,0.9245,0.1732,0.4653
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_21_SAT.cnf,1,0.4992,0.5407,0.9549,0.5,0.9549
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.5067,0.5374,0.9569,0.5,0.9569
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,1.6509,0.6166,0.6087,0.2681,0.576
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0,0.5485,0.9993,0,0.9993
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.1208,0.9218,0.9636,0.4918,0.9663
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,3.2129,0.6621,0.5434,1,0.7569
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.1348,0.4526,0.9713,0.5,0.9716
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.0939,0.6587,0.9342,0.5,0.9257
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.3071,0.9718,0.9064,0.5,0.9644
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,1.2975,1.5489,0.894,0.1729,0.9401
SAT_RACE2008/ibm-2004-29-k55.cnf,1,1.0551,1.0792,0.6476,0.2987,0.7379
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.6324,0.6861,0.9582,0.1731,0.9642
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.9554,0.9814,0.7314,0.1312,0.8711
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0.1264,0.752,0.9461,0.5,0.953
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,11.7334,1.9129,0.8521,0.5,0.8058
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,4.5996,0.7543,0.546,0.434,0.5778
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,1.4365,0.4545,0.5127,0.2402,0.5562
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,13.4324,1.4142,0.7722,0.5,0.7228
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,1.5488,0.6773,0.381,0.2404,0.7225
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083,0.955,0.5,0.9559
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,4.8307,0.7062,0.4543,0.443,0.4693
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,5.3772,0.7437,0.5296,0.4599,0.5104
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,4.529,0.7563,0.5003,0.4567,0.5003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,1.2382,1.5323,0.8898,0.1715,0.9402
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,1.0103,0.5567,0.5277,0.2677,0.6372
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,5.3538,0.7417,0.5137,0.4543,0.4896
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.5973,1.2063,0.9911,0.6587,0.9912
