@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,8.0676,0.5895,0.3972,0.2556,0.543,0.1442,1.5502,1.1991,1.273,0.3964,0.1052,2.6988,0.0741,0.037,0.084,0.0326
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,0.2119,0.5968,0.8873,0.4772,0.8906,0.0753,1.2577,0.8091,1.8009,0.712,0.2111,3.9466,0.8596,0.0247,0.076,0.0018
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,0.0026,0.8021,0.0104,1,0.0098,0.013,1.0605,0.1824,0.2994,0.3965,0.2887,4.9256,0.0097,0.4528,0.5,0.5
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,0.7116,0.3851,0.9403,0.5,0.9406,0.0178,0.8958,0.7405,3.3798,0.8348,0.3273,5.2302,0.8293,0.0968,0.3607,0.0003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,1.227,1.5263,0.887,0.172,0.9387,0.2405,1.148,0.9944,0.7942,0.1948,0.1536,2.4694,0.6535,0.033,0.056,0.031
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,1.0956,0.7048,0.5133,0.2531,0.7315,0.2085,1.2668,1.0316,1.1156,0.3637,0.0874,2.4996,0.1532,0.0552,0.1145,0.0446
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,4.8499,0.7985,0.5484,1,0.697,0.2017,1.6778,1.496,0.8363,0.4569,0.156,3.1391,0.3102,0.0612,0.1416,0.0418
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,5.0468,0.7629,0.5145,0.4562,0.5327,0.1376,1.8018,1.675,1.3145,0.3542,0.1506,3.3597,0.1455,0.069,0.1483,0.0536
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.6913,0.6663,0.4064,0.135,0.5028,0.2081,1.4436,0.8921,0.3063,0.4544,0.0707,2.6786,0.0223,0.0668,0.1309,0.0532
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,2.2512,1.041,0.7491,0.2023,0.9031,0.1704,1.3593,1.0111,0.4931,0.3625,0.1578,2.7792,0.5939,0.015,0.0319,0.0128
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,2.6083,0.6819,0.3574,1,0.8329,0.2103,1.2332,1.0117,5.2283,0.3983,0.0959,2.071,0.093,0.0643,0.1241,0.0505
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,1.7234,0.6648,0.4242,0.2432,0.8351,0.1962,1.2526,1.1357,2.0188,0.3877,0.1815,2.1123,0.1489,0.083,0.1749,0.0638
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,5.3701,0.7139,0.4753,0.4548,0.4442,0.1264,1.8279,1.6713,1.5285,0.3733,0.1566,2.9248,0.1291,0.0761,0.1489,0.0739
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,4.7113,0.7484,0.5366,0.4329,0.559,0.1427,1.7671,1.6648,1.2781,0.3573,0.1656,3.4593,0.145,0.0691,0.1564,0.0504
SAT_RACE2008/mizh-md5-47-5.cnf,1,1.5062,0.4132,0.5294,0.1579,0.5427,0.17,1.0064,0.9028,0.6044,0.4053,0.0385,2.368,0.0724,0.0312,0.0483,0.0291
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.1697,0.252,0.9632,0.5,0.094,0.019,0.3595,2.3423,3.7387,0.9314,0.2294,1.6473,0.0489,0.1092,0.2478,0.0675
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,3.2513,0.6635,0.5478,1,0.7556,0.1153,1.4178,1.311,1.4299,0.4961,0.1634,3.0644,0.1891,0.0619,0.1226,0.0519
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,4.6452,0.6994,0.4493,0.4619,0.466,0.1373,1.7413,1.5938,1.5836,0.3705,0.1509,3.004,0.1211,0.0796,0.1492,0.0755
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,5.0606,0.7295,0.48,0.4612,0.4748,0.1314,1.8267,1.6777,1.324,0.3706,0.1528,3.1053,0.139,0.0756,0.1481,0.0688
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,2.6744,0.6825,0.358,1,0.8308,0.2099,1.2414,1.0179,5.2424,0.3979,0.0964,2.0827,0.0928,0.0646,0.1216,0.0505
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.8771,0.9157,0.6977,0.0861,0.8684,0.1468,1.4142,1.092,0.7304,0.4012,0.1493,3.068,0.5243,0.0186,0.0461,0.0094
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0,0.5485,0.9993,0,0.9993,0.0081,0.6766,0.6746,0.0054,0.5939,0.002,0.7452,0.3917,0,0,0
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,2.6804,1.0499,0.745,0.1922,0.9277,0.1586,1.3052,0.9716,0.5536,0.3463,0.1585,2.8662,0.5673,0.0138,0.0304,0.0117
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,0.6078,0.5649,0.9291,0.1871,0.9291,0.0063,0.616,0.41,1.1334,0.4543,0.2938,4.1952,0.0157,0.0048,0.0079,0
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0.1143,0.2672,0.976,0.5,0.976,0.0121,0.5301,0.3943,6.9967,0.9184,0.276,5.3993,0.9262,0.0465,0.2273,0
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0.1111,0,0.9,0.1947,0.9,0.15,0,0.3251,0,1,0,0,0.9,0.1946,0.1946,0.1946
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.8159,0.848,0.5256,0.2792,0.8689,0.2468,1.2126,0.9998,0.5042,0.3649,0.0733,1.8641,0.3399,0.0346,0.0488,0.0253
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0,0.5478,0.9995,0,0.9995,0.0068,0.6752,0.6737,0.0042,0.5949,0.0015,0.6595,0.3929,0,0,0
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,1.1333,1.0048,0.7521,0.1379,0.8666,0.1854,1.3883,1.0144,0.4365,0.3956,0.1606,2.5324,0.6328,0.0165,0.0314,0.0164
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.1843,0.9777,0.6858,0.5,0.9576,0.0269,1.1461,0.655,3.289,0.4877,0.2988,4.8548,0.8552,0.2445,0.4999,0.2492
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.6048,1.0739,0.7471,0.1596,0.8738,0.2033,1.405,1.0511,0.7751,0.3535,0.1592,2.4479,0.6162,0.0192,0.0394,0.0213
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k45.cnf,1,3.5517,1.1055,0.6158,0.4524,0.7459,0.1867,1.6928,1.4593,0.7088,0.3285,0.1595,3.1624,0.5146,0.0435,0.1079,0.0243
SAT_Competition2011/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,3.1944,0.6614,0.5413,1,0.7576,0.1144,1.4042,1.3009,1.4706,0.4967,0.1635,3.0494,0.1844,0.0625,0.1247,0.0552
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-13-s.cnf,1,2.1235,1.0387,0.7516,0.2053,0.8946,0.175,1.3709,1.0153,0.468,0.3685,0.1573,2.7599,0.6057,0.0154,0.0321,0.0134
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b10.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294,0.3937,6.9937,0.9186,0.276,5.3958,0.9264,0.0465,0.2273,0
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,1.4381,0.454,0.5123,0.2389,0.5552,0.1745,1.0578,0.8813,0.586,0.4093,0.0423,2.3479,0.0616,0.0313,0.0576,0.0293
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_11-k25.cnf,1,2.5525,1.063,0.6144,0.4969,0.6964,0.1503,1.863,1.6033,1.3404,0.3307,0.1541,3.5378,0.499,0.0394,0.0973,0.0228
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,11.7334,1.9129,0.8521,0.5,0.8058,0.0176,1.2202,1.2848,2.2761,0.166,0.3368,5.7156,0.7681,0.1603,0.4309,0.0888
SAT_RACE2008/mizh-sha0-36-4.cnf,1,1.4339,0.434,0.529,0.2106,0.5286,0.171,1.0358,0.9173,0.5122,0.4093,0.0382,2.5571,0.0806,0.0308,0.0447,0.0262
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-2.0-b6.cnf,1,0.1766,0.9257,0.9746,0.5,0.9691,0.025,0.9215,0.9084,3.6816,0.2173,0.2413,4.8318,0.4054,0.1096,0.5,0.0122
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0,0.5476,0.9996,0,0.9996,0.0065,0.675,0.6736,0.004,0.5951,0.0015,0.6461,0.3931,0,0,0
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,1.5153,0.6777,0.3816,0.2404,0.7202,0.1804,1.5162,1.3301,2.3473,0.4194,0.2463,2.3307,0.1155,0.1109,0.2402,0.0738
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-34.cnf,1,0,0.5473,0.9996,0,0.9996,0.006,0.6745,0.6733,0.0034,0.5955,0.0013,0.6027,0.3937,0,0,0
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,5.5755,0.7935,0.5482,1,0.6982,0.2027,1.6728,1.4933,0.843,0.4594,0.1578,3.1367,0.3067,0.0636,0.1448,0.0434
SAT_RACE2008/grieu-vmpc-27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676,0.6742,0.0048,0.5944,0.0018,0.7049,0.3922,0,0,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.1348,0.4526,0.9713,0.5,0.9716,0.0187,0.8541,0.515,4.2053,0.8073,0.2832,5.1632,0.8928,0.0567,0.2939,0
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,2.0753,1.0417,0.7568,0.2002,0.896,0.1761,1.3711,1.0107,0.4429,0.3703,0.158,2.7122,0.6135,0.0152,0.0319,0.013
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,7.2442,0.5352,0.4567,0.4486,0.5228,0.1,1.9957,1.8101,1.4927,0.6378,0.2634,3.3081,0.3922,0.0525,0.0949,0.0435
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,0.7582,0.8291,0.5277,0.2792,0.9012,0.25,1.1451,0.9337,0.6926,0.3563,0.0669,1.6375,0.3377,0.0339,0.0487,0.0254
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-vliw-uns-4.0-9C1.cnf,1,0.1323,0.7766,0.9423,0.5,0.9501,0.0475,1.3557,0.9825,6.6383,0.529,0.2523,4.3618,0.6199,0.0924,0.3595,0.0032
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.cnf,1,0.2484,0.5229,0.9301,1,0.9369,0.0476,1.0028,0.5897,6.4535,0.7691,0.2634,4.4716,0.9087,0.0877,0.3412,0.011
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,2.7119,0.8225,0.5645,0.6976,0.7003,0.2101,1.8608,1.7291,1.1694,0.4702,0.201,3.0613,0.3989,0.0636,0.1399,0.0491
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427,0.1699,1.0057,0.9025,0.604,0.4052,0.0385,2.3705,0.0722,0.0312,0.0485,0.0291
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,2.9273,0.7175,0.5003,0.5,0.8307,0.1815,1.3778,1.1103,1.2742,0.4763,0.1635,2.9345,0.1786,0.3707,0.5,0.4169
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,0.0026,0.8021,0.0104,1,0.0098,0.013,1.0605,0.1824,0.2994,0.3965,0.2887,4.9256,0.0097,0.4528,0.5,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,0.8538,0.9115,0.6942,0.0893,0.8687,0.1453,1.4082,1.0915,0.7451,0.4002,0.1489,3.0256,0.5165,0.02,0.054,0.0057
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,1.3993,1.5626,0.8972,0.1708,0.9395,0.2411,1.1272,0.9784,0.7968,0.1869,0.1526,2.4641,0.666,0.0331,0.0559,0.0315
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,0.9516,0.9746,0.7257,0.13,0.8749,0.1696,1.3742,1.0417,0.5839,0.3867,0.164,2.5934,0.5707,0.0159,0.0299,0.0164
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.9057,0.6201,0.5382,0.3026,0.6685,0.2025,1.2071,1.0107,0.8164,0.3691,0.061,2.4922,0.1439,0.0434,0.066,0.0351
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,0.5535,0.5596,0.9379,0.1846,0.9379,0.0062,0.5869,0.3736,1.1443,0.4444,0.3059,4.0614,0.0147,0.0091,0.0397,0.0001
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.5119,0.9887,0.9795,0.5,0.9797,0.1112,0.8087,0.1306,3.9022,0.5029,0.077,1.1386,0.9796,0.0102,0.0244,0.0009
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.6418,0.5611,0.9016,0.1698,0.9016,0.0111,0.6598,0.5416,1.0847,0.448,0.2909,4.0373,0.0266,0.0055,0.0216,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,4.9178,0.7145,0.5255,0.4999,0.7369,0.1991,1.5902,1.4514,1.9297,0.4894,0.1742,2.8737,0.2331,0.0772,0.1514,0.0533
SAT_RACE2008/narain-vpn-clauses-10.cnf,1,2.2213,1.0796,0.8975,0.5,0.7926,0.2054,1.2447,1.2049,21.5128,0.4007,0.1567,1.2077,0.5394,0.1029,0.2313,0.0721
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,2.4669,1.042,0.7449,0.2029,0.9247,0.1587,1.3132,0.9804,0.5463,0.3499,0.1606,2.8343,0.5664,0.0138,0.0305,0.0121
SAT_Competition2007/industrial/industrial/palacios/medium/safe-30-h30-sat.cnf,1,17.9275,0.9319,0.6603,0.2877,0.6394,0.0422,2.129,2.2077,1.8208,0.3761,0.2886,5.1732,0.381,0.0391,0.1625,0.0006
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,1,1.1266,1.0044,0.7519,0.134,0.8663,0.1856,1.3877,1.0139,0.4359,0.3959,0.1605,2.5344,0.6329,0.0168,0.0326,0.0163
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6nidw.cnf,1,5.111,0.7162,0.4686,0.4617,0.4583,0.1291,1.7856,1.6408,1.471,0.3719,0.1533,2.9926,0.1267,0.0777,0.1478,0.0739
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-23-s100.cnf,1,1.2565,1.5371,0.8906,0.1713,0.9396,0.2405,1.1384,0.9873,0.7986,0.1921,0.1527,2.4603,0.6569,0.0329,0.0558,0.0311
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8n.cnf,1,5.2373,0.7359,0.5312,0.4559,0.5486,0.1334,1.7151,1.6056,1.4488,0.3579,0.1543,3.1903,0.1225,0.0675,0.15,0.0491
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876,0.1818,1.5682,1.3734,3.1498,0.3217,0.1284,2.5751,0.3121,0.0438,0.1064,0.0273
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,2.1144,1.0214,0.6074,0.4755,0.6816,0.1378,1.9396,1.6017,1.1991,0.3721,0.1665,3.667,0.541,0.0366,0.1015,0.0177
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf,1,2.5299,1.0571,0.7537,0.2013,0.9228,0.1643,1.3211,0.9755,0.4986,0.3516,0.1605,2.7717,0.587,0.0138,0.0303,0.0118
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,1.7422,0.9538,0.5425,0.2852,0.6713,0.1964,1.4266,1.2541,1.714,0.3756,0.0528,1.7269,0.3255,0.0255,0.0519,0.0175
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,2.0124,1.033,0.7485,0.1996,0.8988,0.1707,1.3648,1.0171,0.4883,0.3663,0.1596,2.7334,0.5936,0.0149,0.0319,0.0127
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-03.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294,0.3937,6.9937,0.9186,0.276,5.3961,0.9264,0.0465,0.2273,0
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.0808,2.8765,0.1457,0.3572,0.2123,0.0685,0.436,0.6749,1.9375,0.0525,0.0473,4.146,0.0913,0.0657,0.1892,0.0286
SAT-Race-2010-CNF/mixed/anbulagan/total-10-19-s.cnf,1,2.5311,1.0286,0.7346,0.2114,0.934,0.1489,1.2799,0.9652,0.6189,0.3428,0.1603,2.9215,0.5376,0.0134,0.0301,0.0117
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-11-s.cnf,1,2.5607,1.0697,0.7671,0.2004,0.915,0.1742,1.3413,0.9733,0.4247,0.36,0.158,2.7018,0.6211,0.0142,0.0306,0.0123
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,1.9052,1.0276,0.6179,0.454,0.6517,0.1664,1.7376,1.4856,0.8486,0.3574,0.1535,3.2225,0.5114,0.0616,0.1726,0.0307
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0.2245,0.5136,0.9362,1,0.9417,0.0434,0.96,0.5463,8.0329,0.777,0.2614,4.51,0.9186,0.0727,0.3162,0.0029
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,1.2975,1.5489,0.894,0.1729,0.9401,0.2408,1.132,0.9809,0.7993,0.1899,0.1523,2.4609,0.6614,0.0329,0.0557,0.0312
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,2.0124,1.033,0.7485,0.1986,0.8988,0.1707,1.3648,1.0171,0.4883,0.3663,0.1596,2.7334,0.5936,0.0149,0.0319,0.0126
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,1.7103,0.6622,0.425,0.2415,0.8364,0.1966,1.2378,1.123,2.138,0.3834,0.1831,2.0765,0.1436,0.0846,0.1749,0.0639
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k50.cnf,1,1.9146,1.1775,0.6738,0.3492,0.7234,0.1486,1.7983,1.4999,1.0048,0.3067,0.1559,3.521,0.5815,0.0329,0.0838,0.0198
SAT_RACE2008/ibm-2002-25r-k10.cnf,1,2.9072,1.3612,0.7441,0.4065,0.7616,0.1123,1.6666,1.4135,1.8206,0.2653,0.1677,3.8027,0.6632,0.028,0.0825,0.0113
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-3.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398,0.9209,0.5098,0.4084,0.0385,2.5696,0.0826,0.0308,0.0447,0.0264
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0.842,0.6895,0.9575,0.1675,0.9637,0.0737,0.8708,0.2706,0.9312,0.6691,0.2521,2.0673,0.9575,0.0017,0.0036,0
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-10.cnf,1,1.4382,0.4541,0.5127,0.2403,0.5559,0.1746,1.0577,0.8811,0.5847,0.4091,0.0427,2.3498,0.0616,0.0313,0.0569,0.0293
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.133,1.0295,0.593,1,0.7903,0.044,1.3272,0.5612,0.7872,0.4493,0.0716,4.4833,0.7903,0.0178,0.0265,0
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.1-03.cnf,1,0.4312,0.6341,0.8709,0.4656,0.8747,0.074,1.3314,0.9347,1.4201,0.6821,0.2187,4.0745,0.8284,0.0352,0.1125,0.0027
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-25.cnf,1,1.329,0.8781,0.5197,0.2413,0.6403,0.1736,1.5035,1.3359,1.5349,0.3312,0.127,2.5898,0.243,0.0525,0.1431,0.0327
SAT_RACE2008/schup-l2s-abp4-1-k31.cnf,1,2.1691,0.7834,0.5331,0.2415,0.8133,0.2074,1.4888,1.2677,0.6535,0.4607,0.1434,3.0161,0.3034,0.0564,0.203,0.0343
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-x1mul.cnf,1,0.0178,0.7345,0.2463,0.3023,0.6934,0.156,1.269,1.0593,4.2715,0.4924,0.0709,1.4701,0.2299,0.0566,0.1014,0.0504
SAT_Competition2007/industrial/industrial/grieu/vmpc_31.cnf,1,0,0.5476,0.9996,0,0.9996,0.0065,0.675,0.6736,0.004,0.5951,0.0015,0.6461,0.3931,0,0,0
SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf,1,11.0285,0.675,0.5727,1,0.6124,0.0896,1.6927,1.6227,1.9876,0.4333,0.2184,2.9846,0.1971,0.0401,0.0945,0.0308
SAT_RACE2008/anbul-part-10-15-s.cnf,1,1.092,0.9944,0.7393,0.1437,0.8754,0.176,1.3813,1.0292,0.5067,0.3878,0.1634,2.5698,0.5987,0.0159,0.0309,0.0163
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.7732,0.6254,0,0.9993,0.0081,1.0505,0.6746,0.0054,0.498,0.002,0.7452,0.3917,0,0,0
SAT_RACE2008/goldb-heqc-frg1mul.cnf,1,0.0028,0.735,0.2473,0.3059,0.6915,0.1566,1.2759,1.0652,3.34,0.4927,0.0603,1.4396,0.2305,0.0552,0.1004,0.0482
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_12_UNSAT.cnf,1,0.5952,0.5677,0.9237,0.1909,0.9237,0.0065,0.6346,0.4314,1.1546,0.4591,0.2945,4.1527,0.0161,0.0057,0.0165,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-4.0-b1.cnf,1,0.078,0.6954,0.9569,0.5,0.9589,0.0364,1.284,0.933,13.3791,0.5833,0.2697,4.3563,0.6356,0.0571,0.2415,0.0012
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.5,0.5813,0.0718,1.9957,1.9839,4.1274,0.3373,0.249,4.1473,0.401,0.1684,0.3398,0.1668
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.9512,0.9208,0.7052,0.0937,0.863,0.1536,1.4231,1.0832,0.7117,0.4095,0.1478,3.0005,0.5497,0.0189,0.0503,0.0058
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,1.5726,0.685,0.3889,0.2404,0.7304,0.1834,1.5404,1.392,1.5582,0.4436,0.2404,2.6127,0.1608,0.0984,0.2401,0.0717
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_10_UNSAT.cnf,1,0.6735,0.5715,0.91,0.1576,0.91,0.0066,0.6694,0.4824,1.1382,0.4725,0.2836,4.3409,0.0173,0.0036,0.0064,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.1-6.cnf,1,0.5216,0.4716,0.9116,0.4999,0.9129,0.0402,1.0185,0.6874,2.1893,0.7982,0.2954,4.6271,0.8894,0.0477,0.1985,0.0004
