@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_arity_mean NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_alldiff_proportion NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_occurrence_count NUMERIC
@ATTRIBUTE stats_occurrence_proportion NUMERIC

@DATA
nmr_11_11_4.minion,1,0.991736,0.4309,0.991736,0.991736,23.172414,103.636364,20,0,0.991736,1,20,20,121,0.034035,0.034035,1,121,121,20,120,4,3045,4,0.991736,0.991736,1.906762,4,1.428571,4,503,1.839286,0,2.292683,0.00761,4,4,120,120,0.617647,3.584906,120,0,0.314035,120,1,120,0.002755,4.118227,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_11_5.minion,1,0.991736,0.4309,0.991736,0.991736,14.310345,103.636364,11,0,0.991736,1,11,11,121,0.034035,0.034035,1,121,121,11,120,5,3045,5,0.991736,0.991736,2.512137,5,1.8875,5,515,2.35443,0,2.847458,0.0047,5,5,120,120,0.741722,5.349515,120,0,0.354341,120,1,120,0.002066,4.118227,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_12_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981,113.651515,36,0,0.992424,1,36,36,132,0.031129,0.031129,1,132,132,36,131,3,3651,3,0.992424,0.992424,4.544286,3,3.055556,3,513,5.017699,0,5.484127,0.010605,3,3,131,131,1.746988,7.123894,131,0,0.29904,131,1,131,0.003788,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_11_12_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275,113.651515,20,0,0.992424,1,20,20,132,0.031129,0.031129,1,132,132,20,131,4,3651,4,0.992424,0.992424,1.769486,4,1.322581,4,503,1.69863,0,2.14486,0.00623,4,4,131,131,0.526786,3.387931,131,0,0.324984,131,1,131,0.002525,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_11_12_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542,113.651515,11,0,0.992424,1,11,11,132,0.031129,0.031129,1,132,132,11,131,5,3651,5,0.992424,0.992424,2.334748,5,1.721698,5,515,2.143836,0,2.617188,0.003799,5,5,131,131,0.731928,5.115044,131,0,0.370951,131,1,131,0.001894,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_11_5_3.minion,1,0.981818,0.498429,0.981818,0.981818,47.893617,43.418182,36,0,0.981818,1,36,36,55,0.076983,0.076983,1,55,55,36,54,3,564,3,0.981818,0.981818,6.425609,3,5.344262,3,516,6.622449,0,7.672414,0.084918,3,3,54,54,1.860656,9.44,54,0,0.238874,54,1,54,0.009091,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_5_4.minion,1,0.981818,0.498429,0.981818,0.981818,31.829787,43.418182,20,0,0.981818,1,20,20,55,0.076983,0.076983,1,55,55,20,54,4,564,4,0.981818,0.981818,3.378814,4,2.797297,4,503,3.383333,0,4.02,0.056436,4,4,54,54,1.327869,5.586957,54,0,0.268933,54,1,54,0.006061,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_5_5.minion,1,0.981818,0.498429,0.981818,0.981818,23.138298,43.418182,11,0,0.981818,1,11,11,55,0.076983,0.076983,1,55,55,11,54,5,564,5,0.981818,0.981818,4.003048,5,3.1625,5,515,4.160714,0,4.55814,0.041025,5,5,54,54,0.778689,7.023256,54,0,0.288219,54,1,54,0.004545,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_6_3.minion,1,0.984848,0.477733,0.984848,0.984848,44.375,53.484848,36,0,0.984848,1,36,36,66,0.063672,0.063672,1,66,66,36,65,3,840,3,0.984848,0.984848,5.799487,3,4.660377,3,513,6.09434,0,6.925532,0.052827,3,3,65,65,1.842105,8.564516,65,0,0.250406,65,1,65,0.007576,4.202381,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_6_4.minion,1,0.984848,0.477733,0.984848,0.984848,28.303571,53.484848,20,0,0.984848,1,20,20,66,0.063672,0.063672,1,66,66,20,65,4,840,4,0.984848,0.984848,2.829372,4,2.322222,4,503,2.822034,0,3.354839,0.033695,4,4,65,65,1.038462,4.839286,65,0,0.27765,65,1,65,0.005051,4.202381,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_6_5.minion,1,0.984848,0.477733,0.984848,0.984848,20.059524,53.484848,11,0,0.984848,1,11,11,66,0.063672,0.063672,1,66,66,11,65,5,840,5,0.984848,0.984848,3.479687,5,2.792453,5,520,3.515152,0,3.970588,0.02388,5,5,65,65,0.802632,6.396226,65,0,0.295667,65,1,65,0.003788,4.202381,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_7_3.minion,1,0.987013,0.462985,0.987013,0.987013,42.329633,63.532468,36,0,0.987013,1,36,36,77,0.054255,0.054255,1,77,77,36,76,3,1171,3,0.987013,0.987013,5.493403,3,4.295455,3,513,5.857143,0,6.5,0.036148,3,3,76,76,1.802198,8.175676,76,0,0.258581,76,1,76,0.006494,4.177626,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_7_4.minion,1,0.987013,0.462985,0.987013,0.987013,26.497011,63.532468,20,0,0.987013,1,20,20,77,0.054255,0.054255,1,77,77,20,76,4,1171,4,0.987013,0.987013,2.563242,4,2.081301,4,503,2.560976,0,3.012195,0.022628,4,4,76,76,0.870968,4.484848,76,0,0.286124,76,1,76,0.004329,4.177626,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_7_5.minion,1,0.987013,0.462985,0.987013,0.987013,17.544833,63.532468,11,0,0.987013,1,11,11,77,0.054255,0.054255,1,77,77,11,76,5,1171,5,0.987013,0.987013,3.111039,5,2.455224,5,515,3.083333,0,3.569444,0.014983,5,5,76,76,0.774725,5.968254,76,0,0.310962,76,1,76,0.003247,4.177626,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_8_3.minion,1,0.988636,0.451942,0.988636,0.988636,41.259473,73.568182,36,0,0.988636,1,36,36,88,0.04725,0.04725,1,88,88,36,87,3,1557,3,0.988636,0.988636,5.185671,3,3.902174,3,521,5.590164,0,6.143836,0.026499,3,3,87,87,1.792453,7.794521,87,0,0.269052,87,1,87,0.005682,4.157996,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_8_4.minion,1,0.988636,0.451942,0.988636,0.988636,25.202954,73.568182,20,0,0.988636,1,20,20,88,0.04725,0.04725,1,88,88,20,87,4,1557,4,0.988636,0.988636,2.347945,4,1.931034,4,503,2.325581,0,2.793478,0.016187,4,4,87,87,0.833333,4.197368,87,0,0.291045,87,1,87,0.003788,4.157996,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_8_5.minion,1,0.988636,0.451942,0.988636,0.988636,16.258831,73.568182,11,0,0.988636,1,11,11,88,0.04725,0.04725,1,88,88,11,87,5,1557,5,0.988636,0.988636,3.021711,5,2.338462,5,515,2.952381,0,3.487805,0.010442,5,5,87,87,0.75,5.931507,87,0,0.318588,87,1,87,0.002841,4.157996,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_9_3.minion,1,0.989899,0.443363,0.989899,0.989899,40.222222,83.59596,36,0,0.989899,1,36,36,99,0.04184,0.04184,1,99,99,36,98,3,1998,3,0.989899,0.989899,5.054261,3,3.715686,3,513,5.472222,0,6.009259,0.020131,3,3,98,98,1.780992,7.638554,98,0,0.274437,98,1,98,0.005051,4.142142,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_9_4.minion,1,0.989899,0.443363,0.989899,0.989899,24.361361,83.59596,20,0,0.989899,1,20,20,99,0.04184,0.04184,1,99,99,20,98,4,1998,4,0.989899,0.989899,2.198109,4,1.759036,4,505,2.166667,0,2.61,0.012193,4,4,98,98,0.780488,3.988372,98,0,0.297417,98,1,98,0.003367,4.142142,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_11_9_5.minion,1,0.989899,0.443363,0.989899,0.989899,15.43043,83.59596,11,0,0.989899,1,11,11,99,0.04184,0.04184,1,99,99,11,98,5,1998,5,0.989899,0.989899,2.643366,5,2,5,515,2.493976,0,3.010417,0.007723,5,5,98,98,0.747934,5.421687,98,0,0.339485,98,1,98,0.002525,4.142142,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_12_10_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719,102.633333,36,0,0.991667,1,36,36,120,0.034326,0.034326,1,120,120,36,119,3,2990,3,0.991667,0.991667,4.597152,3,3.152318,3,504,5.053892,0,5.526718,0.013082,3,3,119,119,1.752508,7.176471,119,0,0.295075,119,1,119,0.004167,4.119064,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_10_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686,102.633333,20,0,0.991667,1,20,20,120,0.034326,0.034326,1,120,120,20,119,4,2990,4,0.991667,0.991667,1.883489,4,1.421569,4,506,1.828877,0,2.252252,0.007761,4,4,119,119,0.574257,3.542857,119,0,0.311007,119,1,119,0.002778,4.119064,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_10_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522,102.633333,11,0,0.991667,1,11,11,120,0.034326,0.034326,1,120,120,11,119,5,2990,5,0.991667,0.991667,2.367214,5,1.754902,5,505,2.179856,0,2.651376,0.004768,5,5,119,119,0.673267,5.22549,119,0,0.368136,119,1,119,0.002083,4.119064,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_11_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981,113.651515,36,0,0.992424,1,36,36,132,0.031129,0.031129,1,132,132,36,131,3,3651,3,0.992424,0.992424,4.54323,3,3.070796,3,513,5,0,5.48062,0.010605,3,3,131,131,1.746988,7.070796,131,0,0.298858,131,1,131,0.003788,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_11_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275,113.651515,20,0,0.992424,1,20,20,132,0.031129,0.031129,1,132,132,20,131,4,3651,4,0.992424,0.992424,1.769288,4,1.327381,4,503,1.69863,0,2.133333,0.00623,4,4,131,131,0.526786,3.387931,131,0,0.323977,131,1,131,0.002525,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_11_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542,113.651515,11,0,0.992424,1,11,11,132,0.031129,0.031129,1,132,132,11,131,5,3651,5,0.992424,0.992424,2.335699,5,1.719178,5,515,2.134328,0,2.617188,0.003799,5,5,131,131,0.705357,5.230088,131,0,0.373793,131,1,131,0.001894,4.109011,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_12_3.minion,1,0.993056,0.421927,0.993056,0.993056,38.351759,124.666667,36,0,0.993056,1,36,36,144,0.028476,0.028476,1,144,144,36,143,3,4378,3,0.993056,0.993056,4.381886,3,2.849711,3,504,4.861244,0,5.326797,0.00876,3,3,143,143,1.731707,6.91129,143,0,0.308181,143,1,143,0.003472,4.100503,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_12_4.minion,1,0.993056,0.421927,0.993056,0.993056,22.366834,124.666667,20,0,0.993056,1,20,20,144,0.028476,0.028476,1,144,144,20,143,4,4378,4,0.993056,0.993056,1.64592,4,1.214592,4,491,1.548872,0,2.016327,0.005109,4,4,143,143,0.487805,3.212598,143,0,0.336511,143,1,143,0.002315,4.100503,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_12_5.minion,1,0.993056,0.421927,0.993056,0.993056,13.482412,124.666667,11,0,0.993056,1,11,11,144,0.028476,0.028476,1,144,144,11,143,5,4378,5,0.993056,0.993056,2.17753,5,1.574468,5,505,1.959677,0,2.394904,0.00308,5,5,143,143,0.617886,5.016129,143,0,0.39194,143,1,143,0.001736,4.100503,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_5_3.minion,1,0.983333,0.489077,0.983333,0.983333,46.595556,47.433333,36,0,0.983333,1,36,36,60,0.070272,0.070272,1,60,60,36,59,3,675,3,0.983333,0.983333,6.022569,3,4.844828,3,516,6.340426,0,7.203125,0.06903,3,3,59,59,1.858209,8.925926,59,0,0.243963,59,1,59,0.008333,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_5_4.minion,1,0.983333,0.489077,0.983333,0.983333,30.515556,47.433333,20,0,0.983333,1,20,20,60,0.070272,0.070272,1,60,60,20,59,4,675,4,0.983333,0.983333,3.088518,4,2.558559,4,494,3.109375,0,3.644737,0.045208,4,4,59,59,1.238806,5.16,59,0,0.269458,59,1,59,0.005556,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_5_5.minion,1,0.983333,0.489077,0.983333,0.983333,21.798519,47.433333,11,0,0.983333,1,11,11,60,0.070272,0.070272,1,60,60,11,59,5,675,5,0.983333,0.983333,3.644553,5,2.927083,5,505,3.75,0,4.12766,0.032294,5,5,59,59,0.761194,6.765957,59,0,0.299246,59,1,59,0.004167,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_6_3.minion,1,0.986111,0.4697,0.986111,0.986111,43.410537,58.5,36,0,0.986111,1,36,36,72,0.058151,0.058151,1,72,72,36,71,3,1006,3,0.986111,0.986111,5.470703,3,4.238806,3,504,5.810345,0,6.482759,0.043152,3,3,71,71,1.838323,8.164179,71,0,0.258024,71,1,71,0.006944,4.186879,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_6_4.minion,1,0.986111,0.4697,0.986111,0.986111,27.327038,58.5,20,0,0.986111,1,20,20,72,0.058151,0.058151,1,72,72,20,71,4,1006,4,0.986111,0.986111,2.592225,4,2.147368,4,491,2.571429,0,3.051724,0.027164,4,4,71,71,0.964912,4.491803,71,0,0.280125,71,1,71,0.00463,4.186879,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_6_5.minion,1,0.986111,0.4697,0.986111,0.986111,19.020875,58.5,11,0,0.986111,1,11,11,72,0.058151,0.058151,1,72,72,11,71,5,1006,5,0.986111,0.986111,3.18052,5,2.5,5,520,3.172414,0,3.607595,0.018907,5,5,71,71,0.784431,6.189655,71,0,0.309548,71,1,71,0.003472,4.186879,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_7_3.minion,1,0.988095,0.455955,0.988095,0.988095,41.568781,69.547619,36,0,0.988095,1,36,36,84,0.049571,0.049571,1,84,84,36,83,3,1403,3,0.988095,0.988095,5.207098,3,3.907895,3,504,5.59322,0,6.153846,0.029628,3,3,83,83,1.8,7.8375,83,0,0.266866,83,1,83,0.005952,4.163934,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_7_4.minion,1,0.988095,0.455955,0.988095,0.988095,25.707056,69.547619,20,0,0.988095,1,20,20,84,0.049571,0.049571,1,84,84,20,83,4,1403,4,0.988095,0.988095,2.354743,4,1.928571,4,491,2.330189,0,2.79661,0.018323,4,4,83,83,0.808824,4.180556,83,0,0.289925,83,1,83,0.003968,4.163934,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_7_5.minion,1,0.988095,0.455955,0.988095,0.988095,16.750535,69.547619,11,0,0.988095,1,11,11,84,0.049571,0.049571,1,84,84,11,83,5,1403,5,0.988095,0.988095,2.854516,5,2.193548,5,505,2.768116,0,3.276316,0.011939,5,5,83,83,0.76,5.797101,83,0,0.326891,83,1,83,0.002976,4.163934,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_8_3.minion,1,0.989583,0.445698,0.989583,0.989583,40.614684,80.583333,36,0,0.989583,1,36,36,96,0.043185,0.043185,1,96,96,36,95,3,1866,3,0.989583,0.989583,4.937815,3,3.55814,3,521,5.365517,0,5.880342,0.021766,3,3,95,95,1.7897,7.473118,95,0,0.277888,95,1,95,0.005208,4.145766,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_8_4.minion,1,0.989583,0.445698,0.989583,0.989583,24.549303,80.583333,20,0,0.989583,1,20,20,96,0.043185,0.043185,1,96,96,20,95,4,1866,4,0.989583,0.989583,2.162855,4,1.725,4,492,2.1375,0,2.55,0.013156,4,4,95,95,0.721519,3.927711,95,0,0.296828,95,1,95,0.003472,4.145766,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_8_5.minion,1,0.989583,0.445698,0.989583,0.989583,15.600214,80.583333,11,0,0.989583,1,11,11,96,0.043185,0.043185,1,96,96,11,95,5,1866,5,0.989583,0.989583,2.782976,5,2.129771,5,505,2.66055,0,3.182796,0.00836,5,5,95,95,0.738197,5.7625,95,0,0.334702,95,1,95,0.002604,4.145766,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_9_3.minion,1,0.990741,0.43775,0.990741,0.990741,39.685177,91.611111,36,0,0.990741,1,36,36,108,0.038251,0.038251,1,108,108,36,107,3,2395,3,0.990741,0.990741,4.828013,3,3.392857,3,504,5.266932,0,5.778947,0.01657,3,3,107,107,1.778195,7.340659,107,0,0.283291,107,1,107,0.00463,4.131106,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_9_4.minion,1,0.990741,0.43775,0.990741,0.990741,23.800835,91.611111,20,0,0.990741,1,20,20,108,0.038251,0.038251,1,108,108,20,107,4,2395,4,0.990741,0.990741,2.0299,4,1.587838,4,505,1.990385,0,2.413793,0.009938,4,4,107,107,0.666667,3.744681,107,0,0.304614,107,1,107,0.003086,4.131106,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_12_9_5.minion,1,0.990741,0.43775,0.990741,0.990741,14.863883,91.611111,11,0,0.990741,1,11,11,108,0.038251,0.038251,1,108,108,11,107,5,2395,5,0.990741,0.990741,2.443519,5,1.835165,5,505,2.264706,0,2.75,0.006206,5,5,107,107,0.736842,5.296703,107,0,0.358981,107,1,107,0.002315,4.131106,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_5_10_3.minion,1,0.98,0.509441,0.98,0.98,49.339093,39.4,36,0,0.98,1,36,36,50,0.085097,0.085097,1,50,50,36,49,3,463,3,0.98,0.98,6.596593,3,5.591398,3,516,6.722222,0,7.723404,0.106564,3,3,49,49,1.872727,9.717949,49,0,0.23876,49,1,49,0.01,4.25486,0,0,0,0,4,4,0,0,0,20,0,4,0,4,0,0
nmr_5_10_4.minion,1,0.98,0.509441,0.98,0.98,33.412527,39.4,20,0,0.98,1,20,20,50,0.085097,0.085097,1,50,50,20,49,4,463,4,0.98,0.98,3.64606,4,2.971429,4,506,3.660714,0,4.428571,0.072165,4,4,49,49,1.409091,5.952381,49,0,0.262631,49,1,49,0.006667,4.25486,0,0,0,0,4,4,0,0,0,20,0,4,0,4,0,0
nmr_5_10_5.minion,1,0.98,0.509441,0.98,0.98,24.544276,39.4,11,0,0.98,1,11,11,50,0.085097,0.085097,1,50,50,11,49,5,463,5,0.98,0.98,4.052096,5,3.342857,5,494,4.038462,0,4.695652,0.053011,5,5,49,49,0.754545,7.086957,49,0,0.279028,49,1,49,0.005,4.25486,0,0,0,0,4,4,0,0,0,20,0,4,0,4,0,0
nmr_5_11_3.minion,1,0.981818,0.498429,0.981818,0.981818,47.893617,43.418182,36,0,0.981818,1,36,36,55,0.076983,0.076983,1,55,55,36,54,3,564,3,0.981818,0.981818,6.442112,3,5.48,3,516,6.5625,0,7.574074,0.084918,3,3,54,54,1.860656,9.395349,54,0,0.242274,54,1,54,0.009091,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_5_11_4.minion,1,0.981818,0.498429,0.981818,0.981818,31.829787,43.418182,20,0,0.981818,1,20,20,55,0.076983,0.076983,1,55,55,20,54,4,564,4,0.981818,0.981818,3.381909,4,2.723684,4,503,3.402778,0,4.104167,0.056436,4,4,54,54,1.327869,5.586957,54,0,0.269902,54,1,54,0.006061,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_5_11_5.minion,1,0.981818,0.498429,0.981818,0.981818,23.138298,43.418182,11,0,0.981818,1,11,11,55,0.076983,0.076983,1,55,55,11,54,5,564,5,0.981818,0.981818,3.988195,5,3.271186,5,515,3.976744,0,4.653846,0.041025,5,5,54,54,0.778689,7.12,54,0,0.286245,54,1,54,0.004545,4.234043,0,0,0,0,4,4,0,0,0,22,0,4,0,4,0,0
nmr_5_12_3.minion,1,0.983333,0.489077,0.983333,0.983333,46.595556,47.433333,36,0,0.983333,1,36,36,60,0.070272,0.070272,1,60,60,36,59,3,675,3,0.983333,0.983333,6.040224,3,5.140625,3,516,6.255319,0,7.107143,0.06903,3,3,59,59,1.858209,8.93617,59,0,0.247323,59,1,59,0.008333,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_5_12_4.minion,1,0.983333,0.489077,0.983333,0.983333,30.515556,47.433333,20,0,0.983333,1,20,20,60,0.070272,0.070272,1,60,60,20,59,4,675,4,0.983333,0.983333,3.091828,4,2.525,4,494,3.096774,0,3.723404,0.045208,4,4,59,59,1.238806,5.16,59,0,0.27147,59,1,59,0.005556,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_5_12_5.minion,1,0.983333,0.489077,0.983333,0.983333,21.798519,47.433333,11,0,0.983333,1,11,11,60,0.070272,0.070272,1,60,60,11,59,5,675,5,0.983333,0.983333,3.628663,5,2.95,5,505,3.587302,0,4.24,0.032294,5,5,59,59,0.761194,6.648148,59,0,0.292193,59,1,59,0.004167,4.216296,0,0,0,0,4,4,0,0,0,24,0,4,0,4,0,0
nmr_5_5_3.minion,1,0.96,0.616459,0.96,0.96,71.555556,19.2,36,0,0.96,1,36,36,25,0.177778,0.177778,1,25,25,36,24,3,108,3,0.96,0.96,10.036983,3,8.5625,3,516,10.291667,0,11.807692,0.662551,3,3,24,24,2.12,14.090909,24,0,0.229606,24,1,24,0.02,4.444444,0,0,0,0,4,4,0,0,0,10,0,4,0,4,0,0
nmr_5_5_4.minion,1,0.96,0.616459,0.96,0.96,55.111111,19.2,20,0,0.96,1,20,20,25,0.177778,0.177778,1,25,25,20,24,4,108,4,0.96,0.96,6.331126,4,5.257143,4,494,6.736842,0,7.642857,0.510288,4,4,24,24,1.88,9.363636,24,0,0.259002,24,1,24,0.013333,4.444444,0,0,0,0,4,4,0,0,0,10,0,4,0,4,0,0
nmr_5_5_5.minion,1,0.96,0.616459,0.96,0.96,46.777778,19.2,11,0,0.96,1,11,11,25,0.177778,0.177778,1,25,25,11,24,5,108,5,0.96,0.96,6.799238,5,5.473684,5,494,7.259259,0,8.105263,0.433128,5,5,24,24,0.76,10.368421,24,0,0.269504,24,1,24,0.01,4.444444,0,0,0,0,4,4,0,0,0,10,0,4,0,4,0,0
nmr_5_6_3.minion,1,0.966667,0.583537,0.966667,0.966667,62.792453,23.266667,36,0,0.966667,1,36,36,30,0.146331,0.146331,1,30,30,36,29,3,159,3,0.966667,0.966667,8.749763,3,7.5,3,516,8.903226,0,10.138889,0.394921,3,3,29,29,2.080645,12.307692,29,0,0.224041,29,1,29,0.016667,4.389937,0,0,0,0,4,4,0,0,0,12,0,4,0,4,0,0
nmr_5_6_4.minion,1,0.966667,0.583537,0.966667,0.966667,46.377358,23.266667,20,0,0.966667,1,20,20,30,0.146331,0.146331,1,30,30,20,29,4,159,4,0.966667,0.966667,5.259301,4,4.242424,4,494,5.527778,0,6.347826,0.291681,4,4,29,29,1.629032,8,29,0,0.263643,29,1,29,0.011111,4.389937,0,0,0,0,4,4,0,0,0,12,0,4,0,4,0,0
nmr_5_6_5.minion,1,0.966667,0.583537,0.966667,0.966667,38.993711,23.266667,11,0,0.966667,1,11,11,30,0.146331,0.146331,1,30,30,11,29,5,159,5,0.966667,0.966667,5.820637,5,4.95,5,520,5.96875,0,6.826087,0.245243,5,5,29,29,0.854839,9.130435,29,0,0.261855,29,1,29,0.008333,4.389937,0,0,0,0,4,4,0,0,0,12,0,4,0,4,0,0
