@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC

@DATA
Qq2k3k3v100v100m600s4,1,1,0.506389,100,0.974767
Qq2k3k3v100v100m600s5,1,1,0.501111,100,0.995565
Qq2k3k3v100v100m600s6,1,1,0.4925,100,1.030457
Qq2k3k3v100v100m600s7,1,1,0.501944,100,0.992252
Qq2k3k3v100v100m600s8,1,1,0.494722,100,1.021336
Qq2k3k3v100v100m600s9,1,1,0.500278,100,0.99889
Qq2k3k3v100v100m800s10,1,1,0.497708,100,1.009209
Qq2k3k3v100v100m800s1,1,1,0.500625,100,0.997503
Qq2k3k3v100v100m800s2,1,1,0.509583,100,0.962388
Qq2k3k3v100v100m800s3,1,1,0.491042,100,1.036487
Qq2k3k3v100v100m800s4,1,1,0.503125,100,0.987578
Qq2k3k3v100v100m800s5,1,1,0.503958,100,0.984291
Qq2k3k3v100v100m800s6,1,1,0.492708,100,1.029598
Qq2k3k3v100v100m800s7,1,1,0.504583,100,0.981833
Qq2k3k3v100v100m800s8,1,1,0.495625,100,1.017654
Qq2k3k3v100v100m800s9,1,1,0.504583,100,0.981833
Qq2k3k3v20v20m120s10,1,1,0.526389,20,0.899736
Qq2k3k3v20v20m120s1,1,1,0.477778,20,1.093023
Qq2k3k3v20v20m120s2,1,1,0.502778,20,0.98895
Qq2k3k3v20v20m120s3,1,1,0.490278,20,1.03966
Qq2k3k3v20v20m120s4,1,1,0.529167,20,0.889764
Qq2k3k3v20v20m120s5,1,1,0.522222,20,0.914894
Qq2k3k3v20v20m120s6,1,1,0.511111,20,0.956522
Qq2k3k3v20v20m120s7,1,1,0.505556,20,0.978022
Qq2k3k3v20v20m120s8,1,1,0.498611,20,1.005571
Qq2k3k3v20v20m120s9,1,1,0.505556,20,0.978022
Qq2k3k3v20v20m160s10,1,1,0.519792,20,0.923848
Qq2k3k3v20v20m160s1,1,1,0.471875,20,1.119205
Qq2k3k3v20v20m160s2,1,1,0.505208,20,0.979381
Qq2k3k3v20v20m160s3,1,1,0.498958,20,1.004175
Qq2k3k3v20v20m160s4,1,1,0.523958,20,0.908549
Qq2k3k3v20v20m160s5,1,1,0.522917,20,0.912351
Qq2k3k3v20v20m160s6,1,1,0.514583,20,0.94332
Qq2k3k3v20v20m160s7,1,1,0.496875,20,1.012579
Qq2k3k3v20v20m160s8,1,1,0.509375,20,0.96319
Qq2k3k3v20v20m160s9,1,1,0.505208,20,0.979381
Qq2k3k3v20v20m200s10,1,1,0.515833,20,0.938611
Qq2k3k3v20v20m200s1,1,1,0.485,20,1.061856
Qq2k3k3v20v20m200s2,1,1,0.506667,20,0.973684
Qq2k3k3v20v20m200s3,1,1,0.5025,20,0.99005
Qq2k3k3v20v20m200s4,1,1,0.5125,20,0.95122
Qq2k3k3v20v20m200s5,1,1,0.513333,20,0.948052
Qq2k3k3v20v20m200s6,1,1,0.511667,20,0.954397
Qq2k3k3v20v20m200s7,1,1,0.4975,20,1.01005
Qq2k3k3v20v20m200s8,1,1,0.510833,20,0.957586
Qq2k3k3v20v20m200s9,1,1,0.504167,20,0.983471
Qq2k3k3v20v20m240s10,1,1,0.513889,20,0.945946
Qq2k3k3v20v20m240s1,1,1,0.482639,20,1.071942
Qq2k3k3v20v20m240s2,1,1,0.501389,20,0.99446
Qq2k3k3v20v20m240s3,1,1,0.495139,20,1.019635
Qq2k3k3v20v20m240s4,1,1,0.514583,20,0.94332
Qq2k3k3v20v20m240s5,1,1,0.511806,20,0.953867
Qq2k3k3v20v20m240s6,1,1,0.503472,20,0.986207
Qq2k3k3v20v20m240s7,1,1,0.488889,20,1.045455
Qq2k3k3v20v20m240s8,1,1,0.511806,20,0.953867
Qq2k3k3v20v20m240s9,1,1,0.503472,20,0.986207
Qq2k3k3v20v20m280s10,1,1,0.51369,20,0.946698
Qq2k3k3v20v20m280s1,1,1,0.485714,20,1.058824
Qq2k3k3v20v20m280s2,1,1,0.493452,20,1.026538
Qq2k3k3v20v20m280s3,1,1,0.496429,20,1.014388
Qq2k3k3v20v20m280s4,1,1,0.504762,20,0.981132
Qq2k3k3v20v20m280s5,1,1,0.509524,20,0.962617
Qq2k3k3v20v20m280s6,1,1,0.494643,20,1.021661
Qq2k3k3v20v20m280s7,1,1,0.494048,20,1.024096
Qq2k3k3v20v20m280s8,1,1,0.501786,20,0.992883
Qq2k3k3v20v20m280s9,1,1,0.502381,20,0.990521
Qq2k3k3v20v20m320s10,1,1,0.504167,20,0.983471
Qq2k3k3v20v20m320s1,1,1,0.491146,20,1.036055
Qq2k3k3v20v20m320s2,1,1,0.495833,20,1.016807
Qq2k3k3v20v20m320s3,1,1,0.491146,20,1.036055
Qq2k3k3v20v20m320s4,1,1,0.513542,20,0.947262
Qq2k3k3v20v20m320s5,1,1,0.508333,20,0.967213
Qq2k3k3v20v20m320s6,1,1,0.497396,20,1.010471
Qq2k3k3v20v20m320s7,1,1,0.491146,20,1.036055
Qq2k3k3v20v20m320s8,1,1,0.498438,20,1.00627
Qq2k3k3v20v20m320s9,1,1,0.504167,20,0.983471
Qq2k3k3v20v20m360s10,1,1,0.501389,20,0.99446
Qq2k3k3v20v20m360s1,1,1,0.496759,20,1.013048
Qq2k3k3v20v20m360s2,1,1,0.494444,20,1.022472
Qq2k3k3v20v20m360s3,1,1,0.493519,20,1.026266
Qq2k3k3v20v20m360s4,1,1,0.515278,20,0.940701
Qq2k3k3v20v20m360s5,1,1,0.505556,20,0.978022
Qq2k3k3v20v20m360s6,1,1,0.492593,20,1.030075
Qq2k3k3v20v20m360s7,1,1,0.496296,20,1.014925
Qq2k3k3v20v20m360s8,1,1,0.499537,20,1.001854
Qq2k3k3v20v20m360s9,1,1,0.503704,20,0.985294
Qq2k3k3v20v20m400s10,1,1,0.502083,20,0.991701
Qq2k3k3v20v20m400s1,1,1,0.4925,20,1.030457
Qq2k3k3v20v20m400s2,1,1,0.495833,20,1.016807
Qq2k3k3v20v20m400s3,1,1,0.492917,20,1.02874
Qq2k3k3v20v20m400s4,1,1,0.514583,20,0.94332
Qq2k3k3v20v20m400s5,1,1,0.507917,20,0.968827
Qq2k3k3v20v20m400s6,1,1,0.490833,20,1.037351
Qq2k3k3v20v20m400s7,1,1,0.500833,20,0.996672
Qq2k3k3v20v20m400s8,1,1,0.504167,20,0.983471
Qq2k3k3v20v20m400s9,1,1,0.503333,20,0.986755
Qq2k3k3v20v20m80s10,1,1,0.54375,20,0.83908
Qq2k3k3v20v20m80s1,1,1,0.485417,20,1.060086
Qq2k3k3v20v20m80s2,1,1,0.5,20,1
Qq2k3k3v20v20m80s3,1,1,0.502083,20,0.991701
Qq2k3k3v20v20m80s4,1,1,0.5375,20,0.860465
Qq2k3k3v20v20m80s5,1,1,0.520833,20,0.92
Qq2k3k3v20v20m80s6,1,1,0.525,20,0.904762
Qq2k3k3v20v20m80s7,1,1,0.497917,20,1.008368
Qq2k3k3v20v20m80s8,1,1,0.485417,20,1.060086
Qq2k3k3v20v20m80s9,1,1,0.491667,20,1.033898
Qq2k3k3v50v50m1000s10,1,1,0.497167,50,1.011398
Qq2k3k3v50v50m1000s1,1,1,0.498833,50,1.004678
Qq2k3k3v50v50m1000s2,1,1,0.5025,50,0.99005
Qq2k3k3v50v50m1000s3,1,1,0.496667,50,1.013423
Qq2k3k3v50v50m1000s4,1,1,0.505167,50,0.979545
Qq2k3k3v50v50m1000s5,1,1,0.505333,50,0.978892
Qq2k3k3v50v50m1000s6,1,1,0.492333,50,1.031144
Qq2k3k3v50v50m1000s7,1,1,0.504667,50,0.981506
Qq2k3k3v50v50m1000s8,1,1,0.492333,50,1.031144
Qq2k3k3v50v50m1000s9,1,1,0.505,50,0.980198
Qq2k3k3v50v50m200s10,1,1,0.515833,50,0.938611
Qq2k3k3v50v50m200s1,1,1,0.485,50,1.061856
Qq2k3k3v50v50m200s2,1,1,0.506667,50,0.973684
Qq2k3k3v50v50m200s3,1,1,0.5025,50,0.99005
Qq2k3k3v50v50m200s4,1,1,0.5125,50,0.95122
Qq2k3k3v50v50m200s5,1,1,0.513333,50,0.948052
Qq2k3k3v50v50m200s6,1,1,0.511667,50,0.954397
Qq2k3k3v50v50m200s7,1,1,0.4975,50,1.01005
Qq2k3k3v50v50m200s8,1,1,0.510833,50,0.957586
Qq2k3k3v50v50m200s9,1,1,0.504167,50,0.983471
Qq2k3k3v50v50m300s10,1,1,0.508889,50,0.965066
Qq2k3k3v50v50m300s1,1,1,0.488889,50,1.045455
Qq2k3k3v50v50m300s2,1,1,0.495,50,1.020202
Qq2k3k3v50v50m300s3,1,1,0.496111,50,1.015677
Qq2k3k3v50v50m300s4,1,1,0.507778,50,0.969365
Qq2k3k3v50v50m300s5,1,1,0.507222,50,0.971522
Qq2k3k3v50v50m300s6,1,1,0.497778,50,1.008929
Qq2k3k3v50v50m300s7,1,1,0.492222,50,1.031603
Qq2k3k3v50v50m300s8,1,1,0.501111,50,0.995565
Qq2k3k3v50v50m300s9,1,1,0.5,50,1
Qq2k3k3v50v50m400s10,1,1,0.502083,50,0.991701
Qq2k3k3v50v50m400s1,1,1,0.4925,50,1.030457
Qq2k3k3v50v50m400s2,1,1,0.495833,50,1.016807
Qq2k3k3v50v50m400s3,1,1,0.492917,50,1.02874
Qq2k3k3v50v50m400s4,1,1,0.514583,50,0.94332
Qq2k3k3v50v50m400s5,1,1,0.507917,50,0.968827
Qq2k3k3v50v50m400s6,1,1,0.490833,50,1.037351
Qq2k3k3v50v50m400s7,1,1,0.500833,50,0.996672
Qq2k3k3v50v50m400s8,1,1,0.504167,50,0.983471
Qq2k3k3v50v50m400s9,1,1,0.503333,50,0.986755
Qq2k3k3v50v50m500s10,1,1,0.501333,50,0.994681
Qq2k3k3v50v50m500s1,1,1,0.498667,50,1.005348
Qq2k3k3v50v50m500s2,1,1,0.503333,50,0.986755
Qq2k3k3v50v50m500s3,1,1,0.495,50,1.020202
Qq2k3k3v50v50m500s4,1,1,0.509,50,0.964637
Qq2k3k3v50v50m500s5,1,1,0.507667,50,0.969796
Qq2k3k3v50v50m500s6,1,1,0.492667,50,1.02977
Qq2k3k3v50v50m500s7,1,1,0.5,50,1
Qq2k3k3v50v50m500s8,1,1,0.501,50,0.996008
Qq2k3k3v50v50m500s9,1,1,0.504333,50,0.982816
Qq2k3k3v50v50m600s10,1,1,0.499444,50,1.002225
Qq2k3k3v50v50m600s1,1,1,0.501111,50,0.995565
Qq2k3k3v50v50m600s2,1,1,0.509167,50,0.963993
Qq2k3k3v50v50m600s3,1,1,0.496389,50,1.01455
Qq2k3k3v50v50m600s4,1,1,0.506389,50,0.974767
Qq2k3k3v50v50m600s5,1,1,0.501111,50,0.995565
Qq2k3k3v50v50m600s6,1,1,0.4925,50,1.030457
Qq2k3k3v50v50m600s7,1,1,0.501944,50,0.992252
Qq2k3k3v50v50m600s8,1,1,0.494722,50,1.021336
Qq2k3k3v50v50m600s9,1,1,0.500278,50,0.99889
Qq2k3k3v50v50m700s10,1,1,0.500476,50,0.998097
Qq2k3k3v50v50m700s1,1,1,0.497619,50,1.009569
Qq2k3k3v50v50m700s2,1,1,0.511429,50,0.955307
Qq2k3k3v50v50m700s3,1,1,0.493571,50,1.026049
Qq2k3k3v50v50m700s4,1,1,0.506667,50,0.973684
Qq2k3k3v50v50m700s5,1,1,0.500952,50,0.996198
Qq2k3k3v50v50m700s6,1,1,0.495238,50,1.019231
Qq2k3k3v50v50m700s7,1,1,0.50381,50,0.984877
Qq2k3k3v50v50m700s8,1,1,0.494524,50,1.022147
Qq2k3k3v50v50m700s9,1,1,0.502381,50,0.990521
Qq2k3k3v50v50m800s10,1,1,0.497708,50,1.009209
Qq2k3k3v50v50m800s1,1,1,0.500625,50,0.997503
Qq2k3k3v50v50m800s2,1,1,0.509583,50,0.962388
Qq2k3k3v50v50m800s3,1,1,0.491042,50,1.036487
Qq2k3k3v50v50m800s4,1,1,0.503125,50,0.987578
Qq2k3k3v50v50m800s5,1,1,0.503958,50,0.984291
Qq2k3k3v50v50m800s6,1,1,0.492708,50,1.029598
Qq2k3k3v50v50m800s7,1,1,0.504583,50,0.981833
Qq2k3k3v50v50m800s8,1,1,0.495625,50,1.017654
Qq2k3k3v50v50m800s9,1,1,0.504583,50,0.981833
Qq2k3k3v50v50m900s10,1,1,0.496481,50,1.014174
Qq2k3k3v50v50m900s1,1,1,0.498889,50,1.004454
Qq2k3k3v50v50m900s2,1,1,0.507037,50,0.972243
Qq2k3k3v50v50m900s3,1,1,0.494815,50,1.020958
Qq2k3k3v50v50m900s4,1,1,0.500556,50,0.99778
Qq2k3k3v50v50m900s5,1,1,0.505556,50,0.978022
Qq2k3k3v50v50m900s6,1,1,0.491481,50,1.034665
Qq2k3k3v50v50m900s7,1,1,0.503333,50,0.986755
Qq2k3k3v50v50m900s8,1,1,0.49463,50,1.021715
Qq2k3k3v50v50m900s9,1,1,0.504074,50,0.983835
qshifter_3,1,1,0.5,8,1
qshifter_4,1,1,0.5,16,1
qshifter_5,1,1,0.5,32,1
qshifter_6,1,1,0.5,64,1
qshifter_7,1,1,0.5,128,1
qshifter_8,1,1,0.5,256,1
rankfunc10_unsigned_64,1,0.534431,0.533576,2000,0.874148
rankfunc11_signed_32,1,0.586207,0.525058,1653,0.904552
rankfunc12_unsigned_16,1,0.59418,0.521629,676,0.91707
rankfunc14_signed_64,1,0.583476,0.527483,2966,0.895796
rankfunc15_unsigned_32,1,0.584239,0.521959,3672,0.915858
rankfunc16_signed_64,1,0.586201,0.526457,8567,0.899491
rankfunc17_unsigned_16,1,0.559446,0.527813,1420,0.894611
rankfunc18_signed_64,1,0.595681,0.526108,7467,0.90075
rankfunc19_unsigned_16,1,0.563161,0.519507,2050,0.924903
rankfunc1_signed_32,1,0.595823,0.52168,2585,0.916884
rankfunc20_unsigned_32,1,0.523538,0.521844,1843,0.916281
rankfunc21_signed_16,1,0.614723,0.523278,2216,0.911031
rankfunc22_unsigned_32,1,0.596145,0.526776,1518,0.898342
rankfunc23_signed_64,1,0.582396,0.524989,3149,0.904801
rankfunc24_unsigned_64,1,0.565879,0.521806,3150,0.916422
rankfunc25_signed_64,1,0.563284,0.523272,2962,0.911053
rankfunc26_unsigned_32,1,0.590895,0.522777,3184,0.912863
rankfunc27_signed_64,1,0.54587,0.516949,2062,0.934428
rankfunc28_unsigned_16,1,0.635842,0.524965,998,0.904891
rankfunc29_signed_16,1,0.570513,0.522181,936,0.915046
rankfunc2_unsigned_64,1,0.518465,0.521003,2314,0.919374
rankfunc30_signed_64,1,0.600768,0.526676,8945,0.898701
rankfunc31_unsigned_16,1,0.554602,0.523084,1546,0.91174
rankfunc32_signed_64,1,0.567552,0.515488,5979,0.93991
rankfunc33_unsigned_32,1,0.591488,0.518965,1911,0.926912
rankfunc34_signed_32,1,0.550567,0.520841,1353,0.919971
rankfunc35_unsigned_32,1,0.56723,0.5121,2390,0.952744
rankfunc36_signed_64,1,0.539076,0.51902,1739,0.926708
rankfunc37_unsigned_32,1,0.481988,0.536529,261,0.863833
rankfunc38_signed_32,1,0.487085,0.536125,263,0.865236
rankfunc39_unsigned_64,1,0.576501,0.526295,5084,0.900076
rankfunc3_signed_64,1,0.598442,0.520768,12087,0.920241
rankfunc40_unsigned_64,1,0.538031,0.524538,2249,0.906438
rankfunc41_signed_32,1,0.587573,0.526911,3120,0.897854
rankfunc42_unsigned_16,1,0.579375,0.526579,1731,0.899049
rankfunc43_signed_64,1,0.566767,0.528884,5670,0.890773
rankfunc44_unsigned_32,1,0.607545,0.530261,1686,0.885863
rankfunc45_signed_16,1,0.597403,0.51875,1277,0.927711
rankfunc46_unsigned_32,1,0.570618,0.524108,2450,0.908003
rankfunc47_signed_64,1,0.56569,0.519892,3667,0.923476
rankfunc48_unsigned_16,1,0.562842,0.521286,1318,0.918331
rankfunc49_signed_32,1,0.56385,0.519613,1400,0.924509
rankfunc4_unsigned_16,1,0.518409,0.531845,245,0.880246
rankfunc50_signed_64,1,0.590286,0.522241,3517,0.914825
rankfunc51_signed_32,1,0.546819,0.5208,1901,0.920124
rankfunc52_unsigned_32,1,0.590695,0.524118,1773,0.907968
rankfunc53_signed_16,1,0.601856,0.531023,782,0.883158
rankfunc54_signed_32,1,0.513956,0.525126,2406,0.904306
rankfunc55_unsigned_32,1,0.557203,0.524667,1033,0.905969
rankfunc56_signed_16,1,0.577311,0.524651,404,0.906028
rankfunc57_unsigned_64,1,0.569757,0.523285,3146,0.911004
rankfunc58_signed_32,1,0.597862,0.523633,1822,0.909735
rankfunc59_unsigned_16,1,0.597698,0.524388,1143,0.906986
rankfunc5_signed_64,1,0.563609,0.519808,2251,0.923787
rankfunc60_unsigned_32,1,0.53531,0.529043,1104,0.890207
rankfunc61_signed_32,1,0.602195,0.52113,1974,0.918906
rankfunc6_unsigned_16,1,0.549339,0.51078,629,0.957789
rankfunc7_signed_16,1,0.59822,0.520781,1000,0.920194
rankfunc8_unsigned_32,1,0.624645,0.526188,1907,0.900463
rankfunc9_signed_64,1,0.59801,0.525457,1739,0.903104
ring_r4_ser--opt-11_-shuffled,1,0.863116,0.468079,182,1.136391
ring_r6_ser---16_-shuffled,1,0.981155,0.468152,377,1.136057
ring_r6_ser--opt-17_-shuffled,1,0.980029,0.468203,400,1.135826
ring_r7_ser---19_-shuffled,1,0.993504,0.498462,514,1.006172
robots_1_5_2_100.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_100.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_100.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_10.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_14.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_21.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_2.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_28.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_31.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_32.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_33.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_3.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_39.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_40.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_45.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_47.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_49.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_54.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_61.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_67.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_75.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_80.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_81.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_82.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_82.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_85.2,1,0.84294,0.477065,1914,1.09615
robots_1_5_2_85.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_2_91.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_9.8,1,0.955229,0.446246,7500,1.240915
robots_1_5_2_99.4,1,0.914571,0.456946,3776,1.188441
robots_1_5_3_100.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_100.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_100.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_16.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_16.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_20.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_24.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_2.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_25.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_26.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_27.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_30.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_39.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_44.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_44.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_51.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_52.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_52.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_55.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_57.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_62.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_64.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_66.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_70.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_7.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_78.4,1,0.914514,0.456939,3776,1.188474
robots_1_5_3_80.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_3_8.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_90.8,1,0.955198,0.446243,7500,1.240932
robots_1_5_3_91.2,1,0.842842,0.477051,1914,1.09621
robots_1_5_4_100.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_100.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_100.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_17.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_1.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_22.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_24.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_2.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_30.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_31.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_32.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_44.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_46.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_46.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_50.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_51.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_52.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_56.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_59.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_71.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_73.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_75.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_75.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_81.2,1,0.842745,0.477038,1914,1.096269
robots_1_5_4_87.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_91.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_91.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_96.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_4_98.4,1,0.914456,0.456933,3776,1.188506
robots_1_5_4_99.8,1,0.955167,0.44624,7500,1.240949
robots_1_5_5_100.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_100.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_100.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_10.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_12.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_12.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_14.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_15.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_24.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_26.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_30.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_31.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_33.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_34.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_38.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_45.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_50.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_56.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_5.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_61.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_62.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_66.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_66.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_75.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_8.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_87.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_93.4,1,0.914399,0.456926,3776,1.188538
robots_1_5_5_95.8,1,0.955135,0.446236,7500,1.240966
robots_1_5_5_97.2,1,0.842647,0.477025,1914,1.096328
robots_1_5_5_99.8,1,0.955135,0.446236,7500,1.240966
s1196_d3_u-shuffled,1,0.286281,0.486507,2296,1.055469
s1269_d3_s-shuffled,1,0.293148,0.496462,2481.5,1.014251
s27_d5_u-shuffled,1,0.303347,0.492283,86,1.031353
s298_d11_s-shuffled,1,0.276955,0.487995,2400,1.049202
s298_d2_s-shuffled,1,0.264908,0.4933,298.5,1.027163
s298_d5_s-shuffled,1,0.274607,0.489011,999,1.044942
s298_d9_s-shuffled,1,0.276552,0.488169,1933,1.048472
s3330_d10_u-shuffled,1,0.276658,0.49483,28844,1.020896
s3330_d4_s-shuffled,1,0.271623,0.49627,10244,1.015032
s386_d12_u-shuffled,1,0.282015,0.49473,3663,1.021304
s499_d15_s-shuffled,1,0.283238,0.473502,4595.5,1.111922
s499_d4_s-shuffled,1,0.280465,0.472942,1053.5,1.114422
s510_d12_s-shuffled,1,0.295664,0.485533,4696,1.059593
s510_d31_s-shuffled,1,0.295867,0.485345,12609.5,1.060389
s510_d4_s-shuffled,1,0.294861,0.486277,1364,1.056443
s713_d3_s-shuffled,1,0.257507,0.497191,1549,1.011299
s713_d5_s-shuffled,1,0.26419,0.495887,2886,1.016588
s820_d6_s-shuffled,1,0.278082,0.480382,3301.5,1.081676
s820_d7_s-shuffled,1,0.278338,0.480286,3932.5,1.082094
S-adeu-0,1,0.243196,0.629541,2611,0.58846
S-adeu-1,1,0.246007,0.628269,2611,0.591676
S-adeu-2,1,0.243196,0.629541,2611,0.58846
S-adeu-3,1,0.246007,0.628269,2611,0.591676
S-adeu-4,1,0.244126,0.629121,2611,0.58952
S-adeu-5,1,0.244126,0.629121,2611,0.58952
S-adeu-6,1,0.243196,0.629541,2611,0.58846
S-adeu-7,1,0.246007,0.628269,2611,0.591676
S-adeu-8,1,0.245063,0.628697,2611,0.590592
S-adeu-9,1,0.246007,0.628269,2611,0.591676
S-edau-0,1,0.243196,0.629541,2611,0.58846
S-edau-1,1,0.246007,0.628269,2611,0.591676
S-edau-2,1,0.243196,0.629541,2611,0.58846
S-edau-3,1,0.246007,0.628269,2611,0.591676
S-edau-4,1,0.244126,0.629121,2611,0.58952
S-edau-5,1,0.244126,0.629121,2611,0.58952
