@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC

@DATA
Qq2k3k3v20v20m320s5,1,1,0.508333,20,0.967213,320,3,40,48,0.245313,20,0.509375,320,1.478125,0.253646,3,1920,23.65,20,0.09375,0.509375,0.509375,35.375,37,1,0.654167,0.508681,0.490625,0.501025,23.6,0,1.331449,30
Qq2k3k3v20v20m320s6,1,1,0.497396,20,1.010471,320,3,40,48,0.25,20,0.5,320,1.515625,0.247396,3,1920,24.25,20,0.128125,0.5,0.5,36.125,37,1,0.666667,0.498264,0.5,0.502618,24.125,0,1.32872,41
Qq2k3k3v20v20m320s7,1,1,0.491146,20,1.036055,320,3,40,48,0.257813,20,0.484375,320,1.50625,0.248958,3,1920,24.1,20,0.128125,0.484375,0.484375,36.8,33,1,0.6875,0.488889,0.515625,0.493107,24.425,0,1.345109,41
Qq2k3k3v20v20m320s8,1,1,0.498438,20,1.00627,320,3,40,48,0.244792,20,0.510417,320,1.540625,0.243229,3,1920,24.65,20,0.13125,0.510417,0.510417,35.825,31,1,0.652778,0.502431,0.489583,0.512017,24.075,0,1.311933,42
Qq2k3k3v20v20m320s9,1,1,0.504167,20,0.983471,320,3,40,48,0.25,20,0.5,320,1.475,0.254167,3,1920,23.6,20,0.1125,0.5,0.5,35.8,38,1,0.666667,0.502778,0.5,0.495868,23.8,0,1.340782,36
Qq2k3k3v20v20m360s10,1,1,0.501389,20,0.99446,360,3,40,54,0.25,20,0.5,360,1.491667,0.251389,3,2160,26.85,20,0.102778,0.5,0.5,40.425,40,1,0.666667,0.500926,0.5,0.498615,26.925,0,1.335807,37
Qq2k3k3v20v20m360s1,1,1,0.496759,20,1.013048,360,3,40,54,0.259259,20,0.481481,360,1.463889,0.256019,3,2160,26.35,20,0.111111,0.481481,0.481481,41.175,37,1,0.691358,0.491667,0.518519,0.484623,27.175,0,1.360049,40
Qq2k3k3v20v20m360s2,1,1,0.494444,20,1.022472,360,3,40,54,0.253241,20,0.493519,360,1.513889,0.247685,3,2160,27.25,20,0.113889,0.493519,0.493519,40.975,42,1,0.675309,0.494136,0.506481,0.499064,27.3,0,1.33496,41
Qq2k3k3v20v20m360s3,1,1,0.493519,20,1.026266,360,3,40,54,0.258796,20,0.482407,360,1.486111,0.252315,3,2160,26.75,20,0.130556,0.482407,0.482407,41.325,45,1,0.690123,0.489815,0.517593,0.488743,27.35,0,1.352692,47
Qq2k3k3v20v20m360s4,1,1,0.515278,20,0.940701,360,3,40,54,0.234722,20,0.530556,360,1.5,0.25,3,2160,27,20,0.105556,0.530556,0.530556,38.85,45,1,0.625926,0.52037,0.469444,0.514825,26.175,0,1.305019,38
Qq2k3k3v20v20m360s5,1,1,0.505556,20,0.978022,360,3,40,54,0.247685,20,0.50463,360,1.480556,0.253241,3,2160,26.65,20,0.1,0.50463,0.50463,40.075,42,1,0.660494,0.505247,0.49537,0.499084,26.7,0,1.334997,36
Qq2k3k3v20v20m360s6,1,1,0.492593,20,1.030075,360,3,40,54,0.251389,20,0.497222,360,1.536111,0.243981,3,2160,27.65,20,0.133333,0.497222,0.497222,40.975,40,1,0.67037,0.494136,0.502778,0.504699,27.4,0,1.325198,48
Qq2k3k3v20v20m360s7,1,1,0.496296,20,1.014925,360,3,40,54,0.255093,20,0.489815,360,1.491667,0.251389,3,2160,26.85,20,0.125,0.489815,0.489815,40.975,40,1,0.680247,0.494136,0.510185,0.49347,27.2,0,1.344722,45
Qq2k3k3v20v20m360s8,1,1,0.499537,20,1.001854,360,3,40,54,0.24537,20,0.509259,360,1.530556,0.244907,3,2160,27.55,20,0.127778,0.509259,0.509259,40.275,35,1,0.654321,0.502778,0.490741,0.509731,27.025,0,1.315953,46
Qq2k3k3v20v20m360s9,1,1,0.503704,20,0.985294,360,3,40,54,0.245833,20,0.508333,360,1.502778,0.249537,3,2160,27.05,20,0.113889,0.508333,0.508333,40.075,41,1,0.655556,0.505247,0.491667,0.504596,26.8,0,1.325016,41
Qq2k3k3v20v20m400s10,1,1,0.502083,20,0.991701,400,3,40,60,0.247917,20,0.504167,400,1.5,0.25,3,2400,30,20,0.1025,0.504167,0.504167,44.75,45,1,0.661111,0.502778,0.495833,0.502075,29.875,0,1.329609,41
Qq2k3k3v20v20m400s1,1,1,0.4925,20,1.030457,400,3,40,60,0.260417,20,0.479167,400,1.4825,0.252917,3,2400,29.65,20,0.11,0.479167,0.479167,46.075,42,1,0.694444,0.488056,0.520833,0.486464,30.45,0,1.356484,44
Qq2k3k3v20v20m400s2,1,1,0.495833,20,1.016807,400,3,40,60,0.253333,20,0.493333,400,1.505,0.249167,3,2400,30.1,20,0.1175,0.493333,0.493333,45.45,48,1,0.675556,0.495,0.506667,0.497479,30.25,0,1.337734,47
Qq2k3k3v20v20m400s3,1,1,0.492917,20,1.02874,400,3,40,60,0.258333,20,0.483333,400,1.4925,0.25125,3,2400,29.85,20,0.1325,0.483333,0.483333,45.925,49,1,0.688889,0.489722,0.516667,0.490279,30.425,0,1.350027,53
Qq2k3k3v20v20m400s4,1,1,0.514583,20,0.94332,400,3,40,60,0.235833,20,0.528333,400,1.4975,0.250417,3,2400,29.95,20,0.1125,0.528333,0.528333,43.275,53,1,0.628889,0.519167,0.471667,0.51336,29.125,0,1.307915,45
Qq2k3k3v20v20m400s5,1,1,0.507917,20,0.968827,400,3,40,60,0.245,20,0.51,400,1.4825,0.252917,3,2400,29.65,20,0.1,0.51,0.51,44.225,46,1,0.653333,0.508611,0.49,0.502051,29.525,0,1.329565,40
Qq2k3k3v20v20m400s6,1,1,0.490833,20,1.037351,400,3,40,60,0.25,20,0.5,400,1.555,0.240833,3,2400,31.1,20,0.135,0.5,0.5,45.55,45,1,0.666667,0.493889,0.5,0.509338,30.55,0,1.317234,54
Qq2k3k3v20v20m400s7,1,1,0.500833,20,0.996672,400,3,40,60,0.252083,20,0.495833,400,1.4825,0.252917,3,2400,29.65,20,0.12,0.495833,0.495833,45.075,47,1,0.672222,0.499167,0.504167,0.495008,29.95,0,1.342207,48
Qq2k3k3v20v20m400s8,1,1,0.504167,20,0.983471,400,3,40,60,0.243333,20,0.513333,400,1.515,0.2475,3,2400,30.3,20,0.1275,0.513333,0.513333,44.35,39,1,0.648889,0.507222,0.486667,0.509091,29.75,0,1.316798,51
Qq2k3k3v20v20m400s9,1,1,0.503333,20,0.986755,400,3,40,60,0.245417,20,0.509167,400,1.5075,0.24875,3,2400,30.15,20,0.11,0.509167,0.509167,44.525,46,1,0.654444,0.505278,0.490833,0.505795,29.8,0,1.322852,44
Qq2k3k3v20v20m80s10,1,1,0.54375,20,0.83908,80,3,40,12,0.225,20,0.55,80,1.3875,0.26875,3,480,5.55,20,0.0625,0.55,0.55,8.175,12,1,0.6,0.545833,0.45,0.505747,5.475,0,1.321101,5
Qq2k3k3v20v20m80s1,1,1,0.485417,20,1.060086,80,3,40,12,0.26875,20,0.4625,80,1.475,0.254167,3,480,5.9,20,0.15,0.4625,0.4625,9.4,8,1,0.716667,0.477778,0.5375,0.476395,6.175,0,1.37234,12
Qq2k3k3v20v20m80s2,1,1,0.5,20,1,80,3,40,12,0.254167,20,0.491667,80,1.475,0.254167,3,480,5.9,20,0.0875,0.491667,0.491667,9.05,9,1,0.677778,0.497222,0.508333,0.491667,6,0,1.348066,7
Qq2k3k3v20v20m80s3,1,1,0.502083,20,0.991701,80,3,40,12,0.245833,20,0.508333,80,1.5125,0.247917,3,480,6.05,20,0.15,0.508333,0.508333,8.925,12,1,0.655556,0.504167,0.491667,0.506224,5.975,0,1.322129,12
Qq2k3k3v20v20m80s4,1,1,0.5375,20,0.860465,80,3,40,12,0.235417,20,0.529167,80,1.3625,0.272917,3,480,5.45,20,0.0625,0.529167,0.529167,8.375,9,1,0.627778,0.534722,0.470833,0.492248,5.55,0,1.349254,5
Qq2k3k3v20v20m80s5,1,1,0.520833,20,0.92,80,3,40,12,0.24375,20,0.5125,80,1.4125,0.264583,3,480,5.65,20,0.0875,0.5125,0.5125,8.675,7,1,0.65,0.518056,0.4875,0.492,5.75,0,1.348703,7
Qq2k3k3v20v20m80s6,1,1,0.525,20,0.904762,80,3,40,12,0.233333,20,0.533333,80,1.45,0.258333,3,480,5.8,20,0.0875,0.533333,0.533333,8.5,11,1,0.622222,0.527778,0.466667,0.507937,5.7,0,1.317647,7
Qq2k3k3v20v20m80s7,1,1,0.497917,20,1.008368,80,3,40,12,0.254167,20,0.491667,80,1.4875,0.252083,3,480,5.95,20,0.125,0.491667,0.491667,9.075,7,1,0.677778,0.495833,0.508333,0.493724,6.025,0,1.344353,10
Qq2k3k3v20v20m80s8,1,1,0.485417,20,1.060086,80,3,40,12,0.235417,20,0.529167,80,1.675,0.220833,3,480,6.7,20,0.1625,0.529167,0.529167,9,11,1,0.627778,0.5,0.470833,0.545064,6.175,0,1.255556,13
Qq2k3k3v20v20m80s9,1,1,0.491667,20,1.033898,80,3,40,12,0.245833,20,0.508333,80,1.575,0.2375,3,480,6.3,20,0.125,0.508333,0.508333,9.05,8,1,0.655556,0.497222,0.491667,0.516949,6.1,0,1.303867,10
Qq2k3k3v50v50m1000s10,1,1,0.497167,50,1.011398,1000,3,100,60,0.251,50,0.498,1000,1.511,0.248167,3,6000,30.22,50,0.111,0.498,0.498,45.23,101,1,0.669333,0.497444,0.502,0.500838,30.17,0,1.331859,111
Qq2k3k3v50v50m1000s1,1,1,0.498833,50,1.004678,1000,3,100,60,0.2545,50,0.491,1000,1.48,0.253333,3,6000,29.6,50,0.101,0.491,0.491,45.34,106,1,0.678667,0.496222,0.509,0.492148,30.07,0,1.347155,101
Qq2k3k3v50v50m1000s2,1,1,0.5025,50,0.99005,1000,3,100,60,0.249667,50,0.500667,1000,1.487,0.252167,3,6000,29.74,50,0.116,0.500667,0.500667,44.83,120,1,0.665778,0.501889,0.499333,0.498176,29.85,0,1.336605,116
Qq2k3k3v50v50m1000s3,1,1,0.496667,50,1.013423,1000,3,100,60,0.255333,50,0.489333,1000,1.488,0.252,3,6000,29.76,50,0.128,0.489333,0.489333,45.52,121,1,0.680889,0.494222,0.510667,0.492617,30.2,0,1.346221,128
Qq2k3k3v50v50m1000s4,1,1,0.505167,50,0.979545,1000,3,100,60,0.243667,50,0.512667,1000,1.507,0.248833,3,6000,30.14,50,0.119,0.512667,0.512667,44.31,127,1,0.649778,0.507667,0.487333,0.507423,29.69,0,1.319792,119
Qq2k3k3v50v50m1000s5,1,1,0.505333,50,0.978892,1000,3,100,60,0.247667,50,0.504667,1000,1.482,0.253,3,6000,29.64,50,0.114,0.504667,0.504667,44.54,117,1,0.660444,0.505111,0.495333,0.49934,29.68,0,1.334531,114
Qq2k3k3v50v50m1000s6,1,1,0.492333,50,1.031144,1000,3,100,60,0.251,50,0.498,1000,1.54,0.243333,3,6000,30.8,50,0.13,0.498,0.498,45.52,109,1,0.669333,0.494222,0.502,0.505755,30.46,0,1.323374,130
Qq2k3k3v50v50m1000s7,1,1,0.504667,50,0.981506,1000,3,100,60,0.249667,50,0.500667,1000,1.474,0.254333,3,6000,29.48,50,0.114,0.500667,0.500667,44.7,126,1,0.665778,0.503333,0.499333,0.496037,29.72,0,1.340492,114
Qq2k3k3v50v50m1000s8,1,1,0.492333,50,1.031144,1000,3,100,60,0.253167,50,0.493667,1000,1.527,0.2455,3,6000,30.54,50,0.122,0.493667,0.493667,45.65,91,1,0.675111,0.492778,0.506333,0.501354,30.46,0,1.330997,122
Qq2k3k3v50v50m1000s9,1,1,0.505,50,0.980198,1000,3,100,60,0.2505,50,0.499,1000,1.467,0.2555,3,6000,29.34,50,0.11,0.499,0.499,44.73,110,1,0.668,0.503,0.501,0.494059,29.7,0,1.344064,110
Qq2k3k3v50v50m200s10,1,1,0.515833,50,0.938611,200,3,100,12,0.238333,50,0.523333,200,1.475,0.254167,3,1200,5.9,50,0.095,0.523333,0.523333,8.67,25,1,0.635556,0.518333,0.476667,0.50727,5.81,0,1.319493,19
Qq2k3k3v50v50m200s1,1,1,0.485,50,1.061856,200,3,100,12,0.263333,50,0.473333,200,1.51,0.248333,3,1200,6.04,50,0.115,0.473333,0.473333,9.34,18,1,0.702222,0.481111,0.526667,0.487973,6.18,0,1.353319,23
Qq2k3k3v50v50m200s2,1,1,0.506667,50,0.973684,200,3,100,12,0.253333,50,0.493333,200,1.44,0.26,3,1200,5.76,50,0.095,0.493333,0.493333,8.96,27,1,0.675556,0.502222,0.506667,0.486842,5.92,0,1.357143,19
Qq2k3k3v50v50m200s3,1,1,0.5025,50,0.99005,200,3,100,12,0.251667,50,0.496667,200,1.475,0.254167,3,1200,5.9,50,0.125,0.496667,0.496667,8.99,28,1,0.671111,0.500556,0.503333,0.494196,5.97,0,1.343715,25
Qq2k3k3v50v50m200s4,1,1,0.5125,50,0.95122,200,3,100,12,0.235833,50,0.528333,200,1.51,0.248333,3,1200,6.04,50,0.095,0.528333,0.528333,8.68,23,1,0.628889,0.517778,0.471667,0.515447,5.85,0,1.304147,19
Qq2k3k3v50v50m200s5,1,1,0.513333,50,0.948052,200,3,100,12,0.2425,50,0.515,200,1.465,0.255833,3,1200,5.86,50,0.08,0.515,0.515,8.75,21,1,0.646667,0.513889,0.485,0.501623,5.84,0,1.330286,16
Qq2k3k3v50v50m200s6,1,1,0.511667,50,0.954397,200,3,100,12,0.241667,50,0.516667,200,1.48,0.253333,3,1200,5.92,50,0.1,0.516667,0.516667,8.76,27,1,0.644444,0.513333,0.483333,0.504886,5.86,0,1.324201,20
Qq2k3k3v50v50m200s7,1,1,0.4975,50,1.01005,200,3,100,12,0.255833,50,0.488333,200,1.48,0.253333,3,1200,5.92,50,0.135,0.488333,0.488333,9.1,19,1,0.682222,0.494444,0.511667,0.490787,6.03,0,1.349451,27
Qq2k3k3v50v50m200s8,1,1,0.510833,50,0.957586,200,3,100,12,0.2325,50,0.535,200,1.54,0.243333,3,1200,6.16,50,0.11,0.535,0.535,8.66,24,1,0.62,0.518889,0.465,0.523654,5.87,0,1.288684,22
Qq2k3k3v50v50m200s9,1,1,0.504167,50,0.983471,200,3,100,12,0.246667,50,0.506667,200,1.495,0.250833,3,1200,5.98,50,0.12,0.506667,0.506667,8.91,25,1,0.657778,0.505,0.493333,0.502479,5.95,0,1.328844,24
Qq2k3k3v50v50m300s10,1,1,0.508889,50,0.965066,300,3,100,18,0.244444,50,0.511111,300,1.48,0.253333,3,1800,8.88,50,0.096667,0.511111,0.511111,13.24,33,1,0.651852,0.50963,0.488889,0.502183,8.84,0,1.329305,29
Qq2k3k3v50v50m300s1,1,1,0.488889,50,1.045455,300,3,100,18,0.263333,50,0.473333,300,1.486667,0.252222,3,1800,8.92,50,0.12,0.473333,0.473333,13.94,31,1,0.702222,0.483704,0.526667,0.484091,9.2,0,1.360115,36
Qq2k3k3v50v50m300s2,1,1,0.495,50,1.020202,300,3,100,18,0.252222,50,0.495556,300,1.516667,0.247222,3,1800,9.1,50,0.116667,0.495556,0.495556,13.63,36,1,0.672593,0.495185,0.504444,0.500561,9.09,0,1.332355,35
Qq2k3k3v50v50m300s3,1,1,0.496111,50,1.015677,300,3,100,18,0.258889,50,0.482222,300,1.47,0.255,3,1800,8.82,50,0.12,0.482222,0.482222,13.73,39,1,0.69037,0.491481,0.517778,0.486002,9.07,0,1.357611,36
Qq2k3k3v50v50m300s4,1,1,0.507778,50,0.969365,300,3,100,18,0.238333,50,0.523333,300,1.523333,0.246111,3,1800,9.14,50,0.116667,0.523333,0.523333,13.15,32,1,0.635556,0.512963,0.476667,0.515317,8.86,0,1.304943,35
Qq2k3k3v50v50m300s5,1,1,0.507222,50,0.971522,300,3,100,18,0.249444,50,0.501111,300,1.46,0.256667,3,1800,8.76,50,0.096667,0.501111,0.501111,13.36,34,1,0.665185,0.505185,0.498889,0.493976,8.87,0,1.344311,29
Qq2k3k3v50v50m300s6,1,1,0.497778,50,1.008929,300,3,100,18,0.252778,50,0.494444,300,1.496667,0.250556,3,1800,8.98,50,0.123333,0.494444,0.494444,13.59,35,1,0.674074,0.496667,0.505556,0.496652,9.04,0,1.33922,37
Qq2k3k3v50v50m300s7,1,1,0.492222,50,1.031603,300,3,100,18,0.259444,50,0.481111,300,1.49,0.251667,3,1800,8.94,50,0.126667,0.481111,0.481111,13.81,31,1,0.691852,0.488519,0.518889,0.488713,9.14,0,1.352643,38
Qq2k3k3v50v50m300s8,1,1,0.501111,50,0.995565,300,3,100,18,0.243889,50,0.512222,300,1.53,0.245,3,1800,9.18,50,0.123333,0.512222,0.512222,13.37,29,1,0.65037,0.504815,0.487778,0.511086,8.98,0,1.313388,37
Qq2k3k3v50v50m300s9,1,1,0.5,50,1,300,3,100,18,0.251111,50,0.497778,300,1.493333,0.251111,3,1800,8.96,50,0.116667,0.497778,0.497778,13.52,35,1,0.66963,0.499259,0.502222,0.497778,9,0,1.337278,35
Qq2k3k3v50v50m400s10,1,1,0.502083,50,0.991701,400,3,100,24,0.247917,50,0.504167,400,1.5,0.25,3,2400,12,50,0.1025,0.504167,0.504167,17.9,45,1,0.661111,0.502778,0.495833,0.502075,11.95,0,1.329609,41
Qq2k3k3v50v50m400s1,1,1,0.4925,50,1.030457,400,3,100,24,0.260417,50,0.479167,400,1.4825,0.252917,3,2400,11.86,50,0.11,0.479167,0.479167,18.43,42,1,0.694444,0.488056,0.520833,0.486464,12.18,0,1.356484,44
Qq2k3k3v50v50m400s2,1,1,0.495833,50,1.016807,400,3,100,24,0.253333,50,0.493333,400,1.505,0.249167,3,2400,12.04,50,0.1175,0.493333,0.493333,18.18,48,1,0.675556,0.495,0.506667,0.497479,12.1,0,1.337734,47
Qq2k3k3v50v50m400s3,1,1,0.492917,50,1.02874,400,3,100,24,0.258333,50,0.483333,400,1.4925,0.25125,3,2400,11.94,50,0.1325,0.483333,0.483333,18.37,49,1,0.688889,0.489722,0.516667,0.490279,12.17,0,1.350027,53
Qq2k3k3v50v50m400s4,1,1,0.514583,50,0.94332,400,3,100,24,0.235833,50,0.528333,400,1.4975,0.250417,3,2400,11.98,50,0.1125,0.528333,0.528333,17.31,53,1,0.628889,0.519167,0.471667,0.51336,11.65,0,1.307915,45
Qq2k3k3v50v50m400s5,1,1,0.507917,50,0.968827,400,3,100,24,0.245,50,0.51,400,1.4825,0.252917,3,2400,11.86,50,0.1,0.51,0.51,17.69,46,1,0.653333,0.508611,0.49,0.502051,11.81,0,1.329565,40
Qq2k3k3v50v50m400s6,1,1,0.490833,50,1.037351,400,3,100,24,0.25,50,0.5,400,1.555,0.240833,3,2400,12.44,50,0.135,0.5,0.5,18.22,45,1,0.666667,0.493889,0.5,0.509338,12.22,0,1.317234,54
Qq2k3k3v50v50m400s7,1,1,0.500833,50,0.996672,400,3,100,24,0.252083,50,0.495833,400,1.4825,0.252917,3,2400,11.86,50,0.12,0.495833,0.495833,18.03,47,1,0.672222,0.499167,0.504167,0.495008,11.98,0,1.342207,48
Qq2k3k3v50v50m400s8,1,1,0.504167,50,0.983471,400,3,100,24,0.243333,50,0.513333,400,1.515,0.2475,3,2400,12.12,50,0.1275,0.513333,0.513333,17.74,39,1,0.648889,0.507222,0.486667,0.509091,11.9,0,1.316798,51
Qq2k3k3v50v50m400s9,1,1,0.503333,50,0.986755,400,3,100,24,0.245417,50,0.509167,400,1.5075,0.24875,3,2400,12.06,50,0.11,0.509167,0.509167,17.81,46,1,0.654444,0.505278,0.490833,0.505795,11.92,0,1.322852,44
Qq2k3k3v50v50m500s10,1,1,0.501333,50,0.994681,500,3,100,30,0.249,50,0.502,500,1.498,0.250333,3,3000,14.98,50,0.108,0.502,0.502,22.43,58,1,0.664,0.501556,0.498,0.500665,14.96,0,1.332144,54
Qq2k3k3v50v50m500s1,1,1,0.498667,50,1.005348,500,3,100,30,0.255333,50,0.489333,500,1.476,0.254,3,3000,14.76,50,0.1,0.489333,0.489333,22.7,53,1,0.680889,0.495556,0.510667,0.490642,15.04,0,1.34978,50
Qq2k3k3v50v50m500s2,1,1,0.503333,50,0.986755,500,3,100,30,0.249333,50,0.501333,500,1.484,0.252667,3,3000,14.84,50,0.11,0.501333,0.501333,22.38,61,1,0.664889,0.502667,0.498667,0.498013,14.9,0,1.336908,55
Qq2k3k3v50v50m500s3,1,1,0.495,50,1.020202,500,3,100,30,0.252667,50,0.494667,500,1.514,0.247667,3,3000,15.14,50,0.13,0.494667,0.494667,22.73,61,1,0.673778,0.494889,0.505333,0.499663,15.15,0,1.33392,65
Qq2k3k3v50v50m500s4,1,1,0.509,50,0.964637,500,3,100,30,0.240333,50,0.519333,500,1.504,0.249333,3,3000,15.04,50,0.116,0.519333,0.519333,21.94,64,1,0.640889,0.512444,0.480667,0.510151,14.73,0,1.314494,58
Qq2k3k3v50v50m500s5,1,1,0.507667,50,0.969796,500,3,100,30,0.243,50,0.514,500,1.496,0.250667,3,3000,14.96,50,0.104,0.514,0.514,22.06,54,1,0.648,0.509778,0.486,0.506238,14.77,0,1.32185,52
Qq2k3k3v50v50m500s6,1,1,0.492667,50,1.02977,500,3,100,30,0.248667,50,0.502667,500,1.552,0.241333,3,3000,15.52,50,0.132,0.502667,0.502667,22.68,56,1,0.663111,0.496,0.497333,0.510149,15.22,0,1.315697,66
Qq2k3k3v50v50m500s7,1,1,0.5,50,1,500,3,100,30,0.251,50,0.498,500,1.494,0.251,3,3000,14.94,50,0.116,0.498,0.498,22.53,60,1,0.669333,0.499333,0.502,0.498,15,0,1.336884,58
Qq2k3k3v50v50m500s8,1,1,0.501,50,0.996008,500,3,100,30,0.244,50,0.512,500,1.53,0.245,3,3000,15.3,50,0.124,0.512,0.512,22.29,47,1,0.650667,0.504667,0.488,0.510978,14.97,0,1.313594,62
Qq2k3k3v50v50m500s9,1,1,0.504333,50,0.982816,500,3,100,30,0.245667,50,0.508667,500,1.5,0.25,3,3000,15,50,0.112,0.508667,0.508667,22.24,55,1,0.655111,0.505778,0.491333,0.504296,14.87,0,1.32554,56
Qq2k3k3v50v50m600s10,1,1,0.499444,50,1.002225,600,3,100,36,0.249722,50,0.500556,600,1.505,0.249167,3,3600,18.06,50,0.106667,0.500556,0.500556,27.01,68,1,0.665926,0.499815,0.499444,0.501112,18.02,0,1.331359,64
Qq2k3k3v50v50m600s1,1,1,0.501111,50,0.995565,600,3,100,36,0.2525,50,0.495,600,1.478333,0.253611,3,3600,17.74,50,0.1,0.495,0.495,27.05,68,1,0.673333,0.499074,0.505,0.493902,17.96,0,1.344177,60
Qq2k3k3v50v50m600s2,1,1,0.509167,50,0.963993,600,3,100,36,0.246111,50,0.507778,600,1.468333,0.255278,3,3600,17.62,50,0.11,0.507778,0.507778,26.53,79,1,0.656296,0.508704,0.492222,0.498636,17.67,0,1.335846,66
Qq2k3k3v50v50m600s3,1,1,0.496389,50,1.01455,600,3,100,36,0.251111,50,0.497778,600,1.515,0.2475,3,3600,18.18,50,0.121667,0.497778,0.497778,27.17,69,1,0.66963,0.496852,0.502222,0.501399,18.13,0,1.33088,73
Qq2k3k3v50v50m600s4,1,1,0.506389,50,0.974767,600,3,100,36,0.241944,50,0.516111,600,1.51,0.248333,3,3600,18.12,50,0.116667,0.516111,0.516111,26.48,74,1,0.645185,0.50963,0.483889,0.5096,17.77,0,1.31571,70
Qq2k3k3v50v50m600s5,1,1,0.501111,50,0.995565,600,3,100,36,0.247222,50,0.505556,600,1.51,0.248333,3,3600,18.12,50,0.116667,0.505556,0.505556,26.86,63,1,0.659259,0.502593,0.494444,0.504435,17.96,0,1.325391,70
Qq2k3k3v50v50m600s6,1,1,0.4925,50,1.030457,600,3,100,36,0.248611,50,0.502778,600,1.553333,0.241111,3,3600,18.64,50,0.125,0.502778,0.502778,27.22,65,1,0.662963,0.495926,0.497222,0.510434,18.27,0,1.315209,75
Qq2k3k3v50v50m600s7,1,1,0.501944,50,0.992252,600,3,100,36,0.250556,50,0.498889,600,1.485,0.2525,3,3600,17.82,50,0.116667,0.498889,0.498889,26.95,73,1,0.668148,0.500926,0.501111,0.496956,17.93,0,1.338776,70
Qq2k3k3v50v50m600s8,1,1,0.494722,50,1.021336,600,3,100,36,0.249444,50,0.501111,600,1.535,0.244167,3,3600,18.42,50,0.131667,0.501111,0.501111,27.17,51,1,0.665185,0.496852,0.498889,0.506457,18.19,0,1.322046,79
Qq2k3k3v50v50m600s9,1,1,0.500278,50,0.99889,600,3,100,36,0.249167,50,0.501667,600,1.503333,0.249444,3,3600,18.04,50,0.121667,0.501667,0.501667,26.96,64,1,0.664444,0.500741,0.498333,0.501388,17.99,0,1.330861,73
Qq2k3k3v50v50m700s10,1,1,0.500476,50,0.998097,700,3,100,42,0.248095,50,0.50381,700,1.508571,0.248571,3,4200,21.12,50,0.108571,0.50381,0.50381,31.4,79,1,0.661587,0.501587,0.49619,0.50333,20.98,0,1.327389,76
Qq2k3k3v50v50m700s1,1,1,0.497619,50,1.009569,700,3,100,42,0.253333,50,0.493333,700,1.494286,0.250952,3,4200,20.92,50,0.097143,0.493333,0.493333,31.74,73,1,0.675556,0.49619,0.506667,0.495694,21.1,0,1.340895,68
Qq2k3k3v50v50m700s2,1,1,0.511429,50,0.955307,700,3,100,42,0.247143,50,0.505714,700,1.448571,0.258571,3,4200,20.28,50,0.108571,0.505714,0.505714,30.9,94,1,0.659048,0.509524,0.494286,0.494413,20.52,0,1.343689,76
Qq2k3k3v50v50m700s3,1,1,0.493571,50,1.026049,700,3,100,42,0.253571,50,0.492857,700,1.517143,0.247143,3,4200,21.24,50,0.127143,0.492857,0.492857,31.92,79,1,0.67619,0.493333,0.507143,0.499276,21.27,0,1.334586,89
