@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC

@DATA
ncf_8_16_4_euad.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092
ncf_8_16_4_euad.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749
ncf_8_16_4_euad.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092
ncf_8_16_4_euad.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408
ncf_8_16_4_u.10,1,0.158159,0.615609,174.666667,0.624408,189,1.902092
ncf_8_16_4_u.1,1,0.157369,0.615781,174.666667,0.623954,189,1.901749
ncf_8_16_4_u.2,1,0.156587,0.617233,174.666667,0.620135,189,1.901408
ncf_8_16_4_u.3,1,0.157369,0.615137,174.666667,0.625654,189,1.901749
ncf_8_16_4_u.4,1,0.157369,0.615137,174.666667,0.625654,189,1.901749
ncf_8_16_4_u.5,1,0.158159,0.61658,174.666667,0.621849,189,1.902092
ncf_8_16_4_u.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092
ncf_8_16_4_u.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749
ncf_8_16_4_u.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092
ncf_8_16_4_u.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408
nusmv.dme1-16.B-d4-shuffled,1,0.333233,0.571355,639.5,0.750227,1103,2.216918
nusmv.queue.B-d4-shuffled,1,0.333323,0.571421,5362,0.750024,10396,2.164193
nusmv.reactor^1.C-d4-shuffled,1,0.333321,0.57142,4773,0.750027,9189,2.139437
nusmv.reactor^2.C-d4-shuffled,1,0.333321,0.57142,4810,0.750027,9258,2.141458
nusmv.reactor^5.C-f4-shuffled,1,0.333321,0.57142,4692,0.750028,9027,2.142013
nusmv.syncarb10^2.B-f2,1,0.333211,0.571339,479.5,0.750275,909,2.217009
nusmv.syncarb10^2.B-f3,1,0.333248,0.571366,682.5,0.750192,1305,2.217058
nusmv.syncarb10^2.B-f4,1,0.333268,0.571381,885.5,0.750147,1701,2.217085
nusmv.syncarb5^2.B-f4-shuffled,1,0.333153,0.571296,325.5,0.750406,616,2.174689
nusmv.tcas^2.B-f2-shuffled,1,0.333321,0.57142,4734,0.750028,9028,2.181983
nusmv.tcas^4.B-f3-shuffled,1,0.333326,0.571423,7602.5,0.750017,14623,2.173649
nusmv.tcas-t^5.B-f2-shuffled,1,0.333322,0.57142,5018.5,0.750026,9595,2.178698
nusmv.tcas-t^6.B-f3-shuffled,1,0.333326,0.571423,7947,0.750016,15310,2.175807
par16-1-c-00-shuffled,1,0.194289,0.593912,1106.5,0.683752,1143,1.784804
par8-1-c-50-shuffled,1,0.208914,0.595265,189,0.679924,225,1.762303
par8-2-90-shuffled,1,0.184907,0.592299,763,0.688337,789,1.728381
par8-2-c-50-shuffled,1,0.210664,0.595474,200,0.679335,241,1.762238
par8-3-c-00-shuffled,1,0.194224,0.593722,260.5,0.684289,269,1.783394
par8-3-c-90-shuffled,1,0.226622,0.597218,194.5,0.674432,269,1.747262
par8-4-90-shuffled,1,0.184013,0.5922,765,0.68862,785,1.728786
par8-4-c-90-shuffled,1,0.225071,0.597015,172.5,0.675,237,1.745489
par8-5-c-90-shuffled,1,0.227773,0.597341,192.5,0.674087,269,1.745978
Qq2k3k3v100v100m1000s10,1,1,0.497167,100,1.011398,1000,3
Qq2k3k3v100v100m1000s1,1,1,0.498833,100,1.004678,1000,3
Qq2k3k3v100v100m1000s2,1,1,0.5025,100,0.99005,1000,3
Qq2k3k3v100v100m1000s3,1,1,0.496667,100,1.013423,1000,3
Qq2k3k3v100v100m1000s4,1,1,0.505167,100,0.979545,1000,3
Qq2k3k3v100v100m1000s5,1,1,0.505333,100,0.978892,1000,3
Qq2k3k3v100v100m1000s6,1,1,0.492333,100,1.031144,1000,3
Qq2k3k3v100v100m1000s7,1,1,0.504667,100,0.981506,1000,3
Qq2k3k3v100v100m1000s8,1,1,0.492333,100,1.031144,1000,3
Qq2k3k3v100v100m1000s9,1,1,0.505,100,0.980198,1000,3
Qq2k3k3v100v100m1200s10,1,1,0.501667,100,0.993355,1200,3
Qq2k3k3v100v100m1200s1,1,1,0.496667,100,1.013423,1200,3
Qq2k3k3v100v100m1200s2,1,1,0.502917,100,0.988401,1200,3
Qq2k3k3v100v100m1200s3,1,1,0.496944,100,1.012297,1200,3
Qq2k3k3v100v100m1200s4,1,1,0.50625,100,0.975309,1200,3
Qq2k3k3v100v100m1200s5,1,1,0.505556,100,0.978022,1200,3
Qq2k3k3v100v100m1200s6,1,1,0.494167,100,1.023609,1200,3
Qq2k3k3v100v100m1200s7,1,1,0.499444,100,1.002225,1200,3
Qq2k3k3v100v100m1200s8,1,1,0.486528,100,1.055381,1200,3
Qq2k3k3v100v100m1200s9,1,1,0.503889,100,0.984564,1200,3
Qq2k3k3v100v100m1400s10,1,1,0.500476,100,0.998097,1400,3
Qq2k3k3v100v100m1400s1,1,1,0.501667,100,0.993355,1400,3
Qq2k3k3v100v100m1400s2,1,1,0.504286,100,0.983003,1400,3
Qq2k3k3v100v100m1400s3,1,1,0.497857,100,1.008608,1400,3
Qq2k3k3v100v100m1400s4,1,1,0.506667,100,0.973684,1400,3
Qq2k3k3v100v100m1400s5,1,1,0.500238,100,0.999048,1400,3
Qq2k3k3v100v100m1400s6,1,1,0.496071,100,1.015839,1400,3
Qq2k3k3v100v100m1400s7,1,1,0.497024,100,1.011976,1400,3
Qq2k3k3v100v100m1400s8,1,1,0.492381,100,1.030948,1400,3
Qq2k3k3v100v100m1400s9,1,1,0.503929,100,0.984408,1400,3
Qq2k3k3v100v100m1600s10,1,1,0.5,100,1,1600,3
Qq2k3k3v100v100m1600s1,1,1,0.500625,100,0.997503,1600,3
Qq2k3k3v100v100m1600s2,1,1,0.50625,100,0.975309,1600,3
Qq2k3k3v100v100m1600s3,1,1,0.497604,100,1.009629,1600,3
Qq2k3k3v100v100m1600s4,1,1,0.504792,100,0.981015,1600,3
Qq2k3k3v100v100m1600s5,1,1,0.498438,100,1.00627,1600,3
Qq2k3k3v100v100m1600s6,1,1,0.494583,100,1.021904,1600,3
Qq2k3k3v100v100m1600s7,1,1,0.495833,100,1.016807,1600,3
Qq2k3k3v100v100m1600s8,1,1,0.490417,100,1.039082,1600,3
Qq2k3k3v100v100m1600s9,1,1,0.502604,100,0.989637,1600,3
Qq2k3k3v100v100m1800s10,1,1,0.501389,100,0.99446,1800,3
Qq2k3k3v100v100m1800s1,1,1,0.4975,100,1.01005,1800,3
Qq2k3k3v100v100m1800s2,1,1,0.505,100,0.980198,1800,3
Qq2k3k3v100v100m1800s3,1,1,0.498333,100,1.006689,1800,3
Qq2k3k3v100v100m1800s4,1,1,0.502778,100,0.98895,1800,3
Qq2k3k3v100v100m1800s5,1,1,0.503056,100,0.987852,1800,3
Qq2k3k3v100v100m1800s6,1,1,0.493981,100,1.024367,1800,3
Qq2k3k3v100v100m1800s7,1,1,0.495,100,1.020202,1800,3
Qq2k3k3v100v100m1800s8,1,1,0.491574,100,1.034281,1800,3
Qq2k3k3v100v100m1800s9,1,1,0.504074,100,0.983835,1800,3
Qq2k3k3v100v100m2000s10,1,1,0.502333,100,0.99071,2000,3
Qq2k3k3v100v100m2000s1,1,1,0.49825,100,1.007025,2000,3
Qq2k3k3v100v100m2000s2,1,1,0.504667,100,0.981506,2000,3
Qq2k3k3v100v100m2000s3,1,1,0.500417,100,0.998335,2000,3
Qq2k3k3v100v100m2000s4,1,1,0.504333,100,0.982816,2000,3
Qq2k3k3v100v100m2000s5,1,1,0.501083,100,0.995676,2000,3
Qq2k3k3v100v100m2000s6,1,1,0.492583,100,1.030113,2000,3
Qq2k3k3v100v100m2000s7,1,1,0.496583,100,1.013761,2000,3
Qq2k3k3v100v100m2000s8,1,1,0.492083,100,1.032176,2000,3
Qq2k3k3v100v100m2000s9,1,1,0.50175,100,0.993024,2000,3
Qq2k3k3v100v100m400s10,1,1,0.502083,100,0.991701,400,3
Qq2k3k3v100v100m400s1,1,1,0.4925,100,1.030457,400,3
Qq2k3k3v100v100m400s2,1,1,0.495833,100,1.016807,400,3
Qq2k3k3v100v100m400s3,1,1,0.492917,100,1.02874,400,3
Qq2k3k3v100v100m400s4,1,1,0.514583,100,0.94332,400,3
Qq2k3k3v100v100m400s5,1,1,0.507917,100,0.968827,400,3
Qq2k3k3v100v100m400s6,1,1,0.490833,100,1.037351,400,3
Qq2k3k3v100v100m400s7,1,1,0.500833,100,0.996672,400,3
Qq2k3k3v100v100m400s8,1,1,0.504167,100,0.983471,400,3
Qq2k3k3v100v100m400s9,1,1,0.503333,100,0.986755,400,3
Qq2k3k3v100v100m600s10,1,1,0.499444,100,1.002225,600,3
Qq2k3k3v100v100m600s1,1,1,0.501111,100,0.995565,600,3
Qq2k3k3v100v100m600s2,1,1,0.509167,100,0.963993,600,3
Qq2k3k3v100v100m600s3,1,1,0.496389,100,1.01455,600,3
Qq2k3k3v100v100m600s4,1,1,0.506389,100,0.974767,600,3
Qq2k3k3v100v100m600s5,1,1,0.501111,100,0.995565,600,3
Qq2k3k3v100v100m600s6,1,1,0.4925,100,1.030457,600,3
Qq2k3k3v100v100m600s7,1,1,0.501944,100,0.992252,600,3
Qq2k3k3v100v100m600s8,1,1,0.494722,100,1.021336,600,3
Qq2k3k3v100v100m600s9,1,1,0.500278,100,0.99889,600,3
Qq2k3k3v100v100m800s10,1,1,0.497708,100,1.009209,800,3
Qq2k3k3v100v100m800s1,1,1,0.500625,100,0.997503,800,3
Qq2k3k3v100v100m800s2,1,1,0.509583,100,0.962388,800,3
Qq2k3k3v100v100m800s3,1,1,0.491042,100,1.036487,800,3
Qq2k3k3v100v100m800s4,1,1,0.503125,100,0.987578,800,3
Qq2k3k3v100v100m800s5,1,1,0.503958,100,0.984291,800,3
Qq2k3k3v100v100m800s6,1,1,0.492708,100,1.029598,800,3
Qq2k3k3v100v100m800s7,1,1,0.504583,100,0.981833,800,3
Qq2k3k3v100v100m800s8,1,1,0.495625,100,1.017654,800,3
Qq2k3k3v100v100m800s9,1,1,0.504583,100,0.981833,800,3
Qq2k3k3v20v20m120s10,1,1,0.526389,20,0.899736,120,3
Qq2k3k3v20v20m120s1,1,1,0.477778,20,1.093023,120,3
Qq2k3k3v20v20m120s2,1,1,0.502778,20,0.98895,120,3
Qq2k3k3v20v20m120s3,1,1,0.490278,20,1.03966,120,3
Qq2k3k3v20v20m120s4,1,1,0.529167,20,0.889764,120,3
Qq2k3k3v20v20m120s5,1,1,0.522222,20,0.914894,120,3
Qq2k3k3v20v20m120s6,1,1,0.511111,20,0.956522,120,3
Qq2k3k3v20v20m120s7,1,1,0.505556,20,0.978022,120,3
Qq2k3k3v20v20m120s8,1,1,0.498611,20,1.005571,120,3
Qq2k3k3v20v20m120s9,1,1,0.505556,20,0.978022,120,3
Qq2k3k3v20v20m160s10,1,1,0.519792,20,0.923848,160,3
Qq2k3k3v20v20m160s1,1,1,0.471875,20,1.119205,160,3
Qq2k3k3v20v20m160s2,1,1,0.505208,20,0.979381,160,3
Qq2k3k3v20v20m160s3,1,1,0.498958,20,1.004175,160,3
Qq2k3k3v20v20m160s4,1,1,0.523958,20,0.908549,160,3
Qq2k3k3v20v20m160s5,1,1,0.522917,20,0.912351,160,3
Qq2k3k3v20v20m160s6,1,1,0.514583,20,0.94332,160,3
Qq2k3k3v20v20m160s7,1,1,0.496875,20,1.012579,160,3
Qq2k3k3v20v20m160s8,1,1,0.509375,20,0.96319,160,3
Qq2k3k3v20v20m160s9,1,1,0.505208,20,0.979381,160,3
Qq2k3k3v20v20m200s10,1,1,0.515833,20,0.938611,200,3
Qq2k3k3v20v20m200s1,1,1,0.485,20,1.061856,200,3
Qq2k3k3v20v20m200s2,1,1,0.506667,20,0.973684,200,3
Qq2k3k3v20v20m200s3,1,1,0.5025,20,0.99005,200,3
Qq2k3k3v20v20m200s4,1,1,0.5125,20,0.95122,200,3
Qq2k3k3v20v20m200s5,1,1,0.513333,20,0.948052,200,3
Qq2k3k3v20v20m200s6,1,1,0.511667,20,0.954397,200,3
Qq2k3k3v20v20m200s7,1,1,0.4975,20,1.01005,200,3
Qq2k3k3v20v20m200s8,1,1,0.510833,20,0.957586,200,3
Qq2k3k3v20v20m200s9,1,1,0.504167,20,0.983471,200,3
Qq2k3k3v20v20m240s10,1,1,0.513889,20,0.945946,240,3
Qq2k3k3v20v20m240s1,1,1,0.482639,20,1.071942,240,3
Qq2k3k3v20v20m240s2,1,1,0.501389,20,0.99446,240,3
Qq2k3k3v20v20m240s3,1,1,0.495139,20,1.019635,240,3
Qq2k3k3v20v20m240s4,1,1,0.514583,20,0.94332,240,3
Qq2k3k3v20v20m240s5,1,1,0.511806,20,0.953867,240,3
Qq2k3k3v20v20m240s6,1,1,0.503472,20,0.986207,240,3
Qq2k3k3v20v20m240s7,1,1,0.488889,20,1.045455,240,3
Qq2k3k3v20v20m240s8,1,1,0.511806,20,0.953867,240,3
Qq2k3k3v20v20m240s9,1,1,0.503472,20,0.986207,240,3
Qq2k3k3v20v20m280s10,1,1,0.51369,20,0.946698,280,3
Qq2k3k3v20v20m280s1,1,1,0.485714,20,1.058824,280,3
Qq2k3k3v20v20m280s2,1,1,0.493452,20,1.026538,280,3
Qq2k3k3v20v20m280s3,1,1,0.496429,20,1.014388,280,3
Qq2k3k3v20v20m280s4,1,1,0.504762,20,0.981132,280,3
Qq2k3k3v20v20m280s5,1,1,0.509524,20,0.962617,280,3
Qq2k3k3v20v20m280s6,1,1,0.494643,20,1.021661,280,3
Qq2k3k3v20v20m280s7,1,1,0.494048,20,1.024096,280,3
Qq2k3k3v20v20m280s8,1,1,0.501786,20,0.992883,280,3
Qq2k3k3v20v20m280s9,1,1,0.502381,20,0.990521,280,3
Qq2k3k3v20v20m320s10,1,1,0.504167,20,0.983471,320,3
Qq2k3k3v20v20m320s1,1,1,0.491146,20,1.036055,320,3
Qq2k3k3v20v20m320s2,1,1,0.495833,20,1.016807,320,3
Qq2k3k3v20v20m320s3,1,1,0.491146,20,1.036055,320,3
Qq2k3k3v20v20m320s4,1,1,0.513542,20,0.947262,320,3
Qq2k3k3v20v20m320s5,1,1,0.508333,20,0.967213,320,3
Qq2k3k3v20v20m320s6,1,1,0.497396,20,1.010471,320,3
Qq2k3k3v20v20m320s7,1,1,0.491146,20,1.036055,320,3
Qq2k3k3v20v20m320s8,1,1,0.498438,20,1.00627,320,3
Qq2k3k3v20v20m320s9,1,1,0.504167,20,0.983471,320,3
Qq2k3k3v20v20m360s10,1,1,0.501389,20,0.99446,360,3
Qq2k3k3v20v20m360s1,1,1,0.496759,20,1.013048,360,3
Qq2k3k3v20v20m360s2,1,1,0.494444,20,1.022472,360,3
Qq2k3k3v20v20m360s3,1,1,0.493519,20,1.026266,360,3
Qq2k3k3v20v20m360s4,1,1,0.515278,20,0.940701,360,3
Qq2k3k3v20v20m360s5,1,1,0.505556,20,0.978022,360,3
Qq2k3k3v20v20m360s6,1,1,0.492593,20,1.030075,360,3
Qq2k3k3v20v20m360s7,1,1,0.496296,20,1.014925,360,3
Qq2k3k3v20v20m360s8,1,1,0.499537,20,1.001854,360,3
Qq2k3k3v20v20m360s9,1,1,0.503704,20,0.985294,360,3
Qq2k3k3v20v20m400s10,1,1,0.502083,20,0.991701,400,3
Qq2k3k3v20v20m400s1,1,1,0.4925,20,1.030457,400,3
Qq2k3k3v20v20m400s2,1,1,0.495833,20,1.016807,400,3
Qq2k3k3v20v20m400s3,1,1,0.492917,20,1.02874,400,3
Qq2k3k3v20v20m400s4,1,1,0.514583,20,0.94332,400,3
Qq2k3k3v20v20m400s5,1,1,0.507917,20,0.968827,400,3
Qq2k3k3v20v20m400s6,1,1,0.490833,20,1.037351,400,3
Qq2k3k3v20v20m400s7,1,1,0.500833,20,0.996672,400,3
Qq2k3k3v20v20m400s8,1,1,0.504167,20,0.983471,400,3
Qq2k3k3v20v20m400s9,1,1,0.503333,20,0.986755,400,3
Qq2k3k3v20v20m80s10,1,1,0.54375,20,0.83908,80,3
Qq2k3k3v20v20m80s1,1,1,0.485417,20,1.060086,80,3
Qq2k3k3v20v20m80s2,1,1,0.5,20,1,80,3
Qq2k3k3v20v20m80s3,1,1,0.502083,20,0.991701,80,3
Qq2k3k3v20v20m80s4,1,1,0.5375,20,0.860465,80,3
Qq2k3k3v20v20m80s5,1,1,0.520833,20,0.92,80,3
Qq2k3k3v20v20m80s6,1,1,0.525,20,0.904762,80,3
Qq2k3k3v20v20m80s7,1,1,0.497917,20,1.008368,80,3
Qq2k3k3v20v20m80s8,1,1,0.485417,20,1.060086,80,3
Qq2k3k3v20v20m80s9,1,1,0.491667,20,1.033898,80,3
Qq2k3k3v50v50m1000s10,1,1,0.497167,50,1.011398,1000,3
Qq2k3k3v50v50m1000s1,1,1,0.498833,50,1.004678,1000,3
Qq2k3k3v50v50m1000s2,1,1,0.5025,50,0.99005,1000,3
Qq2k3k3v50v50m1000s3,1,1,0.496667,50,1.013423,1000,3
Qq2k3k3v50v50m1000s4,1,1,0.505167,50,0.979545,1000,3
Qq2k3k3v50v50m1000s5,1,1,0.505333,50,0.978892,1000,3
Qq2k3k3v50v50m1000s6,1,1,0.492333,50,1.031144,1000,3
Qq2k3k3v50v50m1000s7,1,1,0.504667,50,0.981506,1000,3
Qq2k3k3v50v50m1000s8,1,1,0.492333,50,1.031144,1000,3
Qq2k3k3v50v50m1000s9,1,1,0.505,50,0.980198,1000,3
Qq2k3k3v50v50m200s10,1,1,0.515833,50,0.938611,200,3
Qq2k3k3v50v50m200s1,1,1,0.485,50,1.061856,200,3
Qq2k3k3v50v50m200s2,1,1,0.506667,50,0.973684,200,3
Qq2k3k3v50v50m200s3,1,1,0.5025,50,0.99005,200,3
Qq2k3k3v50v50m200s4,1,1,0.5125,50,0.95122,200,3
Qq2k3k3v50v50m200s5,1,1,0.513333,50,0.948052,200,3
Qq2k3k3v50v50m200s6,1,1,0.511667,50,0.954397,200,3
Qq2k3k3v50v50m200s7,1,1,0.4975,50,1.01005,200,3
Qq2k3k3v50v50m200s8,1,1,0.510833,50,0.957586,200,3
Qq2k3k3v50v50m200s9,1,1,0.504167,50,0.983471,200,3
Qq2k3k3v50v50m300s10,1,1,0.508889,50,0.965066,300,3
Qq2k3k3v50v50m300s1,1,1,0.488889,50,1.045455,300,3
Qq2k3k3v50v50m300s2,1,1,0.495,50,1.020202,300,3
Qq2k3k3v50v50m300s3,1,1,0.496111,50,1.015677,300,3
Qq2k3k3v50v50m300s4,1,1,0.507778,50,0.969365,300,3
Qq2k3k3v50v50m300s5,1,1,0.507222,50,0.971522,300,3
Qq2k3k3v50v50m300s6,1,1,0.497778,50,1.008929,300,3
Qq2k3k3v50v50m300s7,1,1,0.492222,50,1.031603,300,3
Qq2k3k3v50v50m300s8,1,1,0.501111,50,0.995565,300,3
Qq2k3k3v50v50m300s9,1,1,0.5,50,1,300,3
Qq2k3k3v50v50m400s10,1,1,0.502083,50,0.991701,400,3
Qq2k3k3v50v50m400s1,1,1,0.4925,50,1.030457,400,3
Qq2k3k3v50v50m400s2,1,1,0.495833,50,1.016807,400,3
Qq2k3k3v50v50m400s3,1,1,0.492917,50,1.02874,400,3
Qq2k3k3v50v50m400s4,1,1,0.514583,50,0.94332,400,3
Qq2k3k3v50v50m400s5,1,1,0.507917,50,0.968827,400,3
Qq2k3k3v50v50m400s6,1,1,0.490833,50,1.037351,400,3
Qq2k3k3v50v50m400s7,1,1,0.500833,50,0.996672,400,3
Qq2k3k3v50v50m400s8,1,1,0.504167,50,0.983471,400,3
Qq2k3k3v50v50m400s9,1,1,0.503333,50,0.986755,400,3
Qq2k3k3v50v50m500s10,1,1,0.501333,50,0.994681,500,3
Qq2k3k3v50v50m500s1,1,1,0.498667,50,1.005348,500,3
Qq2k3k3v50v50m500s2,1,1,0.503333,50,0.986755,500,3
Qq2k3k3v50v50m500s3,1,1,0.495,50,1.020202,500,3
Qq2k3k3v50v50m500s4,1,1,0.509,50,0.964637,500,3
Qq2k3k3v50v50m500s5,1,1,0.507667,50,0.969796,500,3
Qq2k3k3v50v50m500s6,1,1,0.492667,50,1.02977,500,3
Qq2k3k3v50v50m500s7,1,1,0.5,50,1,500,3
Qq2k3k3v50v50m500s8,1,1,0.501,50,0.996008,500,3
Qq2k3k3v50v50m500s9,1,1,0.504333,50,0.982816,500,3
Qq2k3k3v50v50m600s10,1,1,0.499444,50,1.002225,600,3
Qq2k3k3v50v50m600s1,1,1,0.501111,50,0.995565,600,3
Qq2k3k3v50v50m600s2,1,1,0.509167,50,0.963993,600,3
Qq2k3k3v50v50m600s3,1,1,0.496389,50,1.01455,600,3
Qq2k3k3v50v50m600s4,1,1,0.506389,50,0.974767,600,3
Qq2k3k3v50v50m600s5,1,1,0.501111,50,0.995565,600,3
Qq2k3k3v50v50m600s6,1,1,0.4925,50,1.030457,600,3
Qq2k3k3v50v50m600s7,1,1,0.501944,50,0.992252,600,3
Qq2k3k3v50v50m600s8,1,1,0.494722,50,1.021336,600,3
Qq2k3k3v50v50m600s9,1,1,0.500278,50,0.99889,600,3
Qq2k3k3v50v50m700s10,1,1,0.500476,50,0.998097,700,3
Qq2k3k3v50v50m700s1,1,1,0.497619,50,1.009569,700,3
Qq2k3k3v50v50m700s2,1,1,0.511429,50,0.955307,700,3
Qq2k3k3v50v50m700s3,1,1,0.493571,50,1.026049,700,3
Qq2k3k3v50v50m700s4,1,1,0.506667,50,0.973684,700,3
Qq2k3k3v50v50m700s5,1,1,0.500952,50,0.996198,700,3
Qq2k3k3v50v50m700s6,1,1,0.495238,50,1.019231,700,3
Qq2k3k3v50v50m700s7,1,1,0.50381,50,0.984877,700,3
Qq2k3k3v50v50m700s8,1,1,0.494524,50,1.022147,700,3
Qq2k3k3v50v50m700s9,1,1,0.502381,50,0.990521,700,3
Qq2k3k3v50v50m800s10,1,1,0.497708,50,1.009209,800,3
Qq2k3k3v50v50m800s1,1,1,0.500625,50,0.997503,800,3
Qq2k3k3v50v50m800s2,1,1,0.509583,50,0.962388,800,3
Qq2k3k3v50v50m800s3,1,1,0.491042,50,1.036487,800,3
Qq2k3k3v50v50m800s4,1,1,0.503125,50,0.987578,800,3
Qq2k3k3v50v50m800s5,1,1,0.503958,50,0.984291,800,3
Qq2k3k3v50v50m800s6,1,1,0.492708,50,1.029598,800,3
Qq2k3k3v50v50m800s7,1,1,0.504583,50,0.981833,800,3
Qq2k3k3v50v50m800s8,1,1,0.495625,50,1.017654,800,3
Qq2k3k3v50v50m800s9,1,1,0.504583,50,0.981833,800,3
Qq2k3k3v50v50m900s10,1,1,0.496481,50,1.014174,900,3
Qq2k3k3v50v50m900s1,1,1,0.498889,50,1.004454,900,3
Qq2k3k3v50v50m900s2,1,1,0.507037,50,0.972243,900,3
Qq2k3k3v50v50m900s3,1,1,0.494815,50,1.020958,900,3
Qq2k3k3v50v50m900s4,1,1,0.500556,50,0.99778,900,3
Qq2k3k3v50v50m900s5,1,1,0.505556,50,0.978022,900,3
Qq2k3k3v50v50m900s6,1,1,0.491481,50,1.034665,900,3
Qq2k3k3v50v50m900s7,1,1,0.503333,50,0.986755,900,3
Qq2k3k3v50v50m900s8,1,1,0.49463,50,1.021715,900,3
Qq2k3k3v50v50m900s9,1,1,0.504074,50,0.983835,900,3
qshifter_3,1,1,0.5,8,1,128,1
qshifter_4,1,1,0.5,16,1,512,1
qshifter_5,1,1,0.5,32,1,2048,1
qshifter_6,1,1,0.5,64,1,8192,1
qshifter_7,1,1,0.5,128,1,32768,1
qshifter_8,1,1,0.5,256,1,131072,1
rankfunc10_unsigned_64,1,0.534431,0.533576,2000,0.874148,3019,2.361126
rankfunc11_signed_32,1,0.586207,0.525058,1653,0.904552,2788,2.404121
rankfunc12_unsigned_16,1,0.59418,0.521629,676,0.91707,1123,2.456614
rankfunc14_signed_64,1,0.583476,0.527483,2966,0.895796,4760,2.462981
rankfunc15_unsigned_32,1,0.584239,0.521959,3672,0.915858,6235,2.415667
rankfunc16_signed_64,1,0.586201,0.526457,8567,0.899491,14070,2.420965
rankfunc17_unsigned_16,1,0.559446,0.527813,1420,0.894611,2301,2.318989
rankfunc18_signed_64,1,0.595681,0.526108,7467,0.90075,13214,2.327323
rankfunc19_unsigned_16,1,0.563161,0.519507,2050,0.924903,3406,2.39914
rankfunc1_signed_32,1,0.595823,0.52168,2585,0.916884,4508,2.38673
rankfunc20_unsigned_32,1,0.523538,0.521844,1843,0.916281,2847,2.334866
rankfunc21_signed_16,1,0.614723,0.523278,2216,0.911031,4000,2.438297
rankfunc22_unsigned_32,1,0.596145,0.526776,1518,0.898342,2691,2.398316
rankfunc23_signed_64,1,0.582396,0.524989,3149,0.904801,5439,2.40786
rankfunc24_unsigned_64,1,0.565879,0.521806,3150,0.916422,5506,2.366084
rankfunc25_signed_64,1,0.563284,0.523272,2962,0.911053,4624,2.435863
rankfunc26_unsigned_32,1,0.590895,0.522777,3184,0.912863,5646,2.433909
rankfunc27_signed_64,1,0.54587,0.516949,2062,0.934428,3463,2.35104
rankfunc28_unsigned_16,1,0.635842,0.524965,998,0.904891,1774,2.411111
rankfunc29_signed_16,1,0.570513,0.522181,936,0.915046,1424,2.477163
rankfunc2_unsigned_64,1,0.518465,0.521003,2314,0.919374,3580,2.330485
rankfunc30_signed_64,1,0.600768,0.526676,8945,0.898701,14553,2.49967
rankfunc31_unsigned_16,1,0.554602,0.523084,1546,0.91174,2392,2.45444
rankfunc32_signed_64,1,0.567552,0.515488,5979,0.93991,9914,2.498683
rankfunc33_unsigned_32,1,0.591488,0.518965,1911,0.926912,3252,2.513459
rankfunc34_signed_32,1,0.550567,0.520841,1353,0.919971,2183,2.448424
rankfunc35_unsigned_32,1,0.56723,0.5121,2390,0.952744,4265,2.415082
rankfunc36_signed_64,1,0.539076,0.51902,1739,0.926708,2766,2.347885
rankfunc37_unsigned_32,1,0.481988,0.536529,261,0.863833,388,1.874534
rankfunc38_signed_32,1,0.487085,0.536125,263,0.865236,396,1.875769
rankfunc39_unsigned_64,1,0.576501,0.526295,5084,0.900076,8459,2.368636
rankfunc3_signed_64,1,0.598442,0.520768,12087,0.920241,20514,2.519473
rankfunc40_unsigned_64,1,0.538031,0.524538,2249,0.906438,3650,2.356279
rankfunc41_signed_32,1,0.587573,0.526911,3120,0.897854,5163,2.433026
rankfunc42_unsigned_16,1,0.579375,0.526579,1731,0.899049,2854,2.40337
rankfunc43_signed_64,1,0.566767,0.528884,5670,0.890773,8302,2.454738
rankfunc44_unsigned_32,1,0.607545,0.530261,1686,0.885863,2641,2.402346
rankfunc45_signed_16,1,0.597403,0.51875,1277,0.927711,2300,2.501818
rankfunc46_unsigned_32,1,0.570618,0.524108,2450,0.908003,4121,2.348103
rankfunc47_signed_64,1,0.56569,0.519892,3667,0.923476,6084,2.497257
rankfunc48_unsigned_16,1,0.562842,0.521286,1318,0.918331,2266,2.354198
rankfunc49_signed_32,1,0.56385,0.519613,1400,0.924509,2402,2.332394
rankfunc4_unsigned_16,1,0.518409,0.531845,245,0.880246,352,2.045655
rankfunc50_signed_64,1,0.590286,0.522241,3517,0.914825,6247,2.491543
