@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,2.7119,0.8225,0.5645,0.6976,0.7003,0.2101,1.8608,1.7291,1.1694,0.4702,0.201,3.0613,0.3989,0.0636,0.1399,0.0491,11.273,13,8,0.2013,0.5328,0.0036,0.797,0.8056,0.5005,1.5214,0.5951,0.0782,0.008,1.0199,1,0.8846
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427,0.1699,1.0057,0.9025,0.604,0.4052,0.0385,2.3705,0.0722,0.0312,0.0485,0.0291,12.7571,13,12,0.0207,0.0107,0.0002,0.1824,0.4858,0.0826,0.7787,1.7381,0.0407,0.0001,0.5794,0.3333,0.3675
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,2.9273,0.7175,0.5003,0.5,0.8307,0.1815,1.3778,1.1103,1.2742,0.4763,0.1635,2.9345,0.1786,0.3707,0.5,0.4169,11,11,11,0.1636,0.293,0.0024,1.1789,1.4495,0.3053,1.2534,0.8389,0.5,0.1476,0.3766,0.8958,0.6586
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,0.0026,0.8021,0.0104,1,0.0098,0.013,1.0605,0.1824,0.2994,0.3965,0.2887,4.9256,0.0097,0.4528,0.5,0.5,18.7037,22,2,0.2747,0.1973,0.0013,0.0783,0.2878,0.37,0.0121,0.8203,0.5,0.3092,0.1884,1,0.9047
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,0.8538,0.9115,0.6942,0.0893,0.8687,0.1453,1.4082,1.0915,0.7451,0.4002,0.1489,3.0256,0.5165,0.02,0.054,0.0057,101.5,102,101,0.2234,0.772,0.0001,0.4353,0.659,0.5781,0.4393,0.5778,0.0383,0,1.1081,0.8462,0.899
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,1.3993,1.5626,0.8972,0.1708,0.9395,0.2411,1.1272,0.9784,0.7968,0.1869,0.1526,2.4641,0.666,0.0331,0.0559,0.0315,8.7059,10,7,0.1828,0.851,0.0025,1.0757,0.7548,0.7561,0.7384,0.3328,0.0428,0.0131,0.5604,0.7838,0.9251
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,0.9516,0.9746,0.7257,0.13,0.8749,0.1696,1.3742,1.0417,0.5839,0.3867,0.164,2.5934,0.5707,0.0159,0.0299,0.0164,15.9167,16,15,0.2609,0.7465,0.0001,0.4754,0.5395,0.5632,0.5863,0.5803,0.0255,0,0.8128,0.8333,0.8802
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.9057,0.6201,0.5382,0.3026,0.6685,0.2025,1.2071,1.0107,0.8164,0.3691,0.061,2.4922,0.1439,0.0434,0.066,0.0351,10.963,11,10,0.0413,0.115,0.0003,0.2271,1.2044,0.1912,0.3203,0.905,0.0509,0.0219,0.7332,0.6667,0.4283
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,0.5535,0.5596,0.9379,0.1846,0.9379,0.0062,0.5869,0.3736,1.1443,0.4444,0.3059,4.0614,0.0147,0.0091,0.0397,0.0001,4,4,4,0.2471,0.4507,0.0222,1.3643,1.0323,0.5056,0.0044,0.618,0.0041,0,2.3601,0.9164,0.9556
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.5119,0.9887,0.9795,0.5,0.9797,0.1112,0.8087,0.1306,3.9022,0.5029,0.077,1.1386,0.9796,0.0102,0.0244,0.0009,25.2222,26,24,0.2944,0.9994,0.0041,5.0719,0.3345,0.9895,0.4697,0.0405,0.0069,0,2.7067,0.9598,1
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.6418,0.5611,0.9016,0.1698,0.9016,0.0111,0.6598,0.5416,1.0847,0.448,0.2909,4.0373,0.0266,0.0055,0.0216,0,3.7629,4,3,0.2629,0.5234,0.031,0.9915,0.9207,0.5221,0.0109,0.4938,0.0003,0,3.086,0.9188,0.956
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,4.9178,0.7145,0.5255,0.4999,0.7369,0.1991,1.5902,1.4514,1.9297,0.4894,0.1742,2.8737,0.2331,0.0772,0.1514,0.0533,7.612,8,6,0.1465,0.3083,0.0024,0.6169,1.7074,0.3364,2.2637,0.6644,0.105,0.0148,1.0116,0.9615,0.633
SAT_RACE2008/narain-vpn-clauses-10.cnf,1,2.2213,1.0796,0.8975,0.5,0.7926,0.2054,1.2447,1.2049,21.5128,0.4007,0.1567,1.2077,0.5394,0.1029,0.2313,0.0721,10.25,11,10,0.3241,0.9491,0.0007,1.5658,4.916,0.8812,1.5935,0.1833,0.1502,0.0099,0.9598,0.9996,0.9852
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,2.4669,1.042,0.7449,0.2029,0.9247,0.1587,1.3132,0.9804,0.5463,0.3499,0.1606,2.8343,0.5664,0.0138,0.0305,0.0121,15.1429,16,15,0.2415,0.6216,0.0001,0.3881,0.5453,0.5095,1.5663,0.6106,0.0238,0,0.9155,0.8095,0.8521
SAT_Competition2007/industrial/industrial/palacios/medium/safe-30-h30-sat.cnf,1,17.9275,0.9319,0.6603,0.2877,0.6394,0.0422,2.129,2.2077,1.8208,0.3761,0.2886,5.1732,0.381,0.0391,0.1625,0.0006,30.2093,32,28,0.3766,0.667,0.0085,1.2207,0.8275,0.6236,1.6688,0.4707,0.0336,0,1.8799,0.9063,0.9826
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,1,1.1266,1.0044,0.7519,0.134,0.8663,0.1856,1.3877,1.0139,0.4359,0.3959,0.1605,2.5344,0.6329,0.0168,0.0326,0.0163,15.2963,16,15,0.2693,0.7454,0.0001,0.498,0.4528,0.5808,0.7714,0.5288,0.0283,0.0001,0.8666,0.75,0.8789
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6nidw.cnf,1,5.111,0.7162,0.4686,0.4617,0.4583,0.1291,1.7856,1.6408,1.471,0.3719,0.1533,2.9926,0.1267,0.0777,0.1478,0.0739,7.463,8,7,0.1796,0.6433,0.0012,0.3929,1.398,0.5898,1.3391,0.4271,0.1194,0.0005,0.8324,0.9699,0.8645
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-23-s100.cnf,1,1.2565,1.5371,0.8906,0.1713,0.9396,0.2405,1.1384,0.9873,0.7986,0.1921,0.1527,2.4603,0.6569,0.0329,0.0558,0.0311,8.236,10,7,0.1826,0.8519,0.0023,1.0823,0.7595,0.7518,0.6326,0.3408,0.0425,0.0133,0.5622,0.7778,0.9255
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8n.cnf,1,5.2373,0.7359,0.5312,0.4559,0.5486,0.1334,1.7151,1.6056,1.4488,0.3579,0.1543,3.1903,0.1225,0.0675,0.15,0.0491,6.4557,7,5,0.1981,0.6239,0.0034,0.4676,1.3257,0.5706,1.4735,0.5393,0.1064,0.0019,1.0127,0.957,0.9544
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876,0.1818,1.5682,1.3734,3.1498,0.3217,0.1284,2.5751,0.3121,0.0438,0.1064,0.0273,7.0083,9,5,0.1289,0.3926,0.0022,0.3402,2.7875,0.3976,0.4698,0.6623,0.0579,0.0035,1.0173,0.6667,0.7815
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,2.1144,1.0214,0.6074,0.4755,0.6816,0.1378,1.9396,1.6017,1.1991,0.3721,0.1665,3.667,0.541,0.0366,0.1015,0.0177,72.0781,76,69,0.22,0.6641,0.0005,0.7174,0.98,0.5879,0.7936,0.4886,0.0492,0.0002,1.407,1,0.9145
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf,1,2.5299,1.0571,0.7537,0.2013,0.9228,0.1643,1.3211,0.9755,0.4986,0.3516,0.1605,2.7717,0.587,0.0138,0.0303,0.0118,14.7857,15,14,0.2436,0.6275,0.0002,0.3938,0.505,0.5164,1.6624,0.5981,0.0237,0,0.9146,0.7895,0.8532
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,1.7422,0.9538,0.5425,0.2852,0.6713,0.1964,1.4266,1.2541,1.714,0.3756,0.0528,1.7269,0.3255,0.0255,0.0519,0.0175,35.9788,36,35,0.0767,0.1413,0.0024,0.5296,1.3908,0.1812,0.6143,0.7022,0.0458,0.0021,0.8777,0.8438,0.4357
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,2.0124,1.033,0.7485,0.1996,0.8988,0.1707,1.3648,1.0171,0.4883,0.3663,0.1596,2.7334,0.5936,0.0149,0.0319,0.0127,14.913,15,14,0.249,0.6584,0.0002,0.438,0.4815,0.5321,1.3595,0.586,0.0253,0,0.8766,0.7895,0.8639
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-03.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294,0.3937,6.9937,0.9186,0.276,5.3961,0.9264,0.0465,0.2273,0,0,0,0,0.5811,1,0.0032,3.0953,4.3846,0.9269,0.0053,0.2047,0.0024,0,2.5728,0.9852,1
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.0808,2.8765,0.1457,0.3572,0.2123,0.0685,0.436,0.6749,1.9375,0.0525,0.0473,4.146,0.0913,0.0657,0.1892,0.0286,5.8879,7,5,0.0231,0.2169,0.0004,0.172,1.3475,0.2283,0.0089,0.8356,0.1157,0,1.1734,1,0.4457
SAT-Race-2010-CNF/mixed/anbulagan/total-10-19-s.cnf,1,2.5311,1.0286,0.7346,0.2114,0.934,0.1489,1.2799,0.9652,0.6189,0.3428,0.1603,2.9215,0.5376,0.0134,0.0301,0.0117,15.1905,16,15,0.2379,0.6135,0.0001,0.3655,0.6173,0.4998,1.5148,0.6206,0.0235,0,0.9371,0.8333,0.8494
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-11-s.cnf,1,2.5607,1.0697,0.7671,0.2004,0.915,0.1742,1.3413,0.9733,0.4247,0.36,0.158,2.7018,0.6211,0.0142,0.0306,0.0123,14.2,15,14,0.2499,0.6597,0.0002,0.4124,0.4448,0.5355,1.7763,0.5623,0.024,0,0.8921,0.7778,0.8543
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,1.9052,1.0276,0.6179,0.454,0.6517,0.1664,1.7376,1.4856,0.8486,0.3574,0.1535,3.2225,0.5114,0.0616,0.1726,0.0307,73.2865,101,51,0.1575,0.5967,0.0008,0.5506,0.7525,0.5705,0.6949,0.4894,0.0831,0.0012,1.2001,0.9024,0.8955
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0.2245,0.5136,0.9362,1,0.9417,0.0434,0.96,0.5463,8.0329,0.777,0.2614,4.51,0.9186,0.0727,0.3162,0.0029,4,4,4,0.346,0.9978,0.0006,2.3209,5.2993,0.8861,0.0253,0.2881,0.0747,0,1.8581,1,1
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,1.2975,1.5489,0.894,0.1729,0.9401,0.2408,1.132,0.9809,0.7993,0.1899,0.1523,2.4609,0.6614,0.0329,0.0557,0.0312,8.4766,10,7,0.182,0.8535,0.0024,1.0819,0.7591,0.7551,0.6637,0.3368,0.0424,0.0131,0.563,0.7778,0.9256
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,2.0124,1.033,0.7485,0.1986,0.8988,0.1707,1.3648,1.0171,0.4883,0.3663,0.1596,2.7334,0.5936,0.0149,0.0319,0.0126,14.9063,15,14,0.249,0.6594,0.0002,0.438,0.4815,0.5326,1.3595,0.5844,0.0253,0,0.8818,0.7895,0.8638
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,1.7103,0.6622,0.425,0.2415,0.8364,0.1966,1.2378,1.123,2.138,0.3834,0.1831,2.0765,0.1436,0.0846,0.1749,0.0639,5.44,6,4,0.1624,0.5521,0.0015,0.567,1.7341,0.4054,0.6978,0.5685,0.0811,0.0293,0.6999,0.8966,0.5887
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k50.cnf,1,1.9146,1.1775,0.6738,0.3492,0.7234,0.1486,1.7983,1.4999,1.0048,0.3067,0.1559,3.521,0.5815,0.0329,0.0838,0.0198,46.9471,49,44,0.191,0.6625,0.0007,0.6732,0.8244,0.5758,0.9302,0.4966,0.0471,0.0005,1.1677,0.8846,0.8946
SAT_RACE2008/ibm-2002-25r-k10.cnf,1,2.9072,1.3612,0.7441,0.4065,0.7616,0.1123,1.6666,1.4135,1.8206,0.2653,0.1677,3.8027,0.6632,0.028,0.0825,0.0113,9.7595,11,7,0.1811,0.7539,0.0017,0.9965,1.1873,0.644,1.1573,0.4527,0.0381,0.0003,1.4149,0.8222,0.9368
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-3.cnf,1,1.4489,0.4376,0.5302,0.2106,0.5335,0.172,1.0398,0.9209,0.5098,0.4084,0.0385,2.5696,0.0826,0.0308,0.0447,0.0264,13.2444,14,13,0.0194,0.0061,0.0002,0.1873,0.5183,0.0777,0.7651,1.8555,0.0411,0.0008,0.7212,0.2727,0.3661
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0.842,0.6895,0.9575,0.1675,0.9637,0.0737,0.8708,0.2706,0.9312,0.6691,0.2521,2.0673,0.9575,0.0017,0.0036,0,30.962,32,30,0.3234,0.9218,0.0016,1.2589,0.4307,0.8879,1.1773,0.1633,0.0003,0,3.5384,0.9091,0.9689
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-10.cnf,1,1.4382,0.4541,0.5127,0.2403,0.5559,0.1746,1.0577,0.8811,0.5847,0.4091,0.0427,2.3498,0.0616,0.0313,0.0569,0.0293,20.2069,24,16,0.0251,0.0145,0.0005,0.1783,0.4548,0.0985,0.388,1.5895,0.0398,0.0004,0.6322,0.6667,0.3932
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.133,1.0295,0.593,1,0.7903,0.044,1.3272,0.5612,0.7872,0.4493,0.0716,4.4833,0.7903,0.0178,0.0265,0,5.085,6,2,0.0064,0.5923,0.0028,0.8762,0.7554,0.5977,0.0059,0.178,0.0012,0,4.5877,1,0.7374
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.1-03.cnf,1,0.4312,0.6341,0.8709,0.4656,0.8747,0.074,1.3314,0.9347,1.4201,0.6821,0.2187,4.0745,0.8284,0.0352,0.1125,0.0027,4.2481,5,3,0.2636,0.8705,0.0266,1.3621,1.0754,0.7481,0.0768,0.3493,0.0292,0.0002,2.1125,0.8,0.9448
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-25.cnf,1,1.329,0.8781,0.5197,0.2413,0.6403,0.1736,1.5035,1.3359,1.5349,0.3312,0.127,2.5898,0.243,0.0525,0.1431,0.0327,7.7597,10,6,0.1275,0.3841,0.0023,0.2988,1.6051,0.3899,0.4456,0.653,0.0668,0.0066,0.97,0.6667,0.7267
SAT_RACE2008/schup-l2s-abp4-1-k31.cnf,1,2.1691,0.7834,0.5331,0.2415,0.8133,0.2074,1.4888,1.2677,0.6535,0.4607,0.1434,3.0161,0.3034,0.0564,0.203,0.0343,9.6446,11,6,0.1741,0.3672,0.0075,0.8116,0.8051,0.3609,1.1514,0.6732,0.0727,0.0013,1.174,0.6364,0.6767
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-x1mul.cnf,1,0.0178,0.7345,0.2463,0.3023,0.6934,0.156,1.269,1.0593,4.2715,0.4924,0.0709,1.4701,0.2299,0.0566,0.1014,0.0504,9.2343,11,7,0.1664,0.7121,0.0069,0.391,2.5109,0.6547,0.0072,0.2366,0.0648,0.0264,0.5538,0.6667,0.8
SAT_Competition2007/industrial/industrial/grieu/vmpc_31.cnf,1,0,0.5476,0.9996,0,0.9996,0.0065,0.675,0.6736,0.004,0.5951,0.0015,0.6461,0.3931,0,0,0,3,3,3,0.5264,0.6915,0.0323,0.2905,0.0776,0.6917,0,0.002,0,0,0,0.5345,0.6915
SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf,1,11.0285,0.675,0.5727,1,0.6124,0.0896,1.6927,1.6227,1.9876,0.4333,0.2184,2.9846,0.1971,0.0401,0.0945,0.0308,6.1304,7,6,0.3765,0.6051,0.0004,0.5316,4.1093,0.6243,3.789,0.4248,0.0642,0.0007,0.974,1,0.966
SAT_RACE2008/anbul-part-10-15-s.cnf,1,1.092,0.9944,0.7393,0.1437,0.8754,0.176,1.3813,1.0292,0.5067,0.3878,0.1634,2.5698,0.5987,0.0159,0.0309,0.0163,15.8,17,15,0.2637,0.7406,0.0001,0.4802,0.4918,0.5666,0.7083,0.5684,0.0255,0,0.8263,0.8,0.8796
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.7732,0.6254,0,0.9993,0.0081,1.0505,0.6746,0.0054,0.498,0.002,0.7452,0.3917,0,0,0,3,3,3,0.5235,0.6928,0.04,0.2865,0.0846,0.6929,0,0.003,0,0,0,0.5335,0.6977
SAT_RACE2008/goldb-heqc-frg1mul.cnf,1,0.0028,0.735,0.2473,0.3059,0.6915,0.1566,1.2759,1.0652,3.34,0.4927,0.0603,1.4396,0.2305,0.0552,0.1004,0.0482,9.8814,12,8,0.161,0.7088,0.0028,0.3398,1.8563,0.6479,0.0004,0.2528,0.0659,0.0261,0.521,0.4118,0.8017
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_12_UNSAT.cnf,1,0.5952,0.5677,0.9237,0.1909,0.9237,0.0065,0.6346,0.4314,1.1546,0.4591,0.2945,4.1527,0.0161,0.0057,0.0165,0,3.9323,4,3,0.268,0.5353,0.0228,1.2208,0.9972,0.5337,0.005,0.5108,0.0006,0,3.2762,0.9334,0.9646
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-4.0-b1.cnf,1,0.078,0.6954,0.9569,0.5,0.9589,0.0364,1.284,0.933,13.3791,0.5833,0.2697,4.3563,0.6356,0.0571,0.2415,0.0012,0,0,0,0.4834,0.9987,0.0138,3.7959,1.3043,0.913,0.0065,0.2159,0.0233,0,2.2461,1,1
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.5,0.5813,0.0718,1.9957,1.9839,4.1274,0.3373,0.249,4.1473,0.401,0.1684,0.3398,0.1668,20.375,21,20,0.249,0.6386,0.0013,1.0023,2.3254,0.5962,1.0904,0.5122,0.2764,0.0028,0.7789,0.9487,0.9685
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.9512,0.9208,0.7052,0.0937,0.863,0.1536,1.4231,1.0832,0.7117,0.4095,0.1478,3.0005,0.5497,0.0189,0.0503,0.0058,21.027,22,21,0.2293,0.7021,0.0001,0.4407,0.6325,0.5398,0.5277,0.6231,0.0354,0,1.1084,0.8,0.8877
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,1.5726,0.685,0.3889,0.2404,0.7304,0.1834,1.5404,1.392,1.5582,0.4436,0.2404,2.6127,0.1608,0.0984,0.2401,0.0717,5.6199,6,4,0.1963,0.1588,0.0045,0.706,1.3957,0.2651,0.5626,0.8811,0.164,0.0115,0.7588,0.875,0.5947
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_10_UNSAT.cnf,1,0.6735,0.5715,0.91,0.1576,0.91,0.0066,0.6694,0.4824,1.1382,0.4725,0.2836,4.3409,0.0173,0.0036,0.0064,0,3,3,3,0.302,0.5837,0.0238,1.1085,0.944,0.5524,0.0067,0.4488,0.0001,0,3.7168,0.945,0.9553
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.1-6.cnf,1,0.5216,0.4716,0.9116,0.4999,0.9129,0.0402,1.0185,0.6874,2.1893,0.7982,0.2954,4.6271,0.8894,0.0477,0.1985,0.0004,4.6623,5,4,0.3978,0.9496,0.0113,1.9549,1.6158,0.7934,0.0497,0.3936,0.031,0,1.9828,0.9612,0.9965
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-06.cnf,1,3.161,0.7378,0.6621,0.4552,0.8933,0.2382,1.3393,0.9593,1.0505,0.4593,0.2139,2.1498,0.216,0.1527,0.2397,0.2347,4.9307,6,4,0.4893,0.2046,0.0123,1.6502,1.053,0.2812,1.9604,0.779,0.2393,0,0.6268,0.8421,0.6436
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-abb313GPIA-9-c.cnf,1,0.0026,0.8021,0.0104,1,0.0098,0.013,1.0605,0.1824,0.2994,0.3965,0.2887,4.9256,0.0097,0.4528,0.5,0.5,19.338,22,2,0.2747,0.1973,0.0013,0.0783,0.2878,0.37,0.0121,0.8203,0.5,0.3092,0.1884,1,0.9047
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c7idw.cnf,1,4.6573,0.7061,0.4629,0.4696,0.4722,0.1368,1.756,1.6173,1.5137,0.3687,0.1522,3.0906,0.1234,0.079,0.1493,0.0743,7.2684,9,6,0.177,0.6203,0.0019,0.3767,1.4112,0.5708,1.2882,0.4403,0.1159,0.0008,0.821,0.968,0.8522
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-8013.cnf,1,4.2642,0.7834,0.4872,0.5,0.8813,0.1507,1.4615,1.193,2.6806,0.5249,0.1894,3.2306,0.5256,0.1151,0.3032,0.0197,6.7368,8,6,0.2046,0.9857,0.0053,4.1676,2.7342,0.7414,1.4113,0.5002,0.2598,0,1.2361,0.9902,1
SAT_RACE2008/palac-uts-l06-ipc5-h34.cnf,1,13.0859,1.45,0.7801,0.5,0.7317,0.0254,1.6546,1.7725,1.9658,0.2508,0.3089,5.6983,0.6435,0.1512,0.449,0.0688,18.1786,19,17,0.4063,0.8353,0.0444,2.643,1.6941,0.6802,0.666,0.4762,0.2887,0.0003,1.1111,0.9909,0.977
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0.0753,0.593,0.9495,0.5,0.9471,0.0439,1.0688,0.5717,9.1027,0.7212,0.2372,4.077,0.9069,0.0485,0.1988,0.0036,5,5,5,0.5002,0.9971,0.0035,2.6384,1.8279,0.9439,0.0073,0.1547,0.0358,0,1.9857,0.9852,1
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6id.cnf,1,4.7434,0.7083,0.4677,0.4692,0.4683,0.1376,1.7797,1.6342,1.3487,0.3705,0.156,3.176,0.1229,0.0805,0.1501,0.0743,7.3482,9,6,0.1837,0.615,0.0019,0.3734,1.2747,0.5591,1.3316,0.4638,0.1169,0.0008,0.8681,0.9658,0.8547
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04-valves.cnf,1,2.8417,0.743,0.5533,0.5,0.8296,0.1838,1.3228,1.144,1.2466,0.41,0.1812,2.9131,0.1904,0.3171,0.4366,0.3142,9.6667,11,9,0.1772,0.4599,0.0023,1.1932,1.4186,0.4125,1.2323,0.5975,0.3563,0.2092,0.2842,0.8958,0.744
SAT_RACE2008/simon-s03-w08-15.cnf,1,1.4706,0.9239,0.5739,0.4507,0.7669,0.1764,1.6091,1.3541,0.9872,0.4644,0.1287,3.2434,0.5855,0.031,0.0742,0.0198,16.8571,20,14,0.166,0.6197,0.0003,0.5679,0.9028,0.5608,0.5437,0.4984,0.0423,0.0012,1.1951,0.8125,0.8975
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-09.cnf,1,0.7863,1.3919,0.7996,0.4571,0.7857,0.1648,1.4187,1.2632,2.6456,0.2469,0.189,2.9669,0.6521,0.093,0.1904,0.0718,5.4255,6,4,0.1466,0.7828,0.0232,2.9187,2.1268,0.6706,0.4097,0.3688,0.1312,0.0085,1.02,0.9818,0.9335
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1104.cnf,1,0.8022,0.5946,0.3082,0.3661,0.9742,0.2231,0.6726,0.2647,1.8428,0.4287,0.0316,1.1258,0.0277,0.0545,0.0634,0.0571,19.8929,20,18,0.0822,0.1515,0.0004,0.1708,1.6687,0.1763,0.3263,0.519,0.0634,0.0396,0.3449,1,0.1957
SAT_RACE2008/mizh-sha0-36-1.cnf,1,1.4379,0.4338,0.529,0.2106,0.5281,0.1709,1.0355,0.9172,0.5122,0.4093,0.0383,2.5579,0.0805,0.0308,0.0447,0.0262,13.4298,14,13,0.0189,0.0043,0.0002,0.1863,0.5196,0.0751,0.7493,1.9039,0.0416,0.0007,0.7275,0.3333,0.3643
