@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC

@DATA
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.026042,38.4,76.8,76.8,0.02474,760,800,2.084793,0.072713,2280,2.85,8.495855,-97.633659,929.917101,0.175431,30720
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185989,18795,2.727866,5.643856,2.361107,7356.306205,0.500206,63085
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.026122,38.28125,76.5625,76.5625,0.024816,760,800,2.08548,0.072875,2280,2.85,8.495855,-114.949752,929.917101,0.17654,30625
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.0406,24.630542,49.261084,49.261084,0.039,975,1015,2.171553,0.089595,2950,2.906404,9.287712,-947.016977,1160.754248,0.275396,25000
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185993,18795,2.727866,5.643856,2.368495,7356.306205,0.500206,63085
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185985,18795,2.727866,5.643856,2.349429,7356.306205,0.500206,63085
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.041144,24.304808,48.609615,48.609615,0.039562,1000,1040,2.172988,0.081957,3000,2.884615,9.287712,-912.691975,1185.754248,0.277321,25277
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.039646,25.223232,50.446465,50.446465,0.038044,950,990,2.168104,0.085154,2900,2.929293,9.287712,-979.184761,1135.754248,0.271003,24971
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185987,18795,2.727866,5.643856,2.353712,7356.306205,0.500206,63085
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.892039,1600,40,10.643856,-65059.343867,212.877124,0,135
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,0.024835,40.26625,80.5325,80.5325,0.023593,760,800,2.079451,0.072168,2280,2.85,8.495855,-56.832053,929.917101,0.16663,32213
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.155592,1600,40,10.643856,-65115.980143,212.877124,0,135
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185992,18795,2.727866,5.643856,2.366298,7356.306205,0.500206,63085
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185996,18795,2.727866,5.643856,2.374896,7356.306205,0.500206,63085
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,0.025799,38.76125,77.5225,77.5225,0.024509,760,800,2.084003,0.072572,2280,2.85,8.495855,-101.89694,929.917101,0.174141,31009
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.799206,1600,40,10.643856,-65143.400574,212.877124,0,135
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,0.03825,26.143842,52.287685,52.287685,0.036743,975,1015,2.160249,0.086881,2950,2.906404,9.287712,-897.113721,1160.754248,0.261508,26536
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.381133,1600,40,10.643856,-65153.476134,212.877124,0,135
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.200505,1600,40,10.643856,-65225.331538,212.877124,0,135
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.330664,1600,40,10.643856,-65261.729396,212.877124,0,135
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.588889,1600,40,10.643856,-65122.020121,212.877124,0,135
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,0.024331,41.1,82.2,82.2,0.023114,760,800,2.077642,0.072297,2280,2.85,8.495855,-57.632704,929.917101,0.163613,32880
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,0.025011,39.9825,79.965,79.965,0.02376,760,800,2.080421,0.072585,2280,2.85,8.495855,-72.542537,929.917101,0.168252,31986
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.103979,1600,40,10.643856,-64903.408867,212.877124,0,135
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,0.023572,42.4225,84.845,84.845,0.022394,760,800,2.074265,0.071594,2280,2.85,8.495855,-29.134228,929.917101,0.157851,33938
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.450433,1600,40,10.643856,-65177.92865,212.877124,0,135
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.675469,1600,40,10.643856,-64691.209299,212.877124,0,135
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,0.024226,41.27875,82.5575,82.5575,0.023014,760,800,2.076912,0.072254,2280,2.85,8.495855,-43.701842,929.917101,0.162363,33023
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.805603,1600,40,10.643856,-64695.692555,212.877124,0,135
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.550469,1600,40,10.643856,-65076.308447,212.877124,0,135
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.549639,1600,40,10.643856,-64741.559127,212.877124,0,135
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.533766,1600,40,10.643856,-64749.890268,212.877124,0,135
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.829473,1600,40,10.643856,-64544.868729,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,0.02455,40.7325,81.465,81.465,0.023323,760,800,2.078542,0.071733,2280,2.85,8.495855,-62.531819,929.917101,0.165122,32586
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.123882,1600,40,10.643856,-65080.558309,212.877124,0,135
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,0.67252,1.486946,4.061968,7.522083,0.661565,42274,42974,6.831645,0.987234,101976,2.37297,109.837062,0.235775,44766.55943,2.891572,63900
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185982,18795,2.727866,5.643856,2.344477,7356.306205,0.500206,63085
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,0.025078,39.87625,79.7525,79.7525,0.023824,760,800,2.080636,0.071869,2280,2.85,8.495855,-73.029621,929.917101,0.168606,31901
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.064322,1600,40,10.643856,-65350.266461,212.877124,0,135
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,0.109218,9.156023,18.312046,18.312046,0.09931,6265,6890,2.333164,0.185979,18795,2.727866,5.643856,2.335236,7356.306205,0.500206,63085
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,0.025112,39.82125,79.6425,79.6425,0.023857,760,800,2.080747,0.072096,2280,2.85,8.495855,-71.9607,929.917101,0.16879,31857
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.665018,1600,40,10.643856,-65456.705811,212.877124,0,135
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.611508,1600,40,10.643856,-64642.685919,212.877124,0,135
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.928247,1600,40,10.643856,-65058.326436,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,0.025732,38.8625,77.725,77.725,0.024445,760,800,2.083366,0.072242,2280,2.85,8.495855,-87.269643,929.917101,0.173103,31090
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,0.024426,40.94,81.88,81.88,0.023205,760,800,2.077946,0.071857,2280,2.85,8.495855,-56.582381,929.917101,0.164118,32752
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.721861,1600,40,10.643856,-64789.069237,212.877124,0,135
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.927656,1600,40,10.643856,-65138.674817,212.877124,0,135
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.648088,1600,40,10.643856,-65287.002446,212.877124,0,135
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.355927,1600,40,10.643856,-65520.950522,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,0.025547,39.14375,78.2875,78.2875,0.02427,760,800,2.082767,0.072391,2280,2.85,8.495855,-88.395215,929.917101,0.172122,31315
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,0.038985,25.650962,51.301923,51.301923,0.037485,1000,1040,2.162544,0.077678,3000,2.884615,9.287712,-863.986758,1185.754248,0.264538,26677
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,0.024628,40.60375,81.2075,81.2075,0.023397,760,800,2.078791,0.071904,2280,2.85,8.495855,-61.085555,929.917101,0.165535,32483
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,0.017585,56.867925,113.735849,113.735849,0.016881,1272,1325,2.062136,0.055885,3816,2.88,9.169925,-72.896185,1515.003013,0.126605,75350
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,0.024974,40.04125,80.0825,80.0825,0.023726,760,800,2.080303,0.071976,2280,2.85,8.495855,-72.545338,929.917101,0.168057,32033
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.251263,1600,40,10.643856,-65140.3111,212.877124,0,135
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.764791,1600,40,10.643856,-64883.731738,212.877124,0,135
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.800469,1600,40,10.643856,-64902.831556,212.877124,0,135
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.439358,1600,40,10.643856,-65030.400891,212.877124,0,135
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.791667,1600,40,10.643856,-65004.299559,212.877124,0,135
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.810256,1600,40,10.643856,-65377.328699,212.877124,0,135
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.884235,1600,40,10.643856,-64735.713982,212.877124,0,135
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.756025,1600,40,10.643856,-64577.454364,212.877124,0,135
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.651299,1600,40,10.643856,-65241.222737,212.877124,0,135
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,0.036904,27.097537,54.195074,54.195074,0.035449,975,1015,2.153815,0.084508,2950,2.906404,9.287712,-871.544541,1160.754248,0.253472,27504
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.783766,1600,40,10.643856,-64783.320565,212.877124,0,135
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.434163,1600,40,10.643856,-65115.446469,212.877124,0,135
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.721501,1600,40,10.643856,-65045.547542,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,0.02472,40.45375,80.9075,80.9075,0.023484,760,800,2.079284,0.071942,2280,2.85,8.495855,-65.920026,929.917101,0.166363,32363
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.652753,1600,40,10.643856,-64745.104461,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,0.025049,39.9225,79.845,79.845,0.023796,760,800,2.080339,0.072628,2280,2.85,8.495855,-64.863632,929.917101,0.168108,31938
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,0.024753,40.39875,80.7975,80.7975,0.023516,760,800,2.079191,0.0722,2280,2.85,8.495855,-61.451213,929.917101,0.166198,32319
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.160029,1600,40,10.643856,-65081.597011,212.877124,0,135
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.834896,1600,40,10.643856,-65515.308974,212.877124,0,135
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.370274,1600,40,10.643856,-65039.084527,212.877124,0,135
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.755592,1600,40,10.643856,-64820.733068,212.877124,0,135
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.721104,1600,40,10.643856,-65081.776847,212.877124,0,135
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.833766,1600,40,10.643856,-64916.758721,212.877124,0,135
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.187807,1600,40,10.643856,-65116.258775,212.877124,0,135
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.073016,1600,40,10.643856,-64814.006444,212.877124,0,135
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.799711,1600,40,10.643856,-65342.730943,212.877124,0,135
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.700469,1600,40,10.643856,-64820.390735,212.877124,0,135
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.230988,1600,40,10.643856,-64577.345758,212.877124,0,135
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,0.036248,27.587879,55.175758,55.175758,0.034783,950,990,2.151561,0.090407,2900,2.929293,9.287712,-889.355158,1135.754248,0.250485,27312
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.051166,1600,40,10.643856,-65062.897874,212.877124,0,135
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.908838,1600,40,10.643856,-65315.758042,212.877124,0,135
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.786941,1600,40,10.643856,-65089.11395,212.877124,0,135
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.126659,1600,40,10.643856,-64979.954396,212.877124,0,135
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.628114,1600,40,10.643856,-65076.257503,212.877124,0,135
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,8.313961,1600,40,10.643856,-64798.89681,212.877124,0,135
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.673016,1600,40,10.643856,-65164.762801,212.877124,0,135
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,0.024759,40.38875,80.7775,80.7775,0.023521,760,800,2.07921,0.072099,2280,2.85,8.495855,-59.726898,929.917101,0.166231,32311
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,0.024975,40.04,80.08,80.08,0.023726,760,800,2.080103,0.072044,2280,2.85,8.495855,-66.255027,929.917101,0.167719,32032
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.659199,1600,40,10.643856,-65049.025655,212.877124,0,135
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.561508,1600,40,10.643856,-64885.995662,212.877124,0,135
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.812338,1600,40,10.643856,-65158.309807,212.877124,0,135
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,0.02417,41.37375,82.7475,82.7475,0.022961,760,800,2.076932,0.071591,2280,2.85,8.495855,-52.402973,929.917101,0.162414,33099
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.895707,1600,40,10.643856,-64878.564009,212.877124,0,135
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.650397,1600,40,10.643856,-64770.483191,212.877124,0,135
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.798521,1600,40,10.643856,-64899.871991,212.877124,0,135
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.709235,1600,40,10.643856,-65220.744924,212.877124,0,135
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.325505,1600,40,10.643856,-65210.342109,212.877124,0,135
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,0.039633,25.231731,50.463462,50.463462,0.038108,1000,1040,2.1658,0.082829,3000,2.884615,9.287712,-886.320003,1185.754248,0.268532,26241
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,0.044827,22.308081,44.616162,44.616162,0.043016,950,990,2.193371,0.100457,2900,2.929293,9.287712,-1078.860685,1135.754248,0.301246,22085
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.755098,1600,40,10.643856,-65240.396425,212.877124,0,135
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.809596,1600,40,10.643856,-64641.625899,212.877124,0,135
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.590152,1600,40,10.643856,-65213.285374,212.877124,0,135
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.669084,1600,40,10.643856,-64838.499279,212.877124,0,135
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.573521,1600,40,10.643856,-65199.423754,212.877124,0,135
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.405988,1600,40,10.643856,-65086.671065,212.877124,0,135
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.765873,1600,40,10.643856,-64898.09828,212.877124,0,135
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.633766,1600,40,10.643856,-65210.439612,212.877124,0,135
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.634993,1600,40,10.643856,-65325.85525,212.877124,0,135
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.489322,1600,40,10.643856,-65011.887478,212.877124,0,135
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,8.044084,1600,40,10.643856,-64927.813848,212.877124,0,135
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,0.024151,41.40625,82.8125,82.8125,0.022943,760,800,2.076872,0.071563,2280,2.85,8.495855,-51.696157,929.917101,0.162314,33125
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.892075,1600,40,10.643856,-65124.436179,212.877124,0,135
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.257118,1600,40,10.643856,-65303.598495,212.877124,0,135
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,7.012673,1600,40,10.643856,-64894.250626,212.877124,0,135
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,0.037471,26.6875,53.375,53.375,0.03603,1000,1040,2.155443,0.079325,3000,2.884615,9.287712,-834.062443,1185.754248,0.255683,27755
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,0.025017,39.9725,79.945,79.945,0.023766,760,800,2.080442,0.072291,2280,2.85,8.495855,-72.570146,929.917101,0.168285,31978
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.711977,1600,40,10.643856,-65024.031544,212.877124,0,135
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15,0,0,40,12.643856,18.659524,3200,80,12.643856,-119045.329538,252.877124,0,103
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15,0,0,40,12.643856,17.776984,3200,80,12.643856,-118680.64401,252.877124,0,103
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0.024458,40.88625,81.7725,81.7725,0.023235,760,800,2.078048,0.071954,2280,2.85,8.495855,-56.833247,929.917101,0.164289,32709
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15,0,0,40,12.643856,18.246825,3200,80,12.643856,-118440.367001,252.877124,0,103
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15,0,0,40,12.643856,22.489683,3200,80,12.643856,-118937.865534,252.877124,0,103
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.775072,1600,40,10.643856,-65443.599754,212.877124,0,135
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,0.035627,28.068269,56.136538,56.136538,0.034257,1000,1040,2.146548,0.07528,3000,2.884615,9.287712,-786.855714,1185.754248,0.244461,29191
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,0.296296,3.375,6.75,6.75,0,0,40,10.643856,6.828608,1600,40,10.643856,-65224.362612,212.877124,0,135
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,0.38835,2.575,5.15,5.15,0,0,40,12.643856,17.618254,3200,80,12.643856,-119055.124806,252.877124,0,103
