@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11,0.1069,0.9624,0.1374,0.7998,0.0435,0.1641,0.0407,0.2349,6.0074
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.0484,0.0973,1.6338,0.414,0.3135,0.7746,0.0473,0.0293,0.8578,0.1667,0.7332,0.0271,0.2662,0.0265,0.4993,5.2443
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0.0037,0.0234,1.8538,0.4134,1,?,0.0472,0.0026,0.9683,0.0293,0.7818,0.1832,?,0.2038,?,3.7626
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.9381,0.9848,1.8513,0.4536,0.9981,0.957,0.4897,0.4894,0.9823,0.2238,0.9202,0.7766,0.7718,1,0.8417,5.3339
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0,0,0.2338,0.9948,0,?,0,0,0.9997,0.0133,0.0208,0.82,?,0.8291,?,3
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.3227,0.3647,1.2864,0.4674,0.466,0.5333,0.2971,0.2746,0.903,0.4455,0.9719,0.5678,0.3829,0.6242,0.633,4.8962
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0,0,0,1,0,?,0,0,0.997,0.008,0,0.3481,?,0.3609,?,2
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0,0.8405,0.4958,0.0001,?,0,0,0.9997,0.0123,1.0026,0.8936,?,0.9021,?,2
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3201,0.3207,0,1,0.3222,0.2,0.3101,0.3185,0.8075,0.4709,0,0.0481,0.0912,0.0715,0.1195,5
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0,0,0.2429,0.9939,0.0001,?,0,0,0.9996,0.015,0.0236,0.81,?,0.8213,?,3.0512
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0697,0.0698,1.272,0.4076,0.0835,0.6471,0.0595,0.0665,0.7331,0.1609,0.8233,0.0966,0.4182,0.094,0.697,7.4875
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0.331,0.3519,1.2396,0.4466,0.4136,0.5714,0.2983,0.2849,0.9152,0.4394,1.0225,0.5821,0.3898,0.6497,0.639,4.7014
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295,0.2295,0.9025,0.4167,0,0.5832,0.3252,0.5832,0.8944,4.2402
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.873,0.25,0.5774,0,0.0531,0,0.0102,6.0723
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1673,0.337,1.0709,0.4311,0.4075,?,0.1195,0.0737,0.9999,0.0805,0.4832,0.7896,?,0.9548,?,5.0273
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.4999,0.5,2.9316,0.294,1,?,0.4212,0.4997,0.9613,0.2118,0.9222,0.685,?,0.7998,?,3.9475
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.8721,0.25,0.5774,0,0.0315,0,0.0057,6.0409
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0,0,0.2692,0.9924,0,?,0,0,1.0028,0.0168,0.0276,0.7908,?,0.8024,?,3
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.2417,0,1,0.2417,0.0952,0.2417,0.2417,0.9823,0.1965,0,0.8147,0.3068,0.8147,1.2022,3
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0.3791,0.3804,1.1751,0.3621,0.3813,0.4737,0.3649,0.3741,0.7847,0.2586,0.9751,0,0.038,0,0.0975,5
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0,0.6391,0.5048,0,0.0799,0,0,0.9995,0.0425,0.5895,0.5745,0.0755,0.5745,0.469,3
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.2851,0,1,0.2851,0.1333,0.2851,0.2851,0.9668,0.2791,0,0.757,0.3369,0.757,0.9134,2.8313
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0002,0,1,0.0002,?,0.0002,0.0002,1.024,0.0205,0,0.4585,?,0.4586,?,2
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.0653,0.183,1.5703,0.5329,0.3587,?,0.0625,0.0276,1.0478,0.0636,0.6201,0.603,?,0.8569,?,6.0132
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0.1194,0.2541,1.5959,0.4608,0.361,0.4727,0.0868,0.0553,0.9276,0.1385,0.7461,0.4437,0.5155,0.7391,0.8121,5.9509
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0.2094,0.2242,1.393,0.4557,0.2587,?,0.1215,0.1408,0.9979,0.0503,0.6522,0.761,?,0.7805,?,3.0667
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.4741,0.4919,2.5647,0.3176,0.4979,?,0.4067,0.4335,0.9906,0.031,0.7124,0.5452,?,0.7594,?,4.0568
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0,0,1.8093,0.3211,0,?,0,0,0.9875,0.0103,0.8831,0.0247,?,0.0293,?,3
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.3325,0.3325,0.8338,0.2575,0.3575,?,0.3151,0.3325,0.7186,0.2677,0.9866,0.0194,?,0.0069,?,750.4815
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0.3109,0.3833,0,1,0.464,?,0.2499,0.2357,27.3865,0.0484,0,0,?,0,?,4.4815
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.3247,0.3253,0.5556,0.496,0.3257,0.2,0.3188,0.3233,0.7966,0.4849,0.5773,0.0298,0.0676,0.0175,0.0928,6.05
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.5,0.5,1.5704,0.3316,0.5,?,0.2601,0.4948,0.9899,0.0215,0.8393,0.8489,?,0.9951,?,3.9279
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0,0,0.2258,0.9954,0,?,0,0,0.9998,0.012,0.0187,0.829,?,0.8381,?,3
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0,0.2682,0.9924,0,?,0,0,0.9995,0.0168,0.0275,0.7922,?,0.8028,?,3
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.0373,0,1,0.0373,0.0741,0.0372,0.0372,0.9739,0.1429,0,0.7234,0.3286,0.7234,1.0206,2
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,0.0025,0.0069,2.0314,0.4001,0.0768,?,0.005,0.0012,0.9967,0.0062,0.594,0.3416,?,0.8108,?,3.2543
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,0.5,0.5,1.3113,0.3999,0.5,?,0.4216,0.5,1,0.1009,0.7211,0.1544,?,0.1429,?,4
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0,0,1,0,?,0,0,0.9971,0.0091,0,0.7056,?,0.7242,?,2.1139
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,0.0001,0.0001,0.1068,0.998,0.0006,?,0,0,0.9995,0.0192,0.0137,0.8862,?,0.8982,?,2
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0359,0.0437,1.1956,0.4769,0.0533,?,0.0155,0.0103,0.9999,0.0163,0.6891,0.8682,?,0.9183,?,3.0688
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.1377,0.139,1.3357,0.4083,0.2511,?,0.1037,0.1307,0.7521,0.1539,0.8418,0.0828,?,0,?,10.9581
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.077,0.2601,1.631,0.4934,0.3599,0.5,0.0776,0.0445,0.9426,0.1058,0.6934,0.5065,0.6511,0.7844,1.0208,6.1576
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,0.0303,0.0303,0,1,0.0304,0.0645,0.0302,0.0302,0.9799,0.125,0,0.7476,0.3158,0.7477,1.1339,3
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0,0,0.0859,0.9993,0.0062,?,0,0,1.0017,0.0051,0.0056,0.8953,?,0.9527,?,2
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.0001,0,1,0.0005,?,0,0,0.9916,0.019,0,0.6217,?,0.6558,?,2.9946
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,0.0744,0.1813,1.4875,0.4444,0.314,0.4684,0.0702,0.0491,0.8412,0.1677,0.7253,0.1687,0.3991,0.3163,0.4359,5.1351
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.3382,0.3383,0.9387,0.2665,0.3576,0.8889,0.3036,0.3375,0.686,0.2865,0.9728,0.0461,0.0955,0.0333,0.1475,134.0995
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.0697,0.0698,1.2812,0.3995,0.096,0.6364,0.0598,0.0665,0.7323,0.1601,0.8418,0.1,0.4223,0.1257,0.711,6.888
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.3611,0.3611,0,1,0.3611,0.0909,0.3611,0.3611,1,0.125,0,0.5758,0.6989,0.5758,0.6983,2
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,0.0591,0.171,1.1833,0.5681,0.2983,?,0.047,0.0381,0.9084,0.0701,0.5468,0.9225,?,0.9847,?,5.0882
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.0229,0.0495,0.0787,0.9995,0.5,?,0.0173,0.0046,1.0059,0.0031,0.004,0.9811,?,0.9996,?,2
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.0584,0.0584,0,1,0.0585,?,0.0583,0.0583,0.9999,0.0386,0,0.9411,?,0.9411,?,2
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0,0,0.1826,0.9972,0,?,0,0,1.0206,0.0088,0.0129,0.8376,?,0.8911,?,3.0882
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.3887,0.3904,1.0856,0.2855,0.3907,0.8889,0.3334,0.3851,0.7214,0.3191,0.9479,0.115,0.1428,0.1856,0.1967,36.8511
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0,0.9346,0.775,0.0046,?,0,0,0.986,0.0149,0.3454,0.5754,?,0.7948,?,3
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.0769,0.2547,1.6268,0.5001,0.3695,0.5636,0.079,0.0448,0.9309,0.108,0.6768,0.5078,0.717,0.785,0.998,6.1038
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.3468,0.3717,1.6672,0.5628,0.9077,?,0.28,0.3092,0.9283,0.1758,0.6464,0.2901,?,0.4237,?,3.909
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,0.0079,0.0102,1.0551,0.4793,0.0169,0.4022,0.0038,0.0009,0.9764,0.0615,0.597,0.6198,0.3263,0.6582,0.5835,5.8962
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0,0,0.2634,0.9927,0,?,0,0,0.9994,0.0169,0.0271,0.7978,?,0.8114,?,3
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.1955,0.2138,1.0941,0.4016,0.2141,0.2281,0.1968,0.1954,0.9941,0.1944,1.1471,0.7754,0.3876,0.7886,0.7944,3
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0697,0.0698,1.272,0.4076,0.0835,0.6471,0.0595,0.0665,0.7342,0.1609,0.8233,0.0966,0.4182,0.094,0.697,7.488
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0,0,0,1,0,?,0,0,1.0003,0.0085,0,0.717,?,0.733,?,2.1719
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0044,0.0044,0,1,0.0044,?,0.0044,0.0044,0.9983,0.0303,0,0.5016,?,0.5016,?,2
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0,0,0.2653,0.9926,0,?,0,0,0.9995,0.0169,0.0273,0.7961,?,0.8094,?,3
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4999,0.5,2.9826,0.3063,1,?,0.4456,0.4997,0.9514,0.2035,0.8572,0.6891,?,0.7998,?,4.2586
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.0187,0.0559,0.021,0.9974,0.4521,?,0.0187,0.0047,0.9342,0.0421,0.0474,0.5931,?,0.6749,?,3.5075
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,0.0021,0.0058,2.1105,0.399,0.0705,?,0.0042,0.0008,0.9942,0.0054,0.6054,0.3609,?,0.8237,?,3.2515
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.0841,0.0882,0.5511,0.4933,0.0977,0.125,0.0762,0.077,0.7996,0.2857,0.5771,0.0939,0.0428,0.1779,0.0466,4
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0.1526,0.1595,1.1742,0.4545,0.1752,?,0.0763,0.0411,0.9994,0.0199,0.6787,0.8638,?,0.8487,?,3.0204
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,0.0529,0.053,0,1,0.053,0.0952,0.0529,0.0529,0.9695,0.1818,0,0.6722,0.3449,0.6722,0.825,3
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,0.0161,0.017,0.9488,0.4902,0.0187,0.3333,0.0148,0.0149,0.9896,0.1168,1.0009,0.7877,0.2286,0.8402,2.0214,6.9988
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.419,0.042,0.042,0.8701,0.25,0.5774,0,0.0632,0,0.0124,6.147
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.1127,0.1859,1.0097,0.3696,0.3281,0.5842,0.0766,0.0534,0.8161,0.1396,0.8892,0.2353,0.2489,0.3514,0.2341,5.1005
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.0086,0.0108,1.0516,0.4775,0.0149,0.3957,0.0043,0.0011,0.9763,0.0638,0.5956,0.6241,0.3284,0.6612,0.5958,6.4183
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0697,0.0698,1.2783,0.407,0.0933,0.681,0.0598,0.0665,0.7316,0.1605,0.8286,0.1007,0.4199,0.1707,0.707,6.9344
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.1898,0.1898,0,1,0.1898,0.0606,0.1897,0.1897,0.9923,0.1247,0,0.8716,0.2426,0.8716,1.7748,3
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,0.0654,0.106,0.6539,0.4981,0.2235,0.2273,0.049,0.0389,0.8377,0.1982,0.5809,0.4013,0.224,0.5791,0.2201,4
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0,0.1092,0.9989,0.0001,?,0,0,0.9999,0.0081,0.0079,0.9012,?,0.9145,?,2.925
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.0162,0.0171,0.9452,0.4905,0.0186,0.3333,0.015,0.015,0.9864,0.1138,1.0013,0.7946,0.2232,0.8437,2.0788,6.9402
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,0.4602,0.4621,2.0155,0.4192,1,?,0.2283,0.1594,0.9989,0.0068,0.5631,0.3005,?,0.7681,?,3.3989
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0.0303,0.0812,0,1,0.2667,0.0714,0.0285,0.0101,0.8409,0.1137,0,0,0.2063,0,0.1669,3.6929
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,0.1114,0.1136,1.0039,0.4758,0.1208,?,0.1097,0.1093,1.0087,0.0568,1.0339,0.9261,?,0.9279,?,3
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,0.1382,0.3359,1.6213,0.4249,0.4369,0.5111,0.1063,0.0767,0.9151,0.1856,0.8221,0.3829,0.4254,0.603,0.6183,5.2997
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,0.2295,0.2295,1.1239,0.4675,0.2295,0.4,0.2295,0.2295,0.9024,0.4167,1.0005,0.5832,0.3252,0.5832,0.8944,4.4774
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,0.0561,0.0863,1.2366,0.4596,0.1832,0.5,0.0328,0.0145,0.9709,0.1111,0.6062,0.7588,1.0554,0.9479,0.5304,5.8086
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,0.0906,0.0907,1.3326,0.4037,0.1085,?,0.0561,0.0494,0.8333,0.1029,0.7195,0.5352,?,0.8971,?,4.0024
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.0841,0.0882,0.5511,0.4933,0.0977,0.125,0.0762,0.077,0.7996,0.2857,0.5771,0.0939,0.0428,0.1779,0.0466,4
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0.1154,0.1353,1.6919,0.3599,0.1791,0.7019,0.1055,0.0997,0.9627,0.1364,0.8453,0.0391,0.1916,0.057,0.307,6.204
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0,0,0,1,0,?,0,0,0.999,0.0074,0,0.7216,?,0.7364,?,2.1825
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1929,0.2008,1.2368,0.4652,0.2008,0.151,0.1934,0.1929,0.9941,0.142,1.0194,0.8424,0.3315,0.8431,1.0904,3
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0.4943,0.495,1.3492,0.2437,0.4955,?,0.494,0.4937,0.8867,0.0026,0.8114,0.1178,?,0.1784,?,2
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0.0844,0.0892,0.562,0.4998,0.1008,0.125,0.0763,0.0771,0.7976,0.2857,0.5774,0.0983,0.0432,0.1803,0.047,4
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.3428,0.3644,1.89,0.478,0.405,?,0.2734,0.3105,0.9348,0.1506,0.7307,0.2949,?,0.3949,?,5.9401
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.4999,0.5,2.9448,0.288,1,?,0.4405,0.4996,0.9497,0.2064,0.9046,0.6991,?,0.7999,?,4.5206
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,0.0709,0.1423,1.4236,0.4488,0.3125,0.4967,0.0696,0.0676,0.8206,0.1679,0.7024,0.1281,0.5031,0.3223,0.4832,5.889
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0001,1.1761,0.3889,0.4929,?,0.0052,0,0.9905,0.0108,0.7632,0.9587,?,0.9951,?,3.2741
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,0.0072,0.0096,1.0508,0.4766,0.0153,0.4073,0.0035,0.0008,0.9765,0.0603,0.597,0.6184,0.3292,0.6611,0.5802,5.8584
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0,0,0.1879,0.9971,0,?,0,0,0.9999,0.0088,0.0131,0.8349,?,0.8877,?,3
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0.0213,0.0268,0.6881,0.8701,0.0501,?,0.0131,0.0087,1.0769,0.0184,0.2973,0.9219,?,0.9883,?,5.125
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295,0.2295,0.9017,0.4167,0,0.5832,0.3252,0.5832,0.8944,4.6895
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.0326,0.0601,0.0718,0.9995,0.5,?,0.0225,0.0078,1,0.0043,0.0044,0.9762,?,0.9992,?,2
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.056,0.058,0.9221,0.495,0.0699,0.5273,0.039,0.0314,0.7965,0.2264,0.6854,0.2872,0.5388,0.3773,1.1612,6.5224
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0,0,0.1561,0.998,0.0001,?,0,0,0.9997,0.0115,0.0127,0.8751,?,0.8944,?,2.9317
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0.3166,0.317,0,1,0.3174,0.2,0.3042,0.3122,0.8148,0.4621,0,0.0572,0.1021,0.0737,0.1299,5
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,0.0697,0.0698,1.2869,0.3965,0.0973,0.6471,0.0598,0.0665,0.7328,0.1601,0.8609,0.1006,0.4234,0.1388,0.7116,6.5264
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.0618,0.0929,0.8703,0.4912,0.1757,0.619,0.0599,0.0552,0.7703,0.2315,0.6081,0.2138,0.4325,0.3972,1.2008,12.2312
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,0.1379,0.1391,1.336,0.4109,0.2383,?,0.1038,0.1307,0.7474,0.1535,0.8365,0.0829,?,0,?,11.1748
SAT_Competition2009/CRAFTED/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.0909,0.2249,1.5195,0.4493,0.3069,0.4967,0.0715,0.0493,0.8568,0.1726,0.7423,0.1977,0.3745,0.3366,0.4134,4.934
