@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC

@DATA
ehi-85-297-43_ext.xml.minion.gz,1,0.077441,0.840302,0.10101,0.094276
ehi-85-297-44_ext.xml.minion.gz,1,0.077441,0.840296,0.10101,0.094276
ehi-85-297-45_ext.xml.minion.gz,1,0.074074,0.840377,0.10101,0.094276
ehi-85-297-46_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276
ehi-85-297-47_ext.xml.minion.gz,1,0.074074,0.83984,0.097643,0.094276
ehi-85-297-48_ext.xml.minion.gz,1,0.070707,0.840415,0.097643,0.094276
ehi-85-297-49_ext.xml.minion.gz,1,0.070707,0.840442,0.10101,0.094276
ehi-85-297-4_ext.xml.minion.gz,1,0.077441,0.840146,0.10101,0.094276
ehi-85-297-50_ext.xml.minion.gz,1,0.077441,0.840413,0.097643,0.094276
ehi-85-297-51_ext.xml.minion.gz,1,0.074074,0.840323,0.097643,0.094276
ehi-85-297-52_ext.xml.minion.gz,1,0.077441,0.840163,0.10101,0.094276
ehi-85-297-53_ext.xml.minion.gz,1,0.074074,0.84035,0.10101,0.094276
ehi-85-297-54_ext.xml.minion.gz,1,0.074074,0.84033,0.10101,0.094276
ehi-85-297-55_ext.xml.minion.gz,1,0.077441,0.840404,0.097643,0.094276
ehi-85-297-56_ext.xml.minion.gz,1,0.074074,0.840401,0.10101,0.094276
ehi-85-297-57_ext.xml.minion.gz,1,0.077441,0.84038,0.097643,0.094276
ehi-85-297-58_ext.xml.minion.gz,1,0.077441,0.840353,0.10101,0.094276
ehi-85-297-59_ext.xml.minion.gz,1,0.070707,0.840508,0.10101,0.094276
ehi-85-297-5_ext.xml.minion.gz,1,0.077441,0.840454,0.10101,0.094276
ehi-85-297-60_ext.xml.minion.gz,1,0.074074,0.840502,0.10101,0.094276
ehi-85-297-61_ext.xml.minion.gz,1,0.077441,0.840327,0.097643,0.094276
ehi-85-297-62_ext.xml.minion.gz,1,0.074074,0.840532,0.10101,0.094276
ehi-85-297-63_ext.xml.minion.gz,1,0.077441,0.840193,0.10101,0.094276
ehi-85-297-64_ext.xml.minion.gz,1,0.074074,0.84009,0.097643,0.094276
ehi-85-297-65_ext.xml.minion.gz,1,0.077441,0.840365,0.10101,0.094276
ehi-85-297-66_ext.xml.minion.gz,1,0.077441,0.840439,0.10101,0.094276
ehi-85-297-67_ext.xml.minion.gz,1,0.074074,0.840302,0.097643,0.094276
ehi-85-297-68_ext.xml.minion.gz,1,0.077441,0.840284,0.097643,0.094276
ehi-85-297-69_ext.xml.minion.gz,1,0.074074,0.840534,0.10101,0.094276
ehi-85-297-6_ext.xml.minion.gz,1,0.070707,0.840548,0.097643,0.094276
ehi-85-297-70_ext.xml.minion.gz,1,0.074074,0.840286,0.097643,0.094276
ehi-85-297-71_ext.xml.minion.gz,1,0.070707,0.840162,0.10101,0.094276
ehi-85-297-72_ext.xml.minion.gz,1,0.074074,0.840295,0.10101,0.094276
ehi-85-297-73_ext.xml.minion.gz,1,0.074074,0.840459,0.10101,0.094276
ehi-85-297-74_ext.xml.minion.gz,1,0.077441,0.840024,0.10101,0.094276
ehi-85-297-75_ext.xml.minion.gz,1,0.070707,0.840194,0.10101,0.094276
ehi-85-297-76_ext.xml.minion.gz,1,0.074074,0.840264,0.10101,0.094276
ehi-85-297-77_ext.xml.minion.gz,1,0.074074,0.840323,0.10101,0.094276
ehi-85-297-78_ext.xml.minion.gz,1,0.080808,0.840397,0.10101,0.094276
ehi-85-297-79_ext.xml.minion.gz,1,0.070707,0.840106,0.097643,0.094276
ehi-85-297-7_ext.xml.minion.gz,1,0.070707,0.840202,0.10101,0.094276
ehi-85-297-80_ext.xml.minion.gz,1,0.077441,0.840409,0.10101,0.094276
ehi-85-297-81_ext.xml.minion.gz,1,0.074074,0.840271,0.10101,0.094276
ehi-85-297-82_ext.xml.minion.gz,1,0.077441,0.840303,0.097643,0.094276
ehi-85-297-83_ext.xml.minion.gz,1,0.074074,0.840189,0.10101,0.094276
ehi-85-297-84_ext.xml.minion.gz,1,0.074074,0.840375,0.10101,0.094276
ehi-85-297-85_ext.xml.minion.gz,1,0.074074,0.840545,0.10101,0.094276
ehi-85-297-86_ext.xml.minion.gz,1,0.070707,0.840411,0.097643,0.094276
ehi-85-297-87_ext.xml.minion.gz,1,0.077441,0.840066,0.10101,0.094276
ehi-85-297-88_ext.xml.minion.gz,1,0.080808,0.840402,0.10101,0.094276
ehi-85-297-89_ext.xml.minion.gz,1,0.074074,0.840319,0.097643,0.094276
ehi-85-297-8_ext.xml.minion.gz,1,0.077441,0.839947,0.097643,0.094276
ehi-85-297-90_ext.xml.minion.gz,1,0.074074,0.840535,0.10101,0.094276
ehi-85-297-91_ext.xml.minion.gz,1,0.077441,0.840177,0.10101,0.094276
ehi-85-297-92_ext.xml.minion.gz,1,0.077441,0.840205,0.10101,0.094276
ehi-85-297-93_ext.xml.minion.gz,1,0.074074,0.840404,0.10101,0.094276
ehi-85-297-94_ext.xml.minion.gz,1,0.070707,0.840031,0.10101,0.094276
ehi-85-297-95_ext.xml.minion.gz,1,0.074074,0.840101,0.10101,0.094276
ehi-85-297-96_ext.xml.minion.gz,1,0.077441,0.840246,0.10101,0.094276
ehi-85-297-97_ext.xml.minion.gz,1,0.074074,0.840246,0.10101,0.094276
ehi-85-297-98_ext.xml.minion.gz,1,0.074074,0.840194,0.10101,0.094276
ehi-85-297-99_ext.xml.minion.gz,1,0.077441,0.840278,0.097643,0.094276
ehi-85-297-9_ext.xml.minion.gz,1,0.074074,0.840307,0.10101,0.094276
ehi-90-315-0_ext.xml.minion.gz,1,0.066667,0.840157,0.095238,0.088889
ehi-90-315-10_ext.xml.minion.gz,1,0.069841,0.840362,0.092063,0.088889
ehi-90-315-11_ext.xml.minion.gz,1,0.069841,0.840453,0.092063,0.088889
ehi-90-315-12_ext.xml.minion.gz,1,0.069841,0.839908,0.095238,0.088889
ehi-90-315-13_ext.xml.minion.gz,1,0.069841,0.840385,0.095238,0.088889
ehi-90-315-14_ext.xml.minion.gz,1,0.066667,0.840484,0.095238,0.088889
ehi-90-315-15_ext.xml.minion.gz,1,0.073016,0.840391,0.095238,0.088889
ehi-90-315-16_ext.xml.minion.gz,1,0.073016,0.840297,0.095238,0.088889
ehi-90-315-17_ext.xml.minion.gz,1,0.073016,0.840367,0.095238,0.088889
ehi-90-315-18_ext.xml.minion.gz,1,0.07619,0.840163,0.095238,0.088889
ehi-90-315-19_ext.xml.minion.gz,1,0.07619,0.840192,0.095238,0.088889
ehi-90-315-1_ext.xml.minion.gz,1,0.073016,0.84026,0.095238,0.088889
ehi-90-315-20_ext.xml.minion.gz,1,0.066667,0.8405,0.092063,0.088889
ehi-90-315-21_ext.xml.minion.gz,1,0.073016,0.840314,0.095238,0.088889
ehi-90-315-22_ext.xml.minion.gz,1,0.066667,0.840298,0.095238,0.088889
ehi-90-315-23_ext.xml.minion.gz,1,0.07619,0.840093,0.095238,0.088889
ehi-90-315-24_ext.xml.minion.gz,1,0.073016,0.840244,0.095238,0.088889
ehi-90-315-25_ext.xml.minion.gz,1,0.073016,0.840468,0.095238,0.088889
ehi-90-315-26_ext.xml.minion.gz,1,0.069841,0.840148,0.095238,0.088889
ehi-90-315-27_ext.xml.minion.gz,1,0.073016,0.840343,0.095238,0.088889
ehi-90-315-28_ext.xml.minion.gz,1,0.069841,0.840488,0.095238,0.088889
ehi-90-315-29_ext.xml.minion.gz,1,0.069841,0.839959,0.095238,0.088889
ehi-90-315-2_ext.xml.minion.gz,1,0.069841,0.840418,0.092063,0.088889
ehi-90-315-30_ext.xml.minion.gz,1,0.069841,0.840483,0.095238,0.088889
ehi-90-315-31_ext.xml.minion.gz,1,0.073016,0.840246,0.095238,0.088889
ehi-90-315-32_ext.xml.minion.gz,1,0.07619,0.84034,0.095238,0.088889
ehi-90-315-33_ext.xml.minion.gz,1,0.07619,0.840335,0.095238,0.088889
ehi-90-315-34_ext.xml.minion.gz,1,0.069841,0.840341,0.092063,0.088889
ehi-90-315-35_ext.xml.minion.gz,1,0.069841,0.840171,0.095238,0.088889
ehi-90-315-36_ext.xml.minion.gz,1,0.069841,0.84038,0.092063,0.088889
ehi-90-315-37_ext.xml.minion.gz,1,0.069841,0.84048,0.095238,0.088889
ehi-90-315-38_ext.xml.minion.gz,1,0.07619,0.840403,0.095238,0.088889
ehi-90-315-39_ext.xml.minion.gz,1,0.07619,0.840434,0.095238,0.088889
ehi-90-315-3_ext.xml.minion.gz,1,0.066667,0.840374,0.095238,0.088889
ehi-90-315-40_ext.xml.minion.gz,1,0.073016,0.840151,0.095238,0.088889
ehi-90-315-41_ext.xml.minion.gz,1,0.069841,0.840399,0.095238,0.088889
ehi-90-315-42_ext.xml.minion.gz,1,0.069841,0.840447,0.095238,0.088889
ehi-90-315-43_ext.xml.minion.gz,1,0.069841,0.840276,0.095238,0.088889
ehi-90-315-44_ext.xml.minion.gz,1,0.073016,0.840298,0.095238,0.088889
ehi-90-315-45_ext.xml.minion.gz,1,0.073016,0.840519,0.095238,0.088889
ehi-90-315-46_ext.xml.minion.gz,1,0.073016,0.840403,0.095238,0.088889
ehi-90-315-47_ext.xml.minion.gz,1,0.069841,0.840435,0.095238,0.088889
ehi-90-315-48_ext.xml.minion.gz,1,0.069841,0.840338,0.095238,0.088889
ehi-90-315-49_ext.xml.minion.gz,1,0.069841,0.840502,0.095238,0.088889
ehi-90-315-4_ext.xml.minion.gz,1,0.069841,0.84037,0.095238,0.088889
ehi-90-315-50_ext.xml.minion.gz,1,0.069841,0.840514,0.095238,0.088889
ehi-90-315-51_ext.xml.minion.gz,1,0.069841,0.840307,0.095238,0.088889
ehi-90-315-52_ext.xml.minion.gz,1,0.066667,0.840402,0.092063,0.088889
ehi-90-315-53_ext.xml.minion.gz,1,0.069841,0.84036,0.095238,0.088889
ehi-90-315-54_ext.xml.minion.gz,1,0.069841,0.840308,0.095238,0.088889
ehi-90-315-55_ext.xml.minion.gz,1,0.07619,0.840407,0.095238,0.088889
ehi-90-315-56_ext.xml.minion.gz,1,0.069841,0.840463,0.095238,0.088889
ehi-90-315-57_ext.xml.minion.gz,1,0.073016,0.840174,0.095238,0.088889
ehi-90-315-58_ext.xml.minion.gz,1,0.07619,0.840492,0.095238,0.088889
ehi-90-315-59_ext.xml.minion.gz,1,0.066667,0.840036,0.095238,0.088889
ehi-90-315-5_ext.xml.minion.gz,1,0.073016,0.84043,0.095238,0.088889
ehi-90-315-60_ext.xml.minion.gz,1,0.069841,0.840457,0.095238,0.088889
ehi-90-315-61_ext.xml.minion.gz,1,0.07619,0.840122,0.092063,0.088889
ehi-90-315-62_ext.xml.minion.gz,1,0.069841,0.840382,0.095238,0.088889
ehi-90-315-63_ext.xml.minion.gz,1,0.073016,0.840007,0.095238,0.088889
ehi-90-315-64_ext.xml.minion.gz,1,0.073016,0.840322,0.095238,0.088889
ehi-90-315-65_ext.xml.minion.gz,1,0.073016,0.840286,0.095238,0.088889
ehi-90-315-66_ext.xml.minion.gz,1,0.07619,0.840137,0.092063,0.088889
ehi-90-315-67_ext.xml.minion.gz,1,0.066667,0.840489,0.095238,0.088889
ehi-90-315-68_ext.xml.minion.gz,1,0.079365,0.840489,0.095238,0.088889
ehi-90-315-69_ext.xml.minion.gz,1,0.073016,0.840296,0.095238,0.088889
ehi-90-315-6_ext.xml.minion.gz,1,0.066667,0.8404,0.095238,0.088889
ehi-90-315-70_ext.xml.minion.gz,1,0.07619,0.84035,0.092063,0.088889
ehi-90-315-71_ext.xml.minion.gz,1,0.066667,0.840352,0.092063,0.088889
ehi-90-315-72_ext.xml.minion.gz,1,0.069841,0.840343,0.095238,0.088889
ehi-90-315-73_ext.xml.minion.gz,1,0.069841,0.840249,0.092063,0.088889
ehi-90-315-74_ext.xml.minion.gz,1,0.073016,0.840501,0.095238,0.088889
ehi-90-315-75_ext.xml.minion.gz,1,0.066667,0.840276,0.095238,0.088889
ehi-90-315-76_ext.xml.minion.gz,1,0.069841,0.840022,0.095238,0.088889
ehi-90-315-77_ext.xml.minion.gz,1,0.073016,0.840427,0.095238,0.088889
ehi-90-315-78_ext.xml.minion.gz,1,0.073016,0.840444,0.095238,0.088889
ehi-90-315-79_ext.xml.minion.gz,1,0.069841,0.840052,0.095238,0.088889
ehi-90-315-7_ext.xml.minion.gz,1,0.069841,0.840206,0.095238,0.088889
ehi-90-315-80_ext.xml.minion.gz,1,0.073016,0.840388,0.095238,0.088889
ehi-90-315-81_ext.xml.minion.gz,1,0.073016,0.8403,0.095238,0.088889
ehi-90-315-82_ext.xml.minion.gz,1,0.069841,0.840434,0.095238,0.088889
ehi-90-315-83_ext.xml.minion.gz,1,0.07619,0.839973,0.095238,0.088889
ehi-90-315-84_ext.xml.minion.gz,1,0.069841,0.840321,0.095238,0.088889
ehi-90-315-85_ext.xml.minion.gz,1,0.073016,0.840359,0.095238,0.088889
ehi-90-315-86_ext.xml.minion.gz,1,0.066667,0.840173,0.095238,0.088889
ehi-90-315-87_ext.xml.minion.gz,1,0.073016,0.839976,0.092063,0.088889
ehi-90-315-88_ext.xml.minion.gz,1,0.069841,0.840285,0.095238,0.088889
ehi-90-315-89_ext.xml.minion.gz,1,0.07619,0.840304,0.095238,0.088889
ehi-90-315-8_ext.xml.minion.gz,1,0.069841,0.8398,0.095238,0.088889
ehi-90-315-90_ext.xml.minion.gz,1,0.073016,0.840458,0.095238,0.088889
ehi-90-315-91_ext.xml.minion.gz,1,0.066667,0.840142,0.095238,0.088889
ehi-90-315-92_ext.xml.minion.gz,1,0.069841,0.840443,0.095238,0.088889
ehi-90-315-93_ext.xml.minion.gz,1,0.069841,0.840516,0.095238,0.088889
ehi-90-315-94_ext.xml.minion.gz,1,0.069841,0.840499,0.092063,0.088889
ehi-90-315-95_ext.xml.minion.gz,1,0.069841,0.840336,0.095238,0.088889
ehi-90-315-96_ext.xml.minion.gz,1,0.073016,0.840393,0.092063,0.088889
ehi-90-315-97_ext.xml.minion.gz,1,0.066667,0.840175,0.095238,0.088889
ehi-90-315-98_ext.xml.minion.gz,1,0.066667,0.840531,0.095238,0.088889
ehi-90-315-99_ext.xml.minion.gz,1,0.073016,0.840459,0.095238,0.088889
ehi-90-315-9_ext.xml.minion.gz,1,0.069841,0.839865,0.095238,0.088889
frb30-15-1-mgd_ext.xml.minion.gz,1,0.366667,0.725678,0.433333,0.466667
frb30-15-2-mgd_ext.xml.minion.gz,1,0.366667,0.728554,0.533333,0.466667
frb30-15-3-mgd_ext.xml.minion.gz,1,0.366667,0.721925,0.666667,0.45
frb30-15-4-mgd_ext.xml.minion.gz,1,0.366667,0.727274,0.566667,0.466667
frb30-15-5-mgd_ext.xml.minion.gz,1,0.333333,0.722602,0.5,0.466667
frb35-17-1-mgd_ext.xml.minion.gz,1,0.314286,0.711454,0.485714,0.428571
frb35-17-2-mgd_ext.xml.minion.gz,1,0.314286,0.728767,0.485714,0.428571
frb35-17-3-mgd_ext.xml.minion.gz,1,0.314286,0.721431,0.571429,0.428571
frb35-17-4-mgd_ext.xml.minion.gz,1,0.314286,0.72631,0.485714,0.428571
frb35-17-5-mgd_ext.xml.minion.gz,1,0.314286,0.71197,0.571429,0.428571
frb40-19-1-mgd_ext.xml.minion.gz,1,0.275,0.72758,0.55,0.375
frb40-19-2-mgd_ext.xml.minion.gz,1,0.3,0.722508,0.45,0.4
frb40-19-3-mgd_ext.xml.minion.gz,1,0.3,0.715556,0.4,0.375
frb40-19-4-mgd_ext.xml.minion.gz,1,0.3,0.707894,0.45,0.4
frb40-19-5-mgd_ext.xml.minion.gz,1,0.3,0.704312,0.575,0.4
frb45-21-1-mgd_ext.xml.minion.gz,1,0.288889,0.708067,0.466667,0.4
frb45-21-2-mgd_ext.xml.minion.gz,1,0.288889,0.710933,0.422222,0.377778
frb45-21-3-mgd_ext.xml.minion.gz,1,0.288889,0.7167,0.377778,0.355556
frb45-21-4-mgd_ext.xml.minion.gz,1,0.266667,0.715652,0.444444,0.377778
frb45-21-5-mgd_ext.xml.minion.gz,1,0.266667,0.714491,0.488889,0.377778
frb50-23-1-mgd_ext.xml.minion.gz,1,0.24,0.705526,0.4,0.34
frb50-23-2-mgd_ext.xml.minion.gz,1,0.26,0.700364,0.4,0.36
frb50-23-3-mgd_ext.xml.minion.gz,1,0.28,0.704831,0.38,0.36
frb50-23-4-mgd_ext.xml.minion.gz,1,0.26,0.706472,0.38,0.34
frb50-23-5-mgd_ext.xml.minion.gz,1,0.26,0.707051,0.4,0.34
frb53-24-1-mgd_ext.xml.minion.gz,1,0.245283,0.709423,0.45283,0.339623
frb53-24-2-mgd_ext.xml.minion.gz,1,0.264151,0.7021,0.415094,0.320755
frb53-24-3-mgd_ext.xml.minion.gz,1,0.245283,0.707364,0.433962,0.339623
frb53-24-4-mgd_ext.xml.minion.gz,1,0.245283,0.7059,0.45283,0.339623
frb53-24-5-mgd_ext.xml.minion.gz,1,0.245283,0.710553,0.339623,0.339623
frb56-25-1-mgd_ext.xml.minion.gz,1,0.232143,0.700431,0.339286,0.321429
frb56-25-2-mgd_ext.xml.minion.gz,1,0.232143,0.70195,0.410714,0.321429
frb56-25-3-mgd_ext.xml.minion.gz,1,0.232143,0.70541,0.375,0.321429
frb56-25-4-mgd_ext.xml.minion.gz,1,0.25,0.698828,0.375,0.339286
frb56-25-5-mgd_ext.xml.minion.gz,1,0.232143,0.701888,0.392857,0.321429
frb59-26-1-mgd_ext.xml.minion.gz,1,0.237288,0.702431,0.355932,0.322034
frb59-26-2-mgd_ext.xml.minion.gz,1,0.237288,0.707116,0.389831,0.305085
frb59-26-3-mgd_ext.xml.minion.gz,1,0.237288,0.710421,0.355932,0.322034
frb59-26-4-mgd_ext.xml.minion.gz,1,0.237288,0.697987,0.372881,0.322034
frb59-26-5-mgd_ext.xml.minion.gz,1,0.220339,0.704535,0.355932,0.322034
geo50-20-d4-75-100_ext.xml.minion.gz,1,0.2,0.692083,0.44,0.32
geo50-20-d4-75-10_ext.xml.minion.gz,1,0.24,0.688825,0.42,0.36
geo50-20-d4-75-11_ext.xml.minion.gz,1,0.26,0.690196,0.54,0.35
geo50-20-d4-75-12_ext.xml.minion.gz,1,0.26,0.686474,0.58,0.42
geo50-20-d4-75-13_ext.xml.minion.gz,1,0.26,0.690245,0.52,0.37
geo50-20-d4-75-14_ext.xml.minion.gz,1,0.3,0.689354,0.58,0.33
geo50-20-d4-75-15_ext.xml.minion.gz,1,0.24,0.689814,0.46,0.34
geo50-20-d4-75-16_ext.xml.minion.gz,1,0.24,0.690591,0.5,0.32
geo50-20-d4-75-17_ext.xml.minion.gz,1,0.26,0.691156,0.54,0.34
geo50-20-d4-75-18_ext.xml.minion.gz,1,0.24,0.690692,0.52,0.33
geo50-20-d4-75-19_ext.xml.minion.gz,1,0.28,0.687262,0.62,0.39
geo50-20-d4-75-1_ext.xml.minion.gz,1,0.28,0.688278,0.54,0.4
geo50-20-d4-75-20_ext.xml.minion.gz,1,0.3,0.689814,0.52,0.34
geo50-20-d4-75-21_ext.xml.minion.gz,1,0.24,0.69296,0.42,0.3
geo50-20-d4-75-22_ext.xml.minion.gz,1,0.24,0.689909,0.46,0.36
geo50-20-d4-75-23_ext.xml.minion.gz,1,0.24,0.690196,0.44,0.35
geo50-20-d4-75-24_ext.xml.minion.gz,1,0.24,0.692083,0.36,0.32
geo50-20-d4-75-25_ext.xml.minion.gz,1,0.22,0.692254,0.44,0.29
geo50-20-d4-75-26_ext.xml.minion.gz,1,0.24,0.691748,0.38,0.32
geo50-20-d4-75-27_ext.xml.minion.gz,1,0.24,0.690641,0.48,0.34
geo50-20-d4-75-28_ext.xml.minion.gz,1,0.28,0.688696,0.54,0.36
geo50-20-d4-75-29_ext.xml.minion.gz,1,0.28,0.690196,0.5,0.36
geo50-20-d4-75-2_ext.xml.minion.gz,1,0.26,0.688527,0.48,0.36
geo50-20-d4-75-30_ext.xml.minion.gz,1,0.24,0.691638,0.42,0.33
geo50-20-d4-75-31_ext.xml.minion.gz,1,0.22,0.693021,0.34,0.3
geo50-20-d4-75-32_ext.xml.minion.gz,1,0.24,0.690845,0.5,0.34
geo50-20-d4-75-33_ext.xml.minion.gz,1,0.26,0.691104,0.4,0.35
geo50-20-d4-75-34_ext.xml.minion.gz,1,0.22,0.691803,0.4,0.32
geo50-20-d4-75-35_ext.xml.minion.gz,1,0.28,0.689086,0.44,0.36
geo50-20-d4-75-36_ext.xml.minion.gz,1,0.26,0.695549,0.32,0.26
geo50-20-d4-75-37_ext.xml.minion.gz,1,0.22,0.693204,0.4,0.3
geo50-20-d4-75-38_ext.xml.minion.gz,1,0.26,0.690245,0.48,0.34
geo50-20-d4-75-39_ext.xml.minion.gz,1,0.2,0.694361,0.4,0.28
geo50-20-d4-75-3_ext.xml.minion.gz,1,0.24,0.692026,0.42,0.32
geo50-20-d4-75-40_ext.xml.minion.gz,1,0.24,0.693021,0.44,0.3
geo50-20-d4-75-41_ext.xml.minion.gz,1,0.32,0.688402,0.58,0.41
geo50-20-d4-75-42_ext.xml.minion.gz,1,0.26,0.691584,0.44,0.32
geo50-20-d4-75-43_ext.xml.minion.gz,1,0.3,0.690052,0.46,0.34
geo50-20-d4-75-44_ext.xml.minion.gz,1,0.22,0.693021,0.44,0.32
geo50-20-d4-75-45_ext.xml.minion.gz,1,0.28,0.691693,0.42,0.31
geo50-20-d4-75-46_ext.xml.minion.gz,1,0.26,0.690004,0.46,0.36
geo50-20-d4-75-47_ext.xml.minion.gz,1,0.2,0.692661,0.42,0.3
geo50-20-d4-75-48_ext.xml.minion.gz,1,0.22,0.690999,0.38,0.34
geo50-20-d4-75-49_ext.xml.minion.gz,1,0.26,0.690392,0.42,0.36
geo50-20-d4-75-4_ext.xml.minion.gz,1,0.22,0.690743,0.52,0.34
geo50-20-d4-75-50_ext.xml.minion.gz,1,0.24,0.690491,0.46,0.35
geo50-20-d4-75-51_ext.xml.minion.gz,1,0.24,0.688868,0.54,0.38
geo50-20-d4-75-52_ext.xml.minion.gz,1,0.32,0.687836,0.52,0.42
geo50-20-d4-75-53_ext.xml.minion.gz,1,0.26,0.688739,0.44,0.38
geo50-20-d4-75-54_ext.xml.minion.gz,1,0.22,0.691051,0.36,0.32
geo50-20-d4-75-55_ext.xml.minion.gz,1,0.26,0.688485,0.5,0.36
geo50-20-d4-75-56_ext.xml.minion.gz,1,0.26,0.689264,0.48,0.36
geo50-20-d4-75-57_ext.xml.minion.gz,1,0.34,0.685336,0.68,0.47
geo50-20-d4-75-58_ext.xml.minion.gz,1,0.24,0.688955,0.56,0.36
geo50-20-d4-75-59_ext.xml.minion.gz,1,0.26,0.692485,0.42,0.32
geo50-20-d4-75-5_ext.xml.minion.gz,1,0.22,0.693579,0.5,0.32
geo50-20-d4-75-60_ext.xml.minion.gz,1,0.24,0.689219,0.46,0.34
geo50-20-d4-75-61_ext.xml.minion.gz,1,0.24,0.693328,0.46,0.31
geo50-20-d4-75-62_ext.xml.minion.gz,1,0.28,0.687488,0.56,0.39
geo50-20-d4-75-63_ext.xml.minion.gz,1,0.26,0.688361,0.56,0.38
geo50-20-d4-75-64_ext.xml.minion.gz,1,0.24,0.69403,0.4,0.28
geo50-20-d4-75-65_ext.xml.minion.gz,1,0.26,0.690948,0.48,0.31
geo50-20-d4-75-66_ext.xml.minion.gz,1,0.22,0.691368,0.38,0.33
geo50-20-d4-75-67_ext.xml.minion.gz,1,0.24,0.688696,0.5,0.38
geo50-20-d4-75-68_ext.xml.minion.gz,1,0.24,0.690641,0.46,0.34
geo50-20-d4-75-69_ext.xml.minion.gz,1,0.24,0.693266,0.38,0.3
geo50-20-d4-75-6_ext.xml.minion.gz,1,0.24,0.693082,0.44,0.3
geo50-20-d4-75-70_ext.xml.minion.gz,1,0.3,0.689175,0.48,0.39
geo50-20-d4-75-71_ext.xml.minion.gz,1,0.24,0.691693,0.46,0.3
geo50-20-d4-75-72_ext.xml.minion.gz,1,0.24,0.691368,0.46,0.32
geo50-20-d4-75-73_ext.xml.minion.gz,1,0.26,0.688361,0.54,0.38
geo50-20-d4-75-74_ext.xml.minion.gz,1,0.24,0.691051,0.42,0.34
geo50-20-d4-75-75_ext.xml.minion.gz,1,0.24,0.689399,0.46,0.34
geo50-20-d4-75-76_ext.xml.minion.gz,1,0.2,0.693771,0.36,0.28
geo50-20-d4-75-77_ext.xml.minion.gz,1,0.28,0.68949,0.4,0.38
geo50-20-d4-75-78_ext.xml.minion.gz,1,0.24,0.692369,0.44,0.32
geo50-20-d4-75-79_ext.xml.minion.gz,1,0.26,0.692661,0.5,0.3
geo50-20-d4-75-7_ext.xml.minion.gz,1,0.28,0.688319,0.52,0.39
geo50-20-d4-75-80_ext.xml.minion.gz,1,0.26,0.692485,0.5,0.32
geo50-20-d4-75-81_ext.xml.minion.gz,1,0.2,0.691638,0.48,0.31
geo50-20-d4-75-82_ext.xml.minion.gz,1,0.22,0.691803,0.5,0.31
geo50-20-d4-75-83_ext.xml.minion.gz,1,0.26,0.690148,0.46,0.34
geo50-20-d4-75-84_ext.xml.minion.gz,1,0.24,0.693643,0.38,0.3
geo50-20-d4-75-85_ext.xml.minion.gz,1,0.28,0.690743,0.46,0.32
geo50-20-d4-75-86_ext.xml.minion.gz,1,0.26,0.688527,0.6,0.34
geo50-20-d4-75-87_ext.xml.minion.gz,1,0.28,0.689628,0.52,0.34
geo50-20-d4-75-88_ext.xml.minion.gz,1,0.22,0.694496,0.38,0.28
geo50-20-d4-75-89_ext.xml.minion.gz,1,0.3,0.689582,0.48,0.36
geo50-20-d4-75-8_ext.xml.minion.gz,1,0.26,0.688075,0.46,0.39
geo50-20-d4-75-90_ext.xml.minion.gz,1,0.26,0.688197,0.6,0.4
geo50-20-d4-75-91_ext.xml.minion.gz,1,0.2,0.693143,0.4,0.3
geo50-20-d4-75-92_ext.xml.minion.gz,1,0.28,0.691104,0.38,0.32
geo50-20-d4-75-93_ext.xml.minion.gz,1,0.22,0.692369,0.42,0.3
geo50-20-d4-75-94_ext.xml.minion.gz,1,0.3,0.687337,0.46,0.41
geo50-20-d4-75-95_ext.xml.minion.gz,1,0.24,0.692602,0.4,0.29
geo50-20-d4-75-96_ext.xml.minion.gz,1,0.28,0.690196,0.5,0.34
geo50-20-d4-75-97_ext.xml.minion.gz,1,0.26,0.692661,0.44,0.32
geo50-20-d4-75-98_ext.xml.minion.gz,1,0.22,0.693021,0.52,0.29
geo50-20-d4-75-99_ext.xml.minion.gz,1,0.26,0.691914,0.5,0.3
geo50-20-d4-75-9_ext.xml.minion.gz,1,0.24,0.689175,0.52,0.38
geom-30a-3-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667
geom-30a-4-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667
geom-40-2-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1
geom-40-3-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1
geom-40-4-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1
