@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
langford-2-10.xml.minion.conv.minion,1,0.95,0.717507,0.95,0.95,90.347619,21,50,0,0.95,1,50,50,20,0.1,0.1,1,20,20,50,19,20,210,20,0.95,0.95,11.793844,20,9.47619,20,870,11.380952,0
langford-2-11.xml.minion.conv.minion,1,0.954545,0.693308,0.954545,0.954545,86.300395,23,48,0,0.954545,1,48,48,22,0.090909,0.090909,1,22,22,48,21,22,253,22,0.954545,0.954545,10.797892,22,8.043478,22,881,10.26087,0
langford-2-12.xml.minion.conv.minion,1,0.958333,0.670291,0.958333,0.958333,84.406667,25,50,0,0.958333,1,50,50,24,0.083333,0.083333,1,24,24,50,23,24,300,24,0.958333,0.958333,9.619796,24,7.84,24,876,9.68,0
langford-2-13.xml.minion.conv.minion,1,0.961538,0.648447,0.961538,0.961538,88.649573,27,57,0,0.961538,1,57,57,26,0.076923,0.076923,1,26,26,57,25,26,351,26,0.961538,0.961538,9.34989,26,7.148148,26,884,9.259259,0
langford-2-14.xml.minion.conv.minion,1,0.964286,0.627744,0.964286,0.964286,71.76601,29,39,0,0.964286,1,39,39,28,0.071429,0.071429,1,28,28,39,27,28,406,28,0.964286,0.964286,8.727422,28,6.37931,28,892,8.103448,0
langford-2-15.xml.minion.conv.minion,1,0.966667,0.608135,0.966667,0.966667,63.025806,31,35,0,0.966667,1,35,35,30,0.066667,0.066667,1,30,30,35,29,30,465,30,0.966667,0.966667,7.835713,30,6.483871,30,879,7.903226,0
langford-2-16.xml.minion.conv.minion,1,0.96875,0.589565,0.96875,0.96875,61.625,33,35,0,0.96875,1,35,35,32,0.0625,0.0625,1,32,32,35,31,32,528,32,0.96875,0.96875,7.562296,32,5.69697,32,871,7.181818,0
langford-2-17.xml.minion.conv.minion,1,0.970588,0.571975,0.970588,0.970588,51.956303,35,25,0,0.970588,1,25,25,34,0.058824,0.058824,1,34,34,25,33,34,595,34,0.970588,0.970588,7.187456,34,5.657143,34,872,6.771429,0
langford-2-18.xml.minion.conv.minion,1,0.972222,0.555308,0.972222,0.972222,56.241742,37,31,0,0.972222,1,31,31,36,0.055556,0.055556,1,36,36,31,35,36,666,36,0.972222,0.972222,6.773253,36,5.405405,36,884,6.486486,0
langford-2-19.xml.minion.conv.minion,1,0.973684,0.539505,0.973684,0.973684,54.206478,39,31,0,0.973684,1,31,31,38,0.052632,0.052632,1,38,38,31,37,38,741,38,0.973684,0.973684,6.436283,38,4.897436,38,880,6.205128,0
langford-2-20.xml.minion.conv.minion,1,0.975,0.52451,0.975,0.975,48.596341,41,27,0,0.975,1,27,27,40,0.05,0.05,1,40,40,27,39,40,820,40,0.975,0.975,5.951385,40,4.341463,40,865,5.829268,0
langford-2-21.xml.minion.conv.minion,1,0.97619,0.510273,0.97619,0.97619,43.037652,43,20,0,0.97619,1,20,20,42,0.047619,0.047619,1,42,42,20,41,42,903,42,0.97619,0.97619,6.025458,42,4.372093,42,894,5.55814,0
langford-2-25.xml.minion.conv.minion,1,0.98,0.459944,0.98,0.98,43.958431,51,25,0,0.98,1,25,25,50,0.04,0.04,1,50,50,25,49,50,1275,50,0.98,0.98,4.991497,50,3.882353,50,884,4.843137,0
langford-2-2.xml.minion.conv.minion,1,0.75,0.917531,0.75,0.75,336.1,5,263,0,0.75,1,263,0,4,0.5,0.5,1,4,4,263,3,4,10,4,0.75,0.75,35.588889,4,32,4,925,36.2,0
langford-2-30.xml.minion.conv.minion,1,0.983333,0.409024,0.983333,0.983333,40.239344,61,25,0,0.983333,1,25,25,60,0.033333,0.033333,1,60,60,25,59,60,1830,60,0.983333,0.983333,4.22851,60,3.114754,60,874,3.852459,0
langford-2-3.xml.minion.conv.minion,1,0.833333,0.900463,0.833333,0.833333,251.142857,7,169,0,0.833333,1,169,28,6,0.333333,0.333333,1,6,6,169,5,6,21,6,0.833333,0.833333,29.860806,6,24.714286,6,919,28.714286,0
langford-2-40.xml.minion.conv.minion,1,0.9875,0.334327,0.9875,0.9875,24.474691,81,13,0,0.9875,1,13,13,80,0.025,0.025,1,80,80,13,79,80,3240,80,0.9875,0.9875,3.116509,80,2.049383,80,868,2.888889,0
langford-2-4-ext.xml.minion.gz,1,0.875,0.776417,0.875,0.875,235.25,8,136,32,0.875,1,136,136,8,0.25,0.25,1,8,8,136,7,8,32,8,0.875,0.875,22.558594,8,18.625,8,955,22.125,0
langford-2-4.xml.minion.conv.minion,1,0.875,0.877557,0.875,0.875,208.138889,9,136,0,0.875,1,136,48,8,0.25,0.25,1,8,8,136,7,8,36,8,0.875,0.875,23.429739,8,19.777778,8,899,23.666667,0
langford-2-50.xml.minion.conv.minion,1,0.99,0.282422,0.99,0.99,16.947921,101,7,0,0.99,1,7,7,100,0.02,0.02,1,100,100,7,99,100,5050,100,0.99,0.99,2.57118,100,1.653465,100,883,2.306931,0
langford-2-5.xml.minion.conv.minion,1,0.9,0.851502,0.9,0.9,170.981818,11,104,0,0.9,1,104,66,10,0.2,0.2,1,10,10,104,9,10,55,10,0.9,0.9,20.093506,10,18.090909,10,895,20,0
langford-2-6.xml.minion.conv.minion,1,0.916667,0.824093,0.916667,0.916667,154.974359,13,97,0,0.916667,1,97,81,12,0.166667,0.166667,1,12,12,97,11,12,78,12,0.916667,0.916667,18.014872,12,15.076923,12,885,18.461538,0
langford-2-7.xml.minion.conv.minion,1,0.928571,0.796446,0.928571,0.928571,140.495238,15,88,0,0.928571,1,88,69,14,0.142857,0.142857,1,14,14,88,13,14,105,14,0.928571,0.928571,15.586535,14,12.733333,14,907,15.333333,0
langford-2-8.xml.minion.conv.minion,1,0.9375,0.769235,0.9375,0.9375,115.882353,17,69,0,0.9375,1,69,69,16,0.125,0.125,1,16,16,69,15,16,136,16,0.9375,0.9375,13.789216,16,11.411765,16,888,12.941176,0
langford-2-9.xml.minion.conv.minion,1,0.944444,0.74285,0.944444,0.944444,96.654971,19,50,0,0.944444,1,50,50,18,0.111111,0.111111,1,18,18,50,17,18,171,18,0.944444,0.944444,12.716769,18,10.947368,18,892,12.210526,0
langford-3-11-ext.xml.minion.gz,1,0.969697,0.704183,0.969697,0.969697,72.723636,33.333333,35,550,0.969697,1,35,35,33,0.060606,0.060606,1,33,33,35,32,33,550,33,0.969697,0.969697,6.793651,33,5.787879,33,987,6.705882,0
langford-3-9-ext.xml.minion.gz,1,0.962963,0.71177,0.962963,0.962963,80.620596,27.333333,35,369,0.962963,1,35,35,27,0.074074,0.074074,1,27,27,35,26,27,369,27,0.962963,0.962963,8.230752,27,6.444444,27,979,8.333333,0
lard-83-83.xml.minion.gz,1,0.987952,0.67202,0.987952,0.987952,529.855716,82,530,3403,0.987952,1,530,527,83,0.024096,0.024096,1,83,83,530,82,84,3403,84,0.987952,0.987952,?,84,?,84,531,?,0
large-80-sat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.028165,79,495,3160,0.9875,1,505,479,80,0.025,0.025,1,80,80,500,79,80,3160,80,0.9875,0.9875,?,80,?,80,521,?,0
large-80-unsat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.160443,79,487,3160,0.9875,1,513,487,80,0.025,0.025,1,80,80,513,79,80,3160,80,0.9875,0.9875,?,80,?,80,515,?,0
large-84-unsat_ext.xml.minion.gz,1,0.988095,0.671956,0.988095,0.988095,500.144291,83,487,3486,0.988095,1,513,487,84,0.02381,0.02381,1,84,84,513,83,84,3486,84,0.988095,0.988095,?,84,?,84,516,?,0
latinSquare-dg-10_all.xml.minion,1,0.35,0.597051,0.35,0.35,999,4,999,0,0.35,0.408403,999,999,100,0.1,0.1,0.353535,100,100,999,35,10,40,10,0.35,0.35,100,10,100,10,999,100,0
latinSquare-dg-11_all.xml.minion,1,0.330579,0.580181,0.330579,0.330579,1000,4,1000,0,0.330579,0.384615,1000,1000,121,0.090909,0.090909,0.333333,121,121,1000,40,11,44,11,0.330579,0.330579,100,11,100,11,1000,100,0
latinSquare-dg-12_all.xml.minion,1,0.298611,0.563627,0.298611,0.298611,1000,4,1000,0,0.298611,0.379845,1000,1000,144,0.083333,0.083333,0.300699,144,144,1000,43,12,48,12,0.298611,0.298611,100,12,100,12,1000,100,0
latinSquare-dg-3_all.xml.minion,1,0.888889,0.679931,0.888889,0.888889,784,4,784,0,0.888889,1,784,784,9,0.333333,0.333333,1,9,9,784,8,3,12,3,0.888889,0.888889,78.333333,3,77,3,784,78,0
latinSquare-dg-4_all.xml.minion,1,0.6875,0.679717,0.6875,0.6875,892,4,892,0,0.6875,0.709091,892,892,16,0.25,0.25,0.733333,16,16,892,11,4,16,4,0.6875,0.6875,90.75,4,91,4,892,91,0
latinSquare-dg-5_all.xml.minion,1,0.64,0.672635,0.64,0.64,966,4,966,0,0.64,0.6,966,966,25,0.2,0.2,0.666667,25,25,966,16,5,20,5,0.64,0.64,96,5,95,5,966,96,0
latinSquare-dg-6_all.xml.minion,1,0.527778,0.661038,0.527778,0.527778,987,4,987,0,0.527778,0.532164,987,987,36,0.166667,0.166667,0.542857,36,36,987,19,6,24,6,0.527778,0.527778,98.333333,6,97,6,987,99,0
latinSquare-dg-7_all.xml.minion,1,0.489796,0.646671,0.489796,0.489796,995,4,995,0,0.489796,0.478261,995,995,49,0.142857,0.142857,0.5,49,49,995,24,7,28,7,0.489796,0.489796,99.285714,7,99,7,995,100,0
latinSquare-dg-8_all.xml.minion,1,0.421875,0.630731,0.421875,0.421875,998,4,998,0,0.421875,0.452991,998,998,64,0.125,0.125,0.428571,64,64,998,27,8,32,8,0.421875,0.421875,99.625,8,100,8,998,100,0
latinSquare-dg-9_all.xml.minion,1,0.395062,0.614016,0.395062,0.395062,996,4,996,0,0.395062,0.419355,996,996,81,0.111111,0.111111,0.4,81,81,996,32,9,36,9,0.395062,0.395062,100,9,100,9,996,100,0
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,513,25.395556,513,5714,0.056435,0.1336,513,513,450,0.004444,0.004444,0.05656,450,450,513,25.395556,2,5714,2,0.093333,0.028889,50,2,47,2,513,53,0.011917
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,324,25.395556,324,5714,0.056435,0.1336,324,324,450,0.004444,0.004444,0.05656,450,450,324,25.395556,3,5714,3,0.093333,0.028889,33.333333,3,32,3,324,33,0.011917
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,263,25.395556,263,5714,0.056435,0.1336,263,263,450,0.004444,0.004444,0.05656,450,450,263,25.395556,4,5714,4,0.093333,0.028889,25,4,26,4,263,27,0.011917
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,184,25.395556,184,5714,0.056435,0.1336,184,184,450,0.004444,0.004444,0.05656,450,450,184,25.395556,5,5714,5,0.093333,0.028889,20,5,17,5,184,21,0.011917
lemma-100-9-mod.xml.minion.conv.minion,1,0.98,0.026747,0.98,0.99,96,147,96,0,0.9866,0.996543,96,96,100,0.02,0.02,0.996566,100,100,96,98.66,9,7350,9,0.99,0.98,11.111111,9,10,9,96,11,0.004737
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333,0.22283,0.833333,0.916667,96,15,96,0,0.888889,0.96835,96,96,12,0.166667,0.166667,0.969697,12,12,96,10.666667,9,90,9,0.916667,0.833333,11.111111,9,10,9,96,11,0.039284
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667,0.178178,0.933333,0.933333,96,19.6,96,0,0.915556,0.980464,96,96,15,0.133333,0.133333,0.980952,15,15,96,13.733333,9,147,9,0.933333,0.866667,11.111111,9,10,9,96,11,0.029481
lemma-20-9-mod.xml.minion.conv.minion,1,0.9,0.134387,0.9,0.95,96,27,96,0,0.93,0.978122,96,96,20,0.1,0.1,0.978947,20,20,96,18.6,9,270,9,0.95,0.9,11.111111,9,10,9,96,11,0.024495
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333,0.089536,0.933333,0.966667,96,42,96,0,0.955556,0.988262,96,96,30,0.066667,0.066667,0.988506,30,30,96,28.666667,9,630,9,0.966667,0.933333,11.111111,9,10,9,96,11,0.015713
lemma-50-9-mod.xml.minion.conv.minion,1,0.96,0.053616,0.96,0.98,96,72,96,0,0.9728,0.992549,96,96,50,0.04,0.04,0.992653,50,50,96,48.64,9,1800,9,0.98,0.96,11.111111,9,10,9,96,11,0.0096
magicSquare-10_glb.xml.minion.conv.minion,1,0.99,0.768242,0.99,0.99,495.466667,5.4,484,0,0.99,1,484,484,100,0.12,0.12,1,100,100,484,99,100,45,100,0.99,0.99,46.501557,100,39.6,100,1000,44.8,0
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736,0.749851,0.991736,0.991736,500.408163,5.363636,490,0,0.991736,1,490,490,121,0.109462,0.109462,1,121,121,490,120,121,49,121,0.991736,0.991736,44.317237,121,38,121,1000,44,0
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056,0.731691,0.993056,0.993056,505.509434,5.333333,496,0,0.993056,1,496,496,144,0.100629,0.100629,1,144,144,496,143,144,53,144,0.993056,0.993056,?,144,?,144,1000,?,0
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083,0.713891,0.994083,0.994083,538.245614,5.307692,530,0,0.994083,1,530,530,169,0.093117,0.093117,1,169,169,530,168,169,57,169,0.994083,0.994083,?,169,?,169,1000,?,0
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898,0.696537,0.994898,0.994898,504.262295,5.285714,496,0,0.994898,1,496,496,196,0.086651,0.086651,1,196,196,496,195,196,61,196,0.994898,0.994898,?,196,?,196,1000,?,0
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556,0.679685,0.995556,0.995556,499.815385,5.266667,492,0,0.995556,1,492,492,225,0.081026,0.081026,1,225,225,492,224,225,65,225,0.995556,0.995556,?,225,?,225,1000,?,0
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094,0.663366,0.996094,0.996094,517.101449,5.25,510,0,0.996094,1,510,510,256,0.076087,0.076087,1,256,256,510,255,256,69,256,0.996094,0.996094,?,256,?,256,1000,?,0
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654,0.647597,0.99654,0.99654,491.068493,5.235294,484,0,0.99654,1,484,484,289,0.071716,0.071716,1,289,289,484,288,289,73,289,0.99654,0.99654,?,289,?,289,1000,?,0
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914,0.632382,0.996914,0.996914,520.311688,5.222222,514,0,0.996914,1,514,514,324,0.067821,0.067821,1,324,324,514,323,324,77,324,0.996914,0.996914,?,324,?,324,1000,?,0
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723,0.617717,0.99723,0.99723,487.407407,5.210526,481,0,0.99723,1,481,481,361,0.064327,0.064327,1,361,361,481,360,361,81,361,0.99723,0.99723,?,361,?,361,1000,?,0
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889,0.873959,0.888889,0.888889,484,6.333333,452,0,0.888889,1,452,452,9,0.372549,0.372549,1,9,9,452,8,9,17,9,0.888889,0.888889,34.583682,9,25.2,9,996,33.333333,0
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375,0.865625,0.9375,0.9375,498.095238,6,473,0,0.9375,1,473,473,16,0.285714,0.285714,1,16,16,473,15,16,21,16,0.9375,0.9375,39.081045,16,30,16,1000,38.285714,0
magicSquare-5_glb.xml.minion.conv.minion,1,0.96,0.853642,0.96,0.96,541.12,5.8,522,0,0.96,1,522,522,25,0.232,0.232,1,25,25,522,24,25,25,25,0.96,0.96,40.358477,25,31.6,25,1000,40,0
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222,0.83897,0.972222,0.972222,521.103448,5.666667,504,0,0.972222,1,504,504,36,0.195402,0.195402,1,36,36,504,35,36,29,36,0.972222,0.972222,44.840709,36,38.285714,36,1000,44.8,0
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592,0.822485,0.979592,0.979592,537.454545,5.571429,523,0,0.979592,1,523,523,49,0.168831,0.168831,1,49,49,523,48,49,33,49,0.979592,0.979592,45.02285,49,37.6,49,1000,44.8,0
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375,0.804881,0.984375,0.984375,520.324324,5.5,507,0,0.984375,1,507,507,64,0.148649,0.148649,1,64,64,507,63,64,37,64,0.984375,0.984375,44.515632,64,36.4,64,1000,44.8,0
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654,0.786675,0.987654,0.987654,528.780488,5.444444,517,0,0.987654,1,517,517,81,0.132791,0.132791,1,81,81,517,80,81,41,81,0.987654,0.987654,45.930689,81,37.2,81,1000,45.2,0
mug100-1-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324,0,0.0332,0.371667,324,324,100,0.02,0.02,0.033535,100,100,324,3.32,3,166,3,0.04,0.03,33.333333,3,32,3,324,33,0.004665
mug100-1-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263,0,0.0332,0.371667,263,263,100,0.02,0.02,0.033535,100,100,263,3.32,4,166,4,0.04,0.03,25,4,26,4,263,27,0.004665
mug100-25-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324,0,0.0332,0.37,324,324,100,0.02,0.02,0.033535,100,100,324,3.32,3,166,3,0.04,0.03,33.333333,3,32,3,324,33,0.004665
mug100-25-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263,0,0.0332,0.37,263,263,100,0.02,0.02,0.033535,100,100,263,3.32,4,166,4,0.04,0.03,25,4,26,4,263,27,0.004665
mug88-1-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324,0,0.037707,0.348485,324,324,88,0.022727,0.022727,0.03814,88,88,324,3.318182,3,146,3,0.045455,0.034091,33.333333,3,32,3,324,33,0.005293
mug88-1-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263,0,0.037707,0.348485,263,263,88,0.022727,0.022727,0.03814,88,88,263,3.318182,4,146,4,0.045455,0.034091,25,4,26,4,263,27,0.005293
mug88-25-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324,0,0.037707,0.367424,324,324,88,0.022727,0.022727,0.03814,88,88,324,3.318182,3,146,3,0.045455,0.034091,33.333333,3,32,3,324,33,0.005293
mug88-25-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263,0,0.037707,0.367424,263,263,88,0.022727,0.022727,0.03814,88,88,263,3.318182,4,146,4,0.045455,0.034091,25,4,26,4,263,27,0.005293
myciel3-3.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,324,3.636364,324,0,0.330579,0,324,324,11,0.181818,0.181818,0.363636,11,11,324,3.636364,3,20,3,0.454545,0.272727,33.333333,3,32,3,324,33,0.058439
myciel3-4.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,263,3.636364,263,0,0.330579,0,263,263,11,0.181818,0.181818,0.363636,11,11,263,3.636364,4,20,4,0.454545,0.272727,25,4,26,4,263,27,0.058439
myciel4-4.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,263,6.173913,263,0,0.268431,0,263,263,23,0.086957,0.086957,0.280632,23,23,263,6.173913,4,71,4,0.478261,0.173913,25,4,26,4,263,27,0.083732
myciel4-5.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,184,6.173913,184,0,0.268431,0,184,184,23,0.086957,0.086957,0.280632,23,23,184,6.173913,5,71,5,0.478261,0.173913,20,5,17,5,184,21,0.083732
myciel5-4.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,263,10.042553,263,0,0.213671,0,263,263,47,0.042553,0.042553,0.218316,47,47,263,10.042553,4,236,4,0.489362,0.106383,25,4,26,4,263,27,0.093411
myciel5-5.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,184,10.042553,184,0,0.213671,0,184,184,47,0.042553,0.042553,0.218316,47,47,184,10.042553,5,236,5,0.489362,0.106383,20,5,17,5,184,21,0.093411
myciel5-6.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,169,10.042553,169,0,0.213671,0,169,169,47,0.042553,0.042553,0.218316,47,47,169,10.042553,6,236,6,0.489362,0.106383,16.666667,6,14,6,169,18,0.093411
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,324,10.042553,324,236,0.213671,0,324,324,47,0.042553,0.042553,0.218316,47,47,324,10.042553,3,236,3,0.489362,0.106383,33.333333,3,32,3,324,33,0.093411
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,263,10.042553,263,236,0.213671,0,263,263,47,0.042553,0.042553,0.218316,47,47,263,10.042553,4,236,4,0.489362,0.106383,25,4,26,4,263,27,0.093411
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,184,10.042553,184,236,0.213671,0,184,184,47,0.042553,0.042553,0.218316,47,47,184,10.042553,5,236,5,0.489362,0.106383,20,5,17,5,184,21,0.093411
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,169,10.042553,169,236,0.213671,0,169,169,47,0.042553,0.042553,0.218316,47,47,169,10.042553,6,236,6,0.489362,0.106383,16.666667,6,14,6,169,18,0.093411
myciel6-4.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,263,15.894737,263,0,0.167313,0,263,263,95,0.021053,0.021053,0.169093,95,95,263,15.894737,4,755,4,0.494737,0.063158,25,4,26,4,263,27,0.093085
myciel6-5.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,184,15.894737,184,0,0.167313,0,184,184,95,0.021053,0.021053,0.169093,95,95,184,15.894737,5,755,5,0.494737,0.063158,20,5,17,5,184,21,0.093085
myciel6-6.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,169,15.894737,169,0,0.167313,0,169,169,95,0.021053,0.021053,0.169093,95,95,169,15.894737,6,755,6,0.494737,0.063158,16.666667,6,14,6,169,18,0.093085
myciel6-7.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,154,15.894737,154,0,0.167313,0,154,154,95,0.021053,0.021053,0.169093,95,95,154,15.894737,7,755,7,0.494737,0.063158,14.285714,7,13,7,154,13,0.093085
myciel7-4.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,263,24.712042,263,0,0.129382,0,263,263,191,0.010471,0.010471,0.130063,191,191,263,24.712042,4,2360,4,0.497382,0.036649,25,4,26,4,263,27,0.086925
myciel7-5.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,184,24.712042,184,0,0.129382,0,184,184,191,0.010471,0.010471,0.130063,191,191,184,24.712042,5,2360,5,0.497382,0.036649,20,5,17,5,184,21,0.086925
myciel7-6.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,169,24.712042,169,0,0.129382,0,169,169,191,0.010471,0.010471,0.130063,191,191,169,24.712042,6,2360,6,0.497382,0.036649,16.666667,6,14,6,169,18,0.086925
myciel7-7.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,154,24.712042,154,0,0.129382,0,154,154,191,0.010471,0.010471,0.130063,191,191,154,24.712042,7,2360,7,0.497382,0.036649,14.285714,7,13,7,154,13,0.086925
myciel7-8.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,136,24.712042,136,0,0.129382,0,136,136,191,0.010471,0.010471,0.130063,191,191,136,24.712042,8,2360,8,0.497382,0.036649,12.5,8,9,8,136,13,0.086925
nmr_10_10_3.minion,1,0.99,0.442616,0.99,0.99,40.088106,84.6,36,0,0.99,1,36,36,100,0.04141,0.04141,1,100,100,36,99,3,2043,3,0.99,0.99,4.861771,3,3.469565,3,500,5.27381,0
nmr_10_10_4.minion,1,0.99,0.442616,0.99,0.99,24.281938,84.6,20,0,0.99,1,20,20,100,0.04141,0.04141,1,100,100,20,99,4,2043,4,0.99,0.99,2.174831,4,1.702381,4,506,2.130952,0
nmr_10_10_5.minion,1,0.99,0.442616,0.99,0.99,15.237885,84.6,11,0,0.99,1,11,11,100,0.04141,0.04141,1,100,100,11,99,5,2043,5,0.99,0.99,2.586008,5,1.969925,5,492,2.428571,0
nmr_10_11_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796,93.618182,36,0,0.990909,1,36,36,110,0.037537,0.037537,1,110,110,36,109,3,2494,3,0.990909,0.990909,4.794647,3,3.376344,3,513,5.225806,0
nmr_10_11_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166,93.618182,20,0,0.990909,1,20,20,110,0.037537,0.037537,1,110,110,20,109,4,2494,4,0.990909,0.990909,2.034721,4,1.569892,4,506,1.976923,0
nmr_10_11_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394,93.618182,11,0,0.990909,1,11,11,110,0.037537,0.037537,1,110,110,11,109,5,2494,5,0.990909,0.990909,2.551472,5,1.922535,5,515,2.377193,0
nmr_10_12_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719,102.633333,36,0,0.991667,1,36,36,120,0.034326,0.034326,1,120,120,36,119,3,2990,3,0.991667,0.991667,4.599493,3,3.113043,3,504,5.065421,0
nmr_10_12_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686,102.633333,20,0,0.991667,1,20,20,120,0.034326,0.034326,1,120,120,20,119,4,2990,4,0.991667,0.991667,1.883928,4,1.419162,4,506,1.832168,0
nmr_10_12_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522,102.633333,11,0,0.991667,1,11,11,120,0.034326,0.034326,1,120,120,11,119,5,2990,5,0.991667,0.991667,2.365107,5,1.743316,5,505,2.171779,0
