@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1322153318-039.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,207,178,177,191.686,1000,55.6,0.005,191,46.1333,0.0121,0.0036,0.474,1.0627,190.842,0.0015,206,0.0003,3,0.001,41,0.0726,0.0065,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1924575376-025.cnf,1,2040,2025,0.0065,463,0.013,0.0066,0.0066,103,0.0031,113,94,93,102.95,480,14.9697,0.0108,103,12.2981,0.0049,0.0025,0.3274,0.9374,102.954,0.0491,112,0,4,0.0288,3887,0.074,0.0138,0.0801
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S883878972-08.cnf,1,54600,54261,0.0002,12658,0.0005,0.0002,0.0002,2753,0.0001,2792,0,2693,2490.5,13000,491.1,0.0005,2758.5,245.294,0.0001,0,0.229,0.698,2752.29,0.0463,2806,0,5.0348,0.0275,12,0.3517,0.0006,0.0779
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1805843968-06.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,29,0.0024,35,24,24,29.6862,180,16.5992,0.0389,29,16.8099,0.0117,0.0346,0.6317,1.6386,29.6253,0.0001,36,0.0015,2,0.0001,4171,0.1499,0.0435,0.0001
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S142115187-18.UNSAT.shuffled.cnf,1,2556,2556,0.0417,120,0.0453,0.0417,0.0417,24,0.0075,29,19,19,23.9765,120,10.0527,0.0417,24,9.1683,0.0434,0.0321,0.5537,1.535,23.952,0.0009,29,0.0031,2.9496,0.0007,4205,0.156,0.052,0.0015
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S839983432-073.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0054,16,10,10,12.8824,75,9.3467,0.0933,13,8.8876,0.0111,0.0843,0.6756,2.0522,12.9145,0,16,0.0037,2,0,4431,0.2047,0.102,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,1615,1605,0.0082,368,0.0161,0.0083,0.0083,82,0.004,90,73,74,81.8984,380,13.5078,0.0136,82,11.1652,0.0062,0.0031,0.3291,0.9625,82.0337,0.0413,90,0.0006,4,0.0252,3947,0.0818,0.0174,0.0699
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S678706275-057.cnf,1,18000,18000,0.0056,900,0.018,0.0056,0.0056,172,0.001,184,159,158,172.089,900,50.4513,0.0056,172,41.3494,0.0119,0.0033,0.4821,1.0539,171.58,0.0015,186,0.0003,3,0.001,48,0.0745,0.0071,0.0022
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,25500,25500,0.0233,300,0.0117,0.0233,0.0233,49,0.0015,57,42,42,49.5932,300,25.7282,0.0233,50,25.9683,0.0117,0.0209,0.6149,1.4843,49.1098,0.0001,57,0.0008,2.0067,0.0001,134,0.1199,0.0263,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1258122549-031.cnf,1,2125,2116,0.0061,491,0.0121,0.0062,0.0062,110,0.003,119,100,99,109.37,500,17.2444,0.0081,109,13.9972,0.0047,0.0024,0.3192,0.9317,109.385,0.0477,119,0.0005,4,0.0305,3860,0.0705,0.0123,0.0771
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1138392605-05-UNKNOWN.cnf,1,4234,4185,0.0018,1120,0.0052,0.0026,0.0026,245,0.0013,259,231,228,244.285,1170,30.9466,0.0045,244,24.4825,0.0005,0.0002,0.2826,0.7592,244.211,0.0654,259,0,4.7945,0.0407,883,0.0459,0.0081,0.1095
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1344401737-18.SAT.shuffled.cnf,1,4005,4005,0.1556,45,0.011,0.1556,0.1556,8,0.0101,11,6,6,8.1217,45,6.236,0.1556,8,5.4843,0.011,0.1396,0.7149,2.3235,8.1744,0,11,0.007,2,0,4619,0.2428,0.1705,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1243695187-06.cnf,1,22000,22000,0.0045,1100,0.0153,0.0045,0.0045,211,0.0008,224,195,198,210.637,1100,59.4949,0.0045,210,47.3878,0.0103,0.003,0.4714,1.0429,211.167,0.0015,226,0.0003,3,0.001,37,0.0567,0.006,0.0023
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,8010,8010,0.0778,90,0.0111,0.0778,0.0778,15,0.005,19,12,12,15.34,90,10.7083,0.0778,15,10.6713,0.0111,0.0714,0.6641,1.9209,15.1919,0,19,0.0034,2,0,4321,0.1884,0.0864,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0023,39,27,27,33.1786,200,17.7833,0.035,33,17.9339,0.0117,0.0316,0.627,1.588,33.1474,0.0001,39,0.0014,2,0.0001,3823,0.1445,0.0392,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0086,11,6,6,8.88,50,6.8908,0.14,9,6.446,0.011,0.1283,0.7046,2.2228,8.8453,0,12,0.0056,2,0,4570,0.2286,0.1508,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1274869912-15.cnf,1,42000,41721,0.0003,9754,0.0006,0.0003,0.0003,2125,0.0002,2164,2048,2083,2013.78,10000,383.667,0.0006,2126.5,169.792,0.0001,0,0.2427,0.7143,2125.38,0.0462,2166,0,5.0092,0.0277,16,0.2502,0.0008,0.0788
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,67200,66744,0.0002,15590,0.0004,0.0002,0.0002,3413.5,0.0001,3494,3294,3339,3375.38,16000,430.5,0.0004,3373,277.125,0,0,0.2356,0.5715,3418.81,0.048,3421,0,5.1713,0.0281,9,0.0134,0.0006,0.0798
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1,30000,30000,0.0033,1500,0.0117,0.0033,0.0033,286.5,0.0006,302,271,270,286.711,1500,84.0995,0.0033,288,62.8806,0.0076,0.002,0.467,1.0083,286.896,0.0015,304,0.0002,3,0.001,24,0.083,0.0046,0.0022
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1301714489-09.UNSAT.shuffled.cnf,1,2769,2769,0.0385,130,0.0449,0.0385,0.0385,26,0.0068,31,21,21,25.7077,130,11.2626,0.0385,26,10.3191,0.043,0.03,0.5495,1.5078,25.713,0.001,31,0.0036,2.9767,0.0007,4203,0.1507,0.0491,0.0016
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1631976568-086.UNKNOWN.cnf,1,2769,2745,0.0047,636,0.0094,0.0048,0.0048,138.5,0.0023,150,128,127,138.846,650,26.298,0.0079,139,20.6296,0.0036,0.0018,0.3009,0.8968,138.477,0.038,149,0.0004,4.0031,0.0217,3718,0.0653,0.0095,0.0695
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S969405384-096-UNKNOWN.cnf,1,30000,30000,0.0033,1500,0.0117,0.0033,0.0033,290,0.0006,306,270,273,284.934,1500,81.9669,0.0033,288,62.1567,0.0084,0.0023,0.466,0.9966,289.299,0.0016,303,0.0003,3,0.001,24,0.0934,0.0044,0.0023
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1540370200-13.SAT.shuffled.cnf,1,2556,2542,0.0051,585,0.0103,0.0052,0.0052,129,0.0026,140,118,119,129.243,600,22.0501,0.0085,129,17.4788,0.0039,0.002,0.3075,0.9137,129.35,0.0461,140,0.0004,4,0.0245,3808,0.0679,0.0106,0.0757
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1551099861-042.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0065,14,8,8,11.3371,65,8.4204,0.1077,11,7.9007,0.0111,0.0971,0.6843,2.1194,11.3073,0,15,0.0043,2,0,4459,0.2137,0.1174,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,2343,2329,0.0056,535,0.0113,0.0057,0.0057,118,0.0027,128,107,108,117.515,550,21.6133,0.0093,117,17.4239,0.0043,0.0021,0.3127,0.9233,117.596,0.0397,128,0.0004,4.0037,0.0236,3829,0.071,0.0146,0.0722
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1085378176-050.cnf,1,11900,11900,0.05,140,0.0117,0.05,0.05,23,0.0031,28,19,18,23.4291,140,13.4316,0.05,23,13.3635,0.0117,0.0457,0.642,1.7281,23.2223,0.0001,28,0.0018,2,0.0001,4323,0.1607,0.055,0.0001
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S167199451-11.UNSAT.shuffled.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0065,15,9,9,12.0792,70,8.9385,0.1,12,8.721,0.0111,0.0905,0.6794,2.0302,12.0493,0,15,0.0045,2,0,4442,0.2089,0.1067,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1555503917-029.cnf,1,1955,1946,0.0066,452,0.0132,0.0067,0.0067,100,0.0033,109,90,90,99.8872,460,16.1381,0.0111,100,13.2092,0.0041,0.0021,0.3265,0.9241,99.8073,0.0419,109,0.0005,4,0.0274,3870,0.0757,0.0149,0.0754
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S811174248-16.cnf,1,22000,22000,0.0045,1100,0.0153,0.0045,0.0045,209,0.0009,226,197,195,211.913,1100,57.4235,0.0045,212,47.5234,0.0104,0.0031,0.475,1.0295,208.987,0.0015,227,0.0003,3,0.001,36,0.055,0.006,0.0024
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,4450,4450,0.14,50,0.011,0.14,0.14,9,0.0094,12,6,6,8.839,50,6.8544,0.14,9,6.3595,0.011,0.129,0.7048,2.2103,8.8802,0.0001,12,0.0063,2,0,4564,0.2312,0.1544,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2034423571-08.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0014,146,122,122,134.386,700,39.9048,0.0071,135,32.6226,0.0154,0.0046,0.4886,1.1028,133.764,0.0015,147,0.0004,3,0.001,68,0.0817,0.0097,0.0022
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0063,15,9,9,12.0975,70,8.8507,0.1,12,8.5896,0.0111,0.0902,0.6799,2.0385,11.9611,0,15,0.0047,2,0,4449,0.2058,0.1093,0.0001
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,84000,83502,0.0002,19529,0.0003,0.0002,0.0002,4235,0.0001,4289,0,4186,3388.8,20000,1016,0.0003,4214,982,0,0,0.2287,0.8487,3921.31,0.0471,4231,0,5.5918,0.0276,7,0.5591,0.0004,0.0798
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S975048338-088.cnf,1,2380,2372,0.0054,551,0.0108,0.0055,0.0055,122,0.0026,132,111,111,121.652,560,21.0545,0.0073,122,16.7637,0.0042,0.0021,0.3105,0.9059,121.599,0.0435,132,0.0004,4,0.0254,3803,0.07,0.0122,0.0733
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S871621203-03.cnf,1,11900,11900,0.05,140,0.0117,0.05,0.05,23,0.003,28,18,19,23.2831,140,13.2194,0.05,23,13.2649,0.0117,0.0451,0.6469,1.7047,23.2997,0.0001,28,0.0018,2,0.0001,4256,0.1645,0.0554,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S809967194-078.cnf,1,2380,2364,0.0055,544,0.0111,0.0056,0.0056,121,0.0028,131,110,110,120.386,560,17.3784,0.0092,120,14.2083,0.0042,0.0021,0.3177,0.9016,120.635,0.0459,131,0.0004,4,0.03,3844,0.0666,0.0131,0.08
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S142096783-019.cnf,1,1700,1692,0.0077,392,0.0151,0.0077,0.0077,87,0.0039,96,78,78,86.7205,400,14.9596,0.0102,87,12.4437,0.0035,0.0018,0.3306,0.9631,86.7535,0.0419,96,0.0006,4,0.025,3917,0.0799,0.0165,0.0767
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1519323913-01.UNSAT.shuffled.cnf,1,2343,2330,0.0056,537,0.0112,0.0057,0.0057,117,0.0028,127,107,107,117.316,550,24.8818,0.0093,117,19.7764,0.0026,0.0013,0.3056,0.9394,117.284,0.0398,127,0,4.0112,0.0212,3850,0.0691,0.0124,0.0699
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1950672055-10.SAT.shuffled.cnf,1,1912,1901,0.0068,439,0.0136,0.0069,0.0069,97,0.0035,107,88,88,97.3219,450,15.9607,0.0114,97,13.0604,0.0058,0.0026,0.3283,0.9497,97.3022,0.0475,106,0.0005,4,0.0278,3892,0.0754,0.0147,0.0735
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S309048450-11.SAT.shuffled.cnf,1,1704,1704,0.0625,80,0.0463,0.0625,0.0625,16,0.0131,20,13,13,16.3005,80,7.3394,0.0625,16,6.4474,0.0452,0.0493,0.5828,1.6984,16.2181,0.0011,20,0.0076,2.1392,0.0008,4392,0.1845,0.0769,0.0016
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S449511205-064.cnf,1,2295,2282,0.0057,526,0.0114,0.0058,0.0058,116,0.0029,127,106,106,116.161,540,19.4149,0.0076,116,15.3648,0.0053,0.0026,0.3194,0.9286,116.462,0.0438,126,0.0004,4.0038,0.0261,3857,0.0716,0.0123,0.0763
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1804595013-08-SAT.cnf,1,2280,2208,0.0035,576,0.0103,0.0052,0.0052,125,0.0026,136,114,115,124.872,630,17.7524,0.0104,125,14.8033,0.0032,0.0018,0.2973,0.855,125.324,0.0614,135,0,4.0365,0.0331,3953,0.0656,0.0149,0.107
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1040456712-073.cnf,1,1917,1917,0.0556,90,0.0459,0.0556,0.0556,18,0.0102,22,14,14,18.0719,90,8.3307,0.0556,18,7.4617,0.0443,0.0438,0.5724,1.635,18.143,0.001,22,0.0068,2.5843,0.0007,4325,0.1735,0.0725,0.0014
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1546827657-01.UNSAT.shuffled.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0054,16,10,10,12.8638,75,9.4892,0.0933,13,9.0681,0.0111,0.0851,0.6745,2.0412,12.8645,0,16,0.003,2,0,4386,0.2058,0.1046,0.0001
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S619136916-059-UNKNOWN.cnf,1,63000,62533,0.0002,14599,0.0004,0.0002,0.0002,3194,0.0001,3235,0,3123,2828.89,15000,617.333,0.0004,3175,252.882,0,0,0.2363,0.7118,3182.88,0.0468,3228,0,5.3983,0.028,10,0.3754,0.0006,0.0786
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2054549948-012.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,207,176,178,191.444,1000,54.7778,0.005,191,44.8768,0.0124,0.0034,0.4803,1.0313,191.681,0.0014,207,0.0004,3,0.001,44,0.0623,0.0066,0.0022
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1352949000-03-SAT.cnf,1,12014,10507,0.0006,3350,0.0018,0.0009,0.0009,707,0.0004,732,679,680,703.486,4500,61.8446,0.003,704,54.1699,0.0001,0.0001,0.1992,0.5641,701.647,0.1016,728,0,5.7014,0.0569,1279,0.0282,0.0039,0.1665
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,30000,30000,0.0033,1500,0.0117,0.0033,0.0033,289,0.0006,303,269,269,285.984,1500,84.3239,0.0033,287,63.8228,0.0086,0.0024,0.4702,0.9907,287.234,0.0015,305,0.0002,3,0.001,23,0.0805,0.0043,0.0023
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S102181364-052.cnf,1,2343,2343,0.0455,110,0.0455,0.0455,0.0455,22,0.0088,27,17,18,21.9639,110,9.8118,0.0455,22,8.9381,0.0427,0.0359,0.561,1.5684,21.9935,0.001,27,0.0051,2.9083,0.0007,4250,0.1619,0.0568,0.0014
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,210000,208588,0.0001,48797,0.0001,0.0001,0.0001,10640,0,10640,10680,10595,10680,49999,1961,0.0001,10680,1396.33,0,0,0.2345,0.9292,10672,0.047,10680,0,6,0.0278,3,0,0.0002,0.0789
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S2060375179-19-SAT.cnf,1,17354,14753,0.0004,4732,0.0013,0.0006,0.0006,989.5,0.0003,1023,971,962,993.667,6500,63.3656,0.0019,993,56.8636,0.0001,0.0001,0.2053,0.5138,991.291,0.1055,1019,0,5.9109,0.0603,362,0.0214,0.002,0.1704
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S640027679-08.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0025,36,24,24,29.5633,180,16.6588,0.0389,29,16.7727,0.0117,0.0354,0.6321,1.6455,30.0155,0.0001,35,0.0016,2,0.0001,4189,0.1464,0.0439,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S837858872-05.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,192,0.001,207,178,176,191.414,1000,55.0033,0.005,192,45.1451,0.0117,0.0033,0.476,1.0344,191.731,0.0015,205,0.0003,3,0.0011,41,0.0836,0.0069,0.0022
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1665384822-14-SAT.cnf,1,4026,3764,0.0018,1103,0.0054,0.0027,0.0027,237,0.0013,252,221,222,235.785,1295,23.0748,0.0073,236,19.8482,0.0008,0.0005,0.277,0.718,236.933,0.0858,250,0,4.8966,0.0474,3748,0.0567,0.0104,0.1432
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,14,0.0055,17,10,10,13.723,80,9.7027,0.0875,14,9.5417,0.0111,0.0802,0.6707,1.9705,13.7769,0,17,0.0035,2,0,4372,0.2001,0.0938,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1227285183-04.cnf,1,22000,22000,0.0045,1100,0.0152,0.0045,0.0045,213,0.0008,225,196,195,210.47,1100,58.8464,0.0045,209,50.4147,0.0109,0.0032,0.4761,1.0288,210.82,0.0015,225,0.0003,3,0.001,37,0.0566,0.0062,0.0023
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,25000,25000,0.004,1250,0.0137,0.004,0.004,238,0.0007,254,223,225,238.708,1250,65.827,0.004,239,53.396,0.0098,0.0027,0.4707,1,237.748,0.0015,252,0.0002,3,0.001,31,0.0482,0.0054,0.0023
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1127319144-058.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.002,43,30,30,36.236,220,19.833,0.0318,36,19.8646,0.0117,0.0282,0.623,1.5701,36.3275,0.0001,43,0.0012,2,0.0001,332,0.1395,0.0351,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S512486692-050.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0067,15,9,9,12.1158,70,8.8344,0.1,12,8.4869,0.0111,0.091,0.6778,2.0525,12.0808,0,15,0.0045,2,0,4396,0.2072,0.1098,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S486178562-011.cnf,1,2210,2204,0.0058,513,0.0116,0.0059,0.0059,113,0.003,123,103,103,112.843,520,20.8379,0.0078,113,16.8515,0.0045,0.0023,0.3123,0.9215,113.019,0.0423,123,0,4.0039,0.022,3813,0.0715,0.0127,0.0728
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,2556,2543,0.0051,585,0.0103,0.0052,0.0052,128,0.0025,140,118,118,129.346,600,24.2575,0.0068,130,18.914,0.0039,0.002,0.3096,0.9008,128.488,0.0412,140,0.0004,4.0034,0.0242,3818,0.0669,0.0102,0.069
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,1917,1907,0.0068,439,0.0136,0.0069,0.0069,98,0.0033,107,88,88,97.5986,450,14.206,0.0114,98,11.8322,0.0058,0.0031,0.3263,0.9529,97.7246,0.0443,107,0,4,0.0261,3875,0.077,0.0168,0.0836
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,152,0.0012,166,139,139,153.142,800,45.2019,0.0063,153,39.0423,0.0154,0.0045,0.4856,1.0911,151.849,0.0015,166,0.0004,3,0.0011,56,0.0831,0.0082,0.0022
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2083898043-071.SATISFIABLE.cnf,1,1917,1909,0.0068,440,0.0135,0.0069,0.0069,98,0.0032,107,88,89,97.6276,450,15.8926,0.0114,97,13.0383,0.0052,0.0026,0.3235,0.9374,97.7606,0.047,107,0.0005,4,0.0239,3949,0.0758,0.0141,0.0772
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.006,15,9,9,12.1183,70,8.827,0.1,12,8.5124,0.0111,0.0873,0.678,2.0384,12.1455,0,15,0.0039,2,0,4473,0.211,0.1103,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1139247531-051.cnf,1,1785,1771,0.0074,406,0.0149,0.0075,0.0075,89,0.0037,98,80,80,89.2791,420,14.9805,0.0123,89,12.4947,0.0051,0.0028,0.3243,0.9654,89.1347,0.0445,98,0.0006,4,0.0229,3945,0.0774,0.0175,0.0828
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1839094140-055.cnf,1,58800,58463,0.0002,13673,0.0004,0.0002,0.0002,2999,0.0001,3037,2934,2955,2967.33,14000,338.111,0.0004,2956,247.059,0.0001,0.0001,0.2271,0.4785,2998.59,0.0471,3006,0,5.0124,0.0281,11,0.0098,0.0006,0.0797
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0028,32,22,21,26.5522,160,14.8776,0.0437,27,15.1988,0.0117,0.0393,0.6388,1.6528,26.4483,0.0001,31,0.0017,2,0.0001,4238,0.1429,0.0479,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1695726805-003.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,27,27,33.2126,200,18.0033,0.035,33,18.3162,0.0117,0.0317,0.6278,1.586,32.9814,0.0001,39,0.0014,2,0.0001,3896,0.1445,0.0384,0.0001
