@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC

@DATA
mutex-128-s,1,0.457886,0.555067,11058,0.801584,6866,1.982994,11570,13.90625
mutex-16-s,1,0.459809,0.554286,1314,0.804124,818,1.982574,1378,13.25
mutex-2-s,1,0.488189,0.542857,96,0.842105,62,1.976378,104,8
mutex-32-s,1,0.458686,0.554742,2706,0.802639,1682,1.98282,2834,13.625
mutex-4-s,1,0.46832,0.550838,270,0.815416,170,1.980716,286,11
mutex-64-s,1,0.458149,0.55496,5490,0.80193,3410,1.982937,5746,13.8125
mutex-8-s,1,0.462275,0.553285,618,0.807388,386,1.982036,650,12.5
ncf_16_32_8_d.10,1,0.137012,0.62338,366,0.604159,663,1.923745,2314,42.878099
ncf_16_32_8_d.1,1,0.137012,0.622989,366,0.605164,663,1.923745,2314,42.878099
ncf_16_32_8_d.2,1,0.136729,0.623451,366,0.603974,663,1.923696,2314,43.06405
ncf_16_32_8_d.3,1,0.136448,0.624223,366,0.601993,663,1.923647,2314,43.25
ncf_16_32_8_d.4,1,0.136448,0.623912,366,0.602791,663,1.923647,2314,43.25
ncf_16_32_8_d.5,1,0.13758,0.622372,366,0.606756,663,1.923843,2314,42.506198
ncf_16_32_8_d.6,1,0.137867,0.62269,366,0.605934,663,1.923893,2314,42.320248
ncf_16_32_8_d.7,1,0.13758,0.62347,366,0.603926,663,1.923843,2314,42.506198
ncf_16_32_8_d.8,1,0.137867,0.623555,366,0.603707,663,1.923893,2314,42.320248
ncf_16_32_8_d.9,1,0.136448,0.623212,366,0.60459,663,1.923647,2314,43.25
ncf_16_32_8_edau.10,1,0.137012,0.62338,366,0.604159,663,1.923745,2314,33.969008
ncf_16_32_8_edau.1,1,0.137012,0.622989,366,0.605164,663,1.923745,2314,33.969008
ncf_16_32_8_edau.2,1,0.136729,0.623451,366,0.603974,663,1.923696,2314,34.088843
ncf_16_32_8_edau.3,1,0.136448,0.624223,366,0.601993,663,1.923647,2314,34.208678
ncf_16_32_8_edau.4,1,0.136448,0.623912,366,0.602791,663,1.923647,2314,34.208678
ncf_16_32_8_edau.5,1,0.13758,0.622372,366,0.606756,663,1.923843,2314,33.729339
ncf_16_32_8_edau.6,1,0.137867,0.62269,366,0.605934,663,1.923893,2314,33.609504
ncf_16_32_8_edau.7,1,0.13758,0.62347,366,0.603926,663,1.923843,2314,33.729339
ncf_16_32_8_edau.8,1,0.137867,0.623555,366,0.603707,663,1.923893,2314,33.609504
ncf_16_32_8_edau.9,1,0.136448,0.623212,366,0.60459,663,1.923647,2314,34.208678
ncf_16_32_8_euad.10,1,0.137012,0.62338,366,0.604159,663,1.923745,2314,42.878099
ncf_16_32_8_euad.1,1,0.137012,0.622989,366,0.605164,663,1.923745,2314,42.878099
ncf_16_32_8_euad.2,1,0.136729,0.623451,366,0.603974,663,1.923696,2314,43.06405
ncf_16_32_8_euad.3,1,0.136448,0.624223,366,0.601993,663,1.923647,2314,43.25
ncf_16_32_8_euad.4,1,0.136448,0.623912,366,0.602791,663,1.923647,2314,43.25
ncf_16_32_8_euad.5,1,0.13758,0.622372,366,0.606756,663,1.923843,2314,42.506198
ncf_16_32_8_euad.6,1,0.137867,0.62269,366,0.605934,663,1.923893,2314,42.320248
ncf_16_32_8_euad.7,1,0.13758,0.62347,366,0.603926,663,1.923843,2314,42.506198
ncf_16_32_8_euad.8,1,0.137867,0.623555,366,0.603707,663,1.923893,2314,42.320248
ncf_16_32_8_euad.9,1,0.136448,0.623212,366,0.60459,663,1.923647,2314,43.25
ncf_16_32_8_u.10,1,0.137012,0.62338,366,0.604159,663,1.923745,2314,33.969008
ncf_16_32_8_u.1,1,0.137012,0.622989,366,0.605164,663,1.923745,2314,33.969008
ncf_16_32_8_u.2,1,0.136729,0.623451,366,0.603974,663,1.923696,2314,34.088843
ncf_16_32_8_u.3,1,0.136448,0.624223,366,0.601993,663,1.923647,2314,34.208678
ncf_16_32_8_u.4,1,0.136448,0.623912,366,0.602791,663,1.923647,2314,34.208678
ncf_16_32_8_u.5,1,0.13758,0.622372,366,0.606756,663,1.923843,2314,33.729339
ncf_16_32_8_u.6,1,0.137867,0.62269,366,0.605934,663,1.923893,2314,33.609504
ncf_16_32_8_u.7,1,0.13758,0.62347,366,0.603926,663,1.923843,2314,33.729339
ncf_16_32_8_u.8,1,0.137867,0.623555,366,0.603707,663,1.923893,2314,33.609504
ncf_16_32_8_u.9,1,0.136448,0.623212,366,0.60459,663,1.923647,2314,34.208678
ncf_8_16_4_d.10,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_d.1,1,0.157369,0.615781,174.666667,0.623954,189,1.901749,662,22.094203
ncf_8_16_4_d.2,1,0.156587,0.617233,174.666667,0.620135,189,1.901408,662,22.311594
ncf_8_16_4_d.3,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,22.094203
ncf_8_16_4_d.4,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,22.094203
ncf_8_16_4_d.5,1,0.158159,0.61658,174.666667,0.621849,189,1.902092,662,21.876812
ncf_8_16_4_d.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_d.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749,662,22.094203
ncf_8_16_4_d.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_d.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408,662,22.311594
ncf_8_16_4_edau.10,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_edau.1,1,0.157369,0.615781,174.666667,0.623954,189,1.901749,662,18.586957
ncf_8_16_4_edau.2,1,0.156587,0.617233,174.666667,0.620135,189,1.901408,662,18.746377
ncf_8_16_4_edau.3,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,18.586957
ncf_8_16_4_edau.4,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,18.586957
ncf_8_16_4_edau.5,1,0.158159,0.61658,174.666667,0.621849,189,1.902092,662,18.427536
ncf_8_16_4_edau.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_edau.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749,662,18.586957
ncf_8_16_4_edau.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_edau.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408,662,18.746377
ncf_8_16_4_euad.10,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_euad.1,1,0.157369,0.615781,174.666667,0.623954,189,1.901749,662,22.094203
ncf_8_16_4_euad.2,1,0.156587,0.617233,174.666667,0.620135,189,1.901408,662,22.311594
ncf_8_16_4_euad.3,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,22.094203
ncf_8_16_4_euad.4,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,22.094203
ncf_8_16_4_euad.5,1,0.158159,0.61658,174.666667,0.621849,189,1.902092,662,21.876812
ncf_8_16_4_euad.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_euad.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749,662,22.094203
ncf_8_16_4_euad.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,21.876812
ncf_8_16_4_euad.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408,662,22.311594
ncf_8_16_4_u.10,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_u.1,1,0.157369,0.615781,174.666667,0.623954,189,1.901749,662,18.586957
ncf_8_16_4_u.2,1,0.156587,0.617233,174.666667,0.620135,189,1.901408,662,18.746377
ncf_8_16_4_u.3,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,18.586957
ncf_8_16_4_u.4,1,0.157369,0.615137,174.666667,0.625654,189,1.901749,662,18.586957
ncf_8_16_4_u.5,1,0.158159,0.61658,174.666667,0.621849,189,1.902092,662,18.427536
ncf_8_16_4_u.6,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_u.7,1,0.157369,0.613849,174.666667,0.629066,189,1.901749,662,18.586957
ncf_8_16_4_u.8,1,0.158159,0.615609,174.666667,0.624408,189,1.902092,662,18.427536
ncf_8_16_4_u.9,1,0.156587,0.615631,174.666667,0.62435,189,1.901408,662,18.746377
nusmv.dme1-16.B-d4-shuffled,1,0.333233,0.571355,639.5,0.750227,1103,2.216918,1375,8
nusmv.queue.B-d4-shuffled,1,0.333323,0.571421,5362,0.750024,10396,2.164193,10970,42.878049
nusmv.reactor^1.C-d4-shuffled,1,0.333321,0.57142,4773,0.750027,9189,2.139437,9830,37.633803
nusmv.reactor^2.C-d4-shuffled,1,0.333321,0.57142,4810,0.750027,9258,2.141458,9908,37
nusmv.reactor^5.C-f4-shuffled,1,0.333321,0.57142,4692,0.750028,9027,2.142013,9668,36.478873
nusmv.syncarb10^2.B-f2,1,0.333211,0.571339,479.5,0.750275,909,2.217009,999,15.8
nusmv.syncarb10^2.B-f3,1,0.333248,0.571366,682.5,0.750192,1305,2.217058,1415,18.16
nusmv.syncarb10^2.B-f4,1,0.333268,0.571381,885.5,0.750147,1701,2.217085,1831,19.733333
nusmv.syncarb5^2.B-f4-shuffled,1,0.333153,0.571296,325.5,0.750406,616,2.174689,681,19.466667
nusmv.tcas^2.B-f2-shuffled,1,0.333321,0.57142,4734,0.750028,9028,2.181983,9766,27.503356
nusmv.tcas^4.B-f3-shuffled,1,0.333326,0.571423,7602.5,0.750017,14623,2.173649,15645,31.836364
nusmv.tcas-t^5.B-f2-shuffled,1,0.333322,0.57142,5018.5,0.750026,9595,2.178698,10337,29.666667
nusmv.tcas-t^6.B-f3-shuffled,1,0.333326,0.571423,7947,0.750016,15310,2.175807,16336,32.733032
par16-1-c-00-shuffled,1,0.194289,0.593912,1106.5,0.683752,1143,1.784804,2530,25.154574
par8-1-c-50-shuffled,1,0.208914,0.595265,189,0.679924,225,1.762303,442,23.84375
par8-2-90-shuffled,1,0.184907,0.592299,763,0.688337,789,1.728381,1876,17.662857
par8-2-c-50-shuffled,1,0.210664,0.595474,200,0.679335,241,1.762238,468,23.882353
par8-3-c-00-shuffled,1,0.194224,0.593722,260.5,0.684289,269,1.783394,596,25.04
par8-3-c-90-shuffled,1,0.226622,0.597218,194.5,0.674432,269,1.747262,464,23.28
par8-4-90-shuffled,1,0.184013,0.5922,765,0.68862,785,1.728786,1880,17.634286
par8-4-c-90-shuffled,1,0.225071,0.597015,172.5,0.675,237,1.745489,412,23.134328
par8-5-c-90-shuffled,1,0.227773,0.597341,192.5,0.674087,269,1.745978,460,23.226667
Qq2k3k3v100v100m1000s10,1,1,0.497167,100,1.011398,1000,3,200,30
Qq2k3k3v100v100m1000s1,1,1,0.498833,100,1.004678,1000,3,200,30
Qq2k3k3v100v100m1000s2,1,1,0.5025,100,0.99005,1000,3,200,30
Qq2k3k3v100v100m1000s3,1,1,0.496667,100,1.013423,1000,3,200,30
Qq2k3k3v100v100m1000s4,1,1,0.505167,100,0.979545,1000,3,200,30
Qq2k3k3v100v100m1000s5,1,1,0.505333,100,0.978892,1000,3,200,30
Qq2k3k3v100v100m1000s6,1,1,0.492333,100,1.031144,1000,3,200,30
Qq2k3k3v100v100m1000s7,1,1,0.504667,100,0.981506,1000,3,200,30
Qq2k3k3v100v100m1000s8,1,1,0.492333,100,1.031144,1000,3,200,30
Qq2k3k3v100v100m1000s9,1,1,0.505,100,0.980198,1000,3,200,30
Qq2k3k3v100v100m1200s10,1,1,0.501667,100,0.993355,1200,3,200,36
Qq2k3k3v100v100m1200s1,1,1,0.496667,100,1.013423,1200,3,200,36
Qq2k3k3v100v100m1200s2,1,1,0.502917,100,0.988401,1200,3,200,36
Qq2k3k3v100v100m1200s3,1,1,0.496944,100,1.012297,1200,3,200,36
Qq2k3k3v100v100m1200s4,1,1,0.50625,100,0.975309,1200,3,200,36
Qq2k3k3v100v100m1200s5,1,1,0.505556,100,0.978022,1200,3,200,36
Qq2k3k3v100v100m1200s6,1,1,0.494167,100,1.023609,1200,3,200,36
Qq2k3k3v100v100m1200s7,1,1,0.499444,100,1.002225,1200,3,200,36
Qq2k3k3v100v100m1200s8,1,1,0.486528,100,1.055381,1200,3,200,36
Qq2k3k3v100v100m1200s9,1,1,0.503889,100,0.984564,1200,3,200,36
Qq2k3k3v100v100m1400s10,1,1,0.500476,100,0.998097,1400,3,200,42
Qq2k3k3v100v100m1400s1,1,1,0.501667,100,0.993355,1400,3,200,42
Qq2k3k3v100v100m1400s2,1,1,0.504286,100,0.983003,1400,3,200,42
Qq2k3k3v100v100m1400s3,1,1,0.497857,100,1.008608,1400,3,200,42
Qq2k3k3v100v100m1400s4,1,1,0.506667,100,0.973684,1400,3,200,42
Qq2k3k3v100v100m1400s5,1,1,0.500238,100,0.999048,1400,3,200,42
Qq2k3k3v100v100m1400s6,1,1,0.496071,100,1.015839,1400,3,200,42
Qq2k3k3v100v100m1400s7,1,1,0.497024,100,1.011976,1400,3,200,42
Qq2k3k3v100v100m1400s8,1,1,0.492381,100,1.030948,1400,3,200,42
Qq2k3k3v100v100m1400s9,1,1,0.503929,100,0.984408,1400,3,200,42
Qq2k3k3v100v100m1600s10,1,1,0.5,100,1,1600,3,200,48
Qq2k3k3v100v100m1600s1,1,1,0.500625,100,0.997503,1600,3,200,48
Qq2k3k3v100v100m1600s2,1,1,0.50625,100,0.975309,1600,3,200,48
Qq2k3k3v100v100m1600s3,1,1,0.497604,100,1.009629,1600,3,200,48
Qq2k3k3v100v100m1600s4,1,1,0.504792,100,0.981015,1600,3,200,48
Qq2k3k3v100v100m1600s5,1,1,0.498438,100,1.00627,1600,3,200,48
Qq2k3k3v100v100m1600s6,1,1,0.494583,100,1.021904,1600,3,200,48
Qq2k3k3v100v100m1600s7,1,1,0.495833,100,1.016807,1600,3,200,48
Qq2k3k3v100v100m1600s8,1,1,0.490417,100,1.039082,1600,3,200,48
Qq2k3k3v100v100m1600s9,1,1,0.502604,100,0.989637,1600,3,200,48
Qq2k3k3v100v100m1800s10,1,1,0.501389,100,0.99446,1800,3,200,54
Qq2k3k3v100v100m1800s1,1,1,0.4975,100,1.01005,1800,3,200,54
Qq2k3k3v100v100m1800s2,1,1,0.505,100,0.980198,1800,3,200,54
Qq2k3k3v100v100m1800s3,1,1,0.498333,100,1.006689,1800,3,200,54
Qq2k3k3v100v100m1800s4,1,1,0.502778,100,0.98895,1800,3,200,54
Qq2k3k3v100v100m1800s5,1,1,0.503056,100,0.987852,1800,3,200,54
Qq2k3k3v100v100m1800s6,1,1,0.493981,100,1.024367,1800,3,200,54
Qq2k3k3v100v100m1800s7,1,1,0.495,100,1.020202,1800,3,200,54
Qq2k3k3v100v100m1800s8,1,1,0.491574,100,1.034281,1800,3,200,54
Qq2k3k3v100v100m1800s9,1,1,0.504074,100,0.983835,1800,3,200,54
Qq2k3k3v100v100m2000s10,1,1,0.502333,100,0.99071,2000,3,200,60
Qq2k3k3v100v100m2000s1,1,1,0.49825,100,1.007025,2000,3,200,60
Qq2k3k3v100v100m2000s2,1,1,0.504667,100,0.981506,2000,3,200,60
Qq2k3k3v100v100m2000s3,1,1,0.500417,100,0.998335,2000,3,200,60
Qq2k3k3v100v100m2000s4,1,1,0.504333,100,0.982816,2000,3,200,60
Qq2k3k3v100v100m2000s5,1,1,0.501083,100,0.995676,2000,3,200,60
Qq2k3k3v100v100m2000s6,1,1,0.492583,100,1.030113,2000,3,200,60
Qq2k3k3v100v100m2000s7,1,1,0.496583,100,1.013761,2000,3,200,60
Qq2k3k3v100v100m2000s8,1,1,0.492083,100,1.032176,2000,3,200,60
Qq2k3k3v100v100m2000s9,1,1,0.50175,100,0.993024,2000,3,200,60
Qq2k3k3v100v100m400s10,1,1,0.502083,100,0.991701,400,3,200,12
Qq2k3k3v100v100m400s1,1,1,0.4925,100,1.030457,400,3,200,12
Qq2k3k3v100v100m400s2,1,1,0.495833,100,1.016807,400,3,200,12
Qq2k3k3v100v100m400s3,1,1,0.492917,100,1.02874,400,3,200,12
Qq2k3k3v100v100m400s4,1,1,0.514583,100,0.94332,400,3,200,12
Qq2k3k3v100v100m400s5,1,1,0.507917,100,0.968827,400,3,200,12
Qq2k3k3v100v100m400s6,1,1,0.490833,100,1.037351,400,3,200,12
Qq2k3k3v100v100m400s7,1,1,0.500833,100,0.996672,400,3,200,12
Qq2k3k3v100v100m400s8,1,1,0.504167,100,0.983471,400,3,200,12
Qq2k3k3v100v100m400s9,1,1,0.503333,100,0.986755,400,3,200,12
Qq2k3k3v100v100m600s10,1,1,0.499444,100,1.002225,600,3,200,18
Qq2k3k3v100v100m600s1,1,1,0.501111,100,0.995565,600,3,200,18
Qq2k3k3v100v100m600s2,1,1,0.509167,100,0.963993,600,3,200,18
Qq2k3k3v100v100m600s3,1,1,0.496389,100,1.01455,600,3,200,18
Qq2k3k3v100v100m600s4,1,1,0.506389,100,0.974767,600,3,200,18
Qq2k3k3v100v100m600s5,1,1,0.501111,100,0.995565,600,3,200,18
Qq2k3k3v100v100m600s6,1,1,0.4925,100,1.030457,600,3,200,18
Qq2k3k3v100v100m600s7,1,1,0.501944,100,0.992252,600,3,200,18
Qq2k3k3v100v100m600s8,1,1,0.494722,100,1.021336,600,3,200,18
Qq2k3k3v100v100m600s9,1,1,0.500278,100,0.99889,600,3,200,18
Qq2k3k3v100v100m800s10,1,1,0.497708,100,1.009209,800,3,200,24
Qq2k3k3v100v100m800s1,1,1,0.500625,100,0.997503,800,3,200,24
Qq2k3k3v100v100m800s2,1,1,0.509583,100,0.962388,800,3,200,24
Qq2k3k3v100v100m800s3,1,1,0.491042,100,1.036487,800,3,200,24
Qq2k3k3v100v100m800s4,1,1,0.503125,100,0.987578,800,3,200,24
Qq2k3k3v100v100m800s5,1,1,0.503958,100,0.984291,800,3,200,24
Qq2k3k3v100v100m800s6,1,1,0.492708,100,1.029598,800,3,200,24
Qq2k3k3v100v100m800s7,1,1,0.504583,100,0.981833,800,3,200,24
Qq2k3k3v100v100m800s8,1,1,0.495625,100,1.017654,800,3,200,24
Qq2k3k3v100v100m800s9,1,1,0.504583,100,0.981833,800,3,200,24
Qq2k3k3v20v20m120s10,1,1,0.526389,20,0.899736,120,3,40,18
Qq2k3k3v20v20m120s1,1,1,0.477778,20,1.093023,120,3,40,18
Qq2k3k3v20v20m120s2,1,1,0.502778,20,0.98895,120,3,40,18
Qq2k3k3v20v20m120s3,1,1,0.490278,20,1.03966,120,3,40,18
Qq2k3k3v20v20m120s4,1,1,0.529167,20,0.889764,120,3,40,18
Qq2k3k3v20v20m120s5,1,1,0.522222,20,0.914894,120,3,40,18
Qq2k3k3v20v20m120s6,1,1,0.511111,20,0.956522,120,3,40,18
Qq2k3k3v20v20m120s7,1,1,0.505556,20,0.978022,120,3,40,18
Qq2k3k3v20v20m120s8,1,1,0.498611,20,1.005571,120,3,40,18
Qq2k3k3v20v20m120s9,1,1,0.505556,20,0.978022,120,3,40,18
Qq2k3k3v20v20m160s10,1,1,0.519792,20,0.923848,160,3,40,24
Qq2k3k3v20v20m160s1,1,1,0.471875,20,1.119205,160,3,40,24
Qq2k3k3v20v20m160s2,1,1,0.505208,20,0.979381,160,3,40,24
Qq2k3k3v20v20m160s3,1,1,0.498958,20,1.004175,160,3,40,24
Qq2k3k3v20v20m160s4,1,1,0.523958,20,0.908549,160,3,40,24
Qq2k3k3v20v20m160s5,1,1,0.522917,20,0.912351,160,3,40,24
Qq2k3k3v20v20m160s6,1,1,0.514583,20,0.94332,160,3,40,24
Qq2k3k3v20v20m160s7,1,1,0.496875,20,1.012579,160,3,40,24
Qq2k3k3v20v20m160s8,1,1,0.509375,20,0.96319,160,3,40,24
Qq2k3k3v20v20m160s9,1,1,0.505208,20,0.979381,160,3,40,24
Qq2k3k3v20v20m200s10,1,1,0.515833,20,0.938611,200,3,40,30
Qq2k3k3v20v20m200s1,1,1,0.485,20,1.061856,200,3,40,30
Qq2k3k3v20v20m200s2,1,1,0.506667,20,0.973684,200,3,40,30
Qq2k3k3v20v20m200s3,1,1,0.5025,20,0.99005,200,3,40,30
Qq2k3k3v20v20m200s4,1,1,0.5125,20,0.95122,200,3,40,30
Qq2k3k3v20v20m200s5,1,1,0.513333,20,0.948052,200,3,40,30
Qq2k3k3v20v20m200s6,1,1,0.511667,20,0.954397,200,3,40,30
Qq2k3k3v20v20m200s7,1,1,0.4975,20,1.01005,200,3,40,30
Qq2k3k3v20v20m200s8,1,1,0.510833,20,0.957586,200,3,40,30
Qq2k3k3v20v20m200s9,1,1,0.504167,20,0.983471,200,3,40,30
Qq2k3k3v20v20m240s10,1,1,0.513889,20,0.945946,240,3,40,36
Qq2k3k3v20v20m240s1,1,1,0.482639,20,1.071942,240,3,40,36
Qq2k3k3v20v20m240s2,1,1,0.501389,20,0.99446,240,3,40,36
Qq2k3k3v20v20m240s3,1,1,0.495139,20,1.019635,240,3,40,36
Qq2k3k3v20v20m240s4,1,1,0.514583,20,0.94332,240,3,40,36
Qq2k3k3v20v20m240s5,1,1,0.511806,20,0.953867,240,3,40,36
Qq2k3k3v20v20m240s6,1,1,0.503472,20,0.986207,240,3,40,36
Qq2k3k3v20v20m240s7,1,1,0.488889,20,1.045455,240,3,40,36
Qq2k3k3v20v20m240s8,1,1,0.511806,20,0.953867,240,3,40,36
Qq2k3k3v20v20m240s9,1,1,0.503472,20,0.986207,240,3,40,36
Qq2k3k3v20v20m280s10,1,1,0.51369,20,0.946698,280,3,40,42
Qq2k3k3v20v20m280s1,1,1,0.485714,20,1.058824,280,3,40,42
Qq2k3k3v20v20m280s2,1,1,0.493452,20,1.026538,280,3,40,42
Qq2k3k3v20v20m280s3,1,1,0.496429,20,1.014388,280,3,40,42
Qq2k3k3v20v20m280s4,1,1,0.504762,20,0.981132,280,3,40,42
Qq2k3k3v20v20m280s5,1,1,0.509524,20,0.962617,280,3,40,42
Qq2k3k3v20v20m280s6,1,1,0.494643,20,1.021661,280,3,40,42
Qq2k3k3v20v20m280s7,1,1,0.494048,20,1.024096,280,3,40,42
Qq2k3k3v20v20m280s8,1,1,0.501786,20,0.992883,280,3,40,42
Qq2k3k3v20v20m280s9,1,1,0.502381,20,0.990521,280,3,40,42
Qq2k3k3v20v20m320s10,1,1,0.504167,20,0.983471,320,3,40,48
Qq2k3k3v20v20m320s1,1,1,0.491146,20,1.036055,320,3,40,48
Qq2k3k3v20v20m320s2,1,1,0.495833,20,1.016807,320,3,40,48
Qq2k3k3v20v20m320s3,1,1,0.491146,20,1.036055,320,3,40,48
Qq2k3k3v20v20m320s4,1,1,0.513542,20,0.947262,320,3,40,48
Qq2k3k3v20v20m320s5,1,1,0.508333,20,0.967213,320,3,40,48
Qq2k3k3v20v20m320s6,1,1,0.497396,20,1.010471,320,3,40,48
Qq2k3k3v20v20m320s7,1,1,0.491146,20,1.036055,320,3,40,48
Qq2k3k3v20v20m320s8,1,1,0.498438,20,1.00627,320,3,40,48
Qq2k3k3v20v20m320s9,1,1,0.504167,20,0.983471,320,3,40,48
Qq2k3k3v20v20m360s10,1,1,0.501389,20,0.99446,360,3,40,54
Qq2k3k3v20v20m360s1,1,1,0.496759,20,1.013048,360,3,40,54
Qq2k3k3v20v20m360s2,1,1,0.494444,20,1.022472,360,3,40,54
Qq2k3k3v20v20m360s3,1,1,0.493519,20,1.026266,360,3,40,54
Qq2k3k3v20v20m360s4,1,1,0.515278,20,0.940701,360,3,40,54
Qq2k3k3v20v20m360s5,1,1,0.505556,20,0.978022,360,3,40,54
Qq2k3k3v20v20m360s6,1,1,0.492593,20,1.030075,360,3,40,54
Qq2k3k3v20v20m360s7,1,1,0.496296,20,1.014925,360,3,40,54
Qq2k3k3v20v20m360s8,1,1,0.499537,20,1.001854,360,3,40,54
Qq2k3k3v20v20m360s9,1,1,0.503704,20,0.985294,360,3,40,54
Qq2k3k3v20v20m400s10,1,1,0.502083,20,0.991701,400,3,40,60
Qq2k3k3v20v20m400s1,1,1,0.4925,20,1.030457,400,3,40,60
Qq2k3k3v20v20m400s2,1,1,0.495833,20,1.016807,400,3,40,60
Qq2k3k3v20v20m400s3,1,1,0.492917,20,1.02874,400,3,40,60
Qq2k3k3v20v20m400s4,1,1,0.514583,20,0.94332,400,3,40,60
Qq2k3k3v20v20m400s5,1,1,0.507917,20,0.968827,400,3,40,60
Qq2k3k3v20v20m400s6,1,1,0.490833,20,1.037351,400,3,40,60
Qq2k3k3v20v20m400s7,1,1,0.500833,20,0.996672,400,3,40,60
Qq2k3k3v20v20m400s8,1,1,0.504167,20,0.983471,400,3,40,60
Qq2k3k3v20v20m400s9,1,1,0.503333,20,0.986755,400,3,40,60
Qq2k3k3v20v20m80s10,1,1,0.54375,20,0.83908,80,3,40,12
Qq2k3k3v20v20m80s1,1,1,0.485417,20,1.060086,80,3,40,12
Qq2k3k3v20v20m80s2,1,1,0.5,20,1,80,3,40,12
Qq2k3k3v20v20m80s3,1,1,0.502083,20,0.991701,80,3,40,12
Qq2k3k3v20v20m80s4,1,1,0.5375,20,0.860465,80,3,40,12
Qq2k3k3v20v20m80s5,1,1,0.520833,20,0.92,80,3,40,12
Qq2k3k3v20v20m80s6,1,1,0.525,20,0.904762,80,3,40,12
Qq2k3k3v20v20m80s7,1,1,0.497917,20,1.008368,80,3,40,12
Qq2k3k3v20v20m80s8,1,1,0.485417,20,1.060086,80,3,40,12
Qq2k3k3v20v20m80s9,1,1,0.491667,20,1.033898,80,3,40,12
Qq2k3k3v50v50m1000s10,1,1,0.497167,50,1.011398,1000,3,100,60
Qq2k3k3v50v50m1000s1,1,1,0.498833,50,1.004678,1000,3,100,60
Qq2k3k3v50v50m1000s2,1,1,0.5025,50,0.99005,1000,3,100,60
Qq2k3k3v50v50m1000s3,1,1,0.496667,50,1.013423,1000,3,100,60
Qq2k3k3v50v50m1000s4,1,1,0.505167,50,0.979545,1000,3,100,60
Qq2k3k3v50v50m1000s5,1,1,0.505333,50,0.978892,1000,3,100,60
Qq2k3k3v50v50m1000s6,1,1,0.492333,50,1.031144,1000,3,100,60
Qq2k3k3v50v50m1000s7,1,1,0.504667,50,0.981506,1000,3,100,60
Qq2k3k3v50v50m1000s8,1,1,0.492333,50,1.031144,1000,3,100,60
Qq2k3k3v50v50m1000s9,1,1,0.505,50,0.980198,1000,3,100,60
Qq2k3k3v50v50m200s10,1,1,0.515833,50,0.938611,200,3,100,12
Qq2k3k3v50v50m200s1,1,1,0.485,50,1.061856,200,3,100,12
Qq2k3k3v50v50m200s2,1,1,0.506667,50,0.973684,200,3,100,12
Qq2k3k3v50v50m200s3,1,1,0.5025,50,0.99005,200,3,100,12
Qq2k3k3v50v50m200s4,1,1,0.5125,50,0.95122,200,3,100,12
Qq2k3k3v50v50m200s5,1,1,0.513333,50,0.948052,200,3,100,12
