@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,17.9275,0.9319,0.6603,0.2877,0.6394,0.0422,2.129
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,1.3403,1.5537,0.8954,0.1711,0.9394,0.2406,1.1314
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,2.2694,1.168,0.6716,0.2227,0.7194,0.1487,1.8072
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,4.5996,0.7543,0.546,0.434,0.5778,0.1489,1.8041
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,5.3172,0.6889,0.4647,0.4606,0.4652,0.1259,1.845
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.423,0.6828,0.9588,0.1855,0.9646,0.0716,0.8577
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,1.7535,0.7742,0.5192,0.4589,0.8274,0.2139,1.3947
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,2.0774,1.0243,0.7403,0.2025,0.8998,0.1666,1.3599
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.0107,0.7802,0.9408,0.5,0.9399,0.0604,1.2151
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,1.5443,0.677,0.3808,0.2404,0.7219,0.1805,1.5225
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.8159,0.848,0.5256,0.2792,0.8689,0.2468,1.2126
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.7117,0.3851,0.9403,0.5,0.9406,0.0178,0.8957
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.1466,0.9923,0.6226,0.0827,0.8234,0.1484,1.3864
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,2.7808,0.554,0.4882,0.2865,0.586,0.1522,1.4773
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.1149,0.2672,0.9761,0.5,0.9762,0.0121,0.5291
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,1.4334,0.4341,0.5289,0.2106,0.5286,0.171,1.0359
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.0817,0.639,0.9366,0.5,0.9299,0.0584,1.1937
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.9868,0.9831,0.732,0.1345,0.8731,0.1733,1.3791
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215,0.6514,0.3646,0.5813,0.0718,1.9957
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.5482,0.9994,0,0.9994,0.0075,0.676
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,5.3701,0.7139,0.4753,0.4548,0.4442,0.1264,1.8279
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.0878,0.7222,0.543,0.4094,0.7714,0.2016,1.5426
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,4.9549,0.7104,0.4618,0.4708,0.4689,0.1314,1.7626
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.3087,0.827,0.5144,0.3296,0.6497,0.2009,1.5753
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.0037,0.7334,0.2505,0.312,0.6918,0.1571,1.2781
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.8011,0.7987,0.4988,0.2788,0.8801,0.2434,1.1433
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.5949,0.574,0.9179,0.2033,0.9179,0.0096,0.6948
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,3.0054,0.8058,0.5747,0.2314,0.8401,0.2383,1.2616
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.6418,0.5762,0.9015,0.1681,0.9015,0.0101,0.7395
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,5.0919,0.7239,0.4708,0.4629,0.4528,0.1291,1.7916
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5408,0.1696,1.0047
SAT_RACE2008/mizh-sha0-35-4.cnf,1,1.4471,0.4374,0.5303,0.2106,0.5337,0.172,1.0397
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.2705,0.7902,0.8747,0.4734,0.8811,0.0747,1.5002
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,2.0536,1.0436,0.7637,0.2008,0.8875,0.1832,1.3816
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,1.5069,0.4116,0.5293,0.1579,0.5407,0.1696,1.0045
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,3.3321,0.8106,0.5223,0.1985,0.7743,0.2051,1.5074
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,2.6083,0.6819,0.3574,1,0.8329,0.2103,1.2332
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,4.8954,0.734,0.4771,0.4595,0.475,0.1345,1.854
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.288,0.5043,0.9607,0.5,0.9978,0.0573,0.65
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.4109,0.1301,0.8536,0.1168,0.8564,0.1112,0.3247
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0,0.771,0.5968,0,0.9993,0.0085,1.0494
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.5479,0.9995,0,0.9995,0.007,0.6754
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,1.5701,0.6827,0.3871,0.2404,0.7291,0.1827,1.5391
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,4.6465,0.6992,0.4521,0.4587,0.4629,0.1378,1.7512
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,6.3731,0.9638,0.6681,0.3243,0.6036,0.08,1.9296
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.2482,0.5031,0.9608,0.5,0.9978,0.057,0.6483
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,3.8528,0.7358,0.579,0.4996,0.7861,0.2003,1.4861
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.8559,0.9043,0.691,0.0822,0.87,0.1451,1.3971
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,1.2951,1.5492,0.8942,0.1715,0.9409,0.2411,1.1286
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218,0.7406,0.2021,0.9015,0.1656,1.3577
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.9581,0.9243,0.7119,0.095,0.8596,0.155,1.4285
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.9922,0.5305,0.6044,0.2371,0.5703,0.1786,1.1494
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,2.2681,1.0819,0.8946,0.5,0.7837,0.2059,1.2799
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.1543,1.0047,0.6126,0.0951,0.8199,0.1476,1.3915
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5968,0.7345,0.5009,0.3944,0.743,0.1873,1.6233
SAT_RACE2008/marijn-philips.cnf,1,3.8418,0.7297,0.5046,0.3251,0.7674,0.2233,1.3062
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,1.072,1.3182,0.7078,0.3217,0.7904,0.1296,1.5838
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,6.7635,0.7128,0.4437,0.5,0.6828,0.1467,1.9041
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,4.8954,0.734,0.4771,0.4595,0.475,0.1345,1.854
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0,0.5484,0.9994,0,0.9994,0.0078,0.6763
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.8148,1.0234,0.7535,0.0935,0.8544,0.1944,1.435
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,1.4356,0.4339,0.5291,0.2106,0.5284,0.1709,1.0356
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.0297,0.8801,0.9422,0.5,0.932,0.0673,1.36
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,2.8866,0.5339,0.5961,0.2819,0.5654,0.1805,1.1878
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,12.0039,1.581,0.8062,0.5,0.7614,0.0242,1.5168
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.3709,0.8221,0.8232,0.2146,0.841,0.0808,1.5953
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.5503,0.4187,0.9143,0.5,0.9161,0.0332,0.9113
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.0779,0.6954,0.9569,0.5,0.9589,0.0363,1.2841
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.4312,0.5025,0.961,0.5,0.9978,0.0569,0.648
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,4.7941,0.7092,0.4607,0.4419,0.4693,0.1341,1.7937
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.1531,0.5083,0.955,0.5,0.9559,0.0302,1.0469
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516,0.9126,0.5,0.9094,0.051,1.125
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,1.1505,1.0307,0.603,0.2649,0.7262,0.1559,1.796
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,3.2348,0.8364,0.4816,0.7685,0.6213,0.1868,1.7397
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,3.0806,0.6301,0.1582,1,0.5976,0.1733,1.2734
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,1.0083,0.9326,0.7241,0.0909,0.8484,0.1643,1.4473
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.354,0.5516,0.9126,0.5,0.9094,0.051,1.125
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0,0.548,0.9995,0,0.9995,0.0073,0.6757
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.1,0,0.9091,0.2033,0.9091,0.1515,0
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0067,0.7327,0.2522,0.3031,0.6928,0.1565,1.2701
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,1.4843,0.9217,0.5748,0.4551,0.7666,0.1767,1.6091
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2.2389,0.7192,0.5362,0.453,0.7788,0.1935,1.477
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,3.5638,0.6079,0.4132,1,0.8503,0.0977,1.1785
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,1.329,0.8781,0.5197,0.2413,0.6403,0.1736,1.5035
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,1.5106,0.4127,0.5294,0.1579,0.5427,0.1699,1.0057
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.7863,1.3919,0.7996,0.4571,0.7857,0.1648,1.4187
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025,0.7486,0.1349,0.8695,0.1828,1.3866
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,1.6927,0.7205,0.514,0.2275,0.5794,0.1769,1.6743
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,5.3427,0.7461,0.5312,0.4587,0.5157,0.1301,1.8228
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.5414,1.2277,0.9899,0.616,0.9899,0.1447,0.7368
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,1.4155,0.8989,0.4767,0.1745,0.751,0.1997,1.3576
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,2.2213,1.0796,0.8975,0.5,0.7926,0.2054,1.2447
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,5.3935,0.6381,0.4962,0.2089,0.5677,0.1378,1.7862
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,29.2682,0.9449,0.656,0.5,0.6368,0.0267,2.1193
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,4.8029,0.6954,0.4541,0.4716,0.468,0.1343,1.7714
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,4.8736,0.6846,0.4429,0.4657,0.4807,0.133,1.8061
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0133,0.7315,0.2545,0.3026,0.6936,0.1555,1.2695
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,17.8331,0.937,0.6622,0.2889,0.6413,0.0422,2.1233
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,1.1404,0.8847,0.6008,0.2634,0.6876,0.1818,1.5682
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,2.2683,1.0673,0.883,0.5,0.7814,0.2057,1.3335
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,4.6818,0.664,0.4323,0.2939,0.5318,0.1374,1.742
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,4.9468,0.7261,0.5452,0.434,0.5858,0.141,1.656
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.012,3.1488,0.0879,0.5,0.1416,0.029,0.3645
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,1.9922,0.5305,0.6044,0.2371,0.5703,0.1786,1.1494
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.2206,0.5109,0.9389,1,0.9438,0.0418,0.9418
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1567,1.0326,0.5948,1,0.7657,0.0322,1.2198
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.2122,0.7466,0.4518,0.3924,0.6173,0.2369,1.4145
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,1.2457,1.5339,0.8897,0.1722,0.939,0.2404,1.1435
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,1.9157,1.0559,0.6114,0.2809,0.6673,0.1364,1.9856
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,5.3427,0.7461,0.5312,0.4587,0.5157,0.1301,1.8228
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,1.2951,1.5492,0.8942,0.1715,0.9409,0.2411,1.1286
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,2.429,1.0022,0.6196,0.4896,0.6327,0.1397,2.0241
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1,1.0802,0.6375,0.2149,0.8293,0.1515,1.2462
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,4.6487,0.7402,0.5949,0.4998,0.7876,0.2004,1.4799
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.8774,0.9082,0.6907,0.0811,0.8693,0.1447,1.4155
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,1.2985,0.7739,0.6284,0.2783,0.6343,0.1739,1.4478
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,1.2054,1.0305,0.6031,0.2645,0.7261,0.1561,1.7963
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.1435,0.3128,0.9564,1,0.9566,0.0233,0.6014
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,2.811,0.8043,0.5349,0.2415,0.7239,0.1963,1.5585
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,4.529,0.7563,0.5003,0.4567,0.5003,0.145,1.7997
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.6418,0.5611,0.9016,0.1698,0.9016,0.0111,0.6598
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.0711,0.7308,0.2501,0.3087,0.6985,0.1634,1.2661
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,7.6403,0.7847,0.4955,0.4803,0.7079,0.2155,1.4844
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.4568,0.5863,0.9028,0.4629,0.9168,0.0692,1.1578
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0835,1.0071,0.7119,0.3191,0.9275,0.1096,0.8746
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,4.7892,0.7987,0.5486,1,0.6968,0.2017,1.6773
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,10.0823,0.5022,0.4298,0.4592,0.4899,0.0774,2.0001
SAT_RACE2008/een-pico-prop00-75.cnf,1,2.0393,0.8607,0.5377,0.3942,0.6853,0.1994,1.7499
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.078,0.6954,0.9568,0.5,0.9588,0.0364,1.2843
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.1143,0.2668,0.976,0.5,0.9761,0.0121,0.5294
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.0238,0.7271,0.564,0.3288,0.9742,0.2853,1.0393
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,5.0919,0.7239,0.4708,0.4632,0.4528,0.1291,1.7916
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.6988,0.8668,0.582,0.2921,0.8412,0.266,1.4349
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,1.4356,0.4339,0.5291,0.2106,0.5284,0.1709,1.0356
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.8442,0.7076,0.5111,0.2965,0.7392,0.2152,1.2531
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.1352,0.3541,0.942,0.1517,0.1793,0.0371,0.5612
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,1.7495,0.9283,0.5396,0.2894,0.6642,0.1991,1.4496
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,1.0217,0.5296,0.5595,0.2831,0.6138,0.1918,1.1175
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,2.3973,1.0443,0.609,0.4517,0.7025,0.1487,1.8379
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,4.9156,0.7179,0.4607,0.4582,0.4469,0.1309,1.8008
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,1.5064,0.4117,0.5294,0.1579,0.5407,0.1696,1.0047
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.902,0.9167,0.7034,0.1509,0.8542,0.1567,1.4347
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,7.3461,0.9328,0.6547,0.3646,0.5859,0.0714,1.9857
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,1.2804,1.5399,0.8909,0.1713,0.9386,0.2406,1.1426
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.1906,0.0365,0.8831,1,0.8831,0.0267,0.0891
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,55.2223,0.7297,0.0627,0.5,0.0352,0.0192,1.9686
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,2.4538,1.0367,0.7412,0.2029,0.9264,0.1558,1.3063
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.8985,0.6256,0.5315,0.4123,0.6863,0.2042,1.2067
SAT_RACE2008/maris-s03-gripper11.cnf,1,0.0948,0.6893,0.9164,0.3144,0.9225,0.1185,0.9092
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,1.2273,1.5261,0.8869,0.172,0.9386,0.2405,1.1484
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,2.5456,1.0366,0.8352,0.2351,0.7464,0.2107,1.5341
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,4.6204,0.7451,0.4707,0.4593,0.4688,0.1399,1.8442
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,3.2129,0.6621,0.5434,1,0.7569,0.1147,1.4087
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,1.4339,0.434,0.529,0.2106,0.5286,0.171,1.0358
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,10.5597,1.7701,0.8372,0.5,0.7969,0.0229,1.3403
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,4.7944,0.7078,0.4583,0.439,0.4697,0.1341,1.7915
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,5.4295,0.5997,0.4848,0.3234,0.5855,0.1404,1.7781
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.6638,0.8781,0.5972,0.2866,0.8528,0.2678,1.4245
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.532,0.5472,0.9503,0.5,0.9503,0.0056,0.5335
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,4.5128,0.7521,0.5415,0.4342,0.5652,0.148,1.8291
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/een-pico-sr06-pr02-02.cnf,1,3.5801,0.729,0.4633,0.7112,0.572,0.1569,2.042
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,7.4571,0.7658,0.456,0.5,0.7789,0.1377,1.7162
