@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.2725,0.7821,0.2725,0.2725,484,0,0.0304,0
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S834531569-01-UNSAT.cnf,1,0.2625,0.5906,0.147,0.1946,4026,0.3583,0.3788,1.1656
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-alu4mul.cnf,1,0.0968,0.7383,0.0489,0.0609,30465,3.6102,2.2483,1.2715
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S179716588-02.UNSAT.shuffled.cnf,1,0.0001,0.0698,0.0001,0.0001,4005,0.0347,0,1.009
SAT_Competition2011/SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1322,0.2716,0.0578,0.0963,10827,0.7872,1.6783,1.3002
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.0232,0.592,0.0054,0.0003,68055,1.086,0.9001,0.6857
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-i8mul.cnf,1,0.1032,0.7566,0.0526,0.0625,91139,4.4595,2.8156,1.2692
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,0.0036,0.241,0.0018,0.0023,3195,0.1057,0.024,0.84
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/cmu-bmc-longmult15.cnf,1,0.0474,0.3016,0.0267,0.0419,24351,1.179,0.9753,0.9448
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S549070267-05-SAT.cnf,1,0.3004,0.616,0.1792,0.2397,17354,0.4216,0.4572,1.4011
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1256544997-019.cnf,1,0.1758,0.5693,0.0924,0.1235,58800,0.2916,0.2949,0.7083
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,1,0.0629,0.9648,0.0227,0.0359,26387,0.4743,0.3131,1.1417
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2065964480-034.SATISFIABLE.cnf,1,0.1565,0.5921,0.0876,0.1187,1917,0.2913,0.2901,0.7421
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S729526068-046.cnf,1,0.1728,0.5815,0.0892,0.1253,1955,0.3003,0.2947,0.7421
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf,1,0.0421,0,0.042,0.042,840,0,0.0358,0.5623
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.042,0,0.042,0.042,920,0,0.0155,0.5623
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,1,0.042,0,0.042,0.042,1080,0,0.0143,0.5623
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.0433,0.7816,0.0155,0.0292,528000,0.628,0.5551,1.4102
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-97-100.cnf,1,0.3228,0.071,0.313,0.3215,204,0.1446,0.0498,0
SAT_Competition2007/crafted/spence/medium/s65-100.cnf,1,0.3182,0.0703,0.3054,0.317,140,0.1863,0.0652,0
SAT_Competition2011/SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0,0.5268,0,0,24824,0.0007,0.0004,0.6221
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0097,0.6615,0.0037,0.0078,8767,0.3858,0.3308,1.0565
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/aloul-chnl11-13.cnf,1,0.2033,0.8452,0.2033,0.2033,1742,0,0,0
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-17-s.cnf,1,0.032,0.8045,0.0151,0.0258,864000,0.5616,0.5402,1.3544
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S2032726331-082.cnf,1,0.1764,0.5927,0.0929,0.1174,1700,0.2969,0.2903,0.6679
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-48-5.cnf,1,0.0483,0.0878,0.0312,0.0407,279000,0.6089,0.4885,1.0054
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.2034,0.8283,0.0946,0.104,160000,2.0667,1.4935,2.0364
SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.2403,0.3143,0.1265,0.2401,63664,1.2868,1.484,1.749
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.0406,0.8355,0.0197,0.0301,676000,0.7737,0.7729,1.435
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,0.1772,0.574,0.0932,0.1263,67200,0.2919,0.2959,0.7185
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,1,0.4997,0.83,0.4455,0.4991,18243,1.2237,1.4204,2.6402
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.1757,0.571,0.0928,0.1255,210000,0.2917,0.2954,0.7183
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1482,0.0358,0.1099,0.1213,2216,0.2983,0.1214,1.6738
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.0038,0.2435,0.0019,0.0027,2343,0.0952,0.016,0.8273
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.1576,0.5543,0.0862,0.1122,1065,0.2793,0.2713,0.7143
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,0.0622,0.361,0.0388,0.0426,28927,0.7776,1.5622,1.1977
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.1693,0.5776,0.0865,0.1205,1530,0.2713,0.2656,0.7009
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0,0.7278,0,0,28738,0.2491,0.0019,0
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.4329,0.9785,0.1694,0.3283,3140000,3.6006,0.7771,0.753
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,0.5,0.9995,0.1096,0.1381,8080000,3.6838,3.4327,0.9215
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.3786,0,0.3561,0.373,232,0.1231,0.0799,1.1977
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.0571,0.1034,0.0313,0.0398,227000,0.585,0.4547,1.0579
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0.064,0.9738,0.0216,0.0334,37237,0.524,0.363,0.9606
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0032,0.2114,0.0017,0.0021,2130,0.0932,0.0124,0.8577
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0.0002,0.1066,0.0001,0.0001,17000,0.0429,0,1.0024
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3777,0,0.3501,0.3716,634,0.1315,0.0857,1.23
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.1762,0.5636,0.0919,0.1228,54600,0.2918,0.2953,0.7093
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.3099,0.9675,0.1115,0.2564,39932,1.5123,0.275,1.1159
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.0471,0.8626,0.0137,0.0077,69700,2.5291,1.1089,0.9247
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.0322,0.8079,0.0155,0.0259,627000,0.4451,0.4511,1.3751
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.5832,0.2295,0.2295,528,0,0.0174,1.1161
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0.0001,0.1063,0.0001,0.0001,6230,0.0393,0,1.0028
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0,0.042,0.042,840,0,0.0229,0.5623
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.1317,0.1023,0.068,0.1112,3488,0.2828,0.2773,1.3961
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.2286,0.601,0.1225,0.1674,3582,0.3057,0.3136,0.9482
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.1623,0.5641,0.0865,0.1176,2556,0.2717,0.2685,0.6768
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.053,0.9624,0.0259,0.0413,22887,0.5431,0.2908,1.117
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0485,0.0878,0.0312,0.0407,279000,0.6085,0.4883,1.0047
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0,0.8248,0,0,84314,0.1278,0.1531,0.2361
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.9513,0.0001,0,409000,0.173,0,0.0992
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0.0001,0.0978,0.0001,0.0001,5340,0.033,0,1.0059
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.1771,0.5744,0.0936,0.1258,33600,0.2929,0.2967,0.7087
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0321,0.8136,0.0155,0.0256,697000,0.4014,0.4245,1.3816
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.8147,0.2417,0.2417,865,0,0.0356,0
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0.808,0,0,43649,0.1859,0.1822,0.2677
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.1985,0.985,0.0477,0.031,304000,2.1893,1.6158,1.0185
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.1384,0.0347,0.1092,0.119,2332,0.275,0.114,1.6431
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.1005,0.341,0.0244,0.0192,743000,1.308,0.9599,0.4399
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.1714,0.5726,0.0899,0.1186,2125,0.298,0.2937,0.7401
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.5077,0.006,0.006,10976,0,0,0
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.8934,0,0,69990,0.1973,0,0.8872
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0,0.8411,0,0,112000,0.1587,0.1779,0.2195
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.9129,0,0,48442,0.1409,0,0.0857
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.1658,0.5909,0.0868,0.1162,2130,0.2676,0.2663,0.6404
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.3079,0.6158,0.1819,0.242,9344,0.4184,0.4475,1.3895
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.3093,0.9337,0.1139,0.1797,583000,1.1171,1.0814,0.5004
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.0003,0.6339,0.0001,0.0001,7308,0.2614,0.0721,0
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.3483,1,0.0821,0.0811,711000,2.8108,2.1164,1.0469
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.1621,0.5497,0.0833,0.1147,1700,0.2946,0.2909,0.7227
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0051,0.2441,0.0028,0.0036,16000,0.1021,0.0817,0.8401
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0.0718,0.9657,0.0286,0.0493,28863,0.7553,0.3691,1.0946
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0,0.8429,0,0,112000,0.2318,0.2133,0.222
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0.3607,1,0.0967,0.2063,4680000,3.3795,2.3481,0.8953
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0,0.8121,0,0,43649,0.1906,0.1982,0.2611
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.2554,0.8266,0.0695,0.0693,63935,1.3182,1.1015,1.6226
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0387,0.7257,0.0208,0.0305,294000,0.3379,1.3051,1.3614
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.041,0.9325,0.0406,0.0408,16900,0,0,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0486,0.0886,0.0312,0.0407,274000,0.6042,0.4859,1.0062
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.0033,0.228,0.0017,0.0022,1917,0.095,0.0108,0.8472
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0982,0.7591,0.0507,0.058,180000,5.0083,3.6897,1.2679
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.1766,0.5702,0.093,0.1261,42000,0.2908,0.2938,0.7078
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0.0001,0.0941,0.0001,0.0001,5340,0.0399,0,1.0017
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2345,0.95,0.0813,0.1492,11563,1.0956,0.2919,1.2069
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0.0001,0.0982,0.0001,0.0001,6675,0.0401,0,0.995
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.003,0.4948,0.003,0.003,15260,0,0,0
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0.0001,0.0898,0.0001,0.0001,5785,0.037,0,1.0064
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2296,0.5832,0.2295,0.2295,624,0,0.0213,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.4995,0.9053,0.3181,0.4982,16562,1.1569,0.8931,1.7767
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.1742,0.5699,0.0921,0.1243,79800,0.2894,0.2932,0.714
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.1752,0.5815,0.0927,0.1306,3195,0.289,0.2886,0.7011
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0387,0.7265,0.0207,0.0305,287000,0.3436,1.2953,1.3615
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.4994,0.8557,0.3353,0.4979,18089,1.1161,1.1045,1.9614
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.1473,0.7409,0.0786,0.1191,341000,2.1343,1.8478,1.8061
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.0001,0.0982,0.0001,0.0001,5340,0.0357,0,0.9926
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.1764,0.5696,0.0924,0.1243,42000,0.2884,0.2914,0.719
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.0021,0.9425,0.0006,0.0005,28508,0.1525,0,0.7656
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.5832,0.2295,0.2295,720,0,0.0244,1.0972
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3195,0.0711,0.3081,0.3182,156,0.1609,0.056,0
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.1595,0.7526,0.081,0.1186,69895,1.0653,0.9909,1.7997
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1092,0.3812,0.0515,0.0586,283000,1.0031,1.1875,1.258
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2345,0.95,0.0813,0.1492,11563,1.0956,0.2919,1.2069
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.3083,0.9404,0.0687,0.0654,784000,0.8485,0.8107,0.9367
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.4824,0.7167,0.4003,0.4675,11604,1.3545,0.471,2.402
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2739,0.9787,0.0479,0.0029,130000,2.0022,0.2607,1.2343
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0,0.042,0.042,960,0,0.0261,0.5623
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0.0001,0.0885,0.0001,0.0001,5785,0.039,0,0.9985
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0036,0.2409,0.0019,0.0024,1597,0.1028,0.0085,0.8443
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.4997,0.8243,0.4491,0.499,15897,1.1941,1.3171,2.5376
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0.7404,0,0,42826,0.2425,0.0016,0
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0.0001,0.0947,0.0001,0.0001,4450,0.0387,0,0.9994
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.005,0.2477,0.0027,0.0034,18000,0.1003,0.0816,0.8302
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.4901,0.8811,0.1252,0.0516,11816,0.8489,0.8599,1.7266
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.9111,0,0,84809,0.2345,0,0.1006
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.4995,0.9062,0.2564,0.4976,17199,0.9067,0.8505,1.73
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.0039,0.2454,0.002,0.0025,1597,0.1029,0.006,0.8267
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.043,0.1702,0.0344,0.0402,2756,0.0666,0.0745,0.5717
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.4997,0.827,0.4406,0.499,18753,1.2917,1.3969,2.6066
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.2263,0.5945,0.1215,0.1669,4234,0.3452,0.3502,0.9673
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0.802,0,0,43649,0.1645,0.1849,0.2703
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.4997,0.827,0.4398,0.499,18375,1.2378,1.4307,2.5844
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0335,0.8717,0.0098,0.0077,219000,1.0662,1.0311,0.4864
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0476,0.8826,0.0191,0.0351,1390000,0.7411,0.6533,1.4096
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.1597,0.5323,0.0813,0.1065,1530,0.2896,0.2853,0.7
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.058,0.3773,0.039,0.056,31795,0.6817,1.6799,0.9221
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.7592,0.2892,0.2892,322,0,0.0189,0
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0049,0.2393,0.0027,0.0033,14000,0.0967,0.0746,0.8363
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.1821,0.5767,0.0905,0.1226,2210,0.3047,0.3021,0.7614
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.032,0.833,0.0165,0.0278,843000,0.4687,0.469,1.3852
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.1757,0.5697,0.0926,0.1245,75600,0.2877,0.2912,0.7087
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.1807,0.5731,0.0897,0.1277,1615,0.2785,0.2758,0.6352
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0.7746,0,0,43179,0.2301,0.2364,0.3284
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4997,0.826,0.4382,0.499,15960,1.2324,1.3286,2.5306
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.4997,0.8293,0.448,0.499,18718,1.265,1.5123,2.605
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.0867,0.9158,0.037,0.0585,4430000,10.628,12.484,1.4569
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0849,0.8108,0.0331,0.0451,129000,0.9423,0.7595,1.8346
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?
