@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.2615,0.9866,0.0069,0.1647,0.2739,455.2,0.2575,0.0338,524.5,0.0581,0.0194,0.1086,0.8338,0.0001,0.2288,52.2293,0.0733,0.3151,0.0002,0,894,0,1.0245,0.0001,0.3325,390.3691,0.0343,0,0.3316,0,0.0001,52.2293
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.0239,0.933,0.2642,26.9584,26.9686,0.9937,0.933,14.3492,1.4728,0.8062,0.9285,0.2474,0.7867,3.7597,54.2475,32.2578,0,0.8057,0,140,0.8462,0.05,0.7959,0,60.7071,?,0.7668,0,0.0014,0.0022,54.2475
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.6406,0.9852,0.8333,0.4506,1.0583,4.663,0.4764,0.8333,8.191,0.4472,0.5832,0.8159,1.1174,0.5831,0.0001,36.883,0.5353,0.2295,0.5832,0.2294,4422,0,0,0.5832,0.2295,40.7529,0.0952,0.5831,0.2295,0,0.0083,36.883
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0.0997,0.0509,0,0.3476,1.9432,170.5,0.997,0,215.125,0.0844,0.593,0.4046,0.0236,0.4369,1.8126,30.7762,0.5048,0.0187,0.6234,0,104,0.1429,0.0024,0.5467,0.0188,32.6105,?,0.0008,0.0013,0,0.0009,29.7191
./SAT07/crafted/spence/hard/s113-100.cnf,1,0.5,0,0,0,0.8284,1.0868,1,1,2.6353,0,0.0398,0.9596,0,0.0011,0.0597,16.0966,0.496,0.3148,0.0143,0.2203,3915,1,0,0.0033,0.3225,17.6593,0.1538,0.0001,0.314,0.0127,0.0265,16.0966
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.0997,0.0474,0,0.345,2.2986,160.5,0.9974,0,297.857,0.083,0.5931,0.3802,0.021,0.439,1.8127,30.2983,0.308,0.0187,0.6231,0,102,0.1429,0.0021,0.547,0.0187,32.1018,?,0.0008,0.0013,0,0.0009,29.2967
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.7545,0,0.0179,0.6419,8.9036,12.3425,1,0.0179,10.8994,0.5859,0.4431,0.8942,0,0.4431,0.0009,27.0681,8.6829,0.0001,0.4431,0.0001,367,1,0.3333,0.4431,0.0001,29.2768,?,0.443,0.0001,0.0049,0.0033,26.1857
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.7697,0,0.0789,0.7941,3.5405,0,1,0.0789,0,0.6149,0.6098,0.9999,0,0.6098,0,0,3.5426,0.348,0.6098,0.348,0,1,0.3333,0.6098,0.348,0,0.0055,0.6097,0.348,0.0203,0.0139,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.0184,0.944,0.2317,34.3049,38.71,0.9956,0.944,24.4557,1.6249,0.8324,0.8997,0.222,0.8115,5.0278,43.9733,40.1729,0,0.8326,0,74,0.8,0.0417,0.8217,0,53.4921,?,0.7832,0,0.0008,0.0015,42.5825
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.7289,1.0202,0.966,0.1686,38.5468,31.0703,0.4865,0.966,10.6299,1.891,0.8776,0.9575,0.8673,0.8581,6.041,58.1121,41.8741,0,0.8778,0,107,0,0.0345,0.8654,0,71.627,?,0.8412,0,0.0006,0.0027,58.1121
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.7576,0,0.0303,0.6811,6.8892,0.0046,1,0.0303,0.2455,0.5919,0.5016,0.9962,0,0.5015,0.0003,33.9,6.6585,0.0044,0.5016,0.0043,4202,1,0.3333,0.5015,0.0044,33.9,?,0.5015,0.0044,0.0085,0.0057,33.9
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.7551,0,0.0205,0.6509,7.7862,0.0411,1,0.0205,0.1187,0.5872,0.4585,0.9537,0,0.4584,0.0007,30.3044,6.1139,0.0002,0.4585,0.0002,3673,1,0.3333,0.4585,0.0002,38.8228,?,0.4581,0.0002,0.0059,0.004,30.3044
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.6253,0.4832,0.1112,1.0192,2.6966,1446.37,0.4311,0.7744,67.8,1.0846,0.7896,0.1567,1.0709,0.4192,0.9521,16.8137,4.0812,0.1195,0.9148,0,21,0,0.004,0.6291,0.1673,24.1075,?,0.0101,0.0442,0,0.0002,12.9121
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.7352,1.0077,0.98,0.1198,36.237,10.5625,0.4941,0.98,9.0432,1.9496,0.9061,0.9515,0.8081,0.8885,4.8955,67.4886,34.3688,0,0.9064,0,110,0,0.0345,0.9009,0,74.378,?,0.852,0,0.0004,0.0024,67.4886
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0.5,0,0,0,1.0291,18.3205,1,0,21.9975,0,0,0.5425,0,0,1.5397,29.3487,0.3684,0.0285,0,0.0003,3906,1,0,0,0.0301,30.1288,0.0189,0,0.0042,0.0009,0.0078,29.3487
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.5045,0.3924,0.0763,0.594,0.4517,90.7405,0.4807,0.172,89.5522,0.156,0.0897,0.6366,0.7691,0,0.5147,27.8036,0.1502,0.1039,0,0,589,0,0.7735,0,0.1393,40.0297,?,0,0.0572,0.0001,0.0008,27.8036
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5164,0.9228,0.5065,1.4978,6.0914,13.8978,0.4455,0.7477,12.5592,0.6143,0.8253,0.7966,1.7272,0.7359,1.8734,32.0271,3.5338,0.0934,0.874,0.0016,2808,0,0.1359,0.8274,0.0389,35.2076,0.0218,0,0.0106,0,0.0049,32.0271
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.0129,0.9554,0.1943,46.1257,61.7241,0.9972,0.9554,28.4211,1.8728,0.8376,0.8819,0.1826,0.723,12.2704,57.5415,55.8087,0,0.8619,0,42,0.75,0.0323,0.7976,0,64.7136,?,0.5453,0,0.0004,0.0009,56.8908
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0.0106,0.8063,0,0.0081,1.289,10.7641,0.245,0,11.6085,0.016,0.0818,0.648,1.349,0.005,0.0018,16.085,0.736,0.494,0.084,0.4912,1330,0,0,0.0256,0.4945,17.9864,?,0.0004,0.4938,0.0002,0.0333,16.085
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0753,0,0.0112,0.3344,24.4672,17.1252,1,0.9247,13.6928,1.1317,0.717,0.8055,0,0.6595,2.3448,41.0504,26.5645,0,0.6969,0,4538,1,0,0.6746,0,41.457,?,0.6368,0,0.0007,0.009,41.0504
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0.1119,0,0,0.3506,13.681,16.2529,1,0.8881,13.1204,0.92,0.6502,0.8114,0,0.5892,2.1397,44.0871,13.9204,0,0.6083,0,4282,1,0,0.5977,0,49.6024,?,0.5745,0,0.0009,0.0126,44.0871
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0.0114,0.8095,0,0.0082,1.5338,6.9102,0.2476,0,7.7246,0.0162,0.1372,0.7013,1.3609,0.0245,0.0014,17.6984,0.924,0.4942,0.1303,0.4929,1555,0,0,0.1199,0.4946,19.8055,?,0.0212,0.4939,0.0006,0.0476,17.6984
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0.5,0.5759,0,0,0.6532,1.1276,0.4832,1,2.807,0,0.0262,0.9633,0.5329,0.0007,0.047,24.444,0.3838,0.3201,0.0082,0.2214,3820,0.3333,0,0.0024,0.3256,27.5068,0.1538,0,0.3229,0,0.0155,24.444
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.0072,0.9793,0.1304,57.9307,650.414,0.9991,0.9793,178.667,2.1151,0.9084,0.9585,0.0877,0.88,6.5331,71.4537,52.2801,0,0.9102,0,20,0.9048,0.028,0.8965,0,94.0435,?,0.8343,0,0.0005,0.0016,71.4537
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.0277,0.9259,0.2824,24.4985,23.006,0.9923,0.9259,17.7472,1.3838,0.7914,0.9199,0.2699,0.7695,5.6537,49.2732,28.3966,0,0.791,0,145,0.8182,0.0556,0.779,0,72.6552,?,0.7465,0,0.0016,0.0028,49.2732
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0.0104,0.8062,0,0.0083,1.2817,9.9479,0.2464,0,10.9302,0.0162,0.095,0.66,1.3541,0.0064,0.0019,16.1936,0.6667,0.4942,0.1106,0.4921,1077,0,0,0.0972,0.4947,17.7511,?,0.0052,0.4936,0.0003,0.0333,15.5136
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.4086,0.8047,0.0805,0.8658,0.5539,44.5087,0.4183,0.3543,41.7216,0.1804,0.0911,0.9002,1.3808,0,0.5739,41.3719,0.236,0.089,0,0,4368,0,2.6674,0,0.1309,41.5885,0.0689,0,0.0275,0.0004,0.0023,41.3719
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0,0.8667,0.3927,3.2711,12.9404,1,0.8667,13.4627,1.1331,0.7362,0.8588,0,0.7361,0.0013,53.9894,2.5351,0.0334,0.7362,0.0333,4900,1,0,0.7361,0.0334,73.3852,0.0109,0.736,0.0334,0.0088,0.0102,53.9894
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.7813,0,0.125,0.8688,2.638,0,1,0.125,0,0.6364,0.5758,1,0,0.5757,0,0,2.6292,0.3611,0.5758,0.3611,0,1,0.3333,0.5758,0.3611,0,0.0096,0.5757,0.3611,0.0299,0.0208,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.0124,0.956,0.1903,52.8931,63.9545,0.9974,0.956,3150.06,1.9057,0.8534,0.9044,0.1806,0.6985,9.2119,61.0196,58.8584,0.0001,0.8998,0,63,0.8571,0.0313,0.85,0,67.1586,?,0.1774,0,0.0005,0.0008,59.2959
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.7529,0,0.0114,0.6183,10.1197,43.403,1,0.0114,63.1223,0.5828,0.3936,0.7843,0,0.3932,0.0072,25.4438,7.844,0,0.3935,0,185,1,0.3333,0.3933,0,32.3029,?,0.3926,0,0.0034,0.0023,24.2695
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.0207,0.9405,0.2433,30.5551,32.7113,0.9949,0.9405,18.547,1.5477,0.821,0.8827,0.2317,0.8014,5.0476,41.6752,36.3194,0,0.8204,0,198,0.7143,0.0455,0.8099,0,46.2776,?,0.775,0,0.0011,0.0018,40.3952
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.0035,0.987,0.0929,131.404,21234.2,0.9996,0.987,15601.2,2.7455,0.9779,0.9507,0.0613,0.9507,1.505,108.3636,109.661,0.0232,0.9938,0,1,0.9474,0.0167,0.9732,0.0356,147.3333,?,0.1015,0.001,0.0001,0.0006,86.1667
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.1382,0.884,0.0712,2.1405,0.6236,53.422,0.3059,0.0881,42.9407,0.3789,0.7371,0.538,2.605,0.6212,0.3226,15.9059,0.0715,0.448,0.7778,0.0001,1337,0,0.0331,0.6668,0.499,18.6863,?,0,0.478,0,0.0007,13.264
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.013,0.9548,0.1949,50.4158,1199.59,0.9972,0.9548,1891.56,1.8771,0.8371,0.8956,0.184,0.7268,13.6186,57.8819,57.3366,0,0.8577,0,45,0.8182,0.0323,0.8001,0,63.0065,?,0.4863,0,0.0005,0.0009,48.9463
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.7612,1.0138,0.9893,0.0719,32.4504,11.5349,0.4921,0.9893,2.5883,1.6885,0.9345,0.9868,0.7656,0.9127,1.5442,60.1488,26.6016,0.0006,0.9371,0,102,0,0.0345,0.9302,0.0005,75.1534,?,0.8942,0.0001,0.0012,0.0046,58.2418
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0.5,0,0,0,0.9618,1693,1,0,1877,0,0,0.3361,0,0,0.3436,48.4,0.3763,0.2499,0,0.0529,1,1,0,0,0.3109,87,?,0,0.1814,0,0.0001,45.1667
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.0144,0.9506,0.207,46.8651,599.912,0.9967,0.9506,1845.88,1.8118,0.827,0.9295,0.1971,0.7106,12.1045,62.4177,52.4599,0,0.8498,0,42,0.8824,0.0345,0.7882,0,72.28,?,0.558,0,0.0004,0.001,61.9048
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.0208,0.9397,0.2459,29.9518,32.9006,0.9948,0.9397,16.9154,1.5475,0.8197,0.9099,0.235,0.8005,6.9718,46.223,36.2961,0,0.8189,0,143,0.75,0.0455,0.8093,0,55.0693,?,0.7749,0,0.0009,0.0018,45.2612
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.004,0.9834,0.1076,169.254,544.25,0.9995,0.9834,19134,2.7515,0.9811,0.93,0.0787,0.9625,1.7504,107,157.463,0.0173,0.9966,0,3,0.9429,0.0166,0.9835,0.0229,113.4286,?,0.1897,0.0005,0.0001,0.0006,107
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.2583,0.8136,0,0.824,1.5756,26.4657,0.3716,0,26.4137,0.135,0.0401,0.4732,1.6469,0.0008,0.1633,4.5071,1.0204,0.1022,0.013,0.0812,424,0,0,0.0074,0.1076,32.6617,0.3012,0,0.0899,0.0012,0.0118,4.5071
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.8316,0.5975,0.145,1.2398,7.3133,2544,0.5467,0.6174,4194.67,0.3581,0.6126,0.1148,1.5396,0.0915,1.5213,14.935,3.4122,0.0595,0.7567,0,510,0,0.4229,0.3815,0.0597,19.7604,?,0,0.0037,0,0.0001,14.935
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0,0.9134,0.2947,2.7287,0.3374,1,0.9134,1.2624,1.5467,0.8398,0.9333,0,0.8397,0.0001,101.1227,2.1001,0.2226,0.8398,0.2225,4794,1,0,0.8398,0.2226,108.1849,0.0079,0.8397,0.2225,0.0066,0.0072,101.1227
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.7546,0,0.0184,0.6438,7.956,4.7159,1,0.0184,1.3685,0.5862,0.4464,0.9295,0,0.4463,0.0012,25.6255,8.3954,0.0001,0.4464,0.0001,243,1,0.3333,0.4464,0.0001,29.7628,?,0.4462,0.0001,0.0048,0.0033,24.642
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0.1908,0.6786,0,0.2835,1.4423,6.93,0.3744,0.0016,7.9615,0.0564,0.0258,0.7382,1.1042,0.0046,0.1346,25.2953,1.0085,0.0032,0.0227,0.002,4060,0,0,0.0105,0.0035,25.4478,0.0836,0.0004,0.0029,0.0037,0.0273,25.2953
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.5507,0.9899,0.7141,1.24,2.745,15.9691,0.4569,0.7398,9.8856,0.7837,0.7976,0.9448,1.6398,0.4982,0.9923,0,1.3572,0.4023,0.8568,0.0003,0,0,2.0757,0.7276,0.8907,0,0.0208,0,0.0083,0,0.0039,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.6256,0.6408,0.2953,1.4986,1.8015,24.9964,0.5954,0.5966,19.5275,0.3659,0.282,0.3999,1.5926,0.0369,0.3363,13.4095,0.5945,0.2785,0.2174,0,1636,0,1.7619,0.0974,0.3356,16.6277,?,0.0002,0.2661,0,0.0013,12.7164
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.0142,0.9523,0.2045,43.6323,53,0.9969,0.9523,628.333,1.8075,0.8299,0.9181,0.1921,0.7182,9.1212,54.2945,51.4803,0,0.8547,0,46,0.8,0.0345,0.7894,0,60.8018,?,0.5578,0,0.0005,0.001,50.5436
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.5073,0.7307,0.1883,1.7298,1.4727,14.5402,0.478,0.4677,11.9656,0.3926,0.2949,0.5511,1.89,0.0369,0.3771,15.8471,0.4361,0.2734,0.2382,0,2884,0,2.4872,0.0977,0.3428,17.6757,?,0.0007,0.2366,0.0002,0.0024,15.8471
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.297,0.9336,0,0.0203,0.9011,1.4607,0.36,0.003,5.3182,0.0136,0.0011,0.6245,0.9994,0,0.0347,31.707,0.4373,0.2648,0,0.2076,4256,0,0.0075,0,0.2677,36.8598,0.3941,0,0.2654,0.006,0.0224,31.707
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.0056,0.9802,0.1454,98.7117,58.3636,0.9992,0.9802,50.4,2.4079,0.977,0.9433,0.0989,0.9539,1.7582,72.0435,97.7799,0.0199,0.9952,0,4,0.9333,0.0215,0.9812,0.0241,100.765,?,0.1187,0.0008,0.0003,0.0009,72.0435
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.7727,0,0.0909,0.8158,3.2526,0,1,0.0909,0,0.6205,0.5993,1,0,0.5993,0,0,3.2447,0.3528,0.5993,0.3528,0,1,0.3333,0.5993,0.3528,0,0.0067,0.5992,0.3528,0.022,0.0152,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.0052,0.9818,0.1024,78.0576,1120.06,0.9993,0.9818,1537.12,2.4442,0.8972,0.9461,0.0801,0.8088,4.6063,85.3636,84.8551,0.0005,0.9206,0,13,0.9394,0.0217,0.8903,0,87.5385,?,0.445,0,0.0003,0.001,84.037
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.758,0,0.0319,0.6857,6.6224,0.0008,1,0.0319,0.0017,0.5926,0.5077,0.9967,0,0.5077,0.0007,30.7394,6.496,0.006,0.5077,0.006,3425,1,0.3333,0.5077,0.006,39.1168,?,0.5075,0.006,0.0088,0.006,30.7394
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.7581,0,0.0323,0.6867,6.5961,0.0007,1,0.0323,0.1894,0.5928,0.509,0.9969,0,0.509,0.0002,32.2418,6.4456,0.0064,0.509,0.0064,3793,1,0.3333,0.509,0.0064,46.1625,?,0.5088,0.0064,0.009,0.0061,32.2418
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.7548,0,0.0191,0.6461,7.3884,0.3172,1,0.0191,1.3253,0.5865,0.4506,0.947,0,0.4505,0.0006,28.8632,5.4255,0.0001,0.4506,0.0001,581,1,0.3333,0.4505,0.0001,39.4714,?,0.4503,0.0001,0.0055,0.0037,28.8632
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.3685,0.7546,0.0209,1.2332,1.1995,5.7268,0.4238,0.4071,5.955,0.2773,0.0448,0.9302,1.7012,0.0001,1.0878,22.5289,0.9146,0.0482,0.0026,0.0102,4075,0,0.3697,0.0006,0.0485,27.5729,0.233,0,0.0246,0.001,0.0121,22.5289
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.2739,0.7632,0.1475,0.4792,10.1594,20.5616,0.3889,0.1487,14.4749,0.2387,0.9587,0.966,1.1761,0.8955,8.7827,0,10.1799,0.0052,0.9951,0,0,0,0.1233,0.995,0,0,0.0004,0.002,0,0,0.0039,0
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0.5238,0.5772,0,0,0.7945,1.0951,0.4947,1,2.6165,0,0.0369,0.9599,0.5534,0.0014,0.0503,17.6681,0.4813,0.3159,0.0125,0.264,3905,0.3333,0,0.0045,0.3231,19.4562,0.1538,0,0.3157,0,0.0248,17.6681
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.0183,0.9446,0.2296,34.2672,165.596,0.9956,0.9446,19.1618,1.6247,0.8328,0.9224,0.2195,0.8157,12.7488,45.5739,40.679,0,0.8333,0,64,0.8,0.0417,0.8242,0,50.7128,?,0.7852,0,0.0007,0.0015,44.3779
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.751,0,0.0039,0.5858,31.2083,3448.09,1,0.0039,1116.75,0.5792,0.6441,0.5658,0,0.3476,0.4418,28.9153,27.9356,0.2646,0.6969,0,3767,1,0.3333,0.5804,0.3496,28.9153,?,0.0026,0.1988,0.0012,0.0008,28.9153
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.0276,0.9261,0.2836,24.2171,22.1132,0.9923,0.9261,40.1228,1.3868,0.7914,0.9425,0.2697,0.7717,6.786,51.6067,28.2707,0,0.7914,0,242,0.8182,0.0556,0.7805,0,58.8306,?,0.7442,0,0.0016,0.0028,51.6067
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.713,0.9983,0.9532,0.2836,2.848,294.556,0.4935,0.955,186.636,0.4767,0.8136,0.649,0.9181,0.7338,0.1103,20.1139,3.7458,0.0149,0.8269,0.0093,5,0,0,0.7851,0.0161,23.5873,0.0065,0.1601,0.0137,0.0001,0.0003,15.0746
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.3379,0.623,0.0203,1.2623,13.4842,9.8629,0.3979,0.0205,5.971,0.4113,0.4159,0.6902,2.0344,0.0131,2.0279,12.5008,9.5469,0.0051,0.3005,0,113,0,0.2347,0.0174,0.0058,13.9003,?,0.0006,0,0.0002,0.0047,9.8761
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.0079,0.9742,0.1366,51.6619,364.852,0.9988,0.9742,16.6618,2.1832,0.8962,0.9563,0.1062,0.8639,4.4658,73.6742,43.9585,0,0.8992,0,30,0.9231,0.0278,0.8796,0,89.9881,?,0.832,0,0.0006,0.0016,73.6742
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.0122,0.9725,0.1592,25.0503,6.7953,0.9983,0.9725,10.2306,1.7007,0.891,0.9596,0.104,0.8652,1.5649,48.1419,24.0516,0,0.8913,0,518,0.875,0.0455,0.879,0.0001,53.0811,?,0.8389,0,0.0026,0.0043,46.429
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.698,0.6183,0.2051,1.1172,1.5776,19.3266,0.4161,0.8122,19.7369,0.5989,0.71,0.634,1.2069,0.1091,1.1273,14.0307,0.9042,0.0813,0.8354,0.0022,703,0,0.0055,0.6406,0.1492,18.8098,0.01,0.0045,0.0119,0,0.0014,12.5036
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0.5072,0.5763,0,0,0.7671,1.1078,0.4855,1,2.7011,0,0.0353,0.9599,0.5372,0.001,0.0561,19.0545,0.4579,0.3168,0.0146,0.2205,3960,0.3333,0,0.0033,0.3241,21.2852,0.1538,0,0.3201,0,0.0226,19.0545
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.3576,0.6818,0.104,0.7652,0.8,72.9698,0.2946,0.2202,66.1741,0.2366,0.5539,0.4805,1.2377,0.1563,0.634,29.5374,0.4368,0.0516,0.7183,0,2698,0,0.1365,0.1712,0.0904,37.1414,0.0213,0.0034,0.0243,0.0003,0.0019,29.5374
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.5526,0.7382,0.2415,1.7384,1.3709,16.3016,0.4874,0.5521,14.0239,0.9928,0.2752,0.499,1.8292,0.0283,0.3527,14.9793,0.3977,0.2727,0.2055,0,2657,0,1.8421,0.0756,0.3322,16.0341,?,0.0003,0.2631,0.0002,0.0021,14.9793
