@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
geo50-20-d4-75-78_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-79_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-7_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-80_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-81_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-82_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-83_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-84_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-85_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-86_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-87_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-88_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-89_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-8_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-90_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-91_ext.xml.minion.gz,1,0.2
geo50-20-d4-75-92_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-93_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-94_ext.xml.minion.gz,1,0.3
geo50-20-d4-75-95_ext.xml.minion.gz,1,0.24
geo50-20-d4-75-96_ext.xml.minion.gz,1,0.28
geo50-20-d4-75-97_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-98_ext.xml.minion.gz,1,0.22
geo50-20-d4-75-99_ext.xml.minion.gz,1,0.26
geo50-20-d4-75-9_ext.xml.minion.gz,1,0.24
geom-30a-3-ext.xml.minion.converted.minion.gz,1,0.166667
geom-30a-4-ext.xml.minion.converted.minion.gz,1,0.166667
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0.166667
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0.166667
geom-40-2-ext.xml.minion.converted.minion.gz,1,0.125
geom-40-3-ext.xml.minion.converted.minion.gz,1,0.125
geom-40-4-ext.xml.minion.converted.minion.gz,1,0.125
geom-40-5-ext.xml.minion.converted.minion.gz,1,0.125
geom-40-6-ext.xml.minion.converted.minion.gz,1,0.125
hanoi-3_ext.xml.minion.converted.minion.gz,1,0.166667
hanoi-4_ext.xml.minion.converted.minion.gz,1,0.071429
hanoi-5_ext.xml.minion.converted.minion.gz,1,0.033333
hanoi-6_ext.xml.minion.converted.minion.gz,1,0.016129
hanoi-7_ext.xml.minion.converted.minion.gz,1,0.007937
hole-06_ext.xml.minion.converted.minion.gz,1,0.261905
hole-07_ext.xml.minion.converted.minion.gz,1,0.232143
hole-08_ext.xml.minion.converted.minion.gz,1,0.208333
hole-09_ext.xml.minion.converted.minion.gz,1,0.188889
hole-10_ext.xml.minion.converted.minion.gz,1,0.172727
jnh01_ext.xml.minion.converted.minion.gz,1,0.79
jnh02_ext.xml.minion.converted.minion.gz,1,0.71
jnh03_ext.xml.minion.converted.minion.gz,1,0.74
jnh04_ext.xml.minion.converted.minion.gz,1,0.72
jnh05_ext.xml.minion.converted.minion.gz,1,0.73
jnh06_ext.xml.minion.converted.minion.gz,1,0.73
jnh07_ext.xml.minion.converted.minion.gz,1,0.72
jnh08_ext.xml.minion.converted.minion.gz,1,0.75
jnh09_ext.xml.minion.converted.minion.gz,1,0.73
jnh10_ext.xml.minion.converted.minion.gz,1,0.74
jnh11_ext.xml.minion.converted.minion.gz,1,0.72
jnh12_ext.xml.minion.converted.minion.gz,1,0.72
jnh13_ext.xml.minion.converted.minion.gz,1,0.74
jnh14_ext.xml.minion.converted.minion.gz,1,0.71
jnh15_ext.xml.minion.converted.minion.gz,1,0.74
jnh16_ext.xml.minion.converted.minion.gz,1,0.73
jnh17_ext.xml.minion.converted.minion.gz,1,0.71
jnh18_ext.xml.minion.converted.minion.gz,1,0.74
jnh19_ext.xml.minion.converted.minion.gz,1,0.7
jnh201_ext.xml.minion.converted.minion.gz,1,0.78
jnh202_ext.xml.minion.converted.minion.gz,1,0.7
jnh203_ext.xml.minion.converted.minion.gz,1,0.72
jnh204_ext.xml.minion.converted.minion.gz,1,0.69
jnh205_ext.xml.minion.converted.minion.gz,1,0.71
jnh206_ext.xml.minion.converted.minion.gz,1,0.71
jnh207_ext.xml.minion.converted.minion.gz,1,0.69
jnh208_ext.xml.minion.converted.minion.gz,1,0.72
jnh209_ext.xml.minion.converted.minion.gz,1,0.69
jnh20_ext.xml.minion.converted.minion.gz,1,0.73
jnh210_ext.xml.minion.converted.minion.gz,1,0.71
jnh211_ext.xml.minion.converted.minion.gz,1,0.71
jnh212_ext.xml.minion.converted.minion.gz,1,0.7
jnh213_ext.xml.minion.converted.minion.gz,1,0.7
jnh214_ext.xml.minion.converted.minion.gz,1,0.7
jnh215_ext.xml.minion.converted.minion.gz,1,0.7
jnh216_ext.xml.minion.converted.minion.gz,1,0.72
jnh217_ext.xml.minion.converted.minion.gz,1,0.7
jnh218_ext.xml.minion.converted.minion.gz,1,0.69
jnh219_ext.xml.minion.converted.minion.gz,1,0.71
jnh220_ext.xml.minion.converted.minion.gz,1,0.69
jnh301_ext.xml.minion.converted.minion.gz,1,0.81
jnh302_ext.xml.minion.converted.minion.gz,1,0.75
jnh303_ext.xml.minion.converted.minion.gz,1,0.75
jnh304_ext.xml.minion.converted.minion.gz,1,0.74
jnh305_ext.xml.minion.converted.minion.gz,1,0.76
jnh306_ext.xml.minion.converted.minion.gz,1,0.74
jnh307_ext.xml.minion.converted.minion.gz,1,0.75
jnh308_ext.xml.minion.converted.minion.gz,1,0.74
jnh309_ext.xml.minion.converted.minion.gz,1,0.75
jnh310_ext.xml.minion.converted.minion.gz,1,0.74
langford-2-10.xml.minion.conv.minion,1,0.95
langford-2-11.xml.minion.conv.minion,1,0.954545
langford-2-12.xml.minion.conv.minion,1,0.958333
langford-2-13.xml.minion.conv.minion,1,0.961538
langford-2-14.xml.minion.conv.minion,1,0.964286
langford-2-15.xml.minion.conv.minion,1,0.966667
langford-2-16.xml.minion.conv.minion,1,0.96875
langford-2-17.xml.minion.conv.minion,1,0.970588
langford-2-18.xml.minion.conv.minion,1,0.972222
langford-2-19.xml.minion.conv.minion,1,0.973684
langford-2-20.xml.minion.conv.minion,1,0.975
langford-2-21.xml.minion.conv.minion,1,0.97619
langford-2-25.xml.minion.conv.minion,1,0.98
langford-2-2.xml.minion.conv.minion,1,0.75
langford-2-30.xml.minion.conv.minion,1,0.983333
langford-2-3.xml.minion.conv.minion,1,0.833333
langford-2-40.xml.minion.conv.minion,1,0.9875
langford-2-4-ext.xml.minion.gz,1,0.875
langford-2-4.xml.minion.conv.minion,1,0.875
langford-2-50.xml.minion.conv.minion,1,0.99
langford-2-5.xml.minion.conv.minion,1,0.9
langford-2-6.xml.minion.conv.minion,1,0.916667
langford-2-7.xml.minion.conv.minion,1,0.928571
langford-2-8.xml.minion.conv.minion,1,0.9375
langford-2-9.xml.minion.conv.minion,1,0.944444
langford-3-11-ext.xml.minion.gz,1,0.969697
langford-3-9-ext.xml.minion.gz,1,0.962963
lard-83-83.xml.minion.gz,1,0.987952
large-80-sat_ext.xml.minion.gz,1,0.9875
large-80-unsat_ext.xml.minion.gz,1,0.9875
large-84-unsat_ext.xml.minion.gz,1,0.988095
latinSquare-dg-10_all.xml.minion,1,0.35
latinSquare-dg-11_all.xml.minion,1,0.330579
latinSquare-dg-12_all.xml.minion,1,0.298611
latinSquare-dg-3_all.xml.minion,1,0.888889
latinSquare-dg-4_all.xml.minion,1,0.6875
latinSquare-dg-5_all.xml.minion,1,0.64
latinSquare-dg-6_all.xml.minion,1,0.527778
latinSquare-dg-7_all.xml.minion,1,0.489796
latinSquare-dg-8_all.xml.minion,1,0.421875
latinSquare-dg-9_all.xml.minion,1,0.395062
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778
lemma-100-9-mod.xml.minion.conv.minion,1,0.98
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667
lemma-20-9-mod.xml.minion.conv.minion,1,0.9
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333
lemma-50-9-mod.xml.minion.conv.minion,1,0.96
magicSquare-10_glb.xml.minion.conv.minion,1,0.99
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375
magicSquare-5_glb.xml.minion.conv.minion,1,0.96
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654
mug100-1-3.xml.watchless.minion.gz,1,0.03
mug100-1-4.xml.watchless.minion.gz,1,0.03
mug100-25-3.xml.watchless.minion.gz,1,0.03
mug100-25-4.xml.watchless.minion.gz,1,0.03
mug88-1-3.xml.watchless.minion.gz,1,0.034091
mug88-1-4.xml.watchless.minion.gz,1,0.034091
mug88-25-3.xml.watchless.minion.gz,1,0.034091
mug88-25-4.xml.watchless.minion.gz,1,0.034091
myciel3-3.xml.watchless.minion.gz,1,0.272727
myciel3-4.xml.watchless.minion.gz,1,0.272727
myciel4-4.xml.watchless.minion.gz,1,0.217391
myciel4-5.xml.watchless.minion.gz,1,0.217391
myciel5-4.xml.watchless.minion.gz,1,0.170213
myciel5-5.xml.watchless.minion.gz,1,0.170213
myciel5-6.xml.watchless.minion.gz,1,0.170213
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213
myciel6-4.xml.watchless.minion.gz,1,0.126316
myciel6-5.xml.watchless.minion.gz,1,0.126316
myciel6-6.xml.watchless.minion.gz,1,0.126316
myciel6-7.xml.watchless.minion.gz,1,0.126316
myciel7-4.xml.watchless.minion.gz,1,0.094241
myciel7-5.xml.watchless.minion.gz,1,0.094241
myciel7-6.xml.watchless.minion.gz,1,0.094241
myciel7-7.xml.watchless.minion.gz,1,0.094241
myciel7-8.xml.watchless.minion.gz,1,0.094241
nmr_10_10_3.minion,1,0.99
nmr_10_10_4.minion,1,0.99
nmr_10_10_5.minion,1,0.99
nmr_10_11_3.minion,1,0.990909
nmr_10_11_4.minion,1,0.990909
nmr_10_11_5.minion,1,0.990909
nmr_10_12_3.minion,1,0.991667
nmr_10_12_4.minion,1,0.991667
nmr_10_12_5.minion,1,0.991667
nmr_10_5_3.minion,1,0.98
nmr_10_5_4.minion,1,0.98
nmr_10_5_5.minion,1,0.98
nmr_10_6_3.minion,1,0.983333
nmr_10_6_4.minion,1,0.983333
nmr_10_6_5.minion,1,0.983333
nmr_10_7_3.minion,1,0.985714
nmr_10_7_4.minion,1,0.985714
nmr_10_7_5.minion,1,0.985714
nmr_10_8_3.minion,1,0.9875
nmr_10_8_4.minion,1,0.9875
nmr_10_8_5.minion,1,0.9875
nmr_10_9_3.minion,1,0.988889
nmr_10_9_4.minion,1,0.988889
nmr_10_9_5.minion,1,0.988889
nmr_11_10_3.minion,1,0.990909
nmr_11_10_4.minion,1,0.990909
nmr_11_10_5.minion,1,0.990909
nmr_11_11_3.minion,1,0.991736
nmr_11_11_4.minion,1,0.991736
nmr_11_11_5.minion,1,0.991736
nmr_11_12_3.minion,1,0.992424
nmr_11_12_4.minion,1,0.992424
nmr_11_12_5.minion,1,0.992424
nmr_11_5_3.minion,1,0.981818
nmr_11_5_4.minion,1,0.981818
nmr_11_5_5.minion,1,0.981818
nmr_11_6_3.minion,1,0.984848
nmr_11_6_4.minion,1,0.984848
nmr_11_6_5.minion,1,0.984848
nmr_11_7_3.minion,1,0.987013
nmr_11_7_4.minion,1,0.987013
nmr_11_7_5.minion,1,0.987013
nmr_11_8_3.minion,1,0.988636
nmr_11_8_4.minion,1,0.988636
nmr_11_8_5.minion,1,0.988636
nmr_11_9_3.minion,1,0.989899
nmr_11_9_4.minion,1,0.989899
nmr_11_9_5.minion,1,0.989899
nmr_12_10_3.minion,1,0.991667
nmr_12_10_4.minion,1,0.991667
nmr_12_10_5.minion,1,0.991667
nmr_12_11_3.minion,1,0.992424
nmr_12_11_4.minion,1,0.992424
nmr_12_11_5.minion,1,0.992424
nmr_12_12_3.minion,1,0.993056
nmr_12_12_4.minion,1,0.993056
nmr_12_12_5.minion,1,0.993056
nmr_12_5_3.minion,1,0.983333
nmr_12_5_4.minion,1,0.983333
nmr_12_5_5.minion,1,0.983333
nmr_12_6_3.minion,1,0.986111
nmr_12_6_4.minion,1,0.986111
nmr_12_6_5.minion,1,0.986111
nmr_12_7_3.minion,1,0.988095
nmr_12_7_4.minion,1,0.988095
nmr_12_7_5.minion,1,0.988095
nmr_12_8_3.minion,1,0.989583
nmr_12_8_4.minion,1,0.989583
nmr_12_8_5.minion,1,0.989583
nmr_12_9_3.minion,1,0.990741
nmr_12_9_4.minion,1,0.990741
nmr_12_9_5.minion,1,0.990741
nmr_5_10_3.minion,1,0.98
nmr_5_10_4.minion,1,0.98
nmr_5_10_5.minion,1,0.98
nmr_5_11_3.minion,1,0.981818
nmr_5_11_4.minion,1,0.981818
nmr_5_11_5.minion,1,0.981818
nmr_5_12_3.minion,1,0.983333
nmr_5_12_4.minion,1,0.983333
nmr_5_12_5.minion,1,0.983333
nmr_5_5_3.minion,1,0.96
nmr_5_5_4.minion,1,0.96
nmr_5_5_5.minion,1,0.96
nmr_5_6_3.minion,1,0.966667
nmr_5_6_4.minion,1,0.966667
nmr_5_6_5.minion,1,0.966667
nmr_5_7_3.minion,1,0.971429
nmr_5_7_4.minion,1,0.971429
nmr_5_7_5.minion,1,0.971429
nmr_5_8_3.minion,1,0.975
nmr_5_8_4.minion,1,0.975
nmr_5_8_5.minion,1,0.975
nmr_5_9_3.minion,1,0.977778
nmr_5_9_4.minion,1,0.977778
nmr_5_9_5.minion,1,0.977778
nmr_6_10_3.minion,1,0.983333
nmr_6_10_4.minion,1,0.983333
nmr_6_10_5.minion,1,0.983333
nmr_6_11_3.minion,1,0.984848
nmr_6_11_4.minion,1,0.984848
nmr_6_11_5.minion,1,0.984848
nmr_6_12_3.minion,1,0.986111
nmr_6_12_4.minion,1,0.986111
nmr_6_12_5.minion,1,0.986111
nmr_6_5_3.minion,1,0.966667
nmr_6_5_4.minion,1,0.966667
nmr_6_5_5.minion,1,0.966667
nmr_6_6_3.minion,1,0.972222
nmr_6_6_4.minion,1,0.972222
nmr_6_6_5.minion,1,0.972222
nmr_6_7_3.minion,1,0.97619
nmr_6_7_4.minion,1,0.97619
nmr_6_7_5.minion,1,0.97619
nmr_6_8_3.minion,1,0.979167
nmr_6_8_4.minion,1,0.979167
nmr_6_8_5.minion,1,0.979167
nmr_6_9_3.minion,1,0.981481
nmr_6_9_4.minion,1,0.981481
nmr_6_9_5.minion,1,0.981481
nmr_7_10_3.minion,1,0.985714
nmr_7_10_4.minion,1,0.985714
nmr_7_10_5.minion,1,0.985714
nmr_7_11_3.minion,1,0.987013
nmr_7_11_4.minion,1,0.987013
nmr_7_11_5.minion,1,0.987013
nmr_7_12_3.minion,1,0.988095
nmr_7_12_4.minion,1,0.988095
nmr_7_12_5.minion,1,0.988095
nmr_7_5_3.minion,1,0.971429
nmr_7_5_4.minion,1,0.971429
nmr_7_5_5.minion,1,0.971429
nmr_7_6_3.minion,1,0.97619
nmr_7_6_4.minion,1,0.97619
nmr_7_6_5.minion,1,0.97619
nmr_7_7_3.minion,1,0.979592
nmr_7_7_4.minion,1,0.979592
nmr_7_7_5.minion,1,0.979592
nmr_7_8_3.minion,1,0.982143
nmr_7_8_4.minion,1,0.982143
nmr_7_8_5.minion,1,0.982143
nmr_7_9_3.minion,1,0.984127
nmr_7_9_4.minion,1,0.984127
nmr_7_9_5.minion,1,0.984127
nmr_8_10_3.minion,1,0.9875
nmr_8_10_4.minion,1,0.9875
nmr_8_10_5.minion,1,0.9875
nmr_8_11_3.minion,1,0.988636
nmr_8_11_4.minion,1,0.988636
nmr_8_11_5.minion,1,0.988636
nmr_8_12_3.minion,1,0.989583
nmr_8_12_4.minion,1,0.989583
nmr_8_12_5.minion,1,0.989583
nmr_8_5_3.minion,1,0.975
nmr_8_5_4.minion,1,0.975
nmr_8_5_5.minion,1,0.975
nmr_8_6_3.minion,1,0.979167
nmr_8_6_4.minion,1,0.979167
nmr_8_6_5.minion,1,0.979167
nmr_8_7_3.minion,1,0.982143
nmr_8_7_4.minion,1,0.982143
nmr_8_7_5.minion,1,0.982143
nmr_8_8_3.minion,1,0.984375
nmr_8_8_4.minion,1,0.984375
nmr_8_8_5.minion,1,0.984375
nmr_8_9_3.minion,1,0.986111
nmr_8_9_4.minion,1,0.986111
nmr_8_9_5.minion,1,0.986111
nmr_9_10_3.minion,1,0.988889
nmr_9_10_4.minion,1,0.988889
nmr_9_10_5.minion,1,0.988889
nmr_9_11_3.minion,1,0.989899
nmr_9_11_4.minion,1,0.989899
nmr_9_11_5.minion,1,0.989899
nmr_9_12_3.minion,1,0.990741
nmr_9_12_4.minion,1,0.990741
nmr_9_12_5.minion,1,0.990741
nmr_9_5_3.minion,1,0.977778
nmr_9_5_4.minion,1,0.977778
nmr_9_5_5.minion,1,0.977778
nmr_9_6_3.minion,1,0.981481
nmr_9_6_4.minion,1,0.981481
nmr_9_6_5.minion,1,0.981481
nmr_9_7_3.minion,1,0.984127
nmr_9_7_4.minion,1,0.984127
nmr_9_7_5.minion,1,0.984127
nmr_9_8_3.minion,1,0.986111
nmr_9_8_4.minion,1,0.986111
nmr_9_8_5.minion,1,0.986111
nmr_9_9_3.minion,1,0.987654
nmr_9_9_4.minion,1,0.987654
nmr_9_9_5.minion,1,0.987654
ortholatin-10.xml.minion,1,0.33
ortholatin-15.xml.conv.minion,1,0.331852
ortholatin-20.xml.conv.minion,1,0.3325
ortholatin-2.xml.minion,1,0.333333
ortholatin-5.xml.minion,1,0.32
ortholatin-6.xml.minion,1,0.324074
ortholatin-7.xml.minion,1,0.326531
ortholatin-8.xml.minion,1,0.328125
ortholatin-9.xml.minion,1,0.329218
peg10.minion.converted.minion.gz,1,0.00276
peg11.minion.converted.minion.gz,1,0.00276
peg12.minion.converted.minion.gz,1,0.00276
peg13.minion.converted.minion.gz,1,0.00276
peg14.minion.converted.minion.gz,1,0.00276
peg15.minion.converted.minion.gz,1,0.00276
peg16.minion.converted.minion.gz,1,0.00276
peg17.minion.converted.minion.gz,1,0.00276
peg18.minion.converted.minion.gz,1,0.00276
peg19.minion.converted.minion.gz,1,0.00276
peg1.minion.converted.minion.gz,1,0.00276
peg20.minion.converted.minion.gz,1,0.00276
peg21.minion.converted.minion.gz,1,0.00276
peg22.minion.converted.minion.gz,1,0.00276
peg23.minion.converted.minion.gz,1,0.00276
peg24.minion.converted.minion.gz,1,0.00276
peg25.minion.converted.minion.gz,1,0.00276
peg26.minion.converted.minion.gz,1,0.00276
peg27.minion.converted.minion.gz,1,0.00276
peg28.minion.converted.minion.gz,1,0.00276
peg29.minion.converted.minion.gz,1,0.00276
peg2.minion.converted.minion.gz,1,0.00276
peg30.minion.converted.minion.gz,1,0.00276
peg31.minion.converted.minion.gz,1,0.00276
peg32.minion.converted.minion.gz,1,0.00276
peg33.minion.converted.minion.gz,1,0.00276
peg3.minion.converted.minion.gz,1,0.00276
peg4.minion.converted.minion.gz,1,0.00276
peg5.minion.converted.minion.gz,1,0.00276
peg6.minion.converted.minion.gz,1,0.00276
peg7.minion.converted.minion.gz,1,0.00276
peg8.minion.converted.minion.gz,1,0.00276
peg9.minion.converted.minion.gz,1,0.00276
pigeons-10_ext.xml.minion,1,0.9
pigeons-10.xml.minion.conv.minion,1,0.9
pigeons-11_ext.xml.minion,1,0.909091
pigeons-11.xml.minion.conv.minion,1,0.909091
pigeons-12_ext.xml.minion,1,0.916667
pigeons-12.xml.minion.conv.minion,1,0.916667
pigeons-13_ext.xml.minion,1,0.923077
pigeons-13.xml.minion.conv.minion,1,0.923077
pigeons-14_ext.xml.minion,1,0.928571
pigeons-14.xml.minion.conv.minion,1,0.928571
pigeons-15_ext.xml.minion,1,0.933333
pigeons-15.xml.minion.conv.minion,1,0.933333
pigeons-16.xml.minion.conv.minion,1,0.9375
pigeons-18_ext.xml.minion,1,0.944444
pigeons-18.xml.minion.conv.minion,1,0.944444
pigeons-20_ext.xml.minion,1,0.95
pigeons-20.xml.minion.conv.minion,1,0.95
pigeons-25_ext.xml.minion,1,0.96
pigeons-25.xml.minion.conv.minion,1,0.96
pigeons-30_ext.xml.minion,1,0.966667
pigeons-30.xml.minion.conv.minion,1,0.966667
pigeons-35_ext.xml.minion,1,0.971429
pigeons-35.xml.minion.conv.minion,1,0.971429
pigeons-40_ext.xml.minion,1,0.975
pigeons-40.xml.minion.conv.minion,1,0.975
pigeons-45_ext.xml.minion,1,0.977778
pigeons-45.xml.minion.conv.minion,1,0.977778
pigeons-50_ext.xml.minion,1,0.98
pigeons-50.xml.minion.conv.minion,1,0.98
pigeons-5_ext.xml.minion,1,0.8
pigeons-5.xml.minion.conv.minion,1,0.8
pigeons-6_ext.xml.minion,1,0.833333
pigeons-6.xml.minion.conv.minion,1,0.833333
pigeons-7_ext.xml.minion,1,0.857143
pigeons-7.xml.minion.conv.minion,1,0.857143
pigeons-8_ext.xml.minion,1,0.875
pigeons-8.xml.minion.conv.minion,1,0.875
pigeons-9_ext.xml.minion,1,0.888889
pigeons-9.xml.minion.conv.minion,1,0.888889
pret-150-25_ext.xml.minion.converted.minion.gz,1,0.026667
pret-150-40_ext.xml.minion.converted.minion.gz,1,0.026667
pret-150-60_ext.xml.minion.converted.minion.gz,1,0.026667
pret-150-75_ext.xml.minion.converted.minion.gz,1,0.026667
pret-60-25_ext.xml.minion.converted.minion.gz,1,0.066667
pret-60-40_ext.xml.minion.converted.minion.gz,1,0.066667
pret-60-60_ext.xml.minion.converted.minion.gz,1,0.066667
pret-60-75_ext.xml.minion.converted.minion.gz,1,0.066667
qcp-10-67-0_ext.xml.minion.gz,1,0.13
qcp-10-67-1_ext.xml.minion.gz,1,0.13
qcp-10-67-2_ext.xml.minion.gz,1,0.13
qcp-10-67-3_ext.xml.minion.gz,1,0.13
qcp-10-67-4_ext.xml.minion.gz,1,0.13
qcp-10-67-5_ext.xml.minion.gz,1,0.13
qcp-10-67-6_ext.xml.minion.gz,1,0.13
qcp-10-67-7_ext.xml.minion.gz,1,0.13
qcp-10-67-8_ext.xml.minion.gz,1,0.13
qcp-10-67-9_ext.xml.minion.gz,1,0.13
qcp-15-120-0_ext.xml.minion.gz,1,0.071111
qcp-15-120-1_ext.xml.minion.gz,1,0.071111
qcp-15-120-2_ext.xml.minion.gz,1,0.071111
qcp-15-120-3_ext.xml.minion.gz,1,0.071111
qcp-15-120-4_ext.xml.minion.gz,1,0.071111
qcp-15-120-5_ext.xml.minion.gz,1,0.071111
qcp-15-120-6_ext.xml.minion.gz,1,0.071111
qcp-15-120-7_ext.xml.minion.gz,1,0.071111
qcp-15-120-8_ext.xml.minion.gz,1,0.071111
qcp-15-120-9_ext.xml.minion.gz,1,0.071111
qcp-20-187-0_ext.xml.minion.gz,1,0.0475
qcp-20-187-1_ext.xml.minion.gz,1,0.0475
qcp-20-187-2_ext.xml.minion.gz,1,0.0475
qcp-20-187-3_ext.xml.minion.gz,1,0.0475
qcp-20-187-4_ext.xml.minion.gz,1,0.0475
qcp-20-187-5_ext.xml.minion.gz,1,0.0475
qcp-20-187-6_ext.xml.minion.gz,1,0.045
qcp-20-187-7_ext.xml.minion.gz,1,0.0475
qcp-20-187-8_ext.xml.minion.gz,1,0.0475
qcp-20-187-9_ext.xml.minion.gz,1,0.0475
qcp-25-264-0_ext.xml.minion.gz,1,0.0336
qcp-25-264-1_ext.xml.minion.gz,1,0.0336
qcp-25-264-2_ext.xml.minion.gz,1,0.0336
qcp-25-264-3_ext.xml.minion.gz,1,0.0336
qcp-25-264-4_ext.xml.minion.gz,1,0.0336
qcp-25-264-5_ext.xml.minion.gz,1,0.0336
qcp-25-264-6_ext.xml.minion.gz,1,0.0336
qcp-25-264-7_ext.xml.minion.gz,1,0.0336
qcp-25-264-8_ext.xml.minion.gz,1,0.0336
qcp-25-264-9_ext.xml.minion.gz,1,0.0336
queens-100.xml.minion.conv.minion,1,0.0099
queens-10.xml.minion.conv.minion,1,0.09
queens-120.xml.minion.conv.minion,1,0.008264
queens-12.xml.minion.conv.minion,1,0.076389
queens-150.xml.minion.conv.minion,1,0.006622
queens-15.xml.minion.conv.minion,1,0.062222
queens-20.xml.minion.conv.minion,1,0.0475
queens-30.xml.minion.conv.minion,1,0.032222
queens-4.xml.minion.conv.minion,1,0.1875
queens-50.xml.minion.conv.minion,1,0.0196
queens-5-5-3-ext.xml.minion.converted.minion.gz,1,0.48
queens-5-5-4-ext.xml.minion.converted.minion.gz,1,0.48
queens-5-5-5-ext.xml.minion.converted.minion.gz,1,0.48
queens-80.xml.minion.conv.minion,1,0.012344
queens-8.xml.minion.conv.minion,1,0.109375
qwh-10-57-0_ext.xml.minion.gz,1,0.11
qwh-10-57-1_ext.xml.minion.gz,1,0.11
qwh-10-57-2_ext.xml.minion.gz,1,0.11
qwh-10-57-3_ext.xml.minion.gz,1,0.11
qwh-10-57-4_ext.xml.minion.gz,1,0.11
qwh-10-57-5_ext.xml.minion.gz,1,0.11
qwh-10-57-6_ext.xml.minion.gz,1,0.11
qwh-10-57-7_ext.xml.minion.gz,1,0.11
qwh-10-57-8_ext.xml.minion.gz,1,0.11
qwh-10-57-9_ext.xml.minion.gz,1,0.11
qwh-15-106-0_ext.xml.minion.gz,1,0.062222
qwh-15-106-1_ext.xml.minion.gz,1,0.062222
qwh-15-106-2_ext.xml.minion.gz,1,0.062222
qwh-15-106-3_ext.xml.minion.gz,1,0.062222
qwh-15-106-4_ext.xml.minion.gz,1,0.062222
qwh-15-106-5_ext.xml.minion.gz,1,0.062222
qwh-15-106-6_ext.xml.minion.gz,1,0.062222
qwh-15-106-7_ext.xml.minion.gz,1,0.062222
qwh-15-106-8_ext.xml.minion.gz,1,0.062222
qwh-15-106-9_ext.xml.minion.gz,1,0.062222
qwh-20-166-0_ext.xml.minion.gz,1,0.0425
qwh-20-166-1_ext.xml.minion.gz,1,0.0425
qwh-20-166-2_ext.xml.minion.gz,1,0.0425
qwh-20-166-3_ext.xml.minion.gz,1,0.0425
qwh-20-166-4_ext.xml.minion.gz,1,0.0425
qwh-20-166-5_ext.xml.minion.gz,1,0.0425
qwh-20-166-6_ext.xml.minion.gz,1,0.0425
qwh-20-166-7_ext.xml.minion.gz,1,0.0425
