@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
langford-2-50.xml.minion.conv.minion,1,0.99,0.282422,0.99,0.99,16.947921,101,7
langford-2-5.xml.minion.conv.minion,1,0.9,0.851502,0.9,0.9,170.981818,11,104
langford-2-6.xml.minion.conv.minion,1,0.916667,0.824093,0.916667,0.916667,154.974359,13,97
langford-2-7.xml.minion.conv.minion,1,0.928571,0.796446,0.928571,0.928571,140.495238,15,88
langford-2-8.xml.minion.conv.minion,1,0.9375,0.769235,0.9375,0.9375,115.882353,17,69
langford-2-9.xml.minion.conv.minion,1,0.944444,0.74285,0.944444,0.944444,96.654971,19,50
langford-3-11-ext.xml.minion.gz,1,0.969697,0.704183,0.969697,0.969697,72.723636,33.333333,35
langford-3-9-ext.xml.minion.gz,1,0.962963,0.71177,0.962963,0.962963,80.620596,27.333333,35
lard-83-83.xml.minion.gz,1,0.987952,0.67202,0.987952,0.987952,529.855716,82,530
large-80-sat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.028165,79,495
large-80-unsat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.160443,79,487
large-84-unsat_ext.xml.minion.gz,1,0.988095,0.671956,0.988095,0.988095,500.144291,83,487
latinSquare-dg-10_all.xml.minion,1,0.35,0.597051,0.35,0.35,999,4,999
latinSquare-dg-11_all.xml.minion,1,0.330579,0.580181,0.330579,0.330579,1000,4,1000
latinSquare-dg-12_all.xml.minion,1,0.298611,0.563627,0.298611,0.298611,1000,4,1000
latinSquare-dg-3_all.xml.minion,1,0.888889,0.679931,0.888889,0.888889,784,4,784
latinSquare-dg-4_all.xml.minion,1,0.6875,0.679717,0.6875,0.6875,892,4,892
latinSquare-dg-5_all.xml.minion,1,0.64,0.672635,0.64,0.64,966,4,966
latinSquare-dg-6_all.xml.minion,1,0.527778,0.661038,0.527778,0.527778,987,4,987
latinSquare-dg-7_all.xml.minion,1,0.489796,0.646671,0.489796,0.489796,995,4,995
latinSquare-dg-8_all.xml.minion,1,0.421875,0.630731,0.421875,0.421875,998,4,998
latinSquare-dg-9_all.xml.minion,1,0.395062,0.614016,0.395062,0.395062,996,4,996
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,513,25.395556,513
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,324,25.395556,324
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,263,25.395556,263
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,184,25.395556,184
lemma-100-9-mod.xml.minion.conv.minion,1,0.98,0.026747,0.98,0.99,96,147,96
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333,0.22283,0.833333,0.916667,96,15,96
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667,0.178178,0.933333,0.933333,96,19.6,96
lemma-20-9-mod.xml.minion.conv.minion,1,0.9,0.134387,0.9,0.95,96,27,96
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333,0.089536,0.933333,0.966667,96,42,96
lemma-50-9-mod.xml.minion.conv.minion,1,0.96,0.053616,0.96,0.98,96,72,96
magicSquare-10_glb.xml.minion.conv.minion,1,0.99,0.768242,0.99,0.99,495.466667,5.4,484
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736,0.749851,0.991736,0.991736,500.408163,5.363636,490
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056,0.731691,0.993056,0.993056,505.509434,5.333333,496
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083,0.713891,0.994083,0.994083,538.245614,5.307692,530
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898,0.696537,0.994898,0.994898,504.262295,5.285714,496
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556,0.679685,0.995556,0.995556,499.815385,5.266667,492
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094,0.663366,0.996094,0.996094,517.101449,5.25,510
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654,0.647597,0.99654,0.99654,491.068493,5.235294,484
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914,0.632382,0.996914,0.996914,520.311688,5.222222,514
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723,0.617717,0.99723,0.99723,487.407407,5.210526,481
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889,0.873959,0.888889,0.888889,484,6.333333,452
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375,0.865625,0.9375,0.9375,498.095238,6,473
magicSquare-5_glb.xml.minion.conv.minion,1,0.96,0.853642,0.96,0.96,541.12,5.8,522
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222,0.83897,0.972222,0.972222,521.103448,5.666667,504
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592,0.822485,0.979592,0.979592,537.454545,5.571429,523
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375,0.804881,0.984375,0.984375,520.324324,5.5,507
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654,0.786675,0.987654,0.987654,528.780488,5.444444,517
mug100-1-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324
mug100-1-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263
mug100-25-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324,3.32,324
mug100-25-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263,3.32,263
mug88-1-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324
mug88-1-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263
mug88-25-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324,3.318182,324
mug88-25-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263,3.318182,263
myciel3-3.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,324,3.636364,324
myciel3-4.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,263,3.636364,263
myciel4-4.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,263,6.173913,263
myciel4-5.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,184,6.173913,184
myciel5-4.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,263,10.042553,263
myciel5-5.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,184,10.042553,184
myciel5-6.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,169,10.042553,169
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,324,10.042553,324
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,263,10.042553,263
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,184,10.042553,184
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,169,10.042553,169
myciel6-4.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,263,15.894737,263
myciel6-5.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,184,15.894737,184
myciel6-6.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,169,15.894737,169
myciel6-7.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,154,15.894737,154
myciel7-4.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,263,24.712042,263
myciel7-5.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,184,24.712042,184
myciel7-6.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,169,24.712042,169
myciel7-7.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,154,24.712042,154
myciel7-8.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,136,24.712042,136
nmr_10_10_3.minion,1,0.99,0.442616,0.99,0.99,40.088106,84.6,36
nmr_10_10_4.minion,1,0.99,0.442616,0.99,0.99,24.281938,84.6,20
nmr_10_10_5.minion,1,0.99,0.442616,0.99,0.99,15.237885,84.6,11
nmr_10_11_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796,93.618182,36
nmr_10_11_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166,93.618182,20
nmr_10_11_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394,93.618182,11
nmr_10_12_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719,102.633333,36
nmr_10_12_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686,102.633333,20
nmr_10_12_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522,102.633333,11
nmr_10_5_3.minion,1,0.98,0.509441,0.98,0.98,49.339093,39.4,36
nmr_10_5_4.minion,1,0.98,0.509441,0.98,0.98,33.412527,39.4,20
nmr_10_5_5.minion,1,0.98,0.509441,0.98,0.98,24.544276,39.4,11
nmr_10_6_3.minion,1,0.983333,0.48725,0.983333,0.983333,45.441219,48.466667,36
nmr_10_6_4.minion,1,0.983333,0.48725,0.983333,0.983333,29.483309,48.466667,20
nmr_10_6_5.minion,1,0.983333,0.48725,0.983333,0.983333,21.139332,48.466667,11
nmr_10_7_3.minion,1,0.985714,0.471348,0.985714,0.985714,43.165625,57.514286,36
nmr_10_7_4.minion,1,0.985714,0.471348,0.985714,0.985714,27.453125,57.514286,20
nmr_10_7_5.minion,1,0.985714,0.471348,0.985714,0.985714,18.35625,57.514286,11
nmr_10_8_3.minion,1,0.9875,0.459393,0.9875,0.9875,41.966301,66.55,36
nmr_10_8_4.minion,1,0.9875,0.459393,0.9875,0.9875,25.995298,66.55,20
nmr_10_8_5.minion,1,0.9875,0.459393,0.9875,0.9875,16.925549,66.55,11
nmr_10_9_3.minion,1,0.988889,0.450078,0.988889,0.988889,40.807575,75.577778,36
nmr_10_9_4.minion,1,0.988889,0.450078,0.988889,0.988889,25.041539,75.577778,20
nmr_10_9_5.minion,1,0.988889,0.450078,0.988889,0.988889,16.000611,75.577778,11
nmr_11_10_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796,93.618182,36
nmr_11_10_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166,93.618182,20
nmr_11_10_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394,93.618182,11
nmr_11_11_3.minion,1,0.991736,0.4309,0.991736,0.991736,39.133005,103.636364,36
nmr_11_11_4.minion,1,0.991736,0.4309,0.991736,0.991736,23.172414,103.636364,20
nmr_11_11_5.minion,1,0.991736,0.4309,0.991736,0.991736,14.310345,103.636364,11
nmr_11_12_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981,113.651515,36
nmr_11_12_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275,113.651515,20
nmr_11_12_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542,113.651515,11
nmr_11_5_3.minion,1,0.981818,0.498429,0.981818,0.981818,47.893617,43.418182,36
nmr_11_5_4.minion,1,0.981818,0.498429,0.981818,0.981818,31.829787,43.418182,20
nmr_11_5_5.minion,1,0.981818,0.498429,0.981818,0.981818,23.138298,43.418182,11
nmr_11_6_3.minion,1,0.984848,0.477733,0.984848,0.984848,44.375,53.484848,36
nmr_11_6_4.minion,1,0.984848,0.477733,0.984848,0.984848,28.303571,53.484848,20
nmr_11_6_5.minion,1,0.984848,0.477733,0.984848,0.984848,20.059524,53.484848,11
nmr_11_7_3.minion,1,0.987013,0.462985,0.987013,0.987013,42.329633,63.532468,36
nmr_11_7_4.minion,1,0.987013,0.462985,0.987013,0.987013,26.497011,63.532468,20
nmr_11_7_5.minion,1,0.987013,0.462985,0.987013,0.987013,17.544833,63.532468,11
nmr_11_8_3.minion,1,0.988636,0.451942,0.988636,0.988636,41.259473,73.568182,36
nmr_11_8_4.minion,1,0.988636,0.451942,0.988636,0.988636,25.202954,73.568182,20
nmr_11_8_5.minion,1,0.988636,0.451942,0.988636,0.988636,16.258831,73.568182,11
nmr_11_9_3.minion,1,0.989899,0.443363,0.989899,0.989899,40.222222,83.59596,36
nmr_11_9_4.minion,1,0.989899,0.443363,0.989899,0.989899,24.361361,83.59596,20
nmr_11_9_5.minion,1,0.989899,0.443363,0.989899,0.989899,15.43043,83.59596,11
nmr_12_10_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719,102.633333,36
nmr_12_10_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686,102.633333,20
nmr_12_10_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522,102.633333,11
nmr_12_11_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981,113.651515,36
nmr_12_11_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275,113.651515,20
nmr_12_11_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542,113.651515,11
nmr_12_12_3.minion,1,0.993056,0.421927,0.993056,0.993056,38.351759,124.666667,36
nmr_12_12_4.minion,1,0.993056,0.421927,0.993056,0.993056,22.366834,124.666667,20
nmr_12_12_5.minion,1,0.993056,0.421927,0.993056,0.993056,13.482412,124.666667,11
nmr_12_5_3.minion,1,0.983333,0.489077,0.983333,0.983333,46.595556,47.433333,36
nmr_12_5_4.minion,1,0.983333,0.489077,0.983333,0.983333,30.515556,47.433333,20
nmr_12_5_5.minion,1,0.983333,0.489077,0.983333,0.983333,21.798519,47.433333,11
nmr_12_6_3.minion,1,0.986111,0.4697,0.986111,0.986111,43.410537,58.5,36
nmr_12_6_4.minion,1,0.986111,0.4697,0.986111,0.986111,27.327038,58.5,20
nmr_12_6_5.minion,1,0.986111,0.4697,0.986111,0.986111,19.020875,58.5,11
nmr_12_7_3.minion,1,0.988095,0.455955,0.988095,0.988095,41.568781,69.547619,36
nmr_12_7_4.minion,1,0.988095,0.455955,0.988095,0.988095,25.707056,69.547619,20
nmr_12_7_5.minion,1,0.988095,0.455955,0.988095,0.988095,16.750535,69.547619,11
nmr_12_8_3.minion,1,0.989583,0.445698,0.989583,0.989583,40.614684,80.583333,36
nmr_12_8_4.minion,1,0.989583,0.445698,0.989583,0.989583,24.549303,80.583333,20
nmr_12_8_5.minion,1,0.989583,0.445698,0.989583,0.989583,15.600214,80.583333,11
nmr_12_9_3.minion,1,0.990741,0.43775,0.990741,0.990741,39.685177,91.611111,36
nmr_12_9_4.minion,1,0.990741,0.43775,0.990741,0.990741,23.800835,91.611111,20
nmr_12_9_5.minion,1,0.990741,0.43775,0.990741,0.990741,14.863883,91.611111,11
nmr_5_10_3.minion,1,0.98,0.509441,0.98,0.98,49.339093,39.4,36
nmr_5_10_4.minion,1,0.98,0.509441,0.98,0.98,33.412527,39.4,20
nmr_5_10_5.minion,1,0.98,0.509441,0.98,0.98,24.544276,39.4,11
nmr_5_11_3.minion,1,0.981818,0.498429,0.981818,0.981818,47.893617,43.418182,36
nmr_5_11_4.minion,1,0.981818,0.498429,0.981818,0.981818,31.829787,43.418182,20
nmr_5_11_5.minion,1,0.981818,0.498429,0.981818,0.981818,23.138298,43.418182,11
nmr_5_12_3.minion,1,0.983333,0.489077,0.983333,0.983333,46.595556,47.433333,36
nmr_5_12_4.minion,1,0.983333,0.489077,0.983333,0.983333,30.515556,47.433333,20
nmr_5_12_5.minion,1,0.983333,0.489077,0.983333,0.983333,21.798519,47.433333,11
nmr_5_5_3.minion,1,0.96,0.616459,0.96,0.96,71.555556,19.2,36
nmr_5_5_4.minion,1,0.96,0.616459,0.96,0.96,55.111111,19.2,20
nmr_5_5_5.minion,1,0.96,0.616459,0.96,0.96,46.777778,19.2,11
nmr_5_6_3.minion,1,0.966667,0.583537,0.966667,0.966667,62.792453,23.266667,36
nmr_5_6_4.minion,1,0.966667,0.583537,0.966667,0.966667,46.377358,23.266667,20
nmr_5_6_5.minion,1,0.966667,0.583537,0.966667,0.966667,38.993711,23.266667,11
nmr_5_7_3.minion,1,0.971429,0.558378,0.971429,0.971429,57.363636,27.314286,36
nmr_5_7_4.minion,1,0.971429,0.558378,0.971429,0.971429,41.490909,27.314286,20
nmr_5_7_5.minion,1,0.971429,0.558378,0.971429,0.971429,32.609091,27.314286,11
nmr_5_8_3.minion,1,0.975,0.538572,0.975,0.975,54.213058,31.35,36
nmr_5_8_4.minion,1,0.975,0.538572,0.975,0.975,37.890034,31.35,20
nmr_5_8_5.minion,1,0.975,0.538572,0.975,0.975,29.024055,31.35,11
nmr_5_9_3.minion,1,0.977778,0.522594,0.977778,0.977778,51.290323,35.377778,36
nmr_5_9_4.minion,1,0.977778,0.522594,0.977778,0.977778,35.408602,35.377778,20
nmr_5_9_5.minion,1,0.977778,0.522594,0.977778,0.977778,26.569892,35.377778,11
nmr_6_10_3.minion,1,0.983333,0.48725,0.983333,0.983333,45.441219,48.466667,36
nmr_6_10_4.minion,1,0.983333,0.48725,0.983333,0.983333,29.483309,48.466667,20
nmr_6_10_5.minion,1,0.983333,0.48725,0.983333,0.983333,21.139332,48.466667,11
nmr_6_11_3.minion,1,0.984848,0.477733,0.984848,0.984848,44.375,53.484848,36
nmr_6_11_4.minion,1,0.984848,0.477733,0.984848,0.984848,28.303571,53.484848,20
nmr_6_11_5.minion,1,0.984848,0.477733,0.984848,0.984848,20.059524,53.484848,11
nmr_6_12_3.minion,1,0.986111,0.4697,0.986111,0.986111,43.410537,58.5,36
nmr_6_12_4.minion,1,0.986111,0.4697,0.986111,0.986111,27.327038,58.5,20
nmr_6_12_5.minion,1,0.986111,0.4697,0.986111,0.986111,19.020875,58.5,11
nmr_6_5_3.minion,1,0.966667,0.583537,0.966667,0.966667,62.792453,23.266667,36
nmr_6_5_4.minion,1,0.966667,0.583537,0.966667,0.966667,46.377358,23.266667,20
nmr_6_5_5.minion,1,0.966667,0.583537,0.966667,0.966667,38.993711,23.266667,11
nmr_6_6_3.minion,1,0.972222,0.553051,0.972222,0.972222,55.787234,28.333333,36
nmr_6_6_4.minion,1,0.972222,0.553051,0.972222,0.972222,39.404255,28.333333,20
nmr_6_6_5.minion,1,0.972222,0.553051,0.972222,0.972222,32.659574,28.333333,11
nmr_6_7_3.minion,1,0.97619,0.530345,0.97619,0.97619,51.53681,33.380952,36
nmr_6_7_4.minion,1,0.97619,0.530345,0.97619,0.97619,35.616564,33.380952,20
nmr_6_7_5.minion,1,0.97619,0.530345,0.97619,0.97619,27.484663,33.380952,11
nmr_6_8_3.minion,1,0.979167,0.51274,0.979167,0.979167,49.148148,38.416667,36
nmr_6_8_4.minion,1,0.979167,0.51274,0.979167,0.979167,32.851852,38.416667,20
nmr_6_8_5.minion,1,0.979167,0.51274,0.979167,0.979167,24.641204,38.416667,11
nmr_6_9_3.minion,1,0.981481,0.498702,0.981481,0.981481,46.904159,43.444444,36
nmr_6_9_4.minion,1,0.981481,0.498702,0.981481,0.981481,30.981917,43.444444,20
nmr_6_9_5.minion,1,0.981481,0.498702,0.981481,0.981481,22.721519,43.444444,11
nmr_7_10_3.minion,1,0.985714,0.471348,0.985714,0.985714,43.165625,57.514286,36
nmr_7_10_4.minion,1,0.985714,0.471348,0.985714,0.985714,27.453125,57.514286,20
nmr_7_10_5.minion,1,0.985714,0.471348,0.985714,0.985714,18.35625,57.514286,11
nmr_7_11_3.minion,1,0.987013,0.462985,0.987013,0.987013,42.329633,63.532468,36
nmr_7_11_4.minion,1,0.987013,0.462985,0.987013,0.987013,26.497011,63.532468,20
nmr_7_11_5.minion,1,0.987013,0.462985,0.987013,0.987013,17.544833,63.532468,11
nmr_7_12_3.minion,1,0.988095,0.455955,0.988095,0.988095,41.568781,69.547619,36
nmr_7_12_4.minion,1,0.988095,0.455955,0.988095,0.988095,25.707056,69.547619,20
nmr_7_12_5.minion,1,0.988095,0.455955,0.988095,0.988095,16.750535,69.547619,11
nmr_7_5_3.minion,1,0.971429,0.558378,0.971429,0.971429,57.363636,27.314286,36
nmr_7_5_4.minion,1,0.971429,0.558378,0.971429,0.971429,41.490909,27.314286,20
nmr_7_5_5.minion,1,0.971429,0.558378,0.971429,0.971429,32.609091,27.314286,11
nmr_7_6_3.minion,1,0.97619,0.530345,0.97619,0.97619,51.53681,33.380952,36
nmr_7_6_4.minion,1,0.97619,0.530345,0.97619,0.97619,35.616564,33.380952,20
nmr_7_6_5.minion,1,0.97619,0.530345,0.97619,0.97619,27.484663,33.380952,11
nmr_7_7_3.minion,1,0.979592,0.50972,0.979592,0.979592,48.05298,39.428571,36
nmr_7_7_4.minion,1,0.979592,0.50972,0.979592,0.979592,32.476821,39.428571,20
nmr_7_7_5.minion,1,0.979592,0.50972,0.979592,0.979592,23.291391,39.428571,11
nmr_7_8_3.minion,1,0.982143,0.493942,0.982143,0.982143,46.141431,45.464286,36
nmr_7_8_4.minion,1,0.982143,0.493942,0.982143,0.982143,30.198003,45.464286,20
nmr_7_8_5.minion,1,0.982143,0.493942,0.982143,0.982143,21.056572,45.464286,11
nmr_7_9_3.minion,1,0.984127,0.481463,0.984127,0.984127,44.327273,51.492063,36
nmr_7_9_4.minion,1,0.984127,0.481463,0.984127,0.984127,28.672727,51.492063,20
nmr_7_9_5.minion,1,0.984127,0.481463,0.984127,0.984127,19.576623,51.492063,11
nmr_8_10_3.minion,1,0.9875,0.459393,0.9875,0.9875,41.966301,66.55,36
nmr_8_10_4.minion,1,0.9875,0.459393,0.9875,0.9875,25.995298,66.55,20
nmr_8_10_5.minion,1,0.9875,0.459393,0.9875,0.9875,16.925549,66.55,11
nmr_8_11_3.minion,1,0.988636,0.451942,0.988636,0.988636,41.259473,73.568182,36
nmr_8_11_4.minion,1,0.988636,0.451942,0.988636,0.988636,25.202954,73.568182,20
nmr_8_11_5.minion,1,0.988636,0.451942,0.988636,0.988636,16.258831,73.568182,11
nmr_8_12_3.minion,1,0.989583,0.445698,0.989583,0.989583,40.614684,80.583333,36
nmr_8_12_4.minion,1,0.989583,0.445698,0.989583,0.989583,24.549303,80.583333,20
nmr_8_12_5.minion,1,0.989583,0.445698,0.989583,0.989583,15.600214,80.583333,11
nmr_8_5_3.minion,1,0.975,0.538572,0.975,0.975,54.213058,31.35,36
nmr_8_5_4.minion,1,0.975,0.538572,0.975,0.975,37.890034,31.35,20
nmr_8_5_5.minion,1,0.975,0.538572,0.975,0.975,29.024055,31.35,11
nmr_8_6_3.minion,1,0.979167,0.51274,0.979167,0.979167,49.148148,38.416667,36
nmr_8_6_4.minion,1,0.979167,0.51274,0.979167,0.979167,32.851852,38.416667,20
nmr_8_6_5.minion,1,0.979167,0.51274,0.979167,0.979167,24.641204,38.416667,11
nmr_8_7_3.minion,1,0.982143,0.493942,0.982143,0.982143,46.141431,45.464286,36
nmr_8_7_4.minion,1,0.982143,0.493942,0.982143,0.982143,30.198003,45.464286,20
nmr_8_7_5.minion,1,0.982143,0.493942,0.982143,0.982143,21.056572,45.464286,11
nmr_8_8_3.minion,1,0.984375,0.479654,0.984375,0.984375,44.508772,52.5,36
nmr_8_8_4.minion,1,0.984375,0.479654,0.984375,0.984375,28.280702,52.5,20
nmr_8_8_5.minion,1,0.984375,0.479654,0.984375,0.984375,19.175439,52.5,11
nmr_8_9_3.minion,1,0.986111,0.46844,0.986111,0.986111,42.954057,59.527778,36
nmr_8_9_4.minion,1,0.986111,0.46844,0.986111,0.986111,27.009775,59.527778,20
nmr_8_9_5.minion,1,0.986111,0.46844,0.986111,0.986111,17.942326,59.527778,11
nmr_9_10_3.minion,1,0.988889,0.450078,0.988889,0.988889,40.807575,75.577778,36
nmr_9_10_4.minion,1,0.988889,0.450078,0.988889,0.988889,25.041539,75.577778,20
nmr_9_10_5.minion,1,0.988889,0.450078,0.988889,0.988889,16.000611,75.577778,11
nmr_9_11_3.minion,1,0.989899,0.443363,0.989899,0.989899,40.222222,83.59596,36
nmr_9_11_4.minion,1,0.989899,0.443363,0.989899,0.989899,24.361361,83.59596,20
nmr_9_11_5.minion,1,0.989899,0.443363,0.989899,0.989899,15.43043,83.59596,11
nmr_9_12_3.minion,1,0.990741,0.43775,0.990741,0.990741,39.685177,91.611111,36
nmr_9_12_4.minion,1,0.990741,0.43775,0.990741,0.990741,23.800835,91.611111,20
nmr_9_12_5.minion,1,0.990741,0.43775,0.990741,0.990741,14.863883,91.611111,11
nmr_9_5_3.minion,1,0.977778,0.522594,0.977778,0.977778,51.290323,35.377778,36
nmr_9_5_4.minion,1,0.977778,0.522594,0.977778,0.977778,35.408602,35.377778,20
nmr_9_5_5.minion,1,0.977778,0.522594,0.977778,0.977778,26.569892,35.377778,11
nmr_9_6_3.minion,1,0.981481,0.498702,0.981481,0.981481,46.904159,43.444444,36
nmr_9_6_4.minion,1,0.981481,0.498702,0.981481,0.981481,30.981917,43.444444,20
nmr_9_6_5.minion,1,0.981481,0.498702,0.981481,0.981481,22.721519,43.444444,11
nmr_9_7_3.minion,1,0.984127,0.481463,0.984127,0.984127,44.327273,51.492063,36
nmr_9_7_4.minion,1,0.984127,0.481463,0.984127,0.984127,28.672727,51.492063,20
nmr_9_7_5.minion,1,0.984127,0.481463,0.984127,0.984127,19.576623,51.492063,11
nmr_9_8_3.minion,1,0.986111,0.46844,0.986111,0.986111,42.954057,59.527778,36
nmr_9_8_4.minion,1,0.986111,0.46844,0.986111,0.986111,27.009775,59.527778,20
nmr_9_8_5.minion,1,0.986111,0.46844,0.986111,0.986111,17.942326,59.527778,11
nmr_9_9_3.minion,1,0.987654,0.458255,0.987654,0.987654,41.634146,67.555556,36
nmr_9_9_4.minion,1,0.987654,0.458255,0.987654,0.987654,25.914634,67.555556,20
nmr_9_9_5.minion,1,0.987654,0.458255,0.987654,0.987654,16.878049,67.555556,11
ortholatin-10.xml.minion,1,0.33,0.847717,0.336667,0.066667,995.460993,2.666667,994
ortholatin-15.xml.conv.minion,1,0.331852,0.839391,0.334815,0.044444,994.493007,2.666667,993
ortholatin-20.xml.conv.minion,1,0.3325,0.834484,0.334167,0.033333,998.336798,2.666667,998
ortholatin-2.xml.minion,1,0.333333,0.861023,0.416667,0.333333,613.230769,2.666667,513
ortholatin-5.xml.minion,1,0.32,0.863059,0.346667,0.133333,964.021739,2.666667,961
ortholatin-6.xml.minion,1,0.324074,0.859328,0.342593,0.111111,973.04918,2.666667,963
ortholatin-7.xml.minion,1,0.326531,0.85587,0.340136,0.095238,986.269231,2.666667,981
ortholatin-8.xml.minion,1,0.328125,0.852793,0.338542,0.083333,989.443299,2.666667,985
ortholatin-9.xml.minion,1,0.329218,0.850089,0.337449,0.074074,989.855932,2.666667,987
peg10.minion.converted.minion.gz,1,0.00276,0.812118,0.00276,0.00368,545.227273,2.793008,539
peg11.minion.converted.minion.gz,1,0.00276,0.812118,0.00276,0.00368,545.227273,2.793008,539
peg12.minion.converted.minion.gz,1,0.00276,0.812118,0.00276,0.00368,545.227273,2.793008,539
peg13.minion.converted.minion.gz,1,0.00276,0.812118,0.00276,0.00368,545.227273,2.793008,539
peg14.minion.converted.minion.gz,1,0.00276,0.812118,0.00276,0.00368,545.227273,2.793008,539
