@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC

@DATA
cv_data5-5-9,1,1,0.714286,5,0.8,1,0.285714,11,7,1,0,1.4,0,1,5.02494,14,5.5
cv_data4-4-23,1,1,0.666667,4,1,1,0.5,16,6,1,0,1.5,0,1,3.74166,11,7
cv_data3-7-22,1,1,0.6,7,1,1,0.371429,16,5,1,0,0.714286,0,1,3.53409,11,6.28571
cv_data5-6-28,1,1,0.714286,6,1,1,0.47619,23,7,1,0,1.16667,0,1,5.39804,15,7.83333
cv_data4-6-37,1,1,0.666667,6,1,1,0.361111,16,6,1,0,1,0,1,3.43592,12,5.16667
cv_data5-5-21,1,1,0.714286,5,1,1,0.457143,19,7,1,0,1.4,0,1,5.93296,16,7
cv_data4-6-30,1,1,0.666667,6,0.833333,1,0.361111,15,6,1,0,1,0,1,5.1614,14,7.6
cv_data4-5-27,1,1,0.666667,5,1,1,0.333333,12,6,1,0,1.2,0,1,3.97995,12,6.4
cv_data4-5-21,1,1,0.666667,5,1,1,0.4,16,6,1,0,1.2,0,1,2.31517,7,4.2
cv_data3-8-25,1,1,0.6,8,0.75,1,0.25,11,5,1,0,625,0,2,5.50757,20,10
cv_data4-5-15,1,1,0.666667,5,1,1,0.466667,18,6,1,0,1.2,0,1,2.78568,9,5.8
cv_data5-5-31,1,1,0.714286,5,1,1,0.542857,23,7,1,0,1.4,0,1,5.45527,17,9.2
cv_data4-7-2,1,1,0.666667,7,1,1,0.404762,19,6,1,0,0.857143,0,1,6.25316,19,8.57143
cv_data5-4-10,1,1,0.714286,4,1,1,0.428571,15,7,1,0,1.75,0,3,3937,13,7
cv_data4-4-34,1,1,0.666667,4,1,1,375,11,6,1,0,1.5,0,2,2.54951,9,5
cv_data5-7-4,1,1,0.714286,7,1,1,0.408163,22,7,1,0,1,0,2,6.87498,25,11.1429
cv_data4-4-14,1,1,0.666667,4,1,1,0.416667,13,6,1,0,1.5,0,2,4.81534,14,5.75
cv_data5-7-22,1,1,0.714286,7,0.857143,1,0.367347,21,7,1,0,1,0,1,2.91071,9,5.16667
cv_data4-6-2,1,1,0.666667,6,1,1,0.25,11,6,1,0,1,0,2,3.05505,11,6
cv_data4-7-12,1,1,0.666667,7,1,1,0.452381,22,6,1,0,0.857143,0,3,7.11136,22,11
cv_data5-5-30,1,1,0.714286,5,1,1,0.4,16,7,1,0,1.4,0,1,4.9558,14,7.8
cv_data3-8-28,1,1,0.6,8,875,1,275,12,5,1,0,625,0,1,6.27271,20,8.28571
cv_data5-6-37,1,1,0.714286,6,1,1,0.452381,23,7,1,0,1.16667,0,2,3.91578,14,9
cv_data5-6-20,1,1,0.714286,6,1,1,0.404762,19,7,1,0,1.16667,0,1,6.07591,18,6.5
cv_data4-6-29,1,1,0.666667,6,1,1,0.361111,16,6,1,0,1,0,1,4.14997,13,6.33333
cv_data4-4-10,1,1,0.666667,4,1,1,0.333333,10,6,1,0,1.5,0,1,3.56195,10,4.75
cv_data4-5-29,1,1,0.666667,5,1,1,0.433333,16,6,1,0,1.2,0,1,5.23832,16,6.6
cv_data3-8-24,1,1,0.6,8,0.75,1,225,10,5,1,0,625,0,1,6.77413,18,9.33333
cv_data5-4-35,1,1,0.714286,4,1,1,0.464286,17,7,1,0,1.75,0,2,3.83243,11,6.25
cv_data5-4-22,1,1,0.714286,4,1,1,0.464286,17,7,1,0,1.75,0,4,1.92029,9,6.25
cv_data5-4-29,1,1,0.714286,4,1,1,0.535714,20,7,1,0,1.75,0,4,2.86138,11,7.25
cv_data3-7-27,1,1,0.6,7,1,1,0.342857,14,5,1,0,0.714286,0,1,4.25705,14,6.14286
cv_data3-7-5,1,1,0.6,7,1,1,0.314286,14,5,1,0,0.714286,0,1,4,14,5
cv_data4-5-3,1,1,0.666667,5,1,1,0.466667,18,6,1,0,1.2,0,2,3.44093,12,7.4
cv_data4-6-12,1,1,0.666667,6,1,1,0.444444,19,6,1,0,1,0,3,4.56131,17,9.83333
cv_data5-8-8,1,1,0.714286,8,1,1,0.428571,29,7,1,0,875,0,2,5.23808,18,9.25
cv_data4-6-25,1,1,0.666667,6,1,1,0.444444,19,6,1,0,1,0,2,3.94405,14,6.33333
cv_data4-7-31,1,1,0.666667,7,1,1,0.380952,21,6,1,0,0.857143,0,1,2.6573,9,4.71429
cv_data5-6-22,1,1,0.714286,6,1,1,0.452381,23,7,1,0,1.16667,0,2,4.11299,14,6.5
cv_data4-6-19,1,1,0.666667,6,1,1,0.416667,17,6,1,0,1,0,1,7.11024,21,7.66667
cv_data5-4-30,1,1,0.714286,4,1,1,0.464286,16,7,1,0,1.75,0,3,3.49106,12,6.25
cv_data5-5-17,1,1,0.714286,5,1,1,0.457143,21,7,1,0,1.4,0,3,1.85472,8,5.6
cv_data4-6-34,1,1,0.666667,6,1,1,0.472222,21,6,1,0,1,0,2,4.52462,15,7.83333
cv_data5-5-32,1,1,0.714286,5,1,1,0.457143,18,7,1,0,1.4,0,3,5.41849,18,8.8
cv_data4-6-32,1,1,0.666667,6,1,1,0.416667,17,6,1,0,1,0,1,6.84146,21,9.16667
cv_data5-4-33,1,1,0.714286,4,1,1,0.464286,16,7,1,0,1.75,0,3,3.3541,12,8.5
cv_data3-7-12,1,1,0.6,7,0.714286,1,0.257143,10,5,1,0,0.714286,0,2,4.83322,15,8.2
cv_data4-7-11,1,1,0.666667,7,1,1,0.404762,21,6,1,0,0.857143,0,1,5.60248,17,8.42857
cv_data4-4-35,1,1,0.666667,4,1,1,0.5,16,6,1,0,1.5,0,1,3.5,10,4.5
cv_data5-4-25,1,1,0.714286,4,1,1,0.464286,16,7,1,0,1.75,0,4,5.30919,16,9.75
cv_data4-6-10,1,1,0.666667,6,1,1,0.416667,19,6,1,0,1,0,2,3.16228,11,7
cv_data4-7-21,1,1,0.666667,7,1,1,0.428571,22,6,1,0,0.857143,0,1,6.74915,21,7.14286
cv_data4-6-4,1,1,0.666667,6,1,1,0.416667,18,6,1,0,1,0,3,4.54606,15,8
cv_data5-4-38,1,1,0.714286,4,1,1,0.464286,16,7,1,0,1.75,0,1,3.96074,11,4.25
cv_data4-7-7,1,1,0.666667,7,1,1,0.452381,23,6,1,0,0.857143,0,2,4.36592,16,8.28571
cv_data4-7-3,1,1,0.666667,7,0.714286,1,0.309524,14,6,1,0,0.857143,0,2,6.01997,19,7.6
cv_data5-8-3,1,1,0.714286,8,1,1,0.5,34,7,1,0,875,0,2,7.81725,28,11875
cv_data5-7-37,1,1,0.714286,7,0.857143,1,0.387755,20,7,1,0,1,0,1,9.99444,30,10.6667
cv_data5-5-20,1,1,0.714286,5,1,1,0.428571,17,7,1,0,1.4,0,1,5.49181,16,5.8
cv_data4-4-24,1,1,0.666667,4,1,1,0.416667,13,6,1,0,1.5,0,1,2.95804,9,5.5
cv_data5-4-14,1,1,0.714286,4,1,1,0.535714,20,7,1,0,1.75,0,1,3.80789,11,6
cv_data5-8-4,1,1,0.714286,8,1,1,0.464286,30,7,1,0,875,0,2,7.37288,22,10875
cv_data4-6-40,1,1,0.666667,6,1,1,0.472222,21,6,1,0,1,0,1,4.88763,15,8.33333
cv_data5-6-31,1,1,0.714286,6,1,1,0.428571,22,7,1,0,1.16667,0,2,5.2731,15,7.16667
cv_data4-6-14,1,1,0.666667,6,1,1,0.361111,15,6,1,0,1,0,1,7.32006,22,9.5
cv_data5-7-1,1,1,0.714286,7,1,1,0.387755,22,7,1,0,1,0,3,7.66652,27,9.71429
cv_data5-7-32,1,1,0.714286,7,1,1,0.510204,30,7,1,0,1,0,3,7.29831,24,11.8571
cv_data4-7-28,1,1,0.666667,7,1,1,0.47619,25,6,1,0,0.857143,0,1,4.06076,12,6.28571
cv_data4-4-2,1,1,0.666667,4,1,1,375,11,6,1,0,1.5,0,1,4.60299,13,7.25
cv_data5-7-12,1,1,0.714286,7,1,1,0.489796,29,7,1,0,1,0,4,3.69224,15,8.71429
cv_data4-7-5,1,1,0.666667,7,1,1,0.404762,20,6,1,0,0.857143,0,1,5.64963,20,8.71429
cv_data5-4-1,1,1,0.714286,4,1,1,0.428571,16,7,1,0,1.75,0,3,2.29129,9,5.5
cv_data4-5-17,1,1,0.666667,5,1,1,0.466667,18,6,1,0,1.2,0,2,3.89872,13,6
cv_data4-6-33,1,1,0.666667,6,0.833333,1,0.305556,12,6,1,0,1,0,1,6.65132,20,7.6
cv_data4-7-8,1,1,0.666667,7,1,1,0.333333,17,6,1,0,0.857143,0,1,5.42105,16,7.42857
cv_data5-4-24,1,1,0.714286,4,1,1,0.5,18,7,1,0,1.75,0,1,4.76314,13,5.75
cv_data4-4-13,1,1,0.666667,4,1,1,0.458333,15,6,1,0,1.5,0,4,1.58114,8,6
cv_data5-4-12,1,1,0.714286,4,1,1,0.428571,17,7,1,0,1.75,0,1,2.69258,8,3.5
cv_data5-6-7,1,1,0.714286,6,1,1,0.47619,23,7,1,0,1.16667,0,1,8.03465,23,9.66667
cv_data5-6-35,1,1,0.714286,6,1,1,0.5,26,7,1,0,1.16667,0,4,2.38048,11,8
cv_data4-6-11,1,1,0.666667,6,1,1,0.388889,17,6,1,0,1,0,1,5.25198,16,6.5
cv_data5-4-16,1,1,0.714286,4,1,1,0.5,18,7,1,0,1.75,0,1,3.76663,11,5.25
cv_data4-7-4,1,1,0.666667,7,1,1,0.428571,21,6,1,0,0.857143,0,1,7.59162,22,8.71429
cv_data5-7-11,1,1,0.714286,7,1,1,0.469388,26,7,1,0,1,0,2,7.24498,26,9.28571
cv_data5-6-33,1,1,0.714286,6,1,1,0.5,26,7,1,0,1.16667,0,3,4.52462,17,8.16667
cv_data5-5-28,1,1,0.714286,5,1,1,0.457143,19,7,1,0,1.4,0,2,6.08605,19,7.4
cv_data5-5-15,1,1,0.714286,5,1,1,0.457143,19,7,1,0,1.4,0,1,3.38231,10,4.6
cv_data3-6-24,1,1,0.6,6,1,1,0.333333,13,5,1,0,0.833333,0,1,3.39935,11,4.66667
cv_data5-4-34,1,1,0.714286,4,1,1,0.5,18,7,1,0,1.75,0,1,5.26189,15,8.25
cv_data4-5-35,1,1,0.666667,5,1,1,0.333333,13,6,1,0,1.2,0,1,2.15407,7,3.6
cv_data5-7-31,1,1,0.714286,7,0.857143,1,0.408163,22,7,1,0,1,0,1,5.18813,15,8.5
cv_data4-7-10,1,1,0.666667,7,1,1,0.380952,18,6,1,0,0.857143,0,3,7.51597,26,10.2857
cv_data4-7-29,1,1,0.666667,7,1,1,0.357143,17,6,1,0,0.857143,0,2,6.49961,22,8.57143
cv_data5-4-18,1,1,0.714286,4,0.75,1,0.25,8,7,1,0,1.75,0,2,2.44949,8,5
cv_data5-6-19,1,1,0.714286,6,1,1,0.380952,20,7,1,0,1.16667,0,1,3.23608,11,4.83333
cv_data4-5-32,1,1,0.666667,5,1,1,0.5,19,6,1,0,1.2,0,8,2.31517,14,10.8
cv_data4-6-13,1,1,0.666667,6,0.833333,1,0.25,10,6,1,0,1,0,2,4.81664,16,7
cv_data5-8-36,1,1,0.714286,8,1,1,0.446429,27,7,1,0,875,0,1,10779,33,12.75
cv_data4-5-12,1,1,0.666667,5,0.8,1,0.366667,13,6,1,0,1.2,0,1,3.08221,9,6
cv_data4-5-28,1,1,0.666667,5,1,1,0.366667,13,6,1,0,1.2,0,1,3.86782,12,7.2
cv_data5-5-4,1,1,0.714286,5,1,1,0.485714,21,7,1,0,1.4,0,2,5.08331,16,6.4
cv_data4-4-7,1,1,0.666667,4,1,1,0.458333,14,6,1,0,1.5,0,1,3.26917,10,5.25
cv_data5-5-36,1,1,0.714286,5,1,1,0.457143,20,7,1,0,1.4,0,3,2.13542,9,6.2
cv_data4-7-16,1,1,0.666667,7,0.714286,1,0.214286,11,6,1,0,0.857143,0,2,1.72047,7,4.2
cv_data4-6-39,1,1,0.666667,6,1,1,0.305556,14,6,1,0,1,0,1,2.26691,8,3.83333
cv_data5-5-6,1,1,0.714286,5,1,1,0.428571,17,7,1,0,1.4,0,1,6.22896,19,8
cv_data5-4-9,1,1,0.714286,4,1,1,0.428571,16,7,1,0,1.75,0,3,1.11803,6,4.5
cv_data4-4-29,1,1,0.666667,4,1,1,375,12,6,1,0,1.5,0,1,3.16228,9,5
cv_data5-6-5,1,1,0.714286,6,1,1,0.52381,27,7,1,0,1.16667,0,1,5.17741,15,7.83333
cv_data3-7-17,1,1,0.6,7,1,1,0.314286,14,5,1,0,0.714286,0,2,3.74166,13,8
cv_data4-6-27,1,1,0.666667,6,1,1,0.388889,16,6,1,0,1,0,2,5.81425,19,8.83333
cv_data5-5-22,1,1,0.714286,5,1,1,0.428571,19,7,1,0,1.4,0,1,5.84466,16,7.2
cv_data5-9-3,1,1,0.714286,9,1,1,0.47619,35,7,1,0,0.777778,0,1,6.13631,21,7.88889
cv_data4-4-28,1,1,0.666667,4,1,1,0.291667,9,6,1,0,1.5,0,1,1.58114,5,3
cv_data4-4-27,1,1,0.666667,4,1,1,0.416667,14,6,1,0,1.5,0,1,2.27761,7,4.75
cv_data4-6-24,1,1,0.666667,6,1,1,0.416667,19,6,1,0,1,0,1,5.16398,15,8
cv_data4-6-8,1,1,0.666667,6,0.833333,1,0.361111,14,6,1,0,1,0,1,5.34416,15,8.2
cv_data4-4-20,1,1,0.666667,4,1,1,0.458333,14,6,1,0,1.5,0,6,2.69258,13,8.5
cv_data3-6-26,1,1,0.6,6,1,1,0.366667,14,5,1,0,0.833333,0,1,2.11476,7,3.83333
cv_data4-7-34,1,1,0.666667,7,1,1,0.357143,17,6,1,0,0.857143,0,1,6.76123,22,8
cv_data5-10-32,1,1,0.714286,10,0.9,1,0.4,31,7,1,0,0.7,0,2,5.07718,20,10.6667
cv_data5-4-32,1,1,0.714286,4,1,1,0.5,19,7,1,0,1.75,0,1,2.68095,8,3.75
cv_data4-7-33,1,1,0.666667,7,1,1,0.380952,19,6,1,0,0.857143,0,1,4.94046,14,7.14286
cv_data4-6-28,1,1,0.666667,6,1,1,0.444444,20,6,1,0,1,0,2,4.26875,15,7.33333
cv_data3-7-30,1,1,0.6,7,1,1,0.314286,13,5,1,0,0.714286,0,3,4.19913,16,7.71429
cv_data5-5-19,1,1,0.714286,5,1,1,0.485714,22,7,1,0,1.4,0,3,5004,17,7.6
cv_data4-4-30,1,1,0.666667,4,1,1,0.333333,10,6,1,0,1.5,0,1,2.95804,9,4.5
cv_data4-7-15,1,1,0.666667,7,1,1,0.380952,20,6,1,0,0.857143,0,1,5.49954,16,8.42857
cv_data5-6-30,1,1,0.714286,6,1,1,0.428571,20,7,1,0,1.16667,0,1,5.98377,19,11.1667
cv_data4-7-17,1,1,0.666667,7,0.857143,1,0.357143,17,6,1,0,0.857143,0,3,5.06623,16,11
cv_data4-5-31,1,1,0.666667,5,1,1,0.466667,17,6,1,0,1.2,0,1,5004,13,6.6
cv_data4-5-34,1,1,0.666667,5,1,1,0.466667,17,6,1,0,1.2,0,1,4.17612,13,6.4
cv_data4-4-25,1,1,0.666667,4,1,1,0.458333,14,6,1,0,1.5,0,2,2.91548,10,6
cv_data5-7-18,1,1,0.714286,7,1,1,0.530612,32,7,1,0,1,0,1,7.30669,25,9.42857
cv_data3-8-17,1,1,0.6,8,0.75,1,225,10,5,1,0,625,0,2,6.28932,21,10.6667
cv_data4-6-15,1,1,0.666667,6,1,1,0.444444,20,6,1,0,1,0,2,4.0586,15,8.83333
cv_data5-7-7,1,1,0.714286,7,1,1,0.428571,24,7,1,0,1,0,2,7.75913,26,13.7143
cv_data4-7-14,1,1,0.666667,7,1,1,0.428571,21,6,1,0,0.857143,0,1,5.69282,19,7.85714
cv_data5-10-19,1,1,0.714286,10,1,1,0.457143,36,7,1,0,0.7,0,2,8.26075,25,11.6
cv_data5-8-29,1,1,0.714286,8,1,1,0.410714,27,7,1,0,875,0,1,7.95986,26,9875
cv_data3-8-7,1,1,0.6,8,1,1,325,16,5,1,0,625,0,1,3.34477,11,6.25
cv_data4-5-14,1,1,0.666667,5,1,1,0.433333,16,6,1,0,1.2,0,2,5.71314,18,8.6
cv_data5-7-16,1,1,0.714286,7,1,1,0.408163,23,7,1,0,1,0,1,5.98638,18,7.14286
cv_data4-5-19,1,1,0.666667,5,1,1,0.4,16,6,1,0,1.2,0,3,2.13542,9,5.8
cv_data3-5-8,1,1,0.6,5,1,1,0.36,11,5,1,0,1,0,1,3.2619,9,4.6
cv_data5-9-10,1,1,0.714286,9,1,1,0.412698,31,7,1,0,0.777778,0,2,6.84755,23,10
cv_data4-7-9,1,1,0.666667,7,1,1,0.357143,18,6,1,0,0.857143,0,1,5.60612,16,7
cv_data5-5-13,1,1,0.714286,5,1,1,0.514286,23,7,1,0,1.4,0,6,1.85472,11,8.4
cv_data4-6-3,1,1,0.666667,6,1,1,0.416667,18,6,1,0,1,0,4,4.34933,17,9.5
cv_data5-4-6,1,1,0.714286,4,1,1,0.392857,14,7,1,0,1.75,0,1,3.39116,10,6
