@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,0.070922,14.1
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,0.069944,14.297222
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,0.070313,14.222222
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,0.069565,14.375
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,0.070658,14.152778
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,0.0697,14.347222
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,0.068939,14.505556
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,0.069916,14.302778
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,0.068979,14.497222
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,0.040136,24.915385
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,0.069085,14.475
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,0.069297,14.430556
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0.070671,14.15
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0.069458,14.397222
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0.069404,14.408333
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0.069444,14.4
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0.071386,14.008333
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0.070189,14.247222
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0.069378,14.413889
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0.069971,14.291667
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0.070053,14.275
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,0.06974,14.338889
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,0.069178,14.455556
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,0.06993,14.3
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,0.069378,14.413889
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,0.07008,14.269444
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,0.070093,14.266667
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,0.070699,14.144444
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,0.071628,13.961111
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,0.071245,14.036111
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0.02491,40.145
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,0.070644,14.155556
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,0.069552,14.377778
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.024489,40.835
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,0.069673,14.352778
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,0.03376,29.621154
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,0.033822,29.566346
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,0.068794,14.536111
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,0.069124,14.466667
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,0.07081,14.122222
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,0.069632,14.361111
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,0.070148,14.255556
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,0.032985,30.317241
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,0.036963,27.053846
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,0.035519,28.153846
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,0.068571,14.583333
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,0.070922,14.1
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,0.296296,3.375
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,0.07063,14.158333
normalized-rand-2-40-8-753-100-20_ext.xml.mzn_AND_NODATA,1,0.069351,14.419444
normalized-rand-2-40-8-753-100-46_ext.xml.mzn_AND_NODATA,1,0.068742,14.547222
normalized-rand-2-40-8-753-100-69_ext.xml.mzn_AND_NODATA,1,0.069592,14.369444
normalized-rand-2-40-8-753-100-3_ext.xml.mzn_AND_NODATA,1,0.069971,14.291667
normalized-rand-2-40-8-753-100-39_ext.xml.mzn_AND_NODATA,1,0.070671,14.15
normalized-rand-2-40-8-753-100-91_ext.xml.mzn_AND_NODATA,1,0.069619,14.363889
normalized-rand-2-40-8-753-100-83_ext.xml.mzn_AND_NODATA,1,0.069713,14.344444
normalized-rand-2-40-25-180-500-50_ext.xml.mzn_AND_NODATA,1,0.038102,26.245192
normalized-rand-2-40-8-753-100-51_ext.xml.mzn_AND_NODATA,1,0.070685,14.147222
normalized-rand-2-40-8-753-100-8_ext.xml.mzn_AND_NODATA,1,0.069862,14.313889
normalized-rand-2-40-8-753-100-54_ext.xml.mzn_AND_NODATA,1,0.069727,14.341667
normalized-rand-2-40-8-753-100-63_ext.xml.mzn_AND_NODATA,1,0.070175,14.25
normalized-rand-2-40-80-103-800-2_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-79_ext.xml.mzn_AND_NODATA,1,0.069822,14.322222
normalized-rand-2-40-8-753-100-95_ext.xml.mzn_AND_NODATA,1,0.069889,14.308333
normalized-rand-2-40-8-753-100-57_ext.xml.mzn_AND_NODATA,1,0.068389,14.622222
normalized-rand-2-40-8-753-100-78_ext.xml.mzn_AND_NODATA,1,0.069032,14.486111
normalized-rand-2-40-8-753-100-98_ext.xml.mzn_AND_NODATA,1,0.070299,14.225
normalized-rand-2-40-8-753-100-44_ext.xml.mzn_AND_NODATA,1,0.069471,14.394444
normalized-rand-2-40-8-753-100-99_ext.xml.mzn_AND_NODATA,1,0.069957,14.294444
normalized-rand-2-40-8-753-100-45_ext.xml.mzn_AND_NODATA,1,0.070367,14.211111
normalized-rand-2-40-8-753-100-86_ext.xml.mzn_AND_NODATA,1,0.068966,14.5
normalized-rand-2-40-8-753-100-90_ext.xml.mzn_AND_NODATA,1,0.070121,14.261111
normalized-rand-2-40-8-753-100-59_ext.xml.mzn_AND_NODATA,1,0.069458,14.397222
normalized-rand-2-40-8-753-100-97_ext.xml.mzn_AND_NODATA,1,0.069045,14.483333
normalized-rand-2-40-8-753-100-80_ext.xml.mzn_AND_NODATA,1,0.07133,14.019444
normalized-rand-2-40-8-753-100-4_ext.xml.mzn_AND_NODATA,1,0.070093,14.266667
normalized-rand-2-40-8-753-100-2_ext.xml.mzn_AND_NODATA,1,0.069849,14.316667
normalized-rand-2-40-8-753-100-73_ext.xml.mzn_AND_NODATA,1,0.069754,14.336111
normalized-rand-2-40-80-103-800-23_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-25-180-500-4_ext.xml.mzn_AND_NODATA,1,0.036145,27.666667
normalized-rand-2-40-80-103-800-50_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-9_ext.xml.mzn_AND_NODATA,1,0.06974,14.338889
normalized-rand-2-40-80-103-800-84_ext.xml.mzn_AND_NODATA,1,0.38835,2.575
normalized-rand-2-40-8-753-100-56_ext.xml.mzn_AND_NODATA,1,0.069337,14.422222
normalized-haystacks-47.xml.mzn_AND_NODATA,1,0.742667,1.346499
normalized-rand-2-40-25-180-500-41_ext.xml.mzn_AND_NODATA,1,0.035512,28.159615
normalized-rand-2-40-19-443-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.024424,40.94375
normalized-rand-2-40-19-443-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.02483,40.27375
normalized-rand-2-40-25-180-500-29_ext.xml.mzn_AND_NODATA,1,0.033754,29.625962
normalized-rand-2-40-25-180-500-38_ext.xml.mzn_AND_NODATA,1,0.034967,28.59803
normalized-rand-2-40-19-443-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0.024503,40.81125
normalized-rand-2-40-25-180-500-79_ext.xml.mzn_AND_NODATA,1,0.043577,22.948077
normalized-rand-2-40-19-443-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.024205,41.31375
normalized-rand-2-40-25-180-500-46_ext.xml.mzn_AND_NODATA,1,0.037695,26.528846
normalized-rand-2-40-19-443-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.024141,41.4225
normalized-rand-2-40-25-180-500-2_ext.xml.mzn_AND_NODATA,1,0.032515,30.75468
normalized-rand-2-40-19-443-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.024309,41.1375
normalized-rand-2-40-19-443-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.024834,40.2675
normalized-rand-2-40-25-180-500-68_ext.xml.mzn_AND_NODATA,1,0.039155,25.539423
normalized-rand-2-40-25-180-500-31_ext.xml.mzn_AND_NODATA,1,0.033981,29.427885
normalized-rand-2-40-25-180-500-43_ext.xml.mzn_AND_NODATA,1,0.035177,28.427885
normalized-rand-2-40-25-180-500-76_ext.xml.mzn_AND_NODATA,1,0.040668,24.589423
normalized-rand-2-40-25-180-500-63_ext.xml.mzn_AND_NODATA,1,0.037545,26.634615
normalized-rand-2-40-25-180-500-51_ext.xml.mzn_AND_NODATA,1,0.036767,27.198077
normalized-rand-2-40-25-180-500-67_ext.xml.mzn_AND_NODATA,1,0.037703,26.523153
normalized-rand-2-40-25-180-500-66_ext.xml.mzn_AND_NODATA,1,0.037934,26.361538
normalized-rand-2-40-25-180-500-58_ext.xml.mzn_AND_NODATA,1,0.036336,27.521182
normalized-rand-2-40-25-180-500-61_ext.xml.mzn_AND_NODATA,1,0.037587,26.604808
normalized-rand-2-40-25-180-500-55_ext.xml.mzn_AND_NODATA,1,0.035859,27.8867
normalized-rand-2-40-25-180-500-42_ext.xml.mzn_AND_NODATA,1,0.034518,28.970192
normalized-rand-2-40-25-180-500-64_ext.xml.mzn_AND_NODATA,1,0.037102,26.952709
normalized-rand-2-40-25-180-500-48_ext.xml.mzn_AND_NODATA,1,0.036353,27.507692
normalized-rand-2-40-25-180-500-34_ext.xml.mzn_AND_NODATA,1,0.033785,29.599038
normalized-rand-2-40-25-180-500-39_ext.xml.mzn_AND_NODATA,1,0.033407,29.93399
normalized-rand-2-40-25-180-500-47_ext.xml.mzn_AND_NODATA,1,0.033687,29.684729
normalized-patat-08-comp-13.xml.mzn_AND_NODATA,1,0.669348,1.493992
normalized-rand-2-40-25-180-500-96_ext.xml.mzn_AND_NODATA,1,0.043753,22.855769
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0.036574,27.341872
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0.035398,28.250505
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0.037069,26.976923
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0.031932,31.316346
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0.034436,29.039423
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0.036642,27.291346
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.024239,41.255
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0.037056,26.986207
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0.037928,26.365517
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0.040057,24.964423
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0.038264,26.13399
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0.034904,28.65
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0.035595,28.093596
normalized-rand-2-40-25-180-500-54_ext.xml.mzn_AND_NODATA,1,0.034835,28.706731
normalized-rand-2-40-25-180-500-74_ext.xml.mzn_AND_NODATA,1,0.035664,28.039423
normalized-rand-2-40-25-180-500-59_ext.xml.mzn_AND_NODATA,1,0.036872,27.121154
normalized-rand-2-40-25-180-500-80_ext.xml.mzn_AND_NODATA,1,0.037102,26.952885
normalized-rand-2-40-25-180-500-86_ext.xml.mzn_AND_NODATA,1,0.038372,26.060577
normalized-rand-2-40-25-180-500-57_ext.xml.mzn_AND_NODATA,1,0.034431,29.043269
normalized-patat-08-comp-16.xml.mzn_AND_NODATA,1,0.66853,1.49582
normalized-rand-2-40-25-180-500-99_ext.xml.mzn_AND_NODATA,1,0.038307,26.104808
normalized-rand-2-40-25-180-500-97_ext.xml.mzn_AND_NODATA,1,0.037358,26.768269
normalized-rand-2-40-25-180-500-82_ext.xml.mzn_AND_NODATA,1,0.036737,27.220192
normalized-rand-2-40-25-180-500-81_ext.xml.mzn_AND_NODATA,1,0.03598,27.793269
normalized-rand-2-40-25-180-500-98_ext.xml.mzn_AND_NODATA,1,0.037831,26.433498
normalized-rand-2-40-25-180-500-95_ext.xml.mzn_AND_NODATA,1,0.038712,25.831731
normalized-rand-2-40-25-180-500-69_ext.xml.mzn_AND_NODATA,1,0.035152,28.448077
normalized-rand-2-40-25-180-500-8_ext.xml.mzn_AND_NODATA,1,0.037523,26.65
normalized-rand-2-40-25-180-500-87_ext.xml.mzn_AND_NODATA,1,0.035413,28.238424
normalized-rand-2-40-25-180-500-65_ext.xml.mzn_AND_NODATA,1,0.033838,29.552885
normalized-rand-2-40-25-180-500-75_ext.xml.mzn_AND_NODATA,1,0.035562,28.120192
normalized-rand-2-40-25-180-500-52_ext.xml.mzn_AND_NODATA,1,0.032949,30.35
normalized-rand-2-40-25-180-500-7_ext.xml.mzn_AND_NODATA,1,0.034621,28.884615
normalized-rand-2-40-25-180-500-89_ext.xml.mzn_AND_NODATA,1,0.033608,29.754545
normalized-rand-2-40-25-180-500-71_ext.xml.mzn_AND_NODATA,1,0.035479,28.185577
normalized-rand-2-40-25-180-500-91_ext.xml.mzn_AND_NODATA,1,0.037033,27.002885
normalized-rand-2-40-25-180-500-92_ext.xml.mzn_AND_NODATA,1,0.033085,30.225616
normalized-rand-2-40-25-180-500-9_ext.xml.mzn_AND_NODATA,1,0.034031,29.385222
normalized-rand-2-40-25-180-500-44_ext.xml.mzn_AND_NODATA,1,0.032579,30.694231
normalized-rand-2-40-25-180-500-88_ext.xml.mzn_AND_NODATA,1,0.034977,28.590385
normalized-rand-2-40-25-180-500-5_ext.xml.mzn_AND_NODATA,1,0.032292,30.967308
normalized-rand-2-40-25-180-500-93_ext.xml.mzn_AND_NODATA,1,0.03306,30.248276
normalized-rand-2-40-25-180-500-72_ext.xml.mzn_AND_NODATA,1,0.031913,31.335577
normalized-rand-2-40-25-180-500-84_ext.xml.mzn_AND_NODATA,1,0.032841,30.45
normalized-qcp-25-264-12_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rand-2-40-25-180-500-83_ext.xml.mzn_AND_NODATA,1,0.031075,32.179808
normalized-qcp-25-264-0_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-qcp-25-264-10_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-qcp-25-264-11_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rand-24-24-276-139-52021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-56021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-49021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-qcp-25-264-14_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rand-24-24-276-139-51021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-55021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-50021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-48021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-53021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rand-24-24-276-139-57021_ext.xml.mzn_AND_NODATA,1,0.015408,64.9
normalized-rcpsp25-21.xml.mzn_AND_NODATA,1,0.543478,1.84
normalized-rcpsp25-22.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-qcp-25-264-13_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rcpsp20-05.xml.mzn_AND_NODATA,1,1.333333,0.75
normalized-rcpsp25-28.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsp25-32.xml.mzn_AND_NODATA,1,0.543478,1.84
normalized-rcpsp25-33.xml.mzn_AND_NODATA,1,0.581395,1.72
normalized-rcpsp25-34.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsp20-16.xml.mzn_AND_NODATA,1,1.25,0.8
normalized-rcpsp20-17.xml.mzn_AND_NODATA,1,1.111111,0.9
normalized-qcp-25-264-4_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-qcp-25-264-1_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rcpsp25-37.xml.mzn_AND_NODATA,1,0.581395,1.72
normalized-rcpsp25-23.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsptight25-21.xml.mzn_AND_NODATA,1,0.543478,1.84
normalized-qcp-25-264-8_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rcpsptight25-22.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsptight25-25.xml.mzn_AND_NODATA,1,0.520833,1.92
normalized-qcp-25-264-7_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-rcpsptight25-29.xml.mzn_AND_NODATA,1,0.568182,1.76
normalized-rcpsptight25-34.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsptight25-38.xml.mzn_AND_NODATA,1,0.595238,1.68
normalized-rcpsp20-07.xml.mzn_AND_NODATA,1,1.176471,0.85
normalized-rcpsp20-18.xml.mzn_AND_NODATA,1,1.111111,0.9
normalized-rcpsptight20-12.xml.mzn_AND_NODATA,1,1.176471,0.85
normalized-rcpsp25-39.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsp25-25.xml.mzn_AND_NODATA,1,0.520833,1.92
normalized-rcpsptight25-33.xml.mzn_AND_NODATA,1,0.581395,1.72
normalized-rcpsptight25-28.xml.mzn_AND_NODATA,1,0.555556,1.8
normalized-rcpsptight25-40.xml.mzn_AND_NODATA,1,0.595238,1.68
normalized-rcpsptight25-32.xml.mzn_AND_NODATA,1,0.543478,1.84
normalized-ruler-44-10-a3.xml.mzn_AND_NODATA,1,0.050926,19.636364
normalized-ruler-44-10-a4.xml.mzn_AND_NODATA,1,0.016103,62.1
normalized-qcp-25-264-2_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-qcp-25-264-6_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-ruler-55-11-a3.xml.mzn_AND_NODATA,1,0.041379,24.166667
normalized-robin12.xml.mzn_AND_NODATA,1,7.26,0.137741
normalized-robin10.xml.mzn_AND_NODATA,1,4.939024,0.202469
normalized-ruler-67-11-a3.xml.mzn_AND_NODATA,1,0.041379,24.166667
normalized-ruler-55-11-a4.xml.mzn_AND_NODATA,1,0.011892,84.090909
normalized-ruler-67-12-a3.xml.mzn_AND_NODATA,1,0.034256,29.192308
normalized-ruler-67-11-a4.xml.mzn_AND_NODATA,1,0.011892,84.090909
normalized-ruler-67-12-a4.xml.mzn_AND_NODATA,1,0.009016,110.916667
normalized-s4-4-3-10.xml.mzn_AND_NODATA,1,0.332278,3.009524
normalized-rand-2-50-23-587-230-12_ext.xml.mzn_AND_NODATA,1,0.019587,51.054167
normalized-s4-4-3-4.xml.mzn_AND_NODATA,1,0.332061,3.011494
normalized-rand-2-50-23-587-230-16_ext.xml.mzn_AND_NODATA,1,0.019479,51.338333
normalized-qcp-25-264-9_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-s4-4-3-5.xml.mzn_AND_NODATA,1,0.332103,3.011111
normalized-scen06-sub0.xml.mzn_AND_NODATA,1,0.966527,1.034632
normalized-s4-4-3-9.xml.mzn_AND_NODATA,1,0.332542,3.007143
normalized-rand-2-50-23-587-230-34_ext.xml.mzn_AND_NODATA,1,0.019124,52.29
normalized-scen06-sub2.xml.mzn_AND_NODATA,1,0.979221,1.02122
normalized-qcp-25-264-3_ext.xml.mzn_AND_NODATA,1,0.097478,10.258766
normalized-scen06-sub3.xml.mzn_AND_NODATA,1,0.980306,1.020089
normalized-scen07-sub2.xml.mzn_AND_NODATA,1,0.979221,1.02122
normalized-rand-2-50-23-587-230-13_ext.xml.mzn_AND_NODATA,1,0.018999,52.635
normalized-rand-2-50-23-587-230-31_ext.xml.mzn_AND_NODATA,1,0.019052,52.4875
normalized-rand-2-50-23-587-230-23_ext.xml.mzn_AND_NODATA,1,0.018878,52.971667
normalized-scen07-sub3.xml.mzn_AND_NODATA,1,0.980306,1.020089
normalized-scen07-sub4.xml.mzn_AND_NODATA,1,0.978887,1.021569
normalized-s4-4-3-1.xml.mzn_AND_NODATA,1,0.331361,3.017857
normalized-scen10-w1-f3.xml.mzn_AND_NODATA,1,0.88498,1.129969
normalized-s4-4-3-3.xml.mzn_AND_NODATA,1,0.331627,3.015432
normalized-scen06-sub4.xml.mzn_AND_NODATA,1,0.978887,1.021569
normalized-rand-2-50-23-587-230-20_ext.xml.mzn_AND_NODATA,1,0.019156,52.2025
normalized-ruler-70-13-a3.xml.mzn_AND_NODATA,1,0.028807,34.714286
normalized-scen2-f24.xml.mzn_AND_NODATA,1,0.962547,1.038911
normalized-ruler-70-12-a4.xml.mzn_AND_NODATA,1,0.009016,110.916667
normalized-ruler-70-12-a3.xml.mzn_AND_NODATA,1,0.034256,29.192308
normalized-scen2-f25.xml.mzn_AND_NODATA,1,0.962547,1.038911
normalized-rand-2-50-23-587-230-36_ext.xml.mzn_AND_NODATA,1,0.018674,53.549167
normalized-scen11-f10.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f12.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f2.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-rand-2-50-23-587-230-35_ext.xml.mzn_AND_NODATA,1,0.019316,51.770833
normalized-s4-4-3-6.xml.mzn_AND_NODATA,1,0.33121,3.019231
normalized-scen6-w1-f2.xml.mzn_AND_NODATA,1,0.880668,1.135501
normalized-rand-2-50-23-587-230-41_ext.xml.mzn_AND_NODATA,1,0.018888,52.944167
normalized-scen11-f5.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f6.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-rand-2-50-23-587-230-29_ext.xml.mzn_AND_NODATA,1,0.018631,53.673333
normalized-rand-2-50-23-587-230-17_ext.xml.mzn_AND_NODATA,1,0.018748,53.34
normalized-scen6.xml.mzn_AND_NODATA,1,0.964838,1.036443
normalized-scen7-w1-f5.xml.mzn_AND_NODATA,1,0.883721,1.131579
normalized-rand-2-50-23-587-230-32_ext.xml.mzn_AND_NODATA,1,0.018705,53.460833
normalized-rand-2-50-23-587-230-1_ext.xml.mzn_AND_NODATA,1,0.018917,52.8625
normalized-rand-2-50-23-587-230-30_ext.xml.mzn_AND_NODATA,1,0.018703,53.468333
normalized-scen3-f10.xml.mzn_AND_NODATA,1,0.966216,1.034965
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,0.88498,1.129969
normalized-scen6-w2.xml.mzn_AND_NODATA,1,0.933155,1.071633
normalized-scen11-f9.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-rand-2-50-23-587-230-14_ext.xml.mzn_AND_NODATA,1,0.018669,53.565
normalized-scen5.xml.mzn_AND_NODATA,1,0.96426,1.037064
normalized-scen11.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen7-w1-f4.xml.mzn_AND_NODATA,1,0.883721,1.131579
normalized-scen1-f9.xml.mzn_AND_NODATA,1,0.961871,1.03964
normalized-scen11-f7.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen10.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f3.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f11.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen11-f1.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-school1-13.xml.mzn_AND_NODATA,1,0.020162,49.597403
normalized-rand-2-50-23-587-230-25_ext.xml.mzn_AND_NODATA,1,0.01898,52.685833
normalized-scen11-f8.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen9.xml.mzn_AND_NODATA,1,0.961738,1.039785
normalized-scen4.xml.mzn_AND_NODATA,1,0.960529,1.041093
normalized-school1-nsh-12.xml.mzn_AND_NODATA,1,0.02409,41.511364
normalized-socialGolfer-6-3-5.xml.mzn_AND_NODATA,1,0.32,3.125
normalized-rand-2-50-23-587-230-40_ext.xml.mzn_AND_NODATA,1,0.018723,53.410833
normalized-rand-2-50-23-587-230-26_ext.xml.mzn_AND_NODATA,1,0.018715,53.433333
normalized-scen6-w1.xml.mzn_AND_NODATA,1,0.880668,1.135501
normalized-series-80.xml.mzn_AND_NODATA,1,0.048935,20.435331
normalized-scen1-f8.xml.mzn_AND_NODATA,1,0.961871,1.03964
