@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.1264,0.8703,0.07,2.1369,0.6316,53.4433,0.309,0.0891,42.0563,0.3783,0.7349,0.5297,2.5972,0.6068,0.3244,15.2283,0.0737,0.4488,0.7731,0,925,0,0.0352,0.6665,0.499,16.8746,?,0,0.4766,0,0.0007,11.9449,0.0001,2.8294,1,0.173,3.4583,0.6,0.1321,0,0.0206,0.8546,0.8264,?,?,0.1511,0.0001,18767,1695,1,0.4959,0.0045,0.8978,0.0029,16.2062,0.8827,0.2049,0.4997,?,1858,16577,20.4848,0.1799,1.4465
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0,0.8571,0.4101,3.0163,13.3747,1,0.8571,13.9373,1.0778,0.7234,0.849,0,0.7233,0.0014,52.6828,2.308,0.0372,0.7234,0.0371,4897,1,0,0.7233,0.0372,56.4201,0.0127,0.7232,0.0372,0.0101,0.0118,52.6828,0.142,0,0.04,0.1429,0,0.04,0,0.04,0.142,0.7235,0.7234,1.0206,0.3286,0.0371,0.0211,1183,4897,0.7236,0.0372,0.0769,0.974,0.142,52.6828,0.9764,0.0001,0.0373,0.0377,4897,1183,57.4435,0.0015,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0.1004,0.3454,0,0.9982,6.9805,87.2564,0.775,0.5344,51.4167,0.518,0.5751,0.4943,0.9346,0.1484,5.6306,29.3109,3.8478,0,0.6016,0,404,0.2,0.5737,0.3464,0,31.3713,?,0.0003,0,0,0.0023,28.6573,0.0029,3.9749,0.9825,0.0148,6.0071,0.3206,0.7912,0,0.0075,0.9912,0.794,?,?,0,0.0011,159039,422,0.9994,0,0.0114,0.994,0.0056,31,0.9857,0.4999,0,?,480,88789,49.2521,0.4951,0.1536
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.01,0.9713,0.1744,43.9567,16.9612,0.9984,0.9713,198.04,1.9806,0.8892,0.9517,0.1196,0.8626,5.9158,71.8571,43.6786,0,0.8919,0,110,0.875,0.0329,0.8762,0,73.7455,?,0.821,0,0.0009,0.0022,71.8571,0.0099,3.2793,0.5447,0.0099,5.1203,0.3237,0.0102,0.1457,0.0099,0.9121,0.9032,?,?,0,0.0014,93431,110,0.9403,0,0.0679,0.9997,0.0099,71.8761,0.9917,0.0215,0,?,133,92488,101.9509,0.8681,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.08,0,0.0027,0.2994,25.4655,20.4194,1,0.92,14.3355,1.1402,0.7112,0.8052,0,0.6542,2.4657,52.2301,28.9393,0,0.6928,0,4061,1,0,0.6667,0,57.899,?,0.6427,0,0.0008,0.0086,52.2301,0.0079,3.3542,0.8275,0.008,5.0918,0.253,0,0.127,0.008,0.7824,0.7247,?,?,0,0.0087,28991,4061,0.9814,0,0.0948,0.9974,0.008,52.2301,0.9957,0.0956,0,?,4061,28991,57.899,0.0051,0.0019
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.0066,0.979,0.142,70.3192,616.4,0.9991,0.979,1299.6,2.2519,0.9031,0.9153,0.0977,0.8507,9.4155,73.7978,75.1825,0,0.91,0,22,0.9167,0.025,0.8845,0,82.5106,?,0.7573,0,0.0004,0.0013,73.7978,0.0063,3.1954,0.5797,0.0064,5.7931,0.3454,0.0065,0.1684,0.0063,0.9438,0.9285,?,?,0,0.0007,253275,22,0.9771,0,0.0513,1.0165,0.0063,75.45,1.0679,0.0405,0,?,27,251637,110.4516,1.3678,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.7195,1.0163,0.9697,0.1562,36.4543,6.7374,0.4885,0.9697,46.7563,1.8913,0.8886,0.9583,0.8556,0.8699,2.5197,54.5587,37.4356,0,0.8899,0,151,0,0.0345,0.8797,0,75.0119,?,0.8478,0,0.001,0.0034,54.5587,0.0127,2.8961,0.422,0.0128,4.2017,0.328,0.0132,0.1861,0.0127,0.9051,0.8993,?,?,0,0.0036,46074,151,0.9147,0,0.1,0.9998,0.0127,66.4901,1.0205,0.0153,0,?,698,45474,75.7054,0.8979,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.2961,0.9479,0.0323,0.495,0.3286,8.6223,0.2855,0.147,7.8195,0.1205,0.115,0.5971,1.0856,0.0047,0.2805,9.8555,0.1301,0.3334,0.0374,0.0229,582,0,1.1029,0.0153,0.3887,13.283,0.1337,0.0002,0.3494,0.0005,0.0033,7.4163,0.0031,1.0783,0.6667,0.3191,1.4364,0.0669,0.2158,0,0.0125,0.2257,0.1856,0.1967,0.1428,0.157,0.0026,2332,692,0.7732,0.3851,0.0065,0.7213,0.0062,11.6383,0.7181,1.3477,0.3904,0.0177,915,1918,66.5724,0.5248,0.3995
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.3081,0.8892,0.0017,0.0696,0.6928,31.42,0.3696,0.0112,30.0438,0.0323,0.2353,0.2724,1.0097,0.042,0.8625,2.929,0.2403,0.0766,0.2198,0.0001,155,0,0.0905,0.1122,0.1127,30.9019,0.065,0.0001,0.0238,0.0002,0.0025,2.929,0.0009,3.137,0.5714,0.1396,3.125,0.1259,0.068,0,0.0067,0.4498,0.3514,0.2341,0.2489,0.0077,0.0017,6174,155,0.737,0.0534,0.0062,0.8159,0.0022,3.6169,0.8117,0.6484,0.1859,0.0102,402,5781,33.3209,0.7371,0.4088
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.4563,0.6136,0.0049,0.4319,0.7915,19.4106,0.4802,0.8865,20.2231,0.1261,0.3938,0.4112,0.9602,0.0861,0.8596,23.9726,0.2524,0.1271,0.379,0.0017,2653,0,0.2078,0.2029,0.1697,25.6211,0.0531,0.001,0.0555,0,0.0027,23.9726,0.0007,3.4019,1,0.241,3.0176,0.2512,0.0917,0,0.0159,0.7112,0.562,0.3139,0.3538,0.0281,0.0003,3357,2653,1,0.106,0.0081,0.8445,0.0058,24.7226,0.8468,0.5943,0.2301,0.0069,3654,3075,30.0419,0.1206,0.4154
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.0048,0.9871,0.1118,26.3538,23.9741,0.9998,0.9871,18.4692,1.6828,0.9025,0.9647,0.0223,0.8666,1.3865,59.4328,20.4521,0.0001,0.9057,0,268,0.8462,0.0481,0.8899,0.0001,62.4168,?,0.7885,0,0.002,0.0038,58.2773,0.0178,3.108,0.8506,0.0178,4.4672,0.5953,0.0187,0.3793,0.0178,0.9288,0.9226,?,?,0,0.0028,29734,502,0.986,0,0.1,0.9973,0.0178,60.768,0.998,0.03,0.0004,?,626,29189,69.5094,1.0183,0
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.5419,0.7424,0.2396,0.9063,0.6973,108.052,0.4775,0.8762,97.9036,0.571,0.1154,0.4333,1.2015,0.0074,0.834,23.2688,0.284,0.0332,0.0975,0,477,0,1.5319,0.0083,0.0365,27.2943,0.0144,0,0.021,0.0001,0.001,22.5911,0.0006,1.2453,0.5556,0.2273,1.2303,0.1032,0.7023,0,0.0138,0.1946,0.159,1.0505,0.7017,0.0206,0.0009,14813,530,0.8471,0.0297,0.0319,0.8432,0.0013,26.2355,0.8388,1.2881,0.0372,0.0044,683,8702,34.7442,0.5472,1.3821
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0.1007,0,0,0.3267,17.2726,29.7086,1,0.8993,19.6965,1.0008,0.6706,0.8053,0,0.6173,2.3066,46.7898,18.4885,0,0.633,0,471,1,0,0.6225,0,52.4241,?,0.6057,0,0.0007,0.0096,46.7898,0.009,2.9611,0.7919,0.0116,4.9432,0.2304,0,0.1258,0.0116,0.7599,0.6863,?,?,0,0.0064,26889,471,0.9739,0,0.0577,0.9946,0.0099,50.3461,0.9946,0.1208,0,?,619,26889,63.5646,0.9014,0.0711
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.0236,0.9349,0.2616,26.832,56.4521,0.9939,0.9349,14.8376,1.4666,0.8093,0.9073,0.2427,0.7881,6.763,48.1599,32.2747,0,0.8094,0,230,0.75,0.05,0.7983,0,56.3143,?,0.76,0,0.0011,0.0022,45.1149,0.0022,2.8313,0.4058,0.0149,4.9117,0.1925,0.0193,0.105,0.0069,0.8295,0.8192,?,?,0,0.0019,61409,319,0.875,0,0.0433,1.0027,0.0042,49.2006,0.9987,0.0205,0,?,322,60246,78.9836,0.9051,0.1704
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.6449,1.0213,0.8588,0.6065,25.6627,4568.5,0.467,0.8591,5121,0.8257,0.8356,0.0871,1.2318,0.4955,1.1746,0,18.7974,0.1054,0.931,0,0,0,0.1326,0.791,0.1627,0,?,0,0.0073,0,0.0001,0,0,4.2441,0.967,0.0192,5.5809,0.3404,0.0259,0,0.0009,0.9987,0.9863,?,?,0.0001,0,1711065,0,1,0.0568,0.0006,1.006,0.0001,0,1.0147,0.2687,0.292,?,0,1667873,0,0,0.794
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.0236,0.9348,0.2623,27.6208,28.7069,0.9939,0.9348,87.0537,1.4682,0.8085,0.9059,0.2428,0.7876,4.7234,40.5753,32.2678,0,0.8082,0,287,0.8182,0.05,0.7971,0,49.8923,?,0.7632,0,0.0012,0.0022,39.7735,0.0025,2.8156,0.323,0.0148,4.9521,0.1903,0.0193,0.0929,0.0064,0.8291,0.8195,?,?,0,0.0021,61855,288,0.8559,0,0.0433,0.9996,0.0042,41.3651,0.9938,0.0193,0,?,299,60686,70.0155,0.786,0.1866
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0,0.9052,0.3136,2.6288,1.5199,1,0.9052,2.4794,1.4642,0.8288,0.9245,0,0.8287,0.0001,84.1817,2.0464,0.233,0.8288,0.2329,4821,1,0,0.8288,0.233,89.6588,0.0095,0.8287,0.233,0.0078,0.0087,84.1817,0.1724,0,0.0476,0.181,0,0.0476,0,0.0476,0.1803,0.8288,0.8288,1.383,0.2851,0.233,0.0165,1276,4821,0.8288,0.233,0.0909,0.985,0.1728,84.1817,0.9886,0,0.233,0.0312,4821,1276,90.8046,0.0026,0.0097
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.1178,0.8806,0.0801,2.0261,0.6482,47.0583,0.311,0.0909,36.7216,0.3821,0.7366,0.572,2.5376,0.6447,0.3236,14.2137,0.0878,0.4491,0.7496,0.0851,785,0,0.0398,0.6662,0.499,16.115,?,0,0.4729,0,0.0009,12.3961,0.0001,2.7621,1,0.1674,3.192,0.6139,0.1525,0,0.0181,0.854,0.8242,?,?,0.1679,0.0001,15897,1169,1,0.496,0.0056,0.9133,0.0034,15.0624,0.889,0.1904,0.4997,?,1376,13794,17.9554,0.2306,1.3171
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.0174,0.9463,0.2246,36.5561,43.092,0.9959,0.9463,30.5,1.6619,0.8362,0.9286,0.2102,0.8122,5.0976,46.8798,42.7295,0,0.8367,0,89,0.7778,0.04,0.824,0,53.0986,?,0.7816,0,0.0008,0.0014,46.1424,0.0015,2.8117,0.3722,0.0113,5.2853,0.1814,0.0156,0.0796,0.0044,0.8581,0.8497,?,?,0,0.0014,132295,222,0.8957,0,0.0325,0.9998,0.0026,47.4342,0.9994,0.0212,0,?,228,130262,108.4075,1.0367,0.1903
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.013,0.9552,0.194,49.8732,55,0.9972,0.9552,703.75,1.8716,0.8382,0.9243,0.1833,0.7334,14.3093,55.2975,52.6108,0,0.86,0,41,0.75,0.0323,0.7988,0,63.8314,?,0.5503,0,0.0004,0.0009,54.8372,0.0009,2.697,0.3028,0.0088,5.5209,0.1685,0.012,0.0794,0.0027,0.9096,0.8874,?,?,0,0.0008,266431,50,0.9328,0,0.0258,0.9998,0.0017,55.7167,1.0122,0.0812,0,?,138,263277,89.0732,0.3572,0.188
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.6298,0.8947,0.8333,0.4506,1.0406,4.9794,0.5237,0.8333,8.7583,0.4472,0.5832,0.8229,1.118,0.5831,0.0001,38.0401,0.5184,0.2295,0.5832,0.2294,4351,0,0,0.5832,0.2295,40.3032,0.0952,0.5831,0.2295,0,0.0077,38.0401,0.0176,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0192,0.5832,0.5832,0.8944,0.3252,0.2295,0.0096,624,4351,0.5833,0.2295,0.0192,0.9009,0.0191,38.8604,0.9285,0.0001,0.2295,0.0107,4430,624,46.649,0.0087,0.0213
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.7581,0,0.0323,0.6867,6.6574,0.0007,1,0.0323,0.0004,0.5928,0.509,0.9973,0,0.509,0.0002,28.1668,6.5448,0.0064,0.509,0.0064,3322,1,0.3333,0.509,0.0064,38.1818,?,0.5088,0.0064,0.0087,0.0058,28.1668,0.0322,0,0.011,0.0323,0,0.011,0.043,0.011,0.0322,0.5091,0.509,?,?,0.0064,0.0172,11058,3322,0.5091,0.0064,0.0351,0.9992,0.0322,28.1668,0.9992,0.0001,0.0064,?,3322,10602,38.1818,0.0633,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.6326,0.6266,0.272,1.5594,1.5156,18.511,0.5839,0.5824,16.2543,1.0135,0.3044,0.5299,1.6272,0.0409,0.3744,11.4377,0.4049,0.2742,0.2272,0,2045,0,1.4943,0.0979,0.3415,16.9671,?,0.001,0.2437,0,0.0017,11.4377,0.0001,2.1674,1,0.165,2.0374,0.2363,0.5242,0,0.0522,0.7024,0.4433,?,?,0.0865,0.0001,10578,2045,1,0.3064,0.0253,0.9334,0.0038,14.4882,0.9309,0.8553,0.3701,?,2546,6940,17.9193,0.1411,2.0222
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.1925,0.6696,0,0.2162,1.3049,9.0018,0.3779,0.0003,10.306,0.0467,0.0249,0.7388,1.043,0.0036,0.1059,35.0743,0.8235,0.0035,0.0191,0.0026,3901,0,0,0.0077,0.0037,35.5214,0.0556,0.0005,0.0032,0.0021,0.0176,35.0743,0.0455,1.0364,0.0488,0.0581,1.2942,0.0079,0,0,0.0534,0.0522,0.034,0.048,0.0756,0.0029,0.0277,2924,3901,0.1322,0.0034,0.0294,0.848,0.0502,35.2683,0.8577,0.8514,0.0039,0.0702,3993,2924,37.6111,0.0271,0.0257
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0,0.9356,0.2389,3.4461,3.0186,1,0.9356,3.6968,1.8405,0.8716,0.9393,0,0.8716,0.0002,171.3169,2.6771,0.1897,0.8716,0.1897,4872,1,0,0.8716,0.1898,171.3169,0.0043,0.8716,0.1897,0.0038,0.004,171.3169,0.0855,0,0.0323,0.1247,0,0.0323,0,0.0323,0.0893,0.8717,0.8716,1.7748,0.2426,0.1897,0.0078,3976,4872,0.8717,0.1897,0.0625,0.9956,0.0868,171.3169,0.9928,0,0.1898,0.0151,4872,3976,171.3169,0,0.0159
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.753,0,0.012,0.6204,12.7416,48.0057,1,0.012,48.1882,0.5831,0.3987,0.813,0,0.3984,0.0066,26.693,11.9033,0,0.3987,0,452,1,0.3333,0.3985,0,28.7786,?,0.3978,0,0.0035,0.0023,25.6814,0.0119,0,0.004,0.012,0,0.004,0.0159,0.004,0.0119,0.399,0.3989,?,?,0,0.0069,73440,456,0.4008,0,0.0139,0.9975,0.0119,27.5736,0.9975,0.001,0,?,486,72288,35.202,1.0986,0
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0,0.9312,0.2505,3.2788,1.955,1,0.9312,2.8741,1.7716,0.865,0.9367,0,0.865,0.0001,158.0854,2.5804,0.1968,0.865,0.1968,4834,1,0,0.865,0.1969,164.7266,0.0049,0.865,0.1968,0.0043,0.0046,158.0854,0.0893,0,0.0345,0.133,0,0.0345,0,0.0345,0.0936,0.8651,0.8651,1.7035,0.2497,0.1968,0.0089,3270,4834,0.8651,0.1968,0.0667,0.9911,0.0908,158.0854,0.9926,0,0.1969,0.0171,4834,3270,164.7266,0.0055,0.0185
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.6756,0.9534,0.8333,0.4506,1.1919,3.0262,0.494,0.8333,5.2772,0.4472,0.5832,0.8357,1.1056,0.5831,0.0001,25.7552,0.6773,0.2295,0.5832,0.2294,4581,0,0,0.5831,0.2295,27.7551,0.0952,0.5831,0.2295,0,0.0143,25.7552,0.0327,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0357,0.5832,0.5832,0.8944,0.3252,0.2295,0.0179,336,4581,0.5833,0.2295,0.0357,0.9046,0.0355,27.1177,0.9362,0.0001,0.2295,0.0198,4586,336,29.8271,0.0083,0.0235
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.6117,0.9821,0.8333,0.4506,1.0796,4.3764,0.478,0.8333,7.6201,0.4472,0.5832,0.8368,1.1161,0.5831,0.0001,32.4793,0.556,0.2295,0.5832,0.2294,4435,0,0,0.5832,0.2295,37.4866,0.0952,0.5831,0.2295,0,0.0091,32.4793,0.0208,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0227,0.5832,0.5832,0.8944,0.3252,0.2295,0.0114,528,4435,0.5833,0.2295,0.0227,0.9018,0.0226,34.9356,0.9303,0.0001,0.2295,0.0126,4442,528,40.8083,0.0094,0.0174
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.7674,0,0.0698,0.7761,3.8406,0,1,0.0698,0,0.6106,0.619,0.9999,0,0.619,0,35.2217,3.8581,0.3429,0.619,0.3429,4272,1,0.3333,0.619,0.3429,35.2217,0.0048,0.619,0.3429,0.0181,0.0123,35.2217,0.0693,0,0.0244,0.0698,0,0.0244,0.093,0.0244,0.0693,0.6191,0.6191,0.645,0.6898,0.3429,0.0353,2538,4272,0.6191,0.3429,0.0741,1,0.0693,35.2217,1,0,0.3429,0.0835,4272,2322,35.2217,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.005,0.9798,0.1482,109.81,88.3333,0.9993,0.9798,46903.8,2.6652,0.9812,0.9283,0.1037,0.9684,1.8952,109.913,163.344,0.0158,0.9965,0,3,0.9286,0.0179,0.9857,0.0196,118.125,?,0.0111,0.0002,0.0003,0.0006,109.913,0.003,3.4131,0.4527,0.003,6.3406,0.2434,0.0031,0.0453,0.003,1,0.9998,?,?,0,0.0005,1120760,3,1,0.0049,0.0363,1,0.003,113.8333,0.8332,0.0687,0.0436,?,8,1117340,125.2308,0.5298,0
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.7518,0,0.0072,0.6008,17.0365,228.306,1,0.0072,227.9,0.5808,0.3519,0.6698,0,0.318,12.0454,27.8295,14.6792,0,0.3569,0,354,1,0.3333,0.3304,0,28.8911,?,0.0044,0,0.0022,0.0015,27.3184,0.0072,0,0.0024,0.0072,0,0.0024,0.0095,0.0024,0.0072,0.4021,0.3837,?,?,0,0.0043,194157,411,0.4705,0,0.0087,0.9962,0.0072,28.3309,0.996,0.1569,0,?,459,192321,34.3424,1.0947,0
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1419,0.9222,0.1019,2.6115,1.0203,14.9506,0.294,0.1759,7.6118,0.4536,0.685,0.8731,2.9316,0.5112,0.4237,18.064,0.3467,0.4212,0.7482,0.0015,256,0,0.0807,0.6105,0.4999,20.8992,?,0,0.4971,0,0.0016,17.9361,0.0012,2.6907,1,0.2118,3.0496,0.5333,0.2126,0,0.2051,0.8331,0.7998,?,?,0.0443,0.0002,7095,641,1,0.4997,0.0129,0.9601,0.0076,19.5208,0.928,0.232,0.5,?,1323,5851,24.7946,0.4776,1.4947
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0,0.8901,0.3463,2.4348,0.9264,1,0.8901,1.9359,1.3315,0.8154,0.9216,0,0.8154,0.0001,72.6638,1.8782,0.2435,0.8154,0.2435,4792,1,0,0.8154,0.2435,74.4183,0.0123,0.8154,0.2435,0.0099,0.0111,72.6638,0.1308,0,0.0526,0.1978,0,0.0526,0,0.0526,0.1396,0.8155,0.8155,1.2473,0.3013,0.2435,0.0209,910,4792,0.8155,0.2435,0.1,0.9829,0.1332,73.476,0.9879,0,0.2435,0.0391,4824,910,74.6267,0.0092,0.0274
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.0236,0.9349,0.2605,26.8379,27.0723,0.9939,0.9349,14.6154,1.4631,0.8092,0.9403,0.2431,0.7887,8.7813,44.1493,31.7733,0,0.8088,0,179,0.8,0.05,0.7982,0,58.1453,?,0.7637,0,0.0011,0.0022,43.7621,0.0019,2.9075,0.3475,0.015,4.8,0.1933,0.0201,0.083,0.0071,0.8289,0.8206,?,?,0,0.002,61409,288,0.8632,0,0.0433,0.9996,0.0041,50.6621,0.9987,0.0195,0,?,433,60200,72.5273,0.5934,0.2047
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.077,0,0.0025,0.2904,27.5149,22.3921,1,0.923,13.9332,1.1742,0.7189,0.8067,0,0.6664,2.4937,48.8276,31.9825,0,0.7006,0,1592,1,0,0.6772,0,65.5817,?,0.6559,0,0.0006,0.0079,48.8276,0.0072,3.343,0.84,0.0073,5.2336,0.252,0,0.1254,0.0073,0.7864,0.7323,?,?,0,0.0079,34661,1592,0.9837,0,0.0906,0.9979,0.0073,63.1615,0.9957,0.0905,0,?,2214,34661,66.8157,0.3349,0.0016
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.5667,1.1471,0.7667,0.6033,2.5407,2,0.4016,0.7667,2.0303,0.8056,0.7754,0.8887,1.0941,0.7475,0.0469,19.891,2.57,0.1968,0.7787,0.1871,4697,0,0.1429,0.7767,0.1955,21.9578,0.0402,0.7474,0.1874,0.0056,0.0286,19.891,0.0667,0,0,0.1944,0,0,0.0278,0,0.1361,0.7904,0.7886,0.7944,0.3876,0.1872,0.05,370,4697,0.7905,0.1954,0.2,0.9942,0.0988,21.3014,0.9945,0.0186,0.2138,0.0862,4818,360,22.5212,0.0143,0.1864
