@relation 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@attribute stats_tightness_100 numeric
@attribute normalised_standard_deviation_of_node_degree numeric
@attribute clustering_coefficient numeric
@attribute normalised_maximum_degree numeric
@attribute algorithm {standard,learning,allfair}

@data
325,0.082576,0.529013,0.75,standard
302,0.082953,0.539434,0.75,standard
313,0.093575,0.537019,0.675,standard
331,0.068966,0.528055,0.65,standard
301,0.066427,0.524489,0.65,standard
335,0.072068,0.52729,0.625,standard
346,0.061543,0.529342,0.65,standard
340,0.076893,0.531307,0.675,standard
311,0.075457,0.530879,0.7,standard
330,0.081624,0.529105,0.7,standard
346,0.082765,0.534029,0.675,standard
326,0.070312,0.528548,0.675,standard
334,0.087178,0.533628,0.7,standard
315,0.072068,0.527372,0.65,standard
328,0.088424,0.542686,0.725,standard
306,0.07587,0.536563,0.675,standard
345,0.069417,0.531803,0.675,standard
330,0.079883,0.531024,0.675,standard
296,0.078302,0.528639,0.675,standard
316,0.068053,0.532062,0.675,standard
320,0.087357,0.538244,0.7,standard
321,0.086819,0.543776,0.7,standard
314,0.081815,0.533912,0.675,standard
304,0.094901,0.53661,0.7,standard
342,0.082765,0.540413,0.675,standard
304,0.08124,0.534565,0.7,standard
321,0.079096,0.524491,0.675,standard
300,0.090347,0.538962,0.725,standard
317,0.081432,0.528124,0.75,standard
310,0.067593,0.526219,0.65,standard
319,0.068283,0.522447,0.65,standard
337,0.087178,0.537689,0.65,standard
431,0.061492,0.312134,0.425,standard
446,0.073314,0.331942,0.5,standard
451,0.077661,0.332116,0.45,standard
439,0.069821,0.323702,0.45,standard
435,0.080039,0.32836,0.5,standard
431,0.068465,0.318515,0.475,standard
429,0.069147,0.326709,0.475,standard
478,0.068237,0.319229,0.45,standard
444,0.063492,0.319391,0.45,standard
442,0.073314,0.306085,0.45,standard
457,0.068237,0.327637,0.45,standard
448,0.074791,0.334485,0.45,standard
476,0.073527,0.323802,0.45,standard
423,0.061237,0.309689,0.45,standard
429,0.066144,0.310017,0.475,standard
438,0.078462,0.301622,0.5,standard
449,0.074372,0.313138,0.45,standard
462,0.089617,0.340709,0.5,standard
441,0.061237,0.332446,0.425,standard
433,0.091001,0.334415,0.525,standard
435,0.064226,0.312273,0.45,standard
461,0.074791,0.333073,0.5,standard
448,0.067082,0.347833,0.5,standard
437,0.053327,0.290885,0.425,standard
453,0.070267,0.332797,0.475,standard
446,0.074372,0.313086,0.475,standard
439,0.073314,0.336241,0.5,standard
456,0.073314,0.34933,0.475,standard
455,0.084963,0.313981,0.525,standard
430,0.069372,0.317708,0.425,standard
471,0.081968,0.332584,0.5,standard
473,0.073314,0.321438,0.475,standard
442,0.084963,0.337759,0.525,standard
447,0.065907,0.312814,0.475,standard
452,0.074372,0.311425,0.475,standard
447,0.06567,0.29926,0.475,standard
445,0.069147,0.330634,0.45,standard
458,0.061492,0.296398,0.45,standard
477,0.061237,0.296832,0.45,standard
429,0.081009,0.344085,0.5,standard
921,0.044088,0.16244,0.2,standard
918,0.046165,0.164881,0.225,standard
921,0.048798,0.107976,0.225,standard
920,0.044791,0.166369,0.2,standard
918,0.039607,0.06119,0.2,standard
921,0.049434,0.149286,0.225,standard
935,0.037165,0.091905,0.2,standard
922,0.040774,0.075714,0.2,standard
922,0.058417,0.13379,0.25,standard
921,0.044791,0.10119,0.2,standard
921,0.049434,0.13871,0.225,standard
927,0.042647,0.128968,0.25,standard
925,0.03881,0.053452,0.175,standard
930,0.051599,0.112262,0.2,standard
918,0.042647,0.111548,0.2,standard
932,0.05099,0.100417,0.225,standard
919,0.053092,0.142083,0.25,standard
919,0.048153,0.111548,0.225,standard
922,0.0475,0.157659,0.25,standard
924,0.048153,0.087897,0.225,standard
922,0.037165,0.055119,0.2,standard
923,0.044088,0.094405,0.2,standard
928,0.035444,0.091905,0.175,standard
916,0.044791,0.073512,0.2,standard
927,0.040389,0.073988,0.225,allfair
920,0.044791,0.127024,0.175,standard
927,0.041533,0.092857,0.175,standard
920,0.042279,0.049306,0.25,standard
918,0.043732,0.079524,0.25,standard
926,0.046165,0.082738,0.175,standard
930,0.041155,0.093571,0.175,standard
923,0.049749,0.11631,0.2,standard
918,0.044441,0.093095,0.225,standard
924,0.046165,0.076607,0.2,standard
926,0.048477,0.060278,0.225,standard
919,0.0475,0.047262,0.2,standard
918,0.04717,0.146012,0.225,standard
920,0.050062,0.063571,0.25,standard
920,0.045826,0.128095,0.2,standard
922,0.049434,0.051885,0.225,standard
659,0.078222,0.431942,0.575,standard
630,0.077419,0.428431,0.6,standard
636,0.082073,0.447875,0.575,standard
657,0.067268,0.448979,0.55,standard
642,0.087455,0.438339,0.6,standard
634,0.068966,0.445879,0.6,standard
662,0.063934,0.414869,0.6,standard
661,0.075529,0.418495,0.575,standard
651,0.074572,0.440464,0.65,standard
657,0.089757,0.431325,0.575,standard
677,0.071807,0.426352,0.55,standard
642,0.073527,0.417719,0.55,standard
740,0.066509,0.415204,0.525,standard
723,0.059306,0.429132,0.525,standard
648,0.067129,0.418381,0.55,standard
677,0.074151,0.445852,0.6,standard
693,0.07746,0.435949,0.575,standard
665,0.091336,0.445936,0.6,standard
688,0.068465,0.436515,0.55,standard
640,0.082196,0.448461,0.625,standard
565,0.067961,0.442804,0.6,standard
632,0.077822,0.443194,0.65,standard
648,0.084447,0.446034,0.575,standard
664,0.059569,0.405404,0.525,standard
604,0.082689,0.453018,0.6,standard
696,0.078222,0.431942,0.575,standard
650,0.077419,0.428431,0.6,standard
682,0.082073,0.447875,0.575,standard
646,0.067268,0.448979,0.55,standard
674,0.087455,0.438339,0.6,standard
683,0.063934,0.414869,0.6,standard
638,0.075529,0.418495,0.575,standard
681,0.074572,0.440464,0.65,standard
661,0.089757,0.431325,0.575,standard
690,0.071807,0.426352,0.55,standard
651,0.073527,0.417719,0.55,standard
692,0.066509,0.415204,0.525,standard
714,0.059306,0.429132,0.525,standard
608,0.067129,0.418381,0.55,standard
662,0.074151,0.445852,0.6,standard
683,0.091336,0.445936,0.6,standard
635,0.068465,0.436515,0.55,standard
671,0.082196,0.448461,0.625,standard
584,0.067961,0.442804,0.6,standard
665,0.077822,0.443194,0.65,standard
567,0.056181,0.224139,0.325,standard
585,0.064469,0.241138,0.325,standard
556,0.061745,0.233539,0.375,standard
564,0.056734,0.246187,0.35,standard
581,0.063738,0.232814,0.4,standard
567,0.060725,0.221171,0.35,standard
568,0.061492,0.242271,0.425,standard
572,0.053327,0.230257,0.35,standard
588,0.059424,0.219268,0.375,standard
581,0.063738,0.262503,0.375,standard
575,0.066144,0.236106,0.35,standard
570,0.071589,0.233619,0.4,standard
581,0.069597,0.233295,0.375,standard
565,0.055057,0.259881,0.325,standard
569,0.059687,0.230712,0.375,standard
566,0.067777,0.198023,0.4,standard
566,0.075829,0.25835,0.4,standard
556,0.071589,0.245816,0.35,standard
562,0.053619,0.218882,0.35,standard
576,0.073101,0.237104,0.4,standard
569,0.068465,0.237519,0.375,standard
554,0.059948,0.234776,0.4,standard
557,0.055621,0.266096,0.375,standard
573,0.049054,0.215318,0.325,standard
561,0.064226,0.240953,0.35,standard
557,0.072672,0.232628,0.375,standard
565,0.062998,0.23234,0.4,standard
555,0.057282,0.234974,0.375,standard
565,0.065907,0.238848,0.375,standard
583,0.062998,0.253088,0.35,standard
569,0.061745,0.213826,0.325,standard
558,0.057554,0.193043,0.35,standard
563,0.059687,0.207704,0.375,standard
570,0.068465,0.228426,0.375,standard
559,0.064226,0.211782,0.375,standard
573,0.060208,0.200313,0.325,standard
562,0.062998,0.253734,0.325,standard
569,0.054199,0.223944,0.325,standard
590,0.055621,0.217988,0.35,standard
563,0.063246,0.230568,0.35,standard
702,0.052959,0.198656,0.3,standard
687,0.062437,0.206607,0.275,standard
707,0.055551,0.175216,0.275,standard
712,0.048332,0.163651,0.25,standard
698,0.050544,0.170565,0.3,standard
707,0.053254,0.120299,0.3,standard
693,0.053254,0.187783,0.3,standard
714,0.052067,0.134215,0.275,standard
691,0.065848,0.15671,0.3,standard
702,0.054127,0.198505,0.275,standard
697,0.055269,0.19062,0.275,standard
693,0.060143,0.19706,0.275,standard
698,0.061173,0.137509,0.325,standard
699,0.058564,0.187716,0.275,standard
701,0.058296,0.183085,0.325,standard
689,0.062936,0.15357,0.35,standard
700,0.063676,0.218616,0.325,standard
695,0.062936,0.168633,0.3,standard
693,0.049922,0.16303,0.325,standard
707,0.059359,0.17742,0.325,standard
695,0.055269,0.150209,0.325,standard
695,0.058564,0.219423,0.3,standard
688,0.046687,0.199091,0.275,standard
698,0.045329,0.164264,0.275,standard
710,0.056389,0.179504,0.275,standard
717,0.063676,0.256048,0.3,standard
692,0.053837,0.176032,0.25,standard
702,0.042848,0.155599,0.275,standard
709,0.05883,0.168452,0.35,standard
697,0.053837,0.147199,0.3,standard
704,0.051766,0.148328,0.3,standard
707,0.051463,0.161374,0.275,standard
689,0.059095,0.147303,0.3,standard
683,0.059883,0.172568,0.325,standard
696,0.058027,0.135242,0.3,standard
708,0.055269,0.135195,0.3,standard
708,0.051463,0.182523,0.275,standard
702,0.063431,0.206329,0.3,standard
700,0.048007,0.142661,0.275,standard
701,0.05883,0.160692,0.325,standard
833,0.047942,0.150397,0.225,standard
838,0.054069,0.179821,0.25,standard
826,0.057432,0.133373,0.275,standard
829,0.04891,0.141687,0.225,standard
835,0.043857,0.096508,0.225,standard
829,0.050482,0.096548,0.25,standard
839,0.045604,0.112857,0.225,standard
847,0.047615,0.105992,0.25,standard
853,0.05851,0.116508,0.25,standard
836,0.043499,0.100595,0.2,standard
827,0.0529,0.125258,0.25,standard
836,0.051402,0.144953,0.275,standard
833,0.043857,0.088115,0.225,standard
841,0.060866,0.195437,0.275,standard
822,0.046284,0.103175,0.225,standard
839,0.051705,0.124118,0.3,standard
835,0.057974,0.149067,0.3,standard
836,0.051705,0.110893,0.225,standard
827,0.0529,0.174425,0.25,standard
834,0.056333,0.135951,0.275,standard
837,0.047286,0.087837,0.25,standard
834,0.048589,0.184325,0.25,standard
839,0.046284,0.157691,0.275,standard
829,0.050791,0.124962,0.275,standard
836,0.049859,0.121369,0.25,standard
843,0.051402,0.185813,0.25,standard
835,0.048589,0.128512,0.225,standard
835,0.047942,0.106658,0.275,standard
836,0.051402,0.136905,0.25,standard
828,0.047286,0.105893,0.2,standard
828,0.045945,0.100666,0.275,allfair
838,0.049228,0.105238,0.2,standard
843,0.049545,0.085087,0.3,standard
829,0.053779,0.13711,0.275,standard
825,0.055213,0.083036,0.25,standard
832,0.051097,0.108591,0.25,standard
834,0.057159,0.155678,0.275,standard
835,0.05851,0.157069,0.275,standard
832,0.049228,0.148611,0.225,standard
829,0.052604,0.088988,0.25,standard
269,0.025341,0.965076,0.975,standard
224,0.026546,0.965077,0.975,standard
240,0.02678,0.962575,0.975,standard
214,0.030078,0.96306,0.975,standard
241,0.030078,0.96309,0.975,standard
233,0.027272,0.963992,0.975,standard
252,0.027128,0.96529,0.975,standard
233,0.030898,0.965702,0.975,standard
242,0.024077,0.964912,0.975,allfair
242,0.024717,0.964986,0.975,standard
221,0.028477,0.962824,0.975,standard
229,0.028804,0.965333,0.975,standard
224,0.02678,0.962577,0.975,standard
252,0.027698,0.965386,0.975,standard
233,0.027839,0.964075,0.975,standard
291,0.033331,0.966256,0.975,standard
242,0.026546,0.96527,0.975,standard
262,0.03,0.964287,0.975,standard
221,0.032016,0.964575,0.975,standard
225,0.030898,0.965678,0.975,standard
216,0.031024,0.964537,0.975,standard
231,0.031024,0.964337,0.975,standard
231,0.030388,0.965833,0.975,standard
234,0.027358,0.962666,0.975,standard
246,0.037914,0.962964,0.975,standard
245,0.024717,0.965005,0.975,standard
242,0.027128,0.965295,0.975,standard
233,0.02902,0.96269,0.975,standard
248,0.02894,0.964273,0.975,standard
250,0.02894,0.964071,0.975,standard
227,0.032113,0.961925,0.975,standard
238,0.028395,0.964052,0.975,standard
225,0.025341,0.965064,0.975,standard
230,0.030516,0.964258,0.975,standard
248,0.027923,0.962664,0.975,standard
220,0.025341,0.965084,0.975,standard
256,0.028395,0.964126,0.975,standard
225,0.029686,0.956255,0.975,standard
240,0.030516,0.964498,0.975,standard
246,0.028395,0.964166,0.975,standard
251,0.024875,0.963684,0.975,standard
276,0,1,0.958333,standard
278,0,1,0.958333,standard
293,0,1,0.958333,standard
287,0,1,0.958333,standard
284,0,1,0.958333,standard
281,0,1,0.958333,standard
282,0,1,0.958333,standard
285,0,1,0.958333,standard
287,0,1,0.958333,standard
289,0,1,0.958333,standard
556,0.062354,0.376286,0.58,allfair
735,0.06653,0.377986,0.58,allfair
650,0.068235,0.380307,0.5,allfair
672,0.07291,0.38265,0.56,allfair
620,0.059781,0.377556,0.5,standard
680,0.070717,0.398776,0.56,allfair
583,0.072129,0.382223,0.52,standard
630,0.062502,0.384146,0.56,allfair
639,0.067262,0.397092,0.56,allfair
646,0.063543,0.394221,0.58,allfair
653,0.059765,0.377832,0.54,allfair
615,0.0664,0.385574,0.52,allfair
662,0.06845,0.385062,0.56,allfair
693,0.064374,0.387636,0.56,standard
703,0.060958,0.366434,0.5,standard
635,0.071777,0.390012,0.58,allfair
663,0.069669,0.388508,0.58,allfair
655,0.060101,0.375865,0.5,allfair
674,0.069282,0.391399,0.56,allfair
583,0.060048,0.395324,0.48,allfair
629,0.072774,0.387362,0.56,allfair
741,0.066062,0.382865,0.56,standard
675,0.062656,0.382097,0.52,allfair
636,0.064726,0.382471,0.5,allfair
639,0.059297,0.372673,0.5,allfair
597,0.076151,0.386103,0.54,allfair
668,0.060032,0.361136,0.5,allfair
721,0.06407,0.365606,0.5,allfair
650,0.065361,0.370312,0.56,allfair
626,0.068702,0.398502,0.54,allfair
636,0.071245,0.371175,0.5,allfair
576,0.074752,0.384413,0.54,allfair
672,0.051716,0.361868,0.46,allfair
670,0.070341,0.387744,0.58,allfair
662,0.072129,0.384162,0.56,allfair
649,0.066482,0.378695,0.5,allfair
620,0.063744,0.39091,0.54,standard
630,0.061818,0.383058,0.54,allfair
618,0.072492,0.374188,0.56,allfair
655,0.059765,0.383998,0.5,allfair
670,0.065135,0.372965,0.56,allfair
783,0.068136,0.363979,0.5,standard
695,0.068977,0.384966,0.54,allfair
560,0.069513,0.382767,0.54,allfair
669,0.071357,0.380234,0.6,allfair
642,0.060605,0.375805,0.52,allfair
574,0.060663,0.368495,0.54,allfair
619,0.072553,0.385831,0.54,allfair
728,0.059754,0.378983,0.52,allfair
576,0.059834,0.374011,0.48,allfair
712,0.06653,0.377986,0.58,allfair
683,0.07291,0.38265,0.56,allfair
702,0.070717,0.398776,0.56,allfair
638,0.062502,0.384146,0.56,allfair
656,0.063543,0.394221,0.58,allfair
692,0.06845,0.385062,0.56,allfair
742,0.060958,0.366434,0.5,allfair
669,0.069669,0.388508,0.58,allfair
647,0.069282,0.391399,0.56,allfair
652,0.072774,0.387362,0.56,standard
645,0.064726,0.382471,0.5,standard
553,0.076151,0.386103,0.54,allfair
746,0.06407,0.365606,0.5,allfair
641,0.068702,0.398502,0.54,allfair
558,0.074752,0.384413,0.54,standard
663,0.072129,0.384162,0.56,standard
642,0.063744,0.39091,0.54,allfair
670,0.072492,0.374188,0.56,standard
676,0.065135,0.372965,0.56,allfair
651,0.068977,0.384966,0.54,allfair
266,0,1,0.96,standard
278,0,1,0.96,standard
281,0,1,0.96,standard
271,0,1,0.96,standard
271,0,1,0.96,standard
271,0,1,0.96,standard
284,0,1,0.96,standard
277,0,1,0.96,standard
271,0,1,0.96,standard
269,0,1,0.96,standard
262,0,1,0.961538,allfair
267,0,1,0.961538,standard
266,0,1,0.961538,standard
267,0,1,0.961538,standard
273,0,1,0.961538,allfair
267,0,1,0.961538,allfair
272,0,1,0.961538,allfair
260,0,1,0.961538,allfair
268,0,1,0.961538,allfair
277,0,1,0.961538,standard
263,0,1,0.962963,standard
264,0,1,0.962963,allfair
260,0,1,0.962963,standard
261,0,1,0.962963,allfair
257,0,1,0.962963,allfair
265,0,1,0.962963,allfair
258,0,1,0.962963,allfair
273,0,1,0.962963,allfair
259,0,1,0.962963,allfair
268,0,1,0.962963,standard
1000,0.150452,0.798533,0.831683,standard
837,0.129073,0.753968,0.761905,standard
837,0.129073,0.753968,0.761905,standard
501,0.08753,0.577069,0.761905,standard
837,0.154647,0.788961,0.785714,standard
501,0.112938,0.624901,0.785714,standard
825,0.154647,0.788961,0.785714,standard
528,0.112938,0.624901,0.785714,standard
825,0.173225,0.816976,0.805556,standard
528,0.133931,0.666463,0.805556,standard
835,0.173225,0.816976,0.805556,standard
509,0.133931,0.666463,0.805556,standard
835,0.186667,0.839399,0.822222,standard
509,0.150383,0.701335,0.822222,standard
847,0.196354,0.857522,0.836364,standard
516,0.163059,0.730438,0.836364,standard
847,0.186667,0.839399,0.822222,standard
516,0.150383,0.701335,0.822222,standard
827,0.196354,0.857522,0.836364,standard
513,0.163059,0.730438,0.836364,standard
827,0.203279,0.872351,0.848485,standard
513,0.172754,0.754842,0.848485,standard
819,0.203279,0.872351,0.848485,standard
518,0.172754,0.754842,0.848485,standard
819,0.208155,0.884643,0.858974,standard
518,0.180127,0.775476,0.858974,standard
845,0.208155,0.884643,0.858974,standard
506,0.180127,0.775476,0.858974,standard
845,0.211494,0.894954,0.868132,standard
506,0.185695,0.793084,0.868132,standard
?,?,?,?,allfair
?,?,?,?,standard
?,?,?,?,standard
?,?,?,?,standard
?,?,?,?,standard
?,?,?,?,standard
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,allfair
?,?,?,?,standard
?,?,?,?,allfair
?,?,?,?,standard
?,?,?,?,allfair
?,?,?,?,standard
?,?,?,?,allfair
?,?,?,?,standard
?,?,?,?,allfair
?,?,?,?,standard
987,0,1,0.969697,standard
1000,0.002773,0.326368,0.009176,allfair
986,0.00776,0.334733,0.02963,allfair
997,0.006919,0.336765,0.024904,allfair
999,0.006204,0.340213,0.021475,allfair
1000,0.005605,0.34417,0.018875,allfair
995,0.007376,0.327326,0.024138,allfair
1000,0.006404,0.330101,0.020238,allfair
1000,0.005645,0.334283,0.017422,allfair
1000,0.005041,0.338931,0.015293,allfair
1000,0.004231,0.332079,0.013108,allfair
1000,0.003623,0.328106,0.011469,allfair
1000,0.003151,0.326368,0.010195,allfair
513,0.005223,0.386313,0.057471,allfair
513,0.001896,0.419831,0.022811,allfair
513,0.002728,0.607874,0.02046,standard
513,0.000267,0.368127,0.001249,standard
513,0.003336,0.320373,0.090606,allfair
513,0.003606,0.297586,0.09978,allfair
513,0.003606,0.29768,0.09978,allfair
508,0.001784,0.623238,0.011889,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.129343,0.519126,0.327869,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,allfair
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
1000,0.134378,0.526316,0.328947,standard
184,0.010307,0.258075,0.054208,standard
169,0.010307,0.258075,0.054208,standard
154,0.010307,0.258075,0.054208,standard
