@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.0244,0,0.3554,0,0.8333,42.271,42.271,0.4472,1.0972,5,42.284,0.9008,0.6427,3919,3919,0.0153,0.0001,4432,0.4167,0,0.9873,44.457,0.4506,0.2295,0.5832,4428,4370,45.486,4273.7,300,0.0046,5.567,4432,5,0,0.2295,4038,0.5832,0.0083,0.0165,0.2295,0.5831,0.0001,0.2294,0.3333,720,77.444,0.2295,9.8798,0.5832,77.4,77,0.0067,0.5831,0.2295,49.84,0.5831,5,0.8333,0.024,720,0.045,0.5832,300
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.056,0.1609,0.2364,0,0,13.632,13.632,0,0,5,13.83,0.8105,0.8537,4208,4208,0.0385,1.3545,4544,0.4679,1,0,14.051,0,0.3114,0.0512,4417,4349,14.049,4331.9,73,0.0205,1.0496,4544,5,0,0.3182,4237,0.0127,0.0385,0.0393,0.3081,0.0023,0.0604,0.2624,0.0457,156,11.042,0.3195,2.3093,0.2095,11.073,11,0.0411,0,0.3209,14.313,0.0004,5,1,0.104,156,0.0245,0.0711,73
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.9909,1.0653,1.1917,1.3453,0.1486,7.4759,9.2475,0.3947,1.7997,7.4922,9.9497,0.9021,0.0985,311,275,0.0002,0.5322,618,0.145,0,0.7563,11.144,1.6791,0.015,0.5321,438,349,13.345,390.45,4321,0.0003,151.01,504,9,4.529,0.1186,330,0.6008,0.0002,0.0007,0.081,0.313,1.0536,0,0.1963,69895,1124.4,0.1595,86.977,0.8659,1124.8,1125.5,0.0005,0,0.4567,17.66,0.0647,6,0.5003,0.019,29802,0.2162,0.7526,23891
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.1875,1.0031,1.3508,0.4016,0.1658,10.943,10.943,0.2369,1.258,11.048,10.943,0.8481,0.0288,544,544,0,0.8244,624,0.2115,0,0.7008,10.974,1.0416,0.0259,0.2247,624,579,11.175,582.33,42666,0,3030.8,624,12,0.9694,0.0586,544,0.1654,0,0,0.0515,0.0669,0.8375,0,0.0664,283000,8569.4,0.1092,2775,0.4588,8588,8588,0,0,0.2927,11.606,0.0216,2,0.7275,0,202000,0.0562,0.3812,84025
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2919,1.0956,1.0811,0,0.2051,12.504,14.031,0.5989,1.2069,5.7022,16.707,0.9319,0.1273,710,703,0.0005,0.4244,1318,0.1267,0,0.6183,18.81,1.1172,0.0119,0.71,973,895,20.709,903.58,1465,0.0013,20.138,1094,7,0.0055,0.1492,782,0.8355,0.0004,0.0043,0.0813,0.6406,1.1273,0.0022,0.4796,11563,525.72,0.2345,20.785,0.9592,526.13,527,0.0014,0.0045,0.3397,24.202,0.1091,5,0.8122,0.0531,11563,0.1594,0.95,1473
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8107,0.8485,0.9735,0.0059,0.9544,0,0,0.9959,0.9367,11.815,0,0.9869,0.2218,0,0,0,0.6094,0,0.1248,0,1.1142,0,0.2774,0.002,0.6327,0,0,0,0,97280,0,718,0,14,0.0252,0.0654,0,0.887,0,0.0001,0.0687,0.1359,1.7697,0,0.4272,784000,36607,0.3083,106000,0.9511,0,0,0,0,0.4302,0,0.0246,10,0.9642,0,779000,0,0.9404,99736
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.471,1.3545,1.6938,0.1312,0.0013,9.9442,10.116,0.2485,2.402,4.2025,11.032,0.9891,0.5085,712,535,0.001,0.4894,2746,0.0232,0,0.7077,12.011,1.54,0.361,0.5121,1592,1158,11.916,1303.4,238,0.0012,1.7432,2258,5,0.2101,0.4675,844,0.554,0.0005,0.0041,0.4003,0.2856,0.2276,0,0.5488,11604,11.589,0.4824,1.7535,0.8332,11.567,11,0.0084,0.0088,0.4996,12.849,0.1544,4,0.005,0.0274,10258,0.4513,0.7167,288
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2607,2.0022,1.9336,0,0.314,28.402,34.903,0.9805,1.2343,5.0208,39.587,0.9957,0.3259,25,16,0.0001,0.2755,160,0.0672,0,0.5644,43.433,1.1278,0.0006,0.8566,93,77,50.15,77.735,8709,0.0002,147.44,125,7,0.0005,0.0029,67,0.9769,0,0.0012,0.0479,0.8811,2.1853,0,0.6789,130000,3724.3,0.2739,252.29,0.9794,3615.5,3788,0.0002,0.0475,0.4105,53.282,0.5385,5,0.8334,0.0782,130000,0.454,0.9787,8713
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.0261,0,0.2887,0,0,29.477,29.477,0,0.5623,6.0251,30.246,0.873,0.5805,4535,4535,0.0052,0,4609,0.25,0.3333,0.5774,31.014,0,0.042,0,4589,4582,31.155,4576.6,240,0.0063,12.956,4609,7,0,0.042,4568,0,0.0125,0.0062,0.042,0,0.0001,0.042,0,960,55,0.042,19.371,0,55.008,55,0.0125,0,0.042,31.707,0,6,1,0.0568,960,0.0054,0,240
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.039,0.1416,0,0,23.841,23.841,0,0.9985,2,24.018,0.8757,0.6837,4403,4403,0.0111,0.7626,4552,0.0112,0.1429,0.6858,24.271,0,0,0.0635,4529,4486,24.194,4469.7,65,0.0068,7.9161,4552,2,0,0.0001,4416,0.0606,0.097,0.0111,0.0001,0.0252,0.4189,0,0.0315,5785,11.296,0.0001,8.4217,0.1379,11.376,11,0.1077,0.0007,0.0002,24.351,0.0082,2,0,0.1013,5785,0.0127,0.0885,65
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0085,0.1028,0.2163,0,0,18.11,18.11,0,0.8443,2.2297,18.351,0.863,0.5891,4300,4300,0.0445,0.7273,4460,0.047,0.2,0.641,18.96,0,0.0009,0.161,4420,4367,18.879,4384,75,0.0127,6.199,4460,3,0,0.0024,4358,0.1463,0.0445,0.0462,0.0019,0.0525,0.9085,0.0004,0.0785,1597,15.263,0.0036,7.1424,0.3674,15.307,15,0.0667,0.0011,0.0128,19.161,0.0284,2,0,0.0896,1597,0.0112,0.2409,75
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,1.3171,1.1941,2.0884,0.1525,0.0801,12.396,14.214,0.3821,2.5376,4.899,15.314,0.9159,0.2438,1169,785,0.0001,0.1904,2197,0.1674,0,0.8806,16.804,2.0261,0.4729,0.7366,1979,1832,16.145,1695.8,2309,0.0002,47.752,2052,6,0.0398,0.499,1516,0.7496,0.0001,0.0034,0.4491,0.6662,0.3236,0.0851,0.6139,15897,121.72,0.4997,37.429,0.854,121.43,121,0.0009,0,0.9999,17.288,0.6447,4,0.0909,0.0282,13794,0.2229,0.8243,2401
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0016,0.2425,0.3562,0,0.0088,47.226,47.226,1.2004,0,2.1802,47.226,0.998,0.6701,3945,3945,0.0066,0.0871,4622,0.0066,1,0,48.058,0.3102,0,0.7269,4622,4538,48.715,4368.3,284,0.0059,28.081,4622,3,0,0,3945,0.7083,0.0071,0.0066,0,0.6877,2.5462,0,0.274,42826,114.86,0,19.109,0.7937,115.51,116,0.007,0.6534,0,50.86,0.6777,2,0.9293,0.0019,42826,0.069,0.7404,284
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0387,0.1764,0,0,19.473,19.473,0,0.9994,2,19.62,0.8758,0.7049,4498,4498,0.011,0.6806,4637,0.0112,0.1429,0.68,19.746,0,0,0.0698,4604,4569,19.783,4562.4,50,0.0086,6.1928,4637,2,0,0.0001,4504,0.0557,0.1265,0.011,0.0001,0.0345,0.4105,0,0.0347,4450,8.9313,0.0001,6.729,0.1351,8.9179,9,0.14,0.0022,0.0002,19.778,0.0158,2,0,0.1266,4450,0.012,0.0947,50
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0816,0.1003,0.2378,0,0,44.415,49.333,0,0.8302,3,52.064,0.8429,0.4776,39,33,0.0131,0.6988,118,0.05,0.2,0.6567,55.017,0,0.0014,0.1669,54,49,54.989,49.857,900,0.001,40.948,58,3,0,0.0034,42,0.1476,0.0037,0.0179,0.0027,0.0705,0.6727,0.0004,0.08,18000,171.95,0.005,50.965,0.3335,172.75,173,0.0056,0.0002,0.0146,58.208,0.0248,3,0,0.0288,18000,0.2385,0.2477,900
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.8599,0.8489,0.6156,0.6459,0.5069,31.263,31.263,0.6245,1.7266,4.1933,32.079,0.9926,0.5444,3313,3313,0.0001,0.1739,4467,0.0621,0,0.9186,35.128,1.518,0.0094,0.8158,4467,4402,33.971,4142.8,446,0.0028,14.753,4467,6,0.1256,0.0516,4389,0.8708,0.0001,0.0098,0.1252,0.8064,1.6789,0.0015,0.5924,11816,133.46,0.4901,12.834,0.887,133.59,134,0.0045,0.0001,0.9988,37.415,0.6661,4,0.7427,0.0334,7179,0.1159,0.8811,502
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.2345,0.259,0.0114,0.9747,61.767,62.118,2.0143,0.1006,2,63.016,1.003,0.8727,270,84,0.011,0.0202,2806,0.011,0.8947,0.009,66.531,0.1547,0,0.8991,572,547,74.038,640.46,922,0.0021,54.993,610,2,0.0325,0,438,0.8997,0.0013,0.011,0,0.8887,3.7307,0,0.3567,84809,429.92,0,115.36,0.922,432.66,436,0.0022,0.8523,0.0013,75.548,0.8742,2,0.9747,0.355,83857,1.0023,0.9111,952
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.8505,0.9067,1.1395,0.4271,0.2836,33.659,33.659,0.4771,1.73,4.1829,33.997,0.9903,0.4324,3770,3770,0.0002,0.2205,4447,0.0554,0,0.9298,35.196,1.5261,0.0314,0.7786,4447,4388,34.854,4141,668,0.0014,16.102,4447,5,0.0898,0.4976,3959,0.8059,0.0001,0.0085,0.2564,0.734,0.898,0.0098,0.6768,17199,134.27,0.4995,12.144,0.9167,134.73,135,0.003,0,0.9773,36.565,0.4999,4,0.4222,0.0296,12052,0.0689,0.9062,728
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.006,0.1029,0.2339,0,0,18.38,18.38,0,0.8267,2.2027,18.618,0.8627,0.5854,4320,4320,0.0451,0.7066,4437,0.047,0.2,0.6436,18.801,0,0.001,0.1741,4425,4392,18.816,4381.8,75,0.0123,6.0918,4437,3,0,0.0025,4352,0.1615,0.0526,0.0462,0.002,0.0764,0.7276,0.0003,0.0842,1597,15.332,0.0039,7.0514,0.3283,15.289,15,0.0667,0.0004,0.0066,19.06,0.0232,2,0,0.0909,1597,0.0086,0.2454,75
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0745,0.0666,0.2145,0,0,25.667,26.587,0,0.5717,4,27.275,0.8226,0.3624,468,427,0.0065,0.7854,3082,0.2359,0.3333,0.5772,28.141,0,0.0296,0.0981,603,554,29.613,755.74,650,0.0023,26.293,1436,4,0,0.0402,483,0.0722,0.0044,0.0077,0.0344,0.0297,0.2024,0.0161,0.0316,2756,137.75,0.043,32.701,0.2096,137.67,138,0.0046,0.0001,0.0496,29.396,0.0124,4,1,0.0419,2756,0.8124,0.1702,650
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,1.3969,1.2917,2.393,0.1072,0.075,14.231,15.615,0.3829,2.6066,4.7641,16.56,0.9006,0.2312,1426,762,0.0001,0.2011,2062,0.1681,0,0.8811,17.836,2.148,0.4765,0.7353,1910,1744,17.363,1699.6,2847,0.0002,52.677,1984,6,0.0309,0.499,1636,0.7771,0.0001,0.0028,0.4406,0.667,0.3148,0,0.5979,18753,132.27,0.4997,44.492,0.8527,132.75,133,0.0007,0,0.9991,18.588,0.626,4,0.0933,0.1604,16937,0.175,0.827,2935
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.3502,0.3452,0.4269,0.0188,0.0958,26.084,26.232,0.1474,0.9673,4.7234,26.894,0.8357,0.2706,760,717,0.0005,0.574,3304,0.2647,0,0.6462,28.143,0.5803,0.0634,0.4101,1281,926,30.915,1314.7,1100,0.0014,24.222,3238,5,0.0636,0.1669,853,0.3983,0.0002,0.0053,0.1215,0.2162,0.6351,0.0032,0.247,4234,239.96,0.2263,31.188,0.7313,239.53,239,0.0018,0.0002,0.5904,31.147,0.0925,4,0.9341,0.0267,4156,0.6213,0.5945,1170
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.1849,0.1645,0.1582,0.0177,0.9256,45.054,45.348,1.3923,0.2703,3,46.174,1.0005,0.8123,264,201,0.0034,0.0218,2159,0.0168,0.8333,0.0277,48.258,0.2874,0,0.7908,403,328,52.104,575.54,720,0.0026,32.056,1461,3,0.0556,0,291,0.7907,0.0029,0.0059,0,0.7789,4.4549,0,0.1734,43649,323.15,0,13.072,0.8129,323.67,324,0.0028,0.7447,0,59.823,0.7684,3,0.9256,0.0005,42889,0.9748,0.802,760
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,1.4307,1.2378,2.2033,0.123,0.0724,14.901,14.956,0.3811,2.5844,4.8254,17.387,0.9079,0.2418,893,749,0.0001,0.2029,2460,0.1612,0,0.8748,18.123,2.1322,0.4748,0.7335,2049,1950,19.21,1731.1,2638,0.0002,51.076,2299,6,0.0375,0.499,1304,0.7677,0.0001,0.0031,0.4398,0.6662,0.3317,0,0.6006,18375,131.82,0.4997,40.591,0.8528,131.57,132,0.0008,0,0.9999,20.906,0.625,4,0.094,0.0285,16362,0.2772,0.827,2737
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.0311,1.0662,0.7924,0.0048,0.0194,0,0,1.39,0.4864,4,0,1.0026,0.6514,0,0,0,0.6888,0,0.0089,0,0.5166,0,0.3482,0,0.5137,0,0,0,0,1927,0.0015,156,0,4,0.4987,0.0077,0,0.5487,0,0.0013,0.0098,0.1537,2.3124,0,0.2315,219000,332.5,0.0335,117.33,0.9101,462.67,686,0.001,0.0004,0.2159,0,0.0314,4,0.9482,0.0092,217000,0,0.8717,2888
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0,0,0.4374,1.4096,21,0,0.9971,0.1895,0,0,0,0.5156,0,0.1442,0,0.9088,0,1.093,0.0018,0.6207,0,0,0,0,138000,0,15878,0,21,0.8793,0.0351,0,0.7772,0,0,0.0191,0.3041,0.9938,0,0.2256,1390000,51093,0.0476,129000,0.9354,0,0,0,0,0.092,0,0.1214,21,0.8694,0,957000,0,0.8826,259000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.2853,0.2896,0.3881,0.0066,0,20.664,20.664,0.0661,0.7,4,20.991,0.8438,0.3279,3966,3966,0.0066,0.5929,4119,0.2296,0,0.5872,21.342,0.1717,0.0403,0.369,4092,4012,21.22,4024.4,349,0.0045,14.169,4119,4,0.0315,0.1065,3987,0.3789,0.0033,0.0171,0.0813,0.1797,0.6932,0.0031,0.2231,1530,76.321,0.1597,17.225,0.6666,76.393,76,0.0086,0.0006,0.322,21.465,0.0773,4,0.9599,0.0414,1520,0.013,0.5323,360
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,1.6799,0.6817,0.9468,1.3953,0.1932,36.816,37.248,0.2145,0.9221,6.5269,41.67,0.796,0.2642,480,382,0.0003,0.4423,1560,0.2264,0,0.6854,51.454,0.5399,0.0252,0.2872,991,580,61.406,780.36,3005,0.0005,147.05,1219,7,2.2073,0.056,532,0.2618,0.0006,0.0007,0.039,0.2107,0.4454,0,0.0745,31795,554.56,0.058,137.31,0.4497,556.62,556,0.0007,0.0004,0.0699,82.691,0.2005,4,0.9916,0.0254,13274,0.4406,0.3773,9638
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.0189,0,0,0,0.8478,0,0,1.0754,0,2.9222,0,0.9658,0.9009,0,0,0.2609,0,0,0.2826,1,0,0,0.4265,0.2892,0.7592,0,0,0,0,91,0.0186,0.283,0,3,0,0.2892,0,0.7592,0.0404,0.2623,0.2892,0.7592,0,0.2891,0.0769,322,31.102,0.2892,1.2564,0.7592,31.179,31,0.022,0.7592,0.2892,0,0.7592,2,0.8478,0.017,322,0,0.7592,91
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0746,0.0967,0.2258,0,0,38.701,44.823,0,0.8363,3,46.883,0.8421,0.4884,54,45,0.0166,0.7173,156,0.05,0.2,0.651,48.667,0,0.0016,0.162,78,67,49.312,70.931,700,0.0014,33.729,88,3,0,0.0033,61,0.1436,0.005,0.0217,0.0027,0.0615,0.6603,0.0003,0.0773,14000,134.05,0.0049,39.81,0.3205,133.76,134,0.0071,0.0001,0.0153,51.824,0.0254,3,0,0.0493,14000,0.2444,0.2393,700
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.3021,0.3047,0.4355,0.0064,0,27.182,27.182,0.0694,0.7614,4.004,27.691,0.8453,0.316,3710,3710,0.0046,0.5541,4080,0.2295,0,0.5865,28.112,0.1893,0.0431,0.4003,4041,3860,28.602,3876.4,504,0.0031,15.895,4080,5,0.0317,0.1226,3800,0.4039,0.0023,0.012,0.0905,0.2143,0.6849,0.0056,0.2387,2210,110.92,0.1821,19.668,0.6897,111.1,111,0.006,0.0007,0.3177,30.672,0.1084,4,0.9531,0.0353,2196,0.031,0.5767,520
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.469,0.4687,0.4721,0.7493,0.6147,17.109,17.109,0.4877,1.3852,15.32,17.109,1.0588,0.2149,274,274,0,0.5448,274,0.1804,0,1.0001,17.109,1.0227,0.0039,0.572,274,274,17.109,274,86918,0,9284,274,16,1.1247,0.0278,274,0.7371,0,0,0.0165,0.2365,0.871,0,0.2659,843000,15292,0.032,50817,0.8787,0,0,0,0,0.1348,17.109,0.0798,15,0.872,0,482000,0,0.833,185000
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.2912,0.2877,0.3967,0.0068,0,32.909,47,0.0636,0.7087,5.2789,56.25,0.8315,0.2304,5,3,0,0.5755,22,0.2339,0,0.5865,67.857,0.1555,0.0472,0.3945,9,7,67.527,8.0313,17563,0.0001,329.31,12,6,0.0249,0.1245,6,0.3895,0,0.0004,0.0926,0.2059,0.6623,0.0022,0.2285,75600,3862.8,0.1757,1912,0.7041,3172.5,3787,0.0002,0,0.841,77,0.0869,5,0.9656,0.4899,75093,0.4051,0.5697,18000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.2758,0.2785,0.3817,0.0037,0,0,0,0.0433,0.6352,4,0,0.846,0.3388,0,0,0.0062,0.5756,0,0.2324,0,0.5819,0,0.0877,0.0434,0.3996,0,0,0,0,374,0.004,10.36,0,4,0.016,0.1277,0,0.3926,0.0031,0.0157,0.0897,0.2077,0.6643,0.009,0.2147,1615,83.787,0.1807,12.229,0.7238,83.536,83,0.008,0.0003,0.2711,0,0.0875,4,0.9826,0.0429,1609,0,0.5731,380
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.2364,0.2301,0.2122,0.0297,0.905,28.776,29.959,1.1406,0.3284,3.8595,32.647,0.9988,0.6136,592,563,0.0016,0.0434,2185,0.0248,0.5,0.0425,36.596,0.3513,0,0.7531,966,902,37.144,964.53,1040,0.0017,42.834,1779,4,0.0769,0,648,0.7529,0.0014,0.0035,0,0.7297,5.5339,0,0.2119,43179,448.37,0,36.945,0.798,446.9,448,0.0019,0.6634,0.0006,39.336,0.7129,3,0.905,0.0405,41934,0.4531,0.7746,1120
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,1.3286,1.2324,2.4745,0.1283,0.0848,11.352,15.005,0.3857,2.5306,4.8616,16.138,0.9101,0.2407,1940,691,0.0001,0.1873,2543,0.1631,0,0.8811,17.448,2.039,0.4719,0.7356,2169,2052,17.738,1999.7,2307,0.0003,48.437,2225,6,0.0407,0.499,1972,0.7526,0.0001,0.0034,0.4382,0.6662,0.3296,0.0592,0.6064,15960,120.46,0.4997,40.464,0.853,120.61,121,0.0009,0,0.9999,18.763,0.6228,4,0.0952,0.0276,14145,0.1897,0.826,2401
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,1.5123,1.265,2.5002,0.121,0.0712,13.264,15.906,0.3789,2.605,4.8832,16.43,0.9035,0.2359,1538,1337,0.0001,0.2056,2290,0.1721,0,0.884,18.686,2.1405,0.478,0.7371,2073,1978,17.979,1940,2874,0.0002,53.651,2171,6,0.0331,0.499,1863,0.7778,0.0001,0.0031,0.448,0.6668,0.3226,0.0001,0.6058,18718,131.89,0.4997,42.828,0.8546,132.93,133,0.0007,0,0.9999,19.351,0.6212,4,0.0881,0.0291,16697,0.1239,0.8293,2969
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,12.484,10.628,15.776,4.1402,0.4719,0,0,0.4168,1.4569,11.667,0,1.3603,0.1934,0,0,0,0.6148,0,0.1567,0,1.091,0,1.27,0.0045,0.564,0,0,0,0,135000,0,38377,0,12,6.4486,0.0585,0,0.5865,0,0,0.037,0.2238,1.1682,0,0.2221,4430000,0,0.0867,71236,0.9827,0,0,0,0,0.305,0,0.0553,11,0.7833,0,861000,0,0.9158,1000000
