@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE UNARY NUMERIC

@DATA
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,42.0563,0.4731,0.2135,0.2322,0.7349,0.1264,53.4433,0.07,0.3783,0.6665,0.6316,0.0352,0.3244,0.5297,0.0737,18767,0.2049,0.6068,16577,0.0045,0,0.0203,0.0029,0.0891,0.0001,16.2062,0,16.7853,2.8294,18.2283,18.9898,16.8746,0.0039,4.8943,15.2283,0.7731,20.4848,0.8827,11.9449,6,0.1799,1.3169,2969,0.1584,4,?,?,?,3.4583,0.0001,0.0514,0.0872,0.0025,132.213,0.6,122,0.0002,2.4213,0.4955,0,1,133,1,0
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.9373,0.0779,0.0917,0.8087,0.7234,0.8571,13.3747,0.8571,1.0778,0.7233,3.0163,0,0.0014,0.849,2.308,1183,0.0001,0.7233,1183,0.0769,0.7232,0.0211,0.142,0.8571,0.142,52.6828,0.0101,55.5155,0,57.4435,57.4435,56.4201,0.0101,2,52.6828,0.7234,57.4435,0.9764,52.6828,2,0.0015,0,169,0,2,0.0741,0.0377,0.1319,0,0.0211,0.0103,0.1142,0.0211,59.0252,0.04,51,0.0101,0,0.1501,0.04,0.04,59,0.7236,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,51.4167,3.2271,0.3334,0.3934,0.5751,0.1004,87.2564,0,0.518,0.3464,6.9805,0.5737,5.6306,0.4943,3.8478,159039,0.4999,0.1484,88789,0.0114,0.0003,0.0115,0.0056,0.5344,0.0029,31,0,33.8989,3.9749,37.3098,43.7551,31.3713,0.0034,3,29.3109,0.6016,49.2521,0.9857,28.6573,3,0.4951,0.4083,2071,0.3058,3,?,?,?,6.0071,0.0011,0.0061,0.1198,0.004,433.295,0.3206,423,0.0008,0.6587,0.219,0,0.9825,438,0.9994,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,198.04,0.2285,10.4124,0.8475,0.8892,0.9713,16.9612,0.9713,1.9806,0.8762,43.9567,0.0329,5.9158,0.9517,43.6786,93431,0.0215,0.8626,92488,0.0679,0.821,0.0045,0.0099,0.9713,0.0099,71.8761,0.0009,79.8784,3.2793,79.9623,101.9509,73.7455,0.0032,2,71.8571,0.8919,101.9509,0.9917,71.8571,2,0.8681,0.2146,943,0.0722,2,?,?,?,5.1203,0.0014,0.0898,0.0949,0.0032,428.984,0.3237,409,0.0021,0.233,0.1412,0.1457,0.5447,433,0.9403,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,14.3355,0.2529,1.7188,0.6915,0.7112,0.08,20.4194,0.0027,1.1402,0.6667,25.4655,0,2.4657,0.8052,28.9393,28991,0.0956,0.6542,28991,0.0948,0.6427,0.026,0.008,0.92,0.0079,52.2301,0.0008,55.0646,3.3542,57.899,57.899,57.899,0.0109,2.1039,52.2301,0.6928,57.899,0.9957,52.2301,3,0.0051,0.2491,232,0.1563,2,?,?,?,5.0918,0.0087,0.0106,0.0949,0.0195,92.9231,0.253,82,0.0076,0.3597,0.2148,0.127,0.8275,93,0.9814,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,1299.6,6.3565,5.8027,0.8265,0.9031,0.979,616.4,0.979,2.2519,0.8845,70.3192,0.025,9.4155,0.9153,75.1825,253275,0.0405,0.8507,251637,0.0513,0.7573,0.0026,0.0063,0.979,0.0063,75.45,0.0004,86.0347,3.1954,98.4074,110.4516,82.5106,0.0019,2,73.7978,0.91,110.4516,1.0679,73.7978,2,1.3678,0.2295,1638,0.0724,2,?,?,?,5.7931,0.0007,0.3773,0.1541,0.0018,741.6,0.3454,737,0.0012,0.2592,0.352,0.1684,0.5797,758,0.9771,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,46.7563,0.2026,13.616,0.9096,0.8886,0.7195,6.7374,0.9697,1.8913,0.8797,36.4543,0.0345,2.5197,0.9583,37.4356,46074,0.0153,0.8699,45474,0.1,0.8478,0.0071,0.0127,0.9697,0.0127,66.4901,0.001,67.9415,2.8961,75.7054,75.7054,75.0119,0.005,2,54.5587,0.8899,75.7054,1.0205,54.5587,2,0.8979,0.1382,600,0.0591,2,?,?,?,4.2017,0.0036,0.3139,0.0422,0.0051,271.97,0.328,256,0.0025,0.3911,0.152,0.1861,0.422,272,0.9147,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,7.8195,0.3276,0.4874,0.2088,0.115,0.2961,8.6223,0.0323,0.1205,0.0153,0.3286,1.1029,0.2805,0.5971,0.1301,2332,1.3477,0.0047,1918,0.0065,0.0002,0.0203,0.0062,0.147,0.0031,11.6383,0.0005,16.3118,1.0783,14.5721,16.2552,13.283,0.0099,36.8511,9.8555,0.0374,66.5724,0.7181,7.4163,49,0.5248,0.9113,1287,0.1137,25,0.8889,0.0177,0.0271,1.4364,0.0026,0.0959,0.0754,0.0062,82.0256,0.0669,74,0.0018,0.9106,0.223,0,0.6667,82,0.7732,0
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,30.0438,0.1653,0.3913,0.117,0.2353,0.3081,31.42,0.0017,0.0323,0.1122,0.6928,0.0905,0.8625,0.2724,0.2403,6174,0.6484,0.042,5781,0.0062,0.0001,0.0157,0.0022,0.0112,0.0009,3.6169,0.0002,19.2666,3.137,32.4778,33.3209,30.9019,0.0054,5.1005,2.929,0.2198,33.3209,0.8117,2.929,6,0.7371,0.4176,880,0.0978,5,0.5842,0.0102,0.0192,3.125,0.0017,0.0467,0.0549,0.0049,157.873,0.1259,146,0.0015,0.4651,0.23,0,0.5714,158,0.737,0
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,20.2231,0.2233,0.3062,0.1234,0.3938,0.4563,19.4106,0.0049,0.1261,0.2029,0.7915,0.2078,0.8596,0.4112,0.2524,3357,0.5943,0.0861,3075,0.0081,0.001,0.0107,0.0058,0.8865,0.0007,24.7226,0,26.002,3.4019,26.7912,30.0419,25.6211,0.0052,5.0014,23.9726,0.379,30.0419,0.8468,23.9726,6,0.1206,0.4156,895,0.1997,4,0.5238,0.0069,0.0179,3.0176,0.0003,0.0312,0.0586,0.0042,156.563,0.2512,145,0.0019,0.5014,0.2242,0,1,156.5,1,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,18.4692,14.9625,13.4794,0.9234,0.9025,0.9871,23.9741,0.9871,1.6828,0.8899,26.3538,0.0481,1.3865,0.9647,20.4521,29734,0.03,0.8666,29189,0.1,0.7885,0.0071,0.0178,0.9871,0.0178,60.768,0.002,62.7245,3.108,65.7796,66.2984,62.4168,0.0061,2,59.4328,0.9057,69.5094,0.998,58.2773,2,1.0183,0.1849,545,0.0792,2,?,?,?,4.4672,0.0028,0.0379,0.0638,0.0047,239.014,0.5953,224,0.0038,0.226,0.1208,0.3793,0.8506,240,0.986,0
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,97.9036,0.1444,0.3683,0.1566,0.1154,0.5419,108.052,0.2396,0.571,0.0083,0.6973,1.5319,0.834,0.4333,0.284,14813,1.2881,0.0074,8702,0.0319,0,0.0159,0.0013,0.8762,0.0006,26.2355,0.0001,27.9922,1.2453,30.1887,31.3898,27.2943,0.008,6.1168,23.2688,0.0975,34.7442,0.8388,22.5911,7,0.5472,1.1141,5008,0.1153,4,0.5818,0.0044,0.0163,1.2303,0.0009,0.0715,0.0377,0.0015,391.695,0.1032,374,0.0007,1.0236,0.3462,0,0.5556,391,0.8471,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,19.6965,3.6691,2.9179,0.7052,0.6706,0.1007,29.7086,0,1.0008,0.6225,17.2726,0,2.3066,0.8053,18.4885,26889,0.1208,0.6173,26889,0.0577,0.6057,0.0196,0.0099,0.8993,0.009,50.3461,0.0007,52.668,2.9611,53.5572,63.5646,52.4241,0.0081,2.9936,46.7898,0.633,63.5646,0.9946,46.7898,3,0.9014,0.2615,312,0.1581,2,?,?,?,4.9432,0.0064,0.0332,0.0913,0.0145,117.508,0.2304,105,0.0058,0.3709,0.22,0.1258,0.7919,118,0.9739,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,14.8376,7.5757,0.2192,0.7565,0.8093,0.9349,56.4521,0.9349,1.4666,0.7983,26.832,0.05,6.763,0.9073,32.2747,61409,0.0205,0.7881,60246,0.0433,0.76,0.0059,0.0042,0.9349,0.0022,49.2006,0.0011,57.6833,2.8313,60.987,78.9836,56.3143,0.0035,3,48.1599,0.8094,78.9836,0.9987,45.1149,3,0.9051,0.1879,945,0.0444,3,?,?,?,4.9117,0.0019,0.0004,0.0767,0.0036,406.744,0.1925,392,0.0021,0.1826,0.1271,0.105,0.4058,409,0.875,0
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,5121,0.1803,0,0.0273,0.8356,0.6449,4568.5,0.8588,0.8257,0.791,25.6627,0.1326,1.1746,0.0871,18.7974,1711065,0.2687,0.4955,1667873,0.0006,0,0.0013,0.0001,0.8591,0,0,0,0,4.2441,0,0,0,0.0007,6.3333,0,0.931,0,1.0147,0,7,0,0.8252,36304,0.2005,6,?,?,?,5.5809,0,0,1.4142,0.0001,6849.5,0.3404,0,0,0.8519,0,0,0.967,6849.5,1,0
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,87.0537,0.1572,11.6992,0.7478,0.8085,0.9348,28.7069,0.9348,1.4682,0.7971,27.6208,0.05,4.7234,0.9059,32.2678,61855,0.0193,0.7876,60686,0.0433,0.7632,0.0052,0.0042,0.9348,0.0025,41.3651,0.0012,52.0444,2.8156,69.866,69.9413,49.8923,0.0031,3,40.5753,0.8082,70.0155,0.9938,39.7735,3,0.786,0.1787,945,0.0412,3,?,?,?,4.9521,0.0021,0.0702,0.0354,0.0036,408.129,0.1903,394,0.0021,0.1737,0.1383,0.0929,0.323,408,0.8559,0
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,2.4794,0.515,1.2217,0.9074,0.8288,0.9052,1.5199,0.9052,1.4642,0.8288,2.6288,0,0.0001,0.9245,2.0464,1276,0,0.8287,1276,0.0909,0.8287,0.0165,0.1728,0.9052,0.1724,84.1817,0.0078,88.215,0,90.8046,90.8046,89.6588,0.0078,2.9522,84.1817,0.8288,90.8046,0.9886,84.1817,3,0.0026,0,231,0,2,0.087,0.0312,0.1646,0,0.0165,0.0288,0.085,0.0165,89.842,0.0476,80,0.0078,0,0.1289,0.0476,0.0476,90,0.8288,0
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,36.7216,0.134,0.199,0.2475,0.7366,0.1178,47.0583,0.0801,0.3821,0.6662,0.6482,0.0398,0.3236,0.572,0.0878,15897,0.1904,0.6447,13794,0.0056,0,0.0131,0.0034,0.0909,0.0001,15.0624,0,16.072,2.7621,17.2879,17.4731,16.115,0.0031,4.8962,14.2137,0.7496,17.9554,0.889,12.3961,6,0.2306,1.1941,2401,0.1483,4,?,?,?,3.192,0.0001,0.0293,0.0708,0.0031,121.845,0.6139,110,0.0002,2.0884,0.4766,0,1,122,1,0
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,30.5,0.1247,2.1412,0.726,0.8362,0.9463,43.092,0.9463,1.6619,0.824,36.5561,0.04,5.0976,0.9286,42.7295,132295,0.0212,0.8122,130262,0.0325,0.7816,0.0035,0.0026,0.9463,0.0015,47.4342,0.0008,59.9934,2.8117,77.2057,78.8876,53.0986,0.0021,3,46.8798,0.8367,108.4075,0.9994,46.1424,3,1.0367,0.192,1534,0.0414,3,?,?,?,5.2853,0.0014,0.0024,0.0289,0.0022,681.517,0.1814,657,0.0013,0.1855,0.1227,0.0796,0.3722,682,0.8957,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,703.75,0.1174,4.2899,0.8016,0.8382,0.9552,55,0.9552,1.8716,0.7988,49.8732,0.0323,14.3093,0.9243,52.6108,266431,0.0812,0.7334,263277,0.0258,0.5503,0.0021,0.0017,0.9552,0.0009,55.7167,0.0004,66.1533,2.697,70.7101,86.3,63.8314,0.0012,3,55.2975,0.86,89.0732,1.0122,54.8372,3,0.3572,0.1811,2400,0.0363,3,?,?,?,5.5209,0.0008,0.0567,0.0203,0.0014,1096.92,0.1685,1053,0.0008,0.1717,0.2188,0.0794,0.3028,1097.5,0.9328,0
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,8.7583,0.2271,0.2081,0.6511,0.5832,0.6298,4.9794,0.8333,0.4472,0.5832,1.0406,0,0.0001,0.8229,0.5184,624,0.0001,0.5831,624,0.0192,0.5831,0.0096,0.0191,0.8333,0.0176,38.8604,0,41.6567,0,46.0446,46.649,40.3032,0.008,4.973,38.0401,0.5832,46.649,0.9285,38.0401,5,0.0087,0,260,0,4,0.4,0.0107,0.0321,0,0.0096,0.0259,0.1086,0.0096,67.1823,0.3333,58,0.0052,0.4023,0.1978,0.3333,0.3333,67,0.5833,0
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0004,52.3259,48.3735,0.9662,0.509,0.7581,0.0007,0.0323,0.5928,0.509,6.6574,0.3333,0.0002,0.9973,6.5448,11058,0.0001,0.509,10602,0.0351,0.5088,0.0172,0.0322,0.0323,0.0322,28.1668,0.0087,33.1743,0,38.1818,38.1818,38.1818,0.0087,2,28.1668,0.509,38.1818,0.9992,28.1668,2,0.0633,0,456,0,2,?,?,?,0,0.0172,0.0014,0.0951,0.0172,83.8283,0.011,74,0.0087,0,0.1327,0.011,0.011,84,0.5091,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,16.2543,0.1618,0.3569,0.1085,0.3044,0.6326,18.511,0.272,1.0135,0.0979,1.5156,1.4943,0.3744,0.5299,0.4049,10578,0.8553,0.0409,6940,0.0253,0.001,0.2187,0.0038,0.5824,0.0001,14.4882,0,15.947,2.1674,17.615,17.9193,16.9671,0.2,3.8986,11.4377,0.2272,17.9193,0.9309,11.4377,4,0.1411,3.524,2856,0.2323,3,?,?,?,2.0374,0.0001,0.0183,0.0451,0.0034,214.148,0.2363,201,0.002,4.1046,0.2593,0,1,214,1,0
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,10.306,0.2737,0.2783,0.5555,0.0249,0.1925,9.0018,0,0.0467,0.0077,1.3049,0,0.1059,0.7388,0.8235,2924,0.8514,0.0036,2924,0.0294,0.0005,0.0294,0.0502,0.0003,0.0455,35.2683,0.0021,36.0782,1.0364,37.2436,37.6111,35.5214,0.0079,3,35.0743,0.0191,37.6111,0.8577,35.0743,3,0.0271,0.0121,170,0.0094,3,0.0932,0.0702,0.0735,1.2942,0.0277,0.0653,0.1328,0.0291,31.7495,0.0079,26,0.0056,0.1899,0.2378,0,0.0488,32,0.1322,0
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,3.6968,6.5197,5.1193,0.9239,0.8716,0.9356,3.0186,0.9356,1.8405,0.8716,3.4461,0,0.0002,0.9393,2.6771,3976,0,0.8716,3976,0.0625,0.8716,0.0078,0.0868,0.9356,0.0855,171.3169,0.0038,171.3169,0,171.3169,171.3169,171.3169,0.0038,3,171.3169,0.8716,171.3169,0.9928,171.3169,3,0,0,496,0,3,0.0606,0.0151,0.117,0,0.0078,0.0195,0.0592,0.0078,208.511,0.0323,194,0.0038,0,0.1259,0.0323,0.0323,209,0.8717,0
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,48.1882,0.0016,0.0128,0.7197,0.3987,0.753,48.0057,0.012,0.5831,0.3985,12.7416,0.3333,0.0066,0.813,11.9033,73440,0.001,0.3984,72288,0.0139,0.3978,0.0069,0.0119,0.012,0.0119,27.5736,0.0035,29.2769,0,30.2759,33.3538,28.7786,0.0035,2,26.693,0.3987,35.202,0.9975,25.6814,2,1.0986,0,1152,0,2,?,?,?,0,0.0069,0.001,0.0624,0.0069,225.069,0.004,205,0.0035,0,0.1385,0.004,0.004,226,0.4008,0
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,2.8741,0.4844,2.8354,0.9209,0.865,0.9312,1.955,0.9312,1.7716,0.865,3.2788,0,0.0001,0.9367,2.5804,3270,0,0.865,3270,0.0667,0.865,0.0089,0.0908,0.9312,0.0893,158.0854,0.0043,161.406,0,164.7266,164.7266,164.7266,0.0043,3,158.0854,0.865,164.7266,0.9926,158.0854,3,0.0055,0,435,0,3,0.0645,0.0171,0.1242,0,0.0089,0.0278,0.0593,0.0089,180.876,0.0345,167,0.0043,0,0.1244,0.0345,0.0345,181,0.8651,0
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,5.2772,0.2802,0.2679,0.6989,0.5832,0.6756,3.0262,0.8333,0.4472,0.5831,1.1919,0,0.0001,0.8357,0.6773,336,0.0001,0.5831,336,0.0357,0.5831,0.0179,0.0355,0.8333,0.0327,27.1177,0,27.8586,0,28.8378,29.8271,27.7551,0.0149,4.0432,25.7552,0.5832,29.8271,0.9362,25.7552,5,0.0083,0,140,0,4,0.4,0.0198,0.0595,0,0.0179,0.0358,0.145,0.0179,36.6362,0.3333,30,0.01,0.3118,0.2078,0.3333,0.3333,37,0.5833,0
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,7.6201,0.2379,0.221,0.6645,0.5832,0.6117,4.3764,0.8333,0.4472,0.5832,1.0796,0,0.0001,0.8368,0.556,528,0.0001,0.5831,528,0.0227,0.5831,0.0114,0.0226,0.8333,0.0208,34.9356,0,36.9574,0,39.8425,40.8083,37.4866,0.0114,4.6849,32.4793,0.5832,40.8083,0.9303,32.4793,5,0.0094,0,220,0,4,0.4,0.0126,0.0379,0,0.0114,0.0284,0.1175,0.0114,56.9257,0.3333,48,0.0061,0.4266,0.199,0.3333,0.3333,57,0.5833,0
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0,0,0.9992,0.619,0.7674,0,0.0698,0.6106,0.619,3.8406,0.3333,0,0.9999,3.8581,2538,0,0.619,2322,0.0741,0.619,0.0353,0.0693,0.0698,0.0693,35.2217,0.0181,35.2217,0,35.2217,35.2217,35.2217,0.0181,2,35.2217,0.619,35.2217,1,35.2217,2,0,0,216,0,2,0.0488,0.0835,0.1796,0,0.0353,0.0006,0.141,0.0353,37.1248,0.0244,31,0.0181,0,0.1653,0.0244,0.0244,37,0.6191,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,46903.8,0.0704,2.4459,0.879,0.9812,0.9798,88.3333,0.9798,2.6652,0.9857,109.81,0.0179,1.8952,0.9283,163.344,1120760,0.0687,0.9684,1117340,0.0363,0.0111,0.0012,0.003,0.9798,0.003,113.8333,0.0003,117.6758,3.4131,124.2857,125.2308,118.125,0.0008,2,109.913,0.9965,125.2308,0.8332,109.913,2,0.5298,0.1708,3420,0.0803,2,?,?,?,6.3406,0.0005,0.4899,0.0224,0.0009,1641.33,0.2434,0,0.0006,0.1982,0.506,0.0453,0.4527,1632.5,1,0
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,227.9,0.0277,0.0138,0.6172,0.3519,0.7518,228.306,0.0072,0.5808,0.3304,17.0365,0.3333,12.0454,0.6698,14.6792,194157,0.1569,0.318,192321,0.0087,0.0044,0.0043,0.0072,0.0072,0.0072,28.3309,0.0022,29.6448,0,30.5943,33.2924,28.8911,0.0022,2,27.8295,0.3569,34.3424,0.996,27.3184,2,1.0947,0,1836,0,2,?,?,?,0,0.0043,0.0009,0.0496,0.0043,363.49,0.0024,341,0.0022,0,0.1482,0.0024,0.0024,366,0.4705,0
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,7.6118,0.185,0.3084,0.4355,0.685,0.1419,14.9506,0.1019,0.4536,0.6105,1.0203,0.0807,0.4237,0.8731,0.3467,7095,0.232,0.5112,5851,0.0129,0,0.7095,0.0076,0.1759,0.0012,19.5208,0,20.8584,2.6907,22.1421,23.1241,20.8992,0.0109,3.9475,18.064,0.7482,24.7946,0.928,17.9361,4,0.4776,4.3842,1339,0.1725,3,?,?,?,3.0496,0.0002,0.0229,0.1024,0.0072,66.6331,0.5333,58,0.0003,2.5423,0.3952,0,1,67,1,0
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,1.9359,0.5729,0.411,0.8977,0.8154,0.8901,0.9264,0.8901,1.3315,0.8154,2.4348,0,0.0001,0.9216,1.8782,910,0,0.8154,910,0.1,0.8154,0.0209,0.1332,0.8901,0.1308,73.476,0.0099,73.7962,0,74.6267,74.6267,74.4183,0.0099,3,72.6638,0.8154,74.6267,0.9879,72.6638,3,0.0092,0,180,0,3,0.0952,0.0391,0.178,0,0.0209,0.0069,0.0974,0.0209,68.6825,0.0526,60,0.0099,0,0.1342,0.0526,0.0526,69,0.8155,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,14.6154,0.159,0.2714,0.7691,0.8092,0.9349,27.0723,0.9349,1.4631,0.7982,26.8379,0.05,8.7813,0.9403,31.7733,61409,0.0195,0.7887,60200,0.0433,0.7637,0.0057,0.0041,0.9349,0.0019,50.6621,0.0011,55.2168,2.9075,60.5159,60.5563,58.1453,0.0033,3.0031,44.1493,0.8088,72.5273,0.9987,43.7621,4,0.5934,0.1759,945,0.0451,3,?,?,?,4.8,0.002,0.0005,0.0352,0.0036,408.119,0.1933,390,0.0021,0.1696,0.1355,0.083,0.3475,409,0.8632,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,13.9332,0.2442,0.2622,0.7047,0.7189,0.077,22.3921,0.0025,1.1742,0.6772,27.5149,0,2.4937,0.8067,31.9825,34661,0.0905,0.6664,34661,0.0906,0.6559,0.0237,0.0073,0.923,0.0072,63.1615,0.0006,61.0966,3.343,66.8157,66.8157,65.5817,0.01,2.0949,48.8276,0.7006,66.8157,0.9957,48.8276,3,0.3349,0.2498,254,0.1568,2,?,?,?,5.2336,0.0079,0.002,0.0875,0.0178,102.048,0.252,91,0.007,0.3602,0.206,0.1254,0.84,102,0.9837,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,2.0303,0,0.0847,0.8549,0.7754,0.5667,2,0.7667,0.8056,0.7767,2.5407,0.1429,0.0469,0.8887,2.57,370,0.0186,0.7475,360,0.2,0.7474,0.05,0.0988,0.7667,0.0667,21.3014,0.0056,21.4178,0,22.5212,22.5212,21.9578,0.025,3,19.891,0.7787,22.5212,0.9945,19.891,3,0.0143,0,80,0,3,0.2281,0.0862,0.3306,0,0.05,0.0085,0.16,0.05,25.8068,0,20,0.0162,0.3923,0.1289,0,0,26,0.7905,0
