@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC

@DATA
Qq2k3k3v100v100m600s8,1,9.095,51,1.535,200,100,0.131667,1.021336,0.494722,600,1,100,79,1.322046,0,3,3600,1,18,9.21,0.665185,9.21,3,0.496852,0.506457,0.244167,100,13.585,0.249444,1.465,1.047782,0.498889,1.047782
Qq2k3k3v100v100m600s9,1,8.995,64,1.503333,200,100,0.121667,0.99889,0.500278,600,1,100,73,1.330861,0,3,3600,1,18,9.02,0.664444,9.02,3,0.500741,0.501388,0.249444,100,13.48,0.249167,1.496667,1.004454,0.498333,1.004454
Qq2k3k3v100v100m800s10,1,12.055,88,1.51875,200,100,0.11,1.009209,0.497708,800,1,100,88,1.32631,0,3,4800,1,24,12.15,0.664444,12.15,3,0.499028,0.503977,0.246875,100,18.035,0.249167,1.48125,1.025316,0.498333,1.025316
Qq2k3k3v100v100m800s1,1,11.985,85,1.47125,200,100,0.095,0.997503,0.500625,800,1,100,76,1.349184,0,3,4800,1,24,11.77,0.677778,11.77,3,0.497639,0.491053,0.254792,100,18.085,0.254167,1.52875,0.962388,0.508333,0.962388
Qq2k3k3v100v100m800s2,1,11.77,103,1.45875,200,100,0.10875,0.962388,0.509583,800,1,100,87,1.340864,0,3,4800,1,24,11.67,0.659444,11.67,3,0.508194,0.495912,0.256875,100,17.705,0.247292,1.54125,0.946472,0.494583,0.946472
Qq2k3k3v100v100m800s3,1,12.215,91,1.5075,200,100,0.13125,1.036487,0.491042,800,1,100,105,1.344565,0,3,4800,1,24,12.06,0.687222,12.06,3,0.488889,0.493424,0.24875,100,18.4,0.257708,1.4925,1.01005,0.515417,1.01005
Qq2k3k3v100v100m800s4,1,11.925,103,1.505,200,100,0.125,0.987578,0.503125,800,1,100,100,1.324734,0,3,4800,1,24,12.04,0.656111,12.04,3,0.504722,0.504762,0.249167,100,17.83,0.246042,1.495,1.006689,0.492083,1.006689
Qq2k3k3v100v100m800s5,1,11.905,86,1.48875,200,100,0.1125,0.984291,0.503958,800,1,100,90,1.33296,0,3,4800,1,24,11.91,0.661111,11.91,3,0.504028,0.500207,0.251875,100,17.855,0.247917,1.51125,0.985112,0.495833,0.985112
Qq2k3k3v100v100m800s6,1,12.175,84,1.54,200,100,0.1225,1.029598,0.492708,800,1,100,98,1.322705,0,3,4800,1,24,12.32,0.668333,12.32,3,0.494722,0.506131,0.243333,100,18.19,0.250625,1.46,1.054795,0.50125,1.054795
Qq2k3k3v100v100m800s7,1,11.89,99,1.47625,200,100,0.115,0.981833,0.504583,800,1,100,92,1.339301,0,3,4800,1,24,11.81,0.665,11.81,3,0.503472,0.496697,0.253958,100,17.875,0.249375,1.52375,0.968827,0.49875,0.968827
Qq2k3k3v100v100m800s8,1,12.105,76,1.51875,200,100,0.125,1.017654,0.495625,800,1,100,100,1.330025,0,3,4800,1,24,12.15,0.67,12.15,3,0.49625,0.501892,0.246875,100,18.135,0.25125,1.48125,1.025316,0.5025,1.025316
Qq2k3k3v100v100m800s9,1,11.89,88,1.4725,200,100,0.115,0.981833,0.504583,800,1,100,92,1.341532,0,3,4800,1,24,11.78,0.666667,11.78,3,0.503056,0.495458,0.254583,100,17.89,0.25,1.5275,0.963993,0.5,0.963993
Qq2k3k3v20v20m120s10,1,8.525,16,1.475,40,20,0.075,0.899736,0.526389,120,1,20,9,1.29901,0,3,720,1,18,8.85,0.607407,8.85,3,0.532407,0.51715,0.254167,20,12.625,0.227778,1.525,0.967213,0.455556,0.967213
Qq2k3k3v20v20m120s1,1,9.4,9,1.508333,40,20,0.133333,1.093023,0.477778,120,1,20,16,1.366025,0,3,720,1,18,9.05,0.722222,9.05,3,0.471296,0.479651,0.248611,20,14.275,0.270833,1.491667,1.011173,0.541667,1.011173
Qq2k3k3v20v20m120s2,1,8.95,14,1.475,40,20,0.083333,0.98895,0.502778,120,1,20,10,1.343228,0,3,720,1,18,8.85,0.67037,8.85,3,0.500926,0.494475,0.254167,20,13.475,0.251389,1.525,0.967213,0.502778,0.967213
Qq2k3k3v20v20m120s3,1,9.175,14,1.516667,40,20,0.141667,1.03966,0.490278,120,1,20,17,1.34058,0,3,720,1,18,9.1,0.685185,9.1,3,0.488889,0.495751,0.247222,20,13.8,0.256944,1.483333,1.022472,0.513889,1.022472
Qq2k3k3v20v20m120s4,1,8.475,15,1.383333,40,20,0.083333,0.889764,0.529167,120,1,20,10,1.351563,0,3,720,1,18,8.3,0.640741,8.3,3,0.525926,0.490814,0.269444,20,12.8,0.240278,1.616667,0.85567,0.480556,0.85567
Qq2k3k3v20v20m120s5,1,8.6,12,1.408333,40,20,0.083333,0.914894,0.522222,120,1,20,10,1.348748,0,3,720,1,18,8.45,0.648148,8.45,3,0.519444,0.492021,0.265278,20,12.975,0.243056,1.591667,0.884817,0.486111,0.884817
Qq2k3k3v20v20m120s6,1,8.8,15,1.458333,40,20,0.108333,0.956522,0.511111,120,1,20,13,1.338374,0,3,720,1,18,8.75,0.655556,8.75,3,0.510185,0.497283,0.256944,20,13.225,0.245833,1.541667,0.945946,0.491667,0.945946
Qq2k3k3v20v20m120s7,1,8.9,11,1.416667,40,20,0.125,0.978022,0.505556,120,1,20,15,1.372694,0,3,720,1,18,8.5,0.688889,8.5,3,0.498148,0.478022,0.263889,20,13.55,0.258333,1.583333,0.894737,0.516667,0.894737
Qq2k3k3v20v20m120s8,1,9.025,15,1.575,40,20,0.141667,1.005571,0.498611,120,1,20,17,1.290807,0,3,720,1,18,9.45,0.637037,9.45,3,0.506481,0.523677,0.2375,20,13.325,0.238889,1.425,1.105263,0.477778,1.105263
Qq2k3k3v20v20m120s9,1,8.9,12,1.508333,40,20,0.1,0.978022,0.505556,120,1,20,12,1.318267,0,3,720,1,18,9.05,0.648148,9.05,3,0.508333,0.508242,0.248611,20,13.275,0.243056,1.491667,1.011173,0.486111,1.011173
Qq2k3k3v20v20m160s10,1,11.525,20,1.4625,40,20,0.08125,0.923848,0.519792,160,1,20,13,1.319767,0,3,960,1,24,11.7,0.630556,11.7,3,0.522222,0.507014,0.25625,20,17.2,0.236458,1.5375,0.95122,0.472917,0.95122
Qq2k3k3v20v20m160s1,1,12.675,11,1.51875,40,20,0.125,1.119205,0.471875,160,1,20,20,1.36965,0,3,960,1,24,12.15,0.733333,12.15,3,0.464583,0.476821,0.246875,20,19.275,0.275,1.48125,1.025316,0.55,1.025316
Qq2k3k3v20v20m160s2,1,11.875,22,1.45,40,20,0.1,0.979381,0.505208,160,1,20,16,1.35376,0,3,960,1,24,11.6,0.675,11.6,3,0.501389,0.48866,0.258333,20,17.95,0.253125,1.55,0.935484,0.50625,0.935484
Qq2k3k3v20v20m160s3,1,12.025,20,1.50625,40,20,0.125,1.004175,0.498958,160,1,20,20,1.331484,0,3,960,1,24,12.05,0.666667,12.05,3,0.499306,0.501044,0.248958,20,18.025,0.25,1.49375,1.008368,0.5,1.008368
Qq2k3k3v20v20m160s4,1,11.425,20,1.4375,40,20,0.08125,0.908549,0.523958,160,1,20,13,1.327485,0,3,960,1,24,11.5,0.630556,11.5,3,0.525,0.502982,0.260417,20,17.1,0.236458,1.5625,0.92,0.472917,0.92
Qq2k3k3v20v20m160s5,1,11.45,17,1.45,40,20,0.06875,0.912351,0.522917,160,1,20,11,1.321637,0,3,960,1,24,11.6,0.627778,11.6,3,0.525,0.505976,0.258333,20,17.1,0.235417,1.55,0.935484,0.470833,0.935484
Qq2k3k3v20v20m160s6,1,11.65,23,1.44375,40,20,0.1,0.94332,0.514583,160,1,20,16,1.340942,0,3,960,1,24,11.55,0.652778,11.55,3,0.513194,0.495951,0.259375,20,17.525,0.244792,1.55625,0.927711,0.489583,0.927711
Qq2k3k3v20v20m160s7,1,12.075,13,1.475,40,20,0.13125,1.012579,0.496875,160,1,20,21,1.353425,0,3,960,1,24,11.8,0.686111,11.8,3,0.493056,0.48847,0.254167,20,18.25,0.257292,1.525,0.967213,0.514583,0.967213
Qq2k3k3v20v20m160s8,1,11.775,20,1.5625,40,20,0.125,0.96319,0.509375,160,1,20,20,1.277457,0,3,960,1,24,12.5,0.613889,12.5,3,0.519444,0.529652,0.239583,20,17.3,0.230208,1.4375,1.086957,0.460417,1.086957
Qq2k3k3v20v20m160s9,1,11.875,19,1.4875,40,20,0.10625,0.979381,0.505208,160,1,20,17,1.331461,0,3,960,1,24,11.9,0.658333,11.9,3,0.505556,0.501031,0.252083,20,17.8,0.246875,1.5125,0.983471,0.49375,0.983471
Qq2k3k3v20v20m200s10,1,14.525,25,1.475,40,20,0.095,0.938611,0.515833,200,1,20,19,1.319493,0,3,1200,1,30,14.75,0.635556,14.75,3,0.518333,0.50727,0.254167,20,21.675,0.238333,1.525,0.967213,0.476667,0.967213
Qq2k3k3v20v20m200s1,1,15.45,18,1.51,40,20,0.115,1.061856,0.485,200,1,20,23,1.353319,0,3,1200,1,30,15.1,0.702222,15.1,3,0.481111,0.487973,0.248333,20,23.35,0.263333,1.49,1.013423,0.526667,1.013423
Qq2k3k3v20v20m200s2,1,14.8,27,1.44,40,20,0.095,0.973684,0.506667,200,1,20,19,1.357143,0,3,1200,1,30,14.4,0.675556,14.4,3,0.502222,0.486842,0.26,20,22.4,0.253333,1.56,0.923077,0.506667,0.923077
Qq2k3k3v20v20m200s3,1,14.925,28,1.475,40,20,0.125,0.99005,0.5025,200,1,20,25,1.343715,0,3,1200,1,30,14.75,0.671111,14.75,3,0.500556,0.494196,0.254167,20,22.475,0.251667,1.525,0.967213,0.503333,0.967213
Qq2k3k3v20v20m200s4,1,14.625,23,1.51,40,20,0.095,0.95122,0.5125,200,1,20,19,1.304147,0,3,1200,1,30,15.1,0.628889,15.1,3,0.517778,0.515447,0.248333,20,21.7,0.235833,1.49,1.013423,0.471667,1.013423
Qq2k3k3v20v20m200s5,1,14.6,21,1.465,40,20,0.08,0.948052,0.513333,200,1,20,16,1.330286,0,3,1200,1,30,14.65,0.646667,14.65,3,0.513889,0.501623,0.255833,20,21.875,0.2425,1.535,0.954397,0.485,0.954397
Qq2k3k3v20v20m200s6,1,14.65,27,1.48,40,20,0.1,0.954397,0.511667,200,1,20,20,1.324201,0,3,1200,1,30,14.8,0.644444,14.8,3,0.513333,0.504886,0.253333,20,21.9,0.241667,1.52,0.973684,0.483333,0.973684
Qq2k3k3v20v20m200s7,1,15.075,19,1.48,40,20,0.135,1.01005,0.4975,200,1,20,27,1.349451,0,3,1200,1,30,14.8,0.682222,14.8,3,0.494444,0.490787,0.253333,20,22.75,0.255833,1.52,0.973684,0.511667,0.973684
Qq2k3k3v20v20m200s8,1,14.675,24,1.54,40,20,0.11,0.957586,0.510833,200,1,20,22,1.288684,0,3,1200,1,30,15.4,0.62,15.4,3,0.518889,0.523654,0.243333,20,21.65,0.2325,1.46,1.054795,0.465,1.054795
Qq2k3k3v20v20m200s9,1,14.875,25,1.495,40,20,0.12,0.983471,0.504167,200,1,20,24,1.328844,0,3,1200,1,30,14.95,0.657778,14.95,3,0.505,0.502479,0.250833,20,22.275,0.246667,1.505,0.993355,0.493333,0.993355
Qq2k3k3v20v20m240s10,1,17.5,27,1.479167,40,20,0.0875,0.945946,0.513889,240,1,20,21,1.320574,0,3,1440,1,36,17.75,0.638889,17.75,3,0.516204,0.506757,0.253472,20,26.125,0.239583,1.520833,0.972603,0.479167,0.972603
Qq2k3k3v20v20m240s1,1,18.625,22,1.520833,40,20,0.120833,1.071942,0.482639,240,1,20,29,1.351111,0,3,1440,1,36,18.25,0.703704,18.25,3,0.479167,0.489209,0.246528,20,28.125,0.263889,1.479167,1.028169,0.527778,1.028169
Qq2k3k3v20v20m240s2,1,17.95,31,1.475,40,20,0.1,0.99446,0.501389,240,1,20,24,1.345656,0,3,1440,1,36,17.7,0.674074,17.7,3,0.499074,0.493075,0.254167,20,27.05,0.252778,1.525,0.967213,0.505556,0.967213
Qq2k3k3v20v20m240s3,1,18.175,33,1.483333,40,20,0.129167,1.019635,0.495139,240,1,20,31,1.351548,0,3,1440,1,36,17.8,0.687037,17.8,3,0.491667,0.489481,0.252778,20,27.45,0.257639,1.516667,0.978022,0.515278,0.978022
Qq2k3k3v20v20m240s4,1,17.475,28,1.516667,40,20,0.108333,0.94332,0.514583,240,1,20,26,1.295938,0,3,1440,1,36,18.2,0.62037,18.2,3,0.521296,0.519568,0.247222,20,25.85,0.232639,1.483333,1.022472,0.465278,1.022472
Qq2k3k3v20v20m240s5,1,17.575,28,1.466667,40,20,0.0875,0.953867,0.511806,240,1,20,21,1.332068,0,3,1440,1,36,17.6,0.65,17.6,3,0.512037,0.500678,0.255556,20,26.35,0.24375,1.533333,0.956522,0.4875,0.956522
Qq2k3k3v20v20m240s6,1,17.875,29,1.516667,40,20,0.108333,0.986207,0.503472,240,1,20,26,1.317073,0,3,1440,1,36,18.2,0.65,18.2,3,0.506481,0.508966,0.247222,20,26.65,0.24375,1.483333,1.022472,0.4875,1.022472
Qq2k3k3v20v20m240s7,1,18.4,24,1.516667,40,20,0.141667,1.045455,0.488889,240,1,20,34,1.34296,0,3,1440,1,36,18.2,0.688889,18.2,3,0.487037,0.494318,0.247222,20,27.7,0.258333,1.483333,1.022472,0.516667,1.022472
Qq2k3k3v20v20m240s8,1,17.575,27,1.516667,40,20,0.1,0.953867,0.511806,240,1,20,24,1.301344,0,3,1440,1,36,18.2,0.627778,18.2,3,0.517593,0.516961,0.247222,20,26.05,0.235417,1.483333,1.022472,0.470833,1.022472
Qq2k3k3v20v20m240s9,1,17.875,31,1.5,40,20,0.125,0.986207,0.503472,240,1,20,30,1.327103,0,3,1440,1,36,18,0.657407,18,3,0.50463,0.503448,0.25,20,26.75,0.246528,1.5,1,0.493056,1
Qq2k3k3v20v20m280s10,1,20.425,32,1.485714,40,20,0.089286,0.946698,0.51369,280,1,20,25,1.316913,0,3,1680,1,42,20.8,0.636508,20.8,3,0.516667,0.508691,0.252381,20,30.45,0.23869,1.514286,0.981132,0.477381,0.981132
Qq2k3k3v20v20m280s1,1,21.6,30,1.496429,40,20,0.117857,1.058824,0.485714,280,1,20,33,1.359817,0,3,1680,1,42,20.95,0.706349,20.95,3,0.480556,0.484069,0.250595,20,32.725,0.264881,1.503571,0.995249,0.529762,0.995249
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857,40,20,0.114286,1.026538,0.493452,280,1,20,32,1.334377,0,3,1680,1,42,21.25,0.67619,21.25,3,0.493254,0.499397,0.247024,20,31.925,0.253571,1.482143,1.024096,0.507143,1.024096
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857,40,20,0.121429,1.014388,0.496429,280,1,20,34,1.358314,0,3,1680,1,42,20.55,0.690476,20.55,3,0.491667,0.485612,0.255357,20,32.025,0.258929,1.532143,0.958042,0.517857,0.958042
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714,40,20,0.117857,0.981132,0.504762,280,1,20,33,1.303079,0,3,1680,1,42,21.5,0.638095,21.5,3,0.510317,0.516509,0.244048,20,30.85,0.239286,1.464286,1.04878,0.478571,1.04878
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429,40,20,0.089286,0.962617,0.509524,280,1,20,25,1.348351,0,3,1680,1,42,20.25,0.665079,20.25,3,0.506746,0.491822,0.258929,20,31.075,0.249405,1.553571,0.931034,0.49881,0.931034
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714,40,20,0.128571,1.021661,0.494643,280,1,20,36,1.336471,0,3,1680,1,42,21.15,0.67619,21.15,3,0.494048,0.498195,0.248214,20,31.875,0.253571,1.489286,1.014388,0.507143,1.014388
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429,40,20,0.128571,1.024096,0.494048,280,1,20,36,1.345824,0,3,1680,1,42,20.95,0.684127,20.95,3,0.491667,0.492771,0.250595,20,32.025,0.256548,1.503571,0.995249,0.513095,0.995249
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143,40,20,0.117857,0.992883,0.501786,280,1,20,33,1.310843,0,3,1680,1,42,21.45,0.647619,21.45,3,0.505952,0.512456,0.244643,20,31.125,0.242857,1.467857,1.043796,0.485714,1.043796
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429,40,20,0.121429,0.990521,0.502381,280,1,20,34,1.331205,0,3,1680,1,42,20.95,0.661905,20.95,3,0.502778,0.501185,0.250595,20,31.325,0.248214,1.503571,0.995249,0.496429,0.995249
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375,40,20,0.09375,0.983471,0.504167,320,1,20,30,1.329593,0,3,1920,1,48,23.9,0.658333,23.9,3,0.504861,0.502066,0.251042,20,35.65,0.246875,1.50625,0.991701,0.49375,0.991701
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125,40,20,0.11875,1.036055,0.491146,320,1,20,38,1.361242,0,3,1920,1,48,23.65,0.7,23.65,3,0.485764,0.483563,0.253646,20,37.025,0.2625,1.521875,0.971253,0.525,0.971253
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875,40,20,0.109375,1.016807,0.495833,320,1,20,35,1.347945,0,3,1920,1,48,23.8,0.683333,23.8,3,0.493056,0.491597,0.252083,20,36.5,0.25625,1.5125,0.983471,0.5125,0.983471
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125,40,20,0.134375,1.036055,0.491146,320,1,20,43,1.359459,0,3,1920,1,48,23.7,0.698611,23.7,3,0.486111,0.484624,0.253125,20,37,0.261979,1.51875,0.975309,0.523958,0.975309
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625,40,20,0.1125,0.947262,0.513542,320,1,20,36,1.304473,0,3,1920,1,48,24.1,0.627778,24.1,3,0.51875,0.515213,0.248958,20,34.65,0.235417,1.49375,1.008368,0.470833,1.008368
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125,40,20,0.09375,0.967213,0.508333,320,1,20,30,1.331449,0,3,1920,1,48,23.65,0.654167,23.65,3,0.508681,0.501025,0.253646,20,35.375,0.245313,1.521875,0.971253,0.490625,0.971253
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625,40,20,0.128125,1.010471,0.497396,320,1,20,41,1.32872,0,3,1920,1,48,24.25,0.666667,24.25,3,0.498264,0.502618,0.247396,20,36.125,0.25,1.484375,1.021053,0.5,1.021053
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625,40,20,0.128125,1.036055,0.491146,320,1,20,41,1.345109,0,3,1920,1,48,24.1,0.6875,24.1,3,0.488889,0.493107,0.248958,20,36.8,0.257813,1.49375,1.008368,0.515625,1.008368
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625,40,20,0.13125,1.00627,0.498438,320,1,20,42,1.311933,0,3,1920,1,48,24.65,0.652778,24.65,3,0.502431,0.512017,0.243229,20,35.825,0.244792,1.459375,1.055675,0.489583,1.055675
Qq2k3k3v20v20m320s9,1,23.8,38,1.475,40,20,0.1125,0.983471,0.504167,320,1,20,36,1.340782,0,3,1920,1,48,23.6,0.666667,23.6,3,0.502778,0.495868,0.254167,20,35.8,0.25,1.525,0.967213,0.5,0.967213
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667,40,20,0.102778,0.99446,0.501389,360,1,20,37,1.335807,0,3,2160,1,54,26.85,0.666667,26.85,3,0.500926,0.498615,0.251389,20,40.425,0.25,1.508333,0.98895,0.5,0.98895
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889,40,20,0.111111,1.013048,0.496759,360,1,20,40,1.360049,0,3,2160,1,54,26.35,0.691358,26.35,3,0.491667,0.484623,0.256019,20,41.175,0.259259,1.536111,0.952984,0.518519,0.952984
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889,40,20,0.113889,1.022472,0.494444,360,1,20,41,1.33496,0,3,2160,1,54,27.25,0.675309,27.25,3,0.494136,0.499064,0.247685,20,40.975,0.253241,1.486111,1.018692,0.506481,1.018692
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111,40,20,0.130556,1.026266,0.493519,360,1,20,47,1.352692,0,3,2160,1,54,26.75,0.690123,26.75,3,0.489815,0.488743,0.252315,20,41.325,0.258796,1.513889,0.981651,0.517593,0.981651
Qq2k3k3v20v20m360s4,1,26.175,45,1.5,40,20,0.105556,0.940701,0.515278,360,1,20,38,1.305019,0,3,2160,1,54,27,0.625926,27,3,0.52037,0.514825,0.25,20,38.85,0.234722,1.5,1,0.469444,1
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556,40,20,0.1,0.978022,0.505556,360,1,20,36,1.334997,0,3,2160,1,54,26.65,0.660494,26.65,3,0.505247,0.499084,0.253241,20,40.075,0.247685,1.519444,0.974406,0.49537,0.974406
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111,40,20,0.133333,1.030075,0.492593,360,1,20,48,1.325198,0,3,2160,1,54,27.65,0.67037,27.65,3,0.494136,0.504699,0.243981,20,40.975,0.251389,1.463889,1.049336,0.502778,1.049336
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667,40,20,0.125,1.014925,0.496296,360,1,20,45,1.344722,0,3,2160,1,54,26.85,0.680247,26.85,3,0.494136,0.49347,0.251389,20,40.975,0.255093,1.508333,0.98895,0.510185,0.98895
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556,40,20,0.127778,1.001854,0.499537,360,1,20,46,1.315953,0,3,2160,1,54,27.55,0.654321,27.55,3,0.502778,0.509731,0.244907,20,40.275,0.24537,1.469444,1.041588,0.490741,1.041588
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778,40,20,0.113889,0.985294,0.503704,360,1,20,41,1.325016,0,3,2160,1,54,27.05,0.655556,27.05,3,0.505247,0.504596,0.249537,20,40.075,0.245833,1.497222,1.003711,0.491667,1.003711
Qq2k3k3v20v20m400s10,1,29.875,45,1.5,40,20,0.1025,0.991701,0.502083,400,1,20,41,1.329609,0,3,2400,1,60,30,0.661111,30,3,0.502778,0.502075,0.25,20,44.75,0.247917,1.5,1,0.495833,1
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825,40,20,0.11,1.030457,0.4925,400,1,20,44,1.356484,0,3,2400,1,60,29.65,0.694444,29.65,3,0.488056,0.486464,0.252917,20,46.075,0.260417,1.5175,0.976936,0.520833,0.976936
Qq2k3k3v20v20m400s2,1,30.25,48,1.505,40,20,0.1175,1.016807,0.495833,400,1,20,47,1.337734,0,3,2400,1,60,30.1,0.675556,30.1,3,0.495,0.497479,0.249167,20,45.45,0.253333,1.495,1.006689,0.506667,1.006689
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925,40,20,0.1325,1.02874,0.492917,400,1,20,53,1.350027,0,3,2400,1,60,29.85,0.688889,29.85,3,0.489722,0.490279,0.25125,20,45.925,0.258333,1.5075,0.99005,0.516667,0.99005
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975,40,20,0.1125,0.94332,0.514583,400,1,20,45,1.307915,0,3,2400,1,60,29.95,0.628889,29.95,3,0.519167,0.51336,0.250417,20,43.275,0.235833,1.5025,0.996672,0.471667,0.996672
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825,40,20,0.1,0.968827,0.507917,400,1,20,40,1.329565,0,3,2400,1,60,29.65,0.653333,29.65,3,0.508611,0.502051,0.252917,20,44.225,0.245,1.5175,0.976936,0.49,0.976936
Qq2k3k3v20v20m400s6,1,30.55,45,1.555,40,20,0.135,1.037351,0.490833,400,1,20,54,1.317234,0,3,2400,1,60,31.1,0.666667,31.1,3,0.493889,0.509338,0.240833,20,45.55,0.25,1.445,1.076125,0.5,1.076125
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825,40,20,0.12,0.996672,0.500833,400,1,20,48,1.342207,0,3,2400,1,60,29.65,0.672222,29.65,3,0.499167,0.495008,0.252917,20,45.075,0.252083,1.5175,0.976936,0.504167,0.976936
Qq2k3k3v20v20m400s8,1,29.75,39,1.515,40,20,0.1275,0.983471,0.504167,400,1,20,51,1.316798,0,3,2400,1,60,30.3,0.648889,30.3,3,0.507222,0.509091,0.2475,20,44.35,0.243333,1.485,1.020202,0.486667,1.020202
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075,40,20,0.11,0.986755,0.503333,400,1,20,44,1.322852,0,3,2400,1,60,30.15,0.654444,30.15,3,0.505278,0.505795,0.24875,20,44.525,0.245417,1.4925,1.01005,0.490833,1.01005
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875,40,20,0.0625,0.83908,0.54375,80,1,20,5,1.321101,0,3,480,1,12,5.55,0.6,5.55,3,0.545833,0.505747,0.26875,20,8.175,0.225,1.6125,0.860465,0.45,0.860465
Qq2k3k3v20v20m80s1,1,6.175,8,1.475,40,20,0.15,1.060086,0.485417,80,1,20,12,1.37234,0,3,480,1,12,5.9,0.716667,5.9,3,0.477778,0.476395,0.254167,20,9.4,0.26875,1.525,0.967213,0.5375,0.967213
Qq2k3k3v20v20m80s2,1,6,9,1.475,40,20,0.0875,1,0.5,80,1,20,7,1.348066,0,3,480,1,12,5.9,0.677778,5.9,3,0.497222,0.491667,0.254167,20,9.05,0.254167,1.525,0.967213,0.508333,0.967213
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125,40,20,0.15,0.991701,0.502083,80,1,20,12,1.322129,0,3,480,1,12,6.05,0.655556,6.05,3,0.504167,0.506224,0.247917,20,8.925,0.245833,1.4875,1.016807,0.491667,1.016807
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625,40,20,0.0625,0.860465,0.5375,80,1,20,5,1.349254,0,3,480,1,12,5.45,0.627778,5.45,3,0.534722,0.492248,0.272917,20,8.375,0.235417,1.6375,0.832061,0.470833,0.832061
