@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151308,6.405988,40,3782.7,1600,0,0,6.75
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150904,6.765873,40,3772.6,1600,0,0,6.75
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151574,6.633766,40,3789.35,1600,0,0,6.75
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151822,7.634993,40,3795.55,1600,0,0,6.75
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151148,6.489322,40,3778.7,1600,0,0,6.75
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150968,8.044084,40,3774.2,1600,0,0,6.75
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,0,0,0.022943,12,0.05,0.95,0,0.976694,3878,0.071563,2.85,4.8475,2280,1.300022,0.162314,82.8125
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151390,6.892075,40,3784.75,1600,0,0,6.75
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151774,7.257118,40,3794.35,1600,0,0,6.75
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150896,7.012673,40,3772.4,1600,0,0,6.75
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,0,0,0.03603,92,0.038462,0.961538,0,0.960656,55458,0.079325,2.884615,53.325,3000,1.533333,0.255683,53.375
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,0,0,0.023766,16,0.05,0.95,0,0.975733,5118,0.072291,2.85,6.3975,2280,1.300022,0.168285,79.945
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151174,6.711977,40,3779.35,1600,0,0,6.75
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264372,18.659524,80,6609.3,3200,0,0,5.15
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263622,17.776984,80,6590.55,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0,0,0.023235,13,0.05,0.95,0,0.976367,4188,0.071954,2.85,5.235,2280,1.300022,0.164289,81.7725
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263128,18.246825,80,6578.2,3200,0,0,5.15
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264152,22.489683,80,6603.8,3200,0,0,5.15
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,152074,6.775072,40,3801.85,1600,0,0,6.75
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,0,0,0.034257,87,0.038462,0.961538,0,0.962762,52596,0.07528,2.884615,50.573077,3000,1.533333,0.244461,56.136538
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151604,6.828608,40,3790.1,1600,0,0,6.75
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264392,17.618254,80,6609.8,3200,0,0,5.15
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151882,7.28575,40,3797.05,1600,0,0,6.75
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,0,0,0.023505,14,0.05,0.95,0,0.976062,4474,0.072057,2.85,5.5925,2280,1.300022,0.166138,80.835
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150796,6.522655,40,3769.9,1600,0,0,6.75
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,0,0,0.036926,94,0.038462,0.961538,0,0.959603,56816,0.078661,2.884615,54.630769,3000,1.533333,0.261187,52.078846
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150566,6.596465,40,3764.15,1600,0,0,6.75
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151648,7.654437,40,3791.2,1600,0,0,6.75
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150834,6.686147,40,3770.85,1600,0,0,6.75
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151294,6.912673,40,3782.35,1600,0,0,6.75
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262114,17.71039,80,6552.85,3200,0,0,5.15
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,0,0,0.043322,107,0.038462,0.961538,0,0.952043,64768,0.087113,2.884615,62.276923,3000,1.533333,0.299635,44.390385
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150566,6.811941,40,3764.15,1600,0,0,6.75
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151228,6.780231,40,3780.7,1600,0,0,6.75
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151364,6.40083,40,3784.1,1600,0,0,6.75
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263942,17.205556,80,6598.55,3200,0,0,5.15
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,0,0,0.034664,88,0.038462,0.961538,0,0.962285,53272,0.078825,2.884615,51.223077,3000,1.533333,0.247,55.476923
normalized-haystacks-46.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,684.758668,715.529917,0.000634,50752537,1.265861,0.795443,3.664754
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264432,20.709524,80,6610.8,3200,0,0,5.15
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264126,19.115873,80,6603.15,3200,0,0,5.15
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150574,7.405231,40,3764.35,1600,0,0,6.75
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,0,0,0.036199,93,0.038462,0.961538,0,0.960434,55974,0.080446,2.884615,53.821154,3000,1.533333,0.256909,53.125
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,0,0,0.036446,95,0.039409,0.960591,0,0.960003,57504,0.075533,2.906404,56.654187,2950,1.539707,0.259573,52.7133
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264168,21.446032,80,6604.2,3200,0,0,5.15
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263686,19.87381,80,6592.15,3200,0,0,5.15
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262238,18.980231,80,6555.95,3200,0,0,5.15
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151824,6.87233,40,3795.6,1600,0,0,6.75
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263148,18.599206,80,6578.7,3200,0,0,5.15
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263870,20.372222,80,6596.75,3200,0,0,5.15
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151660,6.574639,40,3791.5,1600,0,0,6.75
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0,0,0.023717,15,0.05,0.95,0,0.975815,4560,0.07244,2.85,5.7,2280,1.300022,0.167669,80.11
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,265290,19.669841,80,6632.25,3200,0,0,5.15
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263462,17.719841,80,6586.55,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0,0,0.023263,13,0.05,0.95,0,0.976339,4224,0.071619,2.85,5.28,2280,1.300022,0.164443,81.675
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,261718,18.87381,80,6542.95,3200,0,0,5.15
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263506,19.286508,80,6587.65,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0,0,0.022955,12,0.05,0.95,0,0.976682,3886,0.071681,2.85,4.8575,2280,1.300022,0.162379,82.77
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263684,18.257143,80,6592.1,3200,0,0,5.15
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263452,18.870635,80,6586.3,3200,0,0,5.15
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150768,6.726623,40,3769.2,1600,0,0,6.75
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0,0,0.022964,12,0.05,0.95,0,0.976673,3834,0.071585,2.85,4.7925,2280,1.300022,0.16243,82.7375
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150918,7.663972,40,3772.95,1600,0,0,6.75
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151336,6.779798,40,3783.4,1600,0,0,6.75
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263786,19.43254,80,6594.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264350,19.096032,80,6608.75,3200,0,0,5.15
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263244,18.926984,80,6581.1,3200,0,0,5.15
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263756,18.542063,80,6593.9,3200,0,0,5.15
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264524,17.640476,80,6613.1,3200,0,0,5.15
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262646,19.782612,80,6566.15,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0,0,0.023339,14,0.05,0.95,0,0.976231,4552,0.072021,2.85,5.69,2280,1.300022,0.16521,81.41
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151170,7.299975,40,3779.25,1600,0,0,6.75
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263656,19.734127,80,6591.4,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0,0,0.023393,15,0.05,0.95,0,0.976146,4804,0.071665,2.85,6.005,2280,1.300022,0.165853,81.2225
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263476,22.247619,80,6586.9,3200,0,0,5.15
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264876,18.873088,80,6621.9,3200,0,0,5.15
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264000,18.571501,80,6600,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0,0,0.023125,12,0.05,0.95,0,0.97651,3814,0.071935,2.85,4.7675,2280,1.300022,0.163327,82.1625
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263706,19.17619,80,6592.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262432,17.848485,80,6560.8,3200,0,0,5.15
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263458,19.15,80,6586.45,3200,0,0,5.15
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0,0,0.034103,87,0.038462,0.961538,0,0.96293,52654,0.074706,2.884615,50.628846,3000,1.533333,0.243606,56.390385
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0,0,0.023191,13,0.05,0.95,0,0.976412,4110,0.071804,2.85,5.1375,2280,1.300022,0.164043,81.9275
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263672,19.026984,80,6591.8,3200,0,0,5.15
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151826,6.319877,40,3795.65,1600,0,0,6.75
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263788,19.742857,80,6594.7,3200,0,0,5.15
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264306,22.007937,80,6607.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263762,19.081746,80,6594.05,3200,0,0,5.15
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263816,18.162698,80,6595.4,3200,0,0,5.15
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263920,18.363492,80,6598,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0,0,0.023313,13,0.05,0.95,0,0.976288,4006,0.072726,2.85,5.0075,2280,1.300022,0.164722,81.5
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264034,20.612771,80,6600.85,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0,0,0.022848,10,0.05,0.95,0,0.976852,3016,0.071409,2.85,3.77,2280,1.300022,0.161084,83.16
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150898,7.053175,40,3772.45,1600,0,0,6.75
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263646,19.619048,80,6591.15,3200,0,0,5.15
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0,0,0.034766,88,0.038462,0.961538,0,0.962175,53252,0.077768,2.884615,51.203846,3000,1.533333,0.247559,55.315385
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264948,20.606349,80,6623.7,3200,0,0,5.15
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263644,19.926984,80,6591.1,3200,0,0,5.15
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262806,18.699206,80,6570.15,3200,0,0,5.15
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264746,19.709524,80,6618.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263698,18.957143,80,6592.45,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0,0,0.024144,18,0.05,0.95,0,0.975284,5698,0.072293,2.85,7.1225,2280,1.300022,0.171078,78.695
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263520,18.661905,80,6588,3200,0,0,5.15
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0,0,0.03462,88,0.038462,0.961538,0,0.962333,53562,0.074541,2.884615,51.501923,3000,1.533333,0.246755,55.548077
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,265056,19.938167,80,6626.4,3200,0,0,5.15
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.002268,0,0.663191,0,0.017457,0.982543,154,0.331595,0,0.986909,2.386161,0,109353,1.680248,1.620422,4.008728
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262890,18.986508,80,6572.25,3200,0,0,5.15
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264640,18.73254,80,6616,3200,0,0,5.15
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263468,20.568326,80,6586.7,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0,0,0.02399,17,0.05,0.95,0,0.975473,5316,0.072026,2.85,6.645,2280,1.300022,0.169876,79.2
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0,0,0.032192,83,0.039409,0.960591,0,0.965068,50326,0.079444,2.906404,49.582266,2950,1.539707,0.232412,59.678818
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0,0,0.023174,13,0.05,0.95,0,0.976429,4248,0.071821,2.85,5.31,2280,1.300022,0.163948,81.9875
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263594,20.950072,80,6589.85,3200,0,0,5.15
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263196,20.946032,80,6579.9,3200,0,0,5.15
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264028,19.247619,80,6600.7,3200,0,0,5.15
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264234,19.829365,80,6605.85,3200,0,0,5.15
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263592,20.479437,80,6589.8,3200,0,0,5.15
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263954,20.883405,80,6598.85,3200,0,0,5.15
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264730,20.187374,80,6618.25,3200,0,0,5.15
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263126,20.142857,80,6578.15,3200,0,0,5.15
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263630,19.344517,80,6590.75,3200,0,0,5.15
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263488,21.324675,80,6587.2,3200,0,0,5.15
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264546,18.003968,80,6613.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263566,17.920635,80,6589.15,3200,0,0,5.15
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264402,18.542857,80,6610.05,3200,0,0,5.15
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264186,18.95404,80,6604.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264720,18.656421,80,6618,3200,0,0,5.15
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263130,19.63254,80,6578.25,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0,0,0.022422,8,0.05,0.95,0,0.977342,2498,0.07162,2.85,3.1225,2280,1.300022,0.158009,84.7375
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264312,21.785786,80,6607.8,3200,0,0,5.15
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264710,19.959524,80,6617.75,3200,0,0,5.15
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262332,19.240476,80,6558.3,3200,0,0,5.15
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264180,20.811183,80,6604.5,3200,0,0,5.15
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263344,21.058802,80,6583.6,3200,0,0,5.15
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262994,21.775469,80,6574.85,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,0,0,0.022612,10,0.05,0.95,0,0.97709,3130,0.071346,2.85,3.9125,2280,1.300022,0.159772,84.025
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,0,0,0.060423,0,0.111111,0.888889,0,0.939577,0,0.168364,2.666667,0,960,0.707107,0.329122,29.422222
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263146,19.506349,80,6578.65,3200,0,0,5.15
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263396,18.465873,80,6584.9,3200,0,0,5.15
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,0,0,0.036017,92,0.038462,0.961538,0,0.96067,55642,0.076154,2.884615,53.501923,3000,1.533333,0.255612,53.394231
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263218,19.105556,80,6580.45,3200,0,0,5.15
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263310,19.306349,80,6582.75,3200,0,0,5.15
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263438,18.760317,80,6585.95,3200,0,0,5.15
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263126,19.853968,80,6578.15,3200,0,0,5.15
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,0,0,0.034934,89,0.038462,0.961538,0,0.961956,54144,0.079992,2.884615,52.061538,3000,1.533333,0.24878,55.048077
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263418,23.077778,80,6585.45,3200,0,0,5.15
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,0,0,0.033146,84,0.038462,0.961538,0,0.96407,50872,0.079308,2.884615,48.915385,3000,1.533333,0.237439,58.019231
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263542,18.092063,80,6588.55,3200,0,0,5.15
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263802,17.525469,80,6595.05,3200,0,0,5.15
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0,0,0.024212,19,0.05,0.95,0,0.975183,6122,0.072393,2.85,7.6525,2280,1.300022,0.171797,78.475
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264054,20.171429,80,6601.35,3200,0,0,5.15
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263248,18.455556,80,6581.2,3200,0,0,5.15
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,0,0,0.062918,0,0.111111,0.888889,0,0.937082,0,0.170593,2.666667,0,960,0.707107,0.33892,28.255556
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,0,0,0.06101,0,0.111111,0.888889,0,0.93899,0,0.168821,2.666667,0,960,0.707107,0.331443,29.138889
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,0,0,0.062439,0,0.111111,0.888889,0,0.937561,0,0.170114,2.666667,0,960,0.707107,0.337052,28.472222
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,0,0,0.06239,0,0.111111,0.888889,0,0.93761,0,0.170288,2.666667,0,960,0.707107,0.336861,28.494444
