@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC

@DATA
ring_r6_ser---16_-shuffled,1,769.953064,2704
ring_r6_ser--opt-17_-shuffled,1,726.651907,2872
ring_r7_ser---19_-shuffled,1,2326.498081,3745
robots_1_5_2_100.2,1,9.60499,1461
robots_1_5_2_100.4,1,9.707587,1563
robots_1_5_2_100.8,1,9.759947,1767
robots_1_5_2_10.2,1,9.60499,1461
robots_1_5_2_14.2,1,9.60499,1461
robots_1_5_2_21.4,1,9.707587,1563
robots_1_5_2_2.4,1,9.707587,1563
robots_1_5_2_28.2,1,9.60499,1461
robots_1_5_2_31.2,1,9.60499,1461
robots_1_5_2_32.8,1,9.759947,1767
robots_1_5_2_33.2,1,9.60499,1461
robots_1_5_2_3.4,1,9.707587,1563
robots_1_5_2_39.4,1,9.707587,1563
robots_1_5_2_40.8,1,9.759947,1767
robots_1_5_2_45.4,1,9.707587,1563
robots_1_5_2_47.2,1,9.60499,1461
robots_1_5_2_49.2,1,9.60499,1461
robots_1_5_2_54.8,1,9.759947,1767
robots_1_5_2_61.8,1,9.759947,1767
robots_1_5_2_67.8,1,9.759947,1767
robots_1_5_2_75.8,1,9.759947,1767
robots_1_5_2_80.4,1,9.707587,1563
robots_1_5_2_81.2,1,9.60499,1461
robots_1_5_2_82.4,1,9.707587,1563
robots_1_5_2_82.8,1,9.759947,1767
robots_1_5_2_85.2,1,9.60499,1461
robots_1_5_2_85.4,1,9.707587,1563
robots_1_5_2_91.8,1,9.759947,1767
robots_1_5_2_9.8,1,9.759947,1767
robots_1_5_2_99.4,1,9.707587,1563
robots_1_5_3_100.2,1,9.605509,1462
robots_1_5_3_100.4,1,9.70785,1564
robots_1_5_3_100.8,1,9.76008,1768
robots_1_5_3_16.4,1,9.70785,1564
robots_1_5_3_16.8,1,9.76008,1768
robots_1_5_3_20.4,1,9.70785,1564
robots_1_5_3_24.4,1,9.70785,1564
robots_1_5_3_2.4,1,9.70785,1564
robots_1_5_3_25.2,1,9.605509,1462
robots_1_5_3_26.2,1,9.605509,1462
robots_1_5_3_27.8,1,9.76008,1768
robots_1_5_3_30.2,1,9.605509,1462
robots_1_5_3_39.8,1,9.76008,1768
robots_1_5_3_44.4,1,9.70785,1564
robots_1_5_3_44.8,1,9.76008,1768
robots_1_5_3_51.2,1,9.605509,1462
robots_1_5_3_52.2,1,9.605509,1462
robots_1_5_3_52.4,1,9.70785,1564
robots_1_5_3_55.8,1,9.76008,1768
robots_1_5_3_57.4,1,9.70785,1564
robots_1_5_3_62.2,1,9.605509,1462
robots_1_5_3_64.8,1,9.76008,1768
robots_1_5_3_66.4,1,9.70785,1564
robots_1_5_3_70.8,1,9.76008,1768
robots_1_5_3_7.2,1,9.605509,1462
robots_1_5_3_78.4,1,9.70785,1564
robots_1_5_3_80.2,1,9.605509,1462
robots_1_5_3_8.8,1,9.76008,1768
robots_1_5_3_90.8,1,9.76008,1768
robots_1_5_3_91.2,1,9.605509,1462
robots_1_5_4_100.2,1,9.606029,1463
robots_1_5_4_100.4,1,9.708114,1565
robots_1_5_4_100.8,1,9.760212,1769
robots_1_5_4_17.8,1,9.760212,1769
robots_1_5_4_1.8,1,9.760212,1769
robots_1_5_4_22.2,1,9.606029,1463
robots_1_5_4_24.8,1,9.760212,1769
robots_1_5_4_2.4,1,9.708114,1565
robots_1_5_4_30.4,1,9.708114,1565
robots_1_5_4_31.4,1,9.708114,1565
robots_1_5_4_32.2,1,9.606029,1463
robots_1_5_4_44.2,1,9.606029,1463
robots_1_5_4_46.4,1,9.708114,1565
robots_1_5_4_46.8,1,9.760212,1769
robots_1_5_4_50.4,1,9.708114,1565
robots_1_5_4_51.4,1,9.708114,1565
robots_1_5_4_52.2,1,9.606029,1463
robots_1_5_4_56.8,1,9.760212,1769
robots_1_5_4_59.2,1,9.606029,1463
robots_1_5_4_71.2,1,9.606029,1463
robots_1_5_4_73.2,1,9.606029,1463
robots_1_5_4_75.2,1,9.606029,1463
robots_1_5_4_75.8,1,9.760212,1769
robots_1_5_4_81.2,1,9.606029,1463
robots_1_5_4_87.4,1,9.708114,1565
robots_1_5_4_91.4,1,9.708114,1565
robots_1_5_4_91.8,1,9.760212,1769
robots_1_5_4_96.8,1,9.760212,1769
robots_1_5_4_98.4,1,9.708114,1565
robots_1_5_4_99.8,1,9.760212,1769
robots_1_5_5_100.2,1,9.606549,1464
robots_1_5_5_100.4,1,9.708377,1566
robots_1_5_5_100.8,1,9.760345,1770
robots_1_5_5_10.8,1,9.760345,1770
robots_1_5_5_12.4,1,9.708377,1566
robots_1_5_5_12.8,1,9.760345,1770
robots_1_5_5_14.8,1,9.760345,1770
robots_1_5_5_15.2,1,9.606549,1464
robots_1_5_5_24.2,1,9.606549,1464
robots_1_5_5_26.4,1,9.708377,1566
robots_1_5_5_30.4,1,9.708377,1566
robots_1_5_5_31.2,1,9.606549,1464
robots_1_5_5_33.8,1,9.760345,1770
robots_1_5_5_34.4,1,9.708377,1566
robots_1_5_5_38.2,1,9.606549,1464
robots_1_5_5_45.4,1,9.708377,1566
robots_1_5_5_50.8,1,9.760345,1770
robots_1_5_5_56.2,1,9.606549,1464
robots_1_5_5_5.8,1,9.760345,1770
robots_1_5_5_61.2,1,9.606549,1464
robots_1_5_5_62.2,1,9.606549,1464
robots_1_5_5_66.4,1,9.708377,1566
robots_1_5_5_66.8,1,9.760345,1770
robots_1_5_5_75.2,1,9.606549,1464
robots_1_5_5_8.4,1,9.708377,1566
robots_1_5_5_87.4,1,9.708377,1566
robots_1_5_5_93.4,1,9.708377,1566
robots_1_5_5_95.8,1,9.760345,1770
robots_1_5_5_97.2,1,9.606549,1464
robots_1_5_5_99.8,1,9.760345,1770
s1196_d3_u-shuffled,1,3.370607,8240
s1269_d3_s-shuffled,1,3.264716,9399
s27_d5_u-shuffled,1,2.828054,273
s298_d11_s-shuffled,1,3.525395,9201
s298_d2_s-shuffled,1,3.516452,1155
s298_d5_s-shuffled,1,3.523693,3837
s298_d9_s-shuffled,1,3.525105,7413
s3330_d10_u-shuffled,1,3.074155,104832
s3330_d4_s-shuffled,1,3.056822,37212
s386_d12_u-shuffled,1,3.541736,15544
s499_d15_s-shuffled,1,3.742551,15653
s499_d4_s-shuffled,1,3.763365,3553
s510_d12_s-shuffled,1,3.364135,16303
s510_d31_s-shuffled,1,3.366204,43815
s510_d4_s-shuffled,1,3.355942,4719
s713_d3_s-shuffled,1,2.876832,5106
s713_d5_s-shuffled,1,2.900854,9570
s820_d6_s-shuffled,1,3.863648,13318
s820_d7_s-shuffled,1,3.861702,15848
S-adeu-0,1,2.345968,12491
S-adeu-1,1,2.319212,12347
S-adeu-2,1,2.345968,12491
S-adeu-3,1,2.319212,12347
S-adeu-4,1,2.337049,12443
S-adeu-5,1,2.337049,12443
S-adeu-6,1,2.345968,12491
S-adeu-7,1,2.319212,12347
S-adeu-8,1,2.328131,12395
S-adeu-9,1,2.319212,12347
S-edau-0,1,2.345968,12491
S-edau-1,1,2.319212,12347
S-edau-2,1,2.345968,12491
S-edau-3,1,2.319212,12347
S-edau-4,1,2.337049,12443
S-edau-5,1,2.337049,12443
S-edau-6,1,2.345968,12491
S-edau-7,1,2.319212,12347
S-edau-8,1,2.328131,12395
S-edau-9,1,2.319212,12347
sortnetsort10.AE.stepl.005,1,1.96817,7778
sortnetsort10.AE.stepl.012,1,1.97072,18642
sortnetsort10.v.stepl.006,1,3.070655,4954
sortnetsort10.v.stepl.007,1,3.072861,5777
sortnetsort10.v.stepl.012-shuffled,1,3.078398,9892
sortnetsort5.AE.stepl.003,1,1.963087,884
sortnetsort5.AE.stepl.005,1,1.971602,1468
sortnetsort5.AE.stepl.006,1,1.973751,1760
sortnetsort5.AE.stepl.007,1,1.975291,2052
sortnetsort5.v.stepl.007-shuffled,1,3.125581,1117
sortnetsort6.AE.stepl.003,1,1.964781,1402
sortnetsort6.AE.stepl.006,1,1.972595,2794
sortnetsort6.v.stepl.003-shuffled,1,3.073171,759
sortnetsort7.AE.stepl.003,1,1.965339,2040
sortnetsort7.AE.stepl.005,1,1.970222,3392
sortnetsort7.AE.stepl.006,1,1.97145,4068
sortnetsort7.AE.stepl.009,1,1.973502,6096
sortnetsort7.v.stepl.004-shuffled,1,3.08209,1457
sortnetsort8.AE.stepl.005,1,1.969451,4654
sortnetsort8.AE.stepl.007,1,1.971169,6510
sortnetsort8.AE.stepl.009,1,1.972127,8366
sortnetsort8.v.stepl.008-shuffled,1,3.090973,3966
sortnetsort9.AE.stepl.004,1,1.967502,4896
sortnetsort9.AE.stepl.005,1,1.968765,6116
sortnetsort9.AE.stepl.012,1,1.971724,14656
sortnetsort9.v.stepl.006,1,3.077475,3903
sortnetsort9.v.stepl.012-shuffled,1,3.086518,7791
ssa7552-159-00-shuffled,1,1.125855,13340
ssa7552-159-50-shuffled,1,1.671252,11309
ssa7552-159-90-shuffled,1,1.702456,9662
ssa7552-160-50-shuffled,1,1.677132,11598
stmt1_145_146,1,2.843137,191
stmt11_643_645,1,3.694017,1538
stmt1_20_21,1,2.815789,143
stmt124_966_965,1,3.733997,1879
stmt1_30_31,1,2.85,71
stmt137_903_911,1,3.707182,1921
stmt1_392_393,1,3.541176,1269
stmt16_0_1,1,3.848684,415
stmt1_629_630,1,3.746905,3905
stmt16_47_48,1,3.851364,5945
stmt16_818_819,1,3.919101,1243
stmt17_143_144,1,3.572727,545
stmt17_18_19,1,3.670103,499
stmt17_63_70,1,4.294222,21651
stmt17_63_78,1,4.326627,24575
stmt17_82_94,1,4.412136,37733
stmt1_787_788,1,3.605234,4727
stmt17_99_98,1,3.779099,6451
stmt1_811_812,1,3.944828,813
stmt18_258_260,1,3.465863,1221
stmt19_125_302,1,3.472909,8599
stmt19_133_257,1,3.416639,7433
stmt19_137_313,1,3.479906,8642
stmt19_142_261,1,3.410172,7536
stmt19_177_302,1,3.472925,9309
stmt1_919_920,1,3.749271,1843
stmt19_214_309,1,3.474369,9748
stmt19_217_250,1,3.422061,8562
stmt19_2_180,1,3.400127,3829
stmt19_261_266,1,3.434932,10222
stmt19_2_83,1,3.384314,2445
stmt19_313_318,1,3.515282,12574
stmt19_313_412,1,3.565701,14356
stmt19_3_177,1,3.401163,4216
stmt19_3_309,1,3.484141,7285
stmt19_3_78,1,3.387842,2832
stmt19_3_83,1,3.392308,2839
stmt19_66_318,1,3.487643,8094
stmt19_66_90,1,3.379501,3561
stmt19_67_83,1,3.378018,2955
stmt19_79_87,1,4.390881,33347
stmt19_83_302,1,3.48224,7932
stmt19_83_90,1,3.387164,3577
stmt19_90_133,1,3.386179,4253
stmt21_127_258,1,3.414724,7424
stmt21_134_418,1,3.5579,10718
stmt21_143_258,1,3.407542,7518
stmt21_252_310,1,3.470814,11194
stmt21_267_310,1,3.476786,11388
stmt21_310_360,1,3.54099,13568
stmt21_4_5,1,3.353018,1789
stmt21_70_258,1,3.415627,6741
stmt21_71_304,1,3.475319,7392
stmt21_71_70,1,3.368729,2939
stmt21_79_314,1,3.484829,7952
stmt21_79_91,1,3.383552,3570
stmt22_179_182,1,3.415646,6256
stmt22_6_80,1,3.379175,2438
stmt22_92_259,1,3.407636,6839
stmt23_66_76,1,4.3114,23113
stmt24_148_149,1,2.845238,154
stmt24_292_293,1,3.445736,1259
stmt24_765_766,1,3.700549,1929
stmt24_7_8,1,2.529412,29
stmt25_52_53,1,3.832669,5595
stmt25_597_598,1,3.548387,2349
stmt2_649_723,1,3.678756,1515
stmt2_649_776,1,3.77424,1863
stmt27_149_224,1,3.420767,6398
stmt27_296_297,1,3.426966,1297
stmt27_93_98,1,3.771818,6023
stmt28_68_81,1,4.352417,27499
stmt29_21_275,1,3.446352,6988
stmt2_976_999,1,3.759731,30745
stmt31_100_276,1,3.445386,7669
stmt31_22_23,1,3.373894,2150
stmt32_122_129,1,2.848485,117
stmt32_153_277,1,3.444677,8364
stmt32_228_277,1,3.448229,9217
stmt3_639_640,1,3.631336,1109
stmt37_941_942,1,3.778222,5441
stmt38_943_942,1,3.785245,5392
stmt39_34_107,1,3.400162,3004
stmt3_969_973,1,3.756906,961
stmt41_235_286,1,3.461067,9468
stmt41_262_275,1,3.669938,2947
stmt41_336_385,1,3.570788,14616
stmt41_36_37,1,3.393375,2326
stmt44_107_108,1,2.772727,71
stmt44_107_113,1,2.818182,94
stmt44_252_301,1,3.476386,1198
stmt44_40_162,1,3.4097,3837
stmt44_40_41,1,3.398821,2461
stmt44_554_604,1,3.582106,2250
stmt46_163_289,1,3.465003,8793
stmt47_239_290,1,3.465671,9653
stmt50_167_293,1,3.473133,8951
stmt52_117_295,1,3.474072,8249
stmt52_295_394,1,3.558586,13878
stmt52_54_55,1,3.407197,2569
stmt53_208_245,1,3.431034,7247
stmt5_731_730,1,3.73913,1847
stmt6_13_14,1,2.705882,53
stmt70_191_213,1,3.5,1171
stmt70_495_501,1,3.596774,2223
stmt72_696_721,1,3.730114,1881
stmt7_33_34,1,3.687023,2462
stmt82_224_225,1,3.453125,1251
stmt85_64_122,1,3.387231,3506
stmt86_889_890,1,3.7811,2269
stmt9_350_351,1,3.611354,1167
stmt9_445_446,1,3.422492,1577
szymanski-10-s-shuffled,1,1.448442,11117
szymanski-24-s-shuffled,1,1.491275,185935
T-adeu-0,1,2.482255,11787
T-adeu-1,1,2.452192,11643
T-adeu-2,1,2.482255,11787
T-adeu-3,1,2.452192,11643
T-adeu-4,1,2.472234,11739
T-adeu-5,1,2.472234,11739
T-adeu-6,1,2.482255,11787
T-adeu-7,1,2.452192,11643
T-adeu-8,1,2.462213,11691
T-adeu-9,1,2.452192,11643
T-edau-0,1,2.482255,11787
T-edau-1,1,2.452192,11643
T-edau-2,1,2.482255,11787
T-edau-3,1,2.452192,11643
T-edau-4,1,2.472234,11739
T-edau-5,1,2.472234,11739
T-edau-6,1,2.482255,11787
T-edau-7,1,2.452192,11643
T-edau-8,1,2.462213,11691
T-edau-9,1,2.452192,11643
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765,2648
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369,2844
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004,2900
test1_quant2,1,3.071895,1583
test1_quant3,1,3.179167,2050
test1_quant_squaring2,1,3.071895,1583
test1_quant_squaring3,1,3.144054,2517
test3_quant2-shuffled,1,3.127049,512
test3_quant4,1,3.264535,750
test3_quant_squaring4,1,3.196121,988
test4_quant2,1,3.08589,690
test4_quant4,1,3.224215,976
test4_quant_squaring2,1,3.08589,690
test4_quant_squaring4,1,3.169492,1262
test5_quant5-shuffled,1,3.354749,789
test5_quant_squaring5-shuffled,1,3.228417,1182
texas.ifetch1^4.E-f4-shuffled,1,2.843781,6529
texas.ifetch1^9.E-f4-shuffled,1,2.806594,6158
TOILET10.1.iv.20-shuffled,1,3.086651,3250
TOILET16.1.iv.32-shuffled,1,3.11257,9965
TOILET7.1.iv.13-shuffled,1,2.907268,1340
TOILET7.1.iv.14-shuffled,1,2.904651,1447
toilet_a_02_01.2-shuffled,1,1.888889,28
toilet_a_02_10.2-shuffled,1,1.777778,379
toilet_a_04_10.2-shuffled,1,2.971429,812
toilet_a_06_01.4-shuffled,1,17.651163,244
toilet_a_06_10.2-shuffled,1,8.989474,1329
toilet_a_08_01.4-shuffled,1,84.321429,363
toilet_a_08_10.2-shuffled,1,40.366667,1930
toilet_a_10_01.11-shuffled,1,158.176796,1391
toilet_a_10_01.5-shuffled,1,333.505882,629
toilet_a_10_10.2-shuffled,1,196.206897,2615
toilet_c_02_01.2-shuffled,1,1.529412,30
toilet_c_04_01.4-shuffled,1,2.413793,149
toilet_c_04_10.2-shuffled,1,2,816
toilet_c_06_01.5-shuffled,1,2.951456,304
toilet_c_06_10.2-shuffled,1,2.331551,1324
toilet_c_08_01.13-shuffled,1,2.979472,1210
toilet_c_08_01.16-shuffled,1,2.968974,1492
toilet_c_08_01.4-shuffled,1,3.102804,364
toilet_c_08_05.10-shuffled,1,3.577677,4684
toilet_c_08_05.6-shuffled,1,3.418546,2740
toilet_c_08_05.7-shuffled,1,3.475269,3226
toilet_c_08_05.8-shuffled,1,3.517891,3712
toilet_c_08_05.9-shuffled,1,3.551089,4198
toilet_c_08_10.2-shuffled,1,2.451064,1931
toilet_c_10_01.11-shuffled,1,3.370787,1355
toilet_c_10_01.15-shuffled,1,3.256198,1863
toilet_c_10_01.20-shuffled,1,3.177019,2498
toilet_c_10_01.4-shuffled,1,4.106061,466
toilet_c_10_05.11-shuffled,1,3.800905,6959
toilet_c_10_05.12-shuffled,1,3.807054,7614
toilet_c_10_05.7-shuffled,1,3.758865,4339
toilet_c_10_05.9-shuffled,1,3.78453,5649
toilet_c_10_10.2-shuffled,1,2.957746,2579
toilet_g_02_01.2-shuffled,1,1.636364,17
toilet_g_04_01.2-shuffled,1,2.181818,38
toilet_g_08_01.2-shuffled,1,3.72093,85
toilet_g_20_01.2-shuffled,1,12.952381,159
uclid-pipe2,1,2.807745,3327
uclid-pipe3a,1,2.846995,3361
Umbrella_tbm_05.tex.module.000011,1,3.016871,2977
Umbrella_tbm_05.tex.module.000015,1,3.009274,2950
Umbrella_tbm_05.tex.module.000025,1,2.961102,2788
Umbrella_tbm_05.tex.module.000030,1,2.91723,2653
Umbrella_tbm_05.tex.module.000039,1,2.859431,2491
Umbrella_tbm_05.tex.module.000043,1,2.817343,2383
Umbrella_tbm_05.tex.module.000053,1,2.748047,2221
Umbrella_tbm_05.tex.module.000064,1,2.597374,1924
Umbrella_tbm_05.tex.module.000065,1,2.581858,1897
Umbrella_tbm_05.tex.module.000079,1,2.533181,1816
Umbrella_tbm_05.tex.module.000088,1,2.501162,1747
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,2.836491,8471
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,2.836491,8471
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,2.830967,8479
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,2.832947,8475
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,2.838505,8467
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,2.834942,8471
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,2.831397,8475
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,2.836491,8471
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,2.834942,8471
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,2.834942,8471
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,2.836491,8471
Umbrella_tbm_21.tex.module.000024,1,2.985265,2306
Umbrella_tbm_21.tex.module.000029,1,2.953729,2225
Umbrella_tbm_21.tex.module.000044,1,2.846154,1982
Umbrella_tbm_21.tex.module.000049,1,2.846154,1982
Umbrella_tbm_21.tex.module.000056,1,2.83282,1955
Umbrella_tbm_21.tex.module.000069,1,2.824534,1909
Umbrella_tbm_21.tex.module.000079,1,2.823764,1863
Umbrella_tbm_21.tex.module.000129,1,2.814309,1845
Umbrella_tbm_21.tex.module.000134,1,2.794935,1809
Umbrella_tbm_21.tex.module.000139,1,2.779983,1782
Umbrella_tbm_21.tex.module.000149,1,2.764657,1755
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,2.754201,6019
Umbrella_tbm_24.tex.module.000066,1,2.488764,959
Umbrella_tbm_24.tex.module.000103,1,2.489426,894
Umbrella_tbm_24.tex.module.000131,1,2.545455,859
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,2.834989,6027
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,2.834989,6027
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,2.834989,6027
Umbrella_tbm_25.tex.module.000003,1,3.14588,3439
Umbrella_tbm_25.tex.module.000031,1,3.141378,3449
Umbrella_tbm_25.tex.module.000041,1,3.123621,3368
Umbrella_tbm_25.tex.module.000084,1,2.895133,2558
Umbrella_tbm_25.tex.module.000087,1,2.895133,2558
Umbrella_tbm_25.tex.module.000099,1,2.895133,2538
Umbrella_tbm_25.tex.module.000106,1,2.904378,2553
Umbrella_tbm_25.tex.module.000121,1,2.909472,2456
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,3.003516,11500
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,3.00605,11495
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,3.003516,11500
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,3.006042,11510
Umbrella_tbm_26.tex.module.000004,1,2.928571,2193
Umbrella_tbm_26.tex.module.000021,1,2.939076,2198
Umbrella_tbm_26.tex.module.000041,1,2.800475,1901
Umbrella_tbm_26.tex.module.000061,1,2.766287,1820
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,3.004448,6232
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,3.008492,6242
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,3.004448,6232
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,3.004448,6232
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,2.998389,6237
Umbrella_tbm_29.tex.module.000009,1,3.058459,1716
Umbrella_tbm_29.tex.module.000010,1,3.048344,1695
Umbrella_tbm_29.tex.module.000078,1,2.803299,1147
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,2.957535,5265
vis.arbiter.E-f4-shuffled,1,2.947942,7703
vis.coherence^1.E-d4-shuffled,1,2.966161,8022
vis.elevator^1.E-f2-shuffled,1,2.903536,6154
vis.emodel.E-f4-shuffled,1,2.934014,6293
vis.prodcell^01.E-d4-shuffled,1,2.985253,13075
vis.prodcell^04.E-f4-shuffled,1,2.972694,29020
vis.prodcell^05.E-f4-shuffled,1,2.973464,29850
vis.prodcell^08.E-f4-shuffled,1,2.979591,38925
vis.prodcell^09.E-f2-shuffled,1,2.933382,11762
vis.prodcell^23.E-f4-shuffled,1,2.979101,38018
vis.prodcell^24.E-f3-shuffled,1,2.967043,24001
vonNeumann-ripple-carry-13-c-shuffled,1,1.47037,1036976
vonNeumann-ripple-carry-15-c-shuffled,1,1.473835,1779163
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.989988,2600
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.044266,3922
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.996056,2963
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.120723,4313
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,2.994652,2792
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.040162,4391
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.112801,4826
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,3.004553,3136
x120.0,1,3.010204,10850
x120.1,1,3.008593,10844
x120.2,1,3.01101,10853
x120.3,1,3.013963,10864
x120.4,1,3.01101,10853
x120.5,1,3.008324,10843
x120.6,1,3.011815,10856
x120.7,1,3.006982,10838
x120.8,1,3.007787,10841
x120.9,1,3.010473,10851
x240.0,1,3.02015,21762
x240.1,1,3.018941,21753
x240.2,1,3.021628,21773
x240.3,1,3.019747,21759
x240.4,1,3.022166,21777
x240.5,1,3.020956,21768
x240.6,1,3.020553,21765
x240.7,1,3.02324,21785
x240.8,1,3.020285,21763
x240.9,1,3.020419,21764
x30.0,1,2.946467,2662
x30.1,1,2.941113,2657
x30.2,1,2.943255,2659
x30.3,1,2.947537,2663
x30.4,1,2.937901,2654
x30.5,1,2.940043,2656
x30.6,1,2.931478,2648
x30.7,1,2.937768,2648
x30.8,1,2.928266,2645
x30.9,1,2.947537,2663
x60.0,1,2.987661,5389
x60.1,1,2.988197,5390
x60.2,1,2.984442,5383
x60.3,1,2.989807,5393
x60.4,1,2.982833,5380
x60.5,1,2.98015,5375
x60.6,1,2.995708,5404
x60.7,1,2.987661,5389
x60.8,1,2.983369,5381
x60.9,1,2.991953,5397
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.619048,146
