@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,0.0101,87.6979,22.4467,1699,0.0076,0.0076,1704,26.3246,22.9368,20.7745,0.0141,88,87.8414,0.0029,4,24.2862,26.3246,0.3206,97,97,88,395,79,0.0798,0.0038,4063,23.2675,0.377,20.7745,16.6194,0.3801,0.0265
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,0.0068,163.412,34.8253,3175,0.0041,0.0041,3195,42.0565,37.4212,27.9882,0.0088,164,163.909,0.0006,4,38.1539,42.0565,0.3016,175,176,164,736,152,0.0641,0.002,3309,36.0018,0.2735,28.271,24.0184,0.3995,0.0183
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,41.3419,47.3826,21250,0.028,0.028,21250,56.2746,48.6606,45.383,0.0309,41,41.0082,0.0253,2,50.2207,51.4126,0.6218,49,48,41,250,35,0.1251,0.0017,225,49.0404,1.1752,46.3103,21.7416,0.403,0.0117
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0073,151.853,34.402,2973,0.0044,0.0044,2982,42.7725,35.6602,33.6874,0.0091,152,152.028,0.0017,4,39.8978,42.7725,0.3058,164,163,152,688,141,0.0591,0.0021,3680,36.7479,0.2798,33.6874,22.1943,0.3392,0.0178
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.05,19.9199,22.6494,2130,0.05,0.05,2130,24.3319,23.4563,22.4662,0.0657,20,19.9873,0.0338,2,23.8321,24.3319,0.566,24,24,20,100,16,0.167,0.0098,4366,23.2857,1.2178,22.4662,9.1957,0.4267,0.0465
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,0.0074,149.938,33.9146,2944,0.0045,0.0045,2982,38.4498,36.0186,33.7646,0.0099,150,149.55,0.0003,4,38.2768,38.4498,0.3071,162,161,150,679,138,0.0601,0.0022,3895,35.9109,0.2778,33.7646,25.7183,0.3616,0.02
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,41.0289,47.0828,21250,0.028,0.028,21250,60.7759,48.861,44.5967,0.0307,41,41.1507,0.0249,2,50.4122,51.4703,0.6218,47,48,41,250,34,0.1361,0.0018,238,49.0707,1.1867,45.6698,22.1548,0.4242,0.0117
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,0.0068,128.982,30.6715,2543,0.0052,0.0052,2556,35.8885,31.0973,29.2721,0.0102,129,129.111,0.002,4,34.8876,35.8885,0.3095,140,140,129,585,119,0.0652,0.0025,3898,32.104,0.3066,29.2721,24.2649,0.368,0.0204
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.005,191.776,52.8043,20000,0.005,0.005,20000,69.2857,56.0606,41.8077,0.0066,192,189.751,0.0036,3,58.9524,63.5918,0.475,206,204,191,1000,175,0.0892,0.0009,46,56.3427,0.343,50.3556,56.3932,0.596,0.0216
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,0.0667,15.2511,18.2838,1597,0.0667,0.0667,1597,19.8559,18.8662,18.0614,0.0802,15,15.2243,0.0457,2,18.9789,19.8559,0.5856,19,19,15,75,12,0.1868,0.0124,4450,18.7653,1.3303,18.0614,7.2961,0.4254,0.0463
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,0.0033,288.557,61.1304,30000,0.0033,0.0033,30000,103.3077,67,50.5,0.0043,290,288.099,0.0024,3,71.9091,78.913,0.4628,305,306,288,1500,268,0.0543,0.0006,28,67.5144,0.2606,56.8421,80.5423,0.3536,0.0147
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,0.0147,75.2184,21.2002,1471,0.0089,0.0089,1491,23.9008,21.3371,20.9629,0.017,75,75.1422,0.0034,4,23.4184,23.9008,0.3343,83,83,75,341,67,0.0859,0.0045,4063,21.9459,0.4003,20.9629,14.7335,0.3834,0.0326
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,0.0204,54.6603,17.1792,1061,0.0124,0.0124,1065,18.6303,18.1321,17.0346,0.0283,55,54.7378,0.0057,4,18.4219,18.6303,0.3622,62,62,55,245,48,0.0995,0.0062,4105,17.8444,0.4897,17.0346,10.1513,0.408,0.0537
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,0.0003,3413.6,59.5833,83454,0.0002,0.0002,84000,122.8,68,40.6667,0.0005,4245,4243.25,0,5,85,97.8,0.2357,4309,4268,4262,19525,4165,0.0089,0.0001,10,72.0619,0.1109,51,1701.4,0.2883,0.001
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,379.273,67.3182,40000,0.0025,0.0025,40000,105.0909,73.7333,54.0909,0.0034,382,382.659,0.0018,3,81.5294,89.8,0.4588,403,402,382,2000,365,0.0374,0.0005,19,74.9631,0.2312,60.381,114.273,0.3698,0.0119
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,0.0093,120.778,28.8143,2333,0.0056,0.0056,2343,34.6178,29.2537,28.0219,0.0124,121,120.659,0.0017,4,34.216,34.6178,0.3179,131,131,121,540,110,0.0666,0.0027,3931,30.6014,0.3241,28.0219,15.6901,0.3699,0.0244
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,0.05,20.0608,23.0862,2130,0.05,0.05,2130,24.8474,23.3584,23.0009,0.0592,20,19.9753,0.0366,2,24.1271,24.8474,0.5636,24,24,20,100,16,0.1681,0.0089,4334,23.5681,1.1963,23.0009,9.1793,0.4203,0.0465
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,0.0093,117.552,29.1189,2329,0.0057,0.0057,2343,34.6534,29.5715,27.325,0.0146,117,117.501,0.0021,4,32.2778,34.6534,0.3122,128,128,117,535,107,0.0675,0.0027,3945,30.303,0.3215,27.325,21.4891,0.3622,0.0279
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,0.0073,151.49,34.0771,2964,0.0045,0.0045,2982,39.6789,34.6768,32.6463,0.0101,151,150.671,0.0017,4,39.5295,39.6789,0.3054,163,163,150,681,139,0.0597,0.0022,3836,35.7248,0.2802,32.6463,22.0317,0.3742,0.0199
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,0.1167,10.5036,22.571,5340,0.1167,0.1167,5340,23.0478,22.7194,22.4522,0.1266,10,10.4695,0.1084,2,22.8019,23.0478,0.6907,14,13,10,60,8,0.2232,0.0071,4544,22.7185,1.8664,22.4522,7.8269,0.4224,0.011
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,0.0001,8467,75.25,166834,0.0001,0.0001,168000,380,94,3,0.0003,8467,8533,0,5,122,159.3333,0.2273,8467,8542,8532,38972,8500,0.0034,0,5,102.9991,0.5372,58.3333,1450,1.2719,0.0005
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.0104,84.9884,24.3142,1690,0.008,0.008,1704,27.0924,24.8235,22.107,0.0166,85,84.491,0.003,4,26.8713,27.0924,0.3399,94,93,84,383,76,0.0803,0.0039,4086,24.9519,0.3849,22.107,13.6041,0.3873,0.0325
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,0.0115,76.9038,21.7804,1487,0.0087,0.0087,1491,25.1957,22.2083,20.8267,0.0168,77,76.9135,0.004,4,22.8178,25.1957,0.3392,85,85,77,347,68,0.0854,0.0044,3974,22.4803,0.4089,20.8267,13.907,0.3962,0.0323
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,0.0033,286.345,59.1905,30000,0.0033,0.0033,30000,93.8824,65.7872,46.1333,0.0044,288,287.566,0.0024,3,72.1739,75.3929,0.4669,307,307,288,1500,266,0.0518,0.0006,29,65.672,0.2922,55.0645,86.11,0.7142,0.0151
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,0.0074,149.234,33.4143,2960,0.0045,0.0045,2982,38.5529,34.3028,33.4007,0.0108,149,148.786,0.0017,4,38.3474,38.5529,0.3029,161,161,149,678,137,0.068,0.0023,3748,35.3137,0.2854,33.4007,25.8958,0.398,0.023
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0104,107.254,27.374,2114,0.0063,0.0063,2130,32.6704,27.4935,25.7134,0.0137,107,106.912,0.0024,4,32.0406,32.6704,0.3219,117,116,107,483,97,0.0735,0.003,3987,28.7976,0.3446,25.7134,17.1815,0.3604,0.0265
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,0.028,41.6383,48.3456,21250,0.028,0.028,21250,58.624,49.2798,45.3169,0.0311,41,41.2701,0.0248,2,49.7566,51.9,0.6208,49,48,41,250,34,0.1424,0.0017,270,49.3686,1.1964,47.1389,21.7877,0.4369,0.0117
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,0.0778,15.377,31.1107,8010,0.0778,0.0778,8010,32.0388,31.5792,30.6339,0.0844,15,15.3204,0.0705,2,32.0388,32.0388,0.6634,19,19,15,90,12,0.1923,0.0047,4454,31.3407,1.694,30.6339,10.596,0.4194,0.0111
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,0.0778,15.3595,31.017,8010,0.0778,0.0778,8010,31.4092,31.3231,30.1569,0.084,15,15.3338,0.0694,2,31.4092,31.4092,0.6645,19,19,15,90,12,0.1883,0.0052,4541,30.9765,1.6918,30.1569,10.5939,0.4042,0.0111
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,0.0093,118.087,27.6306,2328,0.0057,0.0057,2343,34.0454,29.2033,26.886,0.0142,118,118.447,0.0021,4,32.4933,34.0454,0.3191,128,129,118,536,108,0.0664,0.0027,3917,29.9457,0.3219,26.886,16.7774,0.3659,0.0288
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,0.05,20.0553,22.9014,2130,0.05,0.05,2130,24.2407,23.2037,22.8858,0.0615,20,20.0902,0.0418,2,24.122,24.2407,0.5661,24,24,20,100,16,0.1665,0.0091,4346,23.3902,1.1902,22.8858,9.0652,0.4322,0.0465
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,0.04,24.9746,27.0441,2662,0.04,0.04,2662,29.5831,27.627,26.562,0.0492,25,24.9543,0.0297,2,28.252,29.5831,0.5548,30,30,25,125,20,0.159,0.0078,4315,27.7354,1.0802,26.562,10.3031,0.4304,0.0466
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0875,13.6199,28.5287,7120,0.0875,0.0875,7120,28.8933,28.6082,28.3392,0.1006,13,13.6103,0.0803,2,28.7514,28.8933,0.6704,17,17,14,80,10,0.1988,0.0058,4390,28.6242,1.7346,28.3392,9.8712,0.4158,0.0111
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,0.1167,10.5359,22.6499,5340,0.1167,0.1167,5340,23.1289,22.7725,22.4635,0.1281,10,10.5415,0.1079,2,22.9035,23.1289,0.6928,14,14,10,60,8,0.2161,0.0078,4535,22.7836,1.8555,22.4635,7.6448,0.425,0.011
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,29.6559,30.5654,3195,0.0333,0.0333,3195,33.2484,31.3919,29.7025,0.0429,30,29.7213,0.0254,3,32.0484,33.2484,0.5409,35,35,30,150,24,0.1428,0.0062,4280,31.42,0.9982,29.7025,12.542,0.4275,0.0463
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0003,3384.6,57.8889,83408,0.0002,0.0002,84000,107,67.3333,38.1111,0.0004,4205,4279.5,0,5,77,85.4,0.2314,4244,4320,4288.5,19487,4188,0.0126,0.0001,10,68.3166,0.2566,51.25,1993.2,1.7273,0.0008
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,0.0005,2120.29,48.3,41704,0.0003,0.0003,42000,86.4,52.8276,31.125,0.0008,2119,2027.3,0,5,61,66.6667,0.2385,2153,2170,2129,9738,2076,0.2358,0.0002,22,54.5401,0.1698,42.6667,247.647,2.9073,0.0018
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,0.0068,129.78,31.0642,2544,0.0052,0.0052,2556,34.9217,32.1982,30.0062,0.0126,130,129.967,0.002,4,32.326,34.9217,0.3104,141,141,130,587,119,0.0657,0.0025,3911,32.055,0.2993,30.0062,19.4681,0.3494,0.0236
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0333,29.7138,30.5198,3195,0.0333,0.0333,3195,34.347,31.4145,30.1514,0.0404,30,29.7261,0.0254,3,32.8145,34.347,0.5399,35,35,30,150,24,0.1431,0.006,4243,31.7705,0.9956,30.1514,12.68,0.4384,0.046
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0.1167,10.4415,22.8044,5340,0.1167,0.1167,5340,23.4932,22.8186,22.4852,0.1264,10,10.4431,0.1069,2,23.0027,23.4932,0.6896,13,13,10,60,8,0.2183,0.0073,4499,22.9208,1.8731,22.4852,7.9314,0.4284,0.011
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,0.0001,10567,72.8,208528,0.0001,0.0001,210000,255,93.3333,6,0.0002,10567,10650.3,0,6,118,156,0.2276,10567,10658,10658,48710,10614,0.0031,0,4,99.8759,0.4779,59.6,2075,0.8561,0.0004
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0.1167,10.5195,22.7422,5340,0.1167,0.1167,5340,23.274,22.8706,22.5229,0.13,10,10.4559,0.1056,2,22.9084,23.274,0.689,14,13,10,60,8,0.2157,0.0079,4521,22.8636,1.8712,22.5229,7.8043,0.431,0.011
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,0.035,33.3103,56.7825,17000,0.035,0.035,17000,57.9055,56.7964,56.1715,0.0386,33,33.3663,0.0317,2,57.9055,57.9055,0.6273,39,39,33,200,28,0.1371,0.0023,3883,56.914,1.2754,56.1715,17.9329,0.4191,0.0117
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0005,2130.38,46.3636,41730,0.0003,0.0003,42000,80.6875,52.2308,30.1905,0.0009,2125.5,2032.14,0.0001,5,57.6842,64.4,0.2394,2151,2158,2133,9756,2097,0.2295,0.0002,22,52.396,0.151,40.9,278.188,2.7588,0.0019
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,0.0667,15.2119,18.5726,1597,0.0667,0.0667,1597,19.8551,18.7938,18.3645,0.0808,15,15.1962,0.0513,2,19.4458,19.8551,0.5874,19,19,15,75,12,0.1876,0.0126,4432,18.9715,1.3301,18.3645,7.4321,0.4208,0.0463
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,0.001,1053.7,39.7,20901,0.0006,0.0006,21000,55,42.2353,31.4902,0.0016,1067.5,1067.24,0.0002,5,44.4528,47.1081,0.2499,1094,1095,1064,4894,1040,0.021,0.0003,52,42.2061,0.1038,36.9412,153.359,0.6127,0.0033
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,0.0333,29.8413,30.8556,3195,0.0333,0.0333,3195,33.8752,31.2691,30.2136,0.0416,30,29.8267,0.0216,3,33.2699,33.8752,0.5418,35,35,30,150,24,0.1441,0.006,4331,31.764,1.0015,30.2136,12.0462,0.4333,0.046
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,0.0103,106.978,26.9931,2116,0.0063,0.0063,2130,30.4406,27.3732,24.8242,0.0128,107,106.866,0.0024,4,29.5889,30.4406,0.3202,117,117,107,486,97,0.0753,0.003,3956,27.6969,0.3372,24.8242,19.114,0.3969,0.0241
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0085,128.939,30.4691,2543,0.0052,0.0052,2556,34.6451,31.2469,30.095,0.0102,129,129.169,0.002,4,33.6197,34.6451,0.3117,139,140,129,585,118,0.0699,0.0026,3902,31.8895,0.3097,30.095,20.9065,0.3477,0.0204
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,0.14,8.9034,19.5996,4450,0.14,0.14,4450,20.0175,19.7841,19.5414,0.1566,9,8.9099,0.127,2,19.8076,20.0175,0.7041,12,12,9,50,6,0.2336,0.0081,4599,19.7501,1.9535,19.5414,6.8169,0.4292,0.011
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,0.0025,381.076,64.4737,40000,0.0025,0.0025,40000,108.3684,72.1333,47.5,0.0035,386,376.122,0.0015,3,80.1875,88.5,0.4614,404,402,380.5,2000,357,0.1213,0.0005,20,73.0454,0.2591,58.5556,113.588,1.0612,0.0124
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,0.0002,7459.5,64.5,146006,0.0001,0.0001,147000,254,86.5,37.8,0.0003,7459.5,5927.2,0,5,112,147.5,0.2194,7403,7417,7399,34086,0,0.559,0,6,93.5268,1.0478,53.1667,1750.5,1.8711,0.0006
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,0.0135,65.5566,19.2026,1274,0.0102,0.0102,1278,21.7638,19.4035,17.8897,0.0235,66,65.7347,0.0039,4,21.4165,21.7638,0.3417,73,73,66,296,58,0.0897,0.0051,4097,19.825,0.4368,17.8897,11.9588,0.3892,0.0455
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,0.0667,15.2048,18.6155,1597,0.0667,0.0667,1597,19.6619,19.0843,18.4107,0.0883,15,15.2299,0.0526,2,19.4331,19.6619,0.5878,19,19,15,75,12,0.1875,0.0128,4423,19.0053,1.3387,18.4107,7.375,0.4213,0.0463
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,0.0085,130.639,31.0944,2548,0.0051,0.0051,2556,36.5753,31.5922,30.706,0.0118,131,130.724,0.002,4,32.5482,36.5753,0.3053,141,142,131,590,120,0.0655,0.0025,3845,32.3324,0.3052,30.706,21.4197,0.3583,0.0228
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.0002,6356,59.8333,125199,0.0001,0.0001,126000,149.5,74.2,42.8333,0.0003,6356,6359.6,0,5,90.8333,105.7143,0.2221,6341,6358,6332,29259,6325,0.0083,0.0001,7,77.8833,0.1751,52.6667,824.5,0.3509,0.0007
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.05,19.8637,23.1551,2130,0.05,0.05,2130,24.4803,23.5744,22.9735,0.061,20,19.8492,0.0385,2,24.4636,24.4803,0.5672,24,24,20,100,16,0.1663,0.0089,4431,23.6382,1.2034,22.9735,9.514,0.4277,0.0465
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,0.0079,139.953,32.6407,2756,0.0048,0.0048,2769,39.2316,33.4609,32.2247,0.0109,140,140.297,0.0015,4,37.4362,39.2316,0.3093,151,152,140,635,129,0.062,0.0023,3835,34.5868,0.2898,32.2247,22.283,0.3458,0.0203
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.004,238.341,57.6,25000,0.004,0.004,25000,81.6607,61.72,47.7619,0.0052,240,238.466,0.0028,3,66.1667,72.0526,0.4716,256,253,240,1250,224,0.0912,0.0008,37,62.2647,0.31,53.7333,69.6738,0.637,0.017
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,0.0003,3399,58.4286,83430,0.0002,0.0002,84000,138.25,69.375,35.1667,0.0004,4250,4253,0,5,80.3571,93.3333,0.2269,4256,4274,4244.5,19534,4220,0.0079,0.0001,11,70.6967,0.1699,48.9,1643,1.1676,0.0009
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,0.0286,34.5639,34.4647,3727,0.0286,0.0286,3727,38.5553,35.7067,33.9469,0.0365,35,34.7825,0.022,3,37.4465,38.5553,0.5317,40,41,35,175,29,0.1332,0.005,4235,35.7961,0.9278,33.9469,13.9908,0.4289,0.0461
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,0.0005,2115.71,48.8333,41713,0.0003,0.0003,42000,87.1538,54.5,35.7333,0.0008,2114,2130.19,0,5,60.64,66.5882,0.237,2134,2191,2129,9745,2081,0.0185,0.0002,22,54.7557,0.064,42.8667,311.824,0.4262,0.0017
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,0.0211,52.379,16.463,1054,0.013,0.013,1065,17.5305,17.1039,16.0184,0.0266,52,52.2684,0.0057,3,17.4822,17.5305,0.3557,59,59,52,237,45,0.1027,0.0067,4131,16.9876,0.4927,16.0184,11.5578,0.4194,0.0493
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,0.1,12.1296,25.5212,6230,0.1,0.1,6230,25.8035,25.5929,25.422,0.1093,12,12.1134,0.0902,2,25.6559,25.8035,0.6789,15,15,12,70,9,0.2111,0.0063,4508,25.5991,1.8377,25.422,8.8222,0.4102,0.0111
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0095,138.727,31.8847,2749,0.0048,0.0048,2769,38.3633,32.7805,31.1441,0.0105,139,138.776,0.0018,4,37.2278,38.3633,0.3066,150,150,138,631,128,0.0663,0.0023,3799,33.8186,0.2936,31.1441,25.6618,0.3872,0.0211
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,0.0147,76.0748,20.7999,1480,0.009,0.009,1491,24.2411,22.2919,20.6679,0.0209,76,76.0319,0.0034,4,23.2629,24.2411,0.3471,84,84,76,339,68,0.0856,0.0045,4063,22.2052,0.4215,20.6679,11.0254,0.4046,0.0399
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,0.0082,107.522,26.5278,2119,0.0062,0.0062,2130,30.0545,27.3074,25.7594,0.0123,108,107.647,0.0009,4,29.6946,30.0545,0.3145,117,117,108,488,98,0.0702,0.003,3896,27.6489,0.3329,25.7594,19.9135,0.3717,0.0241
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,0.0667,15.1383,18.3321,1597,0.0667,0.0667,1597,19.9973,18.746,18.1881,0.0827,15,15.2032,0.0488,2,19.0685,19.9973,0.5854,19,19,15,75,12,0.186,0.0122,4436,18.8305,1.335,18.1881,7.5089,0.4169,0.0463
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.004,238.133,59,25000,0.004,0.004,25000,81,63.8387,51.0333,0.0054,239,241.401,0.0027,3,68.6522,72.931,0.4699,256,256,241,1250,227,0.0533,0.0007,35,63.9561,0.307,56,67.6692,0.418,0.0182
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,0.0054,163.359,36.8256,3188,0.0041,0.0041,3195,41.0172,37.9122,34.4567,0.0078,163,163.926,0.0016,4,38.2313,41.0172,0.3047,176,176,164,741,151,0.0584,0.0021,3571,37.9504,0.2723,34.4567,27.6017,0.3548,0.0157
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,0.0286,34.6977,34.4101,3727,0.0286,0.0286,3727,37.5875,35.4826,34.2081,0.0346,35,34.5182,0.0215,3,36.4054,37.5875,0.5339,41,40,34,175,29,0.1317,0.0052,4201,35.5536,0.9402,34.2081,14.4155,0.4219,0.0456
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.0055,162.134,36.5333,3167,0.0042,0.0042,3195,41.0457,37.0756,36.1476,0.0095,162,161.923,0.0016,4,39.5803,41.0457,0.2999,174,174,162,731,151,0.0629,0.002,3645,37.5792,0.2724,36.1476,24.8407,0.3992,0.0186
