@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC

@DATA
jnh214_ext.xml.minion.converted.minion.gz,1,0,0,0.848081,100,100,100,799,0.048736,0.048736,799,0.8396,497,7,0,0.854652,38.94
jnh215_ext.xml.minion.converted.minion.gz,1,0,0,0.839192,100,100,100,800,0.048725,0.048725,800,0.8308,260,46,0,0.844107,38.98
jnh216_ext.xml.minion.converted.minion.gz,1,0,0,0.846465,100,100,100,797,0.048708,0.048708,797,0.838,510,4,0,0.852705,38.82
jnh217_ext.xml.minion.converted.minion.gz,1,0,0,0.849495,100,100,100,800,0.049238,0.049237,800,0.841,260,0,0,0.855555,39.39
jnh218_ext.xml.minion.converted.minion.gz,1,0,0,0.839798,100,100,100,797,0.048921,0.048921,797,0.8314,510,11,0,0.845251,38.99
jnh219_ext.xml.minion.converted.minion.gz,1,0,0,0.847071,100,100,100,799,0.048648,0.048648,799,0.8386,497,2,0,0.853379,38.87
jnh220_ext.xml.minion.converted.minion.gz,1,0,0,0.843636,100,100,100,800,0.049037,0.049037,800,0.8352,260,0,0,0.849028,39.23
jnh301_ext.xml.minion.converted.minion.gz,1,0,0,0.89899,100,100,100,900,0.051711,0.051711,900,0.89,260,4,0,0.899903,46.54
jnh302_ext.xml.minion.converted.minion.gz,1,0,0,0.876768,100,100,100,898,0.04941,0.04941,898,0.868,510,0,0,0.880358,44.37
jnh303_ext.xml.minion.converted.minion.gz,1,0,0,0.884242,100,100,100,899,0.048699,0.048699,899,0.8754,497,7,0,0.888256,43.78
jnh304_ext.xml.minion.converted.minion.gz,1,0,0,0.876768,100,100,100,900,0.049078,0.049078,900,0.868,260,45,0,0.880818,44.17
jnh305_ext.xml.minion.converted.minion.gz,1,0,0,0.883636,100,100,100,896,0.049085,0.049085,896,0.8748,510,58,0,0.886619,43.98
jnh306_ext.xml.minion.converted.minion.gz,1,0,0,0.877576,100,100,100,899,0.049199,0.049199,899,0.8688,513,2,0,0.88135,44.23
jnh307_ext.xml.minion.converted.minion.gz,1,0,0,0.87596,100,100,100,897,0.048595,0.048595,897,0.8672,510,39,0,0.879273,43.59
jnh308_ext.xml.minion.converted.minion.gz,1,0,0,0.880202,100,100,100,900,0.049,0.049,900,0.8714,260,53,0,0.884048,44.1
jnh309_ext.xml.minion.converted.minion.gz,1,0,0,0.876566,100,100,100,898,0.04912,0.04912,898,0.8678,510,52,0,0.879851,44.11
jnh310_ext.xml.minion.converted.minion.gz,1,0,0,0.880404,100,100,100,899,0.048576,0.048576,899,0.8716,497,35,0,0.885053,43.67
langford-2-10.xml.minion.conv.minion,1,20,0,1,20,20,20,0,0.1,0.1,210,0.95,870,0,0.095238,1,21
langford-2-11.xml.minion.conv.minion,1,22,0,1,22,22,22,0,0.090909,0.090909,253,0.954545,881,0,0.086957,1,23
langford-2-12.xml.minion.conv.minion,1,24,0,1,24,24,24,0,0.083333,0.083333,300,0.958333,876,0,0.08,1,25
langford-2-13.xml.minion.conv.minion,1,26,0,1,26,26,26,0,0.076923,0.076923,351,0.961538,884,0,0.074074,1,27
langford-2-14.xml.minion.conv.minion,1,28,0,1,28,28,28,0,0.071429,0.071429,406,0.964286,892,0,0.068966,1,29
langford-2-15.xml.minion.conv.minion,1,30,0,1,30,30,30,0,0.066667,0.066667,465,0.966667,879,0,0.064516,1,31
langford-2-16.xml.minion.conv.minion,1,32,0,1,32,32,32,0,0.0625,0.0625,528,0.96875,871,0,0.060606,1,33
langford-2-17.xml.minion.conv.minion,1,34,0,1,34,34,34,0,0.058824,0.058824,595,0.970588,872,0,0.057143,1,35
langford-2-18.xml.minion.conv.minion,1,36,0,1,36,36,36,0,0.055556,0.055556,666,0.972222,884,0,0.054054,1,37
langford-2-19.xml.minion.conv.minion,1,38,0,1,38,38,38,0,0.052632,0.052632,741,0.973684,880,0,0.051282,1,39
langford-2-20.xml.minion.conv.minion,1,40,0,1,40,40,40,0,0.05,0.05,820,0.975,865,0,0.04878,1,41
langford-2-21.xml.minion.conv.minion,1,42,0,1,42,42,42,0,0.047619,0.047619,903,0.97619,894,0,0.046512,1,43
langford-2-25.xml.minion.conv.minion,1,50,0,1,50,50,50,0,0.04,0.04,1275,0.98,884,0,0.039216,1,51
langford-2-2.xml.minion.conv.minion,1,4,0,1,4,4,4,0,0.5,0.5,10,0.75,925,0,0.4,1,5
langford-2-30.xml.minion.conv.minion,1,60,0,1,60,60,60,0,0.033333,0.033333,1830,0.983333,874,0,0.032787,1,61
langford-2-3.xml.minion.conv.minion,1,6,0,1,6,6,6,0,0.333333,0.333333,21,0.833333,919,6,0.285714,1,7
langford-2-40.xml.minion.conv.minion,1,80,0,1,80,80,80,0,0.025,0.025,3240,0.9875,868,0,0.024691,1,81
langford-2-4-ext.xml.minion.gz,1,0,0,1,8,8,8,32,0.25,0.25,32,0.875,955,20,0,1,8
langford-2-4.xml.minion.conv.minion,1,8,0,1,8,8,8,0,0.25,0.25,36,0.875,899,20,0.222222,1,9
langford-2-50.xml.minion.conv.minion,1,100,0,1,100,100,100,0,0.02,0.02,5050,0.99,883,0,0.019802,1,101
langford-2-5.xml.minion.conv.minion,1,10,0,1,10,10,10,0,0.2,0.2,55,0.9,895,0,0.181818,1,11
langford-2-6.xml.minion.conv.minion,1,12,0,1,12,12,12,0,0.166667,0.166667,78,0.916667,885,0,0.153846,1,13
langford-2-7.xml.minion.conv.minion,1,14,0,1,14,14,14,0,0.142857,0.142857,105,0.928571,907,0,0.133333,1,15
langford-2-8.xml.minion.conv.minion,1,16,0,1,16,16,16,0,0.125,0.125,136,0.9375,888,0,0.117647,1,17
langford-2-9.xml.minion.conv.minion,1,18,0,1,18,18,18,0,0.111111,0.111111,171,0.944444,892,0,0.105263,1,19
langford-3-11-ext.xml.minion.gz,1,0,0,1,33,33,33,550,0.060606,0.060606,550,0.969697,987,0,0,1,33.333333
langford-3-9-ext.xml.minion.gz,1,0,0,1,27,27,27,369,0.074074,0.074074,369,0.962963,979,0,0,1,27.333333
lard-83-83.xml.minion.gz,1,0,0,1,83,83,83,3403,0.024096,0.024096,3403,0.987952,531,0,0,1,82
large-80-sat_ext.xml.minion.gz,1,0,0,1,80,80,80,3160,0.025,0.025,3160,0.9875,521,0,0,1,79
large-80-unsat_ext.xml.minion.gz,1,0,0,1,80,80,80,3160,0.025,0.025,3160,0.9875,515,3282,0,1,79
large-84-unsat_ext.xml.minion.gz,1,0,0,1,84,84,84,3486,0.02381,0.02381,3486,0.988095,516,3614,0,1,83
latinSquare-dg-10_all.xml.minion,1,0,0,0.353535,100,100,100,0,0.1,0.1,40,0.35,999,0,0,0.408403,4
latinSquare-dg-11_all.xml.minion,1,0,0,0.333333,121,121,121,0,0.090909,0.090909,44,0.330579,1000,0,0,0.384615,4
latinSquare-dg-12_all.xml.minion,1,0,0,0.300699,144,144,144,0,0.083333,0.083333,48,0.298611,1000,0,0,0.379845,4
latinSquare-dg-3_all.xml.minion,1,0,0,1,9,9,9,0,0.333333,0.333333,12,0.888889,784,10,0,1,4
latinSquare-dg-4_all.xml.minion,1,0,0,0.733333,16,16,16,0,0.25,0.25,16,0.6875,892,20,0,0.709091,4
latinSquare-dg-5_all.xml.minion,1,0,0,0.666667,25,25,25,0,0.2,0.2,20,0.64,966,0,0,0.6,4
latinSquare-dg-6_all.xml.minion,1,0,0,0.542857,36,36,36,0,0.166667,0.166667,24,0.527778,987,0,0,0.532164,4
latinSquare-dg-7_all.xml.minion,1,0,0,0.5,49,49,49,0,0.142857,0.142857,28,0.489796,995,0,0,0.478261,4
latinSquare-dg-8_all.xml.minion,1,0,0,0.428571,64,64,64,0,0.125,0.125,32,0.421875,998,0,0,0.452991,4
latinSquare-dg-9_all.xml.minion,1,0,0,0.4,81,81,81,0,0.111111,0.111111,36,0.395062,996,0,0,0.419355,4
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0,0,0.05656,450,450,450,5714,0.004444,0.004444,5714,0.056435,513,31,0,0.1336,25.395556
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0,0,0.05656,450,450,450,5714,0.004444,0.004444,5714,0.056435,324,0,0,0.1336,25.395556
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0,0,0.05656,450,450,450,5714,0.004444,0.004444,5714,0.056435,263,0,0,0.1336,25.395556
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0,0,0.05656,450,450,450,5714,0.004444,0.004444,5714,0.056435,184,0,0,0.1336,25.395556
lemma-100-9-mod.xml.minion.conv.minion,1,0,0,0.996566,100,100,100,0,0.02,0.02,7350,0.9866,96,0,0,0.996543,147
lemma-12-9-mod.xml.minion.conv.minion,1,0,0,0.969697,12,12,12,0,0.166667,0.166667,90,0.888889,96,0,0,0.96835,15
lemma-15-9-mod.xml.minion.conv.minion,1,0,0,0.980952,15,15,15,0,0.133333,0.133333,147,0.915556,96,0,0,0.980464,19.6
lemma-20-9-mod.xml.minion.conv.minion,1,0,0,0.978947,20,20,20,0,0.1,0.1,270,0.93,96,0,0,0.978122,27
lemma-30-9-mod.xml.minion.conv.minion,1,0,0,0.988506,30,30,30,0,0.066667,0.066667,630,0.955556,96,0,0,0.988262,42
lemma-50-9-mod.xml.minion.conv.minion,1,0,0,0.992653,50,50,50,0,0.04,0.04,1800,0.9728,96,0,0,0.992549,72
magicSquare-10_glb.xml.minion.conv.minion,1,44,0,1,100,100,100,0,0.12,0.12,45,0.99,1000,0,0.977778,1,5.4
magicSquare-11_glb.xml.minion.conv.minion,1,48,0,1,121,121,121,0,0.109462,0.109462,49,0.991736,1000,0,0.979592,1,5.363636
magicSquare-12_glb.xml.minion.conv.minion,1,52,0,1,144,144,144,0,0.100629,0.100629,53,0.993056,1000,0,0.981132,1,5.333333
magicSquare-13_glb.xml.minion.conv.minion,1,56,0,1,169,169,169,0,0.093117,0.093117,57,0.994083,1000,0,0.982456,1,5.307692
magicSquare-14_glb.xml.minion.conv.minion,1,60,0,1,196,196,196,0,0.086651,0.086651,61,0.994898,1000,0,0.983607,1,5.285714
magicSquare-15_glb.xml.minion.conv.minion,1,64,0,1,225,225,225,0,0.081026,0.081026,65,0.995556,1000,0,0.984615,1,5.266667
magicSquare-16_glb.xml.minion.conv.minion,1,68,0,1,256,256,256,0,0.076087,0.076087,69,0.996094,1000,0,0.985507,1,5.25
magicSquare-17_glb.xml.minion.conv.minion,1,72,0,1,289,289,289,0,0.071716,0.071716,73,0.99654,1000,0,0.986301,1,5.235294
magicSquare-18_glb.xml.minion.conv.minion,1,76,0,1,324,324,324,0,0.067821,0.067821,77,0.996914,1000,0,0.987013,1,5.222222
magicSquare-19_glb.xml.minion.conv.minion,1,80,0,1,361,361,361,0,0.064327,0.064327,81,0.99723,1000,0,0.987654,1,5.210526
magicSquare-3_glb.xml.minion.conv.minion,1,16,0,1,9,9,9,0,0.372549,0.372549,17,0.888889,996,48,0.941176,1,6.333333
magicSquare-4_glb.xml.minion.conv.minion,1,20,0,1,16,16,16,0,0.285714,0.285714,21,0.9375,1000,0,0.952381,1,6
magicSquare-5_glb.xml.minion.conv.minion,1,24,0,1,25,25,25,0,0.232,0.232,25,0.96,1000,0,0.96,1,5.8
magicSquare-6_glb.xml.minion.conv.minion,1,28,0,1,36,36,36,0,0.195402,0.195402,29,0.972222,1000,0,0.965517,1,5.666667
magicSquare-7_glb.xml.minion.conv.minion,1,32,0,1,49,49,49,0,0.168831,0.168831,33,0.979592,1000,0,0.969697,1,5.571429
magicSquare-8_glb.xml.minion.conv.minion,1,36,0,1,64,64,64,0,0.148649,0.148649,37,0.984375,1000,0,0.972973,1,5.5
magicSquare-9_glb.xml.minion.conv.minion,1,40,0,1,81,81,81,0,0.132791,0.132791,41,0.987654,1000,0,0.97561,1,5.444444
mug100-1-3.xml.watchless.minion.gz,1,0,0,0.033535,100,100,100,0,0.02,0.02,166,0.0332,324,0,0,0.371667,3.32
mug100-1-4.xml.watchless.minion.gz,1,0,0,0.033535,100,100,100,0,0.02,0.02,166,0.0332,263,0,0,0.371667,3.32
mug100-25-3.xml.watchless.minion.gz,1,0,0,0.033535,100,100,100,0,0.02,0.02,166,0.0332,324,0,0,0.37,3.32
mug100-25-4.xml.watchless.minion.gz,1,0,0,0.033535,100,100,100,0,0.02,0.02,166,0.0332,263,0,0,0.37,3.32
mug88-1-3.xml.watchless.minion.gz,1,0,0,0.03814,88,88,88,0,0.022727,0.022727,146,0.037707,324,0,0,0.348485,3.318182
mug88-1-4.xml.watchless.minion.gz,1,0,0,0.03814,88,88,88,0,0.022727,0.022727,146,0.037707,263,0,0,0.348485,3.318182
mug88-25-3.xml.watchless.minion.gz,1,0,0,0.03814,88,88,88,0,0.022727,0.022727,146,0.037707,324,0,0,0.367424,3.318182
mug88-25-4.xml.watchless.minion.gz,1,0,0,0.03814,88,88,88,0,0.022727,0.022727,146,0.037707,263,0,0,0.367424,3.318182
myciel3-3.xml.watchless.minion.gz,1,0,0,0.363636,11,11,11,0,0.181818,0.181818,20,0.330579,324,0,0,0,3.636364
myciel3-4.xml.watchless.minion.gz,1,0,0,0.363636,11,11,11,0,0.181818,0.181818,20,0.330579,263,0,0,0,3.636364
myciel4-4.xml.watchless.minion.gz,1,0,0,0.280632,23,23,23,0,0.086957,0.086957,71,0.268431,263,0,0,0,6.173913
myciel4-5.xml.watchless.minion.gz,1,0,0,0.280632,23,23,23,0,0.086957,0.086957,71,0.268431,184,0,0,0,6.173913
myciel5-4.xml.watchless.minion.gz,1,0,0,0.218316,47,47,47,0,0.042553,0.042553,236,0.213671,263,0,0,0,10.042553
myciel5-5.xml.watchless.minion.gz,1,0,0,0.218316,47,47,47,0,0.042553,0.042553,236,0.213671,184,0,0,0,10.042553
myciel5-6.xml.watchless.minion.gz,1,0,0,0.218316,47,47,47,0,0.042553,0.042553,236,0.213671,169,0,0,0,10.042553
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0,0,0.218316,47,47,47,236,0.042553,0.042553,236,0.213671,324,0,0,0,10.042553
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0,0,0.218316,47,47,47,236,0.042553,0.042553,236,0.213671,263,0,0,0,10.042553
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0,0,0.218316,47,47,47,236,0.042553,0.042553,236,0.213671,184,0,0,0,10.042553
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0,0,0.218316,47,47,47,236,0.042553,0.042553,236,0.213671,169,0,0,0,10.042553
myciel6-4.xml.watchless.minion.gz,1,0,0,0.169093,95,95,95,0,0.021053,0.021053,755,0.167313,263,0,0,0,15.894737
myciel6-5.xml.watchless.minion.gz,1,0,0,0.169093,95,95,95,0,0.021053,0.021053,755,0.167313,184,0,0,0,15.894737
myciel6-6.xml.watchless.minion.gz,1,0,0,0.169093,95,95,95,0,0.021053,0.021053,755,0.167313,169,0,0,0,15.894737
myciel6-7.xml.watchless.minion.gz,1,0,0,0.169093,95,95,95,0,0.021053,0.021053,755,0.167313,154,0,0,0,15.894737
myciel7-4.xml.watchless.minion.gz,1,0,0,0.130063,191,191,191,0,0.010471,0.010471,2360,0.129382,263,0,0,0,24.712042
myciel7-5.xml.watchless.minion.gz,1,0,0,0.130063,191,191,191,0,0.010471,0.010471,2360,0.129382,184,0,0,0,24.712042
myciel7-6.xml.watchless.minion.gz,1,0,0,0.130063,191,191,191,0,0.010471,0.010471,2360,0.129382,169,0,0,0,24.712042
myciel7-7.xml.watchless.minion.gz,1,0,0,0.130063,191,191,191,0,0.010471,0.010471,2360,0.129382,154,0,0,0,24.712042
myciel7-8.xml.watchless.minion.gz,1,0,0,0.130063,191,191,191,0,0.010471,0.010471,2360,0.129382,136,0,0,0,24.712042
nmr_10_10_3.minion,1,0,0,1,100,100,100,0,0.04141,0.04141,2043,0.99,500,1,0,1,84.6
nmr_10_10_4.minion,1,0,0,1,100,100,100,0,0.04141,0.04141,2043,0.99,506,1,0,1,84.6
nmr_10_10_5.minion,1,0,0,1,100,100,100,0,0.04141,0.04141,2043,0.99,492,1,0,1,84.6
nmr_10_11_3.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,513,1,0,1,93.618182
nmr_10_11_4.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,506,1,0,1,93.618182
nmr_10_11_5.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,515,1,0,1,93.618182
nmr_10_12_3.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,504,1,0,1,102.633333
nmr_10_12_4.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,506,1,0,1,102.633333
nmr_10_12_5.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,505,1,0,1,102.633333
nmr_10_5_3.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,516,1,0,1,39.4
nmr_10_5_4.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,506,1,0,1,39.4
nmr_10_5_5.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,494,1,0,1,39.4
nmr_10_6_3.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,501,1,0,1,48.466667
nmr_10_6_4.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,506,1,0,1,48.466667
nmr_10_6_5.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,520,1,0,1,48.466667
nmr_10_7_3.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,500,1,0,1,57.514286
nmr_10_7_4.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,506,1,0,1,57.514286
nmr_10_7_5.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,492,1,0,1,57.514286
nmr_10_8_3.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,521,1,0,1,66.55
nmr_10_8_4.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,506,1,0,1,66.55
nmr_10_8_5.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,492,1,0,1,66.55
nmr_10_9_3.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,500,1,0,1,75.577778
nmr_10_9_4.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,506,1,0,1,75.577778
nmr_10_9_5.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,493,1,0,1,75.577778
nmr_11_10_3.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,513,1,0,1,93.618182
nmr_11_10_4.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,506,1,0,1,93.618182
nmr_11_10_5.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,515,1,0,1,93.618182
nmr_11_11_3.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,513,1,0,1,103.636364
nmr_11_11_4.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,503,1,0,1,103.636364
nmr_11_11_5.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,515,1,0,1,103.636364
nmr_11_12_3.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,513,1,0,1,113.651515
nmr_11_12_4.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,503,1,0,1,113.651515
nmr_11_12_5.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,515,1,0,1,113.651515
nmr_11_5_3.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,516,1,0,1,43.418182
nmr_11_5_4.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,503,1,0,1,43.418182
nmr_11_5_5.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,515,1,0,1,43.418182
nmr_11_6_3.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,513,1,0,1,53.484848
nmr_11_6_4.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,503,1,0,1,53.484848
nmr_11_6_5.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,520,1,0,1,53.484848
nmr_11_7_3.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,513,1,0,1,63.532468
nmr_11_7_4.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,503,1,0,1,63.532468
nmr_11_7_5.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,515,1,0,1,63.532468
nmr_11_8_3.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,521,1,0,1,73.568182
nmr_11_8_4.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,503,1,0,1,73.568182
nmr_11_8_5.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,515,1,0,1,73.568182
nmr_11_9_3.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,513,1,0,1,83.59596
nmr_11_9_4.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,505,1,0,1,83.59596
nmr_11_9_5.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,515,1,0,1,83.59596
nmr_12_10_3.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,504,1,0,1,102.633333
nmr_12_10_4.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,506,1,0,1,102.633333
nmr_12_10_5.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,505,1,0,1,102.633333
nmr_12_11_3.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,513,1,0,1,113.651515
nmr_12_11_4.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,503,1,0,1,113.651515
nmr_12_11_5.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,515,1,0,1,113.651515
nmr_12_12_3.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,504,1,0,1,124.666667
nmr_12_12_4.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,491,1,0,1,124.666667
nmr_12_12_5.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,505,1,0,1,124.666667
nmr_12_5_3.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,516,1,0,1,47.433333
nmr_12_5_4.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,494,1,0,1,47.433333
nmr_12_5_5.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,505,1,0,1,47.433333
nmr_12_6_3.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,504,1,0,1,58.5
nmr_12_6_4.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,491,1,0,1,58.5
nmr_12_6_5.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,520,1,0,1,58.5
nmr_12_7_3.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,504,1,0,1,69.547619
nmr_12_7_4.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,491,1,0,1,69.547619
nmr_12_7_5.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,505,1,0,1,69.547619
nmr_12_8_3.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,521,1,0,1,80.583333
nmr_12_8_4.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,492,1,0,1,80.583333
nmr_12_8_5.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,505,1,0,1,80.583333
nmr_12_9_3.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,504,1,0,1,91.611111
nmr_12_9_4.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111
nmr_12_9_5.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111
nmr_5_10_3.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,516,1,0,1,39.4
nmr_5_10_4.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,506,1,0,1,39.4
nmr_5_10_5.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,494,1,0,1,39.4
nmr_5_11_3.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,516,1,0,1,43.418182
nmr_5_11_4.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,503,1,0,1,43.418182
nmr_5_11_5.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,515,1,0,1,43.418182
nmr_5_12_3.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,516,1,0,1,47.433333
nmr_5_12_4.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,494,1,0,1,47.433333
nmr_5_12_5.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,505,1,0,1,47.433333
nmr_5_5_3.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,516,1,0,1,19.2
nmr_5_5_4.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,494,1,0,1,19.2
nmr_5_5_5.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,494,1,0,1,19.2
nmr_5_6_3.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,516,1,0,1,23.266667
nmr_5_6_4.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,494,1,0,1,23.266667
nmr_5_6_5.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,520,1,0,1,23.266667
nmr_5_7_3.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,516,1,0,1,27.314286
nmr_5_7_4.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286
nmr_5_7_5.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286
nmr_5_8_3.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,521,1,0,1,31.35
nmr_5_8_4.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35
nmr_5_8_5.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35
nmr_5_9_3.minion,1,0,0,1,45,45,45,0,0.095102,0.095102,372,0.977778,516,1,0,1,35.377778
